actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
20,PT10M47.00S,2022-02-06T03:13:24.3Z,1,REGULAR,2pt,Jump Shot,[],201950,76.82325886990802,63.23529411764706,1610612749,0,2,2022-02-06T03:13:27Z,200000,66.0,165.0,1,right,J. Holiday 17' step back Jump Shot (2 PTS),[201950],1610612749.0,MIL,step back,,,Holiday,J. Holiday,,,,,17.82,Made,,,,,,,,,,2.0,,,,,,,,
21,PT10M23.00S,2022-02-06T03:13:49.2Z,1,REGULAR,2pt,Jump Shot,[],1629604,8.886333771353483,79.90196078431373,1610612757,0,2,2022-02-06T03:13:53Z,210000,-150.0,31.0,1,left,MISS C. Elleby 15' pullup Shot,[1629604],1610612757.0,POR,pullup,,,Elleby,C. Elleby,,,,,15.27,Missed,,,,,,,,,,,,,,,,,,
22,PT10M20.00S,2022-02-06T03:13:52.2Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,0,2,2022-02-06T03:13:53Z,220000,,,0,,B. Portis REBOUND (Off:0 Def:2),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,21.0,2.0,2.0,0.0,,,,,,,,,,,,,,
23,PT10M12.00S,2022-02-06T03:13:59.7Z,1,REGULAR,2pt,Jump Shot,[],203114,74.72076215505913,42.8921568627451,1610612749,0,4,2022-02-06T03:14:03Z,230000,-36.0,185.0,1,right,K. Middleton 18' pullup Jump Shot (2 PTS) (G. Antetokounmpo 1 AST),"[203114, 203507]",1610612749.0,MIL,pullup,,,Middleton,K. Middleton,,,,,18.85,Made,,,,,,,,,,2.0,G. Antetokounmpo,203507.0,1.0,,,,,
25,PT09M58.00S,2022-02-06T03:14:13.7Z,1,REGULAR,3pt,Jump Shot,[],1629604,5.601182654402102,96.81372549019608,1610612757,0,4,2022-02-06T03:14:20Z,250000,-234.0,0.0,1,left,MISS C. Elleby 3PT,[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,23.41,Missed,,,,,,,,,,,,,,,,,,
26,PT09M54.00S,2022-02-06T03:14:17.7Z,1,REGULAR,rebound,offensive,[],1629014,,,1610612757,0,4,2022-02-06T03:14:20Z,260000,,,0,,A. Simons REBOUND (Off:1 Def:0),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,25.0,1.0,0.0,1.0,,,,,,,,,,,,,,
27,PT09M49.00S,2022-02-06T03:14:22.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203503,29.25427069645204,21.323529411764707,1610612757,3,4,2022-02-06T03:14:27Z,270000,143.0,222.0,1,left,T. Snell 26' 3PT  (3 PTS) (J. Nurkic 1 AST),"[203503, 203994]",1610612757.0,POR,,,,Snell,T. Snell,,,,,26.47,Made,,,,,,,,,,3.0,J. Nurkic,203994.0,1.0,,,,,
29,PT09M36.00S,2022-02-06T03:14:35.4Z,1,REGULAR,3pt,Jump Shot,[],203114,92.19776609724047,3.6764705882352944,1610612749,3,4,2022-02-06T03:14:39Z,290000,-232.0,21.0,1,right,MISS K. Middleton 3PT,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,23.25,Missed,,,,,,,,,,,,,,,,,,
30,PT09M34.00S,2022-02-06T03:14:37.4Z,1,REGULAR,rebound,defensive,[],203994,,,1610612757,3,4,2022-02-06T03:14:39Z,300000,,,0,,J. Nurkic REBOUND (Off:1 Def:2),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,29.0,3.0,2.0,1.0,,,,,,,,,,,,,,
31,PT09M26.00S,2022-02-06T03:14:45.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203994,5.469776609724048,49.01960784313725,1610612757,5,4,2022-02-06T03:14:49Z,310000,5.0,-1.0,1,left,J. Nurkic cutting DUNK (2 PTS) (C. McCollum 1 AST),"[203994, 203468]",1610612757.0,POR,cutting,,,Nurkic,J. Nurkic,,,,,0.5,Made,,,,,,,,,,2.0,C. McCollum,203468.0,1.0,,,,,
33,PT09M09.00S,2022-02-06T03:15:02.2Z,1,REGULAR,3pt,Jump Shot,[],1628960,69.85873850197109,79.90196078431373,1610612749,5,7,2022-02-06T03:15:06Z,330000,150.0,231.0,1,right,G. Allen 27' 3PT  (3 PTS) (K. Middleton 1 AST),"[1628960, 203114]",1610612749.0,MIL,,,,Allen,G. Allen,,,,,27.5,Made,,,,,,,,,,3.0,K. Middleton,203114.0,1.0,,,,,
35,PT08M55.00S,2022-02-06T03:15:16.4Z,1,REGULAR,3pt,Jump Shot,[],1629014,29.77989487516426,78.18627450980392,1610612757,8,7,2022-02-06T03:15:20Z,350000,-141.0,227.0,1,left,A. Simons 26' 3PT pullup (3 PTS),[1629014],1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,26.75,Made,,,,,,,,,,3.0,,,,,,,,
36,PT08M45.00S,2022-02-06T03:15:26.3Z,1,REGULAR,3pt,Jump Shot,[],203507,65.65374507227332,50.245098039215684,1610612749,8,10,2022-02-06T03:15:30Z,360000,1.0,270.0,1,right,G. Antetokounmpo 27' 3PT  (3 PTS) (K. Middleton 2 AST),"[203507, 203114]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,27.04,Made,,,,,,,,,,3.0,K. Middleton,203114.0,2.0,,,,,
38,PT08M33.00S,2022-02-06T03:15:40.3Z,1,REGULAR,turnover,out-of-bounds,[],203994,,,1610612757,8,10,2022-02-06T03:15:49Z,380000,,,0,,J. Nurkic bad pass out-of-bounds TURNOVER (1 TO),[203994],1610612757.0,POR,bad pass,,,Nurkic,J. Nurkic,,,,,,,,,,,1627962.0,,,,,,,,,1.0,,,,
39,PT08M17.00S,2022-02-06T03:16:04.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203507,92.85479632063075,3.9215686274509802,1610612749,8,13,2022-02-06T03:16:08Z,390000,-230.0,15.0,1,right,G. Antetokounmpo 3PT  (6 PTS) (B. Portis 1 AST),"[203507, 1626171]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,23.09,Made,,,,,,,,,,6.0,B. Portis,1626171.0,1.0,,,,,
42,PT07M53.00S,2022-02-06T03:16:54.0Z,1,REGULAR,turnover,bad pass,[],1629014,,,1610612757,8,13,2022-02-06T03:17:38Z,420000,,,0,,A. Simons bad pass TURNOVER (1 TO),"[1629014, 1626171]",1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,1.0,Portis,1626171.0,,
43,PT07M53.00S,2022-02-06T03:16:54.0Z,1,REGULAR,steal,,[],1626171,,,1610612749,8,13,2022-02-06T03:16:56Z,430000,,,0,,B. Portis STEAL (1 STL),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,
44,PT07M50.00S,2022-02-06T03:16:57.0Z,1,REGULAR,turnover,bad pass,[],1626171,,,1610612749,8,13,2022-02-06T03:18:52Z,440000,,,0,,B. Portis bad pass TURNOVER (1 TO),"[1626171, 203468]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,1.0,McCollum,203468.0,,
45,PT07M50.00S,2022-02-06T03:16:57.0Z,1,REGULAR,steal,,[],203468,,,1610612757,8,13,2022-02-06T03:17:58Z,450000,,,0,,C. McCollum STEAL (1 STL),[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,
49,PT07M50.00S,2022-02-06T03:16:59.4Z,1,REGULAR,stoppage,equipment issue,[],0,,,1610612757,8,13,2022-02-06T03:17:25Z,455000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,PT07M45.00S,2022-02-06T03:17:01.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629014,29.122864651773984,77.20588235294117,1610612757,11,13,2022-02-06T03:17:08Z,460000,-136.0,221.0,1,left,A. Simons 25' 3PT  (6 PTS) (C. McCollum 2 AST),"[1629014, 203468]",1610612757.0,POR,,,,Simons,A. Simons,,,,,25.97,Made,,,,,,,,,,6.0,C. McCollum,203468.0,2.0,,,,,
47,PT07M36.00S,2022-02-06T03:17:11.3Z,1,REGULAR,3pt,Jump Shot,[],203507,69.07030223390277,25.98039215686275,1610612749,11,16,2022-02-06T03:17:15Z,470000,-120.0,238.0,1,right,G. Antetokounmpo 26' 3PT  (9 PTS) (K. Middleton 3 AST),"[203507, 203114]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,26.68,Made,,,,,,,,,,9.0,K. Middleton,203114.0,3.0,,,,,
50,PT07M14.00S,2022-02-06T03:17:33.2Z,1,REGULAR,turnover,bad pass,[],203994,,,1610612757,11,16,2022-02-06T03:17:46Z,490000,,,0,,J. Nurkic bad pass TURNOVER (2 TO),"[203994, 203114]",1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,2.0,Middleton,203114.0,,
51,PT07M14.00S,2022-02-06T03:17:33.2Z,1,REGULAR,steal,,[],203114,,,1610612749,11,16,2022-02-06T03:17:35Z,500000,,,0,,K. Middleton STEAL (1 STL),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,
52,PT07M10.00S,2022-02-06T03:17:37.2Z,1,REGULAR,turnover,lost ball,[],203114,,,1610612749,11,16,2022-02-06T03:17:49Z,510000,,,0,,K. Middleton lost ball TURNOVER (1 TO),"[203114, 1629014]",1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,1.0,Simons,1629014.0,,
53,PT07M10.00S,2022-02-06T03:17:37.2Z,1,REGULAR,steal,,[],1629014,,,1610612757,11,16,2022-02-06T03:17:38Z,520000,,,0,,A. Simons STEAL (1 STL),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,
54,PT06M59.00S,2022-02-06T03:17:47.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203468,19.004599211563733,92.15686274509804,1610612757,11,16,2022-02-06T03:17:52Z,530000,-211.0,126.0,1,left,MISS C. McCollum 24' step back 3PT,[203468],1610612757.0,POR,step back,,,McCollum,C. McCollum,,,,,24.56,Missed,,,,,,,,,,,,,,,,,,
55,PT06M57.00S,2022-02-06T03:17:49.9Z,1,REGULAR,rebound,defensive,[],1628960,,,1610612749,11,16,2022-02-06T03:17:52Z,540000,,,0,,G. Allen REBOUND (Off:0 Def:1),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,54.0,1.0,1.0,0.0,,,,,,,,,,,,,,
56,PT06M49.00S,2022-02-06T03:17:58.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1626171,93.77463863337714,52.20588235294118,1610612749,11,18,2022-02-06T03:23:34Z,550000,11.0,6.0,1,right,B. Portis turnaround Hook (2 PTS),[1626171],1610612749.0,MIL,turnaround,,,Portis,B. Portis,,,,,1.25,Made,,,,,,,,,,2.0,,,,,,,,
57,PT06M42.00S,2022-02-06T03:18:14.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203468,8.229303547963205,50.98039215686274,1610612757,11,18,2022-02-06T03:18:31Z,560000,-5.0,25.0,1,left,MISS C. McCollum driving Layup - blocked,"[203468, 203114]",1610612757.0,POR,driving,,,McCollum,C. McCollum,,,,,2.54,Missed,,,,,,,,,,,,,,,,,Middleton,203114.0
59,PT06M42.00S,2022-02-06T03:18:14.8Z,1,REGULAR,block,,[],203114,,,1610612757,11,18,2022-02-06T03:21:35Z,565000,,,0,,K. Middleton BLOCK (1 BLK),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M42.00S,2022-02-06T03:18:14.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612749,11,18,2022-02-06T03:22:24Z,570000,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,57.0,,,,,,,,,,,,,,,,,
60,PT06M42.00S,2022-02-06T03:19:04.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,11,18,2022-02-06T03:22:24Z,580000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M42.00S,2022-02-06T03:19:11.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,11,18,2022-02-06T03:22:24Z,590000,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M42.00S,2022-02-06T03:20:40.2Z,1,REGULAR,substitution,out,[],1629604,,,1610612749,11,18,2022-02-06T03:22:24Z,600000,,,0,,SUB out: C. Elleby,[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M42.00S,2022-02-06T03:20:40.2Z,1,REGULAR,substitution,out,[],203114,,,1610612749,11,18,2022-02-06T03:22:24Z,610000,,,0,,SUB out: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M42.00S,2022-02-06T03:20:40.2Z,1,REGULAR,substitution,in,[],1626159,,,1610612749,11,18,2022-02-06T03:22:24Z,620000,,,0,,SUB in: J. Winslow,[1626159],1610612757.0,POR,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M42.00S,2022-02-06T03:20:40.2Z,1,REGULAR,substitution,in,[],1626192,,,1610612749,11,18,2022-02-06T03:22:24Z,630000,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M30.00S,2022-02-06T03:21:32.5Z,1,REGULAR,3pt,Jump Shot,[],1626171,92.19776609724047,4.411764705882353,1610612749,11,21,2022-02-06T03:21:36Z,640000,-228.0,21.0,1,right,B. Portis 3PT  (5 PTS) (G. Antetokounmpo 2 AST),"[1626171, 203507]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,22.88,Made,,,,,,,,,,5.0,G. Antetokounmpo,203507.0,2.0,,,,,
68,PT06M13.00S,2022-02-06T03:21:48.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203468,6.652431011826544,54.41176470588235,1610612757,11,21,2022-02-06T03:21:53Z,660000,-22.0,10.0,1,left,MISS C. McCollum driving Layup - blocked,"[203468, 1626171]",1610612757.0,POR,driving,,,McCollum,C. McCollum,,,,,2.43,Missed,,,,,,,,,,,,,,,,,Portis,1626171.0
69,PT06M13.00S,2022-02-06T03:21:48.5Z,1,REGULAR,block,,[],1626171,,,1610612757,11,21,2022-02-06T03:21:50Z,670000,,,0,,B. Portis BLOCK (1 BLK),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M11.00S,2022-02-06T03:21:50.5Z,1,REGULAR,rebound,defensive,[],1626192,,,1610612749,11,21,2022-02-06T03:21:53Z,680000,,,0,,P. Connaughton REBOUND (Off:0 Def:1),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,68.0,1.0,1.0,0.0,,,,,,,,,,,,,,
71,PT06M10.00S,2022-02-06T03:21:54.2Z,1,REGULAR,foul,personal,['2freethrow'],1626159,,,1610612749,11,21,2022-02-06T03:22:08Z,690000,,,0,,J. Winslow shooting personal FOUL (1 PF) (Antetokounmpo 2 FT),"[1626159, 203507]",1610612757.0,POR,shooting,,,Winslow,J. Winslow,,,,,,,,,,,1626302.0,1.0,0.0,Antetokounmpo,203507.0,,,,,,,,,
73,PT06M10.00S,2022-02-06T03:22:26.8Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],203507,,,1610612749,11,22,2022-02-06T03:22:52Z,710000,,,0,,G. Antetokounmpo Free Throw 1 of 2 (10 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Made,,,,,,,,,,10.0,,,,,,,,
74,PT06M10.00S,2022-02-06T03:22:26.8Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],203507,,,1610612749,11,22,2022-02-06T03:22:52Z,720000,,,0,,MISS G. Antetokounmpo Free Throw 2 of 2,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Missed,,,,,,,,,,,,,,,,,,
75,PT06M08.00S,2022-02-06T03:22:28.8Z,1,REGULAR,rebound,defensive,[],1626159,,,1610612757,11,22,2022-02-06T03:22:52Z,730000,,,0,,J. Winslow REBOUND (Off:0 Def:1),[1626159],1610612757.0,POR,,,,Winslow,J. Winslow,,,,,,,74.0,1.0,1.0,0.0,,,,,,,,,,,,,,
76,PT05M53.00S,2022-02-06T03:23:05.2Z,1,REGULAR,3pt,Jump Shot,[],1629014,19.92444152431012,91.66666666666666,1610612757,14,22,2022-02-06T03:23:10Z,740000,-208.0,135.0,1,left,A. Simons 24' 3PT  (9 PTS) (J. Nurkic 2 AST),"[1629014, 203994]",1610612757.0,POR,,,,Simons,A. Simons,,,,,24.81,Made,,,,,,,,,,9.0,J. Nurkic,203994.0,2.0,,,,,
78,PT05M44.00S,2022-02-06T03:23:14.6Z,1,REGULAR,2pt,Jump Shot,[],1626171,92.9862023653088,79.65686274509804,1610612749,14,24,2022-02-06T03:23:19Z,760000,148.0,13.0,1,right,B. Portis 14' turnaround fadeaway Jump Shot (7 PTS) (J. Holiday 1 AST),"[1626171, 201950]",1610612749.0,MIL,turnaround fadeaway,,,Portis,B. Portis,,,,,14.89,Made,,,,,,,,,,7.0,J. Holiday,201950.0,1.0,,,,,
80,PT05M30.00S,2022-02-06T03:23:28.0Z,1,REGULAR,3pt,Jump Shot,[],203503,8.886333771353483,95.83333333333334,1610612757,14,24,2022-02-06T03:23:33Z,780000,-229.0,31.0,1,left,MISS T. Snell 3PT,[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,23.13,Missed,,,,,,,,,,,,,,,,,,
81,PT05M28.00S,2022-02-06T03:23:30.0Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,14,24,2022-02-06T03:23:33Z,790000,,,0,,B. Portis REBOUND (Off:0 Def:3),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,80.0,3.0,3.0,0.0,,,,,,,,,,,,,,
82,PT05M22.00S,2022-02-06T03:23:36.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626171,65.52233902759527,56.127450980392155,1610612749,14,24,2022-02-06T03:23:44Z,800000,31.0,272.0,1,right,MISS B. Portis 27' running 3PT,[1626171],1610612749.0,MIL,running,,,Portis,B. Portis,,,,,27.33,Missed,,,,,,,,,,,,,,,,,,
83,PT05M19.00S,2022-02-06T03:23:39.9Z,1,REGULAR,rebound,defensive,[],203994,,,1610612757,14,24,2022-02-06T03:23:44Z,810000,,,0,,J. Nurkic REBOUND (Off:1 Def:3),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,82.0,4.0,3.0,1.0,,,,,,,,,,,,,,
84,PT05M01.00S,2022-02-06T03:23:56.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203468,6.1268068331143235,51.470588235294116,1610612757,16,24,2022-02-06T03:24:00Z,820000,-7.0,5.0,1,left,C. McCollum driving Layup (2 PTS),[203468],1610612757.0,POR,driving,,,McCollum,C. McCollum,,,,,0.9,Made,,,,,,,,,,2.0,,,,,,,,
85,PT04M51.00S,2022-02-06T03:24:06.5Z,1,REGULAR,3pt,Jump Shot,[],1626192,64.20827858081472,54.90196078431373,1610612749,16,24,2022-02-06T03:24:38Z,830000,25.0,284.0,1,right,MISS P. Connaughton 28' 3PT,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,28.5,Missed,,,,,,,,,,,,,,,,,,
86,PT04M49.00S,2022-02-06T03:24:08.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612749,16,24,2022-02-06T03:24:38Z,840000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,85.0,,,,,,,,,,,,,,,,,
87,PT04M49.00S,2022-02-06T03:24:14.2Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,16,24,2022-02-06T03:24:14Z,850000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT04M49.00S,2022-02-06T03:24:20.4Z,1,REGULAR,substitution,out,[],203468,,,1610612749,16,24,2022-02-06T03:28:50Z,885000,,,0,,SUB out: C. McCollum,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,
114,PT04M49.00S,2022-02-06T03:24:20.4Z,1,REGULAR,substitution,out,[],203503,,,1610612749,16,24,2022-02-06T03:28:50Z,902500,,,0,,SUB out: T. Snell,[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,,,,,,,,,,,,,,,,,,,,
115,PT04M49.00S,2022-02-06T03:24:20.4Z,1,REGULAR,substitution,in,[],1630570,,,1610612749,16,24,2022-02-06T03:28:50Z,911250,,,0,,SUB in: T. Watford,[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,
116,PT04M49.00S,2022-02-06T03:24:20.4Z,1,REGULAR,substitution,in,[],203463,,,1610612749,16,24,2022-02-06T03:28:50Z,915625,,,0,,SUB in: B. McLemore,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,,,,,,,,,,,,,,,
123,PT04M49.00S,2022-02-06T03:24:26.7Z,1,REGULAR,substitution,out,[],1626171,,,1610612749,16,24,2022-02-06T03:29:19Z,935000,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,
