actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
48,PT08M37.00S,2022-01-26T03:16:17.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630162,26.10052562417871,80.88235294117648,1610612750,4,6,2022-01-26T03:16:21Z,480000,-154.0,193.0,1,left,MISS A. Edwards 24' pullup 3PT,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,24.7,Missed,,,,,,,,,,,,,,,,,,
49,PT08M34.00S,2022-01-26T03:16:20.3Z,1,REGULAR,rebound,defensive,[],1629014,,,1610612757,4,6,2022-01-26T03:16:21Z,490000,,,0,,A. Simons REBOUND (Off:0 Def:2),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,48.0,2.0,2.0,0.0,,,,,,,,,,,,
50,PT08M16.00S,2022-01-26T03:16:37.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203994,91.40932982917214,46.568627450980394,1610612757,4,6,2022-01-26T03:18:41Z,500000,-17.0,28.0,1,right,MISS J. Nurkic Hook - blocked,"[203994, 1626157]",1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,3.31,Missed,Towns,1626157.0,,,,,,,,,,,,,,,,
51,PT08M16.00S,2022-01-26T03:16:37.6Z,1,REGULAR,block,,[],1626157,,,1610612757,4,6,2022-01-26T03:16:39Z,510000,,,0,,K. Towns BLOCK (2 BLK),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,
52,PT08M14.00S,2022-01-26T03:16:39.6Z,1,REGULAR,rebound,defensive,[],1630183,,,1610612750,4,6,2022-01-26T03:16:41Z,520000,,,0,,J. McDaniels REBOUND (Off:0 Def:2),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,50.0,2.0,2.0,0.0,,,,,,,,,,,,
53,PT08M11.00S,2022-01-26T03:16:43.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626156,26.363337713534822,15.686274509803921,1610612750,4,6,2022-01-26T03:17:05Z,530000,172.0,195.0,1,left,MISS D. Russell 26' running pullup 3PT,[1626156],1610612750.0,MIN,running pullup,,,Russell,D. Russell,,,,,26.0,Missed,,,,,,,,,,,,,,,,,,
54,PT08M08.00S,2022-01-26T03:16:46.0Z,1,REGULAR,rebound,offensive,[],1629020,,,1610612750,4,6,2022-01-26T03:16:46Z,540000,,,0,,J. Vanderbilt REBOUND (Off:2 Def:2),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,53.0,4.0,2.0,2.0,,,,,,,,,,,,
55,PT08M05.00S,2022-01-26T03:16:48.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630183,7.30946123521682,95.83333333333334,1610612750,4,9,2022-01-26T03:16:53Z,550000,-229.0,16.0,1,left,J. McDaniels 3PT  (3 PTS) (J. Vanderbilt 1 AST),"[1630183, 1629020]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,22.98,Made,,,,,,,3.0,J. Vanderbilt,1629020.0,1.0,,,,,,,,
57,PT08M04.00S,2022-01-26T03:16:53.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,4,9,2022-01-26T03:16:53Z,570000,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT07M47.00S,2022-01-26T03:20:02.1Z,1,REGULAR,3pt,Jump Shot,[],203468,67.36202365308804,37.00980392156863,1610612757,7,9,2022-01-26T03:20:05Z,580000,-65.0,254.0,1,right,C. McCollum 26' 3PT  (3 PTS) (N. Little 1 AST),"[203468, 1629642]",1610612757.0,POR,,,,McCollum,C. McCollum,,,,,26.25,Made,,,,,,,3.0,N. Little,1629642.0,1.0,,,,,,,,
60,PT07M38.00S,2022-01-26T03:20:13.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612750,7,9,2022-01-26T03:20:13Z,600000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT07M28.00S,2022-01-26T03:20:37.1Z,1,REGULAR,foul,personal,['2freethrow'],203994,,,1610612750,7,9,2022-01-26T03:21:08Z,610000,,,0,,J. Nurkic shooting personal FOUL (2 PF) (Russell 2 FT),"[203994, 1626156]",1610612757.0,POR,shooting,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,1627526.0,2.0,0.0,Russell,1626156.0,,,
63,PT07M28.00S,2022-01-26T03:21:10.5Z,1,REGULAR,freethrow,1 of 2,[],1626156,,,1610612750,7,10,2022-01-26T03:21:10Z,630000,,,0,,D. Russell Free Throw 1 of 2 (6 PTS),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,Made,,,,,,,6.0,,,,,,,,,,,
64,PT07M28.00S,2022-01-26T03:21:22.1Z,1,REGULAR,freethrow,2 of 2,[],1626156,,,1610612750,7,11,2022-01-26T03:21:22Z,640000,,,0,,D. Russell Free Throw 2 of 2 (7 PTS),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,Made,,,,,,,7.0,,,,,,,,,,,
65,PT07M14.00S,2022-01-26T03:21:39.0Z,1,REGULAR,foul,personal,['2freethrow'],1630183,,,1610612757,7,11,2022-01-26T03:21:47Z,650000,,,0,,J. McDaniels shooting personal FOUL (1 PF) (Little 2 FT),"[1630183, 1629642]",1610612750.0,MIN,shooting,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,1155.0,1.0,0.0,Little,1629642.0,,,
67,PT07M14.00S,2022-01-26T03:22:05.8Z,1,REGULAR,freethrow,1 of 2,[],1629642,,,1610612757,8,11,2022-01-26T03:22:23Z,670000,,,0,,N. Little Free Throw 1 of 2 (1 PTS),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
68,PT07M14.00S,2022-01-26T03:22:05.8Z,1,REGULAR,freethrow,2 of 2,[],1629642,,,1610612757,8,11,2022-01-26T03:22:23Z,680000,,,0,,MISS N. Little Free Throw 2 of 2,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,Missed,,,,,,,,,,,,,,,,,,
69,PT07M12.00S,2022-01-26T03:22:07.8Z,1,REGULAR,rebound,defensive,[],1629020,,,1610612750,8,11,2022-01-26T03:22:23Z,690000,,,0,,J. Vanderbilt REBOUND (Off:2 Def:3),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,68.0,5.0,3.0,2.0,,,,,,,,,,,,
70,PT07M04.00S,2022-01-26T03:22:33.0Z,1,REGULAR,turnover,out-of-bounds,[],1630183,,,1610612750,8,11,2022-01-26T03:22:42Z,700000,,,0,,J. McDaniels bad pass out-of-bounds TURNOVER (1 TO),[1630183],1610612750.0,MIN,bad pass,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,1155.0,,,,,1.0,,
71,PT06M55.00S,2022-01-26T03:22:44.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629642,71.96123521681997,16.666666666666664,1610612757,11,11,2022-01-26T03:22:48Z,710000,-167.0,211.0,1,right,N. Little 26' 3PT  (4 PTS) (A. Simons 2 AST),"[1629642, 1629014]",1610612757.0,POR,,,,Little,N. Little,,,,,26.9,Made,,,,,,,4.0,A. Simons,1629014.0,2.0,,,,,,,,
73,PT06M26.00S,2022-01-26T03:23:14.5Z,1,REGULAR,3pt,Jump Shot,[],1630183,7.178055190538765,96.32352941176471,1610612750,11,11,2022-01-26T03:23:18Z,730000,-232.0,15.0,1,left,MISS J. McDaniels 3PT,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,23.21,Missed,,,,,,,,,,,,,,,,,,
74,PT06M21.00S,2022-01-26T03:23:18.5Z,1,REGULAR,rebound,defensive,[],203496,,,1610612757,11,11,2022-01-26T03:23:18Z,740000,,,0,,R. Covington REBOUND (Off:0 Def:1),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,73.0,1.0,1.0,0.0,,,,,,,,,,,,
75,PT06M15.00S,2022-01-26T03:23:25.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629642,94.56307490144546,52.20588235294118,1610612757,13,11,2022-01-26T03:23:30Z,750000,11.0,-1.0,1,right,N. Little running Layup (6 PTS) (C. McCollum 1 AST),"[1629642, 203468]",1610612757.0,POR,running,,,Little,N. Little,,,,,1.11,Made,,,,,,,6.0,C. McCollum,203468.0,1.0,,,,,,,,
77,PT06M06.00S,2022-01-26T03:23:34.2Z,1,REGULAR,3pt,Jump Shot,[],1630162,19.530223390275953,93.38235294117648,1610612750,13,11,2022-01-26T03:23:38Z,770000,-217.0,131.0,1,left,MISS A. Edwards 25' 3PT,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,25.34,Missed,,,,,,,,,,,,,,,,,,
78,PT06M02.00S,2022-01-26T03:23:38.2Z,1,REGULAR,rebound,defensive,[],203994,,,1610612757,13,11,2022-01-26T03:23:38Z,780000,,,0,,J. Nurkic REBOUND (Off:2 Def:3),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,77.0,5.0,3.0,2.0,,,,,,,,,,,,
79,PT05M53.00S,2022-01-26T03:23:47.1Z,1,REGULAR,3pt,Jump Shot,[],1629014,71.04139290407359,19.11764705882353,1610612757,16,11,2022-01-26T03:23:50Z,790000,-154.0,220.0,1,right,A. Simons 26' 3PT  (3 PTS) (J. Nurkic 1 AST),"[1629014, 203994]",1610612757.0,POR,,,,Simons,A. Simons,,,,,26.85,Made,,,,,,,3.0,J. Nurkic,203994.0,1.0,,,,,,,,
81,PT05M23.00S,2022-01-26T03:24:18.0Z,1,REGULAR,2pt,Layup,[],1626156,12.040078843626807,75.49019607843137,1610612750,16,11,2022-01-26T03:32:35Z,810000,-127.0,61.0,1,left,MISS D. Russell 14' driving finger roll Layup,[1626156],1610612750.0,MIN,driving finger roll,,,Russell,D. Russell,,,,,14.12,Missed,,,,,,,,,,,,,,,,,,
82,PT05M20.00S,2022-01-26T03:24:21.0Z,1,REGULAR,rebound,defensive,[],203994,,,1610612757,16,11,2022-01-26T03:24:36Z,820000,,,0,,J. Nurkic REBOUND (Off:2 Def:4),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,81.0,6.0,4.0,2.0,,,,,,,,,,,,
83,PT05M16.00S,2022-01-26T03:24:23.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203468,66.96780551905388,17.892156862745097,1610612757,16,11,2022-01-26T03:25:03Z,830000,-161.0,258.0,1,right,MISS C. McCollum 30' running 3PT,[203468],1610612757.0,POR,running,,,McCollum,C. McCollum,,,,,30.38,Missed,,,,,,,,,,,,,,,,,,
84,PT05M14.00S,2022-01-26T03:24:25.4Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,16,11,2022-01-26T03:24:28Z,840000,,,0,,A. Edwards REBOUND (Off:0 Def:1),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,83.0,1.0,1.0,0.0,,,,,,,,,,,,
85,PT05M11.00S,2022-01-26T03:24:31.6Z,1,REGULAR,foul,personal,['2freethrow'],1629014,,,1610612750,16,11,2022-01-26T03:24:39Z,850000,,,0,,A. Simons shooting personal FOUL (2 PF) (Edwards 2 FT),"[1629014, 1630162]",1610612757.0,POR,shooting,,,Simons,A. Simons,,,,,,,,,,,,,,,,,1155.0,2.0,0.0,Edwards,1630162.0,,,
87,PT05M11.00S,2022-01-26T03:24:54.0Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1630162,,,1610612750,16,11,2022-01-26T03:24:54Z,870000,,,0,,MISS A. Edwards Free Throw 1 of 2,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,Missed,,,,,,,,,,,,,,,,,,
88,PT05M11.00S,2022-01-26T03:24:54.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612750,16,11,2022-01-26T03:24:54Z,880000,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,87.0,,,,,,,,,,,,,,,
