actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,officialId,turnoverTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,value
15,PT10M34.00S,2022-02-12T22:15:21.8Z,1,REGULAR,3pt,Jump Shot,[],1628404,89.43823915900131,96.32352941176471,1610612757,3,0,2022-02-12T22:15:25Z,150000,232.0,47.0,1,right,J. Hart 3PT  (3 PTS) (A. Simons 1 AST),"[1628404, 1629014]",1610612757.0,POR,,,,Hart,J. Hart,,,,,23.63,Made,,,,,,,3.0,A. Simons,1629014.0,1.0,,,,,,,,,
17,PT10M11.00S,2022-02-12T22:15:45.6Z,1,REGULAR,3pt,Jump Shot,[],203944,6.1268068331143235,96.07843137254902,1610612752,3,0,2022-02-12T22:15:48Z,170000,-230.0,5.0,1,left,MISS J. Randle 3PT,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,23.05,Missed,,,,,,,,,,,,,,,,,,,
18,PT10M09.00S,2022-02-12T22:15:47.6Z,1,REGULAR,rebound,defensive,[],203994,,,1610612757,3,0,2022-02-12T22:15:48Z,180000,,,0,,J. Nurkic REBOUND (Off:0 Def:1),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,17.0,,,1.0,1.0,0.0,,,,,,,,,,,,,
19,PT10M03.00S,2022-02-12T22:15:52.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1629604,91.67214191852825,45.09803921568628,1610612757,5,0,2022-02-12T22:15:59Z,190000,-25.0,26.0,1,right,C. Elleby running pullup Jump Shot (2 PTS) (J. Nurkic 1 AST),"[1629604, 203994]",1610612757.0,POR,running pullup,,,Elleby,C. Elleby,,,,,3.56,Made,,,,,,,2.0,J. Nurkic,203994.0,1.0,,,,,,,,,
20,PT09M41.00S,2022-02-12T22:16:14.5Z,1,REGULAR,3pt,Jump Shot,[],1629656,26.49474375821288,19.852941176470587,1610612752,5,0,2022-02-12T22:16:18Z,200000,151.0,197.0,1,left,MISS Q. Grimes 24' step back 3PT,[1629656],1610612752.0,NYK,step back,,,Grimes,Q. Grimes,,,,,24.77,Missed,,,,,,,,,,,,,,,,,,,
21,PT09M38.00S,2022-02-12T22:16:17.5Z,1,REGULAR,rebound,defensive,[],203994,,,1610612757,5,0,2022-02-12T22:16:23Z,210000,,,0,,J. Nurkic REBOUND (Off:0 Def:2),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,20.0,,,2.0,2.0,0.0,,,,,,,,,,,,,
22,PT09M20.00S,2022-02-12T22:16:35.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203994,93.11760840998686,65.44117647058823,1610612757,7,0,2022-02-12T22:16:41Z,220000,77.0,12.0,1,right,J. Nurkic 7' turnaround Hook (2 PTS) (A. Simons 2 AST),"[203994, 1629014]",1610612757.0,POR,turnaround,,,Nurkic,J. Nurkic,,,,,7.82,Made,,,,,,,2.0,A. Simons,1629014.0,2.0,,,,,,,,,
24,PT09M11.00S,2022-02-12T22:16:48.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,7,0,2022-02-12T22:16:48Z,240000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,PT08M52.00S,2022-02-12T22:19:57.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203095,9.724047306176084,54.92493872549019,1610612752,7,0,2022-02-12T22:20:12Z,250000,-25.0,39.0,1,left,MISS E. Fournier driving floating Shot - blocked,"[203095, 1629604]",1610612752.0,NYK,driving floating,,,Fournier,E. Fournier,,,,,4.6,Missed,,,,,,,,,,,Elleby,1629604.0,,,,,,,
26,PT08M52.00S,2022-02-12T22:19:57.1Z,1,REGULAR,block,,[],1629604,,,1610612752,7,0,2022-02-12T22:19:59Z,260000,,,0,,C. Elleby BLOCK (1 BLK),[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,,,,,,,,,,,,,,,,,,,
27,PT08M49.00S,2022-02-12T22:20:00.1Z,1,REGULAR,rebound,defensive,[],1629604,,,1610612757,7,0,2022-02-12T22:20:02Z,270000,,,0,,C. Elleby REBOUND (Off:0 Def:1),[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,25.0,,,1.0,1.0,0.0,,,,,,,,,,,,,
28,PT08M46.00S,2022-02-12T22:20:10.6Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612757,7,0,2022-02-12T22:20:10Z,280000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,PT08M37.00S,2022-02-12T22:20:31.1Z,1,REGULAR,3pt,Jump Shot,[],1629014,75.77201051248358,87.00980392156863,1610612757,7,0,2022-02-12T22:20:36Z,290000,185.0,175.0,1,right,MISS A. Simons 25' 3PT,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,25.48,Missed,,,,,,,,,,,,,,,,,,,
30,PT08M34.00S,2022-02-12T22:20:34.1Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,7,0,2022-02-12T22:20:36Z,300000,,,0,,J. Randle REBOUND (Off:0 Def:2),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,29.0,,,2.0,2.0,0.0,,,,,,,,,,,,,
31,PT08M30.00S,2022-02-12T22:20:40.0Z,1,REGULAR,turnover,out-of-bounds,[],203944,,,1610612752,7,0,2022-02-12T22:20:45Z,310000,,,0,,J. Randle bad pass out-of-bounds TURNOVER (1 TO),[203944],1610612752.0,NYK,bad pass,,,Randle,J. Randle,,,,,,,,1628159.0,1.0,,,,,,,,,,,,,,,,
32,PT08M19.00S,2022-02-12T22:21:03.9Z,1,REGULAR,foul,personal,['2freethrow'],1629011,,,1610612757,7,0,2022-02-12T22:21:13Z,320000,,,0,,M. Robinson shooting personal FOUL (1 PF) (Nurkic 2 FT),"[1629011, 203994]",1610612752.0,NYK,shooting,,,Robinson,M. Robinson,,,,,,,,2530.0,,,,,,,,,,,1.0,0.0,Nurkic,203994.0,,,
34,PT08M19.00S,2022-02-12T22:21:27.4Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],203994,,,1610612757,8,0,2022-02-12T22:21:27Z,340000,,,0,,J. Nurkic Free Throw 1 of 2 (3 PTS),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,Made,,,,,,,3.0,,,,,,,,,,,,
35,PT08M19.00S,2022-02-12T22:21:42.0Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],203994,,,1610612757,9,0,2022-02-12T22:21:42Z,350000,,,0,,J. Nurkic Free Throw 2 of 2 (4 PTS),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,Made,,,,,,,4.0,,,,,,,,,,,,
36,PT08M03.00S,2022-02-12T22:22:03.2Z,1,REGULAR,3pt,Jump Shot,[],203095,23.866622864651774,87.00980392156863,1610612752,9,0,2022-02-12T22:22:06Z,360000,-185.0,172.0,1,left,MISS E. Fournier 25' pullup 3PT,[203095],1610612752.0,NYK,pullup,,,Fournier,E. Fournier,,,,,25.25,Missed,,,,,,,,,,,,,,,,,,,
37,PT08M01.00S,2022-02-12T22:22:05.2Z,1,REGULAR,rebound,defensive,[],203994,,,1610612757,9,0,2022-02-12T22:22:06Z,370000,,,0,,J. Nurkic REBOUND (Off:0 Def:3),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,36.0,,,3.0,3.0,0.0,,,,,,,,,,,,,
38,PT07M53.00S,2022-02-12T22:22:13.9Z,1,REGULAR,3pt,Jump Shot,[],1628404,79.71419185282524,91.17647058823529,1610612757,12,0,2022-02-12T22:22:17Z,380000,206.0,138.0,1,right,J. Hart 24' 3PT  (6 PTS) (A. Simons 3 AST),"[1628404, 1629014]",1610612757.0,POR,,,,Hart,J. Hart,,,,,24.8,Made,,,,,,,6.0,A. Simons,1629014.0,3.0,,,,,,,,,
41,PT07M30.00S,2022-02-12T22:22:36.0Z,1,REGULAR,2pt,Jump Shot,[],203944,23.47240473061761,35.049019607843135,1610612752,12,2,2022-02-12T22:22:40Z,400000,75.0,168.0,1,left,J. Randle 18' turnaround Jump Shot (2 PTS) (K. Walker 1 AST),"[203944, 202689]",1610612752.0,NYK,turnaround,,,Randle,J. Randle,,,,,18.4,Made,,,,,,,2.0,K. Walker,202689.0,1.0,,,,,,,,,
43,PT07M15.00S,2022-02-12T22:22:51.2Z,1,REGULAR,3pt,Jump Shot,[],1628404,71.30420499342969,72.79411764705883,1610612757,12,2,2022-02-12T22:22:55Z,420000,114.0,217.0,1,right,MISS J. Hart 24' 3PT,[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,24.53,Missed,,,,,,,,,,,,,,,,,,,
44,PT07M13.00S,2022-02-12T22:22:53.2Z,1,REGULAR,rebound,defensive,[],202689,,,1610612752,12,2,2022-02-12T22:22:55Z,430000,,,0,,K. Walker REBOUND (Off:0 Def:1),[202689],1610612752.0,NYK,,,,Walker,K. Walker,,,,,,,43.0,,,1.0,1.0,0.0,,,,,,,,,,,,,
45,PT07M06.00S,2022-02-12T22:23:01.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202689,11.908672798948752,53.18627450980392,1610612752,12,4,2022-02-12T22:23:04Z,440000,-16.0,59.0,1,left,K. Walker 6' pullup Jump Shot (2 PTS),[202689],1610612752.0,NYK,pullup,,,Walker,K. Walker,,,,,6.15,Made,,,,,,,2.0,,,,,,,,,,,,
46,PT06M56.00S,2022-02-12T22:23:10.2Z,1,REGULAR,2pt,Jump Shot,[],1629014,78.66294349540078,48.77450980392157,1610612757,12,4,2022-02-12T22:23:15Z,450000,-6.0,148.0,1,right,MISS A. Simons 14' pullup Shot - blocked,"[1629014, 1629011]",1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,14.82,Missed,,,,,,,,,,,Robinson,1629011.0,,,,,,,
47,PT06M56.00S,2022-02-12T22:23:10.2Z,1,REGULAR,block,,[],1629011,,,1610612757,12,4,2022-02-12T22:23:12Z,460000,,,0,,M. Robinson BLOCK (1 BLK),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
48,PT06M55.00S,2022-02-12T22:23:11.2Z,1,REGULAR,rebound,offensive,[],1629014,,,1610612757,12,4,2022-02-12T22:23:15Z,470000,,,0,,A. Simons REBOUND (Off:1 Def:0),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,46.0,,,1.0,0.0,1.0,,,,,,,,,,,,,
49,PT06M55.00S,2022-02-12T22:23:15.5Z,1,REGULAR,turnover,traveling,[],1628404,,,1610612757,12,4,2022-02-12T22:23:22Z,480000,,,0,,J. Hart traveling TURNOVER (1 TO),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,,,,2530.0,1.0,,,,,,,,,,,,,,,,
50,PT06M37.00S,2022-02-12T22:23:46.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203095,7.30946123521682,94.85294117647058,1610612752,12,7,2022-02-12T22:23:49Z,490000,-224.0,16.0,1,left,E. Fournier 3PT step back (3 PTS) (J. Randle 1 AST),"[203095, 203944]",1610612752.0,NYK,step back,,,Fournier,E. Fournier,,,,,22.49,Made,,,,,,,3.0,J. Randle,203944.0,1.0,,,,,,,,,
52,PT06M24.00S,2022-02-12T22:23:59.4Z,1,REGULAR,3pt,Jump Shot,[],1629604,92.59198423127464,3.431372549019608,1610612757,12,7,2022-02-12T22:24:03Z,510000,-233.0,17.0,1,right,MISS C. Elleby 3PT,[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,23.34,Missed,,,,,,,,,,,,,,,,,,,
53,PT06M21.00S,2022-02-12T22:24:02.4Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,12,7,2022-02-12T22:24:03Z,520000,,,0,,J. Randle REBOUND (Off:0 Def:3),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,52.0,,,3.0,3.0,0.0,,,,,,,,,,,,,
54,PT06M14.00S,2022-02-12T22:24:11.5Z,1,REGULAR,foul,offensive,[],203944,,,1610612752,12,7,2022-02-12T22:29:18Z,530000,,,0,,J. Randle charge offensive FOUL (1 PF),"[203944, 1626159]",1610612752.0,NYK,charge,,,Randle,J. Randle,,,,,,,,2530.0,,,,,,,,,,,1.0,0.0,Winslow,1626159.0,,,
56,PT06M14.00S,2022-02-12T22:24:11.5Z,1,REGULAR,turnover,offensive foul,[],203944,,,1610612752,12,7,2022-02-12T22:24:11Z,550000,,,0,,J. Randle offensive foul TURNOVER (2 TO),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,2530.0,2.0,,,,,,,,,,,,,,,,
57,PT06M02.00S,2022-02-12T22:24:36.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629014,94.82588699080158,47.05882352941176,1610612757,14,7,2022-02-12T22:24:39Z,560000,-15.0,-4.0,1,right,A. Simons cutting Layup (2 PTS) (J. Hart 1 AST),"[1629014, 1628404]",1610612757.0,POR,cutting,,,Simons,A. Simons,,,,,1.52,Made,,,,,,,2.0,J. Hart,1628404.0,1.0,,,,,,,,,
59,PT05M49.00S,2022-02-12T22:24:48.9Z,1,REGULAR,3pt,Jump Shot,[],202689,38.58409986859396,47.794117647058826,1610612752,14,7,2022-02-12T22:24:53Z,580000,11.0,310.0,1,left,MISS K. Walker 31' pullup 3PT,[202689],1610612752.0,NYK,pullup,,,Walker,K. Walker,,,,,31.04,Missed,,,,,,,,,,,,,,,,,,,
60,PT05M45.00S,2022-02-12T22:24:52.9Z,1,REGULAR,rebound,defensive,[],203994,,,1610612757,14,7,2022-02-12T22:24:53Z,590000,,,0,,J. Nurkic REBOUND (Off:0 Def:4),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,59.0,,,4.0,4.0,0.0,,,,,,,,,,,,,
61,PT05M41.00S,2022-02-12T22:24:58.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1626159,93.38042049934296,53.92156862745098,1610612757,16,7,2022-02-12T22:25:02Z,600000,20.0,10.0,1,right,J. Winslow running Layup (2 PTS) (C. Elleby 1 AST),"[1626159, 1629604]",1610612757.0,POR,running,,,Winslow,J. Winslow,,,,,2.19,Made,,,,,,,2.0,C. Elleby,1629604.0,1.0,,,,,,,,,
63,PT05M32.00S,2022-02-12T22:25:05.9Z,1,REGULAR,3pt,Jump Shot,[],1629656,27.677398160315374,17.647058823529413,1610612752,16,7,2022-02-12T22:25:09Z,620000,162.0,208.0,1,left,MISS Q. Grimes 26' 3PT,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,26.33,Missed,,,,,,,,,,,,,,,,,,,
64,PT05M31.00S,2022-02-12T22:25:06.9Z,1,REGULAR,rebound,defensive,[],203994,,,1610612757,16,7,2022-02-12T22:25:09Z,630000,,,0,,J. Nurkic REBOUND (Off:0 Def:5),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,63.0,,,5.0,5.0,0.0,,,,,,,,,,,,,
65,PT05M18.00S,2022-02-12T22:25:20.0Z,1,REGULAR,turnover,lost ball,[],1628404,,,1610612757,16,7,2022-02-12T22:25:23Z,640000,,,0,,J. Hart lost ball TURNOVER (2 TO),"[1628404, 203095]",1610612757.0,POR,,,,Hart,J. Hart,,,,,,,,,2.0,,,,,,,,,,,,,,Fournier,203095.0,
66,PT05M18.00S,2022-02-12T22:25:20.0Z,1,REGULAR,steal,,[],203095,,,1610612752,16,7,2022-02-12T22:25:21Z,650000,,,0,,E. Fournier STEAL (1 STL),[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT05M15.00S,2022-02-12T22:25:24.9Z,1,REGULAR,foul,personal,['2freethrow'],1629604,,,1610612752,16,7,2022-02-12T22:25:39Z,660000,,,0,,C. Elleby shooting personal FOUL (1 PF) (Randle 2 FT),"[1629604, 203944]",1610612757.0,POR,shooting,,,Elleby,C. Elleby,,,,,,,,2530.0,,,,,,,,,,,1.0,0.0,Randle,203944.0,,,
69,PT05M15.00S,2022-02-12T22:25:55.8Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",203944,,,1610612752,16,8,2022-02-12T22:26:22Z,680000,,,0,,J. Randle Free Throw 1 of 2 (3 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,Made,,,,,,,3.0,,,,,,,,,,,,
70,PT05M15.00S,2022-02-12T22:25:56.9Z,1,REGULAR,substitution,out,[],1628404,,,1610612752,16,8,2022-02-12T22:26:01Z,690000,,,0,,SUB out: J. Hart,[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M15.00S,2022-02-12T22:25:56.9Z,1,REGULAR,substitution,in,[],203463,,,1610612752,16,8,2022-02-12T22:26:01Z,700000,,,0,,SUB in: B. McLemore,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M15.00S,2022-02-12T22:25:55.8Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",203944,,,1610612752,16,8,2022-02-12T22:26:22Z,710000,,,0,,MISS J. Randle Free Throw 2 of 2,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,Missed,,,,,,,,,,,,,,,,,,,
73,PT05M13.00S,2022-02-12T22:25:57.8Z,1,REGULAR,rebound,defensive,[],203994,,,1610612757,16,8,2022-02-12T22:26:22Z,720000,,,0,,J. Nurkic REBOUND (Off:0 Def:6),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,72.0,,,6.0,6.0,0.0,,,,,,,,,,,,,
74,PT04M58.00S,2022-02-12T22:26:38.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612757,16,8,2022-02-12T22:26:38Z,730000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT04M58.00S,2022-02-12T22:26:39.2Z,1,REGULAR,substitution,out,[],202689,,,1610612757,16,8,2022-02-12T22:26:47Z,740000,,,0,,SUB out: K. Walker,[202689],1610612752.0,NYK,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT04M58.00S,2022-02-12T22:26:39.2Z,1,REGULAR,substitution,out,[],1629011,,,1610612757,16,8,2022-02-12T22:26:47Z,750000,,,0,,SUB out: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT04M58.00S,2022-02-12T22:26:39.2Z,1,REGULAR,substitution,in,[],202692,,,1610612757,16,8,2022-02-12T22:26:47Z,760000,,,0,,SUB in: A. Burks,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT04M58.00S,2022-02-12T22:26:39.2Z,1,REGULAR,substitution,in,[],201959,,,1610612757,16,8,2022-02-12T22:26:47Z,770000,,,0,,SUB in: T. Gibson,[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT04M50.00S,2022-02-12T22:27:03.1Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612757,16,8,2022-02-12T22:27:12Z,780000,,,0,,POR shot clock Team TURNOVER,[],1610612757.0,POR,,,,,,,,,,,,,1628159.0,,,,,,,,,,,,,,,,,
80,PT04M50.00S,2022-02-12T22:27:06.3Z,1,REGULAR,substitution,out,[],1629604,,,1610612752,16,8,2022-02-12T22:27:10Z,790000,,,0,,SUB out: C. Elleby,[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT04M50.00S,2022-02-12T22:27:06.3Z,1,REGULAR,substitution,in,[],1630535,,,1610612752,16,8,2022-02-12T22:27:10Z,800000,,,0,,SUB in: G. Brown III,[1630535],1610612757.0,POR,,,,Brown III,G. Brown III,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT04M34.00S,2022-02-12T22:27:35.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203095,11.383048620236531,95.09803921568627,1610612752,16,8,2022-02-12T22:27:40Z,810000,-225.0,55.0,1,left,MISS E. Fournier 3PT,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,23.2,Missed,,,,,,,,,,,,,,,,,,,
83,PT04M30.00S,2022-02-12T22:27:39.1Z,1,REGULAR,rebound,offensive,[],1629656,,,1610612752,16,8,2022-02-12T22:27:40Z,820000,,,0,,Q. Grimes REBOUND (Off:1 Def:0),[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,82.0,,,1.0,0.0,1.0,,,,,,,,,,,,,
84,PT04M27.00S,2022-02-12T22:27:42.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",201959,5.469776609724048,48.77450980392157,1610612752,16,10,2022-02-12T22:27:47Z,830000,6.0,-1.0,1,left,T. Gibson cutting DUNK (2 PTS) (Q. Grimes 1 AST),"[201959, 1629656]",1610612752.0,NYK,cutting,,,Gibson,T. Gibson,,,,,0.62,Made,,,,,,,2.0,Q. Grimes,1629656.0,1.0,,,,,,,,,
86,PT04M18.00S,2022-02-12T22:27:53.3Z,1,REGULAR,turnover,out-of-bounds,[],203994,,,1610612757,16,10,2022-02-12T22:27:58Z,850000,,,0,,J. Nurkic lost ball out-of-bounds TURNOVER (1 TO),[203994],1610612757.0,POR,lost ball,,,Nurkic,J. Nurkic,,,,,,,,1628159.0,1.0,,,,,,,,,,,,,,,,
87,PT04M05.00S,2022-02-12T22:28:13.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203944,29.25427069645204,75.24509803921569,1610612752,16,10,2022-02-12T22:28:17Z,860000,-126.0,222.0,1,left,MISS J. Randle 25' 3PT,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,25.58,Missed,,,,,,,,,,,,,,,,,,,
88,PT04M01.00S,2022-02-12T22:28:17.1Z,1,REGULAR,rebound,defensive,[],1630535,,,1610612757,16,10,2022-02-12T22:28:17Z,870000,,,0,,G. Brown III REBOUND (Off:0 Def:1),[1630535],1610612757.0,POR,,,,Brown III,G. Brown III,,,,,,,87.0,,,1.0,1.0,0.0,,,,,,,,,,,,,
89,PT03M52.00S,2022-02-12T22:28:28.4Z,1,REGULAR,foul,personal,[],201959,,,1610612757,16,10,2022-02-12T22:28:38Z,880000,,,0,,T. Gibson personal FOUL (1 PF),"[201959, 203994]",1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,,2002.0,,,,,,,,,,,1.0,0.0,Nurkic,203994.0,,,
91,PT03M52.00S,2022-02-12T22:28:38.6Z,1,REGULAR,substitution,out,[],203994,,,1610612757,16,10,2022-02-12T22:28:45Z,900000,,,0,,SUB out: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,
