actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
282,PT02M45.00S,2021-11-06T02:56:54.6Z,2,REGULAR,rebound,defensive,[],203468,,,1610612757,59,43,2021-11-06T02:56:55Z,2700000,,,0,,C. McCollum REBOUND (Off:0 Def:3),[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,281.0,3.0,3.0,0.0,,,,,,,,
283,PT02M44.00S,2021-11-06T02:56:56.0Z,2,REGULAR,turnover,lost ball,[],203468,,,1610612757,59,43,2021-11-06T02:57:04Z,2710000,,,0,,C. McCollum lost ball TURNOVER (2 TO),"[203468, 204456]",1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,2.0,McConnell,204456.0,,,,,,,,,,,,
284,PT02M44.00S,2021-11-06T02:56:56.0Z,2,REGULAR,steal,,[],204456,,,1610612754,59,43,2021-11-06T02:56:57Z,2720000,,,0,,T. McConnell STEAL (1 STL),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT02M41.00S,2021-11-06T02:56:59.6Z,2,REGULAR,foul,personal,['2freethrow'],203496,,,1610612754,59,43,2021-11-06T02:57:09Z,2730000,,,0,,R. Covington shooting personal FOUL (2 PF) (Bitadze 2 FT),"[203496, 1629048]",1610612757.0,POR,shooting,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,1146.0,2.0,0.0,Bitadze,1629048.0,
287,PT02M41.00S,2021-11-06T02:57:14.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,59,43,2021-11-06T02:57:14Z,2750000,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT02M41.00S,2021-11-06T03:00:18.6Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1629048,,,1610612754,59,44,2021-11-06T03:00:18Z,2760000,,,0,,G. Bitadze Free Throw 1 of 2 (3 PTS),[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
289,PT02M41.00S,2021-11-06T03:00:34.0Z,2,REGULAR,freethrow,2 of 2,"['fromturnover', 'fastbreak']",1629048,,,1610612754,59,45,2021-11-06T03:00:34Z,2770000,,,0,,G. Bitadze Free Throw 2 of 2 (4 PTS),[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
290,PT02M19.00S,2021-11-06T03:00:58.6Z,2,REGULAR,2pt,Jump Shot,[],203081,92.06636005256242,28.186274509803923,1610612757,59,45,2021-11-06T03:01:03Z,2780000,-109.0,22.0,1,right,MISS D. Lillard 11' fadeaway Shot,[203081],1610612757.0,POR,fadeaway,,,Lillard,D. Lillard,,,,,11.13,Missed,,,,,,,,,,,,,,,,,,,
291,PT02M17.00S,2021-11-06T03:01:00.6Z,2,REGULAR,rebound,defensive,[],1629048,,,1610612754,59,45,2021-11-06T03:01:03Z,2790000,,,0,,G. Bitadze REBOUND (Off:0 Def:1),[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,290.0,1.0,1.0,0.0,,,,,,,,
292,PT02M07.00S,2021-11-06T03:01:11.1Z,2,REGULAR,3pt,Jump Shot,[],1627747,32.40801576872536,33.57843137254902,1610612754,59,45,2021-11-06T03:01:16Z,2800000,82.0,252.0,1,left,MISS C. LeVert 26' pullup 3PT,[1627747],1610612754.0,IND,pullup,,,LeVert,C. LeVert,,,,,26.51,Missed,,,,,,,,,,,,,,,,,,,
293,PT02M03.00S,2021-11-06T03:01:15.1Z,2,REGULAR,rebound,defensive,[],203468,,,1610612757,59,45,2021-11-06T03:01:16Z,2810000,,,0,,C. McCollum REBOUND (Off:0 Def:4),[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,292.0,4.0,4.0,0.0,,,,,,,,
294,PT02M00.00S,2021-11-06T03:01:17.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203468,72.48685939553219,79.41176470588235,1610612757,59,45,2021-11-06T03:01:24Z,2820000,147.0,206.0,1,right,MISS C. McCollum 25' running pullup 3PT,[203468],1610612757.0,POR,running pullup,,,McCollum,C. McCollum,,,,,25.32,Missed,,,,,,,,,,,,,,,,,,,
295,PT01M58.00S,2021-11-06T03:01:19.9Z,2,REGULAR,rebound,defensive,[],1627734,,,1610612754,59,45,2021-11-06T03:01:24Z,2830000,,,0,,D. Sabonis REBOUND (Off:0 Def:3),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,294.0,3.0,3.0,0.0,,,,,,,,
296,PT01M51.00S,2021-11-06T03:01:27.9Z,2,REGULAR,3pt,Jump Shot,[],203200,27.808804204993432,16.666666666666664,1610612754,59,48,2021-11-06T03:01:38Z,2840000,167.0,209.0,1,left,J. Holiday 26' 3PT  (9 PTS) (D. Sabonis 3 AST),"[203200, 1627734]",1610612754.0,IND,,,,Holiday,J. Holiday,,,,,26.73,Made,9.0,D. Sabonis,1627734.0,3.0,,,,,,,,,,,,,,,
298,PT01M49.00S,2021-11-06T03:01:39.0Z,2,REGULAR,timeout,full,['team'],0,,,1610612757,59,48,2021-11-06T03:01:39Z,2860000,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT01M49.00S,2021-11-06T03:02:27.8Z,2,REGULAR,substitution,out,[],1627747,,,1610612757,59,48,2021-11-06T03:02:54Z,2870000,,,0,,SUB out: C. LeVert,[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT01M49.00S,2021-11-06T03:02:27.8Z,2,REGULAR,substitution,out,[],1629048,,,1610612757,59,48,2021-11-06T03:02:54Z,2880000,,,0,,SUB out: G. Bitadze,[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT01M49.00S,2021-11-06T03:02:27.8Z,2,REGULAR,substitution,in,[],1626167,,,1610612757,59,48,2021-11-06T03:02:54Z,2890000,,,0,,SUB in: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT01M49.00S,2021-11-06T03:02:27.8Z,2,REGULAR,substitution,in,[],1630537,,,1610612757,59,48,2021-11-06T03:02:54Z,2900000,,,0,,SUB in: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT01M40.00S,2021-11-06T03:03:05.5Z,2,REGULAR,3pt,Jump Shot,[],203496,73.66951379763469,80.63725490196079,1610612757,59,48,2021-11-06T03:03:09Z,2910000,153.0,195.0,1,right,MISS R. Covington 24' 3PT,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,24.8,Missed,,,,,,,,,,,,,,,,,,,
304,PT01M38.00S,2021-11-06T03:03:07.5Z,2,REGULAR,rebound,defensive,[],1627734,,,1610612754,59,48,2021-11-06T03:03:09Z,2920000,,,0,,D. Sabonis REBOUND (Off:0 Def:4),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,303.0,4.0,4.0,0.0,,,,,,,,
305,PT01M26.00S,2021-11-06T03:03:20.0Z,2,REGULAR,3pt,Jump Shot,[],203200,31.35676741130092,32.1078431372549,1610612754,59,51,2021-11-06T03:03:24Z,2930000,89.0,242.0,1,left,J. Holiday 25' 3PT  (12 PTS) (C. Duarte 1 AST),"[203200, 1630537]",1610612754.0,IND,,,,Holiday,J. Holiday,,,,,25.83,Made,12.0,C. Duarte,1630537.0,1.0,,,,,,,,,,,,,,,
307,PT01M07.00S,2021-11-06T03:03:38.5Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203994,92.72339027595268,50.0,1610612757,59,51,2021-11-06T03:03:41Z,2950000,0.0,16.0,1,right,MISS J. Nurkic Hook,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,1.59,Missed,,,,,,,,,,,,,,,,,,,
308,PT01M04.00S,2021-11-06T03:03:41.5Z,2,REGULAR,rebound,defensive,[],1627734,,,1610612754,59,51,2021-11-06T03:03:41Z,2960000,,,0,,D. Sabonis REBOUND (Off:0 Def:5),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,307.0,5.0,5.0,0.0,,,,,,,,
309,PT00M47.60S,2021-11-06T03:03:58.0Z,2,REGULAR,3pt,Jump Shot,[],1627734,32.40801576872536,54.65686274509803,1610612754,59,51,2021-11-06T03:04:01Z,2970000,-23.0,252.0,1,left,MISS D. Sabonis 25' 3PT,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,25.32,Missed,,,,,,,,,,,,,,,,,,,
310,PT00M46.30S,2021-11-06T03:03:59.3Z,2,REGULAR,rebound,defensive,[],203994,,,1610612757,59,51,2021-11-06T03:04:01Z,2980000,,,0,,J. Nurkic REBOUND (Off:1 Def:4),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,309.0,5.0,4.0,1.0,,,,,,,,
311,PT00M38.80S,2021-11-06T03:04:07.7Z,2,REGULAR,3pt,Jump Shot,[],203081,64.20827858081472,33.57843137254902,1610612757,59,51,2021-11-06T03:04:13Z,2990000,-82.0,284.0,1,right,MISS D. Lillard 29' pullup 3PT,[203081],1610612757.0,POR,pullup,,,Lillard,D. Lillard,,,,,29.55,Missed,,,,,,,,,,,,,,,,,,,
312,PT00M36.30S,2021-11-06T03:04:10.2Z,2,REGULAR,rebound,defensive,[],1630537,,,1610612754,59,51,2021-11-06T03:04:13Z,3000000,,,0,,C. Duarte REBOUND (Off:1 Def:1),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,311.0,2.0,1.0,1.0,,,,,,,,
313,PT00M30.00S,2021-11-06T03:04:18.3Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612754,59,51,2021-11-06T03:04:18Z,3010000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT00M21.80S,2021-11-06T03:04:42.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],204456,5.206964520367937,52.94117647058824,1610612754,59,53,2021-11-06T03:04:46Z,3020000,-15.0,-4.0,1,left,T. McConnell driving Layup (9 PTS),[204456],1610612754.0,IND,driving,,,McConnell,T. McConnell,,,,,1.51,Made,9.0,,,,,,,,,,,,,,,,,,
315,PT00M00.40S,2021-11-06T03:05:05.7Z,2,REGULAR,2pt,Jump Shot,[],1626181,94.3988173455979,10.539215686274503,1610612757,59,53,2021-11-06T03:07:34Z,3030000,-197.0,0.0,1,right,MISS N. Powell 19' step back Shot,[1626181],1610612757.0,POR,step back,,,Powell,N. Powell,,,,,19.73,Missed,,,,,,,,,,,,,,,,,,,
316,PT00M00.40S,2021-11-06T03:05:05.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612757,59,53,2021-11-06T03:05:10Z,3040000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,315.0,,,,,,,,,,,
317,PT00M00.00S,2021-11-06T03:05:09.5Z,2,REGULAR,period,end,[],0,,,1610612757,59,53,2021-11-06T03:05:09Z,3050000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT12M00.00S,2021-11-06T03:19:10.9Z,3,REGULAR,substitution,out,['startperiod'],203200,,,1610612757,59,53,2021-11-06T03:20:04Z,3060000,,,0,,SUB out: J. Holiday,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT12M00.00S,2021-11-06T03:19:10.9Z,3,REGULAR,substitution,in,['startperiod'],1627747,,,1610612757,59,53,2021-11-06T03:20:04Z,3070000,,,0,,SUB in: C. LeVert,[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT12M00.00S,2021-11-06T03:20:25.4Z,3,REGULAR,period,start,[],0,,,1610612754,59,53,2021-11-06T03:20:25Z,3080000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT11M44.00S,2021-11-06T03:20:41.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627747,84.97043363994744,37.5,1610612754,59,55,2021-11-06T03:20:47Z,3090000,-62.0,89.0,1,right,C. LeVert 10' driving floating Jump Shot (6 PTS) (T. McConnell 1 AST),"[1627747, 204456]",1610612754.0,IND,driving floating,,,LeVert,C. LeVert,,,,,10.86,Made,6.0,T. McConnell,204456.0,1.0,,,,,,,,,,,,,,,
325,PT11M27.00S,2021-11-06T03:20:57.0Z,3,REGULAR,turnover,lost ball,[],203081,,,1610612757,59,55,2021-11-06T03:21:02Z,3110000,,,0,,D. Lillard lost ball TURNOVER (1 TO),"[203081, 1627747]",1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,1.0,LeVert,1627747.0,,,,,,,,,,,,
326,PT11M27.00S,2021-11-06T03:20:57.0Z,3,REGULAR,steal,,[],1627747,,,1610612754,59,55,2021-11-06T03:21:54Z,3120000,,,0,,C. LeVert STEAL (1 STL),[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT11M23.00S,2021-11-06T03:21:01.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630537,94.43166885676742,48.77450980392157,1610612754,59,57,2021-11-06T03:21:07Z,3130000,-6.0,0.0,1,right,C. Duarte running Layup (4 PTS) (C. LeVert 4 AST),"[1630537, 1627747]",1610612754.0,IND,running,,,Duarte,C. Duarte,,,,,0.61,Made,4.0,C. LeVert,1627747.0,4.0,,,,,,,,,,,,,,,
329,PT11M23.00S,2021-11-06T03:21:10.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,59,57,2021-11-06T03:21:10Z,3150000,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT11M06.00S,2021-11-06T03:24:14.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203496,18.610381077529567,42.40196078431372,1610612757,61,57,2021-11-06T03:24:18Z,3160000,38.0,122.0,1,left,R. Covington 12' pullup Jump Shot (4 PTS) (J. Nurkic 3 AST),"[203496, 203994]",1610612757.0,POR,pullup,,,Covington,R. Covington,,,,,12.82,Made,4.0,J. Nurkic,203994.0,3.0,,,,,,,,,,,,,,,
332,PT10M47.00S,2021-11-06T03:24:32.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],204456,92.59198423127464,53.92156862745098,1610612754,61,57,2021-11-06T03:24:37Z,3180000,20.0,17.0,1,right,MISS T. McConnell driving Layup,[204456],1610612754.0,IND,driving,,,McConnell,T. McConnell,,,,,2.6,Missed,,,,,,,,,,,,,,,,,,,
333,PT10M45.00S,2021-11-06T03:24:34.9Z,3,REGULAR,rebound,defensive,[],1626181,,,1610612757,61,57,2021-11-06T03:24:37Z,3190000,,,0,,N. Powell REBOUND (Off:0 Def:2),[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,,,,332.0,2.0,2.0,0.0,,,,,,,,
334,PT10M34.00S,2021-11-06T03:24:47.8Z,3,REGULAR,foul,personal,['2freethrow'],204456,,,1610612757,61,57,2021-11-06T03:24:58Z,3200000,,,0,,T. McConnell shooting personal FOUL (2 PF) (Powell 2 FT),"[204456, 1626181]",1610612754.0,IND,shooting,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,1146.0,2.0,0.0,Powell,1626181.0,
336,PT10M34.00S,2021-11-06T03:25:15.5Z,3,REGULAR,freethrow,1 of 2,[],1626181,,,1610612757,62,57,2021-11-06T03:25:15Z,3220000,,,0,,N. Powell Free Throw 1 of 2 (14 PTS),[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,Made,14.0,,,,,,,,,,,,,,,,,,
337,PT10M34.00S,2021-11-06T03:25:33.0Z,3,REGULAR,freethrow,2 of 2,[],1626181,,,1610612757,63,57,2021-11-06T03:25:33Z,3230000,,,0,,N. Powell Free Throw 2 of 2 (15 PTS),[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,Made,15.0,,,,,,,,,,,,,,,,,,
338,PT10M08.00S,2021-11-06T03:26:01.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627747,91.67214191852825,40.68627450980392,1610612754,63,57,2021-11-06T03:26:35Z,3240000,-47.0,26.0,1,right,MISS C. LeVert driving bank Shot,[1627747],1610612754.0,IND,driving bank,,,LeVert,C. LeVert,,,,,5.33,Missed,,,,,,,,,,,,,,,,,,,
339,PT10M07.00S,2021-11-06T03:26:02.5Z,3,REGULAR,rebound,defensive,[],203994,,,1610612757,63,57,2021-11-06T03:26:04Z,3250000,,,0,,J. Nurkic REBOUND (Off:1 Def:5),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,338.0,6.0,5.0,1.0,,,,,,,,
340,PT09M58.00S,2021-11-06T03:26:10.6Z,3,REGULAR,turnover,lost ball,[],203468,,,1610612757,63,57,2021-11-06T03:26:15Z,3260000,,,0,,C. McCollum lost ball TURNOVER (3 TO),"[203468, 204456]",1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,3.0,McConnell,204456.0,,,,,,,,,,,,
341,PT09M58.00S,2021-11-06T03:26:10.6Z,3,REGULAR,steal,,[],204456,,,1610612754,63,57,2021-11-06T03:28:06Z,3270000,,,0,,T. McConnell STEAL (2 STL),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT09M58.00S,2021-11-06T03:26:16.2Z,3,REGULAR,foul,personal,[],203468,,,1610612754,63,57,2021-11-06T03:26:23Z,3280000,,,0,,C. McCollum take personal FOUL (1 PF),"[203468, 204456]",1610612757.0,POR,take,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,1151.0,1.0,0.0,McConnell,204456.0,
344,PT09M40.00S,2021-11-06T03:26:52.9Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],204456,92.85479632063075,95.09803921568627,1610612754,63,60,2021-11-06T03:26:57Z,3300000,225.0,15.0,1,right,T. McConnell 3PT  (12 PTS) (M. Turner 2 AST),"[204456, 1626167]",1610612754.0,IND,,,,McConnell,T. McConnell,,,,,22.6,Made,12.0,M. Turner,1626167.0,2.0,,,,,,,,,,,,,,,
346,PT09M24.00S,2021-11-06T03:27:09.0Z,3,REGULAR,3pt,Jump Shot,[],1626181,7.178055190538765,4.166666666666666,1610612757,66,60,2021-11-06T03:27:12Z,3320000,229.0,15.0,1,left,N. Powell 3PT  (18 PTS) (C. McCollum 2 AST),"[1626181, 203468]",1610612757.0,POR,,,,Powell,N. Powell,,,,,22.97,Made,18.0,C. McCollum,203468.0,2.0,,,,,,,,,,,,,,,
348,PT09M04.00S,2021-11-06T03:27:29.2Z,3,REGULAR,turnover,lost ball,[],1627734,,,1610612754,66,60,2021-11-06T03:27:32Z,3340000,,,0,,D. Sabonis lost ball TURNOVER (1 TO),"[1627734, 203994]",1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,1.0,Nurkic,203994.0,,,,,,,,,,,,
349,PT09M04.00S,2021-11-06T03:27:29.2Z,3,REGULAR,steal,,[],203994,,,1610612757,66,60,2021-11-06T03:31:46Z,3350000,,,0,,J. Nurkic STEAL (2 STL),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT09M00.00S,2021-11-06T03:27:34.2Z,3,REGULAR,foul,personal,['2freethrow'],1627747,,,1610612757,66,60,2021-11-06T03:27:45Z,3360000,,,0,,C. LeVert shooting personal FOUL (3 PF) (Nurkic 2 FT),"[1627747, 203994]",1610612754.0,IND,shooting,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,1151.0,3.0,0.0,Nurkic,203994.0,
352,PT09M00.00S,2021-11-06T03:28:05.2Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",203994,,,1610612757,67,60,2021-11-06T03:28:05Z,3380000,,,0,,J. Nurkic Free Throw 1 of 2 (5 PTS),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
353,PT09M00.00S,2021-11-06T03:28:19.4Z,3,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",203994,,,1610612757,68,60,2021-11-06T03:28:19Z,3390000,,,0,,J. Nurkic Free Throw 2 of 2 (6 PTS),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
354,PT08M50.00S,2021-11-06T03:28:31.0Z,3,REGULAR,3pt,Jump Shot,[],204456,67.62483574244416,50.73529411764706,1610612754,68,63,2021-11-06T03:28:35Z,3400000,4.0,252.0,1,right,T. McConnell 25' 3PT  (15 PTS) (C. Duarte 2 AST),"[204456, 1630537]",1610612754.0,IND,,,,McConnell,T. McConnell,,,,,25.18,Made,15.0,C. Duarte,1630537.0,2.0,,,,,,,,,,,,,,,
355,PT08M37.00S,2021-11-06T03:28:44.1Z,3,REGULAR,3pt,Jump Shot,[],203081,37.53285151116951,29.411764705882355,1610612757,68,63,2021-11-06T03:28:48Z,3410000,103.0,300.0,1,left,MISS D. Lillard 31' 3PT,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,31.74,Missed,,,,,,,,,,,,,,,,,,,
356,PT08M35.00S,2021-11-06T03:28:46.1Z,3,REGULAR,rebound,defensive,[],1627734,,,1610612754,68,63,2021-11-06T03:28:48Z,3420000,,,0,,D. Sabonis REBOUND (Off:0 Def:6),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,355.0,6.0,6.0,0.0,,,,,,,,
357,PT08M27.00S,2021-11-06T03:28:54.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,92.46057818659659,48.77450980392157,1610612754,68,65,2021-11-06T03:29:00Z,3430000,-6.0,18.0,1,right,D. Sabonis Layup (8 PTS) (C. Duarte 3 AST),"[1627734, 1630537]",1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,1.94,Made,8.0,C. Duarte,1630537.0,3.0,,,,,,,,,,,,,,,
359,PT08M17.00S,2021-11-06T03:29:03.9Z,3,REGULAR,3pt,Jump Shot,[],203994,33.065045992115635,27.696078431372552,1610612757,68,65,2021-11-06T03:29:15Z,3450000,112.0,258.0,1,left,MISS J. Nurkic 28' 3PT,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,28.13,Missed,,,,,,,,,,,,,,,,,,,
360,PT08M15.00S,2021-11-06T03:29:05.9Z,3,REGULAR,rebound,defensive,[],1627734,,,1610612754,68,65,2021-11-06T03:29:09Z,3460000,,,0,,D. Sabonis REBOUND (Off:0 Def:7),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,359.0,7.0,7.0,0.0,,,,,,,,
361,PT08M07.00S,2021-11-06T03:29:14.1Z,3,REGULAR,3pt,Jump Shot,[],1630537,69.46452036793693,72.30392156862744,1610612754,68,68,2021-11-06T03:29:22Z,3470000,112.0,235.0,1,right,C. Duarte 25' 3PT pullup (7 PTS),[1630537],1610612754.0,IND,pullup,,,Duarte,C. Duarte,,,,,25.97,Made,7.0,,,,,,,,,,,,,,,,,,
362,PT07M52.00S,2021-11-06T03:29:29.0Z,3,REGULAR,3pt,Jump Shot,[],1626181,14.273981603153747,3.9215686274509802,1610612757,71,68,2021-11-06T03:29:32Z,3480000,230.0,82.0,1,left,N. Powell 24' 3PT step back (21 PTS) (D. Lillard 7 AST),"[1626181, 203081]",1610612757.0,POR,step back,,,Powell,N. Powell,,,,,24.45,Made,21.0,D. Lillard,203081.0,7.0,,,,,,,,,,,,,,,
365,PT07M34.00S,2021-11-06T03:29:46.7Z,3,REGULAR,2pt,Jump Shot,[],204456,79.188567674113,62.00980392156863,1610612754,71,70,2021-11-06T03:29:49Z,3510000,60.0,143.0,1,right,T. McConnell 15' pullup Jump Shot (17 PTS),[204456],1610612754.0,IND,pullup,,,McConnell,T. McConnell,,,,,15.52,Made,17.0,,,,,,,,,,,,,,,,,,
366,PT07M24.00S,2021-11-06T03:29:57.4Z,3,REGULAR,3pt,Jump Shot,[],203081,29.517082785808146,16.911764705882355,1610612757,71,70,2021-11-06T03:30:01Z,3520000,165.0,225.0,1,left,MISS D. Lillard 27' 3PT,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,27.93,Missed,,,,,,,,,,,,,,,,,,,
367,PT07M21.00S,2021-11-06T03:30:00.4Z,3,REGULAR,rebound,defensive,[],204456,,,1610612754,71,70,2021-11-06T03:30:01Z,3530000,,,0,,T. McConnell REBOUND (Off:1 Def:5),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,366.0,6.0,5.0,1.0,,,,,,,,
368,PT07M15.00S,2021-11-06T03:30:05.9Z,3,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1627747,87.33574244415243,51.225490196078425,1610612754,71,72,2021-11-06T03:36:00Z,3540000,6.0,67.0,1,right,C. LeVert 6' fadeaway Jump Shot (8 PTS),[1627747],1610612754.0,IND,fadeaway,,,LeVert,C. LeVert,,,,,6.68,Made,8.0,,,,,,,,,,,,,,,,,,
369,PT07M01.00S,2021-11-06T03:30:19.3Z,3,REGULAR,3pt,Jump Shot,[],203496,28.07161629434954,16.176470588235293,1610612757,74,72,2021-11-06T03:30:25Z,3550000,169.0,211.0,1,left,R. Covington 27' 3PT  (7 PTS) (C. McCollum 3 AST),"[203496, 203468]",1610612757.0,POR,,,,Covington,R. Covington,,,,,27.07,Made,7.0,C. McCollum,203468.0,3.0,,,,,,,,,,,,,,,
371,PT06M46.00S,2021-11-06T03:30:34.9Z,3,REGULAR,3pt,Jump Shot,[],1627747,69.85873850197109,71.81372549019608,1610612754,74,72,2021-11-06T03:30:39Z,3570000,109.0,231.0,1,right,MISS C. LeVert 25' pullup 3PT,[1627747],1610612754.0,IND,pullup,,,LeVert,C. LeVert,,,,,25.53,Missed,,,,,,,,,,,,,,,,,,,
372,PT06M42.00S,2021-11-06T03:30:38.6Z,3,REGULAR,rebound,offensive,[],1627734,,,1610612754,74,72,2021-11-06T03:30:38Z,3580000,,,0,,D. Sabonis REBOUND (Off:1 Def:7),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,371.0,8.0,7.0,1.0,,,,,,,,
373,PT06M41.00S,2021-11-06T03:30:42.8Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612754,74,72,2021-11-06T03:30:42Z,3590000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
