actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
15,PT11M01.00S,2021-10-30T02:15:51.6Z,1,REGULAR,block,,[],203994,,,1610612746,2,0,2021-10-30T02:15:53Z,150000,,,0,,J. Nurkic BLOCK (1 BLK),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,
16,PT11M00.00S,2021-10-30T02:15:52.6Z,1,REGULAR,rebound,defensive,[],1626181,,,1610612757,2,0,2021-10-30T02:15:56Z,160000,,,0,,N. Powell REBOUND (Off:0 Def:1),[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,14.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
17,PT10M48.00S,2021-10-30T02:16:04.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203994,16.113666228646515,64.4607843137255,1610612757,2,0,2021-10-30T02:16:10Z,170000,-72.0,99.0,1,left,MISS J. Nurkic 12' floating Shot,[203994],1610612757.0,POR,floating,,,Nurkic,J. Nurkic,,,,,12.26,Missed,,,,,,,,,,,,,,,,,,,
18,PT10M46.00S,2021-10-30T02:16:06.6Z,1,REGULAR,rebound,defensive,[],202331,,,1610612746,2,0,2021-10-30T02:16:10Z,180000,,,0,,P. George REBOUND (Off:0 Def:1),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,17.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
19,PT10M35.00S,2021-10-30T02:16:18.4Z,1,REGULAR,2pt,Jump Shot,[],202339,76.82325886990802,75.98039215686273,1610612746,2,0,2021-10-30T02:16:23Z,190000,130.0,165.0,1,right,MISS E. Bledsoe 21' pullup Shot,[202339],1610612746.0,LAC,pullup,,,Bledsoe,E. Bledsoe,,,,,21.03,Missed,,,,,,,,,,,,,,,,,,,
20,PT10M33.00S,2021-10-30T02:16:20.4Z,1,REGULAR,rebound,defensive,[],203994,,,1610612757,2,0,2021-10-30T02:16:23Z,200000,,,0,,J. Nurkic REBOUND (Off:1 Def:2),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,19.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
21,PT10M21.00S,2021-10-30T02:16:32.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,15.982260183968464,34.80392156862745,1610612757,4,0,2021-10-30T02:16:36Z,210000,76.0,98.0,1,left,C. McCollum 12' driving floating bank Jump Shot (2 PTS),[203468],1610612757.0,POR,driving floating bank,,,McCollum,C. McCollum,,,,,12.38,Made,,,,,2.0,,,,,,,,,,,,,,
22,PT09M54.00S,2021-10-30T02:16:58.7Z,1,REGULAR,3pt,Jump Shot,[],202704,70.38436268068331,74.01960784313727,1610612746,4,3,2021-10-30T02:17:03Z,220000,120.0,226.0,1,right,R. Jackson 25' 3PT  (3 PTS) (N. Batum 1 AST),"[202704, 201587]",1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,25.58,Made,,,,,3.0,,,N. Batum,201587.0,1.0,,,,,,,,,
24,PT09M36.00S,2021-10-30T02:17:16.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626181,12.302890932982917,50.245098039215684,1610612757,4,3,2021-10-30T02:17:19Z,240000,-1.0,63.0,1,left,MISS N. Powell 6' driving floating Shot,[1626181],1610612757.0,POR,driving floating,,,Powell,N. Powell,,,,,6.31,Missed,,,,,,,,,,,,,,,,,,,
25,PT09M34.00S,2021-10-30T02:17:18.4Z,1,REGULAR,rebound,defensive,[],201587,,,1610612746,4,3,2021-10-30T02:22:28Z,250000,,,0,,N. Batum REBOUND (Off:0 Def:1),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,24.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
26,PT09M20.00S,2021-10-30T02:17:33.4Z,1,REGULAR,3pt,Jump Shot,[],202331,85.75886990801577,96.32352941176471,1610612746,4,6,2021-10-30T02:17:38Z,260000,232.0,81.0,1,right,P. George 24' 3PT  (3 PTS) (I. Zubac 1 AST),"[202331, 1627826]",1610612746.0,LAC,,,,George,P. George,,,,,24.55,Made,,,,,3.0,,,I. Zubac,1627826.0,1.0,,,,,,,,,
28,PT09M05.00S,2021-10-30T02:17:47.8Z,1,REGULAR,turnover,lost ball,[],203994,,,1610612757,4,6,2021-10-30T02:17:51Z,280000,,,0,,J. Nurkic lost ball TURNOVER (1 TO),"[203994, 202339]",1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,1.0,Bledsoe,202339.0,,,,,,
29,PT09M05.00S,2021-10-30T02:17:47.8Z,1,REGULAR,steal,,[],202339,,,1610612746,4,6,2021-10-30T02:23:36Z,290000,,,0,,E. Bledsoe STEAL (1 STL),[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,,
30,PT08M59.00S,2021-10-30T02:17:54.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202331,92.19776609724047,44.36274509803921,1610612746,4,6,2021-10-30T02:17:59Z,300000,-28.0,21.0,1,right,MISS P. George driving Layup - blocked,"[202331, 203468]",1610612746.0,LAC,driving,,,George,P. George,,,,,3.5,Missed,,,,,,McCollum,203468.0,,,,,,,,,,,,
31,PT08M59.00S,2021-10-30T02:17:54.8Z,1,REGULAR,block,,[],203468,,,1610612746,4,6,2021-10-30T02:17:56Z,310000,,,0,,C. McCollum BLOCK (1 BLK),[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,
32,PT08M57.00S,2021-10-30T02:17:56.8Z,1,REGULAR,rebound,defensive,[],203081,,,1610612757,4,6,2021-10-30T02:17:59Z,320000,,,0,,D. Lillard REBOUND (Off:0 Def:1),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,30.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
33,PT08M52.00S,2021-10-30T02:18:03.8Z,1,REGULAR,turnover,out-of-bounds,[],203081,,,1610612757,4,6,2021-10-30T02:18:14Z,330000,,,0,,D. Lillard bad pass out-of-bounds TURNOVER (1 TO),[203081],1610612757.0,POR,bad pass,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,1.0,,,2004.0,,,,,
34,PT08M42.00S,2021-10-30T02:18:22.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],202331,80.6340341655716,94.6078431372549,1610612746,4,9,2021-10-30T02:18:27Z,340000,223.0,130.0,1,right,P. George 25' 3PT  (6 PTS) (N. Batum 2 AST),"[202331, 201587]",1610612746.0,LAC,,,,George,P. George,,,,,25.79,Made,,,,,6.0,,,N. Batum,201587.0,2.0,,,,,,,,,
36,PT08M19.00S,2021-10-30T02:18:50.7Z,1,REGULAR,turnover,traveling,[],203994,,,1610612757,4,9,2021-10-30T02:18:57Z,360000,,,0,,J. Nurkic traveling TURNOVER (2 TO),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,2.0,,,2004.0,,,,,
37,PT07M57.00S,2021-10-30T02:19:23.3Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],202339,79.58278580814718,75.49019607843137,1610612746,4,9,2021-10-30T02:19:26Z,370000,127.0,139.0,1,right,MISS E. Bledsoe 18' pullup Shot,[202339],1610612746.0,LAC,pullup,,,Bledsoe,E. Bledsoe,,,,,18.89,Missed,,,,,,,,,,,,,,,,,,,
38,PT07M55.00S,2021-10-30T02:19:25.3Z,1,REGULAR,rebound,defensive,[],203994,,,1610612757,4,9,2021-10-30T02:19:26Z,380000,,,0,,J. Nurkic REBOUND (Off:1 Def:3),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,37.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
39,PT07M47.00S,2021-10-30T02:19:33.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203081,4.5499342969776615,50.245098039215684,1610612757,6,9,2021-10-30T02:20:18Z,390000,-1.0,-10.0,1,left,D. Lillard driving Layup (2 PTS),[203081],1610612757.0,POR,driving,,,Lillard,D. Lillard,,,,,0.98,Made,,,,,2.0,,,,,,,,,,,,,,
40,PT07M36.00S,2021-10-30T02:19:44.1Z,1,REGULAR,turnover,bad pass,[],202704,,,1610612746,6,9,2021-10-30T02:19:49Z,400000,,,0,,R. Jackson bad pass TURNOVER (1 TO),"[202704, 203994]",1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,1.0,Nurkic,203994.0,,,,,,
41,PT07M36.00S,2021-10-30T02:19:44.1Z,1,REGULAR,steal,,[],203994,,,1610612757,6,9,2021-10-30T02:19:45Z,410000,,,0,,J. Nurkic STEAL (1 STL),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,
42,PT07M29.00S,2021-10-30T02:19:50.8Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],203468,9.937582128777924,88.72549019607843,1610612757,6,9,2021-10-30T02:19:59Z,420000,-194.0,41.0,1,left,MISS C. McCollum 19' Jump Shot,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,19.79,Missed,,,,,,,,,,,,,,,,,,,
43,PT07M27.00S,2021-10-30T02:19:52.8Z,1,REGULAR,rebound,defensive,[],201587,,,1610612746,6,9,2021-10-30T02:19:59Z,430000,,,0,,N. Batum REBOUND (Off:0 Def:2),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,42.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
44,PT07M18.00S,2021-10-30T02:20:01.1Z,1,REGULAR,3pt,Jump Shot,[],202339,87.07293035479631,3.431372549019608,1610612746,6,12,2021-10-30T02:20:06Z,440000,-233.0,69.0,1,right,E. Bledsoe 24' 3PT  (3 PTS) (N. Batum 3 AST),"[202339, 201587]",1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,24.28,Made,,,,,3.0,,,N. Batum,201587.0,3.0,,,,,,,,,
46,PT07M07.00S,2021-10-30T02:20:12.4Z,1,REGULAR,3pt,Jump Shot,[],203496,7.966491458607096,3.9215686274509802,1610612757,9,12,2021-10-30T02:20:20Z,460000,230.0,22.0,1,left,R. Covington 3PT  (3 PTS) (C. McCollum 1 AST),"[203496, 203468]",1610612757.0,POR,,,,Covington,R. Covington,,,,,23.15,Made,,,,,3.0,,,C. McCollum,203468.0,1.0,,,,,,,,,
48,PT06M47.00S,2021-10-30T02:20:32.3Z,1,REGULAR,3pt,Jump Shot,[],202704,78.40013140604468,90.68627450980392,1610612746,9,15,2021-10-30T02:20:36Z,480000,203.0,151.0,1,right,R. Jackson 25' 3PT  (6 PTS) (P. George 1 AST),"[202704, 202331]",1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,25.3,Made,,,,,6.0,,,P. George,202331.0,1.0,,,,,,,,,
50,PT06M31.00S,2021-10-30T02:20:50.4Z,1,REGULAR,turnover,bad pass,[],203468,,,1610612757,9,15,2021-10-30T02:20:53Z,500000,,,0,,C. McCollum bad pass TURNOVER (1 TO),"[203468, 202339]",1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,1.0,Bledsoe,202339.0,,,,,,
51,PT06M31.00S,2021-10-30T02:20:50.4Z,1,REGULAR,steal,,[],202339,,,1610612746,9,15,2021-10-30T02:20:52Z,510000,,,0,,E. Bledsoe STEAL (2 STL),[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT06M31.00S,2021-10-30T02:20:53.5Z,1,REGULAR,foul,personal,[],203994,,,1610612746,9,15,2021-10-30T02:21:03Z,520000,,,0,,J. Nurkic take personal FOUL (1 PF),"[203994, 202339]",1610612757.0,POR,take,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,2004.0,1.0,0.0,Bledsoe,202339.0,
54,PT06M31.00S,2021-10-30T02:21:05.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,9,15,2021-10-30T02:21:05Z,540000,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT06M31.00S,2021-10-30T02:22:57.6Z,1,REGULAR,substitution,out,[],1626181,,,1610612746,9,15,2021-10-30T02:23:45Z,550000,,,0,,SUB out: N. Powell,[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT06M31.00S,2021-10-30T02:22:57.6Z,1,REGULAR,substitution,out,[],203994,,,1610612746,9,15,2021-10-30T02:23:45Z,560000,,,0,,SUB out: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT06M31.00S,2021-10-30T02:22:57.6Z,1,REGULAR,substitution,in,[],203469,,,1610612746,9,15,2021-10-30T02:23:45Z,570000,,,0,,SUB in: C. Zeller,[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M31.00S,2021-10-30T02:22:57.6Z,1,REGULAR,substitution,in,[],1629642,,,1610612746,9,15,2021-10-30T02:23:45Z,580000,,,0,,SUB in: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M13.00S,2021-10-30T02:24:13.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],202331,82.34231274638634,93.13725490196079,1610612746,9,18,2021-10-30T02:24:16Z,590000,216.0,113.0,1,right,P. George 24' 3PT  (9 PTS) (R. Jackson 1 AST),"[202331, 202704]",1610612746.0,LAC,,,,George,P. George,,,,,24.37,Made,,,,,9.0,,,R. Jackson,202704.0,1.0,,,,,,,,,
61,PT06M00.00S,2021-10-30T02:24:26.7Z,1,REGULAR,3pt,Jump Shot,[],203081,21.23850197109067,89.4607843137255,1610612757,9,18,2021-10-30T02:24:30Z,610000,-197.0,147.0,1,left,MISS D. Lillard 24' 3PT,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,24.61,Missed,,,,,,,,,,,,,,,,,,,
62,PT05M57.00S,2021-10-30T02:24:29.7Z,1,REGULAR,rebound,defensive,[],202331,,,1610612746,9,18,2021-10-30T02:24:30Z,620000,,,0,,P. George REBOUND (Off:0 Def:2),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,61.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
63,PT05M51.00S,2021-10-30T02:24:35.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627826,93.24901445466492,52.450980392156865,1610612746,9,20,2021-10-30T02:24:41Z,630000,12.0,11.0,1,right,I. Zubac running Layup (2 PTS) (P. George 2 AST),"[1627826, 202331]",1610612746.0,LAC,running,,,Zubac,I. Zubac,,,,,1.65,Made,,,,,2.0,,,P. George,202331.0,2.0,,,,,,,,,
65,PT05M37.00S,2021-10-30T02:24:48.9Z,1,REGULAR,2pt,Jump Shot,[],203468,11.908672798948752,66.66666666666666,1610612757,11,20,2021-10-30T02:24:56Z,650000,-83.0,59.0,1,left,C. McCollum 10' driving floating Jump Shot (4 PTS),[203468],1610612757.0,POR,driving floating,,,McCollum,C. McCollum,,,,,10.23,Made,,,,,4.0,,,,,,,,,,,,,,
66,PT05M21.00S,2021-10-30T02:25:04.6Z,1,REGULAR,3pt,Jump Shot,[],202331,75.77201051248358,14.460784313725492,1610612746,11,20,2021-10-30T02:25:09Z,660000,-178.0,175.0,1,right,MISS P. George 24' step back 3PT,[202331],1610612746.0,LAC,step back,,,George,P. George,,,,,24.95,Missed,,,,,,,,,,,,,,,,,,,
67,PT05M19.00S,2021-10-30T02:25:06.6Z,1,REGULAR,rebound,defensive,[],1629642,,,1610612757,11,20,2021-10-30T02:25:09Z,670000,,,0,,N. Little REBOUND (Off:0 Def:1),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,66.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
68,PT05M13.00S,2021-10-30T02:25:15.6Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203469,5.601182654402102,51.71568627450981,1610612757,13,20,2021-10-30T02:29:44Z,680000,-9.0,0.0,1,left,C. Zeller cutting Layup (2 PTS) (D. Lillard 1 AST),"[203469, 203081]",1610612757.0,POR,cutting,,,Zeller,C. Zeller,,,,,0.86,Made,,,,,2.0,,,D. Lillard,203081.0,1.0,,,,,,,,,
70,PT05M13.00S,2021-10-30T02:25:17.5Z,1,REGULAR,foul,personal,['1freethrow'],1627826,,,1610612757,13,20,2021-10-30T02:25:26Z,700000,,,0,,I. Zubac shooting personal FOUL (1 PF) (Zeller 1 FT),"[1627826, 203469]",1610612746.0,LAC,shooting,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,200833.0,1.0,0.0,Zeller,203469.0,
72,PT05M13.00S,2021-10-30T02:25:37.6Z,1,REGULAR,substitution,out,[],203468,,,1610612757,13,20,2021-10-30T02:25:40Z,720000,,,0,,SUB out: C. McCollum,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M13.00S,2021-10-30T02:25:37.6Z,1,REGULAR,substitution,in,[],1629014,,,1610612757,13,20,2021-10-30T02:25:40Z,730000,,,0,,SUB in: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M13.00S,2021-10-30T02:25:44.9Z,1,REGULAR,substitution,out,[],202704,,,1610612757,13,20,2021-10-30T02:25:51Z,740000,,,0,,SUB out: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M13.00S,2021-10-30T02:25:44.9Z,1,REGULAR,substitution,in,[],1628379,,,1610612757,13,20,2021-10-30T02:25:51Z,750000,,,0,,SUB in: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M13.00S,2021-10-30T02:26:05.2Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],203469,,,1610612757,13,20,2021-10-30T02:26:09Z,760000,,,0,,MISS C. Zeller Free Throw 1 of 1,[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,Missed,,,,,,,,,,,,,,,,,,,
77,PT05M10.00S,2021-10-30T02:26:08.2Z,1,REGULAR,rebound,defensive,[],201587,,,1610612746,13,20,2021-10-30T02:26:09Z,770000,,,0,,N. Batum REBOUND (Off:0 Def:3),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,76.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
78,PT05M03.00S,2021-10-30T02:26:20.8Z,1,REGULAR,foul,personal,[],1629014,,,1610612746,13,20,2021-10-30T02:26:26Z,780000,,,0,,A. Simons personal FOUL (1 PF),"[1629014, 202339]",1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,2004.0,1.0,0.0,Bledsoe,202339.0,
80,PT04M56.00S,2021-10-30T02:26:39.3Z,1,REGULAR,3pt,Jump Shot,[],201587,72.88107752956637,80.3921568627451,1610612746,13,20,2021-10-30T02:26:43Z,800000,152.0,202.0,1,right,MISS N. Batum 25' 3PT,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,25.31,Missed,,,,,,,,,,,,,,,,,,,
81,PT04M52.00S,2021-10-30T02:26:43.3Z,1,REGULAR,rebound,defensive,[],203469,,,1610612757,13,20,2021-10-30T02:26:43Z,810000,,,0,,C. Zeller REBOUND (Off:0 Def:1),[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,80.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
82,PT04M43.00S,2021-10-30T02:26:52.3Z,1,REGULAR,2pt,Jump Shot,[],1629014,21.107095926412615,23.774509803921568,1610612757,13,20,2021-10-30T02:26:55Z,820000,131.0,146.0,1,left,MISS A. Simons 19' pullup Shot,[1629014],1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,19.61,Missed,,,,,,,,,,,,,,,,,,,
83,PT04M39.00S,2021-10-30T02:26:56.3Z,1,REGULAR,rebound,defensive,[],1628379,,,1610612746,13,20,2021-10-30T02:26:55Z,830000,,,0,,L. Kennard REBOUND (Off:0 Def:1),[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,82.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
84,PT04M28.00S,2021-10-30T02:27:06.5Z,1,REGULAR,2pt,Jump Shot,[],202331,78.40013140604468,37.99019607843137,1610612746,13,20,2021-10-30T02:27:11Z,840000,-60.0,151.0,1,right,MISS P. George 16' pullup Shot,[202331],1610612746.0,LAC,pullup,,,George,P. George,,,,,16.2,Missed,,,,,,,,,,,,,,,,,,,
85,PT04M26.00S,2021-10-30T02:27:08.5Z,1,REGULAR,rebound,offensive,[],1627826,,,1610612746,13,20,2021-10-30T02:27:11Z,850000,,,0,,I. Zubac REBOUND (Off:1 Def:0),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,84.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
86,PT04M24.00S,2021-10-30T02:27:11.3Z,1,REGULAR,turnover,lost ball,[],1627826,,,1610612746,13,20,2021-10-30T02:27:14Z,860000,,,0,,I. Zubac lost ball TURNOVER (1 TO),"[1627826, 203496]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,1.0,Covington,203496.0,,,,,,
87,PT04M24.00S,2021-10-30T02:27:11.3Z,1,REGULAR,steal,,[],203496,,,1610612757,13,20,2021-10-30T02:28:12Z,870000,,,0,,R. Covington STEAL (1 STL),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M20.00S,2021-10-30T02:27:15.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629642,6.652431011826544,50.73529411764706,1610612757,13,20,2021-10-30T02:27:25Z,880000,-4.0,10.0,1,left,MISS N. Little running DUNK - blocked,"[1629642, 202331]",1610612757.0,POR,running,,,Little,N. Little,,,,,1.07,Missed,,,,,,George,202331.0,,,,,,,,,,,,
91,PT04M20.00S,2021-10-30T02:27:15.4Z,1,REGULAR,block,,[],202331,,,1610612757,13,20,2021-10-30T02:27:25Z,885000,,,0,,P. George BLOCK (1 BLK),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M18.00S,2021-10-30T02:27:17.4Z,1,REGULAR,rebound,defensive,[],201587,,,1610612746,13,20,2021-10-30T02:27:25Z,890000,,,0,,N. Batum REBOUND (Off:0 Def:4),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,88.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
