actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
181,PT10M49.00S,2021-10-30T02:45:15.8Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],203468,18.084756898817346,82.59803921568627,1610612757,28,24,2021-10-30T02:57:17Z,1750000,-163.0,117.0,1,left,MISS C. McCollum 20' step back Shot,[203468],1610612757.0,POR,step back,,,McCollum,C. McCollum,,,,,20.09,Missed,,,,,,,,,,,,,,,,,,,
182,PT10M44.00S,2021-10-30T02:45:20.8Z,2,REGULAR,rebound,offensive,[],203994,,,1610612757,28,24,2021-10-30T02:45:21Z,1760000,,,0,,J. Nurkic REBOUND (Off:2 Def:4),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,181.0,6.0,4.0,2.0,,,,,,,,,,,,,,,
183,PT10M44.00S,2021-10-30T02:45:20.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203994,5.590000152587891,50.0,1610612757,30,24,2021-10-30T02:45:20Z,1770000,0.0,0.0,1,left,J. Nurkic tip Layup (4 PTS),[203994],1610612757.0,POR,tip,,,Nurkic,J. Nurkic,,,,,0.0,Made,,,,,4.0,,,,,,,,,,,,,,
184,PT10M37.00S,2021-10-30T02:45:27.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202704,92.59198423127464,57.107843137254896,1610612746,30,24,2021-10-30T02:57:25Z,1780000,36.0,17.0,1,right,MISS R. Jackson driving floating bank Shot,[202704],1610612746.0,LAC,driving floating bank,,,Jackson,R. Jackson,,,,,3.94,Missed,,,,,,,,,,,,,,,,,,,
185,PT10M35.00S,2021-10-30T02:45:29.7Z,2,REGULAR,rebound,defensive,[],203496,,,1610612757,30,24,2021-10-30T02:45:32Z,1790000,,,0,,R. Covington REBOUND (Off:0 Def:1),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,184.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
186,PT10M27.00S,2021-10-30T02:45:37.8Z,2,REGULAR,3pt,Jump Shot,[],203468,25.18068331143233,84.31372549019608,1610612757,30,24,2021-10-30T02:45:42Z,1800000,-172.0,184.0,1,left,MISS C. McCollum 25' pullup 3PT,[203468],1610612757.0,POR,pullup,,,McCollum,C. McCollum,,,,,25.17,Missed,,,,,,,,,,,,,,,,,,,
187,PT10M23.00S,2021-10-30T02:45:41.8Z,2,REGULAR,rebound,defensive,[],1629599,,,1610612746,30,24,2021-10-30T02:45:42Z,1810000,,,0,,A. Coffey REBOUND (Off:0 Def:2),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,186.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
188,PT10M01.00S,2021-10-30T02:46:03.4Z,2,REGULAR,3pt,Jump Shot,[],1629611,81.94809461235218,7.107843137254902,1610612746,30,24,2021-10-30T02:46:07Z,1820000,-214.0,117.0,1,right,MISS T. Mann 24' pullup 3PT,[1629611],1610612746.0,LAC,pullup,,,Mann,T. Mann,,,,,24.44,Missed,,,,,,,,,,,,,,,,,,,
189,PT09M59.00S,2021-10-30T02:46:05.4Z,2,REGULAR,rebound,defensive,[],1629014,,,1610612757,30,24,2021-10-30T02:46:07Z,1830000,,,0,,A. Simons REBOUND (Off:0 Def:2),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,188.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
190,PT09M50.00S,2021-10-30T02:46:14.9Z,2,REGULAR,3pt,Jump Shot,[],203994,28.991458607095925,72.54901960784314,1610612757,30,24,2021-10-30T02:46:18Z,1840000,-113.0,220.0,1,left,MISS J. Nurkic 24' 3PT,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,24.72,Missed,,,,,,,,,,,,,,,,,,,
191,PT09M46.00S,2021-10-30T02:46:18.9Z,2,REGULAR,rebound,defensive,[],1629611,,,1610612746,30,24,2021-10-30T02:46:18Z,1850000,,,0,,T. Mann REBOUND (Off:0 Def:1),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,190.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
192,PT09M34.00S,2021-10-30T02:46:30.0Z,2,REGULAR,2pt,Jump Shot,[],1629599,76.03482260183968,36.029411764705884,1610612746,30,24,2021-10-30T02:46:33Z,1860000,-70.0,173.0,1,right,MISS A. Coffey 18' pullup Shot,[1629599],1610612746.0,LAC,pullup,,,Coffey,A. Coffey,,,,,18.64,Missed,,,,,,,,,,,,,,,,,,,
193,PT09M32.00S,2021-10-30T02:46:32.0Z,2,REGULAR,rebound,defensive,[],203994,,,1610612757,30,24,2021-10-30T02:46:33Z,1870000,,,0,,J. Nurkic REBOUND (Off:2 Def:5),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,192.0,7.0,5.0,2.0,,,,,,,,,,,,,,,
194,PT09M25.00S,2021-10-30T02:46:41.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203994,7.5722733245729295,50.49019607843137,1610612757,30,24,2021-10-30T02:46:52Z,1880000,-2.0,19.0,1,left,MISS J. Nurkic cutting Layup,[203994],1610612757.0,POR,cutting,,,Nurkic,J. Nurkic,,,,,1.89,Missed,,,,,,,,,,,,,,,,,,,
196,PT09M25.00S,2021-10-30T02:46:41.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612757,30,24,2021-10-30T02:46:52Z,1900000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,194.0,,,,,,,,,,,,,,,,,,
197,PT09M25.00S,2021-10-30T02:46:49.4Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612757,30,24,2021-10-30T02:46:49Z,1910000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT09M22.00S,2021-10-30T02:47:03.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203468,12.565703022339028,96.32352941176471,1610612757,30,24,2021-10-30T02:47:07Z,1920000,-232.0,66.0,1,left,MISS C. McCollum 24' 3PT,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,24.07,Missed,,,,,,,,,,,,,,,,,,,
199,PT09M19.00S,2021-10-30T02:47:06.1Z,2,REGULAR,rebound,defensive,[],1629599,,,1610612746,30,24,2021-10-30T02:47:07Z,1930000,,,0,,A. Coffey REBOUND (Off:0 Def:3),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,198.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
200,PT09M06.00S,2021-10-30T02:47:18.8Z,2,REGULAR,3pt,Jump Shot,[],1629599,88.78120893561103,95.58823529411765,1610612746,30,24,2021-10-30T02:47:23Z,1940000,228.0,53.0,1,right,MISS A. Coffey 3PT,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,23.4,Missed,,,,,,,,,,,,,,,,,,,
201,PT09M03.00S,2021-10-30T02:47:21.8Z,2,REGULAR,rebound,defensive,[],203994,,,1610612757,30,24,2021-10-30T02:47:23Z,1950000,,,0,,J. Nurkic REBOUND (Off:2 Def:6),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,200.0,8.0,6.0,2.0,,,,,,,,,,,,,,,
202,PT08M51.00S,2021-10-30T02:47:34.1Z,2,REGULAR,3pt,Jump Shot,[],1629014,31.09395532194481,23.52941176470588,1610612757,30,24,2021-10-30T02:47:37Z,1960000,132.0,240.0,1,left,MISS A. Simons 27' 3PT,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,27.39,Missed,,,,,,,,,,,,,,,,,,,
203,PT08M49.00S,2021-10-30T02:47:36.1Z,2,REGULAR,rebound,defensive,[],1628379,,,1610612746,30,24,2021-10-30T02:47:37Z,1970000,,,0,,L. Kennard REBOUND (Off:0 Def:4),[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,202.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
204,PT08M33.00S,2021-10-30T02:47:52.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628379,81.15965834428384,51.470588235294116,1610612746,30,24,2021-10-30T02:59:56Z,1980000,7.0,125.0,1,right,MISS L. Kennard 12' fadeaway Shot,[1628379],1610612746.0,LAC,fadeaway,,,Kennard,L. Kennard,,,,,12.48,Missed,,,,,,,,,,,,,,,,,,,
205,PT08M30.00S,2021-10-30T02:47:55.2Z,2,REGULAR,rebound,defensive,[],203496,,,1610612757,30,24,2021-10-30T02:59:56Z,1990000,,,0,,R. Covington REBOUND (Off:0 Def:2),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,204.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
206,PT08M20.00S,2021-10-30T02:48:05.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,16.63929040735874,49.754901960784316,1610612757,30,24,2021-10-30T02:48:08Z,2000000,1.0,104.0,1,left,MISS C. McCollum 10' driving floating Shot,[203468],1610612757.0,POR,driving floating,,,McCollum,C. McCollum,,,,,10.39,Missed,,,,,,,,,,,,,,,,,,,
207,PT08M17.00S,2021-10-30T02:48:08.0Z,2,REGULAR,rebound,offensive,[],203994,,,1610612757,30,24,2021-10-30T02:48:08Z,2010000,,,0,,J. Nurkic REBOUND (Off:3 Def:6),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,206.0,9.0,6.0,3.0,,,,,,,,,,,,,,,
208,PT08M15.00S,2021-10-30T02:48:09.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203994,6.652431011826544,52.450980392156865,1610612757,30,24,2021-10-30T02:48:15Z,2020000,-12.0,10.0,1,left,MISS J. Nurkic putback Layup - blocked,"[203994, 1628392]",1610612757.0,POR,putback,,,Nurkic,J. Nurkic,,,,,1.59,Missed,,,,,,Hartenstein,1628392.0,,,,,,,,,,,,
213,PT08M15.00S,2021-10-30T02:48:09.9Z,2,REGULAR,block,,[],1628392,,,1610612757,30,24,2021-10-30T02:48:42Z,2025000,,,0,,I. Hartenstein BLOCK (1 BLK),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT08M14.00S,2021-10-30T02:48:10.9Z,2,REGULAR,rebound,defensive,[],202704,,,1610612746,30,24,2021-10-30T03:02:09Z,2030000,,,0,,R. Jackson REBOUND (Off:0 Def:2),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,208.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
210,PT08M05.00S,2021-10-30T02:48:20.0Z,2,REGULAR,3pt,Jump Shot,[],1629599,70.25295663600527,19.852941176470587,1610612746,30,24,2021-10-30T02:48:35Z,2040000,-151.0,227.0,1,right,MISS A. Coffey 27' 3PT,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,27.26,Missed,,,,,,,,,,,,,,,,,,,
211,PT08M05.00S,2021-10-30T02:48:20.0Z,2,REGULAR,rebound,defensive,[],203496,,,1610612757,30,24,2021-10-30T02:48:35Z,2050000,,,0,,R. Covington REBOUND (Off:0 Def:3),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,210.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
212,PT08M05.00S,2021-10-30T02:48:28.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,30,24,2021-10-30T02:48:28Z,2060000,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT08M05.00S,2021-10-30T02:50:46.4Z,2,REGULAR,substitution,out,[],1628379,,,1610612757,30,24,2021-10-30T02:51:15Z,2080000,,,0,,SUB out: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT08M05.00S,2021-10-30T02:50:46.4Z,2,REGULAR,substitution,out,[],1629599,,,1610612757,30,24,2021-10-30T02:51:15Z,2090000,,,0,,SUB out: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT08M05.00S,2021-10-30T02:50:46.4Z,2,REGULAR,substitution,out,[],1628392,,,1610612757,30,24,2021-10-30T02:51:15Z,2100000,,,0,,SUB out: I. Hartenstein,[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT08M05.00S,2021-10-30T02:50:46.4Z,2,REGULAR,substitution,in,[],201587,,,1610612757,30,24,2021-10-30T02:51:15Z,2110000,,,0,,SUB in: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT08M05.00S,2021-10-30T02:50:46.4Z,2,REGULAR,substitution,in,[],1627826,,,1610612757,30,24,2021-10-30T02:51:15Z,2120000,,,0,,SUB in: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT08M05.00S,2021-10-30T02:50:46.4Z,2,REGULAR,substitution,in,[],202331,,,1610612757,30,24,2021-10-30T02:51:15Z,2130000,,,0,,SUB in: P. George,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT07M55.00S,2021-10-30T02:51:32.6Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612757,30,24,2021-10-30T02:51:32Z,2140000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT07M49.00S,2021-10-30T02:51:54.4Z,2,REGULAR,3pt,Jump Shot,[],1629014,21.107095926412615,89.95098039215686,1610612757,30,24,2021-10-30T02:51:57Z,2150000,-200.0,146.0,1,left,MISS A. Simons 24' pullup 3PT,[1629014],1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,24.74,Missed,,,,,,,,,,,,,,,,,,,
223,PT07M45.00S,2021-10-30T02:51:58.4Z,2,REGULAR,rebound,defensive,[],1627826,,,1610612746,30,24,2021-10-30T02:51:57Z,2160000,,,0,,I. Zubac REBOUND (Off:1 Def:1),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,222.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
224,PT07M38.00S,2021-10-30T02:52:04.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202331,81.15965834428384,44.85294117647059,1610612746,30,26,2021-10-30T02:52:08Z,2170000,-26.0,125.0,1,right,P. George 12' pullup Jump Shot (11 PTS),[202331],1610612746.0,LAC,pullup,,,George,P. George,,,,,12.72,Made,,,,,11.0,,,,,,,,,,,,,,
225,PT07M19.00S,2021-10-30T02:52:23.5Z,2,REGULAR,3pt,Jump Shot,[],1626181,30.17411300919842,73.52941176470588,1610612757,33,26,2021-10-30T02:52:27Z,2180000,-118.0,231.0,1,left,N. Powell 25' 3PT pullup (6 PTS),[1626181],1610612757.0,POR,pullup,,,Powell,N. Powell,,,,,25.93,Made,,,,,6.0,,,,,,,,,,,,,,
226,PT07M05.00S,2021-10-30T02:52:38.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629611,93.38042049934296,47.549019607843135,1610612746,33,26,2021-10-30T02:52:48Z,2190000,-12.0,10.0,1,right,MISS T. Mann cutting Layup - blocked,"[1629611, 203468]",1610612746.0,LAC,cutting,,,Mann,T. Mann,,,,,1.57,Missed,,,,,,McCollum,203468.0,,,,,,,,,,,,
227,PT07M05.00S,2021-10-30T02:52:38.9Z,2,REGULAR,block,,[],203468,,,1610612746,33,26,2021-10-30T02:52:42Z,2200000,,,0,,C. McCollum BLOCK (2 BLK),[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT07M05.00S,2021-10-30T02:52:38.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612746,33,26,2021-10-30T02:52:48Z,2210000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,226.0,,,,,,,,,,,,,,,,,,
229,PT07M05.00S,2021-10-30T02:52:44.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612746,33,26,2021-10-30T02:52:44Z,2220000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT07M05.00S,2021-10-30T02:52:45.2Z,2,REGULAR,substitution,out,[],202704,,,1610612746,33,26,2021-10-30T02:52:49Z,2230000,,,0,,SUB out: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT07M05.00S,2021-10-30T02:52:45.2Z,2,REGULAR,substitution,in,[],202339,,,1610612746,33,26,2021-10-30T02:52:49Z,2240000,,,0,,SUB in: E. Bledsoe,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT07M05.00S,2021-10-30T02:52:50.5Z,2,REGULAR,substitution,out,[],1629014,,,1610612746,33,26,2021-10-30T02:52:53Z,2250000,,,0,,SUB out: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT07M05.00S,2021-10-30T02:52:50.5Z,2,REGULAR,substitution,in,[],203081,,,1610612746,33,26,2021-10-30T02:52:53Z,2260000,,,0,,SUB in: D. Lillard,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT07M05.00S,2021-10-30T02:53:00.2Z,2,REGULAR,substitution,out,[],203994,,,1610612746,33,26,2021-10-30T02:53:03Z,2270000,,,0,,SUB out: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT07M05.00S,2021-10-30T02:53:00.2Z,2,REGULAR,substitution,in,[],203469,,,1610612746,33,26,2021-10-30T02:53:03Z,2280000,,,0,,SUB in: C. Zeller,[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT06M56.00S,2021-10-30T02:53:21.2Z,2,REGULAR,foul,personal,[],203081,,,1610612746,33,26,2021-10-30T02:53:32Z,2290000,,,0,,D. Lillard personal FOUL (1 PF),"[203081, 1629611]",1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,200833.0,1.0,0.0,Mann,1629611.0,
238,PT06M49.00S,2021-10-30T02:53:50.2Z,2,REGULAR,foul,personal,[],203469,,,1610612746,33,26,2021-10-30T02:54:09Z,2310000,,,0,,C. Zeller personal FOUL (3 PF),"[203469, 202331]",1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,,,2004.0,3.0,0.0,George,202331.0,
240,PT06M39.00S,2021-10-30T02:54:30.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],201587,74.85216819973719,13.970588235294118,1610612746,33,26,2021-10-30T02:54:34Z,2330000,-180.0,184.0,1,right,MISS N. Batum 25' 3PT,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,25.74,Missed,,,,,,,,,,,,,,,,,,,
241,PT06M34.00S,2021-10-30T02:54:35.0Z,2,REGULAR,rebound,defensive,[],203469,,,1610612757,33,26,2021-10-30T02:54:34Z,2340000,,,0,,C. Zeller REBOUND (Off:2 Def:2),[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,240.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
242,PT06M24.00S,2021-10-30T02:54:43.9Z,2,REGULAR,3pt,Jump Shot,[],203496,31.488173455978973,23.03921568627451,1610612757,36,26,2021-10-30T02:54:50Z,2350000,135.0,243.0,1,left,R. Covington 27' 3PT  (6 PTS) (N. Powell 1 AST),"[203496, 1626181]",1610612757.0,POR,,,,Covington,R. Covington,,,,,27.83,Made,,,,,6.0,,,N. Powell,1626181.0,1.0,,,,,,,,,
244,PT06M00.00S,2021-10-30T02:55:08.3Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1627826,91.80354796320631,50.0,1610612746,36,26,2021-10-30T02:55:12Z,2370000,0.0,25.0,1,right,MISS I. Zubac cutting DUNK - blocked,"[1627826, 1626181]",1610612746.0,LAC,cutting,,,Zubac,I. Zubac,,,,,2.45,Missed,,,,,,Powell,1626181.0,,,,,,,,,,,,
245,PT06M00.00S,2021-10-30T02:55:08.3Z,2,REGULAR,block,,[],1626181,,,1610612746,36,26,2021-10-30T02:55:10Z,2380000,,,0,,N. Powell BLOCK (1 BLK),[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT05M57.00S,2021-10-30T02:55:11.3Z,2,REGULAR,rebound,defensive,[],203496,,,1610612757,36,26,2021-10-30T02:55:12Z,2390000,,,0,,R. Covington REBOUND (Off:0 Def:4),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,244.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
247,PT05M50.00S,2021-10-30T02:55:18.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203081,5.995400788436268,53.431372549019606,1610612757,36,26,2021-10-30T02:55:26Z,2400000,-17.0,4.0,1,left,MISS D. Lillard driving Layup,[203081],1610612757.0,POR,driving,,,Lillard,D. Lillard,,,,,1.76,Missed,,,,,,,,,,,,,,,,,,,
248,PT05M49.00S,2021-10-30T02:55:19.1Z,2,REGULAR,rebound,offensive,[],203469,,,1610612757,36,26,2021-10-30T02:55:19Z,2410000,,,0,,C. Zeller REBOUND (Off:3 Def:2),[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,247.0,5.0,2.0,3.0,,,,,,,,,,,,,,,
249,PT05M47.00S,2021-10-30T02:55:20.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203469,6.1268068331143235,47.30392156862745,1610612757,36,26,2021-10-30T02:55:29Z,2420000,13.0,5.0,1,left,MISS C. Zeller putback Layup,[203469],1610612757.0,POR,putback,,,Zeller,C. Zeller,,,,,1.44,Missed,,,,,,,,,,,,,,,,,,,
250,PT05M46.00S,2021-10-30T02:55:21.9Z,2,REGULAR,rebound,defensive,[],202331,,,1610612746,36,26,2021-10-30T02:55:21Z,2430000,,,0,,P. George REBOUND (Off:0 Def:3),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,249.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
251,PT05M43.00S,2021-10-30T02:55:29.0Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",202331,94.1688567674113,52.450980392156865,1610612746,36,28,2021-10-30T02:56:27Z,2440000,12.0,2.0,1,right,P. George running Layup (13 PTS),[202331],1610612746.0,LAC,running,,,George,P. George,,,,,1.25,Made,,,,,13.0,,,,,,,,,,,,,,
252,PT05M43.00S,2021-10-30T02:55:37.2Z,2,REGULAR,foul,personal,['1freethrow'],203468,,,1610612746,36,28,2021-10-30T02:55:47Z,2450000,,,0,,C. McCollum shooting personal FOUL (1 PF) (George 1 FT),"[203468, 202331]",1610612757.0,POR,shooting,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,200833.0,1.0,0.0,George,202331.0,
254,PT05M43.00S,2021-10-30T02:55:48.5Z,2,REGULAR,substitution,out,[],1629611,,,1610612746,36,28,2021-10-30T02:55:51Z,2470000,,,0,,SUB out: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT05M43.00S,2021-10-30T02:55:48.5Z,2,REGULAR,substitution,in,[],1628379,,,1610612746,36,28,2021-10-30T02:55:51Z,2480000,,,0,,SUB in: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT05M43.00S,2021-10-30T02:55:48.5Z,2,REGULAR,substitution,out,[],203469,,,1610612746,36,28,2021-10-30T02:56:17Z,2485000,,,0,,SUB out: C. Zeller,[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT05M43.00S,2021-10-30T02:55:48.5Z,2,REGULAR,substitution,in,[],1626204,,,1610612746,36,28,2021-10-30T02:56:17Z,2487500,,,0,,SUB in: L. Nance Jr.,[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT05M43.00S,2021-10-30T02:56:03.9Z,2,REGULAR,freethrow,1 of 1,['fastbreak'],202331,,,1610612746,36,28,2021-10-30T02:56:07Z,2490000,,,0,,MISS P. George Free Throw 1 of 1,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,Missed,,,,,,,,,,,,,,,,,,,
257,PT05M40.00S,2021-10-30T02:56:06.9Z,2,REGULAR,rebound,defensive,[],1626204,,,1610612757,36,28,2021-10-30T02:56:07Z,2500000,,,0,,L. Nance Jr. REBOUND (Off:0 Def:4),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,256.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
260,PT05M29.00S,2021-10-30T02:56:25.1Z,2,REGULAR,turnover,palming,[],203468,,,1610612757,36,28,2021-10-30T02:57:31Z,2510000,,,0,,C. McCollum palming TURNOVER (2 TO),[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,2.0,,,2004.0,,,,,
261,PT05M13.00S,2021-10-30T02:56:42.0Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],202331,84.83902759526939,91.42156862745098,1610612746,36,30,2021-10-30T02:56:45Z,2520000,207.0,90.0,1,right,P. George 22' pullup Jump Shot (15 PTS),[202331],1610612746.0,LAC,pullup,,,George,P. George,,,,,22.58,Made,,,,,15.0,,,,,,,,,,,,,,
262,PT05M03.00S,2021-10-30T02:56:50.6Z,2,REGULAR,3pt,Jump Shot,[],203081,25.18068331143233,87.25490196078431,1610612757,39,30,2021-10-30T02:56:54Z,2530000,-186.0,184.0,1,left,D. Lillard 26' 3PT pullup (8 PTS) (L. Nance Jr. 1 AST),"[203081, 1626204]",1610612757.0,POR,pullup,,,Lillard,D. Lillard,,,,,26.2,Made,,,,,8.0,,,L. Nance Jr.,1626204.0,1.0,,,,,,,,,
264,PT04M43.00S,2021-10-30T02:57:13.5Z,2,REGULAR,turnover,traveling,[],202339,,,1610612746,39,30,2021-10-30T02:57:18Z,2550000,,,0,,E. Bledsoe traveling TURNOVER (2 TO),[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,2.0,,,200833.0,,,,,
265,PT04M31.00S,2021-10-30T02:57:36.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1626181,31.35676741130092,70.83333333333334,1610612757,42,30,2021-10-30T02:57:43Z,2560000,-104.0,242.0,1,left,N. Powell 26' 3PT  (9 PTS) (L. Nance Jr. 2 AST),"[1626181, 1626204]",1610612757.0,POR,,,,Powell,N. Powell,,,,,26.38,Made,,,,,9.0,,,L. Nance Jr.,1626204.0,2.0,,,,,,,,,
