actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
58,PT06M24.00S,2022-10-29T23:19:01.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612766,16,13,2022-10-29T23:19:06Z,570000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Mid-Range,16-24 Left Center,,,,,,,57.0,,,,,,,,,,,,,
60,PT06M13.00S,2022-10-29T23:19:31.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629023,92.59198423127464,48.529411764705884,1610612766,18,13,2022-10-29T23:19:36Z,590000,-7.0,17.0,1,right,P. Washington cutting Layup (9 PTS) (K. Oubre Jr. 1 AST),"[1629023, 1626162]",1610612766.0,CHA,cutting,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,1.86,Made,9.0,K. Oubre Jr.,1626162.0,1.0,,,,,,,,,,,,,,
62,PT06M00.00S,2022-10-29T23:19:44.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203110,8.754927726675426,43.627450980392155,1610612744,18,13,2022-10-29T23:19:49Z,610000,32.0,30.0,1,left,MISS D. Green driving Layup,[203110],1610612744.0,GSW,driving,,,Green,D. Green,,,,,Restricted Area,0-8 Center,4.37,Missed,,,,,,,,,,,,,,,,,,
63,PT05M57.00S,2022-10-29T23:19:47.3Z,1,REGULAR,rebound,defensive,[],202330,,,1610612766,18,13,2022-10-29T23:19:47Z,620000,,,0,,G. Hayward REBOUND (Off:0 Def:1),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,Restricted Area,0-8 Center,,,,,,,62.0,1.0,1.0,0.0,,,,,,,,,,
64,PT05M49.00S,2022-10-29T23:19:55.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628372,82.34231274638634,64.2156862745098,1610612766,18,13,2022-10-29T23:20:00Z,630000,71.0,113.0,1,right,MISS D. Smith Jr. 13' pullup Shot,[1628372],1610612766.0,CHA,pullup,,,Smith Jr.,D. Smith Jr.,,,,,In The Paint (Non-RA),8-16 Right,13.39,Missed,,,,,,,,,,,,,,,,,,
65,PT05M47.00S,2022-10-29T23:19:57.3Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,18,13,2022-10-29T23:20:00Z,640000,,,0,,D. Green REBOUND (Off:0 Def:3),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,64.0,3.0,3.0,0.0,,,,,,,,,,
196,PT05M41.00S,2022-10-29T23:20:12.1Z,1,REGULAR,3pt,Jump Shot,[],202691,33.065045992115635,48.03921568627451,1610612744,18,13,2022-10-29T23:41:24Z,655000,10.0,258.0,1,left,MISS K. Thompson 25' 3PT - blocked,"[202691, 202330]",1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Center,25.85,Missed,,,,,,,,,Hayward,202330.0,,,,,,,,
197,PT05M41.00S,2022-10-29T23:20:12.1Z,1,REGULAR,block,,[],202330,,,1610612744,18,13,2022-10-29T23:40:51Z,662500,,,0,,G. Hayward BLOCK (1 BLK),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
198,PT05M41.00S,2022-10-29T23:20:12.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612766,18,13,2022-10-29T23:41:24Z,666250,,,0,,TEAM defensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,196.0,,,,,,,,,,,,,
69,PT05M41.00S,2022-10-29T23:20:35.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,18,13,2022-10-29T23:40:51Z,680000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT05M41.00S,2022-10-29T23:22:03.8Z,1,REGULAR,substitution,out,[],1629023,,,1610612766,18,13,2022-10-29T23:40:51Z,690000,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M41.00S,2022-10-29T23:22:03.8Z,1,REGULAR,substitution,out,[],1626162,,,1610612766,18,13,2022-10-29T23:40:51Z,700000,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M41.00S,2022-10-29T23:22:03.8Z,1,REGULAR,substitution,out,[],202691,,,1610612766,18,13,2022-10-29T23:40:51Z,710000,,,0,,SUB out: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M41.00S,2022-10-29T23:22:03.8Z,1,REGULAR,substitution,out,[],1626172,,,1610612766,18,13,2022-10-29T23:40:51Z,720000,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M41.00S,2022-10-29T23:22:03.8Z,1,REGULAR,substitution,in,[],1630547,,,1610612766,18,13,2022-10-29T23:40:51Z,730000,,,0,,SUB in: J. Bouknight,[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M41.00S,2022-10-29T23:22:03.8Z,1,REGULAR,substitution,in,[],1629667,,,1610612766,18,13,2022-10-29T23:40:51Z,740000,,,0,,SUB in: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M41.00S,2022-10-29T23:22:03.8Z,1,REGULAR,substitution,in,[],1630164,,,1610612766,18,13,2022-10-29T23:40:51Z,750000,,,0,,SUB in: J. Wiseman,[1630164],1610612744.0,GSW,,,,Wiseman,J. Wiseman,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M41.00S,2022-10-29T23:22:03.8Z,1,REGULAR,substitution,in,[],1629673,,,1610612766,18,13,2022-10-29T23:40:51Z,760000,,,0,,SUB in: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M31.00S,2022-10-29T23:23:26.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202330,84.05059132720105,56.86274509803921,1610612766,20,13,2022-10-29T23:23:32Z,770000,34.0,97.0,1,right,G. Hayward 10' Jump Shot (8 PTS) (M. Plumlee 4 AST),"[202330, 203486]",1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,In The Paint (Non-RA),8-16 Center,10.33,Made,8.0,M. Plumlee,203486.0,4.0,,,,,,,,,,,,,,
80,PT05M15.00S,2022-10-29T23:23:52.0Z,1,REGULAR,foul,personal,[],1630547,,,1610612744,20,13,2022-10-29T23:29:52Z,790000,,,0,,J. Bouknight personal FOUL (1 PF),"[1630547, 203952]",1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,1198.0,1.0,0.0,Wiggins,203952.0,,,
82,PT05M05.00S,2022-10-29T23:24:10.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201939,6.521024967148489,49.01960784313725,1610612744,20,15,2022-10-29T23:24:15Z,810000,5.0,9.0,1,left,S. Curry driving Layup (6 PTS),[201939],1610612744.0,GSW,driving,,,Curry,S. Curry,,,,,Restricted Area,0-8 Center,1.01,Made,6.0,,,,,,,,,,,,,,,,,
83,PT04M54.00S,2022-10-29T23:24:21.1Z,1,REGULAR,3pt,Jump Shot,[],1630547,62.63140604467805,30.88235294117647,1610612766,20,15,2022-10-29T23:24:26Z,820000,-96.0,299.0,1,right,MISS J. Bouknight 31' 3PT,[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,Above the Break 3,24+ Center,31.37,Missed,,,,,,,,,,,,,,,,,,
84,PT04M51.00S,2022-10-29T23:24:24.1Z,1,REGULAR,rebound,defensive,[],201939,,,1610612744,20,15,2022-10-29T23:24:26Z,830000,,,0,,S. Curry REBOUND (Off:0 Def:2),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Center,,,,,,,83.0,2.0,2.0,0.0,,,,,,,,,,
85,PT04M41.00S,2022-10-29T23:24:34.1Z,1,REGULAR,3pt,Jump Shot,[],1629673,33.98488830486202,46.568627450980394,1610612744,20,15,2022-10-29T23:24:41Z,840000,17.0,267.0,1,left,MISS J. Poole 26' step back 3PT,[1629673],1610612744.0,GSW,step back,,,Poole,J. Poole,,,,,Above the Break 3,24+ Center,26.76,Missed,,,,,,,,,,,,,,,,,,
86,PT04M37.00S,2022-10-29T23:24:38.1Z,1,REGULAR,rebound,defensive,[],203486,,,1610612766,20,15,2022-10-29T23:24:41Z,850000,,,0,,M. Plumlee REBOUND (Off:2 Def:3),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Above the Break 3,24+ Center,,,,,,,85.0,5.0,3.0,2.0,,,,,,,,,,
