actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
35,PT09M02.00S,2023-02-28T00:14:05.2Z,1,REGULAR,steal,,[],202692,,,1610612765,7,11,2023-02-28T00:14:07Z,350000,False,,,0,,A. Burks STEAL (1 STL),[202692],1610612765.0,DET,,,,Burks,A. Burks,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
36,PT08M57.00S,2023-02-28T00:14:10.4Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630164,91.67214191852825,51.225490196078425,1610612765,7,13,2023-02-28T00:22:44Z,360000,False,6.0,26.0,1,right,J. Wiseman running finger roll Layup (6 PTS),[1630164],1610612765.0,DET,running finger roll,,,Wiseman,J. Wiseman,,,,,Restricted Area,0-8 Center,2.65,Made,6.0,,,,,,,,,,,,,,,,,
37,PT08M44.00S,2023-02-28T00:14:23.1Z,1,REGULAR,3pt,Jump Shot,[],1630163,28.597240473061763,76.22549019607843,1610612766,10,13,2023-02-28T00:25:48Z,370000,False,-131.0,216.0,1,left,L. Ball 25' 3PT pullup (6 PTS),[1630163],1610612766.0,CHA,pullup,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,25.29,Made,6.0,,,,,,,,,,,,,,,,,
38,PT08M24.00S,2023-02-28T00:14:43.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203585,93.24901445466492,64.4607843137255,1610612765,10,13,2023-02-28T00:26:24Z,380000,False,72.0,11.0,1,right,MISS R. McGruder 7' driving finger roll Layup,[203585],1610612765.0,DET,driving finger roll,,,McGruder,R. McGruder,,,,,In The Paint (Non-RA),0-8 Center,7.31,Missed,,,,,,,,,,,,,,,,,,
40,PT08M21.00S,2023-02-28T00:14:46.9Z,1,REGULAR,rebound,defensive,[],1631109,,,1610612766,10,13,2023-02-28T00:14:50Z,400000,False,,,0,,M. Williams REBOUND (Off:0 Def:1),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,38.0,,,,,,1.0,1.0,0.0,,,,,
41,PT08M12.00S,2023-02-28T00:14:56.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202330,13.748357424441524,54.90196078431373,1610612766,12,13,2023-02-28T00:15:02Z,410000,False,-25.0,77.0,1,left,G. Hayward 8' fadeaway Jump Shot (4 PTS) (L. Ball 1 AST),"[202330, 1630163]",1610612766.0,CHA,fadeaway,,,Hayward,G. Hayward,,,,,In The Paint (Non-RA),8-16 Center,8.05,Made,4.0,L. Ball,1630163.0,1.0,,,,,,,,,,,,,,
43,PT07M52.00S,2023-02-28T00:15:15.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202692,92.9862023653088,47.05882352941176,1610612765,12,13,2023-02-28T00:15:22Z,430000,False,-15.0,13.0,1,right,MISS A. Burks driving Layup,[202692],1610612765.0,DET,driving,,,Burks,A. Burks,,,,,Restricted Area,0-8 Center,1.99,Missed,,,,,,,,,,,,,,,,,,
44,PT07M49.00S,2023-02-28T00:15:17.9Z,1,REGULAR,rebound,defensive,[],202330,,,1610612766,12,13,2023-02-28T00:15:18Z,440000,False,,,0,,G. Hayward REBOUND (Off:0 Def:2),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,Restricted Area,0-8 Center,,,,,,,43.0,,,,,,2.0,2.0,0.0,,,,,
45,PT07M46.00S,2023-02-28T00:15:21.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630163,33.85348226018397,58.82352941176471,1610612766,15,13,2023-02-28T00:27:41Z,450000,False,-44.0,266.0,1,left,L. Ball 26' 3PT running (9 PTS) (G. Hayward 2 AST),"[1630163, 202330]",1610612766.0,CHA,running,,,Ball,L. Ball,,,,,Above the Break 3,24+ Center,26.93,Made,9.0,G. Hayward,202330.0,2.0,,,,,,,,,,,,,,
47,PT07M31.00S,2023-02-28T00:15:37.3Z,1,REGULAR,2pt,Jump Shot,[],1630165,92.46057818659659,71.32352941176471,1610612765,15,13,2023-02-28T00:28:19Z,470000,False,107.0,18.0,1,right,MISS K. Hayes 10' pullup Shot,[1630165],1610612765.0,DET,pullup,,,Hayes,K. Hayes,,,,,Mid-Range,8-16 Right,10.82,Missed,,,,,,,,,,,,,,,,,,
48,PT07M27.00S,2023-02-28T00:15:40.2Z,1,REGULAR,rebound,defensive,[],1626179,,,1610612766,15,13,2023-02-28T00:15:40Z,480000,False,,,0,,T. Rozier REBOUND (Off:0 Def:1),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Mid-Range,8-16 Right,,,,,,,47.0,,,,,,1.0,1.0,0.0,,,,,
49,PT07M22.00S,2023-02-28T00:15:46.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630163,30.831143232588698,81.86274509803921,1610612766,18,13,2023-02-28T00:29:35Z,490000,False,-159.0,237.0,1,left,L. Ball 28' 3PT running (12 PTS) (T. Rozier 1 AST),"[1630163, 1626179]",1610612766.0,CHA,running,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,28.58,Made,12.0,T. Rozier,1626179.0,1.0,,,,,,,,,,,,,,
51,PT07M22.00S,2023-02-28T00:15:54.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,18,13,2023-02-28T00:15:54Z,510000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT07M13.00S,2023-02-28T00:18:57.2Z,1,REGULAR,3pt,Jump Shot,[],1630587,93.11760840998686,95.83333333333334,1610612765,18,13,2023-02-28T00:30:56Z,520000,False,229.0,12.0,1,right,MISS I. Livers 3PT,[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,Right Corner 3,24+ Right,22.95,Missed,,,,,,,,,,,,,,,,,,
53,PT07M10.00S,2023-02-28T00:19:00.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612765,18,13,2023-02-28T00:30:56Z,530000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,52.0,,,,,,,,,,,,,
55,PT07M03.00S,2023-02-28T00:19:21.7Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],202692,77.08607095926413,44.36274509803921,1610612765,18,15,2023-02-28T00:19:29Z,550000,False,-28.0,163.0,1,right,A. Burks 16' pullup Jump Shot (4 PTS),[202692],1610612765.0,DET,pullup,,,Burks,A. Burks,,,,,Mid-Range,16-24 Center,16.53,Made,4.0,,,,,,,,,,,,,,,,,
56,PT06M48.00S,2023-02-28T00:19:37.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626179,8.623521681997373,41.911764705882355,1610612766,18,15,2023-02-28T00:19:42Z,560000,False,40.0,29.0,1,left,MISS T. Rozier driving Layup - blocked,"[1626179, 1630165]",1610612766.0,CHA,driving,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),0-8 Center,4.95,Missed,,,,,,,,,,,,,,,,,Hayes,1630165.0
57,PT06M48.00S,2023-02-28T00:19:37.0Z,1,REGULAR,block,,[],1630165,,,1610612766,18,15,2023-02-28T00:32:10Z,570000,False,,,0,,K. Hayes BLOCK (1 BLK),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
58,PT06M45.00S,2023-02-28T00:19:40.0Z,1,REGULAR,rebound,defensive,[],1630165,,,1610612765,18,15,2023-02-28T00:19:42Z,580000,False,,,0,,K. Hayes REBOUND (Off:0 Def:1),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,56.0,,,,,,1.0,1.0,0.0,,,,,
59,PT06M31.00S,2023-02-28T00:19:53.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630164,89.30683311432325,50.245098039215684,1610612765,18,15,2023-02-28T00:19:59Z,590000,False,1.0,48.0,1,right,MISS J. Wiseman Hook,[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,In The Paint (Non-RA),0-8 Center,4.8,Missed,,,,,,,,,,,,,,,,,,
60,PT06M29.00S,2023-02-28T00:19:55.8Z,1,REGULAR,rebound,defensive,[],1626179,,,1610612766,18,15,2023-02-28T00:19:59Z,600000,False,,,0,,T. Rozier REBOUND (Off:0 Def:2),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,59.0,,,,,,2.0,2.0,0.0,,,,,
61,PT06M21.00S,2023-02-28T00:20:04.1Z,1,REGULAR,turnover,lost ball,[],1631109,,,1610612766,18,15,2023-02-28T00:20:12Z,610000,False,,,0,,M. Williams lost ball TURNOVER (1 TO),"[1631109, 1630165]",1610612766.0,CHA,,,,Williams,M. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1.0,Hayes,1630165.0,,
62,PT06M21.00S,2023-02-28T00:20:04.1Z,1,REGULAR,steal,,[],1630165,,,1610612765,18,15,2023-02-28T00:20:12Z,620000,False,,,0,,K. Hayes STEAL (2 STL),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
63,PT06M13.00S,2023-02-28T00:20:11.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630164,87.86136662286465,50.0,1610612765,18,15,2023-02-28T00:35:43Z,630000,False,0.0,62.0,1,right,MISS J. Wiseman 6' running Shot,[1630164],1610612765.0,DET,running,,,Wiseman,J. Wiseman,,,,,In The Paint (Non-RA),0-8 Center,6.16,Missed,,,,,,,,,,,,,,,,,,
64,PT06M11.00S,2023-02-28T00:20:13.1Z,1,REGULAR,rebound,defensive,[],1631109,,,1610612766,18,15,2023-02-28T00:20:18Z,640000,False,,,0,,M. Williams REBOUND (Off:0 Def:2),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,63.0,,,,,,2.0,2.0,0.0,,,,,
65,PT06M02.00S,2023-02-28T00:20:22.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1631109,13.091327201051248,50.245098039215684,1610612766,20,15,2023-02-28T00:20:27Z,650000,False,-1.0,71.0,1,left,M. Williams 7' Hook (4 PTS) (L. Ball 2 AST),"[1631109, 1630163]",1610612766.0,CHA,,,,Williams,M. Williams,,,,,In The Paint (Non-RA),0-8 Center,7.06,Made,4.0,L. Ball,1630163.0,2.0,,,,,,,,,,,,,,
67,PT05M36.00S,2023-02-28T00:20:48.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202692,92.72339027595268,52.20588235294118,1610612765,20,17,2023-02-28T00:20:53Z,670000,False,11.0,16.0,1,right,A. Burks reverse Layup (6 PTS),[202692],1610612765.0,DET,reverse,,,Burks,A. Burks,,,,,Restricted Area,0-8 Center,1.93,Made,6.0,,,,,,,,,,,,,,,,,
68,PT05M22.00S,2023-02-28T00:21:02.2Z,1,REGULAR,2pt,Jump Shot,[],202330,18.347568988173457,29.166666666666668,1610612766,22,17,2023-02-28T00:21:08Z,680000,False,104.0,120.0,1,left,G. Hayward 15' fadeaway Jump Shot (6 PTS),[202330],1610612766.0,CHA,fadeaway,,,Hayward,G. Hayward,,,,,Mid-Range,8-16 Right,15.89,Made,6.0,,,,,,,,,,,,,,,,,
69,PT05M10.00S,2023-02-28T00:21:15.0Z,1,REGULAR,turnover,bad pass,[],202692,,,1610612765,22,17,2023-02-28T00:21:20Z,690000,False,,,0,,A. Burks bad pass TURNOVER (1 TO),"[202692, 1630550]",1610612765.0,DET,,,,Burks,A. Burks,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1.0,Thor,1630550.0,,
70,PT05M10.00S,2023-02-28T00:21:15.0Z,1,REGULAR,steal,,[],1630550,,,1610612766,22,17,2023-02-28T00:38:31Z,700000,False,,,0,,J. Thor STEAL (1 STL),[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
71,PT05M04.00S,2023-02-28T00:21:21.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",202330,6.258212877792378,47.549019607843135,1610612766,24,17,2023-02-28T00:39:01Z,710000,False,12.0,6.0,1,left,G. Hayward running Layup (8 PTS) (L. Ball 3 AST),"[202330, 1630163]",1610612766.0,CHA,running,,,Hayward,G. Hayward,,,,,Restricted Area,0-8 Center,1.38,Made,8.0,L. Ball,1630163.0,3.0,,,,,,,,,,,,,,
73,PT04M49.00S,2023-02-28T00:21:35.6Z,1,REGULAR,3pt,Jump Shot,[],202692,63.9454664914586,35.294117647058826,1610612765,24,17,2023-02-28T00:21:42Z,730000,False,-74.0,286.0,1,right,MISS A. Burks 29' 3PT,[202692],1610612765.0,DET,,,,Burks,A. Burks,,,,,Above the Break 3,24+ Center,29.57,Missed,,,,,,,,,,,,,,,,,,
74,PT04M47.00S,2023-02-28T00:21:37.6Z,1,REGULAR,rebound,defensive,[],1630163,,,1610612766,24,17,2023-02-28T00:21:42Z,740000,False,,,0,,L. Ball REBOUND (Off:0 Def:1),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Center,,,,,,,73.0,,,,,,1.0,1.0,0.0,,,,,
75,PT04M45.00S,2023-02-28T00:21:40.3Z,1,REGULAR,turnover,bad pass,[],1630163,,,1610612766,24,17,2023-02-28T00:21:44Z,750000,False,,,0,,L. Ball bad pass TURNOVER (4 TO),"[1630163, 1630165]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,4.0,Hayes,1630165.0,,
76,PT04M45.00S,2023-02-28T00:21:40.3Z,1,REGULAR,steal,,[],1630165,,,1610612765,24,17,2023-02-28T00:21:42Z,760000,False,,,0,,K. Hayes STEAL (3 STL),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
77,PT04M41.00S,2023-02-28T00:21:44.1Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630587,70.38436268068331,18.137254901960784,1610612765,24,17,2023-02-28T00:39:59Z,770000,False,-159.0,226.0,1,right,MISS I. Livers 27' running 3PT,[1630587],1610612765.0,DET,running,,,Livers,I. Livers,,,,,Above the Break 3,24+ Left Center,27.64,Missed,,,,,,,,,,,,,,,,,,
78,PT04M37.00S,2023-02-28T00:21:48.1Z,1,REGULAR,rebound,defensive,[],1630163,,,1610612766,24,17,2023-02-28T00:21:49Z,780000,False,,,0,,L. Ball REBOUND (Off:0 Def:2),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,,,,,,,77.0,,,,,,2.0,2.0,0.0,,,,,
80,PT04M32.00S,2023-02-28T00:21:57.5Z,1,REGULAR,substitution,out,[],1630163,,,1610612766,24,17,2023-02-28T00:22:21Z,800000,False,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT04M32.00S,2023-02-28T00:21:57.5Z,1,REGULAR,substitution,out,[],1630550,,,1610612766,24,17,2023-02-28T00:22:21Z,810000,False,,,0,,SUB out: J. Thor,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT04M32.00S,2023-02-28T00:21:57.5Z,1,REGULAR,substitution,out,[],1631109,,,1610612766,24,17,2023-02-28T00:22:21Z,820000,False,,,0,,SUB out: M. Williams,[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT04M32.00S,2023-02-28T00:21:57.5Z,1,REGULAR,substitution,out,[],203585,,,1610612766,24,17,2023-02-28T00:22:21Z,830000,False,,,0,,SUB out: R. McGruder,[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT04M32.00S,2023-02-28T00:21:57.5Z,1,REGULAR,substitution,out,[],1630164,,,1610612766,24,17,2023-02-28T00:22:21Z,840000,False,,,0,,SUB out: J. Wiseman,[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M32.00S,2023-02-28T00:21:57.5Z,1,REGULAR,substitution,in,[],1628372,,,1610612766,24,17,2023-02-28T00:22:21Z,850000,False,,,0,,SUB in: D. Smith Jr.,[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
