shortFormattedClock,actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,jerseyNumber,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
08:42,40,PT08M42.00S,2022-12-06T00:14:30.6Z,1,REGULAR,rebound,defensive,[],202331,,,1610612746,5,6,2022-12-06T00:14:31Z,400000,False,,,0,,P. George REBOUND (Off:1 Def:1),[202331],13,1610612746.0,LAC,,,,George,P. George,,,,,Right Corner 3,24+ Right,,,39.0,2.0,1.0,1.0,,,,,,,,,,,,,,
08:35,41,PT08M35.00S,2022-12-06T00:14:36.5Z,1,REGULAR,3pt,Jump Shot,[],202694,76.42904073587385,10.784313725490197,1610612746,5,6,2022-12-06T00:14:41Z,410000,False,-196.0,169.0,1,right,MISS M. Morris Sr. 25' 3PT,[202694],8,1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,Above the Break 3,24+ Left Center,25.89,Missed,,,,,,,,,,,,,,,,,,
08:32,42,PT08M32.00S,2022-12-06T00:14:39.5Z,1,REGULAR,rebound,defensive,[],203486,,,1610612766,5,6,2022-12-06T00:14:41Z,420000,False,,,0,,M. Plumlee REBOUND (Off:0 Def:2),[203486],24,1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Above the Break 3,24+ Left Center,,,41.0,2.0,2.0,0.0,,,,,,,,,,,,,,
08:25,43,PT08M25.00S,2022-12-06T00:14:47.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626162,15.456636005256241,50.98039215686274,1610612766,5,6,2022-12-06T00:14:52Z,430000,False,-5.0,93.0,1,left,MISS K. Oubre Jr. 9' pullup Shot,[1626162],12,1610612766.0,CHA,pullup,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),8-16 Center,9.29,Missed,,,,,,,,,,,,,,,,,,
08:22,44,PT08M22.00S,2022-12-06T00:14:50.3Z,1,REGULAR,rebound,offensive,[],1626179,,,1610612766,5,6,2022-12-06T00:14:50Z,440000,False,,,0,,T. Rozier REBOUND (Off:1 Def:1),[1626179],3,1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),8-16 Center,,,43.0,2.0,1.0,1.0,,,,,,,,,,,,,,
08:17,45,PT08M17.00S,2022-12-06T00:14:54.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1626162,32.013797634691194,28.431372549019606,1610612766,8,6,2022-12-06T00:15:01Z,450000,False,108.0,248.0,1,left,K. Oubre Jr. 27' 3PT  (5 PTS) (J. McDaniels 3 AST),"[1626162, 1629667]",12,1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Right Center,27.08,Made,,,,,,,,5.0,J. McDaniels,1629667.0,3.0,,,,,,,
08:02,47,PT08M02.00S,2022-12-06T00:15:09.2Z,1,REGULAR,3pt,Jump Shot,[],202331,84.1819973718791,96.56862745098039,1610612746,8,9,2022-12-06T00:15:14Z,470000,False,233.0,96.0,1,right,P. George 25' 3PT step back (3 PTS),[202331],13,1610612746.0,LAC,step back,,,George,P. George,,,,,Above the Break 3,24+ Right Center,25.19,Made,,,,,,,,3.0,,,,,,,,,,
07:47,48,PT07M47.00S,2022-12-06T00:15:24.4Z,1,REGULAR,3pt,Jump Shot,[],1626162,7.440867279894875,3.6764705882352944,1610612766,8,9,2022-12-06T00:15:27Z,480000,False,232.0,17.0,1,left,MISS K. Oubre Jr. 3PT,[1626162],12,1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Right Corner 3,24+ Right,23.23,Missed,,,,,,,,,,,,,,,,,,
07:45,49,PT07M45.00S,2022-12-06T00:15:26.4Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,8,9,2022-12-06T00:15:27Z,490000,False,,,0,,I. Zubac REBOUND (Off:0 Def:1),[1627826],40,1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Right Corner 3,24+ Right,,,48.0,1.0,1.0,0.0,,,,,,,,,,,,,,
07:34,50,PT07M34.00S,2022-12-06T00:15:37.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202695,87.86136662286465,50.0,1610612746,8,11,2022-12-06T00:15:41Z,500000,False,0.0,62.0,1,right,K. Leonard 6' driving Hook (2 PTS),[202695],2,1610612746.0,LAC,driving,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),0-8 Center,6.16,Made,,,,,,,,2.0,,,,,,,,,,
07:29,51,PT07M29.00S,2022-12-06T00:15:45.3Z,1,REGULAR,foul,personal,['2freethrow'],202694,,,1610612766,8,11,2022-12-06T00:16:11Z,510000,False,,,0,,M. Morris Sr. shooting personal FOUL (1 PF) (McDaniels 2 FT),"[202694, 1629667]",8,1610612746.0,LAC,shooting,,,Morris Sr.,M. Morris Sr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,203591.0,,,1.0,0.0,McDaniels,1629667.0
07:29,53,PT07M29.00S,2022-12-06T00:16:12.5Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1629667,,,1610612766,9,11,2022-12-06T00:16:12Z,530000,False,,,0,,J. McDaniels Free Throw 1 of 2 (1 PTS),[1629667],6,1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,Made,,,,,,,,1.0,,,,,,,,,,
07:29,54,PT07M29.00S,2022-12-06T00:16:22.5Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1629667,,,1610612766,10,11,2022-12-06T00:16:22Z,540000,False,,,0,,J. McDaniels Free Throw 2 of 2 (2 PTS),[1629667],6,1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,Made,,,,,,,,2.0,,,,,,,,,,
07:19,55,PT07M19.00S,2022-12-06T00:16:36.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202331,92.72339027595268,54.90196078431373,1610612746,10,13,2022-12-06T00:16:41Z,550000,False,25.0,16.0,1,right,P. George driving Layup (5 PTS) (R. Jackson 1 AST),"[202331, 202704]",13,1610612746.0,LAC,driving,,,George,P. George,,,,,Restricted Area,0-8 Center,2.92,Made,,,,,,,,5.0,R. Jackson,202704.0,1.0,,,,,,,
07:09,57,PT07M09.00S,2022-12-06T00:16:46.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626179,14.931011826544022,45.588235294117645,1610612766,10,13,2022-12-06T00:16:55Z,570000,False,22.0,88.0,1,left,MISS T. Rozier 9' pullup Shot,[1626179],3,1610612766.0,CHA,pullup,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),8-16 Center,9.06,Missed,,,,,,,,,,,,,,,,,,
07:05,58,PT07M05.00S,2022-12-06T00:16:50.8Z,1,REGULAR,rebound,defensive,[],202695,,,1610612746,10,13,2022-12-06T00:16:55Z,580000,False,,,0,,K. Leonard REBOUND (Off:0 Def:2),[202695],2,1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),8-16 Center,,,57.0,2.0,2.0,0.0,,,,,,,,,,,,,,
07:01,59,PT07M01.00S,2022-12-06T00:16:55.9Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1627826,93.64323258869908,48.77450980392157,1610612746,10,15,2022-12-06T00:19:01Z,590000,False,-6.0,7.0,1,right,I. Zubac DUNK (2 PTS) (K. Leonard 1 AST),"[1627826, 202695]",40,1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,0.95,Made,,,,,,,,2.0,K. Leonard,202695.0,1.0,,,,,,,
07:01,61,PT07M01.00S,2022-12-06T00:17:00.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,10,15,2022-12-06T00:17:00Z,610000,False,,,0,,CHA Timeout,[],,1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:45,62,PT06M45.00S,2022-12-06T00:20:11.7Z,1,REGULAR,foul,personal,['2freethrow'],1627826,,,1610612766,10,15,2022-12-06T00:20:23Z,620000,False,,,0,,I. Zubac shooting personal FOUL (1 PF) (Oubre Jr. 2 FT),"[1627826, 1626162]",40,1610612746.0,LAC,shooting,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,203591.0,,,1.0,0.0,Oubre Jr.,1626162.0
06:45,64,PT06M45.00S,2022-12-06T00:20:34.8Z,1,REGULAR,freethrow,1 of 2,[],1626162,,,1610612766,11,15,2022-12-06T00:20:52Z,640000,False,,,0,,K. Oubre Jr. Free Throw 1 of 2 (6 PTS),[1626162],12,1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,Made,,,,,,,,6.0,,,,,,,,,,
06:45,65,PT06M45.00S,2022-12-06T00:20:34.8Z,1,REGULAR,freethrow,2 of 2,[],1626162,,,1610612766,11,15,2022-12-06T00:20:52Z,650000,False,,,0,,MISS K. Oubre Jr. Free Throw 2 of 2,[1626162],12,1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
06:42,66,PT06M42.00S,2022-12-06T00:20:37.8Z,1,REGULAR,rebound,defensive,[],202695,,,1610612746,11,15,2022-12-06T00:20:52Z,660000,False,,,0,,K. Leonard REBOUND (Off:0 Def:3),[202695],2,1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,,65.0,3.0,3.0,0.0,,,,,,,,,,,,,,
06:28,67,PT06M28.00S,2022-12-06T00:21:04.4Z,1,REGULAR,2pt,Jump Shot,[],202331,88.78120893561103,11.76470588235294,1610612746,11,17,2022-12-06T00:21:09Z,670000,False,-191.0,53.0,1,right,P. George 19' Jump Shot (7 PTS) (M. Morris Sr. 1 AST),"[202331, 202694]",13,1610612746.0,LAC,,,,George,P. George,,,,,Mid-Range,16-24 Left,19.84,Made,,,,,,,,7.0,M. Morris Sr.,202694.0,1.0,,,,,,,
06:14,69,PT06M14.00S,2022-12-06T00:21:18.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203486,11.251642575558476,47.794117647058826,1610612766,13,17,2022-12-06T00:21:23Z,690000,False,11.0,53.0,1,left,M. Plumlee driving Hook (2 PTS) (T. Rozier 1 AST),"[203486, 1626179]",24,1610612766.0,CHA,driving,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),0-8 Center,5.44,Made,,,,,,,,2.0,T. Rozier,1626179.0,1.0,,,,,,,
06:10,71,PT06M10.00S,2022-12-06T00:21:22.2Z,1,REGULAR,turnover,bad pass,[],1627826,,,1610612746,13,17,2022-12-06T00:21:29Z,710000,False,,,0,,I. Zubac bad pass TURNOVER (1 TO),"[1627826, 1626179]",40,1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1.0,Rozier,1626179.0,,,,,,,,,,,
06:10,72,PT06M10.00S,2022-12-06T00:21:22.2Z,1,REGULAR,steal,,[],1626179,,,1610612766,13,17,2022-12-06T00:21:25Z,720000,False,,,0,,T. Rozier STEAL (1 STL),[1626179],3,1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
06:07,73,PT06M07.00S,2022-12-06T00:21:27.2Z,1,REGULAR,foul,personal,['2freethrow'],202331,,,1610612766,13,17,2022-12-06T00:21:38Z,730000,False,,,0,,P. George shooting personal FOUL (1 PF) (Oubre Jr. 2 FT),"[202331, 1626162]",13,1610612746.0,LAC,shooting,,,George,P. George,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,2003.0,,,1.0,0.0,Oubre Jr.,1626162.0
06:07,75,PT06M07.00S,2022-12-06T00:21:51.4Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1626162,,,1610612766,13,17,2022-12-06T00:21:51Z,750000,False,,,0,,MISS K. Oubre Jr. Free Throw 1 of 2,[1626162],12,1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
06:07,76,PT06M07.00S,2022-12-06T00:21:51.4Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612766,13,17,2022-12-06T00:21:51Z,760000,False,,,0,,TEAM offensive REBOUND,[],,1610612766.0,CHA,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,
06:07,77,PT06M07.00S,2022-12-06T00:21:52.9Z,1,REGULAR,substitution,out,[],1626179,,,1610612766,13,17,2022-12-06T00:22:00Z,770000,False,,,0,,SUB out: T. Rozier,[1626179],3,1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,
06:07,78,PT06M07.00S,2022-12-06T00:21:52.9Z,1,REGULAR,substitution,in,[],1630177,,,1610612766,13,17,2022-12-06T00:22:00Z,780000,False,,,0,,SUB in: T. Maledon,[1630177],9,1610612766.0,CHA,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,,,
06:07,79,PT06M07.00S,2022-12-06T00:22:08.9Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1626162,,,1610612766,14,17,2022-12-06T00:22:08Z,790000,False,,,0,,K. Oubre Jr. Free Throw 2 of 2 (7 PTS),[1626162],12,1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,Made,,,,,,,,7.0,,,,,,,,,,
05:52,80,PT05M52.00S,2022-12-06T00:22:26.4Z,1,REGULAR,3pt,Jump Shot,[],202704,93.24901445466492,96.81372549019608,1610612746,14,17,2022-12-06T00:22:32Z,800000,False,234.0,11.0,1,right,MISS R. Jackson 3PT,[202704],1,1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,Right Corner 3,24+ Right,23.44,Missed,,,,,,,,,,,,,,,,,,
05:49,81,PT05M49.00S,2022-12-06T00:22:29.4Z,1,REGULAR,rebound,defensive,[],1629667,,,1610612766,14,17,2022-12-06T00:22:32Z,810000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:2),[1629667],6,1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,Right Corner 3,24+ Right,,,80.0,2.0,2.0,0.0,,,,,,,,,,,,,,
