actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
25,PT09M42.00S,2022-11-17T00:13:14.6Z,1,REGULAR,3pt,Jump Shot,[],1626162,91.40932982917214,4.166666666666666,1610612766,4,2,2022-11-17T00:13:19Z,250000,False,-229.0,28.0,1,right,MISS K. Oubre Jr. 3PT,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Left Corner 3,24+ Left,23.09,Missed,,,,,,,,,,,,,,,,,,
26,PT09M39.00S,2022-11-17T00:13:17.6Z,1,REGULAR,rebound,defensive,[],1629614,,,1610612754,4,2,2022-11-17T00:13:19Z,260000,False,,,0,,A. Nembhard REBOUND (Off:0 Def:1),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Left Corner 3,24+ Left,,,25.0,1.0,1.0,0.0,,,,,,,,,,,,,,
27,PT09M26.00S,2022-11-17T00:13:30.0Z,1,REGULAR,2pt,Jump Shot,[],1629614,19.267411300919843,22.30392156862745,1610612754,4,4,2022-11-17T00:13:34Z,270000,False,138.0,129.0,1,left,A. Nembhard 18' pullup Jump Shot (2 PTS),[1629614],1610612754.0,IND,pullup,,,Nembhard,A. Nembhard,,,,,Mid-Range,16-24 Right Center,18.9,Made,,,,,2.0,,,,,,,,,,,,,
28,PT09M19.00S,2022-11-17T00:13:45.8Z,1,REGULAR,3pt,Jump Shot,[],1629023,70.64717477003943,77.69607843137256,1610612766,4,4,2022-11-17T00:13:50Z,280000,False,138.0,223.0,1,right,MISS P. Washington 26' 3PT,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Right Center,26.28,Missed,,,,,,,,,,,,,,,,,,
29,PT09M19.00S,2022-11-17T00:13:45.8Z,1,REGULAR,rebound,defensive,[],1630169,,,1610612754,4,4,2022-11-17T00:13:50Z,290000,False,,,0,,T. Haliburton REBOUND (Off:0 Def:1),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Right Center,,,28.0,1.0,1.0,0.0,,,,,,,,,,,,,,
31,PT09M10.00S,2022-11-17T00:14:43.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629614,16.63929040735874,53.67647058823529,1610612754,4,6,2022-11-17T00:14:47Z,310000,False,-18.0,104.0,1,left,A. Nembhard 10' step back Jump Shot (4 PTS) (M. Turner 1 AST),"[1629614, 1626167]",1610612754.0,IND,step back,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),8-16 Center,10.55,Made,,,,,4.0,,,M. Turner,1626167.0,1.0,,,,,,,,
33,PT08M59.00S,2022-11-17T00:14:55.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203486,92.59198423127464,49.754901960784316,1610612766,6,6,2022-11-17T00:14:59Z,330000,False,-1.0,17.0,1,right,M. Plumlee DUNK (6 PTS) (P. Washington 1 AST),"[203486, 1629023]",1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,1.71,Made,,,,,6.0,,,P. Washington,1629023.0,1.0,,,,,,,,
35,PT08M55.00S,2022-11-17T00:15:02.5Z,1,REGULAR,foul,personal,['2freethrow'],1629023,,,1610612754,6,6,2022-11-17T00:15:23Z,350000,False,,,0,,P. Washington shooting personal FOUL (1 PF) (Hield 2 FT),"[1629023, 1627741]",1610612766.0,CHA,shooting,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,,,,,,1626300.0,,,,,,,1.0,0.0,Hield,1627741.0,,
37,PT08M55.00S,2022-11-17T00:15:27.4Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1627741,,,1610612754,6,7,2022-11-17T00:15:27Z,370000,False,,,0,,B. Hield Free Throw 1 of 2 (1 PTS),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
38,PT08M55.00S,2022-11-17T00:15:41.3Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1627741,,,1610612754,6,8,2022-11-17T00:15:41Z,380000,False,,,0,,B. Hield Free Throw 2 of 2 (2 PTS),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
39,PT08M43.00S,2022-11-17T00:15:56.3Z,1,REGULAR,turnover,bad pass,[],1630163,,,1610612766,6,8,2022-11-17T00:16:02Z,390000,False,,,0,,L. Ball bad pass TURNOVER (1 TO),"[1630163, 1630169]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,Mid-Range,16-24 Center,,,,,,,,,1.0,,,,Haliburton,1630169.0,,,,,,
40,PT08M43.00S,2022-11-17T00:15:56.3Z,1,REGULAR,steal,,[],1630169,,,1610612754,6,8,2022-11-17T00:15:58Z,400000,False,,,0,,T. Haliburton STEAL (1 STL),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
41,PT08M38.00S,2022-11-17T00:16:00.5Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630169,5.995400788436268,47.794117647058826,1610612754,6,10,2022-11-17T00:16:22Z,410000,False,11.0,4.0,1,left,T. Haliburton running Layup (2 PTS) (B. Hield 1 AST),"[1630169, 1627741]",1610612754.0,IND,running,,,Haliburton,T. Haliburton,,,,,Restricted Area,0-8 Center,1.17,Made,,,,,2.0,,,B. Hield,1627741.0,1.0,,,,,,,,
43,PT08M11.00S,2022-11-17T00:16:27.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626179,92.72339027595268,53.431372549019606,1610612766,6,10,2022-11-17T00:16:31Z,430000,False,17.0,16.0,1,right,MISS T. Rozier driving Layup,[1626179],1610612766.0,CHA,driving,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,2.34,Missed,,,,,,,,,,,,,,,,,,
44,PT08M09.00S,2022-11-17T00:16:29.1Z,1,REGULAR,rebound,defensive,[],1630188,,,1610612754,6,10,2022-11-17T00:16:31Z,440000,False,,,0,,J. Smith REBOUND (Off:0 Def:2),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,43.0,2.0,2.0,0.0,,,,,,,,,,,,,,
45,PT07M58.00S,2022-11-17T00:16:39.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626167,12.302890932982917,36.51960784313725,1610612754,6,12,2022-11-17T00:16:44Z,450000,False,67.0,63.0,1,left,M. Turner 9' turnaround bank Jump Shot (4 PTS) (B. Hield 2 AST),"[1626167, 1627741]",1610612754.0,IND,turnaround bank,,,Turner,M. Turner,,,,,In The Paint (Non-RA),8-16 Right,9.23,Made,,,,,4.0,,,B. Hield,1627741.0,2.0,,,,,,,,
47,PT07M45.00S,2022-11-17T00:16:52.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203486,90.62089356110381,50.0,1610612766,6,12,2022-11-17T00:16:57Z,470000,False,0.0,36.0,1,right,MISS M. Plumlee cutting Layup - blocked,"[203486, 1626167]",1610612766.0,CHA,cutting,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,3.57,Missed,,,,,,,,,,,,,,,,,Turner,1626167.0
48,PT07M45.00S,2022-11-17T00:16:52.5Z,1,REGULAR,block,,[],1626167,,,1610612766,6,12,2022-11-17T00:16:55Z,480000,False,,,0,,M. Turner BLOCK (1 BLK),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
49,PT07M42.00S,2022-11-17T00:16:55.5Z,1,REGULAR,rebound,offensive,[],1626162,,,1610612766,6,12,2022-11-17T00:16:57Z,490000,False,,,0,,K. Oubre Jr. REBOUND (Off:1 Def:0),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,,,47.0,1.0,0.0,1.0,,,,,,,,,,,,,,
50,PT07M36.00S,2022-11-17T00:17:02.0Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1630163,83.78777923784494,30.88235294117647,1610612766,8,12,2022-11-17T00:17:07Z,500000,False,-96.0,100.0,1,right,L. Ball 13' driving floating Jump Shot (2 PTS) (T. Rozier 2 AST),"[1630163, 1626179]",1610612766.0,CHA,driving floating,,,Ball,L. Ball,,,,,Mid-Range,8-16 Left,13.83,Made,,,,,2.0,,,T. Rozier,1626179.0,2.0,,,,,,,,
52,PT07M26.00S,2022-11-17T00:17:12.0Z,1,REGULAR,2pt,Jump Shot,[],1627741,22.421156373193167,47.30392156862745,1610612754,8,12,2022-11-17T00:17:18Z,520000,False,13.0,158.0,1,left,MISS B. Hield 15' floating Shot,[1627741],1610612754.0,IND,floating,,,Hield,B. Hield,,,,,Mid-Range,8-16 Center,15.89,Missed,,,,,,,,,,,,,,,,,,
53,PT07M24.00S,2022-11-17T00:17:14.0Z,1,REGULAR,rebound,defensive,[],1630163,,,1610612766,8,12,2022-11-17T00:17:18Z,530000,False,,,0,,L. Ball REBOUND (Off:0 Def:1),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Mid-Range,8-16 Center,,,52.0,1.0,1.0,0.0,,,,,,,,,,,,,,
54,PT07M20.00S,2022-11-17T00:17:19.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630163,90.22667542706965,50.245098039215684,1610612766,8,12,2022-11-17T00:17:25Z,540000,False,1.0,39.0,1,right,MISS L. Ball running Layup,[1630163],1610612766.0,CHA,running,,,Ball,L. Ball,,,,,Restricted Area,0-8 Center,3.94,Missed,,,,,,,,,,,,,,,,,,
55,PT07M20.00S,2022-11-17T00:17:21.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612766,8,12,2022-11-17T00:17:21Z,550000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Restricted Area,0-8 Center,,,54.0,,,,,,,,,,,,,,,,,
57,PT07M13.00S,2022-11-17T00:17:52.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626179,93.11760840998686,54.90196078431373,1610612766,8,12,2022-11-17T00:17:56Z,570000,False,25.0,12.0,1,right,MISS T. Rozier driving Layup,[1626179],1610612766.0,CHA,driving,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,2.74,Missed,,,,,,,,,,,,,,,,,,
59,PT07M10.00S,2022-11-17T00:17:55.9Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612754,8,12,2022-11-17T00:17:56Z,590000,False,,,0,,M. Turner REBOUND (Off:0 Def:2),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,57.0,2.0,2.0,0.0,,,,,,,,,,,,,,
60,PT06M58.00S,2022-11-17T00:18:06.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630188,6.521024967148489,45.588235294117645,1610612754,8,12,2022-11-17T00:18:10Z,600000,False,22.0,9.0,1,left,MISS J. Smith driving Layup,[1630188],1610612754.0,IND,driving,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,2.38,Missed,,,,,,,,,,,,,,,,,,
61,PT06M56.00S,2022-11-17T00:18:08.8Z,1,REGULAR,rebound,defensive,[],1629023,,,1610612766,8,12,2022-11-17T00:18:10Z,610000,False,,,0,,P. Washington REBOUND (Off:0 Def:1),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,60.0,1.0,1.0,0.0,,,,,,,,,,,,,,
62,PT06M54.00S,2022-11-17T00:18:13.8Z,1,REGULAR,foul,personal,['2freethrow'],1626167,,,1610612766,8,12,2022-11-17T00:18:37Z,620000,False,,,0,,M. Turner shooting personal FOUL (1 PF) (Washington 2 FT),"[1626167, 1629023]",1610612754.0,IND,shooting,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,,,,,,1626300.0,,,,,,,1.0,0.0,Washington,1629023.0,,
64,PT06M54.00S,2022-11-17T00:18:42.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,8,12,2022-11-17T00:18:42Z,640000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M54.00S,2022-11-17T00:18:43.8Z,1,REGULAR,substitution,out,[],1626167,,,1610612766,8,12,2022-11-17T00:21:12Z,650000,False,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M54.00S,2022-11-17T00:18:43.8Z,1,REGULAR,substitution,in,[],1630543,,,1610612766,8,12,2022-11-17T00:21:12Z,660000,False,,,0,,SUB in: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M54.00S,2022-11-17T00:21:26.9Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1629023,,,1610612766,9,12,2022-11-17T00:21:26Z,670000,False,,,0,,P. Washington Free Throw 1 of 2 (1 PTS),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
68,PT06M54.00S,2022-11-17T00:21:41.3Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1629023,,,1610612766,10,12,2022-11-17T00:21:41Z,680000,False,,,0,,P. Washington Free Throw 2 of 2 (2 PTS),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
69,PT06M43.00S,2022-11-17T00:21:57.5Z,1,REGULAR,3pt,Jump Shot,[],1630188,4.155716162943495,95.58823529411765,1610612754,10,12,2022-11-17T00:22:02Z,690000,False,-228.0,-13.0,1,left,MISS J. Smith 3PT,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Left Corner 3,24+ Left,22.83,Missed,,,,,,,,,,,,,,,,,,
70,PT06M39.00S,2022-11-17T00:22:01.5Z,1,REGULAR,rebound,defensive,[],203486,,,1610612766,10,12,2022-11-17T00:22:02Z,700000,False,,,0,,M. Plumlee REBOUND (Off:1 Def:2),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Left Corner 3,24+ Left,,,69.0,3.0,2.0,1.0,,,,,,,,,,,,,,
71,PT06M35.00S,2022-11-17T00:22:07.3Z,1,REGULAR,foul,personal,['2freethrow'],1629614,,,1610612766,10,12,2022-11-17T00:22:27Z,710000,False,,,0,,A. Nembhard shooting personal FOUL (1 PF) (Ball 2 FT),"[1629614, 1630163]",1610612754.0,IND,shooting,,,Nembhard,A. Nembhard,,,,,Restricted Area,0-8 Center,,,,,,,,2882.0,,,,,,,1.0,0.0,Ball,1630163.0,,
73,PT06M35.00S,2022-11-17T00:22:34.5Z,1,REGULAR,freethrow,1 of 2,[],1630163,,,1610612766,10,12,2022-11-17T00:22:34Z,730000,False,,,0,,MISS L. Ball Free Throw 1 of 2,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
74,PT06M35.00S,2022-11-17T00:22:34.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612766,10,12,2022-11-17T00:22:34Z,740000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,73.0,,,,,,,,,,,,,,,,,
75,PT06M35.00S,2022-11-17T00:22:36.7Z,1,REGULAR,substitution,out,[],1629614,,,1610612766,10,12,2022-11-17T00:22:41Z,750000,False,,,0,,SUB out: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M35.00S,2022-11-17T00:22:36.7Z,1,REGULAR,substitution,in,[],1631097,,,1610612766,10,12,2022-11-17T00:22:41Z,760000,False,,,0,,SUB in: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M35.00S,2022-11-17T00:22:56.2Z,1,REGULAR,freethrow,2 of 2,[],1630163,,,1610612766,11,12,2022-11-17T00:22:56Z,770000,False,,,0,,L. Ball Free Throw 2 of 2 (3 PTS),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
78,PT06M23.00S,2022-11-17T00:23:08.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627741,7.703679369250986,54.65686274509803,1610612754,11,12,2022-11-17T00:23:17Z,780000,False,-23.0,20.0,1,left,MISS B. Hield driving Layup - blocked,"[1627741, 203486]",1610612754.0,IND,driving,,,Hield,B. Hield,,,,,Restricted Area,0-8 Center,3.06,Missed,,,,,,,,,,,,,,,,,Plumlee,203486.0
79,PT06M23.00S,2022-11-17T00:23:08.0Z,1,REGULAR,block,,[],203486,,,1610612754,11,12,2022-11-17T00:23:10Z,790000,False,,,0,,M. Plumlee BLOCK (1 BLK),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
80,PT06M20.00S,2022-11-17T00:23:11.0Z,1,REGULAR,rebound,defensive,[],1626162,,,1610612766,11,12,2022-11-17T00:23:17Z,800000,False,,,0,,K. Oubre Jr. REBOUND (Off:1 Def:1),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,,,78.0,2.0,1.0,1.0,,,,,,,,,,,,,,
81,PT06M18.00S,2022-11-17T00:23:13.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1626179,92.59198423127464,44.85294117647059,1610612766,13,12,2022-11-17T00:24:22Z,810000,False,-26.0,17.0,1,right,T. Rozier running Layup (2 PTS) (K. Oubre Jr. 1 AST),"[1626179, 1626162]",1610612766.0,CHA,running,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,3.09,Made,,,,,2.0,,,K. Oubre Jr.,1626162.0,1.0,,,,,,,,
83,PT06M11.00S,2022-11-17T00:23:20.4Z,1,REGULAR,3pt,Jump Shot,[],1630169,30.962549277266753,21.813725490196077,1610612754,13,15,2022-11-17T00:24:40Z,830000,False,141.0,239.0,1,left,T. Haliburton 27' 3PT pullup (5 PTS),[1630169],1610612754.0,IND,pullup,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Right Center,27.7,Made,,,,,5.0,,,,,,,,,,,,,
84,PT05M43.00S,2022-11-17T00:23:50.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630163,87.86136662286465,52.20588235294118,1610612766,13,15,2022-11-17T00:25:04Z,850000,False,11.0,62.0,1,right,MISS L. Ball 6' driving Layup - blocked,"[1630163, 1630543]",1610612766.0,CHA,driving,,,Ball,L. Ball,,,,,In The Paint (Non-RA),0-8 Center,6.26,Missed,,,,,,,,,,,,,,,,,Jackson,1630543.0
