actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
336,PT12M00.00S,2022-10-22T00:02:58.6Z,3,REGULAR,substitution,out,['startperiod'],1630230,,,1610612740,51,61,2022-10-22T00:16:46Z,3260000,,,0,,SUB out: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT12M00.00S,2022-10-22T00:02:58.6Z,3,REGULAR,substitution,out,['startperiod'],1626204,,,1610612740,51,61,2022-10-22T00:16:46Z,3270000,,,0,,SUB out: L. Nance Jr.,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT12M00.00S,2022-10-22T00:02:58.6Z,3,REGULAR,substitution,in,['startperiod'],1629023,,,1610612740,51,61,2022-10-22T00:16:46Z,3280000,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT12M00.00S,2022-10-22T00:02:58.6Z,3,REGULAR,substitution,in,['startperiod'],203486,,,1610612740,51,61,2022-10-22T00:16:46Z,3290000,,,0,,SUB in: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT12M00.00S,2022-10-22T00:02:58.6Z,3,REGULAR,substitution,in,['startperiod'],202685,,,1610612740,51,61,2022-10-22T00:16:46Z,3300000,,,0,,SUB in: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT12M00.00S,2022-10-22T00:02:58.6Z,3,REGULAR,substitution,in,['startperiod'],1630529,,,1610612740,51,61,2022-10-22T00:16:46Z,3310000,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT12M00.00S,2022-10-22T00:16:48.9Z,3,REGULAR,period,start,[],0,,,1610612740,51,61,2022-10-22T00:16:48Z,3320000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT11M44.00S,2022-10-22T00:17:06.2Z,3,REGULAR,foul,personal,['2freethrow'],202330,,,1610612740,51,61,2022-10-22T00:17:27Z,3330000,,,0,,G. Hayward shooting personal FOUL (1 PF) (Williamson 2 FT),"[202330, 1629627]",1610612766.0,CHA,shooting,,,Hayward,G. Hayward,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1830.0,1.0,0.0,Williamson,1629627.0
345,PT11M44.00S,2022-10-22T00:17:31.4Z,3,REGULAR,freethrow,1 of 2,[],1629627,,,1610612740,51,61,2022-10-22T00:17:31Z,3350000,,,0,,MISS Z. Williamson Free Throw 1 of 2,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
346,PT11M44.00S,2022-10-22T00:17:31.4Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,51,61,2022-10-22T00:17:31Z,3360000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,345.0,,,,,,,,,,,,,,,,,
347,PT11M44.00S,2022-10-22T00:17:48.7Z,3,REGULAR,freethrow,2 of 2,[],1629627,,,1610612740,51,62,2022-10-22T00:17:48Z,3370000,,,0,,Z. Williamson Free Throw 2 of 2 (8 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
348,PT11M30.00S,2022-10-22T00:18:02.4Z,3,REGULAR,2pt,Jump Shot,[],1629023,78.13731931668858,36.76470588235294,1610612766,51,62,2022-10-22T00:18:07Z,3380000,-66.0,153.0,1,right,MISS P. Washington 16' step back Shot,[1629023],1610612766.0,CHA,step back,,,Washington,P. Washington,,,,,Mid-Range,16-24 Left Center,16.67,Missed,,,,,,,,,,,,,,,,,,
349,PT11M27.00S,2022-10-22T00:18:05.4Z,3,REGULAR,rebound,defensive,[],1627742,,,1610612740,51,62,2022-10-22T00:18:07Z,3390000,,,0,,B. Ingram REBOUND (Off:0 Def:5),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Mid-Range,16-24 Left Center,,,348.0,5.0,5.0,0.0,,,,,,,,,,,,,,
350,PT11M21.00S,2022-10-22T00:18:14.7Z,3,REGULAR,turnover,out-of-bounds,[],1629627,,,1610612740,51,62,2022-10-22T00:18:19Z,3400000,,,0,,Z. Williamson lost ball out-of-bounds TURNOVER (1 TO),[1629627],1610612740.0,NOP,lost ball,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1.0,,,201638.0,,,,
351,PT11M13.00S,2022-10-22T00:18:24.8Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1626179,72.88107752956637,17.15686274509804,1610612766,54,62,2022-10-22T00:18:29Z,3410000,-164.0,202.0,1,right,T. Rozier 26' 3PT  (15 PTS),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Left Center,26.06,Made,,,,,15.0,,,,,,,,,,,,,
352,PT11M04.00S,2022-10-22T00:18:33.3Z,3,REGULAR,turnover,lost ball,[],1629627,,,1610612740,54,62,2022-10-22T00:18:39Z,3420000,,,0,,Z. Williamson lost ball TURNOVER (2 TO),"[1629627, 1629023]",1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,2.0,Washington,1629023.0,,,,,
353,PT11M04.00S,2022-10-22T00:18:33.3Z,3,REGULAR,steal,,[],1629023,,,1610612766,54,62,2022-10-22T00:18:35Z,3430000,,,0,,P. Washington STEAL (1 STL),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
354,PT11M00.00S,2022-10-22T00:18:38.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626162,91.27792378449409,46.32352941176471,1610612766,54,62,2022-10-22T00:18:44Z,3440000,-18.0,29.0,1,right,MISS K. Oubre Jr. running Layup,[1626162],1610612766.0,CHA,running,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,3.48,Missed,,,,,,,,,,,,,,,,,,
355,PT10M58.00S,2022-10-22T00:18:40.1Z,3,REGULAR,rebound,defensive,[],202685,,,1610612740,54,62,2022-10-22T00:18:44Z,3450000,,,0,,J. Valanciunas REBOUND (Off:2 Def:7),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,354.0,9.0,7.0,2.0,,,,,,,,,,,,,,
356,PT10M49.00S,2022-10-22T00:18:49.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,18.873193166885677,55.14705882352941,1610612740,54,64,2022-10-22T00:18:52Z,3460000,-26.0,125.0,1,left,C. McCollum 12' pullup Jump Shot (11 PTS),[203468],1610612740.0,NOP,pullup,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),8-16 Center,12.75,Made,,,,,11.0,,,,,,,,,,,,,
357,PT10M29.00S,2022-10-22T00:19:09.4Z,3,REGULAR,3pt,Jump Shot,[],1626179,93.11760840998686,5.147058823529411,1610612766,54,64,2022-10-22T00:19:17Z,3470000,-224.0,12.0,1,right,MISS T. Rozier fadeaway 3PT,[1626179],1610612766.0,CHA,fadeaway,,,Rozier,T. Rozier,,,,,Left Corner 3,24+ Left,22.46,Missed,,,,,,,,,,,,,,,,,,
358,PT10M26.00S,2022-10-22T00:19:12.4Z,3,REGULAR,rebound,offensive,[],1629023,,,1610612766,54,64,2022-10-22T00:19:17Z,3480000,,,0,,P. Washington REBOUND (Off:1 Def:1),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Left Corner 3,24+ Left,,,357.0,2.0,1.0,1.0,,,,,,,,,,,,,,
359,PT10M25.00S,2022-10-22T00:19:13.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629023,92.59198423127464,51.71568627450981,1610612766,54,64,2022-10-22T00:21:10Z,3490000,9.0,17.0,1,right,MISS P. Washington putback Layup,[1629023],1610612766.0,CHA,putback,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,1.91,Missed,,,,,,,,,,,,,,,,,,
360,PT10M21.00S,2022-10-22T00:19:17.1Z,3,REGULAR,rebound,offensive,[],1626179,,,1610612766,54,64,2022-10-22T00:21:10Z,3500000,,,0,,T. Rozier REBOUND (Off:2 Def:1),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,,,359.0,3.0,1.0,2.0,,,,,,,,,,,,,,
361,PT10M21.00S,2022-10-22T00:19:16.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626179,94.40999984741211,50.0,1610612766,54,64,2022-10-22T00:19:16Z,3510000,0.0,0.0,1,right,MISS T. Rozier tip Layup,[1626179],1610612766.0,CHA,tip,,,Rozier,T. Rozier,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
362,PT10M21.00S,2022-10-22T00:19:16.8Z,3,REGULAR,rebound,defensive,[],202685,,,1610612740,54,64,2022-10-22T00:19:16Z,3520000,,,0,,J. Valanciunas REBOUND (Off:2 Def:8),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Mid-Range,8-16 Left,,,361.0,10.0,8.0,2.0,,,,,,,,,,,,,,
363,PT10M14.00S,2022-10-22T00:19:29.7Z,3,REGULAR,foul,personal,[],1626162,,,1610612740,54,64,2022-10-22T00:19:43Z,3530000,,,0,,K. Oubre Jr. personal FOUL (1 PF),"[1626162, 1627742]",1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,201638.0,1.0,0.0,Ingram,1627742.0
365,PT10M03.00S,2022-10-22T00:20:00.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627742,7.178055190538765,63.970588235294116,1610612740,54,64,2022-10-22T00:20:07Z,3550000,-70.0,15.0,1,left,MISS B. Ingram 7' turnaround fadeaway Shot,[1627742],1610612740.0,NOP,turnaround fadeaway,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),0-8 Center,7.15,Missed,,,,,,,,,,,,,,,,,,
366,PT10M00.00S,2022-10-22T00:20:03.7Z,3,REGULAR,rebound,offensive,[],202685,,,1610612740,54,64,2022-10-22T00:20:03Z,3560000,,,0,,J. Valanciunas REBOUND (Off:3 Def:8),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),0-8 Center,,,365.0,11.0,8.0,3.0,,,,,,,,,,,,,,
367,PT09M59.00S,2022-10-22T00:20:05.2Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],203468,31.09395532194481,64.95098039215686,1610612740,54,67,2022-10-22T00:20:09Z,3570000,-75.0,240.0,1,left,C. McCollum 25' 3PT  (14 PTS) (B. Ingram 5 AST),"[203468, 1627742]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Center,25.12,Made,,,,,14.0,B. Ingram,1627742.0,5.0,,,,,,,,,,
369,PT09M52.00S,2022-10-22T00:20:18.8Z,3,REGULAR,foul,personal,[],203468,,,1610612766,54,67,2022-10-22T00:20:34Z,3590000,,,0,,C. McCollum personal FOUL (3 PF),"[203468, 202330]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,201638.0,3.0,0.0,Hayward,202330.0
371,PT09M36.00S,2022-10-22T00:20:48.6Z,3,REGULAR,3pt,Jump Shot,[],1629023,91.5407358738502,97.05882352941177,1610612766,57,67,2022-10-22T00:20:52Z,3610000,235.0,27.0,1,right,P. Washington 3PT  (6 PTS) (T. Rozier 5 AST),"[1629023, 1626179]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,Right Corner 3,24+ Right,23.68,Made,,,,,6.0,T. Rozier,1626179.0,5.0,,,,,,,,,,
374,PT09M23.00S,2022-10-22T00:21:22.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,6.258212877792378,45.34313725490196,1610612740,57,67,2022-10-22T00:21:25Z,3640000,23.0,6.0,1,left,MISS Z. Williamson driving Layup,[1629627],1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,2.41,Missed,,,,,,,,,,,,,,,,,,
375,PT09M23.00S,2022-10-22T00:21:24.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612740,57,67,2022-10-22T00:21:24Z,3650000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Restricted Area,0-8 Center,,,374.0,,,,,,,,,,,,,,,,,
377,PT09M11.00S,2022-10-22T00:21:53.5Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1627742,16.770696452036795,44.85294117647059,1610612740,57,69,2022-10-22T00:21:57Z,3670000,26.0,105.0,1,left,B. Ingram 10' fadeaway Jump Shot (14 PTS),[1627742],1610612740.0,NOP,fadeaway,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),8-16 Center,10.82,Made,,,,,14.0,,,,,,,,,,,,,
378,PT08M48.00S,2022-10-22T00:22:16.0Z,3,REGULAR,3pt,Jump Shot,[],1626162,65.52233902759527,51.225490196078425,1610612766,60,69,2022-10-22T00:22:20Z,3680000,6.0,272.0,1,right,K. Oubre Jr. 27' 3PT  (11 PTS) (T. Rozier 6 AST),"[1626162, 1626179]",1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Center,27.17,Made,,,,,11.0,T. Rozier,1626179.0,6.0,,,,,,,,,,
380,PT08M39.00S,2022-10-22T00:22:30.0Z,3,REGULAR,foul,personal,[],1629023,,,1610612740,60,69,2022-10-22T00:22:38Z,3700000,,,0,,P. Washington personal FOUL (3 PF),"[1629023, 1629627]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,1627524.0,3.0,0.0,Williamson,1629627.0
382,PT08M32.00S,2022-10-22T00:22:53.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,6.1268068331143235,53.431372549019606,1610612740,60,71,2022-10-22T00:22:58Z,3720000,-17.0,5.0,1,left,Z. Williamson driving Layup (10 PTS) (J. Valanciunas 3 AST),"[1629627, 202685]",1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,1.79,Made,,,,,10.0,J. Valanciunas,202685.0,3.0,,,,,,,,,,
383,PT08M14.00S,2022-10-22T00:23:13.9Z,3,REGULAR,3pt,Jump Shot,[],1626162,89.83245729303549,5.147058823529411,1610612766,60,71,2022-10-22T00:23:19Z,3730000,-224.0,43.0,1,right,MISS K. Oubre Jr. 3PT - blocked,"[1626162, 1630529]",1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Left Corner 3,24+ Left,22.84,Missed,,,,,,,,,Jones,1630529.0,,,,,,,,
384,PT08M14.00S,2022-10-22T00:23:13.9Z,3,REGULAR,block,,[],1630529,,,1610612766,60,71,2022-10-22T00:23:17Z,3740000,,,0,,H. Jones BLOCK (2 BLK),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,,,,,,
385,PT08M14.00S,2022-10-22T00:23:13.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612766,60,71,2022-10-22T00:23:19Z,3750000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Left Corner 3,24+ Left,,,383.0,,,,,,,,,,,,,,,,,
388,PT08M06.00S,2022-10-22T00:23:36.8Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",203486,87.07293035479631,44.6078431372549,1610612766,62,71,2022-10-22T00:23:40Z,3770000,-27.0,69.0,1,right,M. Plumlee 7' Hook (4 PTS) (G. Hayward 3 AST),"[203486, 202330]",1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),0-8 Center,7.41,Made,,,,,4.0,G. Hayward,202330.0,3.0,,,,,,,,,,
390,PT07M53.00S,2022-10-22T00:23:50.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,6.783837056504599,54.90196078431373,1610612740,62,73,2022-10-22T00:24:23Z,3790000,-25.0,11.0,1,left,Z. Williamson driving Layup (12 PTS),[1629627],1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,2.7,Made,,,,,12.0,,,,,,,,,,,,,
391,PT07M53.00S,2022-10-22T00:23:59.8Z,3,REGULAR,foul,technical,['1freethrow'],1630529,,,1610612766,62,73,2022-10-22T00:24:22Z,3800000,,,0,,H. Jones technical FOUL (1 Tech),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,1830.0,3.0,1.0,,
392,PT07M53.00S,2022-10-22T00:24:23.3Z,3,REGULAR,freethrow,1 of 1,[],1626179,,,1610612766,63,73,2022-10-22T00:24:23Z,3810000,,,0,,T. Rozier technical Free Throw 1 of 1 (16 PTS),[1626179],1610612766.0,CHA,technical,,,Rozier,T. Rozier,,,,,,,,Made,,,,,16.0,,,,,,,,,,,,,
393,PT07M37.00S,2022-10-22T00:24:51.7Z,3,REGULAR,2pt,Jump Shot,[],1626179,71.82982917214193,52.20588235294118,1610612766,65,73,2022-10-22T00:25:53Z,3820000,11.0,212.0,1,right,T. Rozier 21' pullup Jump Shot (18 PTS) (M. Plumlee 3 AST),"[1626179, 203486]",1610612766.0,CHA,pullup,,,Rozier,T. Rozier,,,,,Mid-Range,16-24 Center,21.26,Made,,,,,18.0,M. Plumlee,203486.0,3.0,,,,,,,,,,
395,PT07M20.00S,2022-10-22T00:25:07.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202685,12.697109067017081,49.26470588235294,1610612740,65,75,2022-10-22T00:25:11Z,3840000,4.0,67.0,1,left,J. Valanciunas 6' fadeaway Jump Shot (16 PTS),[202685],1610612740.0,NOP,fadeaway,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),0-8 Center,6.7,Made,,,,,16.0,,,,,,,,,,,,,
396,PT07M11.00S,2022-10-22T00:25:18.0Z,3,REGULAR,2pt,Jump Shot,[],203486,90.09526938239159,27.205882352941174,1610612766,65,75,2022-10-22T00:25:21Z,3850000,-114.0,41.0,1,right,MISS M. Plumlee 12' Jump Shot,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Mid-Range,8-16 Left,12.1,Missed,,,,,,,,,,,,,,,,,,
397,PT07M08.00S,2022-10-22T00:25:21.0Z,3,REGULAR,rebound,defensive,[],1627742,,,1610612740,65,75,2022-10-22T00:25:21Z,3860000,,,0,,B. Ingram REBOUND (Off:0 Def:6),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Mid-Range,8-16 Left,,,396.0,6.0,6.0,0.0,,,,,,,,,,,,,,
398,PT06M53.00S,2022-10-22T00:25:35.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,10.5946123521682,53.431372549019606,1610612740,65,75,2022-10-22T00:25:39Z,3870000,-17.0,47.0,1,left,MISS Z. Williamson Layup - blocked,"[1629627, 1629023]",1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,5.01,Missed,,,,,,,,,Washington,1629023.0,,,,,,,,
399,PT06M53.00S,2022-10-22T00:25:35.5Z,3,REGULAR,block,,[],1629023,,,1610612740,65,75,2022-10-22T00:34:29Z,3880000,,,0,,P. Washington BLOCK (1 BLK),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
400,PT06M50.00S,2022-10-22T00:25:38.5Z,3,REGULAR,rebound,offensive,[],1629627,,,1610612740,65,75,2022-10-22T00:25:39Z,3890000,,,0,,Z. Williamson REBOUND (Off:2 Def:2),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,,,398.0,4.0,2.0,2.0,,,,,,,,,,,,,,
401,PT06M49.00S,2022-10-22T00:25:39.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629627,7.440867279894875,52.20588235294118,1610612740,65,75,2022-10-22T00:25:46Z,3900000,-11.0,17.0,1,left,MISS Z. Williamson Layup,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,2.06,Missed,,,,,,,,,,,,,,,,,,
402,PT06M47.00S,2022-10-22T00:25:41.4Z,3,REGULAR,rebound,defensive,[],203486,,,1610612766,65,75,2022-10-22T00:25:46Z,3910000,,,0,,M. Plumlee REBOUND (Off:2 Def:3),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,,,401.0,5.0,3.0,2.0,,,,,,,,,,,,,,
403,PT06M44.00S,2022-10-22T00:25:44.4Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1626162,72.35545335085413,16.42156862745098,1610612766,65,75,2022-10-22T00:25:51Z,3920000,-168.0,207.0,1,right,MISS K. Oubre Jr. 26' running 3PT,[1626162],1610612766.0,CHA,running,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Left Center,26.68,Missed,,,,,,,,,,,,,,,,,,
404,PT06M40.00S,2022-10-22T00:25:48.4Z,3,REGULAR,rebound,offensive,[],1626179,,,1610612766,65,75,2022-10-22T00:25:48Z,3930000,,,0,,T. Rozier REBOUND (Off:3 Def:1),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Left Center,,,403.0,4.0,1.0,3.0,,,,,,,,,,,,,,
409,PT06M40.00S,2022-10-22T00:25:46.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626179,91.01511169513797,49.01960784313725,1610612766,65,75,2022-10-22T00:28:38Z,3935000,-5.0,32.0,1,right,MISS T. Rozier putback Layup,[1626179],1610612766.0,CHA,putback,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,3.24,Missed,,,,,,,,,,,,,,,,,,
410,PT06M40.00S,2022-10-22T00:25:46.7Z,3,REGULAR,rebound,offensive,[],1626179,,,1610612766,65,75,2022-10-22T00:27:07Z,3937500,,,0,,T. Rozier REBOUND (Off:4 Def:1),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,,,409.0,5.0,1.0,4.0,,,,,,,,,,,,,,
405,PT06M39.00S,2022-10-22T00:25:49.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626179,91.40932982917214,52.20588235294118,1610612766,65,75,2022-10-22T00:27:12Z,3940000,11.0,28.0,1,right,MISS T. Rozier tip Layup,[1626179],1610612766.0,CHA,tip,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,3.04,Missed,,,,,,,,,,,,,,,,,,
406,PT06M39.00S,2022-10-22T00:25:49.1Z,3,REGULAR,rebound,defensive,[],1630529,,,1610612740,65,75,2022-10-22T00:25:56Z,3950000,,,0,,H. Jones REBOUND (Off:0 Def:1),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,,,405.0,1.0,1.0,0.0,,,,,,,,,,,,,,
407,PT06M32.00S,2022-10-22T00:25:56.7Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],203468,27.677398160315374,22.058823529411764,1610612740,65,78,2022-10-22T00:26:06Z,3960000,140.0,208.0,1,left,C. McCollum 25' 3PT  (17 PTS),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Right Center,25.03,Made,,,,,17.0,,,,,,,,,,,,,
408,PT06M27.00S,2022-10-22T00:26:34.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,65,78,2022-10-22T00:26:34Z,3970000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT06M27.00S,2022-10-22T00:26:37.6Z,3,REGULAR,substitution,out,[],1629023,,,1610612766,65,78,2022-10-22T00:28:52Z,3980000,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT06M27.00S,2022-10-22T00:26:37.6Z,3,REGULAR,substitution,out,[],1629627,,,1610612766,65,78,2022-10-22T00:28:52Z,3990000,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
413,PT06M27.00S,2022-10-22T00:26:37.6Z,3,REGULAR,substitution,out,[],203468,,,1610612766,65,78,2022-10-22T00:28:52Z,4000000,,,0,,SUB out: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT06M27.00S,2022-10-22T00:26:37.6Z,3,REGULAR,substitution,in,[],1629667,,,1610612766,65,78,2022-10-22T00:28:52Z,4010000,,,0,,SUB in: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT06M27.00S,2022-10-22T00:26:37.6Z,3,REGULAR,substitution,in,[],1630631,,,1610612766,65,78,2022-10-22T00:28:52Z,4020000,,,0,,SUB in: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT06M27.00S,2022-10-22T00:26:37.6Z,3,REGULAR,substitution,in,[],1630530,,,1610612766,65,78,2022-10-22T00:28:52Z,4030000,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
417,PT06M26.00S,2022-10-22T00:28:59.9Z,3,REGULAR,violation,kicked ball,[],1630529,,,1610612766,65,78,2022-10-22T00:29:13Z,4040000,,,0,,H. Jones kicked ball VIOLATION,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,1830.0,,,,
418,PT06M19.00S,2022-10-22T00:29:48.3Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203486,92.85479632063075,49.26470588235294,1610612766,67,78,2022-10-22T00:29:53Z,4050000,-4.0,15.0,1,right,M. Plumlee driving DUNK (6 PTS) (G. Hayward 4 AST),"[203486, 202330]",1610612766.0,CHA,driving,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,1.52,Made,,,,,6.0,G. Hayward,202330.0,4.0,,,,,,,,,,
