actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
24,PT09M11.00S,2023-03-12T21:14:17.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630596,8.623521681997373,46.07843137254902,1610612739,7,9,2023-03-12T21:14:21Z,240000,False,20.0,29.0,1,left,MISS E. Mobley driving Layup - blocked,"[1630596, 1630208]",1610612739.0,CLE,driving,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,3.47,Missed,,,,,,,,,,,,,,Richards,1630208.0,,,
25,PT09M11.00S,2023-03-12T21:14:17.0Z,1,REGULAR,block,,[],1630208,,,1610612739,7,9,2023-03-12T21:14:19Z,250000,False,,,0,,N. Richards BLOCK (1 BLK),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
26,PT09M08.00S,2023-03-12T21:14:20.0Z,1,REGULAR,rebound,defensive,[],1628372,,,1610612766,7,9,2023-03-12T21:14:21Z,260000,False,,,0,,D. Smith Jr. REBOUND (Off:0 Def:1),[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,24.0,1.0,1.0,0.0,,,,,,,,,,,,,
27,PT09M05.00S,2023-03-12T21:14:23.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202330,91.01511169513797,3.1862745098039214,1610612766,7,9,2023-03-12T21:16:26Z,270000,False,-234.0,32.0,1,right,MISS G. Hayward running 3PT,[202330],1610612766.0,CHA,running,,,Hayward,G. Hayward,,,,,Left Corner 3,24+ Left,23.63,Missed,,,,,,,,,,,,,,,,,,
28,PT09M01.00S,2023-03-12T21:14:27.3Z,1,REGULAR,rebound,defensive,[],1629636,,,1610612739,7,9,2023-03-12T21:14:29Z,280000,False,,,0,,D. Garland REBOUND (Off:0 Def:1),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,Left Corner 3,24+ Left,,,,27.0,1.0,1.0,0.0,,,,,,,,,,,,,
29,PT08M50.00S,2023-03-12T21:14:37.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630596,6.783837056504599,55.88235294117647,1610612739,7,9,2023-03-12T21:14:41Z,290000,False,-29.0,11.0,1,left,MISS E. Mobley driving Layup - blocked,"[1630596, 1630208]",1610612739.0,CLE,driving,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,3.15,Missed,,,,,,,,,,,,,,Richards,1630208.0,,,
30,PT08M50.00S,2023-03-12T21:14:37.7Z,1,REGULAR,block,,[],1630208,,,1610612739,7,9,2023-03-12T21:14:40Z,300000,False,,,0,,N. Richards BLOCK (2 BLK),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
31,PT08M47.00S,2023-03-12T21:14:40.7Z,1,REGULAR,rebound,defensive,[],202330,,,1610612766,7,9,2023-03-12T21:14:41Z,310000,False,,,0,,G. Hayward REBOUND (Off:0 Def:1),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,Restricted Area,0-8 Center,,,,29.0,1.0,1.0,0.0,,,,,,,,,,,,,
32,PT08M46.00S,2023-03-12T21:14:42.8Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1629023,93.51182654402102,50.245098039215684,1610612766,9,9,2023-03-12T21:16:57Z,320000,False,1.0,8.0,1,right,P. Washington running DUNK (4 PTS) (G. Hayward 3 AST),"[1629023, 202330]",1610612766.0,CHA,running,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,0.86,Made,4.0,,,,,,,,,,G. Hayward,202330.0,3.0,,,,,
34,PT08M46.00S,2023-03-12T21:14:54.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,9,9,2023-03-12T21:14:54Z,340000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,PT08M28.00S,2023-03-12T21:17:58.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629636,7.5722733245729295,43.872549019607845,1610612739,9,11,2023-03-12T21:18:21Z,350000,False,31.0,19.0,1,left,D. Garland driving floating bank Jump Shot (4 PTS) (D. Mitchell 1 AST),"[1629636, 1628378]",1610612739.0,CLE,driving floating bank,,,Garland,D. Garland,,,,,Restricted Area,0-8 Center,3.59,Made,4.0,,,,,,,,,,D. Mitchell,1628378.0,1.0,,,,,
38,PT08M11.00S,2023-03-12T21:18:15.0Z,1,REGULAR,3pt,Jump Shot,[],1626179,81.8166885676741,6.127450980392156,1610612766,9,11,2023-03-12T21:18:36Z,370000,False,-219.0,118.0,1,right,MISS T. Rozier 24' step back 3PT,[1626179],1610612766.0,CHA,step back,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Left Center,24.93,Missed,,,,,,,,,,,,,,,,,,
39,PT08M08.00S,2023-03-12T21:18:17.6Z,1,REGULAR,rebound,defensive,[],1630205,,,1610612739,9,11,2023-03-12T21:18:17Z,380000,False,,,0,,L. Stevens REBOUND (Off:0 Def:2),[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,Above the Break 3,24+ Left Center,,,,38.0,2.0,2.0,0.0,,,,,,,,,,,,,
40,PT08M01.00S,2023-03-12T21:18:25.1Z,1,REGULAR,3pt,Jump Shot,[],1630171,11.251642575558476,3.1862745098039214,1610612739,9,11,2023-03-12T21:18:29Z,390000,False,234.0,53.0,1,left,MISS I. Okoro 24' 3PT,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Right Corner 3,24+ Right,24.01,Missed,,,,,,,,,,,,,,,,,,
41,PT07M58.00S,2023-03-12T21:18:27.3Z,1,REGULAR,rebound,defensive,[],1628372,,,1610612766,9,11,2023-03-12T21:18:27Z,400000,False,,,0,,D. Smith Jr. REBOUND (Off:0 Def:2),[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,Right Corner 3,24+ Right,,,,40.0,2.0,2.0,0.0,,,,,,,,,,,,,
42,PT07M55.00S,2023-03-12T21:18:39.8Z,1,REGULAR,foul,personal,[],1630171,,,1610612766,9,11,2023-03-12T21:18:51Z,410000,False,,,0,,I. Okoro personal FOUL (1 PF),"[1630171, 1630208]",1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Mid-Range,8-16 Left,,,,,,,,2005.0,1.0,0.0,Richards,1630208.0,,,,,,,,
44,PT07M46.00S,2023-03-12T21:18:59.1Z,1,REGULAR,3pt,Jump Shot,[],1629023,70.25295663600527,74.75490196078431,1610612766,12,11,2023-03-12T21:19:04Z,430000,False,124.0,227.0,1,right,P. Washington 25' 3PT  (7 PTS) (T. Rozier 1 AST),"[1629023, 1626179]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Right Center,25.87,Made,7.0,,,,,,,,,,T. Rozier,1626179.0,1.0,,,,,
46,PT07M33.00S,2023-03-12T21:19:11.7Z,1,REGULAR,3pt,Jump Shot,[],1629636,23.340998685939553,88.72549019607843,1610612739,12,11,2023-03-12T21:19:17Z,450000,False,-194.0,167.0,1,left,MISS D. Garland 25' pullup 3PT,[1629636],1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,Above the Break 3,24+ Left Center,25.56,Missed,,,,,,,,,,,,,,,,,,
47,PT07M30.00S,2023-03-12T21:19:14.7Z,1,REGULAR,rebound,defensive,[],1630208,,,1610612766,12,11,2023-03-12T21:19:17Z,460000,False,,,0,,N. Richards REBOUND (Off:0 Def:1),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Above the Break 3,24+ Left Center,,,,46.0,1.0,1.0,0.0,,,,,,,,,,,,,
48,PT07M15.00S,2023-03-12T21:20:02.2Z,1,REGULAR,jumpball,recovered,[],1629636,,,1610612766,12,11,2023-03-12T21:20:02Z,470000,False,,,0,,Jump Ball L. Stevens vs. N. Richards: Tip to D. Garland,"[1629636, 1630205, 1630208]",1610612739.0,CLE,heldball,D. Garland,1629636.0,Garland,D. Garland,Stevens,1630205.0,Richards,1630208.0,,,,,,,,,,,,,,,,,,,,,,
51,PT07M15.00S,2023-03-12T21:20:02.2Z,1,REGULAR,turnover,lost ball,[],1630208,,,1610612766,12,11,2023-03-12T21:20:02Z,500000,False,,,0,,N. Richards lost ball TURNOVER (1 TO),"[1630208, 1630205]",1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,1.0,Stevens,1630205.0
52,PT07M15.00S,2023-03-12T21:20:02.2Z,1,REGULAR,steal,,[],1630205,,,1610612739,12,11,2023-03-12T21:20:02Z,510000,False,,,0,,L. Stevens STEAL (1 STL),[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT07M11.00S,2023-03-12T21:20:05.2Z,1,REGULAR,turnover,bad pass,[],1629636,,,1610612739,12,11,2023-03-12T21:20:10Z,520000,False,,,0,,D. Garland bad pass TURNOVER (1 TO),"[1629636, 1626179]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,1.0,Rozier,1626179.0
54,PT07M11.00S,2023-03-12T21:20:05.2Z,1,REGULAR,steal,,[],1626179,,,1610612766,12,11,2023-03-12T21:20:07Z,530000,False,,,0,,T. Rozier STEAL (1 STL),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
55,PT07M02.00S,2023-03-12T21:20:15.0Z,1,REGULAR,turnover,bad pass,[],1626179,,,1610612766,12,11,2023-03-12T21:20:18Z,540000,False,,,0,,T. Rozier bad pass TURNOVER (1 TO),"[1626179, 1630596]",1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,1.0,Mobley,1630596.0
56,PT07M02.00S,2023-03-12T21:20:15.0Z,1,REGULAR,steal,,[],1630596,,,1610612739,12,11,2023-03-12T21:20:17Z,550000,False,,,0,,E. Mobley STEAL (1 STL),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
57,PT06M52.00S,2023-03-12T21:20:24.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630596,7.5722733245729295,52.20588235294118,1610612739,12,11,2023-03-12T21:20:27Z,560000,False,-11.0,19.0,1,left,MISS E. Mobley Layup,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,2.17,Missed,,,,,,,,,,,,,,,,,,
58,PT06M50.00S,2023-03-12T21:20:26.1Z,1,REGULAR,rebound,defensive,[],1629023,,,1610612766,12,11,2023-03-12T21:20:27Z,570000,False,,,0,,P. Washington REBOUND (Off:0 Def:1),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,,57.0,1.0,1.0,0.0,,,,,,,,,,,,,
59,PT06M44.00S,2023-03-12T21:20:32.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630208,92.32917214191852,46.81372549019608,1610612766,14,11,2023-03-12T21:21:03Z,580000,False,-16.0,20.0,1,right,N. Richards running Layup (2 PTS) (D. Smith Jr. 1 AST),"[1630208, 1628372]",1610612766.0,CHA,running,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,2.52,Made,2.0,,,,,,,,,,D. Smith Jr.,1628372.0,1.0,,,,,
61,PT06M32.00S,2023-03-12T21:20:44.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629636,8.360709592641262,50.0,1610612739,14,13,2023-03-12T21:20:48Z,600000,False,0.0,26.0,1,left,D. Garland driving finger roll Layup (6 PTS),[1629636],1610612739.0,CLE,driving finger roll,,,Garland,D. Garland,,,,,Restricted Area,0-8 Center,2.61,Made,6.0,,,,,,,,,,,,,,,,,
62,PT06M17.00S,2023-03-12T21:21:00.3Z,1,REGULAR,3pt,Jump Shot,[],1629023,65.91655716162943,52.69607843137255,1610612766,17,13,2023-03-12T21:21:04Z,610000,False,13.0,268.0,1,right,P. Washington 26' 3PT  (10 PTS) (N. Richards 1 AST),"[1629023, 1630208]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Center,26.82,Made,10.0,,,,,,,,,,N. Richards,1630208.0,1.0,,,,,
64,PT06M03.00S,2023-03-12T21:21:12.7Z,1,REGULAR,3pt,Jump Shot,[],1630171,11.777266754270697,3.431372549019608,1610612739,17,13,2023-03-12T21:21:19Z,630000,False,233.0,58.0,1,left,MISS I. Okoro 24' 3PT,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Right Corner 3,24+ Right,24.0,Missed,,,,,,,,,,,,,,,,,,
65,PT06M01.00S,2023-03-12T21:21:14.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612739,17,13,2023-03-12T21:21:39Z,640000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,Right Corner 3,24+ Right,,,,64.0,,,,,,,,,,,,,,,,
66,PT06M01.00S,2023-03-12T21:21:23.8Z,1,REGULAR,substitution,out,[],1629023,,,1610612739,17,13,2023-03-12T21:21:31Z,650000,False,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M01.00S,2023-03-12T21:21:23.8Z,1,REGULAR,substitution,in,[],1630550,,,1610612739,17,13,2023-03-12T21:21:31Z,660000,False,,,0,,SUB in: J. Thor,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT05M57.00S,2023-03-12T21:21:39.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630205,7.178055190538765,48.77450980392157,1610612739,17,15,2023-03-12T21:22:28Z,670000,False,6.0,15.0,1,left,L. Stevens cutting DUNK (2 PTS) (D. Mitchell 2 AST),"[1630205, 1628378]",1610612739.0,CLE,cutting,,,Stevens,L. Stevens,,,,,Restricted Area,0-8 Center,1.62,Made,2.0,,,,,,,,,,D. Mitchell,1628378.0,2.0,,,,,
72,PT05M46.00S,2023-03-12T21:21:59.8Z,1,REGULAR,substitution,out,[],1629636,,,1610612766,17,15,2023-03-12T21:22:10Z,700000,False,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M46.00S,2023-03-12T21:21:59.8Z,1,REGULAR,substitution,in,[],1627747,,,1610612766,17,15,2023-03-12T21:22:10Z,710000,False,,,0,,SUB in: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M38.00S,2023-03-12T21:22:28.9Z,1,REGULAR,foul,personal,[],1630596,,,1610612766,17,15,2023-03-12T21:22:39Z,720000,False,,,0,,E. Mobley personal FOUL (1 PF),"[1630596, 1630550]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,2003.0,1.0,0.0,Thor,1630550.0,,,,,,,,
76,PT05M29.00S,2023-03-12T21:22:55.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202330,92.85479632063075,57.84313725490197,1610612766,19,15,2023-03-12T21:22:59Z,740000,False,39.0,15.0,1,right,G. Hayward driving Layup (4 PTS),[202330],1610612766.0,CHA,driving,,,Hayward,G. Hayward,,,,,Restricted Area,0-8 Center,4.19,Made,4.0,,,,,,,,,,,,,,,,,
77,PT05M29.00S,2023-03-12T21:22:59.7Z,1,REGULAR,foul,personal,['1freethrow'],1630596,,,1610612766,19,15,2023-03-12T21:23:14Z,750000,False,,,0,,E. Mobley shooting personal FOUL (2 PF) (Hayward 1 FT),"[1630596, 202330]",1610612739.0,CLE,shooting,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,,,,,,1627964.0,2.0,0.0,Hayward,202330.0,,,,,,,,
79,PT05M29.00S,2023-03-12T21:23:15.5Z,1,REGULAR,substitution,out,[],1630596,,,1610612766,19,15,2023-03-12T21:23:47Z,770000,False,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M29.00S,2023-03-12T21:23:15.5Z,1,REGULAR,substitution,in,[],201577,,,1610612766,19,15,2023-03-12T21:23:47Z,780000,False,,,0,,SUB in: R. Lopez,[201577],1610612739.0,CLE,,,,Lopez,R. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M29.00S,2023-03-12T21:23:27.3Z,1,REGULAR,substitution,out,[],1630205,,,1610612766,19,15,2023-03-12T21:23:47Z,790000,False,,,0,,SUB out: L. Stevens,[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M29.00S,2023-03-12T21:23:27.3Z,1,REGULAR,substitution,in,[],1626224,,,1610612766,19,15,2023-03-12T21:23:47Z,800000,False,,,0,,SUB in: C. Osman,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M29.00S,2023-03-12T21:23:43.8Z,1,REGULAR,freethrow,1 of 1,[],202330,,,1610612766,19,15,2023-03-12T21:23:49Z,810000,False,,,0,,MISS G. Hayward Free Throw 1 of 1,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
84,PT05M24.00S,2023-03-12T21:23:48.8Z,1,REGULAR,rebound,defensive,[],201577,,,1610612739,19,15,2023-03-12T21:23:49Z,820000,False,,,0,,R. Lopez REBOUND (Off:0 Def:1),[201577],1610612739.0,CLE,,,,Lopez,R. Lopez,,,,,,,,,,83.0,1.0,1.0,0.0,,,,,,,,,,,,,
85,PT05M09.00S,2023-03-12T21:24:02.9Z,1,REGULAR,3pt,Jump Shot,[],1628378,36.87582128777924,26.47058823529412,1610612739,19,15,2023-03-12T21:24:08Z,830000,False,118.0,294.0,1,left,MISS D. Mitchell 31' pullup 3PT,[1628378],1610612739.0,CLE,pullup,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Right Center,31.67,Missed,,,,,,,,,,,,,,,,,,
86,PT05M05.00S,2023-03-12T21:24:05.9Z,1,REGULAR,rebound,defensive,[],1628372,,,1610612766,19,15,2023-03-12T21:24:05Z,840000,False,,,0,,D. Smith Jr. REBOUND (Off:0 Def:3),[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,Above the Break 3,24+ Right Center,,,,85.0,3.0,3.0,0.0,,,,,,,,,,,,,
87,PT05M00.00S,2023-03-12T21:24:11.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628372,92.85479632063075,45.588235294117645,1610612766,21,15,2023-03-12T21:24:18Z,850000,False,-22.0,15.0,1,right,D. Smith Jr. running Layup (2 PTS),[1628372],1610612766.0,CHA,running,,,Smith Jr.,D. Smith Jr.,,,,,Restricted Area,0-8 Center,2.65,Made,2.0,,,,,,,,,,,,,,,,,
88,PT04M58.00S,2023-03-12T21:24:14.2Z,1,REGULAR,turnover,bad pass,[],201577,,,1610612739,21,15,2023-03-12T21:24:23Z,860000,False,,,0,,R. Lopez bad pass TURNOVER (1 TO),"[201577, 1628372]",1610612739.0,CLE,,,,Lopez,R. Lopez,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,1.0,Smith Jr.,1628372.0
89,PT04M58.00S,2023-03-12T21:24:14.2Z,1,REGULAR,steal,,[],1628372,,,1610612766,21,15,2023-03-12T21:24:16Z,870000,False,,,0,,D. Smith Jr. STEAL (1 STL),[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
