actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,officialId,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
523,PT01M03.00S,2022-12-17T01:51:25.1Z,3,REGULAR,block,,[],1630208,,,1610612737,87,94,2022-12-17T01:51:29Z,5160000,False,,,0,,N. Richards BLOCK (2 BLK),[1630208],1610612766.0,CHA,,,,,Richards,N. Richards,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,
524,PT01M03.00S,2022-12-17T01:51:25.1Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612737,87,94,2022-12-17T01:51:32Z,5170000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,Mid-Range,8-16 Right,,,522.0,,,,,,,,,,,,,,,,
526,PT01M01.00S,2022-12-17T01:51:46.2Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630177,,,1610612737,87,94,2022-12-17T01:51:58Z,5190000,False,,,0,,T. Maledon personal FOUL (2 PF) (Young 2 FT),"[1630177, 1629027]",1610612766.0,CHA,204059.0,,,,Maledon,T. Maledon,,,,,Mid-Range,16-24 Right,,,,,,,,2.0,0.0,Young,1629027.0,,,,,,,,
528,PT01M01.00S,2022-12-17T01:52:08.1Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1629027,,,1610612737,87,95,2022-12-17T01:52:08Z,5210000,False,,,0,,T. Young Free Throw 1 of 2 (28 PTS),[1629027],1610612737.0,ATL,,,,,Young,T. Young,,,,,,,,Made,,,,,28.0,,,,,,,,,,,,
529,PT01M01.00S,2022-12-17T01:52:21.6Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1629027,,,1610612737,87,96,2022-12-17T01:52:21Z,5220000,False,,,0,,T. Young Free Throw 2 of 2 (29 PTS),[1629027],1610612737.0,ATL,,,,,Young,T. Young,,,,,,,,Made,,,,,29.0,,,,,,,,,,,,
530,PT00M40.80S,2022-12-17T01:52:43.7Z,3,REGULAR,3pt,Jump Shot,[],1630550,19.793035479632064,92.15686274509804,1610612766,90,96,2022-12-17T01:52:49Z,5230000,False,-211.0,134.0,1,left,J. Thor 24' 3PT  (5 PTS) (G. Hayward 5 AST),"[1630550, 202330]",1610612766.0,CHA,,,,,Thor,J. Thor,,,,,Above the Break 3,24+ Left Center,24.96,Made,,,,,5.0,,,,,G. Hayward,202330.0,5.0,,,,,
532,PT00M29.90S,2022-12-17T01:52:58.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,92.19776609724047,56.127450980392155,1610612737,90,96,2022-12-17T01:53:04Z,5250000,False,31.0,21.0,1,right,MISS T. Young driving Layup,[1629027],1610612737.0,ATL,,driving,,,Young,T. Young,,,,,Restricted Area,0-8 Center,3.7,Missed,,,,,,,,,,,,,,,,,
533,PT00M27.80S,2022-12-17T01:53:00.9Z,3,REGULAR,rebound,defensive,[],1626162,,,1610612766,90,96,2022-12-17T01:53:04Z,5260000,False,,,0,,K. Oubre Jr. REBOUND (Off:2 Def:3),[1626162],1610612766.0,CHA,,,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,,,532.0,5.0,3.0,2.0,,,,,,,,,,,,,
534,PT00M23.50S,2022-12-17T01:53:05.2Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1626162,32.802233902759525,42.64705882352941,1610612766,90,96,2022-12-17T01:59:26Z,5270000,False,37.0,256.0,1,left,MISS K. Oubre Jr. 25' running 3PT,[1626162],1610612766.0,CHA,,running,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Center,25.84,Missed,,,,,,,,,,,,,,,,,
535,PT00M19.00S,2022-12-17T01:53:12.4Z,3,REGULAR,rebound,offensive,[],1630208,,,1610612766,90,96,2022-12-17T01:53:12Z,5280000,False,,,0,,N. Richards REBOUND (Off:6 Def:2),[1630208],1610612766.0,CHA,,,,,Richards,N. Richards,,,,,Above the Break 3,24+ Center,,,534.0,8.0,2.0,6.0,,,,,,,,,,,,,
536,PT00M19.00S,2022-12-17T01:53:12.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630208,5.590000152587891,50.0,1610612766,92,96,2022-12-17T01:53:12Z,5290000,False,0.0,0.0,1,left,N. Richards putback Layup (11 PTS),[1630208],1610612766.0,CHA,,putback,,,Richards,N. Richards,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,11.0,,,,,,,,,,,,
537,PT00M00.50S,2022-12-17T01:53:31.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626163,93.38042049934296,50.73529411764706,1610612737,92,98,2022-12-17T01:53:39Z,5300000,False,4.0,10.0,1,right,F. Kaminsky cutting Layup (10 PTS) (T. Young 9 AST),"[1626163, 1629027]",1610612737.0,ATL,,cutting,,,Kaminsky,F. Kaminsky,,,,,Restricted Area,0-8 Center,1.04,Made,,,,,10.0,,,,,T. Young,1629027.0,9.0,,,,,
539,PT00M00.00S,2022-12-17T01:53:37.0Z,3,REGULAR,period,end,[],0,,,1610612766,92,98,2022-12-17T01:53:37Z,5320000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,PT12M00.00S,2022-12-17T01:53:41.7Z,4,REGULAR,substitution,out,['startperiod'],1630177,,,1610612766,92,98,2022-12-17T01:56:12Z,5330000,False,,,0,,SUB out: T. Maledon,[1630177],1610612766.0,CHA,,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,,
541,PT12M00.00S,2022-12-17T01:53:41.7Z,4,REGULAR,substitution,out,['startperiod'],1629027,,,1610612766,92,98,2022-12-17T01:56:12Z,5340000,False,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,
542,PT12M00.00S,2022-12-17T01:53:41.7Z,4,REGULAR,substitution,in,['startperiod'],1630163,,,1610612766,92,98,2022-12-17T01:56:12Z,5350000,False,,,0,,SUB in: L. Ball,[1630163],1610612766.0,CHA,,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
543,PT12M00.00S,2022-12-17T01:53:41.7Z,4,REGULAR,substitution,in,['startperiod'],203992,,,1610612766,92,98,2022-12-17T01:56:12Z,5360000,False,,,0,,SUB in: B. Bogdanovic,[203992],1610612737.0,ATL,,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,
544,PT12M00.00S,2022-12-17T01:56:17.2Z,4,REGULAR,period,start,[],0,,,1610612766,92,98,2022-12-17T01:56:17Z,5370000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,PT11M51.00S,2022-12-17T01:56:27.5Z,4,REGULAR,foul,personal,[],1628988,,,1610612766,92,98,2022-12-17T01:56:41Z,5380000,False,,,0,,A. Holiday personal FOUL (4 PF),"[1628988, 202330]",1610612737.0,ATL,204059.0,,,,Holiday,A. Holiday,,,,,Mid-Range,16-24 Right Center,,,,,,,,4.0,0.0,Hayward,202330.0,,,,,,,,
547,PT11M44.00S,2022-12-17T01:56:51.6Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630550,7.178055190538765,56.61764705882353,1610612766,92,98,2022-12-17T01:56:58Z,5400000,False,-33.0,15.0,1,left,MISS J. Thor alley-oop DUNK,[1630550],1610612766.0,CHA,,alley-oop,,,Thor,J. Thor,,,,,Restricted Area,0-8 Center,3.63,Missed,,,,,,,,,,,,,,,,,
548,PT11M40.00S,2022-12-17T01:56:55.6Z,4,REGULAR,rebound,offensive,[],1630208,,,1610612766,92,98,2022-12-17T01:56:58Z,5410000,False,,,0,,N. Richards REBOUND (Off:7 Def:2),[1630208],1610612766.0,CHA,,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,547.0,9.0,2.0,7.0,,,,,,,,,,,,,
549,PT11M40.00S,2022-12-17T01:56:55.9Z,4,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1630208,5.590000152587891,50.0,1610612766,94,98,2022-12-17T02:01:41Z,5420000,False,0.0,0.0,1,left,N. Richards putback DUNK (13 PTS),[1630208],1610612766.0,CHA,,putback,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,13.0,,,,,,,,,,,,
550,PT11M22.00S,2022-12-17T01:57:13.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628988,92.06636005256242,53.67647058823529,1610612737,94,98,2022-12-17T02:02:34Z,5430000,False,18.0,22.0,1,right,MISS A. Holiday driving Layup - blocked,"[1628988, 1630163]",1610612737.0,ATL,,driving,,,Holiday,A. Holiday,,,,,Restricted Area,0-8 Center,2.88,Missed,,,,,,,,,,,,,,,,Ball,1630163.0
551,PT11M22.00S,2022-12-17T01:57:13.6Z,4,REGULAR,block,,[],1630163,,,1610612737,94,98,2022-12-17T01:57:16Z,5440000,False,,,0,,L. Ball BLOCK (1 BLK),[1630163],1610612766.0,CHA,,,,,Ball,L. Ball,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
552,PT11M18.00S,2022-12-17T01:57:17.6Z,4,REGULAR,rebound,defensive,[],1630208,,,1610612766,94,98,2022-12-17T01:57:20Z,5450000,False,,,0,,N. Richards REBOUND (Off:7 Def:3),[1630208],1610612766.0,CHA,,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,550.0,10.0,3.0,7.0,,,,,,,,,,,,,
553,PT11M12.00S,2022-12-17T01:57:23.8Z,4,REGULAR,3pt,Jump Shot,[],202330,6.783837056504599,3.6764705882352944,1610612766,94,98,2022-12-17T01:57:29Z,5460000,False,232.0,11.0,1,left,MISS G. Hayward 3PT,[202330],1610612766.0,CHA,,,,,Hayward,G. Hayward,,,,,Right Corner 3,24+ Right,23.19,Missed,,,,,,,,,,,,,,,,,
554,PT11M08.00S,2022-12-17T01:57:27.8Z,4,REGULAR,rebound,defensive,[],1630552,,,1610612737,94,98,2022-12-17T01:57:29Z,5470000,False,,,0,,J. Johnson REBOUND (Off:1 Def:2),[1630552],1610612737.0,ATL,,,,,Johnson,J. Johnson,,,,,Right Corner 3,24+ Right,,,553.0,3.0,2.0,1.0,,,,,,,,,,,,,
555,PT10M56.00S,2022-12-17T01:57:40.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628988,92.85479632063075,53.431372549019606,1610612737,94,100,2022-12-17T01:57:45Z,5480000,False,17.0,15.0,1,right,A. Holiday cutting Layup (9 PTS) (F. Kaminsky 3 AST),"[1628988, 1626163]",1610612737.0,ATL,,cutting,,,Holiday,A. Holiday,,,,,Restricted Area,0-8 Center,2.26,Made,,,,,9.0,,,,,F. Kaminsky,1626163.0,3.0,,,,,
557,PT10M49.00S,2022-12-17T01:57:51.5Z,4,REGULAR,foul,offensive,[],1630550,,,1610612766,94,100,2022-12-17T01:58:01Z,5500000,False,,,0,,J. Thor offensive FOUL (1 PF),"[1630550, 1628988]",1610612766.0,CHA,204059.0,,,,Thor,J. Thor,,,,,Above the Break 3,24+ Center,,,,,,,,1.0,0.0,Holiday,1628988.0,,,,,,,,
559,PT10M49.00S,2022-12-17T01:57:51.5Z,4,REGULAR,turnover,offensive foul,[],1630550,,,1610612766,94,100,2022-12-17T01:57:51Z,5520000,False,,,0,,J. Thor offensive foul TURNOVER (1 TO),[1630550],1610612766.0,CHA,204059.0,,,,Thor,J. Thor,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,1.0,,,,
560,PT10M36.00S,2022-12-17T01:58:18.9Z,4,REGULAR,foul,personal,['2freethrow'],1630208,,,1610612737,94,100,2022-12-17T01:58:29Z,5530000,False,,,0,,N. Richards shooting personal FOUL (3 PF) (Kaminsky 2 FT),"[1630208, 1626163]",1610612766.0,CHA,201245.0,shooting,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,,,,,3.0,0.0,Kaminsky,1626163.0,,,,,,,,
562,PT10M36.00S,2022-12-17T01:58:50.7Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1626163,,,1610612737,94,101,2022-12-17T01:58:50Z,5550000,False,,,0,,F. Kaminsky Free Throw 1 of 2 (11 PTS),[1626163],1610612737.0,ATL,,,,,Kaminsky,F. Kaminsky,,,,,,,,Made,,,,,11.0,,,,,,,,,,,,
563,PT10M36.00S,2022-12-17T01:59:05.6Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1626163,,,1610612737,94,102,2022-12-17T01:59:05Z,5560000,False,,,0,,F. Kaminsky Free Throw 2 of 2 (12 PTS),[1626163],1610612737.0,ATL,,,,,Kaminsky,F. Kaminsky,,,,,,,,Made,,,,,12.0,,,,,,,,,,,,
564,PT10M14.00S,2022-12-17T01:59:28.7Z,4,REGULAR,3pt,Jump Shot,[],1630550,7.835085413929041,95.83333333333334,1610612766,94,102,2022-12-17T01:59:36Z,5570000,False,-229.0,21.0,1,left,MISS J. Thor 3PT,[1630550],1610612766.0,CHA,,,,,Thor,J. Thor,,,,,Left Corner 3,24+ Left,23.02,Missed,,,,,,,,,,,,,,,,,
565,PT10M12.00S,2022-12-17T01:59:30.7Z,4,REGULAR,rebound,defensive,[],1626163,,,1610612737,94,102,2022-12-17T01:59:36Z,5580000,False,,,0,,F. Kaminsky REBOUND (Off:0 Def:3),[1626163],1610612737.0,ATL,,,,,Kaminsky,F. Kaminsky,,,,,Left Corner 3,24+ Left,,,564.0,3.0,3.0,0.0,,,,,,,,,,,,,
566,PT10M05.00S,2022-12-17T01:59:38.3Z,4,REGULAR,3pt,Jump Shot,[],1631100,65.39093298291722,26.47058823529412,1610612737,94,105,2022-12-17T01:59:46Z,5590000,False,-118.0,273.0,1,right,A. Griffin 29' 3PT  (11 PTS) (F. Kaminsky 4 AST),"[1631100, 1626163]",1610612737.0,ATL,,,,,Griffin,A. Griffin,,,,,Above the Break 3,24+ Left Center,29.71,Made,,,,,11.0,,,,,F. Kaminsky,1626163.0,4.0,,,,,
568,PT09M45.00S,2022-12-17T01:59:58.5Z,4,REGULAR,3pt,Jump Shot,[],1626162,14.668199737187912,3.431372549019608,1610612766,94,105,2022-12-17T02:00:07Z,5610000,False,233.0,85.0,1,left,MISS K. Oubre Jr. 24' 3PT,[1626162],1610612766.0,CHA,,,,,Oubre Jr.,K. Oubre Jr.,,,,,Right Corner 3,24+ Right,24.8,Missed,,,,,,,,,,,,,,,,,
569,PT09M41.00S,2022-12-17T02:00:02.0Z,4,REGULAR,rebound,offensive,[],1630208,,,1610612766,94,105,2022-12-17T02:00:02Z,5620000,False,,,0,,N. Richards REBOUND (Off:8 Def:3),[1630208],1610612766.0,CHA,,,,,Richards,N. Richards,,,,,Right Corner 3,24+ Right,,,568.0,11.0,3.0,8.0,,,,,,,,,,,,,
570,PT09M39.00S,2022-12-17T02:00:04.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630208,9.017739816031538,44.36274509803921,1610612766,94,105,2022-12-17T02:00:15Z,5630000,False,28.0,32.0,1,left,MISS N. Richards reverse Layup - blocked,"[1630208, 1630552]",1610612766.0,CHA,,reverse,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,4.29,Missed,,,,,,,,,,,,,,,,Johnson,1630552.0
571,PT09M39.00S,2022-12-17T02:00:04.1Z,4,REGULAR,block,,[],1630552,,,1610612766,94,105,2022-12-17T02:00:06Z,5640000,False,,,0,,J. Johnson BLOCK (2 BLK),[1630552],1610612737.0,ATL,,,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
572,PT09M36.00S,2022-12-17T02:00:07.1Z,4,REGULAR,rebound,defensive,[],1631100,,,1610612737,94,105,2022-12-17T02:00:15Z,5650000,False,,,0,,A. Griffin REBOUND (Off:0 Def:2),[1631100],1610612737.0,ATL,,,,,Griffin,A. Griffin,,,,,Restricted Area,0-8 Center,,,570.0,2.0,2.0,0.0,,,,,,,,,,,,,
573,PT09M18.00S,2022-12-17T02:00:26.5Z,4,REGULAR,2pt,Jump Shot,[],203992,84.97043363994744,71.07843137254902,1610612737,94,107,2022-12-17T02:00:32Z,5660000,False,105.0,89.0,1,right,B. Bogdanovic 13' fadeaway Jump Shot (21 PTS),[203992],1610612737.0,ATL,,fadeaway,,,Bogdanovic,B. Bogdanovic,,,,,Mid-Range,8-16 Right,13.78,Made,,,,,21.0,,,,,,,,,,,,
574,PT09M18.00S,2022-12-17T02:00:32.3Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,94,107,2022-12-17T02:00:32Z,5670000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,PT09M18.00S,2022-12-17T02:00:33.0Z,4,REGULAR,substitution,out,[],1630208,,,1610612766,94,107,2022-12-17T02:02:43Z,5680000,False,,,0,,SUB out: N. Richards,[1630208],1610612766.0,CHA,,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,
576,PT09M18.00S,2022-12-17T02:00:33.0Z,4,REGULAR,substitution,out,[],1630550,,,1610612766,94,107,2022-12-17T02:02:43Z,5690000,False,,,0,,SUB out: J. Thor,[1630550],1610612766.0,CHA,,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,,
577,PT09M18.00S,2022-12-17T02:00:33.0Z,4,REGULAR,substitution,in,[],203486,,,1610612766,94,107,2022-12-17T02:02:43Z,5700000,False,,,0,,SUB in: M. Plumlee,[203486],1610612766.0,CHA,,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,
578,PT09M18.00S,2022-12-17T02:00:33.0Z,4,REGULAR,substitution,in,[],1629667,,,1610612766,94,107,2022-12-17T02:02:43Z,5710000,False,,,0,,SUB in: J. McDaniels,[1629667],1610612766.0,CHA,,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,
579,PT09M01.00S,2022-12-17T02:03:37.8Z,4,REGULAR,foul,personal,['2freethrow'],1626163,,,1610612766,94,107,2022-12-17T02:03:49Z,5720000,False,,,0,,F. Kaminsky shooting personal FOUL (4 PF) (Oubre Jr. 2 FT),"[1626163, 1626162]",1610612737.0,ATL,204059.0,shooting,,,Kaminsky,F. Kaminsky,,,,,Restricted Area,0-8 Center,,,,,,,,4.0,0.0,Oubre Jr.,1626162.0,,,,,,,,
581,PT09M01.00S,2022-12-17T02:04:01.4Z,4,REGULAR,freethrow,1 of 2,[],1626162,,,1610612766,94,107,2022-12-17T02:04:01Z,5740000,False,,,0,,MISS K. Oubre Jr. Free Throw 1 of 2,[1626162],1610612766.0,CHA,,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,
582,PT09M01.00S,2022-12-17T02:04:01.4Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612766,94,107,2022-12-17T02:04:01Z,5750000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,,581.0,,,,,,,,,,,,,,,,
583,PT09M01.00S,2022-12-17T02:04:13.9Z,4,REGULAR,freethrow,2 of 2,[],1626162,,,1610612766,95,107,2022-12-17T02:04:13Z,5760000,False,,,0,,K. Oubre Jr. Free Throw 2 of 2 (16 PTS),[1626162],1610612766.0,CHA,,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,Made,,,,,16.0,,,,,,,,,,,,
597,PT08M32.00S,2022-12-17T02:04:23.3Z,4,REGULAR,2pt,Jump Shot,[],1628988,94.69448094612353,26.225490196078432,1610612737,95,107,2022-12-17T02:06:40Z,5765000,False,-119.0,-3.0,1,right,MISS A. Holiday 11' floating Shot,[1628988],1610612737.0,ATL,,floating,,,Holiday,A. Holiday,,,,,Mid-Range,8-16 Left,11.89,Missed,,,,,,,,,,,,,,,,,
598,PT08M32.00S,2022-12-17T02:04:23.3Z,4,REGULAR,rebound,offensive,[],1630552,,,1610612737,95,107,2022-12-17T02:06:40Z,5767500,False,,,0,,J. Johnson REBOUND (Off:2 Def:2),[1630552],1610612737.0,ATL,,,,,Johnson,J. Johnson,,,,,Mid-Range,8-16 Left,,,597.0,4.0,2.0,2.0,,,,,,,,,,,,,
584,PT08M32.00S,2022-12-17T02:04:45.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630552,91.27792378449409,48.28431372549019,1610612737,95,109,2022-12-17T02:09:58Z,5773750,False,-9.0,29.0,1,right,J. Johnson tip Layup (4 PTS),[1630552],1610612737.0,ATL,,tip,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,3.07,Made,,,,,4.0,,,,,,,,,,,,
585,PT08M24.00S,2022-12-17T02:04:53.9Z,4,REGULAR,3pt,Jump Shot,[],1630163,39.50394218134034,54.65686274509803,1610612766,95,109,2022-12-17T02:05:21Z,5780000,False,-23.0,319.0,1,left,MISS L. Ball 31' 3PT,[1630163],1610612766.0,CHA,,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Center,31.97,Missed,,,,,,,,,,,,,,,,,
586,PT08M24.00S,2022-12-17T02:04:53.9Z,4,REGULAR,rebound,defensive,[],1626163,,,1610612737,95,109,2022-12-17T02:05:21Z,5790000,False,,,0,,F. Kaminsky REBOUND (Off:0 Def:4),[1626163],1610612737.0,ATL,,,,,Kaminsky,F. Kaminsky,,,,,Above the Break 3,24+ Center,,,585.0,4.0,4.0,0.0,,,,,,,,,,,,,
587,PT08M02.00S,2022-12-17T02:05:15.8Z,4,REGULAR,3pt,Jump Shot,[],203992,72.88107752956637,82.84313725490196,1610612737,95,112,2022-12-17T02:10:32Z,5800000,False,164.0,202.0,1,right,B. Bogdanovic 26' 3PT step back (24 PTS),[203992],1610612737.0,ATL,,step back,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Right Center,26.06,Made,,,,,24.0,,,,,,,,,,,,
588,PT07M51.00S,2022-12-17T02:05:27.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202330,6.652431011826544,47.794117647058826,1610612766,95,112,2022-12-17T02:10:51Z,5810000,False,11.0,10.0,1,left,MISS G. Hayward driving Layup,[202330],1610612766.0,CHA,,driving,,,Hayward,G. Hayward,,,,,Restricted Area,0-8 Center,1.49,Missed,,,,,,,,,,,,,,,,,
589,PT07M49.00S,2022-12-17T02:05:29.0Z,4,REGULAR,rebound,defensive,[],1626163,,,1610612737,95,112,2022-12-17T02:05:33Z,5820000,False,,,0,,F. Kaminsky REBOUND (Off:0 Def:5),[1626163],1610612737.0,ATL,,,,,Kaminsky,F. Kaminsky,,,,,Restricted Area,0-8 Center,,,588.0,5.0,5.0,0.0,,,,,,,,,,,,,
590,PT07M46.00S,2022-12-17T02:05:32.5Z,4,REGULAR,foul,personal,['3freethrow'],1629667,,,1610612737,95,112,2022-12-17T02:30:29Z,5822500,False,,,0,,J. McDaniels shooting personal FOUL (5 PF) (Bogdanovic 3 FT),"[1629667, 203992]",1610612766.0,CHA,2005.0,shooting,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Left Center,,,,,,,,5.0,0.0,Bogdanovic,203992.0,,,,,,,,
592,PT07M46.00S,2022-12-17T02:06:07.3Z,4,REGULAR,freethrow,1 of 3,['fastbreak'],203992,,,1610612737,95,112,2022-12-17T02:30:53Z,5824375,False,,,0,,MISS B. Bogdanovic Free Throw 1 of 3,[203992],1610612737.0,ATL,,,,,Bogdanovic,B. Bogdanovic,,,,,,,,Missed,,,,,,,,,,,,,,,,,
593,PT07M46.00S,2022-12-17T02:06:07.3Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612737,95,112,2022-12-17T02:30:53Z,5824687,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,592.0,,,,,,,,,,,,,,,,
708,PT07M46.00S,2022-12-17T02:06:36.4Z,4,REGULAR,substitution,out,[],1629667,,,1610612737,95,112,2022-12-17T02:32:14Z,5824765,False,,,0,,SUB out: J. McDaniels,[1629667],1610612766.0,CHA,,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,
709,PT07M46.00S,2022-12-17T02:06:36.4Z,4,REGULAR,substitution,in,[],1626179,,,1610612737,95,112,2022-12-17T02:32:14Z,5824804,False,,,0,,SUB in: T. Rozier,[1626179],1610612766.0,CHA,,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,
710,PT07M46.00S,2022-12-17T02:06:36.4Z,4,REGULAR,substitution,out,[],202330,,,1610612737,95,112,2022-12-17T02:33:04Z,5824823,False,,,0,,SUB out: G. Hayward,[202330],1610612766.0,CHA,,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
711,PT07M46.00S,2022-12-17T02:06:36.4Z,4,REGULAR,substitution,in,[],1630550,,,1610612737,95,112,2022-12-17T02:33:04Z,5824833,False,,,0,,SUB in: J. Thor,[1630550],1610612766.0,CHA,,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,,
594,PT07M46.00S,2022-12-17T02:06:07.3Z,4,REGULAR,freethrow,2 of 3,['fastbreak'],203992,,,1610612737,95,113,2022-12-17T02:30:53Z,5824843,False,,,0,,B. Bogdanovic Free Throw 2 of 3 (25 PTS),[203992],1610612737.0,ATL,,,,,Bogdanovic,B. Bogdanovic,,,,,,,,Made,,,,,25.0,,,,,,,,,,,,
599,PT07M46.00S,2022-12-17T02:06:07.3Z,4,REGULAR,freethrow,3 of 3,['fastbreak'],203992,,,1610612737,95,113,2022-12-17T02:30:53Z,5824921,False,,,0,,MISS B. Bogdanovic Free Throw 3 of 3,[203992],1610612737.0,ATL,,,,,Bogdanovic,B. Bogdanovic,,,,,,,,Missed,,,,,,,,,,,,,,,,,
600,PT07M45.00S,2022-12-17T02:06:08.3Z,4,REGULAR,rebound,defensive,[],1626162,,,1610612766,95,113,2022-12-17T02:30:53Z,5824960,False,,,0,,K. Oubre Jr. REBOUND (Off:2 Def:4),[1626162],1610612766.0,CHA,,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,599.0,6.0,4.0,2.0,,,,,,,,,,,,,
601,PT07M26.00S,2022-12-17T02:07:05.6Z,4,REGULAR,foul,personal,['2freethrow'],1628988,,,1610612766,95,113,2022-12-17T02:07:15Z,5920000,False,,,0,,A. Holiday shooting personal FOUL (5 PF) (Ball 2 FT),"[1628988, 1630163]",1610612737.0,ATL,2005.0,shooting,,,Holiday,A. Holiday,,,,,Restricted Area,0-8 Center,,,,,,,,5.0,0.0,Ball,1630163.0,,,,,,,,
603,PT07M26.00S,2022-12-17T02:07:30.3Z,4,REGULAR,freethrow,1 of 2,[],1630163,,,1610612766,95,113,2022-12-17T02:07:30Z,5940000,False,,,0,,MISS L. Ball Free Throw 1 of 2,[1630163],1610612766.0,CHA,,,,,Ball,L. Ball,,,,,,,,Missed,,,,,,,,,,,,,,,,,
