actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
18,PT10M54.00S,2022-11-25T22:11:54.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1626157,6.915243101182654,50.73529411764706,1610612750,3,2,2022-11-25T22:12:02Z,180000,False,-4.0,13.0,1,left,K. Towns DUNK (2 PTS) (A. Edwards 1 AST),"[1626157, 1630162]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,1.3,Made,,,,2.0,A. Edwards,1630162.0,1.0,,,,,,,,,,,
20,PT10M40.00S,2022-11-25T22:12:08.7Z,1,REGULAR,3pt,Jump Shot,[],1626162,78.0059132720105,92.40196078431373,1610612766,6,2,2022-11-25T22:12:14Z,200000,False,212.0,154.0,1,right,K. Oubre Jr. 26' 3PT  (3 PTS) (J. McDaniels 1 AST),"[1626162, 1629667]",1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Right Center,26.21,Made,,,,3.0,J. McDaniels,1629667.0,1.0,,,,,,,,,,,
22,PT10M32.00S,2022-11-25T22:12:17.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630183,4.681340341655716,48.529411764705884,1610612750,6,4,2022-11-25T22:12:22Z,220000,False,7.0,-8.0,1,left,J. McDaniels cutting DUNK (2 PTS) (D. Russell 1 AST),"[1630183, 1626156]",1610612750.0,MIN,cutting,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,1.13,Made,,,,2.0,D. Russell,1626156.0,1.0,,,,,,,,,,,
24,PT10M17.00S,2022-11-25T22:12:31.9Z,1,REGULAR,2pt,Jump Shot,[],1629023,75.24638633377135,25.735294117647058,1610612766,6,4,2022-11-25T22:12:42Z,240000,False,-121.0,180.0,1,right,MISS P. Washington 21' step back Shot,[1629023],1610612766.0,CHA,step back,,,Washington,P. Washington,,,,,Mid-Range,16-24 Left Center,21.72,Missed,,,,,,,,,,,,,,,,,,
25,PT10M14.00S,2022-11-25T22:12:34.9Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,6,4,2022-11-25T22:12:42Z,250000,False,,,0,,R. Gobert REBOUND (Off:1 Def:1),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Mid-Range,16-24 Left Center,,,,,24.0,,,,,2.0,1.0,1.0,,,,,,,,
27,PT10M00.00S,2022-11-25T22:12:58.2Z,1,REGULAR,foul,personal,['2freethrow'],1629023,,,1610612750,6,4,2022-11-25T22:13:08Z,270000,False,,,0,,P. Washington shooting personal FOUL (1 PF) (Gobert 2 FT),"[1629023, 203497]",1610612766.0,CHA,shooting,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1630886.0,1.0,0.0,Gobert,203497.0,,,
29,PT10M00.00S,2022-11-25T22:13:22.8Z,1,REGULAR,freethrow,1 of 2,[],203497,,,1610612750,6,5,2022-11-25T22:13:22Z,290000,False,,,0,,R. Gobert Free Throw 1 of 2 (1 PTS),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,Made,,,,1.0,,,,,,,,,,,,,,
30,PT10M00.00S,2022-11-25T22:13:38.2Z,1,REGULAR,freethrow,2 of 2,[],203497,,,1610612750,6,6,2022-11-25T22:13:38Z,300000,False,,,0,,R. Gobert Free Throw 2 of 2 (2 PTS),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,Made,,,,2.0,,,,,,,,,,,,,,
31,PT09M49.00S,2022-11-25T22:13:50.3Z,1,REGULAR,3pt,Jump Shot,[],1626179,68.9388961892247,28.186274509803923,1610612766,6,6,2022-11-25T22:18:17Z,310000,False,-109.0,239.0,1,right,MISS T. Rozier 26' pullup 3PT,[1626179],1610612766.0,CHA,pullup,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Left Center,26.32,Missed,,,,,,,,,,,,,,,,,,
32,PT09M49.00S,2022-11-25T22:13:50.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612750,6,6,2022-11-25T22:14:00Z,320000,False,,,0,,TEAM defensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,31.0,,,,,,,,,,,,,,,
34,PT09M40.00S,2022-11-25T22:14:07.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,5.863994743758213,50.0,1610612750,6,8,2022-11-25T22:17:51Z,340000,False,0.0,3.0,1,left,K. Towns driving Layup (4 PTS),[1626157],1610612750.0,MIN,driving,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,0.26,Made,,,,4.0,,,,,,,,,,,,,,
35,PT09M40.00S,2022-11-25T22:14:10.2Z,1,REGULAR,foul,personal,['1freethrow'],1629023,,,1610612750,6,8,2022-11-25T22:14:25Z,350000,False,,,0,,P. Washington shooting personal FOUL (2 PF) (Towns 1 FT),"[1629023, 1626157]",1610612766.0,CHA,shooting,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,2005.0,2.0,0.0,Towns,1626157.0,,,
37,PT09M40.00S,2022-11-25T22:14:41.1Z,1,REGULAR,freethrow,1 of 1,[],1626157,,,1610612750,6,9,2022-11-25T22:14:41Z,370000,False,,,0,,K. Towns Free Throw 1 of 1 (5 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,Made,,,,5.0,,,,,,,,,,,,,,
38,PT09M19.00S,2022-11-25T22:15:03.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626162,94.43166885676742,49.26470588235294,1610612766,6,9,2022-11-25T22:15:11Z,380000,False,-4.0,0.0,1,right,MISS K. Oubre Jr. driving Layup,[1626162],1610612766.0,CHA,driving,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,0.37,Missed,,,,,,,,,,,,,,,,,,
39,PT09M16.00S,2022-11-25T22:15:05.5Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,6,9,2022-11-25T22:15:05Z,390000,False,,,0,,A. Edwards REBOUND (Off:0 Def:1),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,,,,38.0,,,,,1.0,1.0,0.0,,,,,,,,
40,PT09M13.00S,2022-11-25T22:15:11.8Z,1,REGULAR,foul,personal,['2freethrow'],1626162,,,1610612750,6,9,2022-11-25T22:15:23Z,400000,False,,,0,,K. Oubre Jr. shooting personal FOUL (1 PF) (Towns 2 FT),"[1626162, 1626157]",1610612766.0,CHA,shooting,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1162.0,1.0,0.0,Towns,1626157.0,,,
42,PT09M13.00S,2022-11-25T22:15:39.8Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1626157,,,1610612750,6,10,2022-11-25T22:15:39Z,420000,False,,,0,,K. Towns Free Throw 1 of 2 (6 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,Made,,,,6.0,,,,,,,,,,,,,,
43,PT09M13.00S,2022-11-25T22:16:00.5Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1626157,,,1610612750,6,11,2022-11-25T22:16:00Z,430000,False,,,0,,K. Towns Free Throw 2 of 2 (7 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,Made,,,,7.0,,,,,,,,,,,,,,
44,PT08M57.00S,2022-11-25T22:16:18.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629667,88.38699080157687,50.245098039215684,1610612766,8,11,2022-11-25T22:21:05Z,440000,False,1.0,57.0,1,right,J. McDaniels driving floating Jump Shot (2 PTS) (T. Rozier 1 AST),"[1629667, 1626179]",1610612766.0,CHA,driving floating,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,5.67,Made,,,,2.0,T. Rozier,1626179.0,1.0,,,,,,,,,,,
45,PT08M34.00S,2022-11-25T22:16:40.3Z,1,REGULAR,turnover,lost ball,[],203497,,,1610612750,8,11,2022-11-25T22:25:15Z,450000,False,,,0,,R. Gobert lost ball TURNOVER (1 TO),"[203497, 1626162]",1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,1.0,Oubre Jr.,1626162.0
46,PT08M34.00S,2022-11-25T22:16:40.3Z,1,REGULAR,steal,,[],1626162,,,1610612766,8,11,2022-11-25T22:16:42Z,460000,False,,,0,,K. Oubre Jr. STEAL (1 STL),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
47,PT08M30.00S,2022-11-25T22:16:44.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629667,93.9060446780552,54.65686274509803,1610612766,10,11,2022-11-25T22:23:31Z,470000,False,23.0,5.0,1,right,J. McDaniels running Layup (4 PTS) (M. Plumlee 1 AST),"[1629667, 203486]",1610612766.0,CHA,running,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,2.38,Made,,,,4.0,M. Plumlee,203486.0,1.0,,,,,,,,,,,
49,PT08M14.00S,2022-11-25T22:17:02.5Z,1,REGULAR,turnover,out-of-bounds,[],1626157,,,1610612750,10,11,2022-11-25T22:24:16Z,490000,False,,,0,,K. Towns bad pass out-of-bounds TURNOVER (1 TO),[1626157],1610612750.0,MIN,bad pass,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,1.0,,
50,PT08M06.00S,2022-11-25T22:17:12.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629023,74.32654402102497,12.745098039215685,1610612766,10,11,2022-11-25T22:17:22Z,500000,False,-186.0,189.0,1,right,MISS P. Washington 26' 3PT,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Left Center,26.52,Missed,,,,,,,,,,,,,,,,,,
51,PT08M03.00S,2022-11-25T22:17:15.3Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,10,11,2022-11-25T22:17:22Z,510000,False,,,0,,R. Gobert REBOUND (Off:1 Def:2),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Left Center,,,,,50.0,,,,,3.0,2.0,1.0,,,,,,,,
52,PT07M51.00S,2022-11-25T22:17:26.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626156,18.478975032851512,50.49019607843137,1610612750,10,11,2022-11-25T22:25:16Z,520000,False,-2.0,121.0,1,left,MISS D. Russell 12' driving floating Shot,[1626156],1610612750.0,MIN,driving floating,,,Russell,D. Russell,,,,,In The Paint (Non-RA),8-16 Center,12.12,Missed,,,,,,,,,,,,,,,,,,
53,PT07M49.00S,2022-11-25T22:17:28.6Z,1,REGULAR,rebound,offensive,[],1626156,,,1610612750,10,11,2022-11-25T22:17:35Z,530000,False,,,0,,D. Russell REBOUND (Off:2 Def:0),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,In The Paint (Non-RA),8-16 Center,,,,,52.0,,,,,2.0,0.0,2.0,,,,,,,,
54,PT07M47.00S,2022-11-25T22:17:30.5Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1626156,4.812746386333772,69.36274509803921,1610612750,10,13,2022-11-25T22:17:41Z,540000,False,-97.0,-7.0,1,left,D. Russell 9' fadeaway Jump Shot (2 PTS),[1626156],1610612750.0,MIN,fadeaway,,,Russell,D. Russell,,,,,Mid-Range,8-16 Left,9.71,Made,,,,2.0,,,,,,,,,,,,,,
55,PT07M33.00S,2022-11-25T22:17:44.9Z,1,REGULAR,3pt,Jump Shot,[],1629667,90.62089356110381,97.54901960784314,1610612766,10,13,2022-11-25T22:17:50Z,550000,False,238.0,36.0,1,right,MISS J. McDaniels 24' 3PT,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,Right Corner 3,24+ Right,24.04,Missed,,,,,,,,,,,,,,,,,,
56,PT07M31.00S,2022-11-25T22:17:46.9Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,10,13,2022-11-25T22:17:50Z,560000,False,,,0,,A. Edwards REBOUND (Off:0 Def:2),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Right Corner 3,24+ Right,,,,,55.0,,,,,2.0,2.0,0.0,,,,,,,,
57,PT07M30.00S,2022-11-25T22:17:49.5Z,1,REGULAR,turnover,out-of-bounds,[],1630162,,,1610612750,10,13,2022-11-25T22:26:47Z,570000,False,,,0,,A. Edwards bad pass out-of-bounds TURNOVER (1 TO),[1630162],1610612750.0,MIN,bad pass,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,1.0,,
58,PT07M30.00S,2022-11-25T22:17:55.0Z,1,REGULAR,substitution,out,[],1629023,,,1610612766,10,13,2022-11-25T22:18:01Z,580000,False,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT07M30.00S,2022-11-25T22:17:55.0Z,1,REGULAR,substitution,in,[],1630539,,,1610612766,10,13,2022-11-25T22:18:01Z,590000,False,,,0,,SUB in: K. Jones,[1630539],1610612766.0,CHA,,,,Jones,K. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT07M16.00S,2022-11-25T22:18:19.9Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1626162,92.32917214191852,76.7156862745098,1610612766,10,13,2022-11-25T22:27:51Z,600000,False,134.0,20.0,1,right,MISS K. Oubre Jr. 13' pullup Shot,[1626162],1610612766.0,CHA,pullup,,,Oubre Jr.,K. Oubre Jr.,,,,,Mid-Range,8-16 Right,13.5,Missed,,,,,,,,,,,,,,,,,,
61,PT07M14.00S,2022-11-25T22:18:21.9Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,10,13,2022-11-25T22:18:25Z,610000,False,,,0,,R. Gobert REBOUND (Off:1 Def:3),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Mid-Range,8-16 Right,,,,,60.0,,,,,4.0,3.0,1.0,,,,,,,,
62,PT07M02.00S,2022-11-25T22:18:34.3Z,1,REGULAR,2pt,Jump Shot,[],1630162,4.944152431011826,70.83333333333334,1610612750,10,15,2022-11-25T22:18:41Z,620000,False,-104.0,-6.0,1,left,A. Edwards 10' pullup Jump Shot (2 PTS),[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Mid-Range,8-16 Left,10.44,Made,,,,2.0,,,,,,,,,,,,,,
63,PT06M49.00S,2022-11-25T22:18:49.5Z,1,REGULAR,foul,offensive,[],1626179,,,1610612766,10,15,2022-11-25T22:18:57Z,630000,False,,,0,,T. Rozier offensive FOUL (1 PF),"[1626179, 1626156]",1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,1630886.0,1.0,0.0,Russell,1626156.0,,,
65,PT06M49.00S,2022-11-25T22:18:49.5Z,1,REGULAR,turnover,offensive foul,[],1626179,,,1610612766,10,15,2022-11-25T22:18:49Z,650000,False,,,0,,T. Rozier offensive foul TURNOVER (1 TO),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,1630886.0,,,,,1.0,,
66,PT06M49.00S,2022-11-25T22:19:03.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,10,15,2022-11-25T22:19:03Z,660000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M39.00S,2022-11-25T22:21:57.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626157,25.969119579500656,84.55882352941177,1610612750,10,15,2022-11-25T22:22:02Z,670000,False,-173.0,192.0,1,left,MISS K. Towns 25' 3PT,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Left Center,25.8,Missed,,,,,,,,,,,,,,,,,,
69,PT06M36.00S,2022-11-25T22:21:59.8Z,1,REGULAR,rebound,defensive,[],203486,,,1610612766,10,15,2022-11-25T22:21:59Z,680000,False,,,0,,M. Plumlee REBOUND (Off:0 Def:1),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Above the Break 3,24+ Left Center,,,,,68.0,,,,,1.0,1.0,0.0,,,,,,,,
70,PT06M30.00S,2022-11-25T22:22:07.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629667,91.93495400788436,47.30392156862745,1610612766,10,15,2022-11-25T22:29:38Z,690000,False,-13.0,23.0,1,right,MISS J. McDaniels driving Layup - blocked,"[1629667, 1630183]",1610612766.0,CHA,driving,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,2.69,Missed,McDaniels,1630183.0,,,,,,,,,,,,,,,,
71,PT06M30.00S,2022-11-25T22:22:07.6Z,1,REGULAR,block,,[],1630183,,,1610612766,10,15,2022-11-25T22:22:10Z,700000,False,,,0,,J. McDaniels BLOCK (1 BLK),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
72,PT06M29.00S,2022-11-25T22:22:08.6Z,1,REGULAR,rebound,defensive,[],1630183,,,1610612750,10,15,2022-11-25T22:29:38Z,710000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:1),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,,,70.0,,,,,1.0,1.0,0.0,,,,,,,,
73,PT06M29.00S,2022-11-25T22:22:17.4Z,1,REGULAR,turnover,out-of-bounds,[],1630183,,,1610612750,10,15,2022-11-25T22:23:00Z,720000,False,,,0,,J. McDaniels step out-of-bounds TURNOVER (1 TO),[1630183],1610612750.0,MIN,step,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1162.0,,,,,1.0,,
74,PT06M26.00S,2022-11-25T22:22:30.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626162,88.91261498028909,97.79411764705883,1610612766,10,15,2022-11-25T22:23:05Z,730000,False,239.0,52.0,1,right,MISS K. Oubre Jr. 24' 3PT,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Right Corner 3,24+ Right,24.45,Missed,,,,,,,,,,,,,,,,,,
75,PT06M22.00S,2022-11-25T22:22:33.3Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,10,15,2022-11-25T22:22:33Z,740000,False,,,0,,R. Gobert REBOUND (Off:1 Def:4),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Right Corner 3,24+ Right,,,,,74.0,,,,,5.0,4.0,1.0,,,,,,,,
76,PT06M18.00S,2022-11-25T22:22:37.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630162,7.5722733245729295,49.754901960784316,1610612750,10,17,2022-11-25T22:30:32Z,750000,False,1.0,19.0,1,left,A. Edwards running Layup (4 PTS) (D. Russell 2 AST),"[1630162, 1626156]",1610612750.0,MIN,running,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,1.87,Made,,,,4.0,D. Russell,1626156.0,2.0,,,,,,,,,,,
78,PT06M11.00S,2022-11-25T22:22:46.2Z,1,REGULAR,foul,personal,['2freethrow'],1630183,,,1610612766,10,17,2022-11-25T22:23:03Z,770000,False,,,0,,J. McDaniels shooting personal FOUL (1 PF) (Oubre Jr. 2 FT),"[1630183, 1626162]",1610612750.0,MIN,shooting,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1162.0,1.0,0.0,Oubre Jr.,1626162.0,,,
80,PT06M11.00S,2022-11-25T22:23:08.5Z,1,REGULAR,freethrow,1 of 2,[],1626162,,,1610612766,10,17,2022-11-25T22:23:08Z,790000,False,,,0,,MISS K. Oubre Jr. Free Throw 1 of 2,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
81,PT06M11.00S,2022-11-25T22:23:08.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612766,10,17,2022-11-25T22:23:08Z,800000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,
82,PT06M11.00S,2022-11-25T22:23:09.8Z,1,REGULAR,substitution,out,[],1626179,,,1610612766,10,17,2022-11-25T22:23:19Z,810000,False,,,0,,SUB out: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT06M11.00S,2022-11-25T22:23:09.8Z,1,REGULAR,substitution,out,[],203497,,,1610612766,10,17,2022-11-25T22:23:19Z,820000,False,,,0,,SUB out: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT06M11.00S,2022-11-25T22:23:09.8Z,1,REGULAR,substitution,in,[],1630177,,,1610612766,10,17,2022-11-25T22:23:19Z,830000,False,,,0,,SUB in: T. Maledon,[1630177],1610612766.0,CHA,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT06M11.00S,2022-11-25T22:23:09.8Z,1,REGULAR,substitution,in,[],203937,,,1610612766,10,17,2022-11-25T22:23:19Z,840000,False,,,0,,SUB in: K. Anderson,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT06M11.00S,2022-11-25T22:23:28.6Z,1,REGULAR,freethrow,2 of 2,[],1626162,,,1610612766,11,17,2022-11-25T22:23:28Z,850000,False,,,0,,K. Oubre Jr. Free Throw 2 of 2 (4 PTS),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,Made,,,,4.0,,,,,,,,,,,,,,
