actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal
166,PT00M36.30S,2022-10-31T23:36:13.0Z,1,REGULAR,substitution,in,[],1628368,,,1610612766,32,22,2022-10-31T23:36:30Z,1650000,,,0,,SUB in: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT00M18.40S,2022-10-31T23:37:04.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630208,91.14651773981603,50.98039215686274,1610612766,34,22,2022-10-31T23:52:56Z,1670000,5.0,31.0,1,right,N. Richards cutting Layup (2 PTS) (T. Maledon 1 AST),"[1630208, 1630177]",1610612766.0,CHA,cutting,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,3.11,Made,,,,,,,,,,,,,,,2.0,T. Maledon,1630177.0,1.0
171,PT00M04.30S,2022-10-31T23:37:22.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630547,,,1610612758,34,22,2022-10-31T23:37:36Z,1690000,,,0,,J. Bouknight personal FOUL (1 PF) (Fox 2 FT),"[1630547, 1628368]",1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,1151.0,1.0,0.0,Fox,1628368.0,,,,
173,PT00M04.30S,2022-10-31T23:37:48.5Z,1,REGULAR,freethrow,1 of 2,[],1628368,,,1610612758,34,23,2022-10-31T23:37:48Z,1710000,,,0,,D. Fox Free Throw 1 of 2 (7 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,Made,,,,,,,,,,,,,,,7.0,,,
174,PT00M04.30S,2022-10-31T23:37:50.4Z,1,REGULAR,substitution,out,[],1628370,,,1610612758,34,23,2022-10-31T23:37:59Z,1720000,,,0,,SUB out: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT00M04.30S,2022-10-31T23:37:50.4Z,1,REGULAR,substitution,out,[],1626168,,,1610612758,34,23,2022-10-31T23:37:59Z,1730000,,,0,,SUB out: T. Lyles,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT00M04.30S,2022-10-31T23:37:50.4Z,1,REGULAR,substitution,in,[],1630558,,,1610612758,34,23,2022-10-31T23:37:59Z,1740000,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT00M04.30S,2022-10-31T23:37:50.4Z,1,REGULAR,substitution,in,[],1629644,,,1610612758,34,23,2022-10-31T23:37:59Z,1750000,,,0,,SUB in: K. Okpala,[1629644],1610612758.0,SAC,,,,Okpala,K. Okpala,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT00M04.30S,2022-10-31T23:38:08.5Z,1,REGULAR,freethrow,2 of 2,[],1628368,,,1610612758,34,24,2022-10-31T23:38:08Z,1760000,,,0,,D. Fox Free Throw 2 of 2 (8 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,Made,,,,,,,,,,,,,,,8.0,,,
179,PT00M01.10S,2022-10-31T23:38:15.3Z,1,REGULAR,3pt,Jump Shot,[],1630177,72.7496714848883,12.009803921568627,1610612766,34,24,2022-10-31T23:38:21Z,1770000,-190.0,204.0,1,right,MISS T. Maledon 27' bank 3PT,[1630177],1610612766.0,CHA,bank,,,Maledon,T. Maledon,,,,,Above the Break 3,24+ Left Center,27.86,Missed,,,,,,,,,,,,,,,,,,
180,PT00M01.10S,2022-10-31T23:38:15.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612766,34,24,2022-10-31T23:38:21Z,1780000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Above the Break 3,24+ Left Center,,,179.0,,,,,,,,,,,,,,,,,
181,PT00M00.00S,2022-10-31T23:38:21.0Z,1,REGULAR,period,end,[],0,,,1610612766,34,24,2022-10-31T23:38:21Z,1790000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT12M00.00S,2022-10-31T23:38:26.6Z,2,REGULAR,substitution,out,['startperiod'],1630547,,,1610612766,34,24,2022-10-31T23:40:51Z,1800000,,,0,,SUB out: J. Bouknight,[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT12M00.00S,2022-10-31T23:38:26.6Z,2,REGULAR,substitution,out,['startperiod'],1630177,,,1610612766,34,24,2022-10-31T23:40:51Z,1820000,,,0,,SUB out: T. Maledon,[1630177],1610612766.0,CHA,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT12M00.00S,2022-10-31T23:38:26.6Z,2,REGULAR,substitution,out,['startperiod'],1630558,,,1610612766,34,24,2022-10-31T23:40:51Z,1830000,,,0,,SUB out: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT12M00.00S,2022-10-31T23:38:26.6Z,2,REGULAR,substitution,out,['startperiod'],1629644,,,1610612766,34,24,2022-10-31T23:40:51Z,1840000,,,0,,SUB out: K. Okpala,[1629644],1610612758.0,SAC,,,,Okpala,K. Okpala,,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT12M00.00S,2022-10-31T23:38:26.6Z,2,REGULAR,substitution,in,['startperiod'],1626162,,,1610612766,34,24,2022-10-31T23:40:51Z,1850000,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT12M00.00S,2022-10-31T23:38:26.6Z,2,REGULAR,substitution,in,['startperiod'],1628372,,,1610612766,34,24,2022-10-31T23:40:51Z,1870000,,,0,,SUB in: D. Smith Jr.,[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT12M00.00S,2022-10-31T23:38:26.6Z,2,REGULAR,substitution,in,['startperiod'],1628370,,,1610612766,34,24,2022-10-31T23:40:51Z,1880000,,,0,,SUB in: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT12M00.00S,2022-10-31T23:38:26.6Z,2,REGULAR,substitution,in,['startperiod'],1626168,,,1610612766,34,24,2022-10-31T23:40:51Z,1890000,,,0,,SUB in: T. Lyles,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT12M00.00S,2022-10-31T23:41:05.3Z,2,REGULAR,period,start,[],0,,,1610612758,34,24,2022-10-31T23:41:05Z,1900000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT11M50.00S,2022-10-31T23:41:14.8Z,2,REGULAR,turnover,bad pass,[],1628368,,,1610612758,34,24,2022-10-31T23:41:24Z,1910000,,,0,,D. Fox bad pass TURNOVER (3 TO),"[1628368, 1629667]",1610612758.0,SAC,,,,Fox,D. Fox,,,,,Mid-Range,8-16 Right,,,,,,,,,3.0,McDaniels,1629667.0,,,,,,,,,
195,PT11M50.00S,2022-10-31T23:41:14.8Z,2,REGULAR,steal,,[],1629667,,,1610612766,34,24,2022-10-31T23:41:21Z,1920000,,,0,,J. McDaniels STEAL (1 STL),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
196,PT11M29.00S,2022-10-31T23:41:35.7Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1629667,90.09526938239159,79.90196078431373,1610612766,34,24,2022-10-31T23:41:55Z,1930000,150.0,41.0,1,right,MISS J. McDaniels 15' pullup Shot,[1629667],1610612766.0,CHA,pullup,,,McDaniels,J. McDaniels,,,,,Mid-Range,8-16 Right,15.49,Missed,,,,,,,,,,,,,,,,,,
197,PT11M29.00S,2022-10-31T23:41:39.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612766,34,24,2022-10-31T23:41:39Z,1940000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Mid-Range,8-16 Right,,,196.0,,,,,,,,,,,,,,,,,
199,PT11M21.00S,2022-10-31T23:42:10.4Z,2,REGULAR,foul,personal,[],1628368,,,1610612766,34,24,2022-10-31T23:42:24Z,1960000,,,0,,D. Fox personal FOUL (1 PF),"[1628368, 1630208]",1610612758.0,SAC,,,,Fox,D. Fox,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,1151.0,1.0,0.0,Richards,1630208.0,,,,
201,PT11M12.00S,2022-10-31T23:42:38.2Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1626162,74.58935611038108,13.23529411764706,1610612766,37,24,2022-10-31T23:42:43Z,1980000,-184.0,186.0,1,right,K. Oubre Jr. 26' 3PT  (5 PTS) (D. Smith Jr. 4 AST),"[1626162, 1628372]",1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Left Center,26.18,Made,,,,,,,,,,,,,,,5.0,D. Smith Jr.,1628372.0,4.0
203,PT11M10.00S,2022-10-31T23:42:48.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,37,24,2022-10-31T23:42:48Z,2000000,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT11M10.00S,2022-10-31T23:42:52.8Z,2,REGULAR,substitution,out,[],1628368,,,1610612758,37,24,2022-10-31T23:45:23Z,2010000,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT11M10.00S,2022-10-31T23:42:52.8Z,2,REGULAR,substitution,in,[],1630558,,,1610612758,37,24,2022-10-31T23:45:23Z,2020000,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT10M49.00S,2022-10-31T23:46:03.9Z,2,REGULAR,turnover,palming,[],1630558,,,1610612758,37,24,2022-10-31T23:46:36Z,2030000,,,0,,D. Mitchell palming TURNOVER (3 TO),[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Center,,,,,,,,,3.0,,,201639.0,,,,,,,,
207,PT10M26.00S,2022-10-31T23:46:40.4Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629023,91.27792378449409,64.70588235294117,1610612766,37,24,2022-10-31T23:55:29Z,2040000,74.0,29.0,1,right,MISS P. Washington 7' driving floating Shot,[1629023],1610612766.0,CHA,driving floating,,,Washington,P. Washington,,,,,In The Paint (Non-RA),0-8 Center,7.92,Missed,,,,,,,,,,,,,,,,,,
208,PT10M23.00S,2022-10-31T23:46:43.4Z,2,REGULAR,rebound,defensive,[],1630558,,,1610612758,37,24,2022-10-31T23:55:29Z,2050000,,,0,,D. Mitchell REBOUND (Off:0 Def:1),[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,,,207.0,1.0,1.0,0.0,,,,,,,,,,,,,,
209,PT10M19.00S,2022-10-31T23:46:47.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628370,6.1268068331143235,95.58823529411765,1610612758,37,27,2022-10-31T23:55:56Z,2060000,-228.0,5.0,1,left,M. Monk 3PT running pullup (3 PTS) (T. Lyles 2 AST),"[1628370, 1626168]",1610612758.0,SAC,running pullup,,,Monk,M. Monk,,,,,Left Corner 3,24+ Left,22.8,Made,,,,,,,,,,,,,,,3.0,T. Lyles,1626168.0,2.0
211,PT10M07.00S,2022-10-31T23:47:03.0Z,2,REGULAR,foul,personal,['2freethrow'],1626168,,,1610612766,37,27,2022-10-31T23:47:18Z,2080000,,,0,,T. Lyles shooting personal FOUL (1 PF) (Richards 2 FT),"[1626168, 1630208]",1610612758.0,SAC,shooting,,,Lyles,T. Lyles,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,201639.0,1.0,0.0,Richards,1630208.0,,,,
213,PT10M07.00S,2022-10-31T23:47:44.8Z,2,REGULAR,freethrow,1 of 2,[],1630208,,,1610612766,37,27,2022-10-31T23:48:20Z,2100000,,,0,,MISS N. Richards Free Throw 1 of 2,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
214,PT10M07.00S,2022-10-31T23:47:44.8Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612766,37,27,2022-10-31T23:48:20Z,2110000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,213.0,,,,,,,,,,,,,,,,,
215,PT10M07.00S,2022-10-31T23:47:46.3Z,2,REGULAR,substitution,out,[],1629023,,,1610612766,37,27,2022-10-31T23:47:51Z,2120000,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT10M07.00S,2022-10-31T23:47:46.3Z,2,REGULAR,substitution,in,[],1630550,,,1610612766,37,27,2022-10-31T23:47:51Z,2130000,,,0,,SUB in: J. Thor,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT10M07.00S,2022-10-31T23:47:44.8Z,2,REGULAR,freethrow,2 of 2,[],1630208,,,1610612766,37,27,2022-10-31T23:48:20Z,2140000,,,0,,MISS N. Richards Free Throw 2 of 2,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
219,PT10M03.00S,2022-10-31T23:47:48.8Z,2,REGULAR,rebound,offensive,[],1628372,,,1610612766,37,27,2022-10-31T23:48:20Z,2150000,,,0,,D. Smith Jr. REBOUND (Off:1 Def:1),[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,218.0,2.0,1.0,1.0,,,,,,,,,,,,,,
220,PT09M56.00S,2022-10-31T23:48:26.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1626162,67.88764783180025,32.59803921568628,1610612766,37,27,2022-10-31T23:58:00Z,2160000,-87.0,249.0,1,right,MISS K. Oubre Jr. 26' pullup 3PT,[1626162],1610612766.0,CHA,pullup,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Left Center,26.41,Missed,,,,,,,,,,,,,,,,,,
221,PT09M52.00S,2022-10-31T23:48:30.1Z,2,REGULAR,rebound,defensive,[],1630558,,,1610612758,37,27,2022-10-31T23:49:03Z,2170000,,,0,,D. Mitchell REBOUND (Off:0 Def:2),[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,,,220.0,2.0,2.0,0.0,,,,,,,,,,,,,,
222,PT09M52.00S,2022-10-31T23:49:09.9Z,2,REGULAR,foul,personal,['1freethrow'],1626162,,,1610612758,37,27,2022-10-31T23:49:32Z,2180000,,,0,,K. Oubre Jr. transition take personal FOUL (2 PF) (Mitchell 1 FT),"[1626162, 1630558]",1610612766.0,CHA,transition take,,,Oubre Jr.,K. Oubre Jr.,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,1629178.0,2.0,0.0,Mitchell,1630558.0,,,,
224,PT09M52.00S,2022-10-31T23:49:35.8Z,2,REGULAR,freethrow,1 of 1,[],1628370,,,1610612758,37,28,2022-10-31T23:49:35Z,2200000,,,0,,M. Monk transition take Free Throw 1 of 1 (4 PTS),[1628370],1610612758.0,SAC,transition take,,,Monk,M. Monk,,,,,,,,Made,,,,,,,,,,,,,,,4.0,,,
225,PT09M52.00S,2022-10-31T23:49:45.2Z,2,REGULAR,substitution,out,[],1626168,,,1610612766,37,28,2022-10-31T23:50:02Z,2210000,,,0,,SUB out: T. Lyles,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT09M52.00S,2022-10-31T23:49:45.2Z,2,REGULAR,substitution,in,[],1629056,,,1610612766,37,28,2022-10-31T23:50:02Z,2220000,,,0,,SUB in: T. Davis,[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT09M41.00S,2022-10-31T23:50:11.9Z,2,REGULAR,3pt,Jump Shot,[],203084,28.203022339027594,18.38235294117647,1610612758,37,28,2022-10-31T23:50:18Z,2230000,158.0,213.0,1,left,MISS H. Barnes 26' 3PT,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Right Center,26.49,Missed,,,,,,,,,,,,,,,,,,
228,PT09M36.00S,2022-10-31T23:50:16.9Z,2,REGULAR,rebound,defensive,[],1630208,,,1610612766,37,28,2022-10-31T23:50:18Z,2240000,,,0,,N. Richards REBOUND (Off:0 Def:3),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Above the Break 3,24+ Right Center,,,227.0,3.0,3.0,0.0,,,,,,,,,,,,,,
229,PT09M36.00S,2022-10-31T23:50:20.3Z,2,REGULAR,turnover,out-of-bounds,[],1626162,,,1610612766,37,28,2022-11-01T00:02:27Z,2250000,,,0,,K. Oubre Jr. lost ball out-of-bounds TURNOVER (2 TO),[1626162],1610612766.0,CHA,lost ball,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,,2.0,,,1629178.0,,,,,,,,
230,PT09M26.00S,2022-10-31T23:50:44.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626158,6.389618922470433,50.73529411764706,1610612758,37,30,2022-10-31T23:50:50Z,2260000,-4.0,8.0,1,left,R. Holmes Layup (2 PTS) (M. Monk 1 AST),"[1626158, 1628370]",1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,Restricted Area,0-8 Center,0.85,Made,,,,,,,,,,,,,,,2.0,M. Monk,1628370.0,1.0
233,PT09M06.00S,2022-10-31T23:51:25.4Z,2,REGULAR,2pt,Jump Shot,[],1628372,75.50919842312747,62.99019607843137,1610612766,37,30,2022-11-01T00:03:35Z,2290000,65.0,178.0,1,right,MISS D. Smith Jr. 18' step back Shot,[1628372],1610612766.0,CHA,step back,,,Smith Jr.,D. Smith Jr.,,,,,Mid-Range,16-24 Right Center,18.92,Missed,,,,,,,,,,,,,,,,,,
234,PT09M01.00S,2022-10-31T23:51:30.4Z,2,REGULAR,rebound,defensive,[],203084,,,1610612758,37,30,2022-11-01T00:06:17Z,2300000,,,0,,H. Barnes REBOUND (Off:0 Def:3),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Mid-Range,16-24 Right Center,,,233.0,3.0,3.0,0.0,,,,,,,,,,,,,,
235,PT08M54.00S,2022-10-31T23:51:42.5Z,2,REGULAR,foul,personal,['2freethrow'],1630550,,,1610612758,37,30,2022-10-31T23:51:52Z,2310000,,,0,,J. Thor shooting personal FOUL (1 PF) (Davis 2 FT),"[1630550, 1629056]",1610612766.0,CHA,shooting,,,Thor,J. Thor,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,201639.0,1.0,0.0,Davis,1629056.0,,,,
237,PT08M54.00S,2022-10-31T23:52:00.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,37,30,2022-10-31T23:52:00Z,2330000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT08M54.00S,2022-10-31T23:54:58.8Z,2,REGULAR,freethrow,1 of 2,[],1629056,,,1610612758,37,30,2022-10-31T23:54:58Z,2340000,,,0,,MISS T. Davis Free Throw 1 of 2,[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
239,PT08M54.00S,2022-10-31T23:54:58.8Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612758,37,30,2022-10-31T23:54:58Z,2350000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,238.0,,,,,,,,,,,,,,,,,
240,PT08M54.00S,2022-10-31T23:55:13.0Z,2,REGULAR,freethrow,2 of 2,[],1629056,,,1610612758,37,31,2022-10-31T23:55:13Z,2360000,,,0,,T. Davis Free Throw 2 of 2 (1 PTS),[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,,,,Made,,,,,,,,,,,,,,,1.0,,,
241,PT08M35.00S,2022-10-31T23:55:32.8Z,2,REGULAR,2pt,Jump Shot,[],1626162,83.13074901445466,73.52941176470588,1610612766,39,31,2022-11-01T00:07:10Z,2370000,118.0,106.0,1,right,K. Oubre Jr. 15' step back Jump Shot (7 PTS),[1626162],1610612766.0,CHA,step back,,,Oubre Jr.,K. Oubre Jr.,,,,,Mid-Range,8-16 Right,15.84,Made,,,,,,,,,,,,,,,7.0,,,
242,PT08M13.00S,2022-10-31T23:55:54.1Z,2,REGULAR,3pt,Jump Shot,[],1628370,25.969119579500656,14.705882352941178,1610612758,39,31,2022-10-31T23:55:59Z,2380000,176.0,192.0,1,left,MISS M. Monk 26' step back 3PT,[1628370],1610612758.0,SAC,step back,,,Monk,M. Monk,,,,,Above the Break 3,24+ Right Center,26.05,Missed,,,,,,,,,,,,,,,,,,
243,PT08M10.00S,2022-10-31T23:55:57.1Z,2,REGULAR,rebound,defensive,[],1626162,,,1610612766,39,31,2022-10-31T23:55:59Z,2390000,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:2),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Right Center,,,242.0,2.0,2.0,0.0,,,,,,,,,,,,,,
244,PT07M59.00S,2022-10-31T23:56:07.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628372,93.9060446780552,41.66666666666667,1610612766,41,31,2022-11-01T00:09:37Z,2400000,-42.0,5.0,1,right,D. Smith Jr. driving floating bank Jump Shot (6 PTS) (J. McDaniels 2 AST),"[1628372, 1629667]",1610612766.0,CHA,driving floating bank,,,Smith Jr.,D. Smith Jr.,,,,,Restricted Area,0-8 Center,4.2,Made,,,,,,,,,,,,,,,6.0,J. McDaniels,1629667.0,2.0
245,PT07M55.00S,2022-10-31T23:56:15.4Z,2,REGULAR,foul,personal,[],1630208,,,1610612758,41,31,2022-10-31T23:56:23Z,2410000,,,0,,N. Richards personal FOUL (1 PF),"[1630208, 1630558]",1610612766.0,CHA,,,,Richards,N. Richards,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,201639.0,1.0,0.0,Mitchell,1630558.0,,,,
247,PT07M55.00S,2022-10-31T23:56:23.6Z,2,REGULAR,substitution,out,[],1630558,,,1610612758,41,31,2022-10-31T23:56:31Z,2430000,,,0,,SUB out: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT07M55.00S,2022-10-31T23:56:23.6Z,2,REGULAR,substitution,out,[],1626158,,,1610612758,41,31,2022-10-31T23:56:31Z,2440000,,,0,,SUB out: R. Holmes,[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT07M55.00S,2022-10-31T23:56:23.6Z,2,REGULAR,substitution,in,[],1628368,,,1610612758,41,31,2022-10-31T23:56:31Z,2450000,,,0,,SUB in: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT07M55.00S,2022-10-31T23:56:23.6Z,2,REGULAR,substitution,in,[],1627734,,,1610612758,41,31,2022-10-31T23:56:31Z,2460000,,,0,,SUB in: D. Sabonis,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT07M50.00S,2022-10-31T23:56:41.6Z,2,REGULAR,3pt,Jump Shot,[],1628370,32.53942181340342,60.5392156862745,1610612758,41,31,2022-10-31T23:56:47Z,2470000,-53.0,253.0,1,left,MISS M. Monk 25' 3PT,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,Above the Break 3,24+ Center,25.88,Missed,,,,,,,,,,,,,,,,,,
252,PT07M46.00S,2022-10-31T23:56:45.4Z,2,REGULAR,rebound,offensive,[],1629056,,,1610612758,41,31,2022-10-31T23:56:45Z,2480000,,,0,,T. Davis REBOUND (Off:1 Def:0),[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,Above the Break 3,24+ Center,,,251.0,1.0,0.0,1.0,,,,,,,,,,,,,,
253,PT07M43.00S,2022-10-31T23:56:48.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628370,33.065045992115635,55.14705882352941,1610612758,41,34,2022-11-01T00:09:06Z,2490000,-26.0,258.0,1,left,M. Monk 25' 3PT pullup (7 PTS) (T. Davis 1 AST),"[1628370, 1629056]",1610612758.0,SAC,pullup,,,Monk,M. Monk,,,,,Above the Break 3,24+ Center,25.96,Made,,,,,,,,,,,,,,,7.0,T. Davis,1629056.0,1.0
255,PT07M18.00S,2022-10-31T23:57:18.0Z,2,REGULAR,foul,personal,[],1627734,,,1610612766,41,34,2022-10-31T23:57:28Z,2510000,,,0,,D. Sabonis personal FOUL (2 PF),"[1627734, 1628372]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,201639.0,2.0,0.0,Smith Jr.,1628372.0,,,,
257,PT07M18.00S,2022-10-31T23:57:28.2Z,2,REGULAR,substitution,out,[],1630208,,,1610612766,41,34,2022-10-31T23:57:44Z,2530000,,,0,,SUB out: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT07M18.00S,2022-10-31T23:57:28.2Z,2,REGULAR,substitution,out,[],1629667,,,1610612766,41,34,2022-10-31T23:57:44Z,2540000,,,0,,SUB out: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT07M18.00S,2022-10-31T23:57:28.2Z,2,REGULAR,substitution,out,[],203084,,,1610612766,41,34,2022-10-31T23:57:44Z,2550000,,,0,,SUB out: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT07M18.00S,2022-10-31T23:57:28.2Z,2,REGULAR,substitution,in,[],202330,,,1610612766,41,34,2022-10-31T23:57:44Z,2560000,,,0,,SUB in: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,,
