actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
24,PT09M44.00S,2023-03-12T00:12:40.4Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203482,72.61826544021025,81.37254901960785,1610612762,2,6,2023-03-12T00:12:47Z,240000,False,157.0,205.0,1,right,MISS K. Olynyk 25' 3PT,[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Above the Break 3,24+ Right Center,25.81,Missed,,,,,,,,,,,,,,,,,,
25,PT09M41.00S,2023-03-12T00:12:43.4Z,1,REGULAR,rebound,defensive,[],1630208,,,1610612766,2,6,2023-03-12T00:12:47Z,250000,False,,,0,,N. Richards REBOUND (Off:0 Def:2),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Above the Break 3,24+ Right Center,,,,24.0,2.0,2.0,0.0,,,,,,,,,,,,,
26,PT09M30.00S,2023-03-12T00:12:54.9Z,1,REGULAR,3pt,Jump Shot,[],1629023,4.681340341655716,98.52941176470588,1610612766,2,6,2023-03-12T00:12:58Z,260000,False,-243.0,-8.0,1,left,MISS P. Washington 24' 3PT,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Left Corner 3,24+ Left,24.27,Missed,,,,,,,,,,,,,,,,,,
27,PT09M28.00S,2023-03-12T00:12:56.9Z,1,REGULAR,rebound,defensive,[],1629659,,,1610612762,2,6,2023-03-12T00:12:58Z,270000,False,,,0,,T. Horton-Tucker REBOUND (Off:0 Def:1),[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,Left Corner 3,24+ Left,,,,26.0,1.0,1.0,0.0,,,,,,,,,,,,,
28,PT09M19.00S,2023-03-12T00:13:05.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629659,87.86136662286465,49.26470588235294,1610612762,2,6,2023-03-12T00:13:11Z,280000,False,-4.0,62.0,1,right,MISS T. Horton-Tucker 6' turnaround bank Shot,[1629659],1610612762.0,UTA,turnaround bank,,,Horton-Tucker,T. Horton-Tucker,,,,,In The Paint (Non-RA),0-8 Center,6.17,Missed,,,,,,,,,,,,,,,,,,
29,PT09M18.00S,2023-03-12T00:13:07.1Z,1,REGULAR,rebound,offensive,[],1629659,,,1610612762,2,6,2023-03-12T00:13:07Z,290000,False,,,0,,T. Horton-Tucker REBOUND (Off:1 Def:1),[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,In The Paint (Non-RA),0-8 Center,,,,28.0,2.0,1.0,1.0,,,,,,,,,,,,,
30,PT09M15.00S,2023-03-12T00:13:09.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628374,69.20170827858082,69.85294117647058,1610612762,2,6,2023-03-12T00:13:20Z,300000,False,99.0,237.0,1,right,MISS L. Markkanen 25' 3PT,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Right Center,25.7,Missed,,,,,,,,,,,,,,,,,,
31,PT09M07.00S,2023-03-12T00:13:17.8Z,1,REGULAR,rebound,offensive,[],1631117,,,1610612762,2,6,2023-03-12T00:13:20Z,310000,False,,,0,,W. Kessler REBOUND (Off:2 Def:1),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Above the Break 3,24+ Right Center,,,,30.0,3.0,1.0,2.0,,,,,,,,,,,,,
32,PT09M07.00S,2023-03-12T00:13:16.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631117,94.40999984741211,50.0,1610612762,2,8,2023-03-12T00:13:16Z,320000,False,0.0,0.0,1,right,W. Kessler tip Layup (4 PTS),[1631117],1610612762.0,UTA,tip,,,Kessler,W. Kessler,,,,,Mid-Range,8-16 Left,0.0,Made,4.0,,,,,,,,,,,,,,,,,
34,PT08M49.00S,2023-03-12T00:14:00.7Z,1,REGULAR,2pt,Jump Shot,[],1626179,18.610381077529567,74.26470588235294,1610612766,4,8,2023-03-12T00:14:05Z,340000,False,-121.0,122.0,1,left,T. Rozier 17' pullup Jump Shot (4 PTS),[1626179],1610612766.0,CHA,pullup,,,Rozier,T. Rozier,,,,,Mid-Range,16-24 Left Center,17.23,Made,4.0,,,,,,,,,,,,,,,,,
35,PT08M37.00S,2023-03-12T00:14:12.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628374,89.04402102496715,39.705882352941174,1610612762,4,8,2023-03-12T00:16:39Z,350000,False,-51.0,50.0,1,right,MISS L. Markkanen 7' pullup Shot,[1628374],1610612762.0,UTA,pullup,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),0-8 Center,7.21,Missed,,,,,,,,,,,,,,,,,,
36,PT08M35.00S,2023-03-12T00:14:14.7Z,1,REGULAR,rebound,offensive,[],1631117,,,1610612762,4,8,2023-03-12T00:16:39Z,360000,False,,,0,,W. Kessler REBOUND (Off:3 Def:1),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),0-8 Center,,,,35.0,4.0,1.0,3.0,,,,,,,,,,,,,
37,PT08M34.00S,2023-03-12T00:14:16.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630534,94.82588699080158,97.05882352941177,1610612762,4,11,2023-03-12T00:14:25Z,370000,False,235.0,-4.0,1,right,O. Agbaji 3PT  (3 PTS) (W. Kessler 1 AST),"[1630534, 1631117]",1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,Right Corner 3,24+ Right,23.53,Made,3.0,,,,,W. Kessler,1631117.0,1.0,,,,,,,,,,
39,PT08M17.00S,2023-03-12T00:14:32.6Z,1,REGULAR,3pt,Jump Shot,[],1629023,21.76412614980289,91.17647058823529,1610612766,7,11,2023-03-12T00:14:36Z,390000,False,-206.0,152.0,1,left,P. Washington 25' 3PT  (3 PTS) (K. Oubre Jr. 1 AST),"[1629023, 1626162]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Left Center,25.6,Made,3.0,,,,,K. Oubre Jr.,1626162.0,1.0,,,,,,,,,,
41,PT08M03.00S,2023-03-12T00:14:46.6Z,1,REGULAR,turnover,bad pass,[],203482,,,1610612762,7,11,2023-03-12T00:14:53Z,410000,False,,,0,,K. Olynyk bad pass TURNOVER (1 TO),"[203482, 1626179]",1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,1.0,Rozier,1626179.0,,,,,,,
42,PT08M03.00S,2023-03-12T00:14:46.6Z,1,REGULAR,steal,,[],1626179,,,1610612766,7,11,2023-03-12T00:14:48Z,420000,False,,,0,,T. Rozier STEAL (1 STL),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
43,PT07M57.00S,2023-03-12T00:14:52.3Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",202330,6.1268068331143235,96.81372549019608,1610612766,7,11,2023-03-12T00:14:58Z,430000,False,-234.0,5.0,1,left,MISS G. Hayward 3PT,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,Left Corner 3,24+ Left,23.42,Missed,,,,,,,,,,,,,,,,,,
44,PT07M54.00S,2023-03-12T00:14:55.3Z,1,REGULAR,rebound,defensive,[],1631117,,,1610612762,7,11,2023-03-12T00:14:58Z,440000,False,,,0,,W. Kessler REBOUND (Off:3 Def:2),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Left Corner 3,24+ Left,,,,43.0,5.0,2.0,3.0,,,,,,,,,,,,,
45,PT07M49.00S,2023-03-12T00:15:00.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628374,73.01248357424441,15.931372549019606,1610612762,7,14,2023-03-12T00:15:05Z,450000,False,-170.0,201.0,1,right,L. Markkanen 26' 3PT  (3 PTS) (T. Horton-Tucker 2 AST),"[1628374, 1629659]",1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Left Center,26.36,Made,3.0,,,,,T. Horton-Tucker,1629659.0,2.0,,,,,,,,,,
47,PT07M29.00S,2023-03-12T00:15:20.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626179,6.258212877792378,51.225490196078425,1610612766,9,14,2023-03-12T00:15:23Z,470000,False,-6.0,6.0,1,left,T. Rozier driving Layup (6 PTS),[1626179],1610612766.0,CHA,driving,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,0.88,Made,6.0,,,,,,,,,,,,,,,,,
48,PT07M15.00S,2023-03-12T00:15:34.5Z,1,REGULAR,3pt,Jump Shot,[],203482,71.17279894875165,80.3921568627451,1610612762,9,17,2023-03-12T00:15:39Z,480000,False,152.0,218.0,1,right,K. Olynyk 26' 3PT  (5 PTS) (T. Horton-Tucker 3 AST),"[203482, 1629659]",1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Above the Break 3,24+ Right Center,26.62,Made,5.0,,,,,T. Horton-Tucker,1629659.0,3.0,,,,,,,,,,
50,PT06M56.00S,2023-03-12T00:15:53.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629023,10.726018396846255,50.49019607843137,1610612766,11,17,2023-03-12T00:15:57Z,500000,False,-2.0,48.0,1,left,P. Washington Hook (5 PTS) (T. Rozier 1 AST),"[1629023, 1626179]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,In The Paint (Non-RA),0-8 Center,4.84,Made,5.0,,,,,T. Rozier,1626179.0,1.0,,,,,,,,,,
52,PT06M28.00S,2023-03-12T00:16:21.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629659,84.31340341655716,50.0,1610612762,11,17,2023-03-12T00:16:27Z,520000,False,0.0,95.0,1,right,MISS T. Horton-Tucker 9' turnaround fadeaway Shot,[1629659],1610612762.0,UTA,turnaround fadeaway,,,Horton-Tucker,T. Horton-Tucker,,,,,In The Paint (Non-RA),8-16 Center,9.5,Missed,,,,,,,,,,,,,,,,,,
53,PT06M25.00S,2023-03-12T00:16:23.5Z,1,REGULAR,rebound,defensive,[],1626179,,,1610612766,11,17,2023-03-12T00:16:23Z,530000,False,,,0,,T. Rozier REBOUND (Off:1 Def:1),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),8-16 Center,,,,52.0,2.0,1.0,1.0,,,,,,,,,,,,,
54,PT06M18.00S,2023-03-12T00:16:30.8Z,1,REGULAR,3pt,Jump Shot,[],1626162,12.434296977660972,96.56862745098039,1610612766,11,17,2023-03-12T00:16:37Z,540000,False,-233.0,64.0,1,left,MISS K. Oubre Jr. 24' 3PT,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Left Corner 3,24+ Left,24.15,Missed,,,,,,,,,,,,,,,,,,
55,PT06M16.00S,2023-03-12T00:16:32.8Z,1,REGULAR,rebound,defensive,[],1628374,,,1610612762,11,17,2023-03-12T00:16:37Z,550000,False,,,0,,L. Markkanen REBOUND (Off:0 Def:1),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Left Corner 3,24+ Left,,,,54.0,1.0,1.0,0.0,,,,,,,,,,,,,
56,PT06M10.00S,2023-03-12T00:16:39.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628374,93.64323258869908,49.50980392156863,1610612762,11,17,2023-03-12T00:16:46Z,560000,False,-2.0,7.0,1,right,MISS L. Markkanen driving DUNK - blocked,"[1628374, 1630208]",1610612762.0,UTA,driving,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,0.77,Missed,,,,,,,,,,,,Richards,1630208.0,,,,,
57,PT06M10.00S,2023-03-12T00:16:39.4Z,1,REGULAR,block,,[],1630208,,,1610612762,11,17,2023-03-12T00:23:49Z,570000,False,,,0,,N. Richards BLOCK (1 BLK),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
58,PT06M07.00S,2023-03-12T00:16:42.4Z,1,REGULAR,rebound,defensive,[],1626179,,,1610612766,11,17,2023-03-12T00:16:46Z,580000,False,,,0,,T. Rozier REBOUND (Off:1 Def:2),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,,,,56.0,3.0,2.0,1.0,,,,,,,,,,,,,
59,PT06M06.00S,2023-03-12T00:16:44.1Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",202330,5.732588699080158,49.50980392156863,1610612766,13,17,2023-03-12T00:22:03Z,590000,False,2.0,1.0,1,left,G. Hayward running Layup (2 PTS) (T. Rozier 2 AST),"[202330, 1626179]",1610612766.0,CHA,running,,,Hayward,G. Hayward,,,,,Restricted Area,0-8 Center,0.29,Made,2.0,,,,,T. Rozier,1626179.0,2.0,,,,,,,,,,
61,PT06M06.00S,2023-03-12T00:16:48.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,13,17,2023-03-12T00:16:48Z,610000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M06.00S,2023-03-12T00:19:09.8Z,1,REGULAR,substitution,out,[],1629023,,,1610612762,13,17,2023-03-12T00:19:45Z,620000,False,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M06.00S,2023-03-12T00:19:09.8Z,1,REGULAR,substitution,out,[],1628374,,,1610612762,13,17,2023-03-12T00:19:45Z,630000,False,,,0,,SUB out: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M06.00S,2023-03-12T00:19:09.8Z,1,REGULAR,substitution,in,[],1630550,,,1610612762,13,17,2023-03-12T00:19:45Z,640000,False,,,0,,SUB in: J. Thor,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M06.00S,2023-03-12T00:19:09.8Z,1,REGULAR,substitution,in,[],1631323,,,1610612762,13,17,2023-03-12T00:19:45Z,650000,False,,,0,,SUB in: S. Fontecchio,[1631323],1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT05M43.00S,2023-03-12T00:20:06.4Z,1,REGULAR,2pt,Jump Shot,[],1629659,70.51576872536137,52.94117647058824,1610612762,13,19,2023-03-12T00:20:11Z,660000,False,15.0,225.0,1,right,T. Horton-Tucker 22' pullup Jump Shot (4 PTS),[1629659],1610612762.0,UTA,pullup,,,Horton-Tucker,T. Horton-Tucker,,,,,Mid-Range,16-24 Center,22.52,Made,4.0,,,,,,,,,,,,,,,,,
67,PT05M29.00S,2023-03-12T00:20:20.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1626162,6.1268068331143235,50.245098039215684,1610612766,13,19,2023-03-12T00:20:24Z,670000,False,-1.0,5.0,1,left,MISS K. Oubre Jr. driving DUNK,[1626162],1610612766.0,CHA,driving,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,0.52,Missed,,,,,,,,,,,,,,,,,,
68,PT05M27.00S,2023-03-12T00:20:22.0Z,1,REGULAR,rebound,defensive,[],1629659,,,1610612762,13,19,2023-03-12T00:20:24Z,680000,False,,,0,,T. Horton-Tucker REBOUND (Off:1 Def:2),[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,Restricted Area,0-8 Center,,,,67.0,3.0,2.0,1.0,,,,,,,,,,,,,
69,PT05M20.00S,2023-03-12T00:20:28.5Z,1,REGULAR,3pt,Jump Shot,[],1630534,95.3515111695138,98.0392156862745,1610612762,13,19,2023-03-12T00:20:34Z,690000,False,240.0,-9.0,1,right,MISS O. Agbaji 24' 3PT,[1630534],1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,Right Corner 3,24+ Right,24.04,Missed,,,,,,,,,,,,,,,,,,
70,PT05M17.00S,2023-03-12T00:20:31.5Z,1,REGULAR,rebound,defensive,[],1630550,,,1610612766,13,19,2023-03-12T00:20:34Z,700000,False,,,0,,J. Thor REBOUND (Off:0 Def:1),[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,Right Corner 3,24+ Right,,,,69.0,1.0,1.0,0.0,,,,,,,,,,,,,
71,PT04M59.00S,2023-03-12T00:20:50.4Z,1,REGULAR,3pt,Jump Shot,[],1630550,5.732588699080158,96.32352941176471,1610612766,16,19,2023-03-12T00:20:54Z,710000,False,-232.0,1.0,1,left,J. Thor 3PT  (3 PTS) (T. Rozier 3 AST),"[1630550, 1626179]",1610612766.0,CHA,,,,Thor,J. Thor,,,,,Left Corner 3,24+ Left,23.16,Made,3.0,,,,,T. Rozier,1626179.0,3.0,,,,,,,,,,
73,PT04M50.00S,2023-03-12T00:21:01.7Z,1,REGULAR,foul,offensive,[],1629659,,,1610612762,16,19,2023-03-12T00:21:27Z,730000,False,,,0,,T. Horton-Tucker offensive FOUL (1 PF),"[1629659, 1626179]",1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,202026.0,1.0,0.0,Rozier,1626179.0
75,PT04M50.00S,2023-03-12T00:21:01.7Z,1,REGULAR,turnover,offensive foul,[],1629659,,,1610612762,16,19,2023-03-12T00:21:01Z,750000,False,,,0,,T. Horton-Tucker offensive foul TURNOVER (1 TO),[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1.0,,,,,202026.0,,,,
76,PT04M50.00S,2023-03-12T00:21:09.5Z,1,REGULAR,substitution,out,[],1626162,,,1610612766,16,19,2023-03-12T00:21:16Z,760000,False,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT04M50.00S,2023-03-12T00:21:09.5Z,1,REGULAR,substitution,out,[],203482,,,1610612766,16,19,2023-03-12T00:21:16Z,770000,False,,,0,,SUB out: K. Olynyk,[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT04M50.00S,2023-03-12T00:21:09.5Z,1,REGULAR,substitution,in,[],1628372,,,1610612766,16,19,2023-03-12T00:21:16Z,780000,False,,,0,,SUB in: D. Smith Jr.,[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT04M50.00S,2023-03-12T00:21:09.5Z,1,REGULAR,substitution,in,[],200752,,,1610612766,16,19,2023-03-12T00:21:16Z,790000,False,,,0,,SUB in: R. Gay,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,,,
