actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
343,PT12M00.00S,2023-03-26T18:24:09.7Z,3,REGULAR,substitution,in,['startperiod'],1628372,,,1610612742,55,48,2023-03-26T18:25:31Z,3380000,False,,,0,,SUB in: D. Smith Jr.,[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT12M00.00S,2023-03-26T18:24:09.7Z,3,REGULAR,substitution,in,['startperiod'],203493,,,1610612742,55,48,2023-03-26T18:25:31Z,3390000,False,,,0,,SUB in: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT12M00.00S,2023-03-26T18:25:30.1Z,3,REGULAR,period,start,[],0,,,1610612742,55,48,2023-03-26T18:25:32Z,3400000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT11M44.00S,2023-03-26T18:25:46.9Z,3,REGULAR,foul,personal,['2freethrow'],202330,,,1610612742,55,48,2023-03-26T18:25:53Z,3410000,False,,,0,,G. Hayward shooting personal FOUL (2 PF) (Irving 2 FT),"[202330, 202681]",1610612766.0,CHA,shooting,,,Hayward,G. Hayward,,,,,Restricted Area,0-8 Center,,,,,,,1628480.0,,,,,2.0,0.0,Irving,202681.0,,,,,
348,PT11M44.00S,2023-03-26T18:26:16.8Z,3,REGULAR,freethrow,1 of 2,[],202681,,,1610612742,55,49,2023-03-26T18:26:16Z,3430000,False,,,0,,K. Irving Free Throw 1 of 2 (9 PTS),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
349,PT11M44.00S,2023-03-26T18:26:34.2Z,3,REGULAR,freethrow,2 of 2,[],202681,,,1610612742,55,50,2023-03-26T18:26:34Z,3440000,False,,,0,,K. Irving Free Throw 2 of 2 (10 PTS),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
350,PT11M35.00S,2023-03-26T18:26:49.4Z,3,REGULAR,foul,personal,[],203493,,,1610612766,55,50,2023-03-26T18:26:58Z,3450000,False,,,0,,R. Bullock personal FOUL (2 PF),"[203493, 202330]",1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,1628480.0,,,,,2.0,0.0,Hayward,202330.0,,,,,
352,PT11M21.00S,2023-03-26T18:27:14.5Z,3,REGULAR,2pt,Jump Shot,[],1628372,15.850854139290407,65.93137254901961,1610612766,55,50,2023-03-26T18:27:19Z,3470000,False,-80.0,96.0,1,left,MISS D. Smith Jr. 12' fadeaway Shot - blocked,"[1628372, 1628467]",1610612766.0,CHA,fadeaway,,,Smith Jr.,D. Smith Jr.,,,,,Mid-Range,8-16 Left,12.52,Missed,,,,,,,,,,,,,,,,,Kleber,1628467.0
353,PT11M21.00S,2023-03-26T18:27:14.5Z,3,REGULAR,block,,[],1628467,,,1610612766,55,50,2023-03-26T18:27:16Z,3480000,False,,,0,,M. Kleber BLOCK (1 BLK),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
354,PT11M19.00S,2023-03-26T18:27:16.5Z,3,REGULAR,rebound,offensive,[],1628372,,,1610612766,55,50,2023-03-26T18:27:19Z,3490000,False,,,0,,D. Smith Jr. REBOUND (Off:1 Def:2),[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,Mid-Range,8-16 Left,,,,,,,,352.0,3.0,2.0,1.0,,,,,,,,,
355,PT11M18.00S,2023-03-26T18:27:18.9Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1628372,26.231931668856767,82.35294117647058,1610612766,55,50,2023-03-26T18:27:23Z,3500000,False,-162.0,194.0,1,left,MISS D. Smith Jr. 25' 3PT - blocked,"[1628372, 1628467]",1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,Above the Break 3,24+ Left Center,25.27,Missed,,,,,,,,,,,,,,,,,Kleber,1628467.0
356,PT11M18.00S,2023-03-26T18:27:18.9Z,3,REGULAR,block,,[],1628467,,,1610612766,55,50,2023-03-26T18:27:21Z,3510000,False,,,0,,M. Kleber BLOCK (2 BLK),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
357,PT11M15.00S,2023-03-26T18:27:21.9Z,3,REGULAR,rebound,defensive,[],203501,,,1610612742,55,50,2023-03-26T18:27:23Z,3520000,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:4),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,355.0,4.0,4.0,0.0,,,,,,,,,
358,PT11M09.00S,2023-03-26T18:27:26.7Z,3,REGULAR,3pt,Jump Shot,[],203501,85.10183968462549,97.30392156862744,1610612742,55,50,2023-03-26T18:27:30Z,3530000,False,237.0,88.0,1,right,MISS T. Hardaway Jr. 25' 3PT,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Right Corner 3,24+ Right,25.22,Missed,,,,,,,,,,,,,,,,,,
359,PT11M07.00S,2023-03-26T18:27:28.7Z,3,REGULAR,rebound,defensive,[],1631109,,,1610612766,55,50,2023-03-26T18:27:30Z,3540000,False,,,0,,M. Williams REBOUND (Off:5 Def:4),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,Right Corner 3,24+ Right,,,,,,,,358.0,9.0,4.0,5.0,,,,,,,,,
360,PT11M01.00S,2023-03-26T18:27:37.5Z,3,REGULAR,turnover,out-of-bounds,[],1629023,,,1610612766,55,50,2023-03-26T18:27:45Z,3550000,False,,,0,,P. Washington bad pass out-of-bounds TURNOVER (1 TO),[1629023],1610612766.0,CHA,bad pass,,,Washington,P. Washington,,,,,Above the Break 3,24+ Left Center,,,,,,,1628480.0,,,,,,,,,1.0,,,,
361,PT10M45.00S,2023-03-26T18:27:59.0Z,3,REGULAR,turnover,bad pass,[],202681,,,1610612742,55,50,2023-03-26T18:28:02Z,3560000,False,,,0,,K. Irving bad pass TURNOVER (2 TO),"[202681, 1629004]",1610612742.0,DAL,,,,Irving,K. Irving,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,2.0,Mykhailiuk,1629004.0,,
362,PT10M45.00S,2023-03-26T18:27:59.0Z,3,REGULAR,steal,,[],1629004,,,1610612766,55,50,2023-03-26T18:28:01Z,3570000,False,,,0,,S. Mykhailiuk STEAL (1 STL),[1629004],1610612766.0,CHA,,,,Mykhailiuk,S. Mykhailiuk,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
363,PT10M41.00S,2023-03-26T18:28:03.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629023,6.521024967148489,52.20588235294118,1610612766,55,50,2023-03-26T18:29:08Z,3580000,False,-11.0,9.0,1,left,MISS P. Washington running Layup - blocked,"[1629023, 1629029]",1610612766.0,CHA,running,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,1.41,Missed,,,,,,,,,,,,,,,,,Doncic,1629029.0
364,PT10M41.00S,2023-03-26T18:28:03.1Z,3,REGULAR,block,,[],1629029,,,1610612766,55,50,2023-03-26T18:28:05Z,3590000,False,,,0,,L. Doncic BLOCK (1 BLK),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
365,PT10M37.00S,2023-03-26T18:28:07.1Z,3,REGULAR,rebound,offensive,[],1629023,,,1610612766,55,50,2023-03-26T18:28:08Z,3600000,False,,,0,,P. Washington REBOUND (Off:2 Def:4),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,,,,,,363.0,6.0,4.0,2.0,,,,,,,,,
366,PT10M37.00S,2023-03-26T18:28:07.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629023,5.863994743758213,47.794117647058826,1610612766,57,50,2023-03-26T18:28:12Z,3610000,False,11.0,3.0,1,left,P. Washington Layup (14 PTS),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,1.13,Made,14.0,,,,,,,,,,,,,,,,,
367,PT10M22.00S,2023-03-26T18:28:22.0Z,3,REGULAR,3pt,Jump Shot,[],1629029,64.07687253613666,46.32352941176471,1610612742,57,50,2023-03-26T18:28:26Z,3620000,False,-18.0,285.0,1,right,MISS L. Doncic 28' 3PT,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Center,28.58,Missed,,,,,,,,,,,,,,,,,,
368,PT10M19.00S,2023-03-26T18:28:25.0Z,3,REGULAR,rebound,defensive,[],1629023,,,1610612766,57,50,2023-03-26T18:28:26Z,3630000,False,,,0,,P. Washington REBOUND (Off:2 Def:5),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Center,,,,,,,,367.0,7.0,5.0,2.0,,,,,,,,,
369,PT10M14.00S,2023-03-26T18:28:32.2Z,3,REGULAR,foul,personal,[],1628467,,,1610612766,57,50,2023-03-26T18:29:10Z,3640000,False,,,0,,M. Kleber personal FOUL (3 PF),"[1628467, 1631109]",1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,Restricted Area,0-8 Center,,,,,,,202007.0,,,,,3.0,0.0,Williams,1631109.0,,,,,
371,PT10M03.00S,2023-03-26T18:29:13.3Z,3,REGULAR,turnover,bad pass,[],1628372,,,1610612766,57,50,2023-03-26T18:29:18Z,3660000,False,,,0,,D. Smith Jr. bad pass TURNOVER (1 TO),"[1628372, 203501]",1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1.0,Hardaway Jr.,203501.0,,
372,PT10M03.00S,2023-03-26T18:29:13.3Z,3,REGULAR,steal,,[],203501,,,1610612742,57,50,2023-03-26T18:29:15Z,3670000,False,,,0,,T. Hardaway Jr. STEAL (1 STL),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
373,PT09M55.00S,2023-03-26T18:29:21.4Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],202681,69.85873850197109,76.22549019607843,1610612742,57,50,2023-03-26T18:29:25Z,3680000,False,131.0,231.0,1,right,MISS K. Irving 26' 3PT,[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,Above the Break 3,24+ Right Center,26.54,Missed,,,,,,,,,,,,,,,,,,
374,PT09M51.00S,2023-03-26T18:29:25.4Z,3,REGULAR,rebound,defensive,[],1629023,,,1610612766,57,50,2023-03-26T18:29:25Z,3690000,False,,,0,,P. Washington REBOUND (Off:2 Def:6),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Right Center,,,,,,,,373.0,8.0,6.0,2.0,,,,,,,,,
375,PT09M39.00S,2023-03-26T18:29:37.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628372,6.258212877792378,48.28431372549019,1610612766,59,50,2023-03-26T18:29:41Z,3700000,False,9.0,6.0,1,left,D. Smith Jr. driving Layup (7 PTS) (G. Hayward 2 AST),"[1628372, 202330]",1610612766.0,CHA,driving,,,Smith Jr.,D. Smith Jr.,,,,,Restricted Area,0-8 Center,1.07,Made,7.0,G. Hayward,202330.0,2.0,,,,,,,,,,,,,,
377,PT09M24.00S,2023-03-26T18:29:53.4Z,3,REGULAR,violation,kicked ball,[],1631109,,,1610612742,59,50,2023-03-26T18:31:08Z,3720000,False,,,0,,M. Williams kicked ball VIOLATION,[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,,,,,,,,,202041.0,,,,,,,,,,,,,
378,PT09M19.00S,2023-03-26T18:30:15.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629029,92.59198423127464,47.549019607843135,1610612742,59,50,2023-03-26T18:31:43Z,3730000,False,-12.0,17.0,1,right,MISS L. Doncic cutting Layup,[1629029],1610612742.0,DAL,cutting,,,Doncic,L. Doncic,,,,,Restricted Area,0-8 Center,2.11,Missed,,,,,,,,,,,,,,,,,,
379,PT09M17.00S,2023-03-26T18:30:17.5Z,3,REGULAR,rebound,defensive,[],1629023,,,1610612766,59,50,2023-03-26T18:30:19Z,3740000,False,,,0,,P. Washington REBOUND (Off:2 Def:7),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,,,,,,378.0,9.0,7.0,2.0,,,,,,,,,
380,PT09M11.00S,2023-03-26T18:30:23.2Z,3,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1629023,7.178055190538765,47.30392156862745,1610612766,59,50,2023-03-26T18:32:03Z,3750000,False,13.0,15.0,1,left,MISS P. Washington driving floating Shot,[1629023],1610612766.0,CHA,driving floating,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,2.02,Missed,,,,,,,,,,,,,,,,,,
381,PT09M10.00S,2023-03-26T18:30:24.2Z,3,REGULAR,rebound,defensive,[],1628467,,,1610612742,59,50,2023-03-26T18:30:26Z,3760000,False,,,0,,M. Kleber REBOUND (Off:0 Def:2),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,Restricted Area,0-8 Center,,,,,,,,380.0,2.0,2.0,0.0,,,,,,,,,
382,PT09M00.00S,2023-03-26T18:30:33.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,89.43823915900131,57.107843137254896,1610612742,59,52,2023-03-26T18:30:38Z,3770000,False,36.0,47.0,1,right,L. Doncic floating Jump Shot (23 PTS),[1629029],1610612742.0,DAL,floating,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),0-8 Center,5.87,Made,23.0,,,,,,,,,,,,,,,,,
383,PT08M46.00S,2023-03-26T18:30:49.7Z,3,REGULAR,foul,personal,[],202681,,,1610612766,59,52,2023-03-26T18:30:56Z,3780000,False,,,0,,K. Irving personal FOUL (2 PF),"[202681, 1628372]",1610612742.0,DAL,,,,Irving,K. Irving,,,,,Mid-Range,16-24 Left Center,,,,,,,202007.0,,,,,2.0,0.0,Smith Jr.,1628372.0,,,,,
386,PT08M37.00S,2023-03-26T18:31:51.4Z,3,REGULAR,turnover,bad pass,[],202330,,,1610612766,59,52,2023-03-26T18:31:57Z,3810000,False,,,0,,G. Hayward bad pass TURNOVER (2 TO),"[202330, 202681]",1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,2.0,Irving,202681.0,,
387,PT08M37.00S,2023-03-26T18:31:51.4Z,3,REGULAR,steal,,[],202681,,,1610612742,59,52,2023-03-26T18:31:52Z,3820000,False,,,0,,K. Irving STEAL (2 STL),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
388,PT08M34.00S,2023-03-26T18:31:55.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202681,92.46057818659659,51.470588235294116,1610612742,59,52,2023-03-26T18:33:58Z,3830000,False,7.0,18.0,1,right,MISS K. Irving running reverse Layup,[202681],1610612742.0,DAL,running reverse,,,Irving,K. Irving,,,,,Restricted Area,0-8 Center,1.98,Missed,,,,,,,,,,,,,,,,,,
389,PT08M33.00S,2023-03-26T18:31:56.3Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612766,59,52,2023-03-26T18:32:07Z,3840000,False,,,0,,TEAM defensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,388.0,,,,,,,,,,,,
390,PT08M33.00S,2023-03-26T18:32:01.9Z,3,REGULAR,foul,personal,[],202681,,,1610612766,59,52,2023-03-26T18:32:14Z,3850000,False,,,0,,K. Irving loose ball personal FOUL (3 PF),"[202681, 1629023]",1610612742.0,DAL,loose ball,,,Irving,K. Irving,,,,,Mid-Range,8-16 Center,,,,,,,202007.0,,,,,3.0,0.0,Washington,1629023.0,,,,,
392,PT08M22.00S,2023-03-26T18:32:41.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629004,7.703679369250986,49.50980392156863,1610612766,59,52,2023-03-26T18:35:15Z,3870000,False,2.0,20.0,1,left,MISS S. Mykhailiuk reverse Layup,[1629004],1610612766.0,CHA,reverse,,,Mykhailiuk,S. Mykhailiuk,,,,,Restricted Area,0-8 Center,2.01,Missed,,,,,,,,,,,,,,,,,,
393,PT08M21.00S,2023-03-26T18:32:42.2Z,3,REGULAR,rebound,offensive,[],1629004,,,1610612766,59,52,2023-03-26T18:35:15Z,3880000,False,,,0,,S. Mykhailiuk REBOUND (Off:1 Def:1),[1629004],1610612766.0,CHA,,,,Mykhailiuk,S. Mykhailiuk,,,,,Restricted Area,0-8 Center,,,,,,,,392.0,2.0,1.0,1.0,,,,,,,,,
394,PT08M20.00S,2023-03-26T18:32:43.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629004,6.389618922470433,48.77450980392157,1610612766,59,52,2023-03-26T18:35:26Z,3890000,False,6.0,8.0,1,left,MISS S. Mykhailiuk putback Layup - blocked,"[1629004, 1629029]",1610612766.0,CHA,putback,,,Mykhailiuk,S. Mykhailiuk,,,,,Restricted Area,0-8 Center,0.97,Missed,,,,,,,,,,,,,,,,,Doncic,1629029.0
395,PT08M20.00S,2023-03-26T18:32:43.2Z,3,REGULAR,block,,[],1629029,,,1610612766,59,52,2023-03-26T18:32:45Z,3900000,False,,,0,,L. Doncic BLOCK (2 BLK),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
396,PT08M20.00S,2023-03-26T18:32:43.2Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612766,59,52,2023-03-26T18:32:56Z,3910000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,394.0,,,,,,,,,,,,
398,PT08M18.00S,2023-03-26T18:33:01.7Z,3,REGULAR,turnover,bad pass,[],1628372,,,1610612766,59,52,2023-03-26T18:33:05Z,3930000,False,,,0,,D. Smith Jr. bad pass TURNOVER (2 TO),"[1628372, 1629029]",1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,2.0,Doncic,1629029.0,,
399,PT08M18.00S,2023-03-26T18:33:01.7Z,3,REGULAR,steal,,[],1629029,,,1610612742,59,52,2023-03-26T18:33:03Z,3940000,False,,,0,,L. Doncic STEAL (1 STL),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
400,PT08M15.00S,2023-03-26T18:33:04.9Z,3,REGULAR,turnover,lost ball,[],1629029,,,1610612742,59,52,2023-03-26T18:33:08Z,3950000,False,,,0,,L. Doncic lost ball TURNOVER (2 TO),"[1629029, 1628372]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,2.0,Smith Jr.,1628372.0,,
401,PT08M15.00S,2023-03-26T18:33:04.9Z,3,REGULAR,steal,,[],1628372,,,1610612766,59,52,2023-03-26T18:33:06Z,3960000,False,,,0,,D. Smith Jr. STEAL (1 STL),[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
402,PT08M03.00S,2023-03-26T18:33:15.5Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1631109,12.171484888304862,47.794117647058826,1610612766,59,52,2023-03-26T18:36:08Z,3970000,False,11.0,62.0,1,left,MISS M. Williams 6' floating Shot,[1631109],1610612766.0,CHA,floating,,,Williams,M. Williams,,,,,In The Paint (Non-RA),0-8 Center,6.29,Missed,,,,,,,,,,,,,,,,,,
403,PT08M01.00S,2023-03-26T18:33:17.5Z,3,REGULAR,rebound,defensive,[],203493,,,1610612742,59,52,2023-03-26T18:33:19Z,3980000,False,,,0,,R. Bullock REBOUND (Off:0 Def:3),[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,402.0,3.0,3.0,0.0,,,,,,,,,
404,PT07M51.00S,2023-03-26T18:33:27.6Z,3,REGULAR,2pt,Jump Shot,[],1629029,90.09526938239159,69.85294117647058,1610612742,59,52,2023-03-26T18:36:27Z,3990000,False,99.0,41.0,1,right,MISS L. Doncic 10' driving floating bank Shot,[1629029],1610612742.0,DAL,driving floating bank,,,Doncic,L. Doncic,,,,,Mid-Range,8-16 Right,10.73,Missed,,,,,,,,,,,,,,,,,,
405,PT07M51.00S,2023-03-26T18:33:27.6Z,3,REGULAR,rebound,defensive,[],1631109,,,1610612766,59,52,2023-03-26T18:33:36Z,4000000,False,,,0,,M. Williams REBOUND (Off:5 Def:5),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,Mid-Range,8-16 Right,,,,,,,,404.0,10.0,5.0,5.0,,,,,,,,,
406,PT07M51.00S,2023-03-26T18:33:34.0Z,3,REGULAR,foul,technical,['1freethrow'],1629029,,,1610612766,59,52,2023-03-26T18:33:48Z,4010000,False,,,0,,L. Doncic technical FOUL (1 Tech),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,202007.0,,,,,1.0,1.0,,,,,,,
407,PT07M51.00S,2023-03-26T18:33:54.1Z,3,REGULAR,freethrow,1 of 1,[],202330,,,1610612766,60,52,2023-03-26T18:33:54Z,4020000,False,,,0,,G. Hayward technical Free Throw 1 of 1 (14 PTS),[202330],1610612766.0,CHA,technical,,,Hayward,G. Hayward,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
408,PT07M43.00S,2023-03-26T18:34:20.2Z,3,REGULAR,turnover,lost ball,[],202330,,,1610612766,60,52,2023-03-26T18:34:24Z,4030000,False,,,0,,G. Hayward lost ball TURNOVER (3 TO),"[202330, 1629029]",1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,3.0,Doncic,1629029.0,,
409,PT07M43.00S,2023-03-26T18:34:20.2Z,3,REGULAR,steal,,[],1629029,,,1610612742,60,52,2023-03-26T18:34:22Z,4040000,False,,,0,,L. Doncic STEAL (2 STL),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
410,PT07M37.00S,2023-03-26T18:34:29.3Z,3,REGULAR,violation,kicked ball,[],202330,,,1610612742,60,52,2023-03-26T18:34:34Z,4050000,False,,,0,,G. Hayward kicked ball VIOLATION,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,1628480.0,,,,,,,,,,,,,
411,PT07M25.00S,2023-03-26T18:34:52.8Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203493,73.14388961892247,81.37254901960785,1610612742,60,52,2023-03-26T18:34:57Z,4060000,False,157.0,200.0,1,right,MISS R. Bullock 25' 3PT,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,Above the Break 3,24+ Right Center,25.41,Missed,,,,,,,,,,,,,,,,,,
412,PT07M22.00S,2023-03-26T18:34:55.8Z,3,REGULAR,rebound,defensive,[],1631109,,,1610612766,60,52,2023-03-26T18:34:57Z,4070000,False,,,0,,M. Williams REBOUND (Off:5 Def:6),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,Above the Break 3,24+ Right Center,,,,,,,,411.0,11.0,6.0,5.0,,,,,,,,,
413,PT07M15.00S,2023-03-26T18:35:02.4Z,3,REGULAR,3pt,Jump Shot,[],1629023,28.465834428383708,23.284313725490197,1610612766,60,52,2023-03-26T18:35:06Z,4080000,False,134.0,215.0,1,left,MISS P. Washington 25' 3PT,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Right Center,25.32,Missed,,,,,,,,,,,,,,,,,,
414,PT07M13.00S,2023-03-26T18:35:04.4Z,3,REGULAR,rebound,defensive,[],1629029,,,1610612742,60,52,2023-03-26T18:35:06Z,4090000,False,,,0,,L. Doncic REBOUND (Off:1 Def:8),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Right Center,,,,,,,,413.0,9.0,8.0,1.0,,,,,,,,,
416,PT07M02.00S,2023-03-26T18:35:27.9Z,3,REGULAR,3pt,Jump Shot,[],202681,76.42904073587385,11.27450980392157,1610612742,60,52,2023-03-26T18:35:31Z,4110000,False,-194.0,169.0,1,right,MISS K. Irving 25' 3PT,[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,Above the Break 3,24+ Left Center,25.71,Missed,,,,,,,,,,,,,,,,,,
417,PT07M00.00S,2023-03-26T18:35:29.9Z,3,REGULAR,rebound,defensive,[],1628372,,,1610612766,60,52,2023-03-26T18:35:31Z,4120000,False,,,0,,D. Smith Jr. REBOUND (Off:1 Def:3),[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,416.0,4.0,3.0,1.0,,,,,,,,,
418,PT06M57.00S,2023-03-26T18:35:34.7Z,3,REGULAR,foul,offensive,[],1628372,,,1610612766,60,52,2023-03-26T18:37:51Z,4130000,False,,,0,,D. Smith Jr. charge offensive FOUL (3 PF),"[1628372, 203501]",1610612766.0,CHA,charge,,,Smith Jr.,D. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,,,,202041.0,,,,,3.0,0.0,Hardaway Jr.,203501.0,,,,,
420,PT06M57.00S,2023-03-26T18:35:34.7Z,3,REGULAR,turnover,offensive foul,[],1628372,,,1610612766,60,52,2023-03-26T18:35:34Z,4150000,False,,,0,,D. Smith Jr. offensive foul TURNOVER (3 TO),[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,,,,202041.0,,,,,,,,,3.0,,,,
421,PT06M57.00S,2023-03-26T18:35:49.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,60,52,2023-03-26T18:35:49Z,4160000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT06M57.00S,2023-03-26T18:37:01.5Z,3,REGULAR,substitution,out,[],1629004,,,1610612742,60,52,2023-03-26T18:38:19Z,4170000,False,,,0,,SUB out: S. Mykhailiuk,[1629004],1610612766.0,CHA,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,,,
