actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
18,PT10M02.00S,2025-12-20T00:15:09.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,92.32917214191852,39.705882352941174,1610612752,4,4,2025-12-20T00:15:12Z,170000,False,-51.0,20.0,1,right,J. Brunson driving floating bank Jump Shot (4 PTS) (M. Bridges 1 AST),"[1628973, 1628969]",1610612752.0,NYK,driving floating bank,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),0-8 Center,5.51,Made,,,,,4.0,M. Bridges,1628969.0,1.0,,,,,,,,,,
20,PT09M43.00S,2025-12-20T00:15:27.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642845,13.748357424441524,49.26470588235294,1610612755,4,4,2025-12-20T01:30:35Z,190000,False,4.0,77.0,1,left,MISS V. Edgecombe 7' fadeaway Shot,[1642845],1610612755.0,PHI,fadeaway,,,Edgecombe,V. Edgecombe,,,,,In The Paint (Non-RA),0-8 Center,7.68,Missed,,,,,,,,,,,,,,,,,,
21,PT09M40.00S,2025-12-20T00:15:30.9Z,1,REGULAR,rebound,offensive,[],203083,,,1610612755,4,4,2025-12-20T00:17:31Z,200000,False,,,0,,A. Drummond REBOUND (Off:1 Def:0),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,In The Paint (Non-RA),0-8 Center,,,20.0,1.0,0.0,1.0,,,,,,,,,,,,,,
40,PT09M40.00S,2025-12-20T00:15:32.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203083,5.469776609724048,48.77450980392157,1610612755,4,4,2025-12-20T00:17:57Z,205000,False,6.0,-1.0,1,left,MISS A. Drummond tip Layup,[203083],1610612755.0,PHI,tip,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,0.62,Missed,,,,,,,,,,,,,,,,,,
41,PT09M39.00S,2025-12-20T00:15:33.7Z,1,REGULAR,rebound,defensive,[],1628973,,,1610612752,4,4,2025-12-20T00:17:57Z,207500,False,,,0,,J. Brunson REBOUND (Off:0 Def:1),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,,,40.0,1.0,1.0,0.0,,,,,,,,,,,,,,
22,PT09M33.00S,2025-12-20T00:15:37.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628404,93.51182654402102,49.01960784313725,1610612752,4,4,2025-12-20T00:19:08Z,210000,False,-5.0,8.0,1,right,MISS J. Hart running Layup - blocked,"[1628404, 1631230]",1610612752.0,NYK,running,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,0.98,Missed,,,,,,,,,,,Barlow,1631230.0,,,,,,
23,PT09M33.00S,2025-12-20T00:15:37.6Z,1,REGULAR,block,,[],1631230,,,1610612752,4,4,2025-12-20T00:15:39Z,220000,False,,,0,,D. Barlow BLOCK (1 BLK),[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
24,PT09M31.00S,2025-12-20T00:15:39.6Z,1,REGULAR,rebound,offensive,[],1628404,,,1610612752,4,4,2025-12-20T00:15:41Z,230000,False,,,0,,J. Hart REBOUND (Off:1 Def:0),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,,,22.0,1.0,0.0,1.0,,,,,,,,,,,,,,
25,PT09M31.00S,2025-12-20T00:15:42.3Z,1,REGULAR,foul,personal,[],203083,,,1610612752,4,4,2025-12-20T00:16:02Z,240000,False,,,0,,A. Drummond personal FOUL (1 PF),"[203083, 1626157]",1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,202058.0,,,,1.0,0.0,Towns,1626157.0,,
27,PT09M23.00S,2025-12-20T00:16:12.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628969,93.11760840998686,48.03921568627451,1610612752,6,4,2025-12-20T00:18:07Z,260000,False,-10.0,12.0,1,right,M. Bridges cutting DUNK (2 PTS) (J. Hart 2 AST),"[1628969, 1628404]",1610612752.0,NYK,cutting,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,1.56,Made,,,,,2.0,J. Hart,1628404.0,2.0,,,,,,,,,,
29,PT09M11.00S,2025-12-20T00:16:24.4Z,1,REGULAR,3pt,Jump Shot,[],1642845,29.122864651773984,74.50980392156863,1610612755,6,7,2025-12-20T00:16:28Z,280000,False,-123.0,221.0,1,left,V. Edgecombe 25' 3PT  (3 PTS) (A. Drummond 1 AST),"[1642845, 203083]",1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,Above the Break 3,24+ Left Center,25.29,Made,,,,,3.0,A. Drummond,203083.0,1.0,,,,,,,,,,
31,PT08M46.00S,2025-12-20T00:16:48.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628404,85.3646517739816,48.28431372549019,1610612752,8,7,2025-12-20T00:16:52Z,300000,False,-9.0,85.0,1,right,J. Hart 8' fadeaway Jump Shot (2 PTS) (M. Bridges 2 AST),"[1628404, 1628969]",1610612752.0,NYK,fadeaway,,,Hart,J. Hart,,,,,In The Paint (Non-RA),8-16 Center,8.55,Made,,,,,2.0,M. Bridges,1628969.0,2.0,,,,,,,,,,
33,PT08M31.00S,2025-12-20T00:17:04.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202331,15.850854139290407,55.88235294117647,1610612755,8,7,2025-12-20T00:17:07Z,320000,False,-29.0,96.0,1,left,MISS P. George 10' turnaround Shot,[202331],1610612755.0,PHI,turnaround,,,George,P. George,,,,,In The Paint (Non-RA),8-16 Center,10.09,Missed,,,,,,,,,,,,,,,,,,
34,PT08M29.00S,2025-12-20T00:17:06.2Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612752,8,7,2025-12-20T00:17:07Z,330000,False,,,0,,K. Towns REBOUND (Off:0 Def:1),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,In The Paint (Non-RA),8-16 Center,,,33.0,1.0,1.0,0.0,,,,,,,,,,,,,,
35,PT08M26.00S,2025-12-20T00:17:11.8Z,1,REGULAR,foul,offensive,[],1628404,,,1610612752,8,7,2025-12-20T00:17:17Z,340000,False,,,0,,J. Hart charge offensive FOUL (1 PF),"[1628404, 202331]",1610612752.0,NYK,charge,,,Hart,J. Hart,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,201245.0,,,,1.0,0.0,George,202331.0,,
37,PT08M26.00S,2025-12-20T00:17:11.8Z,1,REGULAR,turnover,offensive foul,[],1628404,,,1610612752,8,7,2025-12-20T00:17:11Z,360000,False,,,0,,J. Hart offensive foul TURNOVER (1 TO),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,201245.0,1.0,,,,,,,,
38,PT08M10.00S,2025-12-20T00:17:46.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],202331,28.86005256241787,23.52941176470588,1610612755,8,7,2025-12-20T00:21:27Z,370000,False,132.0,219.0,1,left,MISS P. George 25' pullup 3PT,[202331],1610612755.0,PHI,pullup,,,George,P. George,,,,,Above the Break 3,24+ Right Center,25.57,Missed,,,,,,,,,,,,,,,,,,
39,PT08M08.00S,2025-12-20T00:17:49.0Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612752,8,7,2025-12-20T00:17:49Z,380000,False,,,0,,K. Towns REBOUND (Off:0 Def:2),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Right Center,,,38.0,2.0,2.0,0.0,,,,,,,,,,,,,,
42,PT07M58.00S,2025-12-20T00:17:59.4Z,1,REGULAR,3pt,Jump Shot,[],1628384,88.38699080157687,95.58823529411765,1610612752,8,7,2025-12-20T00:18:05Z,390000,False,228.0,57.0,1,right,MISS O. Anunoby 3PT,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Right Corner 3,24+ Right,23.48,Missed,,,,,,,,,,,,,,,,,,
43,PT07M56.00S,2025-12-20T00:18:01.4Z,1,REGULAR,rebound,offensive,[],1626157,,,1610612752,8,7,2025-12-20T00:18:12Z,400000,False,,,0,,K. Towns REBOUND (Off:1 Def:2),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Right Corner 3,24+ Right,,,42.0,3.0,2.0,1.0,,,,,,,,,,,,,,
44,PT07M53.00S,2025-12-20T00:18:04.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626157,94.43166885676742,48.529411764705884,1610612752,10,7,2025-12-20T00:18:07Z,410000,False,-7.0,0.0,1,right,K. Towns putback Layup (2 PTS),[1626157],1610612752.0,NYK,putback,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,0.74,Made,,,,,2.0,,,,,,,,,,,,,
45,PT07M44.00S,2025-12-20T00:18:12.2Z,1,REGULAR,3pt,Jump Shot,[],1630178,33.590670170827856,42.64705882352941,1610612755,10,10,2025-12-20T00:18:18Z,420000,False,37.0,263.0,1,left,T. Maxey 26' 3PT pullup (5 PTS),[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,26.59,Made,,,,,5.0,,,,,,,,,,,,,
46,PT07M30.00S,2025-12-20T00:18:26.3Z,1,REGULAR,3pt,Jump Shot,[],1628969,94.82588699080158,94.36274509803921,1610612752,10,10,2025-12-20T00:18:30Z,430000,False,222.0,-4.0,1,right,MISS M. Bridges 3PT,[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Right Corner 3,24+ Right,22.18,Missed,,,,,,,,,,,,,,,,,,
47,PT07M28.00S,2025-12-20T00:18:28.3Z,1,REGULAR,rebound,defensive,[],203083,,,1610612755,10,10,2025-12-20T00:18:30Z,440000,False,,,0,,A. Drummond REBOUND (Off:1 Def:1),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Right Corner 3,24+ Right,,,46.0,2.0,1.0,1.0,,,,,,,,,,,,,,
48,PT07M21.00S,2025-12-20T00:18:36.5Z,1,REGULAR,3pt,Jump Shot,[],203083,9.674770039421814,96.81372549019608,1610612755,10,13,2025-12-20T00:18:39Z,450000,False,-234.0,38.0,1,left,A. Drummond 3PT  (3 PTS) (V. Edgecombe 2 AST),"[203083, 1642845]",1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Left Corner 3,24+ Left,23.72,Made,,,,,3.0,V. Edgecombe,1642845.0,2.0,,,,,,,,,,
50,PT07M06.00S,2025-12-20T00:18:51.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,83.26215505913272,48.77450980392157,1610612752,10,13,2025-12-20T00:18:56Z,470000,False,-6.0,105.0,1,right,MISS J. Brunson 10' floating Shot,[1628973],1610612752.0,NYK,floating,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Center,10.5,Missed,,,,,,,,,,,,,,,,,,
51,PT07M03.00S,2025-12-20T00:18:54.3Z,1,REGULAR,rebound,offensive,[],1628973,,,1610612752,10,13,2025-12-20T00:19:04Z,480000,False,,,0,,J. Brunson REBOUND (Off:1 Def:1),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Center,,,50.0,2.0,1.0,1.0,,,,,,,,,,,,,,
52,PT07M00.00S,2025-12-20T00:18:57.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628404,67.09921156373193,38.72549019607843,1610612752,10,13,2025-12-20T00:19:01Z,490000,False,-56.0,257.0,1,right,MISS J. Hart 26' 3PT,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Center,26.29,Missed,,,,,,,,,,,,,,,,,,
53,PT06M57.00S,2025-12-20T00:19:00.4Z,1,REGULAR,rebound,defensive,[],202331,,,1610612755,10,13,2025-12-20T00:19:07Z,500000,False,,,0,,P. George REBOUND (Off:0 Def:1),[202331],1610612755.0,PHI,,,,George,P. George,,,,,Above the Break 3,24+ Center,,,52.0,1.0,1.0,0.0,,,,,,,,,,,,,,
54,PT06M48.00S,2025-12-20T00:19:08.8Z,1,REGULAR,3pt,Jump Shot,[],1630178,30.831143232588698,14.705882352941178,1610612755,10,16,2025-12-20T00:19:12Z,510000,False,176.0,237.0,1,left,T. Maxey 29' 3PT  (8 PTS) (P. George 1 AST),"[1630178, 202331]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Right Center,29.57,Made,,,,,8.0,P. George,202331.0,1.0,,,,,,,,,,
56,PT06M36.00S,2025-12-20T00:19:21.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628969,93.24901445466492,50.245098039215684,1610612752,12,16,2025-12-20T00:19:26Z,530000,False,1.0,11.0,1,right,M. Bridges finger roll Layup (4 PTS) (J. Brunson 1 AST),"[1628969, 1628973]",1610612752.0,NYK,finger roll,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,1.11,Made,,,,,4.0,J. Brunson,1628973.0,1.0,,,,,,,,,,
58,PT06M20.00S,2025-12-20T00:19:38.6Z,1,REGULAR,2pt,Jump Shot,[],203083,7.440867279894875,32.35294117647059,1610612755,12,16,2025-12-20T00:26:01Z,550000,False,88.0,17.0,1,left,MISS A. Drummond 8' floating Shot,[203083],1610612755.0,PHI,floating,,,Drummond,A. Drummond,,,,,Mid-Range,8-16 Right,8.99,Missed,,,,,,,,,,,,,,,,,,
59,PT06M19.00S,2025-12-20T00:19:39.6Z,1,REGULAR,rebound,offensive,[],1631230,,,1610612755,12,16,2025-12-20T00:19:47Z,560000,False,,,0,,D. Barlow REBOUND (Off:2 Def:0),[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,Mid-Range,8-16 Right,,,58.0,2.0,0.0,2.0,,,,,,,,,,,,,,
60,PT06M19.00S,2025-12-20T00:19:43.2Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1631230,5.590000152587891,50.0,1610612755,12,18,2025-12-20T00:26:10Z,570000,False,0.0,0.0,1,left,D. Barlow tip Layup (4 PTS),[1631230],1610612755.0,PHI,tip,,,Barlow,D. Barlow,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,4.0,,,,,,,,,,,,,
61,PT06M19.00S,2025-12-20T00:19:46.7Z,1,REGULAR,foul,personal,['1freethrow'],1628973,,,1610612755,12,18,2025-12-20T00:20:11Z,580000,False,,,0,,J. Brunson shooting personal FOUL (1 PF) (Barlow 1 FT),"[1628973, 1631230]",1610612752.0,NYK,shooting,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,202058.0,,,,1.0,0.0,Barlow,1631230.0,,
63,PT06M19.00S,2025-12-20T00:20:13.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,12,18,2025-12-20T00:20:13Z,600000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M19.00S,2025-12-20T00:20:13.1Z,1,REGULAR,substitution,out,[],1628384,,,1610612755,12,18,2025-12-20T00:23:23Z,610000,False,,,0,,SUB out: O. Anunoby,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M19.00S,2025-12-20T00:20:13.1Z,1,REGULAR,substitution,in,[],1629011,,,1610612755,12,18,2025-12-20T00:23:23Z,620000,False,,,0,,SUB in: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M19.00S,2025-12-20T00:23:45.3Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],1631230,,,1610612755,12,19,2025-12-20T00:23:45Z,630000,False,,,0,,D. Barlow Free Throw 1 of 1 (5 PTS),[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
67,PT06M00.00S,2025-12-20T00:24:10.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,93.38042049934296,43.13725490196079,1610612752,12,19,2025-12-20T00:24:14Z,640000,False,-34.0,10.0,1,right,MISS K. Towns driving Layup,[1626157],1610612752.0,NYK,driving,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,3.56,Missed,,,,,,,,,,,,,,,,,,
68,PT05M57.00S,2025-12-20T00:24:13.0Z,1,REGULAR,rebound,defensive,[],1630178,,,1610612755,12,19,2025-12-20T00:24:13Z,650000,False,,,0,,T. Maxey REBOUND (Off:0 Def:1),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,,,67.0,1.0,1.0,0.0,,,,,,,,,,,,,,
69,PT05M48.00S,2025-12-20T00:24:21.7Z,1,REGULAR,3pt,Jump Shot,[],1630178,33.85348226018397,57.107843137254896,1610612755,12,19,2025-12-20T00:24:26Z,660000,False,-36.0,266.0,1,left,MISS T. Maxey 26' 3PT,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,26.81,Missed,,,,,,,,,,,,,,,,,,
70,PT05M46.00S,2025-12-20T00:24:23.7Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612752,12,19,2025-12-20T00:24:26Z,670000,False,,,0,,K. Towns REBOUND (Off:1 Def:3),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Center,,,69.0,4.0,3.0,1.0,,,,,,,,,,,,,,
71,PT05M43.00S,2025-12-20T00:24:29.9Z,1,REGULAR,foul,personal,[],202331,,,1610612752,12,19,2025-12-20T00:24:35Z,680000,False,,,0,,P. George personal FOUL (1 PF),"[202331, 1628973]",1610612755.0,PHI,,,,George,P. George,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,201245.0,,,,1.0,0.0,Brunson,1628973.0,,
73,PT05M31.00S,2025-12-20T00:24:56.8Z,1,REGULAR,3pt,Jump Shot,[],1628404,92.32917214191852,96.32352941176471,1610612752,15,19,2025-12-20T00:25:00Z,700000,False,232.0,20.0,1,right,J. Hart 3PT  (5 PTS) (M. Bridges 3 AST),"[1628404, 1628969]",1610612752.0,NYK,,,,Hart,J. Hart,,,,,Right Corner 3,24+ Right,23.24,Made,,,,,5.0,M. Bridges,1628969.0,3.0,,,,,,,,,,
75,PT05M09.00S,2025-12-20T00:25:19.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642845,12.697109067017081,49.26470588235294,1610612755,15,21,2025-12-20T00:25:24Z,720000,False,4.0,67.0,1,left,V. Edgecombe 6' driving floating Jump Shot (5 PTS),[1642845],1610612755.0,PHI,driving floating,,,Edgecombe,V. Edgecombe,,,,,In The Paint (Non-RA),0-8 Center,6.7,Made,,,,,5.0,,,,,,,,,,,,,
76,PT05M02.00S,2025-12-20T00:25:28.4Z,1,REGULAR,foul,personal,['2freethrow'],1631230,,,1610612752,15,21,2025-12-20T00:25:42Z,730000,False,,,0,,D. Barlow shooting personal FOUL (1 PF) (Towns 2 FT),"[1631230, 1626157]",1610612755.0,PHI,shooting,,,Barlow,D. Barlow,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,202058.0,,,,1.0,0.0,Towns,1626157.0,,
78,PT05M02.00S,2025-12-20T00:26:01.0Z,1,REGULAR,freethrow,1 of 2,[],1626157,,,1610612752,16,21,2025-12-20T00:26:42Z,750000,False,,,0,,K. Towns Free Throw 1 of 2 (3 PTS),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
79,PT05M02.00S,2025-12-20T00:26:01.1Z,1,REGULAR,substitution,out,[],1628969,,,1610612752,16,21,2025-12-20T00:26:12Z,760000,False,,,0,,SUB out: M. Bridges,[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M02.00S,2025-12-20T00:26:01.1Z,1,REGULAR,substitution,in,[],203903,,,1610612752,16,21,2025-12-20T00:26:12Z,770000,False,,,0,,SUB in: J. Clarkson,[203903],1610612752.0,NYK,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M02.00S,2025-12-20T00:26:01.0Z,1,REGULAR,freethrow,2 of 2,[],1626157,,,1610612752,16,21,2025-12-20T00:26:42Z,780000,False,,,0,,MISS K. Towns Free Throw 2 of 2,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
82,PT05M00.00S,2025-12-20T00:26:03.0Z,1,REGULAR,rebound,defensive,[],203083,,,1610612755,16,21,2025-12-20T00:26:42Z,790000,False,,,0,,A. Drummond REBOUND (Off:1 Def:2),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,81.0,3.0,2.0,1.0,,,,,,,,,,,,,,
84,PT04M49.00S,2025-12-20T00:27:03.4Z,1,REGULAR,turnover,bad pass,[],202331,,,1610612755,16,21,2025-12-20T00:27:06Z,810000,False,,,0,,P. George bad pass TURNOVER (1 TO),"[202331, 203903]",1610612755.0,PHI,,,,George,P. George,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,1.0,,,,,,,Clarkson,203903.0
85,PT04M49.00S,2025-12-20T00:27:03.4Z,1,REGULAR,steal,,[],203903,,,1610612752,16,21,2025-12-20T00:27:04Z,820000,False,,,0,,J. Clarkson STEAL (1 STL),[203903],1610612752.0,NYK,,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
86,PT04M45.00S,2025-12-20T00:27:13.2Z,1,REGULAR,turnover,out-of-bounds,[],203903,,,1610612752,16,21,2025-12-20T00:27:17Z,830000,False,,,0,,J. Clarkson bad pass out-of-bounds TURNOVER (1 TO),[203903],1610612752.0,NYK,bad pass,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,1629183.0,1.0,,,,,,,,
