actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,shotDistance,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
263,PT06M11.00S,2026-01-31T01:27:47.7Z,2,REGULAR,substitution,out,[],203924,,,1610612752,53,38,2026-01-31T01:28:22Z,2560000,False,,,0,,SUB out: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT05M58.00S,2026-01-31T01:28:22.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628404,92.32917214191852,95.09803921568627,1610612752,53,38,2026-01-31T01:28:26Z,2570000,False,225.0,20.0,1,right,MISS J. Hart 3PT,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Right Corner 3,24+ Right,,,,,,Missed,,,22.64,,,,,,,,,,,
265,PT05M56.00S,2026-01-31T01:28:24.1Z,2,REGULAR,rebound,offensive,[],1629011,,,1610612752,53,38,2026-01-31T01:28:26Z,2580000,False,,,0,,M. Robinson REBOUND (Off:2 Def:2),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Right Corner 3,24+ Right,,,,,,,264.0,,,4.0,2.0,2.0,,,,,,,,
266,PT05M44.00S,2026-01-31T01:28:35.8Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628404,88.64980289093299,46.568627450980394,1610612752,53,38,2026-01-31T01:28:40Z,2590000,False,-17.0,54.0,1,right,MISS J. Hart driving floating Shot,[1628404],1610612752.0,NYK,driving floating,,,Hart,J. Hart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,5.69,,,,,,,,,,,
267,PT05M42.00S,2026-01-31T01:28:37.8Z,2,REGULAR,rebound,offensive,[],1629011,,,1610612752,53,38,2026-01-31T01:28:40Z,2600000,False,,,0,,M. Robinson REBOUND (Off:3 Def:2),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,266.0,,,5.0,2.0,3.0,,,,,,,,
268,PT05M41.00S,2026-01-31T01:28:39.5Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1628973,73.01248357424441,78.43137254901961,1610612752,56,38,2026-01-31T01:28:42Z,2610000,False,142.0,201.0,1,right,J. Brunson 24' 3PT  (16 PTS) (M. Robinson 2 AST),"[1628973, 1629011]",1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Right Center,,,,,,Made,,16.0,24.64,,,,M. Robinson,1629011.0,2.0,,,,,
270,PT05M28.00S,2026-01-31T01:28:52.4Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1642270,5.469776609724048,48.529411764705884,1610612757,56,40,2026-01-31T01:28:55Z,2630000,False,7.0,-1.0,1,left,D. Clingan alley-oop DUNK (4 PTS) (C. Love 2 AST),"[1642270, 1631126]",1610612757.0,POR,alley-oop,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,,,,,,Made,,4.0,0.75,,,,C. Love,1631126.0,2.0,,,,,
272,PT05M11.00S,2026-01-31T01:29:08.5Z,2,REGULAR,3pt,Jump Shot,[],1628973,94.95729303547962,95.58823529411765,1610612752,56,40,2026-01-31T01:29:15Z,2650000,False,228.0,-5.0,1,right,MISS J. Brunson 3PT,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Right Corner 3,24+ Right,,,,,,Missed,,,22.8,,,,,,,,,,,
273,PT05M08.00S,2026-01-31T01:29:11.5Z,2,REGULAR,rebound,offensive,[],1629011,,,1610612752,56,40,2026-01-31T01:46:34Z,2660000,False,,,0,,M. Robinson REBOUND (Off:4 Def:2),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Right Corner 3,24+ Right,,,,,,,272.0,,,6.0,2.0,4.0,,,,,,,,
274,PT05M07.00S,2026-01-31T01:29:13.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628973,93.11760840998686,52.20588235294118,1610612752,56,40,2026-01-31T01:53:45Z,2670000,False,11.0,12.0,1,right,MISS J. Brunson Layup,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,1.64,,,,,,,,,,,
275,PT05M06.00S,2026-01-31T01:29:14.0Z,2,REGULAR,rebound,defensive,[],1641739,,,1610612757,56,40,2026-01-31T01:29:25Z,2680000,False,,,0,,T. Camara REBOUND (Off:0 Def:2),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Restricted Area,0-8 Center,,,,,,,274.0,,,2.0,2.0,0.0,,,,,,,,
276,PT04M55.00S,2026-01-31T01:29:25.3Z,2,REGULAR,3pt,Jump Shot,[],1631101,30.042706964520367,25.98039215686275,1610612757,56,43,2026-01-31T01:54:12Z,2690000,False,120.0,230.0,1,left,S. Sharpe 25' 3PT pullup (14 PTS),[1631101],1610612757.0,POR,pullup,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Right Center,,,,,,Made,,14.0,25.94,,,,,,,,,,,
277,PT04M35.00S,2026-01-31T01:29:44.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628973,87.72996057818659,47.549019607843135,1610612752,56,43,2026-01-31T01:54:48Z,2700000,False,-12.0,63.0,1,right,MISS J. Brunson 6' turnaround Hook,[1628973],1610612752.0,NYK,turnaround,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,6.4,,,,,,,,,,,
278,PT04M33.00S,2026-01-31T01:29:46.6Z,2,REGULAR,rebound,defensive,[],1642270,,,1610612757,56,43,2026-01-31T01:29:47Z,2710000,False,,,0,,D. Clingan REBOUND (Off:3 Def:1),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,277.0,,,4.0,1.0,3.0,,,,,,,,
279,PT04M22.00S,2026-01-31T01:29:58.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631101,7.178055190538765,52.450980392156865,1610612757,56,43,2026-01-31T01:30:02Z,2720000,False,-12.0,15.0,1,left,MISS S. Sharpe cutting Layup - blocked,"[1631101, 1628404]",1610612757.0,POR,cutting,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,1.94,,,,,,,,Hart,1628404.0,,
280,PT04M22.00S,2026-01-31T01:29:58.3Z,2,REGULAR,block,,[],1628404,,,1610612757,56,43,2026-01-31T01:29:59Z,2730000,False,,,0,,J. Hart BLOCK (1 BLK),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
281,PT04M19.00S,2026-01-31T01:30:01.3Z,2,REGULAR,rebound,defensive,[],1642278,,,1610612752,56,43,2026-01-31T01:30:02Z,2740000,False,,,0,,T. Kolek REBOUND (Off:0 Def:2),[1642278],1610612752.0,NYK,,,,Kolek,T. Kolek,,,,,Restricted Area,0-8 Center,,,,,,,279.0,,,2.0,2.0,0.0,,,,,,,,
282,PT04M13.00S,2026-01-31T01:30:07.2Z,2,REGULAR,3pt,Jump Shot,[],1642278,75.64060446780552,84.06862745098039,1610612752,56,43,2026-01-31T01:30:11Z,2750000,False,170.0,176.0,1,right,MISS T. Kolek 24' 3PT,[1642278],1610612752.0,NYK,,,,Kolek,T. Kolek,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,24.53,,,,,,,,,,,
283,PT04M10.00S,2026-01-31T01:30:10.2Z,2,REGULAR,rebound,defensive,[],1631126,,,1610612757,56,43,2026-01-31T01:48:34Z,2760000,False,,,0,,C. Love REBOUND (Off:0 Def:2),[1631126],1610612757.0,POR,,,,Love,C. Love,,,,,Above the Break 3,24+ Right Center,,,,,,,282.0,,,2.0,2.0,0.0,,,,,,,,
284,PT04M01.00S,2026-01-31T01:30:23.7Z,2,REGULAR,foul,personal,[],1628404,,,1610612757,56,43,2026-01-31T01:30:31Z,2770000,False,,,0,,J. Hart personal FOUL (1 PF),"[1628404, 1630166]",1610612752.0,NYK,,,,Hart,J. Hart,,,,,Mid-Range,16-24 Right Center,203593.0,1.0,0.0,Avdija,1630166.0,,,,,,,,,,,,,,,
286,PT04M01.00S,2026-01-31T01:30:23.8Z,2,REGULAR,substitution,out,[],1642278,,,1610612757,56,43,2026-01-31T01:30:42Z,2790000,False,,,0,,SUB out: T. Kolek,[1642278],1610612752.0,NYK,,,,Kolek,T. Kolek,,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT04M01.00S,2026-01-31T01:30:23.8Z,2,REGULAR,substitution,out,[],1629011,,,1610612757,56,43,2026-01-31T01:30:42Z,2800000,False,,,0,,SUB out: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT04M01.00S,2026-01-31T01:30:23.8Z,2,REGULAR,substitution,out,[],1629013,,,1610612757,56,43,2026-01-31T01:30:42Z,2810000,False,,,0,,SUB out: L. Shamet,[1629013],1610612752.0,NYK,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT04M01.00S,2026-01-31T01:30:23.8Z,2,REGULAR,substitution,in,[],1626157,,,1610612757,56,43,2026-01-31T01:30:42Z,2820000,False,,,0,,SUB in: K. Towns,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT04M01.00S,2026-01-31T01:30:23.8Z,2,REGULAR,substitution,in,[],1628969,,,1610612757,56,43,2026-01-31T01:30:42Z,2830000,False,,,0,,SUB in: M. Bridges,[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT04M01.00S,2026-01-31T01:30:23.8Z,2,REGULAR,substitution,in,[],1628384,,,1610612757,56,43,2026-01-31T01:30:42Z,2840000,False,,,0,,SUB in: O. Anunoby,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT03M50.00S,2026-01-31T01:31:09.1Z,2,REGULAR,3pt,Jump Shot,[],1631126,31.225361366622867,29.411764705882355,1610612757,56,43,2026-01-31T01:56:31Z,2850000,False,103.0,241.0,1,left,MISS C. Love 26' 3PT,[1631126],1610612757.0,POR,,,,Love,C. Love,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,26.2,,,,,,,,,,,
293,PT03M47.00S,2026-01-31T01:31:12.1Z,2,REGULAR,rebound,defensive,[],1626157,,,1610612752,56,43,2026-01-31T01:31:17Z,2860000,False,,,0,,K. Towns REBOUND (Off:3 Def:8),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Right Center,,,,,,,292.0,,,11.0,8.0,3.0,,,,,,,,
294,PT03M37.00S,2026-01-31T01:31:21.5Z,2,REGULAR,3pt,Jump Shot,[],1626157,65.78515111695138,48.03921568627451,1610612752,56,43,2026-01-31T01:31:27Z,2870000,False,-10.0,269.0,1,right,MISS K. Towns 26' 3PT,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,26.93,,,,,,,,,,,
295,PT03M34.00S,2026-01-31T01:31:24.5Z,2,REGULAR,rebound,defensive,[],1641739,,,1610612757,56,43,2026-01-31T01:31:27Z,2880000,False,,,0,,T. Camara REBOUND (Off:0 Def:3),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Center,,,,,,,294.0,,,3.0,3.0,0.0,,,,,,,,
296,PT03M32.00S,2026-01-31T01:31:29.8Z,2,REGULAR,foul,offensive,[],1630166,,,1610612757,56,43,2026-01-31T01:31:43Z,2890000,False,,,0,,D. Avdija charge offensive FOUL (1 PF),"[1630166, 1628973]",1610612757.0,POR,charge,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),0-8 Center,202041.0,1.0,0.0,Brunson,1628973.0,,,,,,,,,,,,,,,
298,PT03M32.00S,2026-01-31T01:31:29.8Z,2,REGULAR,turnover,offensive foul,[],1630166,,,1610612757,56,43,2026-01-31T01:31:29Z,2910000,False,,,0,,D. Avdija offensive foul TURNOVER (2 TO),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),0-8 Center,202041.0,,,,,,,,,,,,,,,2.0,,,,
299,PT03M32.00S,2026-01-31T01:31:29.9Z,2,REGULAR,substitution,out,[],1631126,,,1610612752,56,43,2026-01-31T01:31:47Z,2920000,False,,,0,,SUB out: C. Love,[1631126],1610612757.0,POR,,,,Love,C. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT03M32.00S,2026-01-31T01:31:29.9Z,2,REGULAR,substitution,in,[],1631321,,,1610612752,56,43,2026-01-31T01:31:47Z,2930000,False,,,0,,SUB in: S. Cissoko,[1631321],1610612757.0,POR,,,,Cissoko,S. Cissoko,,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT03M19.00S,2026-01-31T01:32:19.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628969,93.77463863337714,51.9607843137255,1610612752,56,43,2026-01-31T01:34:34Z,2955000,False,10.0,6.0,1,right,MISS M. Bridges driving Layup - blocked,"[1628969, 1631321]",1610612752.0,NYK,driving,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,1.15,,,,,,,,Cissoko,1631321.0,,
306,PT03M19.00S,2026-01-31T01:32:19.0Z,2,REGULAR,block,,[],1631321,,,1610612752,56,43,2026-01-31T01:34:34Z,2957500,False,,,0,,S. Cissoko BLOCK (1 BLK),[1631321],1610612757.0,POR,,,,Cissoko,S. Cissoko,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
307,PT03M18.00S,2026-01-31T01:32:20.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612757,56,43,2026-01-31T01:34:34Z,2958750,False,,,0,,TEAM defensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,305.0,,,,,,,,,,,,,
303,PT03M18.00S,2026-01-31T01:32:31.6Z,2,REGULAR,timeout,challenge,['team'],0,,,1610612757,56,43,2026-01-31T01:34:34Z,2960000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT03M08.00S,2026-01-31T01:34:56.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631101,7.046649145860711,53.92156862745098,1610612757,56,43,2026-01-31T01:35:00Z,2980000,False,-20.0,14.0,1,left,MISS S. Sharpe driving Layup,[1631101],1610612757.0,POR,driving,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,2.39,,,,,,,,,,,
309,PT03M07.00S,2026-01-31T01:34:57.7Z,2,REGULAR,rebound,offensive,[],1642270,,,1610612757,56,43,2026-01-31T01:34:57Z,2990000,False,,,0,,D. Clingan REBOUND (Off:4 Def:1),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,,,,,,,308.0,,,5.0,1.0,4.0,,,,,,,,
310,PT03M07.00S,2026-01-31T01:35:01.1Z,2,REGULAR,turnover,out-of-bounds,[],1642270,,,1610612757,56,43,2026-01-31T02:54:50Z,3000000,False,,,0,,D. Clingan lost ball out-of-bounds TURNOVER (2 TO),[1642270],1610612757.0,POR,lost ball,,,Clingan,D. Clingan,,,,,In The Paint (Non-RA),0-8 Center,203593.0,,,,,,,,,,,,,,,2.0,,,,
311,PT02M58.00S,2026-01-31T01:35:15.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628404,69.20170827858082,28.921568627450984,1610612752,56,43,2026-01-31T01:35:21Z,3010000,False,-105.0,237.0,1,right,MISS J. Hart 25' 3PT,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,25.94,,,,,,,,,,,
312,PT02M55.00S,2026-01-31T01:35:18.1Z,2,REGULAR,rebound,defensive,[],1642270,,,1610612757,56,43,2026-01-31T01:35:21Z,3020000,False,,,0,,D. Clingan REBOUND (Off:4 Def:2),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Above the Break 3,24+ Left Center,,,,,,,311.0,,,6.0,2.0,4.0,,,,,,,,
313,PT02M47.00S,2026-01-31T01:35:25.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1641739,28.07161629434954,77.94117647058823,1610612757,56,43,2026-01-31T03:38:32Z,3030000,False,-140.0,211.0,1,left,MISS T. Camara 25' running pullup 3PT,[1641739],1610612757.0,POR,running pullup,,,Camara,T. Camara,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,25.34,,,,,,,,,,,
314,PT02M45.00S,2026-01-31T01:35:27.2Z,2,REGULAR,rebound,defensive,[],1626157,,,1610612752,56,43,2026-01-31T01:35:28Z,3040000,False,,,0,,K. Towns REBOUND (Off:3 Def:9),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Left Center,,,,,,,313.0,,,12.0,9.0,3.0,,,,,,,,
315,PT02M40.00S,2026-01-31T01:35:34.3Z,2,REGULAR,turnover,out-of-bounds,[],1628969,,,1610612752,56,43,2026-01-31T01:35:42Z,3050000,False,,,0,,M. Bridges lost ball out-of-bounds TURNOVER (1 TO),[1628969],1610612752.0,NYK,lost ball,,,Bridges,M. Bridges,,,,,Right Corner 3,24+ Right,1629183.0,,,,,,,,,,,,,,,1.0,,,,
316,PT02M40.00S,2026-01-31T01:35:34.4Z,2,REGULAR,substitution,out,[],1642270,,,1610612757,56,43,2026-01-31T01:35:46Z,3060000,False,,,0,,SUB out: D. Clingan,[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT02M40.00S,2026-01-31T01:35:34.4Z,2,REGULAR,substitution,in,[],1629057,,,1610612757,56,43,2026-01-31T01:35:46Z,3070000,False,,,0,,SUB in: R. Williams III,[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT02M29.00S,2026-01-31T01:36:01.8Z,2,REGULAR,foul,personal,['2freethrow'],1628404,,,1610612757,56,43,2026-01-31T01:36:13Z,3080000,False,,,0,,J. Hart shooting personal FOUL (2 PF) (Sharpe 2 FT),"[1628404, 1631101]",1610612752.0,NYK,shooting,,,Hart,J. Hart,,,,,In The Paint (Non-RA),0-8 Center,203593.0,2.0,0.0,Sharpe,1631101.0,,,,,,,,,,,,,,,
320,PT02M29.00S,2026-01-31T01:36:25.2Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1631101,,,1610612757,56,43,2026-01-31T01:36:25Z,3100000,False,,,0,,MISS S. Sharpe Free Throw 1 of 2,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
321,PT02M29.00S,2026-01-31T01:36:25.2Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,56,43,2026-01-31T01:36:25Z,3110000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,320.0,,,,,,,,,,,,,
322,PT02M29.00S,2026-01-31T01:36:44.1Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1631101,,,1610612757,56,44,2026-01-31T01:36:44Z,3120000,False,,,0,,S. Sharpe Free Throw 2 of 2 (15 PTS),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,Made,,15.0,,,,,,,,,,,,
323,PT02M07.00S,2026-01-31T01:37:10.1Z,2,REGULAR,turnover,traveling,[],1628384,,,1610612752,56,44,2026-01-31T01:37:19Z,3130000,False,,,0,,O. Anunoby traveling TURNOVER (2 TO),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Left Center,1629183.0,,,,,,,,,,,,,,,2.0,,,,
324,PT01M48.00S,2026-01-31T01:37:42.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630166,7.046649145860711,47.794117647058826,1610612757,56,44,2026-01-31T01:37:48Z,3140000,False,11.0,14.0,1,left,MISS D. Avdija driving finger roll Layup,[1630166],1610612757.0,POR,driving finger roll,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,1.76,,,,,,,,,,,
325,PT01M45.00S,2026-01-31T01:37:45.8Z,2,REGULAR,rebound,defensive,[],1626157,,,1610612752,56,44,2026-01-31T01:37:48Z,3150000,False,,,0,,K. Towns REBOUND (Off:3 Def:10),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,,,,,324.0,,,13.0,10.0,3.0,,,,,,,,
326,PT01M30.00S,2026-01-31T01:38:00.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628404,88.51839684625493,55.63725490196079,1610612752,56,44,2026-01-31T02:21:10Z,3160000,False,28.0,55.0,1,right,MISS J. Hart 6' turnaround fadeaway Shot,[1628404],1610612752.0,NYK,turnaround fadeaway,,,Hart,J. Hart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,6.22,,,,,,,,,,,
327,PT01M28.00S,2026-01-31T01:38:02.0Z,2,REGULAR,rebound,defensive,[],1629057,,,1610612757,56,44,2026-01-31T01:38:03Z,3170000,False,,,0,,R. Williams III REBOUND (Off:1 Def:5),[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,326.0,,,6.0,5.0,1.0,,,,,,,,
328,PT01M19.00S,2026-01-31T01:38:11.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631101,7.5722733245729295,50.98039215686274,1610612757,56,46,2026-01-31T01:38:16Z,3180000,False,-5.0,19.0,1,left,S. Sharpe driving Layup (17 PTS) (S. Cissoko 2 AST),"[1631101, 1631321]",1610612757.0,POR,driving,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,,,,,,Made,,17.0,1.93,,,,S. Cissoko,1631321.0,2.0,,,,,
329,PT01M05.00S,2026-01-31T01:38:25.3Z,2,REGULAR,turnover,bad pass,[],1628384,,,1610612752,56,46,2026-01-31T01:38:29Z,3190000,False,,,0,,O. Anunoby bad pass TURNOVER (3 TO),"[1628384, 1631321]",1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,3.0,,,Cissoko,1631321.0
330,PT01M05.00S,2026-01-31T01:38:25.3Z,2,REGULAR,steal,,[],1631321,,,1610612757,56,46,2026-01-31T01:39:26Z,3200000,False,,,0,,S. Cissoko STEAL (1 STL),[1631321],1610612757.0,POR,,,,Cissoko,S. Cissoko,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
331,PT01M03.00S,2026-01-31T01:38:31.7Z,2,REGULAR,timeout,full,['team'],0,,,1610612757,56,46,2026-01-31T01:38:31Z,3210000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT01M03.00S,2026-01-31T01:38:31.8Z,2,REGULAR,substitution,out,[],1630166,,,1610612757,56,46,2026-01-31T01:40:10Z,3220000,False,,,0,,SUB out: D. Avdija,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT01M03.00S,2026-01-31T01:38:31.8Z,2,REGULAR,substitution,in,[],203924,,,1610612757,56,46,2026-01-31T01:40:10Z,3230000,False,,,0,,SUB in: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT00M57.40S,2026-01-31T01:40:25.5Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],203924,23.209592641261498,24.754901960784316,1610612757,56,48,2026-01-31T01:40:28Z,3240000,False,126.0,166.0,1,left,J. Grant 20' pullup Jump Shot (10 PTS) (S. Sharpe 2 AST),"[203924, 1631101]",1610612757.0,POR,pullup,,,Grant,J. Grant,,,,,Mid-Range,16-24 Right Center,,,,,,Made,,10.0,20.83,,,,S. Sharpe,1631101.0,2.0,,,,,
336,PT00M42.50S,2026-01-31T01:40:41.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628969,80.3712220762155,43.872549019607845,1610612752,56,48,2026-01-31T02:21:39Z,3260000,False,-31.0,132.0,1,right,MISS M. Bridges 13' fadeaway Shot,[1628969],1610612752.0,NYK,fadeaway,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,13.55,,,,,,,,,,,
337,PT00M40.80S,2026-01-31T01:40:43.6Z,2,REGULAR,rebound,defensive,[],1629057,,,1610612757,56,48,2026-01-31T01:40:44Z,3270000,False,,,0,,R. Williams III REBOUND (Off:1 Def:6),[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,336.0,,,7.0,6.0,1.0,,,,,,,,
338,PT00M28.90S,2026-01-31T01:40:55.5Z,2,REGULAR,3pt,Jump Shot,[],1641739,30.56833114323259,69.6078431372549,1610612757,56,48,2026-01-31T01:40:59Z,3280000,False,-98.0,235.0,1,left,MISS T. Camara 25' 3PT,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,25.44,,,,,,,,,,,
339,PT00M26.50S,2026-01-31T01:40:57.9Z,2,REGULAR,rebound,defensive,[],1628404,,,1610612752,56,48,2026-01-31T01:40:59Z,3290000,False,,,0,,J. Hart REBOUND (Off:0 Def:2),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Left Center,,,,,,,338.0,,,2.0,2.0,0.0,,,,,,,,
340,PT00M09.60S,2026-01-31T01:41:14.8Z,2,REGULAR,3pt,Jump Shot,[],1628973,71.56701708278581,76.22549019607843,1610612752,59,48,2026-01-31T01:41:18Z,3300000,False,131.0,215.0,1,right,J. Brunson 25' 3PT pullup (19 PTS),[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Right Center,,,,,,Made,,19.0,25.16,,,,,,,,,,,
341,PT00M03.20S,2026-01-31T01:41:26.1Z,2,REGULAR,foul,personal,[],1628969,,,1610612757,59,48,2026-01-31T01:41:31Z,3310000,False,,,0,,M. Bridges personal FOUL (1 PF),"[1628969, 1631101]",1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Center,202041.0,1.0,0.0,Sharpe,1631101.0,,,,,,,,,,,,,,,
343,PT00M03.20S,2026-01-31T01:41:26.2Z,2,REGULAR,substitution,out,[],1628973,,,1610612757,59,48,2026-01-31T01:41:43Z,3330000,False,,,0,,SUB out: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
