actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
341,PT09M54.00S,2025-12-22T00:24:30.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630558,91.80354796320631,50.73529411764706,1610612748,71,66,2025-12-22T00:24:33Z,3220000,False,4.0,25.0,1,right,MISS D. Mitchell driving Layup - blocked,"[1630558, 1628384]",1610612748.0,MIA,driving,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,2.48,Missed,,,,,,,,,,,Anunoby,1628384.0,,,,,,
342,PT09M54.00S,2025-12-22T00:24:30.9Z,3,REGULAR,block,,[],1628384,,,1610612748,71,66,2025-12-22T00:24:32Z,3230000,False,,,0,,O. Anunoby BLOCK (1 BLK),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
343,PT09M52.00S,2025-12-22T00:24:32.9Z,3,REGULAR,rebound,defensive,[],1626157,,,1610612752,71,66,2025-12-22T00:24:33Z,3240000,False,,,0,,K. Towns REBOUND (Off:1 Def:2),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,341.0,3.0,2.0,1.0,,,,,,,,,,,,,,
344,PT09M47.00S,2025-12-22T00:24:38.3Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628384,5.995400788436268,49.50980392156863,1610612752,73,66,2025-12-22T00:25:49Z,3250000,False,2.0,4.0,1,left,O. Anunoby DUNK (2 PTS) (J. Hart 4 AST),"[1628384, 1628404]",1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,0.46,Made,,,,,2.0,J. Hart,1628404.0,4.0,,,,,,,,,,
346,PT09M37.00S,2025-12-22T00:24:47.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203952,84.05059132720105,48.03921568627451,1610612748,73,66,2025-12-22T00:25:28Z,3270000,False,-10.0,97.0,1,right,MISS A. Wiggins 9' driving floating Shot - blocked,"[203952, 1628384]",1610612748.0,MIA,driving floating,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),8-16 Center,9.79,Missed,,,,,,,,,,,Anunoby,1628384.0,,,,,,
347,PT09M37.00S,2025-12-22T00:24:47.6Z,3,REGULAR,block,,[],1628384,,,1610612748,73,66,2025-12-22T00:24:49Z,3280000,False,,,0,,O. Anunoby BLOCK (2 BLK),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
348,PT09M35.00S,2025-12-22T00:24:49.6Z,3,REGULAR,rebound,defensive,[],1628973,,,1610612752,73,66,2025-12-22T00:24:52Z,3290000,False,,,0,,J. Brunson REBOUND (Off:0 Def:2),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Center,,,346.0,2.0,2.0,0.0,,,,,,,,,,,,,,
349,PT09M28.00S,2025-12-22T00:24:56.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,9.280551905387648,54.90196078431373,1610612752,75,66,2025-12-22T00:25:00Z,3300000,False,-25.0,35.0,1,left,J. Brunson driving floating Jump Shot (29 PTS),[1628973],1610612752.0,NYK,driving floating,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,4.25,Made,,,,,29.0,,,,,,,,,,,,,
350,PT09M28.00S,2025-12-22T00:25:00.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,75,66,2025-12-22T00:25:00Z,3310000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,PT09M13.00S,2025-12-22T00:28:26.4Z,3,REGULAR,3pt,Jump Shot,[],1626181,65.39093298291722,56.372549019607845,1610612748,75,69,2025-12-22T00:28:43Z,3320000,False,32.0,273.0,1,right,N. Powell 27' 3PT  (10 PTS) (D. Mitchell 5 AST),"[1626181, 1630558]",1610612748.0,MIA,,,,Powell,N. Powell,,,,,Above the Break 3,24+ Center,27.47,Made,,,,,10.0,D. Mitchell,1630558.0,5.0,,,,,,,,,,
353,PT08M51.00S,2025-12-22T00:28:46.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628384,16.507884362680684,36.51960784313725,1610612752,77,69,2025-12-22T00:28:55Z,3340000,False,67.0,103.0,1,left,O. Anunoby 12' turnaround Jump Shot (4 PTS) (J. Brunson 5 AST),"[1628384, 1628973]",1610612752.0,NYK,turnaround,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),8-16 Right,12.28,Made,,,,,4.0,J. Brunson,1628973.0,5.0,,,,,,,,,,
354,PT08M37.00S,2025-12-22T00:29:00.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630558,94.43166885676742,56.127450980392155,1610612748,77,71,2025-12-22T00:29:04Z,3350000,False,31.0,0.0,1,right,D. Mitchell driving Layup (10 PTS),[1630558],1610612748.0,MIA,driving,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,3.06,Made,,,,,10.0,,,,,,,,,,,,,
355,PT08M12.00S,2025-12-22T00:29:25.8Z,3,REGULAR,3pt,Jump Shot,[],1628973,24.78646517739816,13.23529411764706,1610612752,77,71,2025-12-22T00:29:30Z,3360000,False,184.0,180.0,1,left,MISS J. Brunson 25' pullup 3PT,[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Right Center,25.76,Missed,,,,,,,,,,,,,,,,,,
356,PT08M10.00S,2025-12-22T00:29:27.8Z,3,REGULAR,rebound,offensive,[],1628404,,,1610612752,77,71,2025-12-22T00:32:57Z,3370000,False,,,0,,J. Hart REBOUND (Off:1 Def:7),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Right Center,,,355.0,8.0,7.0,1.0,,,,,,,,,,,,,,
357,PT07M59.00S,2025-12-22T00:29:40.2Z,3,REGULAR,foul,personal,['2freethrow'],1630558,,,1610612752,77,71,2025-12-22T00:30:08Z,3380000,False,,,0,,D. Mitchell shooting personal FOUL (2 PF) (Brunson 2 FT),"[1630558, 1628973]",1610612748.0,MIA,shooting,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Right,,,,,,,,,,,202007.0,,,,,,2.0,0.0,Brunson,1628973.0
359,PT07M59.00S,2025-12-22T00:30:10.5Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1628973,,,1610612752,78,71,2025-12-22T00:30:10Z,3400000,False,,,0,,J. Brunson Free Throw 1 of 2 (30 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,Made,,,,,30.0,,,,,,,,,,,,,
360,PT07M59.00S,2025-12-22T00:30:35.4Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1628973,,,1610612752,79,71,2025-12-22T00:30:35Z,3410000,False,,,0,,J. Brunson Free Throw 2 of 2 (31 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,Made,,,,,31.0,,,,,,,,,,,,,
361,PT07M45.00S,2025-12-22T00:30:50.5Z,3,REGULAR,3pt,Jump Shot,[],1626181,66.17936925098554,53.67647058823529,1610612748,79,74,2025-12-22T00:30:54Z,3420000,False,18.0,265.0,1,right,N. Powell 26' 3PT pullup (13 PTS) (D. Mitchell 6 AST),"[1626181, 1630558]",1610612748.0,MIA,pullup,,,Powell,N. Powell,,,,,Above the Break 3,24+ Center,26.6,Made,,,,,13.0,D. Mitchell,1630558.0,6.0,,,,,,,,,,
363,PT07M29.00S,2025-12-22T00:31:06.4Z,3,REGULAR,3pt,Jump Shot,[],1628384,6.652431011826544,3.431372549019608,1610612752,82,74,2025-12-22T00:31:10Z,3440000,False,233.0,10.0,1,left,O. Anunoby 3PT  (7 PTS) (J. Brunson 6 AST),"[1628384, 1628973]",1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Right Corner 3,24+ Right,23.3,Made,,,,,7.0,J. Brunson,1628973.0,6.0,,,,,,,,,,
365,PT07M14.00S,2025-12-22T00:31:24.7Z,3,REGULAR,foul,personal,['2freethrow'],1628384,,,1610612748,82,74,2025-12-22T00:31:36Z,3460000,False,,,0,,O. Anunoby shooting personal FOUL (1 PF) (Powell 2 FT),"[1628384, 1626181]",1610612752.0,NYK,shooting,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,,,,,,,,,,,202007.0,,,,,,1.0,0.0,Powell,1626181.0
367,PT07M14.00S,2025-12-22T00:31:51.9Z,3,REGULAR,freethrow,1 of 2,[],1626181,,,1610612748,82,75,2025-12-22T00:31:51Z,3480000,False,,,0,,N. Powell Free Throw 1 of 2 (14 PTS),[1626181],1610612748.0,MIA,,,,Powell,N. Powell,,,,,,,,Made,,,,,14.0,,,,,,,,,,,,,
368,PT07M14.00S,2025-12-22T00:32:09.5Z,3,REGULAR,freethrow,2 of 2,[],1626181,,,1610612748,82,76,2025-12-22T00:32:09Z,3490000,False,,,0,,N. Powell Free Throw 2 of 2 (15 PTS),[1626181],1610612748.0,MIA,,,,Powell,N. Powell,,,,,,,,Made,,,,,15.0,,,,,,,,,,,,,
369,PT06M57.00S,2025-12-22T00:32:31.3Z,3,REGULAR,foul,personal,['2freethrow'],1628389,,,1610612752,82,76,2025-12-22T00:32:40Z,3500000,False,,,0,,B. Adebayo shooting personal FOUL (2 PF) (Towns 2 FT),"[1628389, 1626157]",1610612748.0,MIA,shooting,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,,,,,,,,,101283.0,,,,,,2.0,0.0,Towns,1626157.0
371,PT06M57.00S,2025-12-22T00:33:01.2Z,3,REGULAR,freethrow,1 of 2,[],1626157,,,1610612752,82,76,2025-12-22T00:33:24Z,3520000,False,,,0,,MISS K. Towns Free Throw 1 of 2,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
372,PT06M57.00S,2025-12-22T00:33:01.2Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612752,82,76,2025-12-22T00:33:24Z,3530000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,371.0,,,,,,,,,,,,,,,,,
374,PT06M57.00S,2025-12-22T00:33:01.2Z,3,REGULAR,freethrow,2 of 2,[],1626157,,,1610612752,82,76,2025-12-22T00:33:24Z,3540000,False,,,0,,MISS K. Towns Free Throw 2 of 2,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
375,PT06M54.00S,2025-12-22T00:33:04.2Z,3,REGULAR,rebound,defensive,[],203952,,,1610612748,82,76,2025-12-22T00:33:24Z,3550000,False,,,0,,A. Wiggins REBOUND (Off:0 Def:4),[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,,,,,374.0,4.0,4.0,0.0,,,,,,,,,,,,,,
376,PT06M44.00S,2025-12-22T00:33:32.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203952,91.67214191852825,48.03921568627451,1610612748,82,76,2025-12-22T00:34:34Z,3560000,False,-10.0,26.0,1,right,MISS A. Wiggins driving floating Shot,[203952],1610612748.0,MIA,driving floating,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,2.76,Missed,,,,,,,,,,,,,,,,,,
377,PT06M42.00S,2025-12-22T00:33:34.7Z,3,REGULAR,rebound,offensive,[],1626181,,,1610612748,82,76,2025-12-22T00:34:34Z,3570000,False,,,0,,N. Powell REBOUND (Off:1 Def:2),[1626181],1610612748.0,MIA,,,,Powell,N. Powell,,,,,Restricted Area,0-8 Center,,,376.0,3.0,2.0,1.0,,,,,,,,,,,,,,
378,PT06M40.00S,2025-12-22T00:33:36.2Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1626181,91.80354796320631,25.245098039215684,1610612748,82,76,2025-12-22T00:33:39Z,3580000,False,-124.0,25.0,1,right,MISS N. Powell 12' fadeaway Shot,[1626181],1610612748.0,MIA,fadeaway,,,Powell,N. Powell,,,,,Mid-Range,8-16 Left,12.62,Missed,,,,,,,,,,,,,,,,,,
379,PT06M38.00S,2025-12-22T00:33:38.0Z,3,REGULAR,rebound,defensive,[],1626157,,,1610612752,82,76,2025-12-22T00:33:38Z,3590000,False,,,0,,K. Towns REBOUND (Off:1 Def:3),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Mid-Range,8-16 Left,,,378.0,4.0,3.0,1.0,,,,,,,,,,,,,,
380,PT06M25.00S,2025-12-22T00:33:54.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628384,6.389618922470433,53.92156862745098,1610612752,82,76,2025-12-22T00:35:29Z,3600000,False,-20.0,8.0,1,left,MISS O. Anunoby driving floating bank Shot,[1628384],1610612752.0,NYK,driving floating bank,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,2.1,Missed,,,,,,,,,,,,,,,,,,
381,PT06M23.00S,2025-12-22T00:33:56.0Z,3,REGULAR,rebound,defensive,[],1630558,,,1610612748,82,76,2025-12-22T00:44:41Z,3610000,False,,,0,,D. Mitchell REBOUND (Off:0 Def:1),[1630558],1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,,,380.0,1.0,1.0,0.0,,,,,,,,,,,,,,
382,PT06M20.00S,2025-12-22T00:34:00.8Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630558,92.85479632063075,46.07843137254902,1610612748,82,76,2025-12-22T00:34:36Z,3620000,False,-20.0,15.0,1,right,MISS D. Mitchell running Layup,[1630558],1610612748.0,MIA,running,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,2.45,Missed,,,,,,,,,,,,,,,,,,
383,PT06M18.00S,2025-12-22T00:34:02.8Z,3,REGULAR,rebound,offensive,[],203952,,,1610612748,82,76,2025-12-22T00:34:36Z,3630000,False,,,0,,A. Wiggins REBOUND (Off:1 Def:4),[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,,,382.0,5.0,4.0,1.0,,,,,,,,,,,,,,
384,PT06M17.00S,2025-12-22T00:34:04.3Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203952,94.40999984741211,50.0,1610612748,82,76,2025-12-22T00:34:48Z,3640000,False,0.0,0.0,1,right,MISS A. Wiggins tip Layup,[203952],1610612748.0,MIA,tip,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
385,PT06M16.00S,2025-12-22T00:34:05.3Z,3,REGULAR,rebound,offensive,[],1642276,,,1610612748,82,76,2025-12-22T00:34:48Z,3650000,False,,,0,,K. Ware REBOUND (Off:5 Def:6),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Restricted Area,0-8 Center,,,384.0,11.0,6.0,5.0,,,,,,,,,,,,,,
386,PT06M16.00S,2025-12-22T00:34:05.9Z,3,REGULAR,foul,personal,[],1628973,,,1610612748,82,76,2025-12-22T00:34:52Z,3660000,False,,,0,,J. Brunson personal FOUL (1 PF),"[1628973, 1642276]",1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,202007.0,,,,,,1.0,0.0,Ware,1642276.0
388,PT06M16.00S,2025-12-22T00:34:05.9Z,3,REGULAR,substitution,out,[],1628389,,,1610612748,82,76,2025-12-22T00:34:19Z,3680000,False,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
389,PT06M16.00S,2025-12-22T00:34:05.9Z,3,REGULAR,substitution,in,[],1631170,,,1610612748,82,76,2025-12-22T00:34:19Z,3690000,False,,,0,,SUB in: J. Jaquez Jr.,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
394,PT06M05.00S,2025-12-22T00:34:36.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626181,93.77463863337714,49.01960784313725,1610612748,82,78,2025-12-22T00:34:44Z,3740000,False,-5.0,6.0,1,right,N. Powell driving Layup (17 PTS),[1626181],1610612748.0,MIA,driving,,,Powell,N. Powell,,,,,Restricted Area,0-8 Center,0.77,Made,,,,,17.0,,,,,,,,,,,,,
395,PT05M51.00S,2025-12-22T00:34:50.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,9.674770039421814,61.029411764705884,1610612752,84,78,2025-12-22T00:34:58Z,3750000,False,-55.0,38.0,1,left,J. Brunson 6' driving floating Jump Shot (33 PTS),[1628973],1610612752.0,NYK,driving floating,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),0-8 Center,6.72,Made,,,,,33.0,,,,,,,,,,,,,
396,PT05M34.00S,2025-12-22T00:35:07.9Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1642276,93.24901445466492,49.50980392156863,1610612748,84,80,2025-12-22T00:35:11Z,3760000,False,-2.0,11.0,1,right,K. Ware DUNK (16 PTS) (N. Powell 2 AST),"[1642276, 1626181]",1610612748.0,MIA,,,,Ware,K. Ware,,,,,Restricted Area,0-8 Center,1.13,Made,,,,,16.0,N. Powell,1626181.0,2.0,,,,,,,,,,
398,PT05M17.00S,2025-12-22T00:35:24.2Z,3,REGULAR,3pt,Jump Shot,[],1628384,5.863994743758213,3.9215686274509802,1610612752,87,80,2025-12-22T00:35:27Z,3780000,False,230.0,3.0,1,left,O. Anunoby 3PT  (10 PTS) (M. Bridges 3 AST),"[1628384, 1628969]",1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Right Corner 3,24+ Right,23.04,Made,,,,,10.0,M. Bridges,1628969.0,3.0,,,,,,,,,,
400,PT05M04.00S,2025-12-22T00:35:37.3Z,3,REGULAR,3pt,Jump Shot,[],1642276,74.98357424441524,15.196078431372548,1610612748,87,83,2025-12-22T00:35:40Z,3800000,False,-174.0,183.0,1,right,K. Ware 25' 3PT  (19 PTS) (D. Mitchell 7 AST),"[1642276, 1630558]",1610612748.0,MIA,,,,Ware,K. Ware,,,,,Above the Break 3,24+ Left Center,25.23,Made,,,,,19.0,D. Mitchell,1630558.0,7.0,,,,,,,,,,
402,PT04M41.00S,2025-12-22T00:36:00.1Z,3,REGULAR,2pt,Jump Shot,[],1628384,7.5722733245729295,80.63725490196079,1610612752,87,83,2025-12-22T00:36:03Z,3820000,False,-153.0,19.0,1,left,MISS O. Anunoby 15' turnaround fadeaway Shot,[1628384],1610612752.0,NYK,turnaround fadeaway,,,Anunoby,O. Anunoby,,,,,Mid-Range,8-16 Left,15.43,Missed,,,,,,,,,,,,,,,,,,
403,PT04M39.00S,2025-12-22T00:36:02.1Z,3,REGULAR,rebound,defensive,[],1642276,,,1610612748,87,83,2025-12-22T00:36:03Z,3830000,False,,,0,,K. Ware REBOUND (Off:5 Def:7),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Mid-Range,8-16 Left,,,402.0,12.0,7.0,5.0,,,,,,,,,,,,,,
404,PT04M36.00S,2025-12-22T00:36:10.1Z,3,REGULAR,foul,personal,[],1628973,,,1610612748,87,83,2025-12-22T00:36:43Z,3840000,False,,,0,,J. Brunson personal FOUL (2 PF),"[1628973, 1631170]",1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1627963.0,,,,,,2.0,0.0,Jaquez Jr.,1631170.0
406,PT04M36.00S,2025-12-22T00:36:10.2Z,3,REGULAR,substitution,out,[],1628384,,,1610612748,87,83,2025-12-22T00:36:43Z,3860000,False,,,0,,SUB out: O. Anunoby,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT04M36.00S,2025-12-22T00:36:10.2Z,3,REGULAR,substitution,out,[],1626157,,,1610612748,87,83,2025-12-22T00:36:43Z,3870000,False,,,0,,SUB out: K. Towns,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT04M36.00S,2025-12-22T00:36:10.2Z,3,REGULAR,substitution,out,[],203952,,,1610612748,87,83,2025-12-22T00:36:43Z,3880000,False,,,0,,SUB out: A. Wiggins,[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT04M36.00S,2025-12-22T00:36:10.2Z,3,REGULAR,substitution,out,[],1630558,,,1610612748,87,83,2025-12-22T00:36:43Z,3890000,False,,,0,,SUB out: D. Mitchell,[1630558],1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT04M36.00S,2025-12-22T00:36:10.2Z,3,REGULAR,substitution,in,[],203903,,,1610612748,87,83,2025-12-22T00:36:43Z,3900000,False,,,0,,SUB in: J. Clarkson,[203903],1610612752.0,NYK,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT04M36.00S,2025-12-22T00:36:10.2Z,3,REGULAR,substitution,in,[],1629011,,,1610612748,87,83,2025-12-22T00:36:43Z,3910000,False,,,0,,SUB in: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT04M36.00S,2025-12-22T00:36:10.2Z,3,REGULAR,substitution,in,[],1630696,,,1610612748,87,83,2025-12-22T00:36:43Z,3920000,False,,,0,,SUB in: D. Smith,[1630696],1610612748.0,MIA,,,,Smith,D. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
413,PT04M36.00S,2025-12-22T00:36:10.2Z,3,REGULAR,substitution,in,[],1631323,,,1610612748,87,83,2025-12-22T00:36:43Z,3930000,False,,,0,,SUB in: S. Fontecchio,[1631323],1610612748.0,MIA,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT04M26.00S,2025-12-22T00:36:56.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631170,91.27792378449409,65.19607843137256,1610612748,87,83,2025-12-22T00:37:03Z,3940000,False,76.0,29.0,1,right,MISS J. Jaquez Jr. 8' driving floating bank Shot,[1631170],1610612748.0,MIA,driving floating bank,,,Jaquez Jr.,J. Jaquez Jr.,,,,,In The Paint (Non-RA),8-16 Right,8.15,Missed,,,,,,,,,,,,,,,,,,
415,PT04M24.00S,2025-12-22T00:36:58.2Z,3,REGULAR,rebound,defensive,[],1628404,,,1610612752,87,83,2025-12-22T00:49:40Z,3950000,False,,,0,,J. Hart REBOUND (Off:1 Def:8),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,In The Paint (Non-RA),8-16 Right,,,414.0,9.0,8.0,1.0,,,,,,,,,,,,,,
416,PT04M20.00S,2025-12-22T00:37:02.2Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628973,12.040078843626807,97.30392156862744,1610612752,87,83,2025-12-22T00:39:25Z,3960000,False,-237.0,61.0,1,left,MISS J. Brunson 24' running 3PT,[1628973],1610612752.0,NYK,running,,,Brunson,J. Brunson,,,,,Left Corner 3,24+ Left,24.42,Missed,,,,,,,,,,,,,,,,,,
417,PT04M19.00S,2025-12-22T00:37:03.2Z,3,REGULAR,rebound,defensive,[],1642276,,,1610612748,87,83,2025-12-22T00:53:16Z,3970000,False,,,0,,K. Ware REBOUND (Off:5 Def:8),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Left Corner 3,24+ Left,,,416.0,13.0,8.0,5.0,,,,,,,,,,,,,,
420,PT04M12.00S,2025-12-22T00:37:11.8Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628973,,,1610612748,87,83,2025-12-22T00:37:22Z,4000000,False,,,0,,J. Brunson shooting personal FOUL (3 PF) (Smith 2 FT),"[1628973, 1630696]",1610612752.0,NYK,shooting,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,101283.0,,,,,,3.0,0.0,Smith,1630696.0
422,PT04M12.00S,2025-12-22T00:37:37.4Z,3,REGULAR,freethrow,1 of 2,[],1630696,,,1610612748,87,84,2025-12-22T00:37:37Z,4020000,False,,,0,,D. Smith Free Throw 1 of 2 (8 PTS),[1630696],1610612748.0,MIA,,,,Smith,D. Smith,,,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
423,PT04M12.00S,2025-12-22T00:37:53.1Z,3,REGULAR,freethrow,2 of 2,[],1630696,,,1610612748,87,85,2025-12-22T00:37:53Z,4030000,False,,,0,,D. Smith Free Throw 2 of 2 (9 PTS),[1630696],1610612748.0,MIA,,,,Smith,D. Smith,,,,,,,,Made,,,,,9.0,,,,,,,,,,,,,
424,PT03M55.00S,2025-12-22T00:38:09.5Z,3,REGULAR,3pt,Jump Shot,[],203903,4.418528252299605,4.6568627450980395,1610612752,90,85,2025-12-22T00:38:11Z,4040000,False,227.0,-11.0,1,left,J. Clarkson 3PT  (8 PTS) (M. Bridges 4 AST),"[203903, 1628969]",1610612752.0,NYK,,,,Clarkson,J. Clarkson,,,,,Right Corner 3,24+ Right,22.7,Made,,,,,8.0,M. Bridges,1628969.0,4.0,,,,,,,,,,
426,PT03M45.00S,2025-12-22T00:38:18.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626181,93.24901445466492,49.26470588235294,1610612748,90,87,2025-12-22T00:38:22Z,4060000,False,-4.0,11.0,1,right,N. Powell driving Layup (19 PTS),[1626181],1610612748.0,MIA,driving,,,Powell,N. Powell,,,,,Restricted Area,0-8 Center,1.16,Made,,,,,19.0,,,,,,,,,,,,,
427,PT03M24.00S,2025-12-22T00:38:39.2Z,3,REGULAR,3pt,Jump Shot,[],1628404,31.488173455978973,53.92156862745098,1610612752,90,87,2025-12-22T00:38:43Z,4070000,False,-20.0,243.0,1,left,MISS J. Hart 24' 3PT,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Center,24.43,Missed,,,,,,,,,,,,,,,,,,
428,PT03M21.00S,2025-12-22T00:38:42.2Z,3,REGULAR,rebound,defensive,[],1642276,,,1610612748,90,87,2025-12-22T00:38:43Z,4080000,False,,,0,,K. Ware REBOUND (Off:5 Def:9),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Above the Break 3,24+ Center,,,427.0,14.0,9.0,5.0,,,,,,,,,,,,,,
429,PT03M18.00S,2025-12-22T00:38:47.0Z,3,REGULAR,foul,personal,"['inpenalty', '3freethrow']",1628404,,,1610612748,90,87,2025-12-22T00:39:01Z,4090000,False,,,0,,J. Hart shooting personal FOUL (2 PF) (Fontecchio 3 FT),"[1628404, 1631323]",1610612752.0,NYK,shooting,,,Hart,J. Hart,,,,,Left Corner 3,24+ Left,,,,,,,,,,,202007.0,,,,,,2.0,0.0,Fontecchio,1631323.0
