actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
19,PT10M35.00S,2025-11-06T00:46:18.4Z,1,REGULAR,rebound,defensive,[],1630183,,,1610612750,2,3,2025-11-06T00:46:18Z,190000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:1),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,18.0,1.0,1.0,0.0,,,,
20,PT10M27.00S,2025-11-06T00:46:25.6Z,1,REGULAR,3pt,Jump Shot,[],203944,77.7431011826544,89.4607843137255,1610612750,2,3,2025-11-06T00:46:29Z,200000,False,197.0,157.0,1,right,MISS J. Randle 25' 3PT,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,25.2,,,,,,,,,,,,
21,PT10M26.00S,2025-11-06T00:46:26.6Z,1,REGULAR,rebound,defensive,[],1628973,,,1610612752,2,3,2025-11-06T00:46:29Z,210000,False,,,0,,J. Brunson REBOUND (Off:0 Def:1),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,20.0,1.0,1.0,0.0,,,,
22,PT10M23.00S,2025-11-06T00:46:32.9Z,1,REGULAR,turnover,traveling,[],1626157,,,1610612752,2,3,2025-11-06T00:46:37Z,220000,False,,,0,,K. Towns traveling TURNOVER (1 TO),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,2534.0,,,,,,,,,,,1.0,,,,,,,,
23,PT10M12.00S,2025-11-06T00:46:52.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630183,70.12155059132719,24.754901960784316,1610612750,2,6,2025-11-06T00:46:56Z,230000,False,-126.0,228.0,1,right,J. McDaniels 26' 3PT step back (3 PTS) (A. Edwards 1 AST),"[1630183, 1630162]",1610612750.0,MIN,step back,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Left Center,,,,,,Made,3.0,26.09,A. Edwards,1630162.0,1.0,,,,,,,,,
25,PT09M54.00S,2025-11-06T00:47:11.9Z,1,REGULAR,foul,personal,['2freethrow'],203497,,,1610612752,2,6,2025-11-06T00:47:22Z,250000,False,,,0,,R. Gobert shooting personal FOUL (1 PF) (Towns 2 FT),"[203497, 1626157]",1610612750.0,MIN,shooting,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,2534.0,1.0,0.0,Towns,1626157.0,,,,,,,,,,,,,,,
27,PT09M54.00S,2025-11-06T00:47:43.3Z,1,REGULAR,freethrow,1 of 2,[],1626157,,,1610612752,3,6,2025-11-06T00:47:43Z,270000,False,,,0,,K. Towns Free Throw 1 of 2 (3 PTS),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
28,PT09M54.00S,2025-11-06T00:48:08.7Z,1,REGULAR,freethrow,2 of 2,[],1626157,,,1610612752,4,6,2025-11-06T00:48:08Z,280000,False,,,0,,K. Towns Free Throw 2 of 2 (4 PTS),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,
29,PT09M31.00S,2025-11-06T00:48:34.0Z,1,REGULAR,3pt,Jump Shot,[],203944,69.85873850197109,71.07843137254902,1610612750,4,9,2025-11-06T00:48:37Z,290000,False,105.0,231.0,1,right,J. Randle 25' 3PT  (6 PTS) (J. McDaniels 1 AST),"[203944, 1630183]",1610612750.0,MIN,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Right Center,,,,,,Made,6.0,25.37,J. McDaniels,1630183.0,1.0,,,,,,,,,
31,PT09M16.00S,2025-11-06T00:48:48.6Z,1,REGULAR,2pt,Jump Shot,[],1628973,20.581471747700395,53.18627450980392,1610612752,4,9,2025-11-06T00:48:56Z,310000,False,-16.0,141.0,1,left,MISS J. Brunson 14' pullup Shot,[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Mid-Range,8-16 Center,,,,,,Missed,,14.19,,,,,,,,,,,,
32,PT09M14.00S,2025-11-06T00:48:50.6Z,1,REGULAR,rebound,offensive,[],1629011,,,1610612752,4,9,2025-11-06T00:48:56Z,320000,False,,,0,,M. Robinson REBOUND (Off:1 Def:1),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,31.0,2.0,1.0,1.0,,,,
33,PT09M12.00S,2025-11-06T00:48:53.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629011,5.590000152587891,50.0,1610612752,4,9,2025-11-06T00:48:53Z,330000,False,0.0,0.0,1,left,MISS M. Robinson tip Layup,[1629011],1610612752.0,NYK,tip,,,Robinson,M. Robinson,,,,,Mid-Range,8-16 Left,,,,,,Missed,,0.0,,,,,,,,,,,,
34,PT09M11.00S,2025-11-06T00:48:53.3Z,1,REGULAR,rebound,offensive,[],1629011,,,1610612752,4,9,2025-11-06T00:48:53Z,340000,False,,,0,,M. Robinson REBOUND (Off:2 Def:1),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,33.0,3.0,1.0,2.0,,,,
35,PT09M10.00S,2025-11-06T00:48:55.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628969,29.6484888304862,72.54901960784314,1610612752,4,9,2025-11-06T00:49:01Z,350000,False,-113.0,226.0,1,left,MISS M. Bridges 25' 3PT,[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,25.27,,,,,,,,,,,,
36,PT09M09.00S,2025-11-06T00:48:56.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612752,4,9,2025-11-06T00:49:01Z,360000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,35.0,,,,,,,
38,PT08M59.00S,2025-11-06T00:49:30.6Z,1,REGULAR,foul,offensive,[],1628973,,,1610612752,4,9,2025-11-06T00:49:39Z,380000,False,,,0,,J. Brunson offensive FOUL (1 PF),"[1628973, 1628978]",1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Mid-Range,16-24 Left,2534.0,1.0,0.0,DiVincenzo,1628978.0,,,,,,,,,,,,,,,
40,PT08M59.00S,2025-11-06T00:49:30.6Z,1,REGULAR,turnover,offensive foul,[],1628973,,,1610612752,4,9,2025-11-06T00:49:30Z,400000,False,,,0,,J. Brunson offensive foul TURNOVER (1 TO),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Mid-Range,16-24 Left,2534.0,,,,,,,,,,,1.0,,,,,,,,
41,PT08M59.00S,2025-11-06T00:49:30.7Z,1,REGULAR,substitution,out,[],1629011,,,1610612750,4,9,2025-11-06T00:49:53Z,410000,False,,,0,,SUB out: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
42,PT08M59.00S,2025-11-06T00:49:30.7Z,1,REGULAR,substitution,in,[],1628404,,,1610612750,4,9,2025-11-06T00:49:53Z,420000,False,,,0,,SUB in: J. Hart,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
43,PT08M44.00S,2025-11-06T00:50:15.7Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],203944,78.40013140604468,41.66666666666667,1610612750,4,9,2025-11-06T00:50:20Z,430000,False,-42.0,151.0,1,right,MISS J. Randle 15' step back Shot,[203944],1610612750.0,MIN,step back,,,Randle,J. Randle,,,,,Mid-Range,8-16 Center,,,,,,Missed,,15.62,,,,,,,,,,,,
44,PT08M42.00S,2025-11-06T00:50:17.7Z,1,REGULAR,rebound,defensive,[],1628969,,,1610612752,4,9,2025-11-06T00:50:20Z,440000,False,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,43.0,1.0,1.0,0.0,,,,
45,PT08M32.00S,2025-11-06T00:50:27.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628969,7.835085413929041,52.450980392156865,1610612752,4,9,2025-11-06T00:50:33Z,450000,False,-12.0,21.0,1,left,MISS M. Bridges driving reverse Layup,[1628969],1610612752.0,NYK,driving reverse,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,,,Missed,,2.44,,,,,,,,,,,,
46,PT08M31.00S,2025-11-06T00:50:28.1Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,4,9,2025-11-06T00:50:33Z,460000,False,,,0,,R. Gobert REBOUND (Off:0 Def:1),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,45.0,1.0,1.0,0.0,,,,
47,PT08M26.00S,2025-11-06T00:50:34.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630162,94.43166885676742,48.77450980392157,1610612750,4,11,2025-11-06T00:50:39Z,470000,False,-6.0,0.0,1,right,A. Edwards running Layup (2 PTS),[1630162],1610612750.0,MIN,running,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,0.61,,,,,,,,,,,,
48,PT08M17.00S,2025-11-06T00:50:43.6Z,1,REGULAR,turnover,bad pass,[],1628973,,,1610612752,4,11,2025-11-06T00:50:46Z,480000,False,,,0,,J. Brunson bad pass TURNOVER (2 TO),"[1628973, 1630162]",1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,2.0,,,,,Edwards,1630162.0,,
49,PT08M17.00S,2025-11-06T00:50:43.6Z,1,REGULAR,steal,,[],1630162,,,1610612750,4,11,2025-11-06T00:50:45Z,490000,False,,,0,,A. Edwards STEAL (1 STL),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
50,PT08M06.00S,2025-11-06T00:50:54.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630162,73.9323258869908,15.686274509803921,1610612750,4,11,2025-11-06T00:52:32Z,500000,False,-172.0,193.0,1,right,MISS A. Edwards 25' step back 3PT,[1630162],1610612750.0,MIN,step back,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,25.79,,,,,,,,,,,,
51,PT08M03.00S,2025-11-06T00:50:57.8Z,1,REGULAR,rebound,offensive,[],203497,,,1610612750,4,11,2025-11-06T00:50:59Z,510000,False,,,0,,R. Gobert REBOUND (Off:1 Def:1),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,50.0,2.0,1.0,1.0,,,,
52,PT08M02.00S,2025-11-06T00:50:58.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203497,94.95729303547962,50.73529411764706,1610612750,4,13,2025-11-06T00:51:09Z,520000,False,4.0,-5.0,1,right,R. Gobert putback Layup (2 PTS),[203497],1610612750.0,MIN,putback,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,0.63,,,,,,,,,,,,
53,PT08M02.00S,2025-11-06T00:51:02.4Z,1,REGULAR,timeout,full,['team'],0,,,1610612752,4,13,2025-11-06T00:51:02Z,530000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT07M40.00S,2025-11-06T00:55:01.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628973,12.828515111695138,49.26470588235294,1610612752,4,13,2025-11-06T00:55:05Z,540000,False,4.0,68.0,1,left,MISS J. Brunson 6' driving finger roll Layup - blocked,"[1628973, 203944]",1610612752.0,NYK,driving finger roll,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,6.82,,,,,,,,,,,Randle,203944.0
55,PT07M40.00S,2025-11-06T00:55:01.2Z,1,REGULAR,block,,[],203944,,,1610612752,4,13,2025-11-06T00:55:03Z,550000,False,,,0,,J. Randle BLOCK (1 BLK),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
56,PT07M37.00S,2025-11-06T00:55:04.2Z,1,REGULAR,rebound,defensive,[],1630183,,,1610612750,4,13,2025-11-06T00:55:05Z,560000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:2),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,54.0,2.0,2.0,0.0,,,,
57,PT07M32.00S,2025-11-06T00:55:09.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628978,69.59592641261499,14.460784313725492,1610612750,4,13,2025-11-06T00:56:11Z,570000,False,-178.0,233.0,1,right,MISS D. DiVincenzo 29' running 3PT,[1628978],1610612750.0,MIN,running,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,29.33,,,,,,,,,,,,
58,PT07M29.00S,2025-11-06T00:55:12.0Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612752,4,13,2025-11-06T00:55:12Z,580000,False,,,0,,K. Towns REBOUND (Off:0 Def:1),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,57.0,1.0,1.0,0.0,,,,
59,PT07M18.00S,2025-11-06T00:55:23.2Z,1,REGULAR,3pt,Jump Shot,[],1628969,7.703679369250986,2.696078431372549,1610612752,7,13,2025-11-06T00:55:26Z,590000,False,237.0,20.0,1,left,M. Bridges 3PT  (3 PTS) (J. Brunson 1 AST),"[1628969, 1628973]",1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Right Corner 3,24+ Right,,,,,,Made,3.0,23.73,J. Brunson,1628973.0,1.0,,,,,,,,,
61,PT06M53.00S,2025-11-06T00:55:48.2Z,1,REGULAR,2pt,Jump Shot,[],1630183,90.09526938239159,68.62745098039215,1610612750,7,15,2025-11-06T00:55:51Z,610000,False,93.0,41.0,1,right,J. McDaniels 10' turnaround fadeaway Jump Shot (5 PTS),[1630183],1610612750.0,MIN,turnaround fadeaway,,,McDaniels,J. McDaniels,,,,,Mid-Range,8-16 Right,,,,,,Made,5.0,10.16,,,,,,,,,,,,
62,PT06M31.00S,2025-11-06T00:56:09.9Z,1,REGULAR,3pt,Jump Shot,[],1628404,29.517082785808146,74.26470588235294,1610612752,10,15,2025-11-06T00:56:13Z,620000,False,-121.0,225.0,1,left,J. Hart 25' 3PT pullup (3 PTS),[1628404],1610612752.0,NYK,pullup,,,Hart,J. Hart,,,,,Above the Break 3,24+ Left Center,,,,,,Made,3.0,25.56,,,,,,,,,,,,
63,PT06M08.00S,2025-11-06T00:56:33.6Z,1,REGULAR,3pt,Jump Shot,[],1630162,84.57621550591328,5.392156862745098,1610612750,10,15,2025-11-06T00:56:37Z,630000,False,-223.0,92.0,1,right,MISS A. Edwards 24' pullup 3PT,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left,,,,,,Missed,,24.14,,,,,,,,,,,,
64,PT06M05.00S,2025-11-06T00:56:36.0Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612752,10,15,2025-11-06T00:56:36Z,640000,False,,,0,,K. Towns REBOUND (Off:0 Def:2),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Left,,,,,,,,,,,,,63.0,2.0,2.0,0.0,,,,
65,PT06M02.00S,2025-11-06T00:56:39.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628969,7.703679369250986,49.50980392156863,1610612752,12,15,2025-11-06T00:56:47Z,650000,False,2.0,20.0,1,left,M. Bridges running alley-oop Layup (5 PTS) (J. Brunson 2 AST),"[1628969, 1628973]",1610612752.0,NYK,running alley-oop,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,,,Made,5.0,2.01,J. Brunson,1628973.0,2.0,,,,,,,,,
67,PT05M43.00S,2025-11-06T00:56:58.0Z,1,REGULAR,turnover,bad pass,[],1630162,,,1610612750,12,15,2025-11-06T00:57:02Z,670000,False,,,0,,A. Edwards bad pass TURNOVER (1 TO),"[1630162, 1628384]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,1.0,,,,,Anunoby,1628384.0,,
68,PT05M43.00S,2025-11-06T00:56:58.0Z,1,REGULAR,steal,,[],1628384,,,1610612752,12,15,2025-11-06T00:56:59Z,680000,False,,,0,,O. Anunoby STEAL (1 STL),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
69,PT05M40.00S,2025-11-06T00:57:01.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628384,5.206964520367937,51.9607843137255,1610612752,14,15,2025-11-06T00:57:06Z,690000,False,-10.0,-4.0,1,left,O. Anunoby running alley-oop DUNK (2 PTS) (J. Brunson 3 AST),"[1628384, 1628973]",1610612752.0,NYK,running alley-oop,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,1.04,J. Brunson,1628973.0,3.0,,,,,,,,,
71,PT05M28.00S,2025-11-06T00:57:18.6Z,1,REGULAR,foul,personal,[],1628384,,,1610612750,14,15,2025-11-06T00:57:26Z,710000,False,,,0,,O. Anunoby personal FOUL (1 PF),"[1628384, 203497]",1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Mid-Range,8-16 Left,201638.0,1.0,0.0,Gobert,203497.0,,,,,,,,,,,,,,,
73,PT05M28.00S,2025-11-06T00:57:18.7Z,1,REGULAR,substitution,out,[],1626157,,,1610612750,14,15,2025-11-06T00:57:44Z,730000,False,,,0,,SUB out: K. Towns,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M28.00S,2025-11-06T00:57:18.7Z,1,REGULAR,substitution,out,[],1630162,,,1610612750,14,15,2025-11-06T00:57:44Z,750000,False,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M28.00S,2025-11-06T00:57:18.7Z,1,REGULAR,substitution,out,[],203497,,,1610612750,14,15,2025-11-06T00:57:44Z,760000,False,,,0,,SUB out: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M28.00S,2025-11-06T00:57:18.7Z,1,REGULAR,substitution,in,[],1629013,,,1610612750,14,15,2025-11-06T00:57:44Z,770000,False,,,0,,SUB in: L. Shamet,[1629013],1610612752.0,NYK,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M28.00S,2025-11-06T00:57:18.7Z,1,REGULAR,substitution,in,[],1627824,,,1610612750,14,15,2025-11-06T00:57:44Z,780000,False,,,0,,SUB in: G. Yabusele,[1627824],1610612752.0,NYK,,,,Yabusele,G. Yabusele,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M28.00S,2025-11-06T00:57:18.7Z,1,REGULAR,substitution,in,[],1629675,,,1610612750,14,15,2025-11-06T00:57:44Z,790000,False,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M28.00S,2025-11-06T00:57:18.7Z,1,REGULAR,substitution,in,[],201144,,,1610612750,14,15,2025-11-06T00:57:44Z,800000,False,,,0,,SUB in: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M28.00S,2025-11-06T00:57:18.7Z,1,REGULAR,substitution,out,[],1628384,,,1610612750,14,15,2025-11-06T00:57:54Z,810000,False,,,0,,SUB out: O. Anunoby,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M16.00S,2025-11-06T00:57:58.4Z,1,REGULAR,3pt,Jump Shot,[],201144,71.17279894875165,75.24509803921569,1610612750,14,18,2025-11-06T00:58:01Z,820000,False,126.0,218.0,1,right,M. Conley 25' 3PT  (3 PTS) (J. Randle 1 AST),"[201144, 203944]",1610612750.0,MIN,,,,Conley,M. Conley,,,,,Above the Break 3,24+ Right Center,,,,,,Made,3.0,25.23,J. Randle,203944.0,1.0,,,,,,,,,
84,PT04M52.00S,2025-11-06T00:58:21.4Z,1,REGULAR,2pt,Jump Shot,[],1628969,7.703679369250986,33.088235294117645,1610612752,14,18,2025-11-06T00:58:25Z,840000,False,85.0,20.0,1,left,MISS M. Bridges 8' fadeaway Shot,[1628969],1610612752.0,NYK,fadeaway,,,Bridges,M. Bridges,,,,,Mid-Range,8-16 Right,,,,,,Missed,,8.69,,,,,,,,,,,,
85,PT04M50.00S,2025-11-06T00:58:23.4Z,1,REGULAR,rebound,defensive,[],1629675,,,1610612750,14,18,2025-11-06T00:58:25Z,850000,False,,,0,,N. Reid REBOUND (Off:0 Def:1),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,84.0,1.0,1.0,0.0,,,,
86,PT04M46.00S,2025-11-06T00:58:29.7Z,1,REGULAR,foul,offensive,[],1629675,,,1610612750,14,18,2025-11-06T00:58:37Z,860000,False,,,0,,N. Reid offensive FOUL (1 PF),"[1629675, 1628973]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,Mid-Range,16-24 Right Center,1627519.0,1.0,0.0,Brunson,1628973.0,,,,,,,,,,,,,,,
