actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,jumpBallRecoverdPersonId
437,PT06M15.00S,2026-02-20T02:19:51.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1641709,92.06636005256242,48.28431372549019,1610612765,64,70,2026-02-20T02:19:54Z,4150000,False,-9.0,22.0,1,right,MISS A. Thompson running Layup,[1641709],1610612765.0,DET,running,,,,,,Restricted Area,0-8 Center,2.37,Missed,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,
438,PT06M15.00S,2026-02-20T02:19:52.8Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612765,64,70,2026-02-20T02:19:52Z,4160000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,,,,,,,,,437.0,,,,,,,,,,,,,,
440,PT06M15.00S,2026-02-20T02:19:54.0Z,3,REGULAR,substitution,out,[],1628404,,,1610612765,64,70,2026-02-20T02:20:08Z,4180000,False,,,0,,SUB out: J. Hart,[1628404],1610612752.0,NYK,,,,,,,,,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,
442,PT06M15.00S,2026-02-20T02:19:54.0Z,3,REGULAR,substitution,out,[],1626157,,,1610612765,64,70,2026-02-20T02:20:08Z,4200000,False,,,0,,SUB out: K. Towns,[1626157],1610612752.0,NYK,,,,,,,,,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,
443,PT06M15.00S,2026-02-20T02:19:54.0Z,3,REGULAR,substitution,in,[],1642885,,,1610612765,64,70,2026-02-20T02:20:08Z,4210000,False,,,0,,SUB in: M. Diawara,[1642885],1610612752.0,NYK,,,,,,,,,,,,Diawara,M. Diawara,,,,,,,,,,,,,,,,,,
444,PT06M15.00S,2026-02-20T02:19:54.0Z,3,REGULAR,substitution,in,[],1629013,,,1610612765,64,70,2026-02-20T02:20:08Z,4220000,False,,,0,,SUB in: L. Shamet,[1629013],1610612752.0,NYK,,,,,,,,,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,
445,PT06M15.00S,2026-02-20T02:19:54.0Z,3,REGULAR,substitution,in,[],1629011,,,1610612765,64,70,2026-02-20T02:20:08Z,4230000,False,,,0,,SUB in: M. Robinson,[1629011],1610612752.0,NYK,,,,,,,,,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,
446,PT06M15.00S,2026-02-20T02:19:54.0Z,3,REGULAR,substitution,out,[],1628969,,,1610612765,64,70,2026-02-20T02:20:18Z,4240000,False,,,0,,SUB out: M. Bridges,[1628969],1610612752.0,NYK,,,,,,,,,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,
447,PT06M04.00S,2026-02-20T02:20:37.6Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],202699,91.40932982917214,25.98039215686275,1610612765,64,72,2026-02-20T02:20:40Z,4250000,False,-120.0,28.0,1,right,T. Harris 12' turnaround fadeaway Jump Shot (11 PTS),[202699],1610612765.0,DET,turnaround fadeaway,,,,,,Mid-Range,8-16 Left,12.34,Made,11.0,Harris,T. Harris,,,,,,,,,,,,,,,,,,
448,PT05M54.00S,2026-02-20T02:20:47.6Z,3,REGULAR,3pt,Jump Shot,[],1628973,28.728646517739815,23.03921568627451,1610612752,67,72,2026-02-20T02:20:51Z,4260000,False,135.0,218.0,1,left,J. Brunson 25' 3PT pullup (18 PTS),[1628973],1610612752.0,NYK,pullup,,,,,,Above the Break 3,24+ Right Center,25.59,Made,18.0,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,
450,PT05M38.00S,2026-02-20T02:21:04.2Z,3,REGULAR,3pt,Jump Shot,[],1630595,66.04796320630749,49.01960784313725,1610612765,67,75,2026-02-20T02:21:07Z,4280000,False,-5.0,267.0,1,right,C. Cunningham 26' 3PT  (27 PTS) (T. Harris 5 AST),"[1630595, 202699]",1610612765.0,DET,,,,,,,Above the Break 3,24+ Center,26.66,Made,27.0,Cunningham,C. Cunningham,T. Harris,202699.0,5.0,,,,,,,,,,,,,,,
452,PT05M38.00S,2026-02-20T02:21:11.0Z,3,REGULAR,timeout,full,['team'],0,,,1610612752,67,75,2026-02-20T02:21:11Z,4300000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT05M38.00S,2026-02-20T02:21:11.1Z,3,REGULAR,substitution,out,[],202699,,,1610612752,67,75,2026-02-20T02:24:15Z,4310000,False,,,0,,SUB out: T. Harris,[202699],1610612765.0,DET,,,,,,,,,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,
454,PT05M38.00S,2026-02-20T02:21:11.1Z,3,REGULAR,substitution,out,[],1629130,,,1610612752,67,75,2026-02-20T02:24:15Z,4320000,False,,,0,,SUB out: D. Robinson,[1629130],1610612765.0,DET,,,,,,,,,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,
455,PT05M38.00S,2026-02-20T02:21:11.1Z,3,REGULAR,substitution,in,[],1627747,,,1610612752,67,75,2026-02-20T02:24:15Z,4330000,False,,,0,,SUB in: C. LeVert,[1627747],1610612765.0,DET,,,,,,,,,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,
456,PT05M38.00S,2026-02-20T02:21:11.1Z,3,REGULAR,substitution,in,[],1629750,,,1610612752,67,75,2026-02-20T02:24:15Z,4340000,False,,,0,,SUB in: J. Green,[1629750],1610612765.0,DET,,,,,,,,,,,,Green,J. Green,,,,,,,,,,,,,,,,,,
457,PT05M19.00S,2026-02-20T02:24:57.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629013,14.14257555847569,57.59803921568627,1610612752,67,75,2026-02-20T02:25:00Z,4350000,False,-38.0,80.0,1,left,MISS L. Shamet 8' pullup Shot,[1629013],1610612752.0,NYK,pullup,,,,,,In The Paint (Non-RA),8-16 Center,8.89,Missed,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,
458,PT05M17.00S,2026-02-20T02:24:59.5Z,3,REGULAR,rebound,defensive,[],1641709,,,1610612765,67,75,2026-02-20T02:25:00Z,4360000,False,,,0,,A. Thompson REBOUND (Off:0 Def:4),[1641709],1610612765.0,DET,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Thompson,A. Thompson,,,,457.0,4.0,4.0,0.0,,,,,,,,,,,
459,PT05M13.00S,2026-02-20T02:25:03.5Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630595,71.30420499342969,21.323529411764707,1610612765,67,75,2026-02-20T02:25:06Z,4370000,False,-143.0,217.0,1,right,MISS C. Cunningham 26' running pullup 3PT,[1630595],1610612765.0,DET,running pullup,,,,,,Above the Break 3,24+ Left Center,26.03,Missed,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,
460,PT05M12.00S,2026-02-20T02:25:04.5Z,3,REGULAR,rebound,defensive,[],1642885,,,1610612752,67,75,2026-02-20T02:25:06Z,4380000,False,,,0,,M. Diawara REBOUND (Off:0 Def:2),[1642885],1610612752.0,NYK,,,,,,,Above the Break 3,24+ Left Center,,,,Diawara,M. Diawara,,,,459.0,2.0,2.0,0.0,,,,,,,,,,,
461,PT04M50.00S,2026-02-20T02:25:27.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,14.011169513797633,61.274509803921575,1610612752,69,75,2026-02-20T02:25:30Z,4390000,False,-56.0,79.0,1,left,J. Brunson 9' turnaround fadeaway Jump Shot (20 PTS),[1628973],1610612752.0,NYK,turnaround fadeaway,,,,,,In The Paint (Non-RA),8-16 Left,9.72,Made,20.0,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,
462,PT04M28.00S,2026-02-20T02:25:48.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,93.77463863337714,50.73529411764706,1610612765,69,77,2026-02-20T02:25:51Z,4400000,False,4.0,6.0,1,right,C. Cunningham driving Layup (29 PTS),[1630595],1610612765.0,DET,driving,,,,,,Restricted Area,0-8 Center,0.7,Made,29.0,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,
463,PT04M17.00S,2026-02-20T02:26:00.3Z,3,REGULAR,turnover,bad pass,[],1628973,,,1610612752,69,77,2026-02-20T02:26:03Z,4410000,False,,,0,,J. Brunson bad pass TURNOVER (4 TO),"[1628973, 1629750]",1610612752.0,NYK,,,,,,,Above the Break 3,24+ Center,,,,Brunson,J. Brunson,,,,,,,,,4.0,,,,,,,Green,1629750.0,
464,PT04M17.00S,2026-02-20T02:26:00.3Z,3,REGULAR,steal,,[],1629750,,,1610612765,69,77,2026-02-20T02:26:02Z,4420000,False,,,0,,J. Green STEAL (1 STL),[1629750],1610612765.0,DET,,,,,,,Above the Break 3,24+ Center,,,,Green,J. Green,,,,,,,,,,,,,,,,,,
465,PT04M15.00S,2026-02-20T02:26:02.7Z,3,REGULAR,turnover,lost ball,[],1641709,,,1610612765,69,77,2026-02-20T02:26:05Z,4430000,False,,,0,,A. Thompson lost ball TURNOVER (1 TO),"[1641709, 1642885]",1610612765.0,DET,,,,,,,Above the Break 3,24+ Center,,,,Thompson,A. Thompson,,,,,,,,,1.0,,,,,,,Diawara,1642885.0,
466,PT04M15.00S,2026-02-20T02:26:02.7Z,3,REGULAR,steal,,[],1642885,,,1610612752,69,77,2026-02-20T02:26:04Z,4440000,False,,,0,,M. Diawara STEAL (1 STL),[1642885],1610612752.0,NYK,,,,,,,Above the Break 3,24+ Center,,,,Diawara,M. Diawara,,,,,,,,,,,,,,,,,,
467,PT04M10.00S,2026-02-20T02:26:06.7Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628384,27.151773981603156,79.90196078431373,1610612752,69,77,2026-02-20T02:26:10Z,4450000,False,-150.0,203.0,1,left,MISS O. Anunoby 25' 3PT,[1628384],1610612752.0,NYK,,,,,,,Above the Break 3,24+ Left Center,25.19,Missed,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,
468,PT04M06.00S,2026-02-20T02:26:10.7Z,3,REGULAR,rebound,defensive,[],1627747,,,1610612765,69,77,2026-02-20T02:26:10Z,4460000,False,,,0,,C. LeVert REBOUND (Off:0 Def:1),[1627747],1610612765.0,DET,,,,,,,Above the Break 3,24+ Left Center,,,,LeVert,C. LeVert,,,,467.0,1.0,1.0,0.0,,,,,,,,,,,
469,PT03M57.00S,2026-02-20T02:26:19.7Z,3,REGULAR,2pt,Jump Shot,[],1630595,76.16622864651774,68.38235294117648,1610612765,69,79,2026-02-20T02:29:50Z,4470000,False,92.0,172.0,1,right,C. Cunningham 19' pullup Jump Shot (31 PTS),[1630595],1610612765.0,DET,pullup,,,,,,Mid-Range,16-24 Right Center,19.46,Made,31.0,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,
470,PT03M38.00S,2026-02-20T02:26:38.2Z,3,REGULAR,2pt,Jump Shot,[],1628973,12.828515111695138,29.901960784313726,1610612752,71,79,2026-02-20T02:26:41Z,4480000,False,100.0,68.0,1,left,J. Brunson 12' step back Jump Shot (22 PTS),[1628973],1610612752.0,NYK,step back,,,,,,Mid-Range,8-16 Right,12.14,Made,22.0,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,
471,PT03M16.00S,2026-02-20T02:27:07.3Z,3,REGULAR,foul,personal,[],1628384,,,1610612765,71,79,2026-02-20T02:27:12Z,4490000,False,,,0,,O. Anunoby personal FOUL (4 PF),"[1628384, 1630595]",1610612752.0,NYK,,,,,,,Above the Break 3,24+ Center,,,,Anunoby,O. Anunoby,,,,,,,,1155.0,,,,4.0,0.0,Cunningham,1630595.0,,,
473,PT03M16.00S,2026-02-20T02:27:07.4Z,3,REGULAR,substitution,out,[],1628384,,,1610612765,71,79,2026-02-20T02:27:26Z,4510000,False,,,0,,SUB out: O. Anunoby,[1628384],1610612752.0,NYK,,,,,,,,,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,
474,PT03M16.00S,2026-02-20T02:27:07.4Z,3,REGULAR,substitution,out,[],1642885,,,1610612765,71,79,2026-02-20T02:27:26Z,4520000,False,,,0,,SUB out: M. Diawara,[1642885],1610612752.0,NYK,,,,,,,,,,,,Diawara,M. Diawara,,,,,,,,,,,,,,,,,,
475,PT03M16.00S,2026-02-20T02:27:07.4Z,3,REGULAR,substitution,out,[],1641709,,,1610612765,71,79,2026-02-20T02:27:26Z,4530000,False,,,0,,SUB out: A. Thompson,[1641709],1610612765.0,DET,,,,,,,,,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,
476,PT03M16.00S,2026-02-20T02:27:07.4Z,3,REGULAR,substitution,in,[],1628969,,,1610612765,71,79,2026-02-20T02:27:26Z,4540000,False,,,0,,SUB in: M. Bridges,[1628969],1610612752.0,NYK,,,,,,,,,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,
477,PT03M16.00S,2026-02-20T02:27:07.4Z,3,REGULAR,substitution,in,[],1626157,,,1610612765,71,79,2026-02-20T02:27:26Z,4550000,False,,,0,,SUB in: K. Towns,[1626157],1610612752.0,NYK,,,,,,,,,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,
478,PT03M16.00S,2026-02-20T02:27:07.4Z,3,REGULAR,substitution,in,[],1641842,,,1610612765,71,79,2026-02-20T02:27:26Z,4560000,False,,,0,,SUB in: R. Holland II,[1641842],1610612765.0,DET,,,,,,,,,,,,Holland II,R. Holland II,,,,,,,,,,,,,,,,,,
479,PT03M08.00S,2026-02-20T02:27:40.7Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630595,94.03745072273325,49.26470588235294,1610612765,71,81,2026-02-20T02:27:44Z,4570000,False,-4.0,4.0,1,right,C. Cunningham driving DUNK (33 PTS),[1630595],1610612765.0,DET,driving,,,,,,Restricted Area,0-8 Center,0.51,Made,33.0,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,
480,PT02M57.00S,2026-02-20T02:27:54.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641842,,,1610612752,71,81,2026-02-20T02:28:09Z,4580000,False,,,0,,R. Holland II personal FOUL (2 PF) (Shamet 2 FT),"[1641842, 1629013]",1610612765.0,DET,,,,,,,Mid-Range,16-24 Left,,,,Holland II,R. Holland II,,,,,,,,2004.0,,,,2.0,0.0,Shamet,1629013.0,,,
484,PT02M57.00S,2026-02-20T02:28:08.4Z,3,REGULAR,substitution,out,[],1629011,,,1610612752,71,81,2026-02-20T02:28:29Z,4595000,False,,,0,,SUB out: M. Robinson,[1629011],1610612752.0,NYK,,,,,,,,,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,
485,PT02M57.00S,2026-02-20T02:28:08.4Z,3,REGULAR,substitution,in,[],1630631,,,1610612752,71,81,2026-02-20T02:28:29Z,4597500,False,,,0,,SUB in: J. Alvarado,[1630631],1610612752.0,NYK,,,,,,,,,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,
482,PT02M57.00S,2026-02-20T02:28:22.5Z,3,REGULAR,freethrow,1 of 2,[],1629013,,,1610612752,71,81,2026-02-20T02:28:22Z,4600000,False,,,0,,MISS L. Shamet Free Throw 1 of 2,[1629013],1610612752.0,NYK,,,,,,,,,,Missed,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,
483,PT02M57.00S,2026-02-20T02:28:22.5Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,71,81,2026-02-20T02:28:22Z,4610000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,482.0,,,,,,,,,,,,,,
486,PT02M57.00S,2026-02-20T02:28:51.1Z,3,REGULAR,freethrow,2 of 2,[],1629013,,,1610612752,72,81,2026-02-20T02:28:51Z,4620000,False,,,0,,L. Shamet Free Throw 2 of 2 (4 PTS),[1629013],1610612752.0,NYK,,,,,,,,,,Made,4.0,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,
487,PT02M37.00S,2026-02-20T02:29:12.2Z,3,REGULAR,2pt,Jump Shot,[],1630595,78.26872536136662,21.568627450980394,1610612765,72,83,2026-02-20T02:29:15Z,4630000,False,-142.0,152.0,1,right,C. Cunningham 20' step back Jump Shot (35 PTS),[1630595],1610612765.0,DET,step back,,,,,,Mid-Range,16-24 Left Center,20.8,Made,35.0,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,
488,PT02M11.00S,2026-02-20T02:29:37.7Z,3,REGULAR,3pt,Jump Shot,[],1629013,4.418528252299605,95.34313725490196,1610612752,75,83,2026-02-20T02:29:40Z,4640000,False,-227.0,-11.0,1,left,L. Shamet 3PT step back (7 PTS) (J. Alvarado 2 AST),"[1629013, 1630631]",1610612752.0,NYK,step back,,,,,,Left Corner 3,24+ Left,22.7,Made,7.0,Shamet,L. Shamet,J. Alvarado,1630631.0,2.0,,,,,,,,,,,,,,,
490,PT01M57.00S,2026-02-20T02:29:50.8Z,3,REGULAR,3pt,Jump Shot,[],1641842,76.5604467805519,10.294117647058822,1610612765,75,86,2026-02-20T02:29:53Z,4660000,False,-199.0,168.0,1,right,R. Holland II 25' 3PT  (5 PTS) (C. Cunningham 8 AST),"[1641842, 1630595]",1610612765.0,DET,,,,,,,Above the Break 3,24+ Left Center,25.99,Made,5.0,Holland II,R. Holland II,C. Cunningham,1630595.0,8.0,,,,,,,,,,,,,,,
492,PT01M41.00S,2026-02-20T02:30:07.9Z,3,REGULAR,3pt,Jump Shot,[],1629013,19.398817345597898,7.352941176470589,1610612752,75,86,2026-02-20T02:30:11Z,4680000,False,213.0,130.0,1,left,MISS L. Shamet 24' 3PT,[1629013],1610612752.0,NYK,,,,,,,Above the Break 3,24+ Right Center,24.96,Missed,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,
493,PT01M38.00S,2026-02-20T02:30:10.9Z,3,REGULAR,rebound,defensive,[],1630595,,,1610612765,75,86,2026-02-20T02:30:11Z,4690000,False,,,0,,C. Cunningham REBOUND (Off:1 Def:4),[1630595],1610612765.0,DET,,,,,,,Above the Break 3,24+ Right Center,,,,Cunningham,C. Cunningham,,,,492.0,5.0,4.0,1.0,,,,,,,,,,,
494,PT01M30.00S,2026-02-20T02:30:19.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1641842,93.11760840998686,54.166666666666664,1610612765,75,88,2026-02-20T02:33:05Z,4700000,False,21.0,12.0,1,right,R. Holland II driving reverse Layup (7 PTS) (C. Cunningham 9 AST),"[1641842, 1630595]",1610612765.0,DET,driving reverse,,,,,,Restricted Area,0-8 Center,2.41,Made,7.0,Holland II,R. Holland II,C. Cunningham,1630595.0,9.0,,,,,,,,,,,,,,,
496,PT01M07.00S,2026-02-20T02:30:41.3Z,3,REGULAR,2pt,Jump Shot,[],1628969,15.588042049934298,67.40196078431373,1610612752,77,88,2026-02-20T02:30:44Z,4720000,False,-87.0,94.0,1,left,M. Bridges 12' fadeaway Jump Shot (8 PTS) (J. Alvarado 3 AST),"[1628969, 1630631]",1610612752.0,NYK,fadeaway,,,,,,Mid-Range,8-16 Left,12.81,Made,8.0,Bridges,M. Bridges,J. Alvarado,1630631.0,3.0,,,,,,,,,,,,,,,
497,PT00M41.00S,2026-02-20T02:31:07.7Z,3,REGULAR,3pt,Jump Shot,[],1630595,67.36202365308804,30.637254901960787,1610612765,77,88,2026-02-20T02:31:10Z,4730000,False,-97.0,254.0,1,right,MISS C. Cunningham 27' step back 3PT,[1630595],1610612765.0,DET,step back,,,,,,Above the Break 3,24+ Left Center,27.21,Missed,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,
498,PT00M39.20S,2026-02-20T02:31:09.5Z,3,REGULAR,rebound,defensive,[],1628973,,,1610612752,77,88,2026-02-20T02:31:10Z,4740000,False,,,0,,J. Brunson REBOUND (Off:0 Def:6),[1628973],1610612752.0,NYK,,,,,,,Above the Break 3,24+ Left Center,,,,Brunson,J. Brunson,,,,497.0,6.0,6.0,0.0,,,,,,,,,,,
499,PT00M31.90S,2026-02-20T02:31:17.7Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1628969,9.543363994743759,52.69607843137255,1610612752,77,88,2026-02-20T02:31:22Z,4750000,False,-13.0,37.0,1,left,MISS M. Bridges turnaround Hook,[1628969],1610612752.0,NYK,turnaround,,,,,,Restricted Area,0-8 Center,3.96,Missed,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,
500,PT00M29.50S,2026-02-20T02:31:20.1Z,3,REGULAR,rebound,defensive,[],1630595,,,1610612765,77,88,2026-02-20T02:31:22Z,4760000,False,,,0,,C. Cunningham REBOUND (Off:1 Def:5),[1630595],1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,,,,Cunningham,C. Cunningham,,,,499.0,6.0,5.0,1.0,,,,,,,,,,,
501,PT00M14.80S,2026-02-20T02:31:35.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627747,94.82588699080158,45.83333333333333,1610612765,77,90,2026-02-20T02:31:39Z,4770000,False,-21.0,-4.0,1,right,C. LeVert driving reverse Layup (2 PTS) (R. Holland II 1 AST),"[1627747, 1641842]",1610612765.0,DET,driving reverse,,,,,,Restricted Area,0-8 Center,2.12,Made,2.0,LeVert,C. LeVert,R. Holland II,1641842.0,1.0,,,,,,,,,,,,,,,
502,PT00M06.90S,2026-02-20T02:31:53.6Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642449,,,1610612752,77,90,2026-02-20T02:32:02Z,4780000,False,,,0,,T. Smith personal FOUL (5 PF) (Brunson 2 FT),"[1642449, 1628973]",1610612765.0,DET,,,,,,,Above the Break 3,24+ Center,,,,Smith,T. Smith,,,,,,,,1627539.0,,,,5.0,0.0,Brunson,1628973.0,,,
505,PT00M06.90S,2026-02-20T02:32:11.1Z,3,REGULAR,substitution,out,[],1628969,,,1610612752,77,90,2026-02-20T02:32:39Z,4795000,False,,,0,,SUB out: M. Bridges,[1628969],1610612752.0,NYK,,,,,,,,,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,
506,PT00M06.90S,2026-02-20T02:32:11.1Z,3,REGULAR,substitution,out,[],1626157,,,1610612752,77,90,2026-02-20T02:32:39Z,4797500,False,,,0,,SUB out: K. Towns,[1626157],1610612752.0,NYK,,,,,,,,,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,
507,PT00M06.90S,2026-02-20T02:32:11.1Z,3,REGULAR,substitution,out,[],1642449,,,1610612752,77,90,2026-02-20T02:32:39Z,4798750,False,,,0,,SUB out: T. Smith,[1642449],1610612765.0,DET,,,,,,,,,,,,Smith,T. Smith,,,,,,,,,,,,,,,,,,
508,PT00M06.90S,2026-02-20T02:32:11.1Z,3,REGULAR,substitution,out,[],1641842,,,1610612752,77,90,2026-02-20T02:32:39Z,4799375,False,,,0,,SUB out: R. Holland II,[1641842],1610612765.0,DET,,,,,,,,,,,,Holland II,R. Holland II,,,,,,,,,,,,,,,,,,
509,PT00M06.90S,2026-02-20T02:32:11.1Z,3,REGULAR,substitution,in,[],1628404,,,1610612752,77,90,2026-02-20T02:32:39Z,4799687,False,,,0,,SUB in: J. Hart,[1628404],1610612752.0,NYK,,,,,,,,,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,
510,PT00M06.90S,2026-02-20T02:32:11.1Z,3,REGULAR,substitution,in,[],1631110,,,1610612752,77,90,2026-02-20T02:32:39Z,4799843,False,,,0,,SUB in: J. Sochan,[1631110],1610612752.0,NYK,,,,,,,,,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,
511,PT00M06.90S,2026-02-20T02:32:11.1Z,3,REGULAR,substitution,in,[],202699,,,1610612752,77,90,2026-02-20T02:32:39Z,4799921,False,,,0,,SUB in: T. Harris,[202699],1610612765.0,DET,,,,,,,,,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,
512,PT00M06.90S,2026-02-20T02:32:11.1Z,3,REGULAR,substitution,in,[],1629130,,,1610612752,77,90,2026-02-20T02:32:39Z,4799960,False,,,0,,SUB in: D. Robinson,[1629130],1610612765.0,DET,,,,,,,,,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,
504,PT00M06.90S,2026-02-20T02:32:28.6Z,3,REGULAR,freethrow,1 of 2,[],1628973,,,1610612752,78,90,2026-02-20T02:32:28Z,4800000,False,,,0,,J. Brunson Free Throw 1 of 2 (23 PTS),[1628973],1610612752.0,NYK,,,,,,,,,,Made,23.0,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,
513,PT00M06.90S,2026-02-20T02:33:01.4Z,3,REGULAR,freethrow,2 of 2,[],1628973,,,1610612752,79,90,2026-02-20T02:33:01Z,4810000,False,,,0,,J. Brunson Free Throw 2 of 2 (24 PTS),[1628973],1610612752.0,NYK,,,,,,,,,,Made,24.0,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,
514,PT00M01.20S,2026-02-20T02:33:14.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,91.93495400788436,53.67647058823529,1610612765,79,90,2026-02-20T02:33:27Z,4820000,False,18.0,23.0,1,right,MISS C. Cunningham driving Layup - blocked,"[1630595, 1631110]",1610612765.0,DET,driving,,,,,,Restricted Area,0-8 Center,2.97,Missed,,Cunningham,C. Cunningham,,,,,,,,,,Sochan,1631110.0,,,,,,,
515,PT00M01.20S,2026-02-20T02:33:14.3Z,3,REGULAR,block,,[],1631110,,,1610612765,79,90,2026-02-20T02:33:16Z,4830000,False,,,0,,J. Sochan BLOCK (1 BLK),[1631110],1610612752.0,NYK,,,,,,,Restricted Area,0-8 Center,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,
516,PT00M00.10S,2026-02-20T02:33:15.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612765,79,90,2026-02-20T02:33:27Z,4840000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,,,,,,,,,514.0,,,,,,,,,,,,,,
517,PT00M00.00S,2026-02-20T02:33:19.9Z,3,REGULAR,period,end,[],0,,,1610612765,79,90,2026-02-20T02:33:19Z,4850000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,PT12M00.00S,2026-02-20T02:33:31.6Z,4,REGULAR,substitution,out,['startperiod'],1628973,,,1610612765,79,90,2026-02-20T02:37:05Z,4860000,False,,,0,,SUB out: J. Brunson,[1628973],1610612752.0,NYK,,,,,,,,,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,
521,PT12M00.00S,2026-02-20T02:33:31.6Z,4,REGULAR,substitution,out,['startperiod'],1629013,,,1610612765,79,90,2026-02-20T02:37:05Z,4870000,False,,,0,,SUB out: L. Shamet,[1629013],1610612752.0,NYK,,,,,,,,,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,
522,PT12M00.00S,2026-02-20T02:33:31.6Z,4,REGULAR,substitution,out,['startperiod'],1630595,,,1610612765,79,90,2026-02-20T02:37:05Z,4880000,False,,,0,,SUB out: C. Cunningham,[1630595],1610612765.0,DET,,,,,,,,,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,
