actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,turnoverTotal,stealPlayerName,stealPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
43,PT09M03.00S,2023-12-13T00:47:43.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628386,9.411957950065702,54.90196078431373,1610612739,4,11,2023-12-13T00:47:50Z,430000,False,-25.0,36.0,1,left,MISS J. Allen Layup - blocked,"[1628386, 1628401]",1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,4.35,Missed,,,,,,,,,,,,White,1628401.0,,,,,
44,PT09M03.00S,2023-12-13T00:47:43.4Z,1,REGULAR,block,,[],1628401,,,1610612739,4,11,2023-12-13T00:47:45Z,440000,False,,,0,,D. White BLOCK (1 BLK),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
45,PT09M02.00S,2023-12-13T00:47:44.4Z,1,REGULAR,rebound,defensive,[],1628401,,,1610612738,4,11,2023-12-13T00:47:50Z,450000,False,,,0,,D. White REBOUND (Off:0 Def:1),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Restricted Area,0-8 Center,,,,,,,43.0,,,,1.0,1.0,0.0,,,,,,,
46,PT08M59.00S,2023-12-13T00:47:48.9Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628401,93.77463863337714,59.068627450980394,1610612738,4,11,2023-12-13T00:47:56Z,460000,False,45.0,6.0,1,right,MISS D. White running Layup,[1628401],1610612738.0,BOS,running,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,4.57,Missed,,,,,,,,,,,,,,,,,,
47,PT08M58.00S,2023-12-13T00:47:49.9Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,4,11,2023-12-13T00:47:56Z,470000,False,,,0,,J. Allen REBOUND (Off:0 Def:1),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,46.0,,,,1.0,1.0,0.0,,,,,,,
48,PT08M51.00S,2023-12-13T00:47:55.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629731,9.280551905387648,97.30392156862744,1610612739,4,14,2023-12-13T00:48:39Z,480000,False,-237.0,35.0,1,left,D. Wade 3PT running (3 PTS) (D. Mitchell 2 AST),"[1629731, 1628378]",1610612739.0,CLE,running,,,Wade,D. Wade,,,,,Left Corner 3,24+ Left,23.9,Made,3.0,D. Mitchell,1628378.0,2.0,,,,,,,,,,,,,,
50,PT08M41.00S,2023-12-13T00:48:05.1Z,1,REGULAR,2pt,Jump Shot,[],1628369,91.27792378449409,81.12745098039215,1610612738,4,14,2023-12-13T00:48:12Z,500000,False,156.0,29.0,1,right,MISS J. Tatum 15' Jump Shot,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Right,15.84,Missed,,,,,,,,,,,,,,,,,,
51,PT08M39.00S,2023-12-13T00:48:07.1Z,1,REGULAR,rebound,defensive,[],1629731,,,1610612739,4,14,2023-12-13T00:48:12Z,510000,False,,,0,,D. Wade REBOUND (Off:0 Def:2),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Mid-Range,8-16 Right,,,,,,,50.0,,,,2.0,2.0,0.0,,,,,,,
52,PT08M28.00S,2023-12-13T00:48:18.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629636,6.964520367936925,56.885723039215684,1610612739,4,14,2023-12-13T00:48:23Z,520000,False,-34.0,13.0,1,left,MISS D. Garland driving Layup,[1629636],1610612739.0,CLE,driving,,,Garland,D. Garland,,,,,Restricted Area,0-8 Center,3.68,Missed,,,,,,,,,,,,,,,,,,
53,PT08M27.00S,2023-12-13T00:48:19.5Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,4,14,2023-12-13T00:48:23Z,530000,False,,,0,,J. Tatum REBOUND (Off:0 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,,,,52.0,,,,2.0,2.0,0.0,,,,,,,
54,PT08M23.00S,2023-12-13T00:48:23.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201950,68.80749014454665,69.11764705882352,1610612738,4,14,2023-12-13T00:48:33Z,540000,False,96.0,241.0,1,right,MISS J. Holiday 25' running pullup 3PT,[201950],1610612738.0,BOS,running pullup,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Right Center,25.9,Missed,,,,,,,,,,,,,,,,,,
55,PT08M21.00S,2023-12-13T00:48:25.9Z,1,REGULAR,rebound,defensive,[],1629636,,,1610612739,4,14,2023-12-13T00:48:33Z,550000,False,,,0,,D. Garland REBOUND (Off:0 Def:2),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,Above the Break 3,24+ Right Center,,,,,,,54.0,,,,2.0,2.0,0.0,,,,,,,
56,PT08M10.00S,2023-12-13T00:48:36.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628386,7.5722733245729295,50.73529411764706,1610612739,4,14,2023-12-13T00:49:29Z,560000,False,-4.0,19.0,1,left,MISS J. Allen cutting DUNK,[1628386],1610612739.0,CLE,cutting,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,1.91,Missed,,,,,,,,,,,,,,,,,,
57,PT08M08.00S,2023-12-13T00:48:38.0Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,4,14,2023-12-13T00:48:42Z,570000,False,,,0,,J. Tatum REBOUND (Off:0 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,,,,56.0,,,,3.0,3.0,0.0,,,,,,,
58,PT08M03.00S,2023-12-13T00:48:43.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628369,71.69842312746385,76.47058823529412,1610612738,4,14,2023-12-13T00:50:14Z,580000,False,132.0,214.0,1,right,MISS J. Tatum 25' running 3PT,[1628369],1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,25.12,Missed,,,,,,,,,,,,,,,,,,
59,PT08M02.00S,2023-12-13T00:48:44.1Z,1,REGULAR,rebound,defensive,[],1629622,,,1610612739,4,14,2023-12-13T00:48:51Z,590000,False,,,0,,M. Strus REBOUND (Off:0 Def:2),[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Right Center,,,,,,,58.0,,,,2.0,2.0,0.0,,,,,,,
60,PT07M54.00S,2023-12-13T00:48:53.5Z,1,REGULAR,foul,personal,['2freethrow'],1628369,,,1610612739,4,14,2023-12-13T00:48:59Z,600000,False,,,0,,J. Tatum shooting personal FOUL (1 PF) (Mitchell 2 FT),"[1628369, 1628378]",1610612738.0,BOS,shooting,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,201245.0,1.0,0.0,Mitchell,1628378.0
62,PT07M54.00S,2023-12-13T00:49:25.5Z,1,REGULAR,freethrow,1 of 2,[],1628378,,,1610612739,4,15,2023-12-13T00:49:25Z,620000,False,,,0,,D. Mitchell Free Throw 1 of 2 (3 PTS),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
63,PT07M54.00S,2023-12-13T00:49:44.9Z,1,REGULAR,freethrow,2 of 2,[],1628378,,,1610612739,4,16,2023-12-13T00:49:44Z,630000,False,,,0,,D. Mitchell Free Throw 2 of 2 (4 PTS),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
64,PT07M39.00S,2023-12-13T00:50:02.1Z,1,REGULAR,turnover,bad pass,[],204001,,,1610612738,4,16,2023-12-13T00:50:08Z,640000,False,,,0,,K. Porzingis bad pass TURNOVER (3 TO),"[204001, 1628386]",1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Center,,,,,,,,3.0,Allen,1628386.0,,,,,,,,,,
65,PT07M39.00S,2023-12-13T00:50:02.1Z,1,REGULAR,steal,,[],1628386,,,1610612739,4,16,2023-12-13T00:50:04Z,650000,False,,,0,,J. Allen STEAL (1 STL),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
66,PT07M34.00S,2023-12-13T00:50:07.4Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628378,7.6215505913272015,44.66145833333333,1610612739,4,18,2023-12-13T00:50:15Z,660000,False,27.0,19.0,1,left,D. Mitchell running Layup (6 PTS) (D. Garland 1 AST),"[1628378, 1629636]",1610612739.0,CLE,running,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,3.28,Made,6.0,D. Garland,1629636.0,1.0,,,,,,,,,,,,,,
67,PT07M19.00S,2023-12-13T00:50:20.7Z,1,REGULAR,3pt,Jump Shot,[],201950,69.33311432325887,24.754901960784316,1610612738,4,18,2023-12-13T00:51:14Z,670000,False,-126.0,236.0,1,right,MISS J. Holiday 26' pullup 3PT,[201950],1610612738.0,BOS,pullup,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Left Center,26.74,Missed,,,,,,,,,,,,,,,,,,
68,PT07M18.00S,2023-12-13T00:50:21.7Z,1,REGULAR,rebound,defensive,[],1628378,,,1610612739,4,18,2023-12-13T00:50:26Z,680000,False,,,0,,D. Mitchell REBOUND (Off:0 Def:1),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,,,,,,,67.0,,,,1.0,1.0,0.0,,,,,,,
70,PT07M04.00S,2023-12-13T00:50:36.0Z,1,REGULAR,3pt,Jump Shot,[],1628378,31.35676741130092,31.862745098039213,1610612739,4,18,2023-12-13T00:50:43Z,690000,False,91.0,242.0,1,left,MISS D. Mitchell 25' 3PT - blocked,"[1628378, 1628401]",1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Right Center,25.87,Missed,,,,,,,,,,,,White,1628401.0,,,,,
116,PT07M04.00S,2023-12-13T00:50:36.0Z,1,REGULAR,block,,[],1628401,,,1610612739,4,18,2023-12-13T00:56:24Z,695000,False,,,0,,D. White BLOCK (2 BLK),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
71,PT07M02.00S,2023-12-13T00:50:38.0Z,1,REGULAR,rebound,defensive,[],204001,,,1610612738,4,18,2023-12-13T00:50:43Z,700000,False,,,0,,K. Porzingis REBOUND (Off:0 Def:1),[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Right Center,,,,,,,70.0,,,,1.0,1.0,0.0,,,,,,,
72,PT06M53.00S,2023-12-13T00:50:47.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,93.9060446780552,51.225490196078425,1610612738,6,18,2023-12-13T00:50:58Z,710000,False,6.0,5.0,1,right,J. Brown driving Layup (6 PTS),[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,0.78,Made,6.0,,,,,,,,,,,,,,,,,
73,PT06M33.00S,2023-12-13T00:51:07.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628386,8.09789750328515,50.245098039215684,1610612739,6,20,2023-12-13T00:51:12Z,720000,False,-1.0,24.0,1,left,J. Allen driving DUNK (2 PTS) (M. Strus 1 AST),"[1628386, 1629622]",1610612739.0,CLE,driving,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,2.36,Made,2.0,M. Strus,1629622.0,1.0,,,,,,,,,,,,,,
75,PT06M26.00S,2023-12-13T00:51:16.3Z,1,REGULAR,foul,personal,['2freethrow'],1629622,,,1610612738,6,20,2023-12-13T00:51:31Z,740000,False,,,0,,M. Strus shooting personal FOUL (1 PF) (Brown 2 FT),"[1629622, 1627759]",1610612739.0,CLE,shooting,,,Strus,M. Strus,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,2004.0,1.0,0.0,Brown,1627759.0
77,PT06M26.00S,2023-12-13T00:51:44.4Z,1,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,7,20,2023-12-13T00:51:44Z,760000,False,,,0,,J. Brown Free Throw 1 of 2 (7 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
78,PT06M26.00S,2023-12-13T00:51:45.2Z,1,REGULAR,substitution,out,[],1628369,,,1610612738,7,20,2023-12-13T00:51:53Z,770000,False,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M26.00S,2023-12-13T00:51:45.2Z,1,REGULAR,substitution,out,[],201950,,,1610612738,7,20,2023-12-13T00:51:53Z,780000,False,,,0,,SUB out: J. Holiday,[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M26.00S,2023-12-13T00:51:45.2Z,1,REGULAR,substitution,out,[],1629636,,,1610612738,7,20,2023-12-13T00:51:53Z,790000,False,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT06M26.00S,2023-12-13T00:51:45.2Z,1,REGULAR,substitution,in,[],1630573,,,1610612738,7,20,2023-12-13T00:51:53Z,800000,False,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT06M26.00S,2023-12-13T00:51:45.2Z,1,REGULAR,substitution,in,[],201143,,,1610612738,7,20,2023-12-13T00:51:53Z,810000,False,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT06M26.00S,2023-12-13T00:51:45.2Z,1,REGULAR,substitution,in,[],1627747,,,1610612738,7,20,2023-12-13T00:51:53Z,820000,False,,,0,,SUB in: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT06M26.00S,2023-12-13T00:52:12.6Z,1,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,8,20,2023-12-13T00:52:12Z,830000,False,,,0,,J. Brown Free Throw 2 of 2 (8 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
