actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
513,PT06M23.00S,2024-01-11T02:01:45.1Z,4,REGULAR,freethrow,1 of 1,[],1628369,,,1610612738,95,98,2024-01-11T02:01:45Z,5050000,False,,,0,,J. Tatum Free Throw 1 of 1 (25 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,Made,,,,,25.0,,,,,,,
514,PT06M03.00S,2024-01-11T02:02:08.0Z,4,REGULAR,3pt,Jump Shot,[],1630162,84.70762155059133,2.941176470588235,1610612750,95,98,2024-01-11T02:02:14Z,5060000,False,-235.0,91.0,1,right,MISS A. Edwards 25' step back 3PT,[1630162],1610612750.0,MIN,step back,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left,,,,,,,25.24,Missed,,,,,,,,,,,,
515,PT05M59.00S,2024-01-11T02:02:12.0Z,4,REGULAR,rebound,defensive,[],201950,,,1610612738,95,98,2024-01-11T02:02:14Z,5070000,False,,,0,,J. Holiday REBOUND (Off:1 Def:4),[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Left,,,,,,,,,514.0,5.0,4.0,1.0,,,,,,,,
516,PT05M53.00S,2024-01-11T02:02:18.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,9.543363994743759,64.95098039215686,1610612738,95,98,2024-01-11T02:03:51Z,5080000,False,-75.0,37.0,1,left,MISS J. Tatum 8' driving floating bank Shot,[1628369],1610612738.0,BOS,driving floating bank,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,8.35,Missed,,,,,,,,,,,,
517,PT05M50.00S,2024-01-11T02:02:21.8Z,4,REGULAR,rebound,defensive,[],1630162,,,1610612750,95,98,2024-01-11T02:02:45Z,5090000,False,,,0,,A. Edwards REBOUND (Off:0 Def:6),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,516.0,6.0,6.0,0.0,,,,,,,,
518,PT05M44.00S,2024-01-11T02:02:27.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203937,91.5407358738502,58.82352941176471,1610612750,95,100,2024-01-11T02:02:32Z,5100000,False,44.0,27.0,1,right,K. Anderson cutting Layup (15 PTS) (K. Towns 6 AST),"[203937, 1626157]",1610612750.0,MIN,cutting,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,5.17,Made,,,,,15.0,K. Towns,1626157.0,6.0,,,,
520,PT05M31.00S,2024-01-11T02:02:40.8Z,4,REGULAR,3pt,Jump Shot,[],1628401,29.517082785808146,20.588235294117645,1610612738,95,100,2024-01-11T02:02:48Z,5120000,False,147.0,225.0,1,left,MISS D. White 26' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Right Center,,,,,,,26.88,Missed,,,,,,,,,,,,
521,PT05M27.00S,2024-01-11T02:02:44.8Z,4,REGULAR,rebound,defensive,[],1626157,,,1610612750,95,100,2024-01-11T02:02:48Z,5130000,False,,,0,,K. Towns REBOUND (Off:1 Def:10),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Right Center,,,,,,,,,520.0,11.0,10.0,1.0,,,,,,,,
522,PT05M07.00S,2024-01-11T02:03:05.8Z,4,REGULAR,foul,personal,[],1628401,,,1610612750,95,100,2024-01-11T02:03:21Z,5140000,False,,,0,,D. White personal FOUL (4 PF),"[1628401, 1629638]",1610612738.0,BOS,,,,White,D. White,,,,,Mid-Range,16-24 Left Center,2004.0,,4.0,0.0,Alexander-Walker,1629638.0,,,,,,,,,,,,,,
524,PT04M56.00S,2024-01-11T02:03:38.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203937,90.48948751642575,57.107843137254896,1610612750,95,102,2024-01-11T02:04:59Z,5160000,False,36.0,37.0,1,right,K. Anderson driving floating Jump Shot (17 PTS),[203937],1610612750.0,MIN,driving floating,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,5.12,Made,,,,,17.0,,,,,,,
525,PT04M32.00S,2024-01-11T02:04:02.1Z,4,REGULAR,2pt,Jump Shot,[],1627759,21.632720105124836,35.78431372549019,1610612738,95,102,2024-01-11T02:04:06Z,5170000,False,71.0,151.0,1,left,MISS J. Brown 16' Jump Shot,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,16-24 Right Center,,,,,,,16.67,Missed,,,,,,,,,,,,
526,PT04M30.00S,2024-01-11T02:04:04.1Z,4,REGULAR,rebound,defensive,[],1629675,,,1610612750,95,102,2024-01-11T02:04:06Z,5180000,False,,,0,,N. Reid REBOUND (Off:3 Def:7),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Mid-Range,16-24 Right Center,,,,,,,,,525.0,10.0,7.0,3.0,,,,,,,,
527,PT04M12.00S,2024-01-11T02:04:58.2Z,4,REGULAR,jumpball,recovered,[],1629638,,,1610612750,95,102,2024-01-11T02:04:58Z,5190000,False,,,0,,Jump Ball A. Edwards vs. J. Tatum: Tip to N. Alexander-Walker,"[1629638, 1630162, 1628369]",1610612750.0,MIN,heldball,N. Alexander-Walker,1629638.0,Alexander-Walker,N. Alexander-Walker,Edwards,1630162.0,Tatum,1628369.0,,,,,,,,,,,,,,,,,,,,,,
530,PT04M09.00S,2024-01-11T02:05:01.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629638,93.77463863337714,53.67647058823529,1610612750,95,104,2024-01-11T02:05:19Z,5220000,False,18.0,6.0,1,right,N. Alexander-Walker driving Layup (7 PTS),[1629638],1610612750.0,MIN,driving,,,Alexander-Walker,N. Alexander-Walker,,,,,Restricted Area,0-8 Center,,,,,,,1.94,Made,,,,,7.0,,,,,,,
531,PT04M09.00S,2024-01-11T02:05:20.9Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,95,104,2024-01-11T02:05:21Z,5230000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,PT04M09.00S,2024-01-11T02:07:19.0Z,4,REGULAR,substitution,out,[],1626157,,,1610612738,95,104,2024-01-11T02:07:35Z,5240000,False,,,0,,SUB out: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
533,PT04M09.00S,2024-01-11T02:07:19.0Z,4,REGULAR,substitution,in,[],1630183,,,1610612738,95,104,2024-01-11T02:07:35Z,5250000,False,,,0,,SUB in: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
534,PT03M53.00S,2024-01-11T02:08:16.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,8.492115637319317,46.81372549019608,1610612738,97,104,2024-01-11T02:08:20Z,5260000,False,16.0,27.0,1,left,J. Tatum driving Layup (27 PTS) (J. Holiday 3 AST),"[1628369, 201950]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,,,,3.16,Made,,,,,27.0,J. Holiday,201950.0,3.0,,,,
536,PT03M35.00S,2024-01-11T02:08:33.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629638,92.9862023653088,45.09803921568628,1610612750,97,106,2024-01-11T02:08:38Z,5280000,False,-25.0,13.0,1,right,N. Alexander-Walker driving Layup (9 PTS),[1629638],1610612750.0,MIN,driving,,,Alexander-Walker,N. Alexander-Walker,,,,,Restricted Area,0-8 Center,,,,,,,2.79,Made,,,,,9.0,,,,,,,
537,PT03M24.00S,2024-01-11T02:08:46.0Z,4,REGULAR,3pt,Jump Shot,[],201143,13.222733245729303,3.6764705882352944,1610612738,100,106,2024-01-11T02:09:18Z,5290000,False,232.0,72.0,1,left,A. Horford 24' 3PT  (9 PTS) (D. White 6 AST),"[201143, 1628401]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,Right Corner 3,24+ Right,,,,,,,24.25,Made,,,,,9.0,D. White,1628401.0,6.0,,,,
539,PT03M22.00S,2024-01-11T02:08:51.0Z,4,REGULAR,timeout,full,['team'],0,,,1610612750,100,106,2024-01-11T02:08:51Z,5310000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,PT03M22.00S,2024-01-11T02:09:44.9Z,4,REGULAR,substitution,out,[],1629675,,,1610612750,100,106,2024-01-11T02:10:20Z,5320000,False,,,0,,SUB out: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
541,PT03M22.00S,2024-01-11T02:09:44.9Z,4,REGULAR,substitution,in,[],1626157,,,1610612750,100,106,2024-01-11T02:10:20Z,5330000,False,,,0,,SUB in: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
542,PT03M06.00S,2024-01-11T02:10:45.0Z,4,REGULAR,turnover,lost ball,[],1630162,,,1610612750,100,106,2024-01-11T02:10:50Z,5340000,False,,,0,,A. Edwards lost ball TURNOVER (3 TO),"[1630162, 1627759]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),8-16 Center,,3.0,,,,,,,,,,,,,,,Brown,1627759.0,,
543,PT03M06.00S,2024-01-11T02:10:45.0Z,4,REGULAR,steal,,[],1627759,,,1610612738,100,106,2024-01-11T02:10:46Z,5350000,False,,,0,,J. Brown STEAL (2 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
544,PT03M00.00S,2024-01-11T02:10:52.7Z,4,REGULAR,foul,personal,['2freethrow'],1626157,,,1610612738,100,106,2024-01-11T02:10:58Z,5360000,False,,,0,,K. Towns shooting personal FOUL (3 PF) (Brown 2 FT),"[1626157, 1627759]",1610612750.0,MIN,shooting,,,Towns,K. Towns,,,,,In The Paint (Non-RA),8-16 Center,1628484.0,,3.0,0.0,Brown,1627759.0,,,,,,,,,,,,,,
546,PT03M00.00S,2024-01-11T02:11:21.2Z,4,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1627759,,,1610612738,101,106,2024-01-11T02:11:21Z,5380000,False,,,0,,J. Brown Free Throw 1 of 2 (30 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,Made,,,,,30.0,,,,,,,
547,PT03M00.00S,2024-01-11T02:11:40.9Z,4,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1627759,,,1610612738,102,106,2024-01-11T02:11:41Z,5390000,False,,,0,,J. Brown Free Throw 2 of 2 (31 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,Made,,,,,31.0,,,,,,,
548,PT02M46.00S,2024-01-11T02:11:59.2Z,4,REGULAR,3pt,Jump Shot,[],1629638,67.09921156373193,26.47058823529412,1610612750,102,109,2024-01-11T02:12:05Z,5400000,False,-118.0,257.0,1,right,N. Alexander-Walker 28' 3PT pullup (12 PTS),[1629638],1610612750.0,MIN,pullup,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Left Center,,,,,,,28.24,Made,,,,,12.0,,,,,,,
549,PT02M38.00S,2024-01-11T02:12:08.9Z,4,REGULAR,3pt,Jump Shot,[],1627759,26.363337713534822,17.892156862745097,1610612738,102,109,2024-01-11T02:12:49Z,5410000,False,161.0,195.0,1,left,MISS J. Brown 25' step back 3PT,[1627759],1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,,,,,,,25.28,Missed,,,,,,,,,,,,
550,PT02M37.00S,2024-01-11T02:12:09.9Z,4,REGULAR,rebound,defensive,[],203937,,,1610612750,102,109,2024-01-11T02:12:26Z,5420000,False,,,0,,K. Anderson REBOUND (Off:2 Def:6),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,549.0,8.0,6.0,2.0,,,,,,,,
551,PT02M18.00S,2024-01-11T02:12:28.9Z,4,REGULAR,3pt,Jump Shot,[],1630162,66.5735873850197,46.07843137254902,1610612750,102,109,2024-01-11T02:13:07Z,5430000,False,-20.0,262.0,1,right,MISS A. Edwards 26' pullup 3PT,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Center,,,,,,,26.24,Missed,,,,,,,,,,,,
552,PT02M14.00S,2024-01-11T02:12:32.9Z,4,REGULAR,rebound,offensive,[],1629638,,,1610612750,102,109,2024-01-11T02:12:34Z,5440000,False,,,0,,N. Alexander-Walker REBOUND (Off:1 Def:2),[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Center,,,,,,,,,551.0,3.0,2.0,1.0,,,,,,,,
553,PT02M13.00S,2024-01-11T02:12:36.0Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],1630162,78.9257555847569,55.63725490196079,1610612750,102,109,2024-01-11T02:23:22Z,5450000,False,28.0,146.0,1,right,MISS A. Edwards 14' driving floating Shot - blocked,"[1630162, 201950]",1610612750.0,MIN,driving floating,,,Edwards,A. Edwards,,,,,Mid-Range,8-16 Center,,,,,,,14.83,Missed,,,,,,,,,,,Holiday,201950.0
585,PT02M13.00S,2024-01-11T02:12:36.0Z,4,REGULAR,block,,[],201950,,,1610612750,102,109,2024-01-11T02:22:53Z,5455000,False,,,0,,J. Holiday BLOCK (1 BLK),[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
554,PT02M12.00S,2024-01-11T02:12:37.0Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612738,102,109,2024-01-11T02:14:43Z,5460000,False,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Mid-Range,8-16 Center,,,,,,,,,553.0,,,,,,,,,,,
556,PT02M12.00S,2024-01-11T02:13:10.5Z,4,REGULAR,timeout,challenge,['team'],0,,,1610612738,102,109,2024-01-11T02:14:55Z,5480000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,PT02M01.00S,2024-01-11T02:15:09.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,8.492115637319317,46.81372549019608,1610612738,104,109,2024-01-11T02:15:13Z,5500000,False,16.0,27.0,1,left,J. Tatum driving Layup (29 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,,,,3.16,Made,,,,,29.0,,,,,,,
559,PT01M55.00S,2024-01-11T02:15:21.4Z,4,REGULAR,foul,offensive,[],1629638,,,1610612750,104,109,2024-01-11T02:16:26Z,5510000,False,,,0,,N. Alexander-Walker offensive FOUL (4 PF),"[1629638, 1628401]",1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Right Center,2004.0,,4.0,0.0,White,1628401.0,,,,,,,,,,,,,,
561,PT01M55.00S,2024-01-11T02:15:21.4Z,4,REGULAR,turnover,offensive foul,[],1629638,,,1610612750,104,109,2024-01-11T02:15:21Z,5530000,False,,,0,,N. Alexander-Walker offensive foul TURNOVER (1 TO),[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Right Center,2004.0,1.0,,,,,,,,,,,,,,,,,,
562,PT01M41.00S,2024-01-11T02:15:53.1Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1628369,29.517082785808146,20.833333333333336,1610612738,107,109,2024-01-11T02:16:57Z,5540000,False,146.0,225.0,1,left,J. Tatum 26' 3PT step back (32 PTS),[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,,,,,26.81,Made,,,,,32.0,,,,,,,
563,PT01M18.00S,2024-01-11T02:16:18.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203937,87.59855453350855,42.64705882352941,1610612750,107,109,2024-01-11T02:17:39Z,5550000,False,-37.0,64.0,1,right,MISS K. Anderson 7' fadeaway bank Shot,[203937],1610612750.0,MIN,fadeaway bank,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,7.39,Missed,,,,,,,,,,,,
564,PT01M17.00S,2024-01-11T02:16:19.5Z,4,REGULAR,rebound,defensive,[],201143,,,1610612738,107,109,2024-01-11T02:16:22Z,5560000,False,,,0,,A. Horford REBOUND (Off:0 Def:7),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,563.0,7.0,7.0,0.0,,,,,,,,
565,PT01M06.00S,2024-01-11T02:16:30.1Z,4,REGULAR,2pt,Jump Shot,[],1628369,22.421156373193167,31.127450980392158,1610612738,107,109,2024-01-11T02:16:37Z,5570000,False,94.0,158.0,1,left,MISS J. Tatum 18' step back Shot,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Right Center,,,,,,,18.43,Missed,,,,,,,,,,,,
566,PT01M02.00S,2024-01-11T02:16:34.1Z,4,REGULAR,rebound,defensive,[],1626157,,,1610612750,107,109,2024-01-11T02:16:37Z,5580000,False,,,0,,K. Towns REBOUND (Off:1 Def:11),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Mid-Range,16-24 Right Center,,,,,,,,,565.0,12.0,11.0,1.0,,,,,,,,
567,PT00M42.50S,2024-01-11T02:16:54.0Z,4,REGULAR,2pt,Jump Shot,[],1630183,75.71041392904073,79.6798406862745,1610612750,107,109,2024-01-11T02:17:07Z,5590000,False,148.0,176.0,1,right,MISS J. McDaniels 23' Jump Shot,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Mid-Range,16-24 Right Center,,,,,,,23.01,Missed,,,,,,,,,,,,
568,PT00M41.20S,2024-01-11T02:16:55.3Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612738,107,109,2024-01-11T02:17:01Z,5600000,False,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,567.0,,,,,,,,,,,
570,PT00M41.20S,2024-01-11T02:17:06.9Z,4,REGULAR,timeout,full,['team'],0,,,1610612738,107,109,2024-01-11T02:17:06Z,5620000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,PT00M36.10S,2024-01-11T02:19:04.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626157,,,1610612738,107,109,2024-01-11T02:19:12Z,5630000,False,,,0,,K. Towns shooting personal FOUL (4 PF) (Tatum 2 FT),"[1626157, 1628369]",1610612750.0,MIN,shooting,,,Towns,K. Towns,,,,,Mid-Range,8-16 Right,1155.0,,4.0,0.0,Tatum,1628369.0,,,,,,,,,,,,,,
573,PT00M36.10S,2024-01-11T02:19:27.4Z,4,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,108,109,2024-01-11T02:19:44Z,5650000,False,,,0,,J. Tatum Free Throw 1 of 2 (33 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,Made,,,,,33.0,,,,,,,
574,PT00M36.10S,2024-01-11T02:19:27.4Z,4,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,108,109,2024-01-11T02:19:44Z,5660000,False,,,0,,MISS J. Tatum Free Throw 2 of 2,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,Missed,,,,,,,,,,,,
575,PT00M36.10S,2024-01-11T02:19:27.4Z,4,REGULAR,rebound,offensive,[],1628401,,,1610612738,108,109,2024-01-11T02:19:51Z,5670000,False,,,0,,D. White REBOUND (Off:2 Def:4),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,574.0,6.0,4.0,2.0,,,,,,,,
576,PT00M25.90S,2024-01-11T02:19:51.7Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],201950,12.434296977660972,3.1862745098039214,1610612738,111,109,2024-01-11T02:19:56Z,5680000,False,234.0,64.0,1,left,J. Holiday 24' 3PT  (12 PTS) (A. Horford 5 AST),"[201950, 201143]",1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Right Corner 3,24+ Right,,,,,,,24.28,Made,,,,,12.0,A. Horford,201143.0,5.0,,,,
578,PT00M25.30S,2024-01-11T02:19:59.1Z,4,REGULAR,timeout,full,['team'],0,,,1610612750,111,109,2024-01-11T02:19:59Z,5700000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,PT00M25.30S,2024-01-11T02:20:59.6Z,4,REGULAR,substitution,out,[],1630183,,,1610612750,111,109,2024-01-11T02:21:32Z,5710000,False,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
580,PT00M25.30S,2024-01-11T02:20:59.6Z,4,REGULAR,substitution,in,[],1629675,,,1610612750,111,109,2024-01-11T02:21:32Z,5720000,False,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
581,PT00M08.50S,2024-01-11T02:22:22.7Z,4,REGULAR,foul,personal,['2freethrow'],1628401,,,1610612750,111,109,2024-01-11T02:27:31Z,5730000,False,,,0,,D. White shooting personal FOUL (5 PF) (Edwards 2 FT),"[1628401, 1630162]",1610612738.0,BOS,shooting,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,1155.0,,5.0,0.0,Edwards,1630162.0,,,,,,,,,,,,,,
583,PT00M08.50S,2024-01-11T02:22:41.3Z,4,REGULAR,timeout,full,['team'],0,,,1610612750,111,109,2024-01-11T02:27:40Z,5750000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,PT00M08.50S,2024-01-11T02:26:09.6Z,4,REGULAR,freethrow,1 of 2,[],1630162,,,1610612750,111,110,2024-01-11T02:28:11Z,5765000,False,,,0,,A. Edwards Free Throw 1 of 2 (28 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,Made,,,,,28.0,,,,,,,
589,PT00M08.50S,2024-01-11T02:26:09.6Z,4,REGULAR,freethrow,2 of 2,[],1630162,,,1610612750,111,111,2024-01-11T02:28:11Z,5767500,False,,,0,,A. Edwards Free Throw 2 of 2 (29 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,Made,,,,,29.0,,,,,,,
586,PT00M08.50S,2024-01-11T02:26:23.4Z,4,REGULAR,substitution,out,[],1626157,,,1610612738,111,111,2024-01-11T02:28:11Z,5770000,False,,,0,,SUB out: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
587,PT00M08.50S,2024-01-11T02:26:23.4Z,4,REGULAR,substitution,in,[],1630183,,,1610612738,111,111,2024-01-11T02:28:11Z,5780000,False,,,0,,SUB in: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
590,PT00M01.10S,2024-01-11T02:26:25.9Z,4,REGULAR,2pt,Jump Shot,[],1628369,23.340998685939553,73.2843137254902,1610612738,111,111,2024-01-11T02:26:58Z,5810000,False,-116.0,167.0,1,left,MISS J. Tatum 20' pullup Shot,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Left Center,,,,,,,20.35,Missed,,,,,,,,,,,,
591,PT00M00.10S,2024-01-11T02:26:26.9Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,111,111,2024-01-11T02:27:12Z,5820000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Mid-Range,16-24 Left Center,,,,,,,,,590.0,,,,,,,,,,,
592,PT00M00.00S,2024-01-11T02:26:45.1Z,4,REGULAR,period,end,[],0,,,1610612738,111,111,2024-01-11T02:26:45Z,5830000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,PT05M00.00S,2024-01-11T02:28:46.8Z,5,OVERTIME,substitution,out,['startperiod'],1629675,,,1610612738,111,111,2024-01-11T02:29:03Z,5840000,False,,,0,,SUB out: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
594,PT05M00.00S,2024-01-11T02:28:46.8Z,5,OVERTIME,substitution,in,['startperiod'],1626157,,,1610612738,111,111,2024-01-11T02:29:03Z,5850000,False,,,0,,SUB in: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
595,PT05M00.00S,2024-01-11T02:29:37.3Z,5,OVERTIME,period,start,[],0,,,0,111,111,2024-01-11T02:29:37Z,5860000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,PT04M58.00S,2024-01-11T02:29:38.9Z,5,OVERTIME,jumpball,recovered,[],203937,,,1610612750,111,111,2024-01-11T02:29:38Z,5880000,False,,,0,,Jump Ball K. Towns vs. A. Horford: Tip to K. Anderson,"[203937, 1626157, 201143]",1610612750.0,MIN,startperiod,K. Anderson,203937.0,Anderson,K. Anderson,Towns,1626157.0,Horford,201143.0,,,,,,,,,,,,,,,,,,,,,,
600,PT04M43.00S,2024-01-11T02:29:54.9Z,5,OVERTIME,2pt,Layup,['pointsinthepaint'],1626157,92.85479632063075,58.82352941176471,1610612750,111,113,2024-01-11T02:30:10Z,5910000,False,44.0,15.0,1,right,K. Towns driving Layup (21 PTS),[1626157],1610612750.0,MIN,driving,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,4.65,Made,,,,,21.0,,,,,,,
601,PT04M43.00S,2024-01-11T02:30:02.6Z,5,OVERTIME,foul,personal,['1freethrow'],1628369,,,1610612750,111,113,2024-01-11T02:30:10Z,5920000,False,,,0,,J. Tatum shooting personal FOUL (3 PF) (Towns 1 FT),"[1628369, 1626157]",1610612738.0,BOS,shooting,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,1155.0,,3.0,0.0,Towns,1626157.0,,,,,,,,,,,,,,
603,PT04M43.00S,2024-01-11T02:30:24.8Z,5,OVERTIME,freethrow,1 of 1,[],1626157,,,1610612750,111,114,2024-01-11T02:30:24Z,5940000,False,,,0,,K. Towns Free Throw 1 of 1 (22 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,Made,,,,,22.0,,,,,,,
