actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
18,PT10M21.00S,2023-11-14T00:42:43.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628369,94.1688567674113,50.98039215686274,1610612738,5,4,2023-11-14T00:43:06Z,180000,False,5.0,2.0,1,right,J. Tatum Layup (2 PTS) (J. Holiday 1 AST),"[1628369, 201950]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,0.54,Made,2.0,J. Holiday,201950.0,1.0,,,,,,,,,,,,,,
20,PT10M03.00S,2023-11-14T00:43:01.4Z,1,REGULAR,2pt,Jump Shot,[],1628973,23.078186596583443,52.94117647058824,1610612752,5,4,2023-11-14T00:43:08Z,200000,False,-15.0,164.0,1,left,MISS J. Brunson 16' pullup Shot,[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Mid-Range,16-24 Center,16.51,Missed,,,,,,,,,,,,,,,,,,
21,PT09M59.00S,2023-11-14T00:43:05.4Z,1,REGULAR,rebound,offensive,[],1629011,,,1610612752,5,4,2023-11-14T00:43:08Z,210000,False,,,0,,M. Robinson REBOUND (Off:1 Def:0),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Mid-Range,16-24 Center,,,,,,,20.0,,,,,,1.0,0.0,1.0,,,,,
22,PT09M59.00S,2023-11-14T00:43:05.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629011,5.590000152587891,50.0,1610612752,5,6,2023-11-14T00:43:05Z,220000,False,0.0,0.0,1,left,M. Robinson tip DUNK (2 PTS),[1629011],1610612752.0,NYK,tip,,,Robinson,M. Robinson,,,,,Mid-Range,8-16 Left,0.0,Made,2.0,,,,,,,,,,,,,,,,,
23,PT09M47.00S,2023-11-14T00:43:17.5Z,1,REGULAR,3pt,Jump Shot,[],204001,68.80749014454665,73.2843137254902,1610612738,8,6,2023-11-14T00:43:24Z,230000,False,116.0,241.0,1,right,K. Porzingis 26' 3PT  (3 PTS) (J. Tatum 1 AST),"[204001, 1628369]",1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Right Center,26.74,Made,3.0,J. Tatum,1628369.0,1.0,,,,,,,,,,,,,,
25,PT09M31.00S,2023-11-14T00:43:33.3Z,1,REGULAR,3pt,Jump Shot,[],203944,32.802233902759525,35.78431372549019,1610612752,8,9,2023-11-14T00:44:06Z,250000,False,71.0,256.0,1,left,J. Randle 26' 3PT pullup (3 PTS),[203944],1610612752.0,NYK,pullup,,,Randle,J. Randle,,,,,Above the Break 3,24+ Center,26.55,Made,3.0,,,,,,,,,,,,,,,,,
26,PT09M18.00S,2023-11-14T00:43:47.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],204001,94.82588699080158,49.754901960784316,1610612738,10,9,2023-11-14T00:43:52Z,260000,False,-1.0,-4.0,1,right,K. Porzingis alley-oop DUNK (5 PTS) (J. Brown 2 AST),"[204001, 1627759]",1610612738.0,BOS,alley-oop,,,Porzingis,K. Porzingis,,,,,Restricted Area,0-8 Center,0.41,Made,5.0,J. Brown,1627759.0,2.0,,,,,,,,,,,,,,
28,PT08M52.00S,2023-11-14T00:44:12.5Z,1,REGULAR,2pt,Jump Shot,[],203944,9.543363994743759,78.92156862745098,1610612752,10,9,2023-11-14T00:46:45Z,280000,False,-145.0,37.0,1,left,MISS J. Randle 14' fadeaway Shot,[203944],1610612752.0,NYK,fadeaway,,,Randle,J. Randle,,,,,Mid-Range,8-16 Left,14.93,Missed,,,,,,,,,,,,,,,,,,
29,PT08M49.00S,2023-11-14T00:44:15.5Z,1,REGULAR,rebound,defensive,[],201950,,,1610612738,10,9,2023-11-14T00:44:21Z,290000,False,,,0,,J. Holiday REBOUND (Off:1 Def:1),[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Mid-Range,8-16 Left,,,,,,,28.0,,,,,,2.0,1.0,1.0,,,,,
30,PT08M44.00S,2023-11-14T00:44:20.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628401,91.93495400788436,51.9607843137255,1610612738,10,9,2023-11-14T00:44:27Z,300000,False,10.0,23.0,1,right,MISS D. White running Layup,[1628401],1610612738.0,BOS,running,,,White,D. White,,,,,Restricted Area,0-8 Center,2.53,Missed,,,,,,,,,,,,,,,,,,
31,PT08M43.00S,2023-11-14T00:44:21.3Z,1,REGULAR,rebound,defensive,[],1629011,,,1610612752,10,9,2023-11-14T00:44:27Z,310000,False,,,0,,M. Robinson REBOUND (Off:1 Def:1),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,,,,,,,30.0,,,,,,2.0,1.0,1.0,,,,,
32,PT08M40.00S,2023-11-14T00:44:26.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629656,16.557161629434955,2.7190563725490198,1610612752,10,9,2023-11-14T00:45:18Z,320000,False,236.0,103.0,1,left,MISS Q. Grimes 25' running 3PT,[1629656],1610612752.0,NYK,running,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Right Center,25.79,Missed,,,,,,,,,,,,,,,,,,
33,PT08M39.00S,2023-11-14T00:44:27.0Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,10,9,2023-11-14T00:45:18Z,330000,False,,,0,,J. Brown REBOUND (Off:0 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,,,,,,,32.0,,,,,,1.0,1.0,0.0,,,,,
35,PT08M17.00S,2023-11-14T00:45:05.2Z,1,REGULAR,2pt,Jump Shot,[],1628369,83.919185282523,30.392156862745097,1610612738,12,9,2023-11-14T00:46:16Z,350000,False,-98.0,99.0,1,right,J. Tatum 13' turnaround fadeaway Jump Shot (4 PTS),[1628369],1610612738.0,BOS,turnaround fadeaway,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Left,13.91,Made,4.0,,,,,,,,,,,,,,,,,
36,PT08M01.00S,2023-11-14T00:45:21.4Z,1,REGULAR,2pt,Jump Shot,[],203944,22.552562417871222,50.98039215686274,1610612752,12,11,2023-11-14T00:45:26Z,360000,False,-5.0,159.0,1,left,J. Randle 15' fadeaway Jump Shot (5 PTS),[203944],1610612752.0,NYK,fadeaway,,,Randle,J. Randle,,,,,Mid-Range,8-16 Center,15.96,Made,5.0,,,,,,,,,,,,,,,,,
37,PT07M51.00S,2023-11-14T00:45:31.5Z,1,REGULAR,2pt,Jump Shot,[],1627759,79.84559789750328,33.33333333333333,1610612738,12,11,2023-11-14T00:47:19Z,370000,False,-83.0,137.0,1,right,MISS J. Brown 16' turnaround fadeaway Shot,[1627759],1610612738.0,BOS,turnaround fadeaway,,,Brown,J. Brown,,,,,Mid-Range,16-24 Left Center,16.03,Missed,,,,,,,,,,,,,,,,,,
38,PT07M48.00S,2023-11-14T00:45:34.5Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,12,11,2023-11-14T00:45:38Z,380000,False,,,0,,J. Randle REBOUND (Off:0 Def:1),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Mid-Range,16-24 Left Center,,,,,,,37.0,,,,,,1.0,1.0,0.0,,,,,
41,PT07M27.00S,2023-11-14T00:46:21.3Z,1,REGULAR,3pt,Jump Shot,[],203944,26.757555847568987,83.08823529411765,1610612752,12,11,2023-11-14T00:46:55Z,410000,False,-165.0,199.0,1,left,MISS J. Randle 25' 3PT,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Left Center,25.88,Missed,,,,,,,,,,,,,,,,,,
42,PT07M26.00S,2023-11-14T00:46:22.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612752,12,11,2023-11-14T00:46:55Z,420000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,41.0,,,,,,,,,,,,,
43,PT07M26.00S,2023-11-14T00:46:28.5Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612752,12,11,2023-11-14T00:46:38Z,430000,False,,,0,,NYK shot clock Team TURNOVER,[],1610612752.0,NYK,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1662.0,,,,,,,,,,,,
44,PT07M12.00S,2023-11-14T00:46:47.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1628369,94.03745072273325,50.245098039215684,1610612738,14,11,2023-11-14T00:47:02Z,440000,False,1.0,4.0,1,right,J. Tatum driving DUNK (6 PTS) (K. Porzingis 1 AST),"[1628369, 204001]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,0.37,Made,6.0,K. Porzingis,204001.0,1.0,,,,,,,,,,,,,,
46,PT06M56.00S,2023-11-14T00:47:03.4Z,1,REGULAR,2pt,Jump Shot,[],1628404,16.557161629434955,9.826899509803921,1610612752,14,13,2023-11-14T00:47:16Z,460000,False,201.0,103.0,1,left,J. Hart 22' Jump Shot (2 PTS) (J. Brunson 1 AST),"[1628404, 1628973]",1610612752.0,NYK,,,,Hart,J. Hart,,,,,Mid-Range,16-24 Right,22.58,Made,2.0,J. Brunson,1628973.0,1.0,,,,,,,,,,,,,,
48,PT06M43.00S,2023-11-14T00:47:15.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628401,90.14454664914587,47.388174019607845,1610612738,14,13,2023-11-14T00:49:56Z,480000,False,-13.0,40.0,1,right,MISS D. White driving floating Shot,[1628401],1610612738.0,BOS,driving floating,,,White,D. White,,,,,Restricted Area,0-8 Center,4.22,Missed,,,,,,,,,,,,,,,,,,
49,PT06M40.00S,2023-11-14T00:47:18.9Z,1,REGULAR,rebound,defensive,[],1628973,,,1610612752,14,13,2023-11-14T00:47:25Z,490000,False,,,0,,J. Brunson REBOUND (Off:0 Def:1),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,,,,,,,48.0,,,,,,1.0,1.0,0.0,,,,,
50,PT06M35.00S,2023-11-14T00:47:23.6Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],1628973,21.50131406044678,35.53921568627451,1610612752,14,15,2023-11-14T00:47:36Z,500000,False,72.0,150.0,1,left,J. Brunson 16' running pullup Jump Shot (6 PTS),[1628973],1610612752.0,NYK,running pullup,,,Brunson,J. Brunson,,,,,Mid-Range,16-24 Right Center,16.62,Made,6.0,,,,,,,,,,,,,,,,,
53,PT06M21.00S,2023-11-14T00:47:42.9Z,1,REGULAR,foul,personal,[],203944,,,1610612738,14,15,2023-11-14T00:48:05Z,530000,False,,,0,,J. Randle personal FOUL (1 PF),"[203944, 204001]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,,,,,,,,1662.0,1.0,0.0,Porzingis,204001.0,,,,,,,,
55,PT06M21.00S,2023-11-14T00:48:25.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,14,15,2023-11-14T00:48:25Z,550000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT06M21.00S,2023-11-14T00:50:22.7Z,1,REGULAR,substitution,out,[],1628369,,,1610612738,14,15,2023-11-14T00:50:35Z,560000,False,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT06M21.00S,2023-11-14T00:50:22.7Z,1,REGULAR,substitution,in,[],201143,,,1610612738,14,15,2023-11-14T00:50:35Z,570000,False,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M10.00S,2023-11-14T00:51:06.7Z,1,REGULAR,3pt,Jump Shot,[],204001,67.09921156373193,68.13725490196079,1610612738,14,15,2023-11-14T00:51:12Z,580000,False,91.0,257.0,1,right,MISS K. Porzingis 27' 3PT,[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Right Center,27.23,Missed,,,,,,,,,,,,,,,,,,
59,PT06M07.00S,2023-11-14T00:51:09.7Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,14,15,2023-11-14T00:51:12Z,590000,False,,,0,,J. Randle REBOUND (Off:0 Def:2),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Right Center,,,,,,,58.0,,,,,,2.0,2.0,0.0,,,,,
60,PT06M01.00S,2023-11-14T00:51:18.2Z,1,REGULAR,foul,personal,['2freethrow'],201143,,,1610612752,14,15,2023-11-14T00:51:24Z,600000,False,,,0,,A. Horford shooting personal FOUL (1 PF) (Randle 2 FT),"[201143, 203944]",1610612738.0,BOS,shooting,,,Horford,A. Horford,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,204058.0,1.0,0.0,Randle,203944.0,,,,,,,,
62,PT06M01.00S,2023-11-14T00:51:43.0Z,1,REGULAR,freethrow,1 of 2,[],203944,,,1610612752,14,15,2023-11-14T00:51:43Z,620000,False,,,0,,MISS J. Randle Free Throw 1 of 2,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
63,PT06M01.00S,2023-11-14T00:51:43.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,14,15,2023-11-14T00:51:43Z,630000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,62.0,,,,,,,,,,,,,
64,PT06M01.00S,2023-11-14T00:52:02.2Z,1,REGULAR,freethrow,2 of 2,[],203944,,,1610612752,14,16,2023-11-14T00:52:02Z,640000,False,,,0,,J. Randle Free Throw 2 of 2 (6 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
65,PT05M46.00S,2023-11-14T00:52:23.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627759,91.01511169513797,50.73529411764706,1610612738,16,16,2023-11-14T00:52:53Z,650000,False,4.0,32.0,1,right,J. Brown driving Hook (2 PTS),[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,3.22,Made,2.0,,,,,,,,,,,,,,,,,
66,PT05M29.00S,2023-11-14T00:52:39.7Z,1,REGULAR,3pt,Jump Shot,[],203944,16.376478318002626,3.6764705882352944,1610612752,16,16,2023-11-14T00:52:46Z,660000,False,232.0,101.0,1,left,MISS J. Randle 25' 3PT,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Right Center,25.28,Missed,,,,,,,,,,,,,,,,,,
67,PT05M26.00S,2023-11-14T00:52:42.7Z,1,REGULAR,rebound,offensive,[],1629011,,,1610612752,16,16,2023-11-14T00:52:46Z,670000,False,,,0,,M. Robinson REBOUND (Off:2 Def:1),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Above the Break 3,24+ Right Center,,,,,,,66.0,,,,,,3.0,1.0,2.0,,,,,
68,PT05M24.00S,2023-11-14T00:52:44.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628973,32.276609724047304,67.40196078431373,1610612752,16,19,2023-11-14T00:52:51Z,680000,False,-87.0,251.0,1,left,J. Brunson 26' 3PT  (9 PTS) (J. Hart 1 AST),"[1628973, 1628404]",1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Left Center,26.56,Made,9.0,J. Hart,1628404.0,1.0,,,,,,,,,,,,,,
70,PT05M11.00S,2023-11-14T00:52:59.7Z,1,REGULAR,turnover,out-of-bounds,[],1627759,,,1610612738,16,19,2023-11-14T00:53:05Z,700000,False,,,0,,J. Brown bad pass out-of-bounds TURNOVER (1 TO),[1627759],1610612738.0,BOS,bad pass,,,Brown,J. Brown,,,,,Mid-Range,16-24 Right Center,,,,,,,,1662.0,,,,,,,,1.0,,,,
71,PT05M11.00S,2023-11-14T00:53:04.3Z,1,REGULAR,substitution,out,[],201950,,,1610612752,16,19,2023-11-14T00:53:12Z,710000,False,,,0,,SUB out: J. Holiday,[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M11.00S,2023-11-14T00:53:04.3Z,1,REGULAR,substitution,out,[],1628404,,,1610612752,16,19,2023-11-14T00:53:12Z,720000,False,,,0,,SUB out: J. Hart,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M11.00S,2023-11-14T00:53:04.3Z,1,REGULAR,substitution,in,[],1630573,,,1610612752,16,19,2023-11-14T00:53:12Z,730000,False,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M11.00S,2023-11-14T00:53:04.3Z,1,REGULAR,substitution,in,[],1630193,,,1610612752,16,19,2023-11-14T00:53:12Z,740000,False,,,0,,SUB in: I. Quickley,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M02.00S,2023-11-14T00:53:34.6Z,1,REGULAR,turnover,out-of-bounds,[],1628973,,,1610612752,16,19,2023-11-14T00:53:43Z,750000,False,,,0,,J. Brunson bad pass out-of-bounds TURNOVER (1 TO),[1628973],1610612752.0,NYK,bad pass,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1662.0,,,,,,,,1.0,,,,
76,PT04M51.00S,2023-11-14T00:53:47.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628401,67.88764783180025,73.52941176470588,1610612738,16,19,2023-11-14T00:53:52Z,760000,False,118.0,249.0,1,right,MISS D. White 27' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Right Center,27.57,Missed,,,,,,,,,,,,,,,,,,
77,PT04M49.00S,2023-11-14T00:53:49.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612752,16,19,2023-11-14T00:53:52Z,770000,False,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,76.0,,,,,,,,,,,,,
79,PT04M28.00S,2023-11-14T00:54:18.9Z,1,REGULAR,2pt,Jump Shot,[],1630193,20.18725361366623,22.30392156862745,1610612752,16,19,2023-11-14T00:54:55Z,790000,False,138.0,137.0,1,left,MISS I. Quickley 19' pullup Shot,[1630193],1610612752.0,NYK,pullup,,,Quickley,I. Quickley,,,,,Mid-Range,16-24 Right Center,19.5,Missed,,,,,,,,,,,,,,,,,,
80,PT04M25.00S,2023-11-14T00:54:21.9Z,1,REGULAR,rebound,offensive,[],203944,,,1610612752,16,19,2023-11-14T00:55:01Z,800000,False,,,0,,J. Randle REBOUND (Off:1 Def:2),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Mid-Range,16-24 Right Center,,,,,,,79.0,,,,,,3.0,2.0,1.0,,,,,
81,PT04M22.00S,2023-11-14T00:54:27.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203944,8.229303547963205,51.9607843137255,1610612752,16,19,2023-11-14T00:55:40Z,810000,False,-10.0,25.0,1,left,MISS J. Randle driving Layup,[203944],1610612752.0,NYK,driving,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,2.68,Missed,,,,,,,,,,,,,,,,,,
82,PT04M21.00S,2023-11-14T00:54:28.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612738,16,19,2023-11-14T00:55:40Z,820000,False,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,81.0,,,,,,,,,,,,,
83,PT04M20.00S,2023-11-14T00:54:34.0Z,1,REGULAR,foul,personal,[],203944,,,1610612738,16,19,2023-11-14T00:55:11Z,830000,False,,,0,,J. Randle loose ball personal FOUL (2 PF),"[203944, 204001]",1610612752.0,NYK,loose ball,,,Randle,J. Randle,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1662.0,2.0,0.0,Porzingis,204001.0,,,,,,,,
85,PT04M20.00S,2023-11-14T00:54:48.4Z,1,REGULAR,substitution,out,[],203944,,,1610612738,16,19,2023-11-14T00:54:54Z,850000,False,,,0,,SUB out: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M20.00S,2023-11-14T00:54:48.4Z,1,REGULAR,substitution,in,[],1628404,,,1610612738,16,19,2023-11-14T00:54:54Z,860000,False,,,0,,SUB in: J. Hart,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M09.00S,2023-11-14T00:55:10.0Z,1,REGULAR,turnover,out-of-bounds,[],1628401,,,1610612738,16,19,2023-11-14T00:55:25Z,870000,False,,,0,,D. White bad pass out-of-bounds TURNOVER (1 TO),[1628401],1610612738.0,BOS,bad pass,,,White,D. White,,,,,Mid-Range,8-16 Right,,,,,,,,204058.0,,,,,,,,1.0,,,,
88,PT03M59.00S,2023-11-14T00:55:25.3Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1628973,18.478975032851512,25.245098039215684,1610612752,16,21,2023-11-14T00:55:29Z,880000,False,124.0,121.0,1,left,J. Brunson 17' pullup Jump Shot (11 PTS),[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Mid-Range,16-24 Right Center,17.33,Made,11.0,,,,,,,,,,,,,,,,,
89,PT03M39.00S,2023-11-14T00:55:44.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204001,89.70105124835742,64.70588235294117,1610612738,16,21,2023-11-14T00:56:52Z,890000,False,74.0,44.0,1,right,MISS K. Porzingis 8' driving floating Shot,[204001],1610612738.0,BOS,driving floating,,,Porzingis,K. Porzingis,,,,,In The Paint (Non-RA),8-16 Right,8.58,Missed,,,,,,,,,,,,,,,,,,
