actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
16,PT10M31.00S,2024-03-14T23:36:54.7Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,3,4,2024-03-14T23:36:57Z,160000,False,,,0,,J. Tatum REBOUND (Off:0 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Right,,,,15.0,1.0,1.0,0.0,,,,,,,,,,,,,
20,PT10M14.00S,2024-03-14T23:37:15.3Z,1,REGULAR,turnover,lost ball,[],1628369,,,1610612738,3,4,2024-03-14T23:37:20Z,200000,False,,,0,,J. Tatum lost ball TURNOVER (1 TO),"[1628369, 1628960]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,1.0,Allen,1628960.0,,,,,,,
21,PT10M14.00S,2024-03-14T23:37:15.3Z,1,REGULAR,steal,,[],1628960,,,1610612756,3,4,2024-03-14T23:37:17Z,210000,False,,,0,,G. Allen STEAL (1 STL),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
22,PT10M14.00S,2024-03-14T23:37:18.0Z,1,REGULAR,foul,personal,[],1628369,,,1610612756,3,4,2024-03-14T23:37:30Z,220000,False,,,0,,J. Tatum personal FOUL (1 PF),"[1628369, 1628960]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,2530.0,1.0,0.0,Allen,1628960.0,,
24,PT09M52.00S,2024-03-14T23:37:52.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626164,9.280551905387648,46.81372549019608,1610612756,3,4,2024-03-14T23:37:57Z,240000,False,16.0,35.0,1,left,MISS D. Booker driving Layup,[1626164],1610612756.0,PHX,driving,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,3.82,Missed,,,,,,,,,,,,,,,,,,
25,PT09M50.00S,2024-03-14T23:37:54.1Z,1,REGULAR,rebound,offensive,[],1628960,,,1610612756,3,4,2024-03-14T23:37:57Z,250000,False,,,0,,G. Allen REBOUND (Off:1 Def:0),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,Restricted Area,0-8 Center,,,,24.0,1.0,0.0,1.0,,,,,,,,,,,,,
26,PT09M48.00S,2024-03-14T23:37:55.9Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",203078,33.196452036793694,60.5392156862745,1610612756,3,4,2024-03-14T23:40:15Z,260000,False,-53.0,260.0,1,left,MISS B. Beal 26' 3PT,[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,Above the Break 3,24+ Center,26.48,Missed,,,,,,,,,,,,,,,,,,
27,PT09M48.00S,2024-03-14T23:37:55.9Z,1,REGULAR,rebound,defensive,[],1628401,,,1610612738,3,4,2024-03-14T23:38:02Z,270000,False,,,0,,D. White REBOUND (Off:0 Def:1),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Center,,,,26.0,1.0,1.0,0.0,,,,,,,,,,,,,
28,PT09M37.00S,2024-03-14T23:38:11.3Z,1,REGULAR,foul,personal,[],1628960,,,1610612738,3,4,2024-03-14T23:38:20Z,280000,False,,,0,,G. Allen personal FOUL (1 PF),"[1628960, 1627759]",1610612756.0,PHX,,,,Allen,G. Allen,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,2530.0,1.0,0.0,Brown,1627759.0,,
30,PT09M25.00S,2024-03-14T23:38:41.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201143,89.43823915900131,54.166666666666664,1610612738,3,4,2024-03-14T23:40:43Z,300000,False,21.0,47.0,1,right,MISS A. Horford driving finger roll Layup,[201143],1610612738.0,BOS,driving finger roll,,,Horford,A. Horford,,,,,In The Paint (Non-RA),0-8 Center,5.12,Missed,,,,,,,,,,,,,,,,,,
31,PT09M23.00S,2024-03-14T23:38:43.4Z,1,REGULAR,rebound,defensive,[],203994,,,1610612756,3,4,2024-03-14T23:38:46Z,310000,False,,,0,,J. Nurkic REBOUND (Off:1 Def:1),[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,In The Paint (Non-RA),0-8 Center,,,,30.0,2.0,1.0,1.0,,,,,,,,,,,,,
32,PT09M18.00S,2024-03-14T23:38:47.3Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],201142,25.706307490144546,30.88235294117647,1610612756,3,6,2024-03-14T23:41:27Z,320000,False,96.0,189.0,1,left,K. Durant 21' running pullup Jump Shot (4 PTS) (J. Nurkic 1 AST),"[201142, 203994]",1610612756.0,PHX,running pullup,,,Durant,K. Durant,,,,,Mid-Range,16-24 Right Center,21.19,Made,4.0,,,,,J. Nurkic,203994.0,1.0,,,,,,,,,,
34,PT09M10.00S,2024-03-14T23:38:58.4Z,1,REGULAR,foul,personal,[],1626164,,,1610612738,3,6,2024-03-14T23:39:11Z,340000,False,,,0,,D. Booker personal FOUL (1 PF),"[1626164, 1627759]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,101283.0,1.0,0.0,Brown,1627759.0,,
36,PT09M05.00S,2024-03-14T23:39:23.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,86.94152431011827,34.31372549019608,1610612738,3,6,2024-03-14T23:39:32Z,360000,False,-78.0,70.0,1,right,MISS J. Brown 10' turnaround Shot,[1627759],1610612738.0,BOS,turnaround,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Left,10.52,Missed,,,,,,,,,,,,,,,,,,
37,PT09M03.00S,2024-03-14T23:39:25.8Z,1,REGULAR,rebound,defensive,[],203994,,,1610612756,3,6,2024-03-14T23:39:32Z,370000,False,,,0,,J. Nurkic REBOUND (Off:1 Def:2),[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,In The Paint (Non-RA),8-16 Left,,,,36.0,3.0,2.0,1.0,,,,,,,,,,,,,
38,PT08M54.00S,2024-03-14T23:39:34.2Z,1,REGULAR,turnover,bad pass,[],201142,,,1610612756,3,6,2024-03-14T23:39:38Z,380000,False,,,0,,K. Durant bad pass TURNOVER (1 TO),"[201142, 201143]",1610612756.0,PHX,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Center,,,,,,,,,,,1.0,Horford,201143.0,,,,,,,
39,PT08M54.00S,2024-03-14T23:39:34.2Z,1,REGULAR,steal,,[],201143,,,1610612738,3,6,2024-03-14T23:39:35Z,390000,False,,,0,,A. Horford STEAL (1 STL),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
40,PT08M51.00S,2024-03-14T23:39:38.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",201143,93.64323258869908,54.166666666666664,1610612738,5,6,2024-03-14T23:39:44Z,400000,False,21.0,7.0,1,right,A. Horford running Layup (5 PTS),[201143],1610612738.0,BOS,running,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,2.2,Made,5.0,,,,,,,,,,,,,,,,,
41,PT08M34.00S,2024-03-14T23:39:53.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201142,10.11826544021025,38.143382352941174,1610612756,5,8,2024-03-14T23:40:07Z,410000,False,59.0,43.0,1,left,K. Durant 7' driving finger roll Layup (6 PTS) (D. Booker 1 AST),"[201142, 1626164]",1610612756.0,PHX,driving finger roll,,,Durant,K. Durant,,,,,In The Paint (Non-RA),0-8 Center,7.3,Made,6.0,,,,,D. Booker,1626164.0,1.0,,,,,,,,,,
44,PT08M24.00S,2024-03-14T23:40:04.3Z,1,REGULAR,3pt,Jump Shot,[],1627759,88.25558475689881,95.83333333333334,1610612738,8,8,2024-03-14T23:42:18Z,430000,False,229.0,58.0,1,right,J. Brown 3PT  (3 PTS) (D. White 1 AST),"[1627759, 1628401]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Right Corner 3,24+ Right,23.64,Made,3.0,,,,,D. White,1628401.0,1.0,,,,,,,,,,
46,PT08M09.00S,2024-03-14T23:40:19.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203078,15.325229960578188,44.11764705882353,1610612756,8,10,2024-03-14T23:40:25Z,450000,False,29.0,92.0,1,left,B. Beal 9' driving floating Jump Shot (2 PTS) (J. Nurkic 2 AST),"[203078, 203994]",1610612756.0,PHX,driving floating,,,Beal,B. Beal,,,,,In The Paint (Non-RA),8-16 Center,9.62,Made,2.0,,,,,J. Nurkic,203994.0,2.0,,,,,,,,,,
47,PT07M51.00S,2024-03-14T23:40:37.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,92.9862023653088,48.28431372549019,1610612738,8,10,2024-03-14T23:40:42Z,460000,False,-9.0,13.0,1,right,MISS J. Brown driving Layup - blocked,"[1627759, 203078]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,1.59,Missed,,,,,,,,,,,,,,,,,Beal,203078.0
105,PT07M51.00S,2024-03-14T23:40:37.3Z,1,REGULAR,block,,[],203078,,,1610612738,8,10,2024-03-14T23:50:48Z,465000,False,,,0,,B. Beal BLOCK (1 BLK),[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
48,PT07M49.00S,2024-03-14T23:40:39.3Z,1,REGULAR,rebound,defensive,[],203994,,,1610612756,8,10,2024-03-14T23:40:42Z,470000,False,,,0,,J. Nurkic REBOUND (Off:1 Def:3),[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,,,,47.0,4.0,3.0,1.0,,,,,,,,,,,,,
49,PT07M43.00S,2024-03-14T23:40:45.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628960,14.4053876478318,44.36274509803921,1610612756,8,12,2024-03-14T23:51:57Z,480000,False,28.0,83.0,1,left,G. Allen 8' driving floating Jump Shot (2 PTS) (B. Beal 1 AST),"[1628960, 203078]",1610612756.0,PHX,driving floating,,,Allen,G. Allen,,,,,In The Paint (Non-RA),8-16 Center,8.76,Made,2.0,,,,,B. Beal,203078.0,1.0,,,,,,,,,,
50,PT07M27.00S,2024-03-14T23:41:00.8Z,1,REGULAR,3pt,Jump Shot,[],201950,70.64717477003943,17.647058823529413,1610612738,8,12,2024-03-14T23:41:05Z,490000,False,-162.0,223.0,1,right,MISS J. Holiday 27' 3PT,[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Left Center,27.58,Missed,,,,,,,,,,,,,,,,,,
51,PT07M25.00S,2024-03-14T23:41:02.8Z,1,REGULAR,rebound,defensive,[],203078,,,1610612756,8,12,2024-03-14T23:41:05Z,500000,False,,,0,,B. Beal REBOUND (Off:0 Def:2),[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,Above the Break 3,24+ Left Center,,,,50.0,2.0,2.0,0.0,,,,,,,,,,,,,
52,PT07M17.00S,2024-03-14T23:41:11.5Z,1,REGULAR,3pt,Jump Shot,[],203078,29.38567674113009,77.69607843137256,1610612756,8,15,2024-03-14T23:46:58Z,510000,False,-138.0,224.0,1,left,B. Beal 26' 3PT step back (5 PTS),[203078],1610612756.0,PHX,step back,,,Beal,B. Beal,,,,,Above the Break 3,24+ Left Center,26.31,Made,5.0,,,,,,,,,,,,,,,,,
53,PT07M02.00S,2024-03-14T23:41:26.5Z,1,REGULAR,3pt,Jump Shot,[],201143,71.69842312746385,18.627450980392158,1610612738,11,15,2024-03-14T23:41:32Z,520000,False,-157.0,214.0,1,right,A. Horford 26' 3PT  (8 PTS) (J. Holiday 1 AST),"[201143, 201950]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Left Center,26.5,Made,8.0,,,,,J. Holiday,201950.0,1.0,,,,,,,,,,
55,PT06M50.00S,2024-03-14T23:41:38.7Z,1,REGULAR,turnover,bad pass,[],201142,,,1610612756,11,15,2024-03-14T23:41:43Z,540000,False,,,0,,K. Durant bad pass TURNOVER (2 TO),"[201142, 1628401]",1610612756.0,PHX,,,,Durant,K. Durant,,,,,Mid-Range,16-24 Right,,,,,,,,,,,2.0,White,1628401.0,,,,,,,
56,PT06M50.00S,2024-03-14T23:41:38.7Z,1,REGULAR,steal,,[],1628401,,,1610612738,11,15,2024-03-14T23:41:40Z,550000,False,,,0,,D. White STEAL (1 STL),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
57,PT06M45.00S,2024-03-14T23:41:43.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627759,94.43166885676742,51.225490196078425,1610612738,13,15,2024-03-14T23:41:49Z,560000,False,6.0,0.0,1,right,J. Brown running Layup (5 PTS) (D. White 2 AST),"[1627759, 1628401]",1610612738.0,BOS,running,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,0.61,Made,5.0,,,,,D. White,1628401.0,2.0,,,,,,,,,,
60,PT06M27.00S,2024-03-14T23:42:01.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201142,9.543363994743759,45.588235294117645,1610612756,13,17,2024-03-14T23:42:06Z,580000,False,22.0,37.0,1,left,K. Durant cutting Layup (8 PTS) (J. Nurkic 3 AST),"[201142, 203994]",1610612756.0,PHX,cutting,,,Durant,K. Durant,,,,,Restricted Area,0-8 Center,4.33,Made,8.0,,,,,J. Nurkic,203994.0,3.0,,,,,,,,,,
62,PT06M08.00S,2024-03-14T23:42:20.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,93.51182654402102,50.49019607843137,1610612738,15,17,2024-03-14T23:47:48Z,600000,False,2.0,8.0,1,right,J. Tatum driving finger roll Layup (2 PTS),[1628369],1610612738.0,BOS,driving finger roll,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,0.89,Made,2.0,,,,,,,,,,,,,,,,,
63,PT05M46.00S,2024-03-14T23:42:42.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203078,7.440867279894875,55.63725490196079,1610612756,15,19,2024-03-14T23:42:46Z,610000,False,-28.0,17.0,1,left,B. Beal driving Layup (7 PTS),[203078],1610612756.0,PHX,driving,,,Beal,B. Beal,,,,,Restricted Area,0-8 Center,3.31,Made,7.0,,,,,,,,,,,,,,,,,
64,PT05M46.00S,2024-03-14T23:42:45.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,15,19,2024-03-14T23:42:45Z,620000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT05M46.00S,2024-03-14T23:45:43.9Z,1,REGULAR,substitution,out,[],1627759,,,1610612738,15,19,2024-03-14T23:46:10Z,630000,False,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT05M46.00S,2024-03-14T23:45:43.9Z,1,REGULAR,substitution,out,[],1628401,,,1610612738,15,19,2024-03-14T23:46:10Z,640000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT05M46.00S,2024-03-14T23:45:43.9Z,1,REGULAR,substitution,out,[],203078,,,1610612738,15,19,2024-03-14T23:46:10Z,650000,False,,,0,,SUB out: B. Beal,[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT05M46.00S,2024-03-14T23:45:43.9Z,1,REGULAR,substitution,in,[],1630573,,,1610612738,15,19,2024-03-14T23:46:10Z,660000,False,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT05M46.00S,2024-03-14T23:45:43.9Z,1,REGULAR,substitution,in,[],1628436,,,1610612738,15,19,2024-03-14T23:46:10Z,670000,False,,,0,,SUB in: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT05M46.00S,2024-03-14T23:45:43.9Z,1,REGULAR,substitution,in,[],1626220,,,1610612738,15,19,2024-03-14T23:46:10Z,680000,False,,,0,,SUB in: R. O'Neale,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M37.00S,2024-03-14T23:46:28.1Z,1,REGULAR,3pt,Jump Shot,[],1628369,67.09921156373193,38.72549019607843,1610612738,15,19,2024-03-14T23:46:34Z,690000,False,-56.0,257.0,1,right,MISS J. Tatum 26' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,26.29,Missed,,,,,,,,,,,,,,,,,,
72,PT05M34.00S,2024-03-14T23:46:31.1Z,1,REGULAR,rebound,defensive,[],201142,,,1610612756,15,19,2024-03-14T23:46:34Z,700000,False,,,0,,K. Durant REBOUND (Off:0 Def:1),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Center,,,,71.0,1.0,1.0,0.0,,,,,,,,,,,,,
73,PT05M29.00S,2024-03-14T23:46:36.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626164,33.590670170827856,27.696078431372552,1610612756,15,19,2024-03-14T23:48:41Z,710000,False,112.0,263.0,1,left,MISS D. Booker 28' running pullup 3PT,[1626164],1610612756.0,PHX,running pullup,,,Booker,D. Booker,,,,,Above the Break 3,24+ Right Center,28.59,Missed,,,,,,,,,,,,,,,,,,
74,PT05M27.00S,2024-03-14T23:46:43.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612756,15,19,2024-03-14T23:46:43Z,720000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Above the Break 3,24+ Right Center,,,,73.0,,,,,,,,,,,,,,,,
75,PT05M27.00S,2024-03-14T23:46:43.7Z,1,REGULAR,foul,personal,[],1628436,,,1610612756,15,19,2024-03-14T23:46:52Z,730000,False,,,0,,L. Kornet loose ball personal FOUL (1 PF),"[1628436, 203994]",1610612738.0,BOS,loose ball,,,Kornet,L. Kornet,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,101283.0,1.0,0.0,Nurkic,203994.0,,
77,PT05M24.00S,2024-03-14T23:46:59.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201142,25.18068331143233,84.31372549019608,1610612756,15,22,2024-03-14T23:47:04Z,750000,False,-172.0,184.0,1,left,K. Durant 25' 3PT  (11 PTS) (D. Booker 2 AST),"[201142, 1626164]",1610612756.0,PHX,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Left Center,25.17,Made,11.0,,,,,D. Booker,1626164.0,2.0,,,,,,,,,,
79,PT05M08.00S,2024-03-14T23:47:14.3Z,1,REGULAR,3pt,Jump Shot,[],1628369,66.04796320630749,30.392156862745097,1610612738,18,22,2024-03-14T23:49:09Z,770000,False,-98.0,267.0,1,right,J. Tatum 28' 3PT pullup (5 PTS) (J. Holiday 2 AST),"[1628369, 201950]",1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,28.4,Made,5.0,,,,,J. Holiday,201950.0,2.0,,,,,,,,,,
81,PT04M51.00S,2024-03-14T23:47:31.5Z,1,REGULAR,3pt,Jump Shot,[],1626164,33.196452036793694,29.901960784313726,1610612756,18,22,2024-03-14T23:47:37Z,790000,False,100.0,260.0,1,left,MISS D. Booker 27' 3PT,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Above the Break 3,24+ Right Center,27.83,Missed,,,,,,,,,,,,,,,,,,
82,PT04M48.00S,2024-03-14T23:47:34.5Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,18,22,2024-03-14T23:47:37Z,800000,False,,,0,,J. Tatum REBOUND (Off:0 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,,81.0,2.0,2.0,0.0,,,,,,,,,,,,,
83,PT04M46.00S,2024-03-14T23:47:37.0Z,1,REGULAR,turnover,lost ball,[],1628369,,,1610612738,18,22,2024-03-14T23:47:42Z,810000,False,,,0,,J. Tatum lost ball TURNOVER (2 TO),"[1628369, 203994]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,,,,,,,,,,,2.0,Nurkic,203994.0,,,,,,,
84,PT04M46.00S,2024-03-14T23:47:37.0Z,1,REGULAR,steal,,[],203994,,,1610612756,18,22,2024-03-14T23:47:38Z,820000,False,,,0,,J. Nurkic STEAL (1 STL),[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
85,PT04M42.00S,2024-03-14T23:47:41.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626220,26.231931668856767,82.84313725490196,1610612756,18,22,2024-03-14T23:47:45Z,830000,False,-164.0,194.0,1,left,MISS R. O'Neale 25' 3PT,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Left Center,25.42,Missed,,,,,,,,,,,,,,,,,,
86,PT04M39.00S,2024-03-14T23:47:44.4Z,1,REGULAR,rebound,defensive,[],1630573,,,1610612738,18,22,2024-03-14T23:47:55Z,840000,False,,,0,,S. Hauser REBOUND (Off:0 Def:1),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Left Center,,,,85.0,1.0,1.0,0.0,,,,,,,,,,,,,
87,PT04M27.00S,2024-03-14T23:47:55.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628436,92.85479632063075,54.90196078431373,1610612738,18,22,2024-03-14T23:48:06Z,850000,False,25.0,15.0,1,right,MISS L. Kornet cutting Layup,[1628436],1610612738.0,BOS,cutting,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,2.86,Missed,,,,,,,,,,,,,,,,,,
