actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,blockPlayerName,blockPersonId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
424,PT05M22.00S,2024-04-04T01:10:43.0Z,3,REGULAR,3pt,Jump Shot,[],201143,31.61957950065703,24.019607843137255,1610612738,77,68,2024-04-04T01:10:47Z,4120000,False,130.0,245.0,1,left,A. Horford 27' 3PT  (16 PTS) (P. Pritchard 7 AST),"[201143, 1630202]",1610612738.0,BOS,,,,,,,Above the Break 3,24+ Right Center,27.7,Made,Horford,A. Horford,,,,,,,,,,16.0,,,,P. Pritchard,1630202.0,7.0,,
426,PT05M10.00S,2024-04-04T01:11:01.7Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628369,,,1610612760,77,68,2024-04-04T01:11:07Z,4140000,False,,,0,,J. Tatum personal FOUL (2 PF) (Dort 2 FT),"[1628369, 1629652]",1610612738.0,BOS,,,,,,,Above the Break 3,24+ Left Center,,,Tatum,J. Tatum,,,,,1627963.0,2.0,0.0,Dort,1629652.0,,,,,,,,,
428,PT05M10.00S,2024-04-04T01:11:31.7Z,3,REGULAR,freethrow,1 of 2,[],1629652,,,1610612760,77,69,2024-04-04T01:11:31Z,4160000,False,,,0,,L. Dort Free Throw 1 of 2 (12 PTS),[1629652],1610612760.0,OKC,,,,,,,,,,Made,Dort,L. Dort,,,,,,,,,,12.0,,,,,,,,
429,PT05M10.00S,2024-04-04T01:11:34.2Z,3,REGULAR,substitution,out,[],1631096,,,1610612760,77,69,2024-04-04T01:11:37Z,4170000,False,,,0,,SUB out: C. Holmgren,[1631096],1610612760.0,OKC,,,,,,,,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,
430,PT05M10.00S,2024-04-04T01:11:34.2Z,3,REGULAR,substitution,in,[],1631119,,,1610612760,77,69,2024-04-04T01:11:37Z,4180000,False,,,0,,SUB in: J. Williams,[1631119],1610612760.0,OKC,,,,,,,,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,
431,PT05M10.00S,2024-04-04T01:11:49.7Z,3,REGULAR,freethrow,2 of 2,[],1629652,,,1610612760,77,70,2024-04-04T01:11:49Z,4190000,False,,,0,,L. Dort Free Throw 2 of 2 (13 PTS),[1629652],1610612760.0,OKC,,,,,,,,,,Made,Dort,L. Dort,,,,,,,,,,13.0,,,,,,,,
432,PT04M55.00S,2024-04-04T01:12:07.8Z,3,REGULAR,3pt,Jump Shot,[],201950,30.831143232588698,26.715686274509803,1610612738,77,70,2024-04-04T01:12:29Z,4200000,False,116.0,237.0,1,left,MISS J. Holiday 26' 3PT,[201950],1610612738.0,BOS,,,,,,,Above the Break 3,24+ Right Center,26.43,Missed,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,
433,PT04M53.00S,2024-04-04T01:12:09.8Z,3,REGULAR,rebound,defensive,[],1631119,,,1610612760,77,70,2024-04-04T01:12:29Z,4210000,False,,,0,,J. Williams REBOUND (Off:1 Def:2),[1631119],1610612760.0,OKC,,,,,,,Above the Break 3,24+ Right Center,,,Williams,J. Williams,432.0,3.0,2.0,1.0,,,,,,,,,,,,,,
434,PT04M41.00S,2024-04-04T01:12:27.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201143,,,1610612760,77,70,2024-04-04T01:12:37Z,4220000,False,,,0,,A. Horford personal FOUL (1 PF) (Joe 2 FT),"[201143, 1630198]",1610612738.0,BOS,,,,,,,Restricted Area,0-8 Center,,,Horford,A. Horford,,,,,2534.0,1.0,0.0,Joe,1630198.0,,,,,,,,,
436,PT04M41.00S,2024-04-04T01:12:52.4Z,3,REGULAR,freethrow,1 of 2,[],1630198,,,1610612760,77,71,2024-04-04T01:12:52Z,4240000,False,,,0,,I. Joe Free Throw 1 of 2 (8 PTS),[1630198],1610612760.0,OKC,,,,,,,,,,Made,Joe,I. Joe,,,,,,,,,,8.0,,,,,,,,
437,PT04M41.00S,2024-04-04T01:13:07.4Z,3,REGULAR,freethrow,2 of 2,[],1630198,,,1610612760,77,72,2024-04-04T01:13:07Z,4250000,False,,,0,,I. Joe Free Throw 2 of 2 (9 PTS),[1630198],1610612760.0,OKC,,,,,,,,,,Made,Joe,I. Joe,,,,,,,,,,9.0,,,,,,,,
438,PT04M29.00S,2024-04-04T01:13:24.6Z,3,REGULAR,foul,personal,['2freethrow'],1629652,,,1610612738,77,72,2024-04-04T01:13:34Z,4260000,False,,,0,,L. Dort shooting personal FOUL (2 PF) (Tatum 2 FT),"[1629652, 1628369]",1610612760.0,OKC,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,Dort,L. Dort,,,,,2534.0,2.0,0.0,Tatum,1628369.0,,,,,,,,,
440,PT04M29.00S,2024-04-04T01:13:45.4Z,3,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,78,72,2024-04-04T01:13:45Z,4280000,False,,,0,,J. Tatum Free Throw 1 of 2 (16 PTS),[1628369],1610612738.0,BOS,,,,,,,,,,Made,Tatum,J. Tatum,,,,,,,,,,16.0,,,,,,,,
441,PT04M29.00S,2024-04-04T01:14:07.1Z,3,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,79,72,2024-04-04T01:14:07Z,4290000,False,,,0,,J. Tatum Free Throw 2 of 2 (17 PTS),[1628369],1610612738.0,BOS,,,,,,,,,,Made,Tatum,J. Tatum,,,,,,,,,,17.0,,,,,,,,
442,PT04M13.00S,2024-04-04T01:14:24.0Z,3,REGULAR,turnover,bad pass,[],1641717,,,1610612760,79,72,2024-04-04T01:14:27Z,4300000,False,,,0,,C. Wallace bad pass TURNOVER (1 TO),"[1641717, 1630202]",1610612760.0,OKC,,,,,,,Mid-Range,8-16 Right,,,Wallace,C. Wallace,,,,,,,,,,,,,1.0,,,,Pritchard,1630202.0
443,PT04M13.00S,2024-04-04T01:14:24.0Z,3,REGULAR,steal,,[],1630202,,,1610612738,79,72,2024-04-04T01:14:25Z,4310000,False,,,0,,P. Pritchard STEAL (1 STL),[1630202],1610612738.0,BOS,,,,,,,Mid-Range,8-16 Right,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,
444,PT04M10.00S,2024-04-04T01:14:28.3Z,3,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1630573,10.988830486202366,96.81372549019608,1610612738,82,72,2024-04-04T01:15:18Z,4320000,False,-234.0,51.0,1,left,S. Hauser 3PT running (6 PTS) (J. Tatum 3 AST),"[1630573, 1628369]",1610612738.0,BOS,running,,,,,,Left Corner 3,24+ Left,23.95,Made,Hauser,S. Hauser,,,,,,,,,,6.0,,,,J. Tatum,1628369.0,3.0,,
446,PT04M08.00S,2024-04-04T01:14:34.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,82,72,2024-04-04T01:14:34Z,4340000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT04M08.00S,2024-04-04T01:17:15.1Z,3,REGULAR,substitution,out,[],201950,,,1610612760,82,72,2024-04-04T01:17:53Z,4350000,False,,,0,,SUB out: J. Holiday,[201950],1610612738.0,BOS,,,,,,,,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,
448,PT04M08.00S,2024-04-04T01:17:15.1Z,3,REGULAR,substitution,out,[],1629652,,,1610612760,82,72,2024-04-04T01:17:53Z,4360000,False,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,,,,,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,
449,PT04M08.00S,2024-04-04T01:17:15.1Z,3,REGULAR,substitution,out,[],1641717,,,1610612760,82,72,2024-04-04T01:17:53Z,4370000,False,,,0,,SUB out: C. Wallace,[1641717],1610612760.0,OKC,,,,,,,,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,
450,PT04M08.00S,2024-04-04T01:17:15.1Z,3,REGULAR,substitution,in,[],1627759,,,1610612760,82,72,2024-04-04T01:17:53Z,4380000,False,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,,,,,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,
451,PT04M08.00S,2024-04-04T01:17:15.1Z,3,REGULAR,substitution,in,[],1630598,,,1610612760,82,72,2024-04-04T01:17:53Z,4390000,False,,,0,,SUB in: A. Wiggins,[1630598],1610612760.0,OKC,,,,,,,,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,
452,PT04M08.00S,2024-04-04T01:17:15.1Z,3,REGULAR,substitution,in,[],1629026,,,1610612760,82,72,2024-04-04T01:17:53Z,4400000,False,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,,,,,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,
453,PT04M00.00S,2024-04-04T01:18:08.2Z,3,REGULAR,3pt,Jump Shot,[],1629026,92.9862023653088,96.07843137254902,1610612760,82,75,2024-04-04T01:18:12Z,4410000,False,230.0,13.0,1,right,K. Williams 3PT  (3 PTS) (A. Wiggins 3 AST),"[1629026, 1630598]",1610612760.0,OKC,,,,,,,Right Corner 3,24+ Right,23.08,Made,Williams,K. Williams,,,,,,,,,,3.0,,,,A. Wiggins,1630598.0,3.0,,
455,PT03M43.00S,2024-04-04T01:18:27.6Z,3,REGULAR,foul,personal,['2freethrow'],1630598,,,1610612738,82,75,2024-04-04T01:18:32Z,4430000,False,,,0,,A. Wiggins shooting personal FOUL (3 PF) (Tatum 2 FT),"[1630598, 1628369]",1610612760.0,OKC,shooting,,,,,,In The Paint (Non-RA),8-16 Center,,,Wiggins,A. Wiggins,,,,,2882.0,3.0,0.0,Tatum,1628369.0,,,,,,,,,
457,PT03M43.00S,2024-04-04T01:18:55.1Z,3,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,83,75,2024-04-04T01:18:55Z,4450000,False,,,0,,J. Tatum Free Throw 1 of 2 (18 PTS),[1628369],1610612738.0,BOS,,,,,,,,,,Made,Tatum,J. Tatum,,,,,,,,,,18.0,,,,,,,,
458,PT03M43.00S,2024-04-04T01:18:57.6Z,3,REGULAR,substitution,out,[],201143,,,1610612738,83,75,2024-04-04T01:19:02Z,4460000,False,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,,,,,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,
459,PT03M43.00S,2024-04-04T01:18:57.6Z,3,REGULAR,substitution,out,[],1631119,,,1610612738,83,75,2024-04-04T01:19:02Z,4470000,False,,,0,,SUB out: J. Williams,[1631119],1610612760.0,OKC,,,,,,,,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,
460,PT03M43.00S,2024-04-04T01:18:57.6Z,3,REGULAR,substitution,in,[],204001,,,1610612738,83,75,2024-04-04T01:19:02Z,4480000,False,,,0,,SUB in: K. Porzingis,[204001],1610612738.0,BOS,,,,,,,,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,
461,PT03M43.00S,2024-04-04T01:18:57.6Z,3,REGULAR,substitution,in,[],1631096,,,1610612738,83,75,2024-04-04T01:19:02Z,4490000,False,,,0,,SUB in: C. Holmgren,[1631096],1610612760.0,OKC,,,,,,,,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,
462,PT03M43.00S,2024-04-04T01:19:13.5Z,3,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,84,75,2024-04-04T01:19:13Z,4500000,False,,,0,,J. Tatum Free Throw 2 of 2 (19 PTS),[1628369],1610612738.0,BOS,,,,,,,,,,Made,Tatum,J. Tatum,,,,,,,,,,19.0,,,,,,,,
463,PT03M35.00S,2024-04-04T01:19:26.9Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630573,,,1610612760,84,75,2024-04-04T01:20:02Z,4510000,False,,,0,,S. Hauser shooting personal FOUL (3 PF) (Joe 2 FT),"[1630573, 1630198]",1610612738.0,BOS,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,Hauser,S. Hauser,,,,,2882.0,3.0,0.0,Joe,1630198.0,,,,,,,,,
465,PT03M35.00S,2024-04-04T01:19:51.0Z,3,REGULAR,freethrow,1 of 2,[],1630198,,,1610612760,84,76,2024-04-04T01:20:24Z,4530000,False,,,0,,I. Joe Free Throw 1 of 2 (10 PTS),[1630198],1610612760.0,OKC,,,,,,,,,,Made,Joe,I. Joe,,,,,,,,,,10.0,,,,,,,,
466,PT03M35.00S,2024-04-04T01:19:57.9Z,3,REGULAR,substitution,out,[],1630581,,,1610612760,84,76,2024-04-04T01:20:06Z,4540000,False,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,,,,,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,
467,PT03M35.00S,2024-04-04T01:19:57.9Z,3,REGULAR,substitution,in,[],1629652,,,1610612760,84,76,2024-04-04T01:20:06Z,4550000,False,,,0,,SUB in: L. Dort,[1629652],1610612760.0,OKC,,,,,,,,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,
468,PT03M35.00S,2024-04-04T01:19:51.0Z,3,REGULAR,freethrow,2 of 2,[],1630198,,,1610612760,84,76,2024-04-04T01:20:24Z,4560000,False,,,0,,MISS I. Joe Free Throw 2 of 2,[1630198],1610612760.0,OKC,,,,,,,,,,Missed,Joe,I. Joe,,,,,,,,,,,,,,,,,,
469,PT03M33.00S,2024-04-04T01:19:53.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612760,84,76,2024-04-04T01:20:24Z,4570000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,468.0,,,,,,,,,,,,,,,,,
471,PT03M33.00S,2024-04-04T01:20:37.9Z,3,REGULAR,turnover,bad pass,[],1629026,,,1610612760,84,76,2024-04-04T01:20:48Z,4590000,False,,,0,,K. Williams bad pass TURNOVER (1 TO),"[1629026, 1630202]",1610612760.0,OKC,,,,,,,Above the Break 3,24+ Right Center,,,Williams,K. Williams,,,,,,,,,,,,,1.0,,,,Pritchard,1630202.0
472,PT03M33.00S,2024-04-04T01:20:37.9Z,3,REGULAR,steal,,[],1630202,,,1610612738,84,76,2024-04-04T01:20:39Z,4600000,False,,,0,,P. Pritchard STEAL (2 STL),[1630202],1610612738.0,BOS,,,,,,,Above the Break 3,24+ Right Center,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,
473,PT03M26.00S,2024-04-04T01:20:44.6Z,3,REGULAR,2pt,Jump Shot,"['fastbreak', 'fromturnover']",1630573,20.18725361366623,18.627450980392158,1610612738,84,76,2024-04-04T01:21:53Z,4610000,False,157.0,137.0,1,left,MISS S. Hauser 20' running Shot,[1630573],1610612738.0,BOS,running,,,,,,Mid-Range,16-24 Right Center,20.85,Missed,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,
474,PT03M23.00S,2024-04-04T01:20:47.6Z,3,REGULAR,rebound,offensive,[],1628369,,,1610612738,84,76,2024-04-04T01:21:53Z,4620000,False,,,0,,J. Tatum REBOUND (Off:3 Def:4),[1628369],1610612738.0,BOS,,,,,,,Mid-Range,16-24 Right Center,,,Tatum,J. Tatum,473.0,7.0,4.0,3.0,,,,,,,,,,,,,,
475,PT03M15.00S,2024-04-04T01:20:52.8Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1628369,7.5722733245729295,95.58823529411765,1610612738,87,76,2024-04-04T01:20:58Z,4630000,False,-228.0,19.0,1,left,J. Tatum 3PT  (22 PTS),[1628369],1610612738.0,BOS,,,,,,,Left Corner 3,24+ Left,22.87,Made,Tatum,J. Tatum,,,,,,,,,,22.0,,,,,,,,
476,PT02M56.00S,2024-04-04T01:21:12.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630598,92.85479632063075,42.15686274509804,1610612760,87,76,2024-04-04T01:21:31Z,4640000,False,-39.0,15.0,1,right,MISS A. Wiggins driving Layup,[1630598],1610612760.0,OKC,driving,,,,,,Restricted Area,0-8 Center,4.19,Missed,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,
478,PT02M53.00S,2024-04-04T01:21:15.1Z,3,REGULAR,rebound,defensive,[],204001,,,1610612738,87,76,2024-04-04T01:21:31Z,4660000,False,,,0,,K. Porzingis REBOUND (Off:3 Def:7),[204001],1610612738.0,BOS,,,,,,,Restricted Area,0-8 Center,,,Porzingis,K. Porzingis,476.0,10.0,7.0,3.0,,,,,,,,,,,,,,
479,PT02M38.00S,2024-04-04T01:21:30.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],204001,8.623521681997373,54.90196078431373,1610612738,89,76,2024-04-04T01:21:34Z,4670000,False,-25.0,29.0,1,left,K. Porzingis driving Layup (21 PTS),[204001],1610612738.0,BOS,driving,,,,,,Restricted Area,0-8 Center,3.77,Made,Porzingis,K. Porzingis,,,,,,,,,,21.0,,,,,,,,
480,PT02M25.00S,2024-04-04T01:21:46.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627759,,,1610612760,89,76,2024-04-04T01:21:55Z,4680000,False,,,0,,J. Brown shooting personal FOUL (2 PF) (Dort 2 FT),"[1627759, 1629652]",1610612738.0,BOS,shooting,,,,,,Restricted Area,0-8 Center,,,Brown,J. Brown,,,,,2534.0,2.0,0.0,Dort,1629652.0,,,,,,,,,
482,PT02M25.00S,2024-04-04T01:22:14.1Z,3,REGULAR,freethrow,1 of 2,[],1629652,,,1610612760,89,77,2024-04-04T01:22:14Z,4700000,False,,,0,,L. Dort Free Throw 1 of 2 (14 PTS),[1629652],1610612760.0,OKC,,,,,,,,,,Made,Dort,L. Dort,,,,,,,,,,14.0,,,,,,,,
483,PT02M25.00S,2024-04-04T01:22:16.6Z,3,REGULAR,substitution,out,[],1630598,,,1610612760,89,77,2024-04-04T01:22:20Z,4710000,False,,,0,,SUB out: A. Wiggins,[1630598],1610612760.0,OKC,,,,,,,,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,
484,PT02M25.00S,2024-04-04T01:22:16.6Z,3,REGULAR,substitution,in,[],202330,,,1610612760,89,77,2024-04-04T01:22:20Z,4720000,False,,,0,,SUB in: G. Hayward,[202330],1610612760.0,OKC,,,,,,,,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,
485,PT02M25.00S,2024-04-04T01:22:36.5Z,3,REGULAR,freethrow,2 of 2,[],1629652,,,1610612760,89,78,2024-04-04T01:22:36Z,4730000,False,,,0,,L. Dort Free Throw 2 of 2 (15 PTS),[1629652],1610612760.0,OKC,,,,,,,,,,Made,Dort,L. Dort,,,,,,,,,,15.0,,,,,,,,
486,PT02M10.00S,2024-04-04T01:22:55.1Z,3,REGULAR,3pt,Jump Shot,[],1630202,34.90473061760841,54.41176470588235,1610612738,89,78,2024-04-04T01:23:02Z,4740000,False,-22.0,276.0,1,left,MISS P. Pritchard 27' 3PT,[1630202],1610612738.0,BOS,,,,,,,Above the Break 3,24+ Center,27.65,Missed,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,
487,PT02M08.00S,2024-04-04T01:22:57.1Z,3,REGULAR,rebound,defensive,[],1631096,,,1610612760,89,78,2024-04-04T01:23:02Z,4750000,False,,,0,,C. Holmgren REBOUND (Off:1 Def:6),[1631096],1610612760.0,OKC,,,,,,,Above the Break 3,24+ Center,,,Holmgren,C. Holmgren,486.0,7.0,6.0,1.0,,,,,,,,,,,,,,
488,PT01M58.00S,2024-04-04T01:23:06.8Z,3,REGULAR,3pt,Jump Shot,[],1630198,69.72733245729303,16.42156862745098,1610612760,89,81,2024-04-04T01:23:11Z,4760000,False,-168.0,232.0,1,right,I. Joe 28' 3PT  (13 PTS) (C. Holmgren 2 AST),"[1630198, 1631096]",1610612760.0,OKC,,,,,,,Above the Break 3,24+ Left Center,28.65,Made,Joe,I. Joe,,,,,,,,,,13.0,,,,C. Holmgren,1631096.0,2.0,,
490,PT01M36.00S,2024-04-04T01:23:28.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204001,16.63929040735874,44.36274509803921,1610612738,91,81,2024-04-04T01:23:32Z,4780000,False,28.0,104.0,1,left,K. Porzingis 10' turnaround Jump Shot (23 PTS),[204001],1610612738.0,BOS,turnaround,,,,,,In The Paint (Non-RA),8-16 Center,10.77,Made,Porzingis,K. Porzingis,,,,,,,,,,23.0,,,,,,,,
491,PT01M18.00S,2024-04-04T01:23:47.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629026,93.24901445466492,52.69607843137255,1610612760,91,83,2024-04-04T01:23:51Z,4790000,False,13.0,11.0,1,right,K. Williams driving reverse Layup (5 PTS) (G. Hayward 2 AST),"[1629026, 202330]",1610612760.0,OKC,driving reverse,,,,,,Restricted Area,0-8 Center,1.74,Made,Williams,K. Williams,,,,,,,,,,5.0,,,,G. Hayward,202330.0,2.0,,
493,PT01M01.00S,2024-04-04T01:24:08.1Z,3,REGULAR,turnover,out-of-bounds,[],1627759,,,1610612738,91,83,2024-04-04T01:24:14Z,4810000,False,,,0,,J. Brown lost ball out-of-bounds TURNOVER (5 TO),[1627759],1610612738.0,BOS,lost ball,,,,,,Above the Break 3,24+ Left Center,,,Brown,J. Brown,,,,,2882.0,,,,,,,,5.0,,,,,
494,PT00M50.40S,2024-04-04T01:24:24.8Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202330,90.29648488830486,58.49800857843137,1610612760,91,83,2024-04-04T01:24:35Z,4820000,False,42.0,39.0,1,right,MISS G. Hayward driving floating Shot,[202330],1610612760.0,OKC,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,5.75,Missed,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,
495,PT00M49.40S,2024-04-04T01:24:25.8Z,3,REGULAR,rebound,defensive,[],1630573,,,1610612738,91,83,2024-04-04T01:24:35Z,4830000,False,,,0,,S. Hauser REBOUND (Off:0 Def:2),[1630573],1610612738.0,BOS,,,,,,,In The Paint (Non-RA),0-8 Center,,,Hauser,S. Hauser,494.0,2.0,2.0,0.0,,,,,,,,,,,,,,
496,PT00M29.80S,2024-04-04T01:24:45.9Z,3,REGULAR,3pt,Jump Shot,[],1630573,14.931011826544022,1.9607843137254901,1610612738,91,83,2024-04-04T01:24:53Z,4840000,False,240.0,88.0,1,left,MISS S. Hauser 25' 3PT,[1630573],1610612738.0,BOS,,,,,,,Right Corner 3,24+ Right,25.58,Missed,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,
497,PT00M27.20S,2024-04-04T01:24:48.5Z,3,REGULAR,rebound,defensive,[],1630198,,,1610612760,91,83,2024-04-04T01:24:53Z,4850000,False,,,0,,I. Joe REBOUND (Off:0 Def:3),[1630198],1610612760.0,OKC,,,,,,,Right Corner 3,24+ Right,,,Joe,I. Joe,496.0,3.0,3.0,0.0,,,,,,,,,,,,,,
498,PT00M18.40S,2024-04-04T01:24:59.8Z,3,REGULAR,turnover,traveling,[],1631096,,,1610612760,91,83,2024-04-04T01:25:05Z,4860000,False,,,0,,C. Holmgren traveling TURNOVER (1 TO),[1631096],1610612760.0,OKC,,,,,,,In The Paint (Non-RA),0-8 Center,,,Holmgren,C. Holmgren,,,,,2534.0,,,,,,,,1.0,,,,,
499,PT00M18.40S,2024-04-04T01:25:12.4Z,3,REGULAR,substitution,out,[],1630198,,,1610612738,91,83,2024-04-04T01:25:15Z,4870000,False,,,0,,SUB out: I. Joe,[1630198],1610612760.0,OKC,,,,,,,,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,
500,PT00M18.40S,2024-04-04T01:25:12.4Z,3,REGULAR,substitution,in,[],1641717,,,1610612738,91,83,2024-04-04T01:25:15Z,4880000,False,,,0,,SUB in: C. Wallace,[1641717],1610612760.0,OKC,,,,,,,,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,
501,PT00M06.40S,2024-04-04T01:25:35.9Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629652,,,1610612738,91,83,2024-04-04T01:25:43Z,4890000,False,,,0,,L. Dort personal FOUL (3 PF) (Tatum 2 FT),"[1629652, 1628369]",1610612760.0,OKC,,,,,,,Above the Break 3,24+ Right Center,,,Dort,L. Dort,,,,,1627963.0,3.0,0.0,Tatum,1628369.0,,,,,,,,,
503,PT00M06.40S,2024-04-04T01:26:02.5Z,3,REGULAR,timeout,full,['team'],0,,,1610612738,91,83,2024-04-04T01:26:02Z,4910000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,PT00M06.40S,2024-04-04T01:28:02.6Z,3,REGULAR,substitution,out,[],204001,,,1610612738,91,83,2024-04-04T01:28:16Z,4930000,False,,,0,,SUB out: K. Porzingis,[204001],1610612738.0,BOS,,,,,,,,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,
506,PT00M06.40S,2024-04-04T01:28:02.6Z,3,REGULAR,substitution,out,[],1629026,,,1610612738,91,83,2024-04-04T01:28:16Z,4940000,False,,,0,,SUB out: K. Williams,[1629026],1610612760.0,OKC,,,,,,,,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,
507,PT00M06.40S,2024-04-04T01:28:02.6Z,3,REGULAR,substitution,out,[],1641717,,,1610612738,91,83,2024-04-04T01:28:16Z,4950000,False,,,0,,SUB out: C. Wallace,[1641717],1610612760.0,OKC,,,,,,,,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,
508,PT00M06.40S,2024-04-04T01:28:02.6Z,3,REGULAR,substitution,in,[],201950,,,1610612738,91,83,2024-04-04T01:28:16Z,4960000,False,,,0,,SUB in: J. Holiday,[201950],1610612738.0,BOS,,,,,,,,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,
509,PT00M06.40S,2024-04-04T01:28:02.6Z,3,REGULAR,substitution,in,[],1630581,,,1610612738,91,83,2024-04-04T01:28:16Z,4970000,False,,,0,,SUB in: J. Giddey,[1630581],1610612760.0,OKC,,,,,,,,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,
510,PT00M06.40S,2024-04-04T01:28:02.6Z,3,REGULAR,substitution,in,[],1630198,,,1610612738,91,83,2024-04-04T01:28:16Z,4980000,False,,,0,,SUB in: I. Joe,[1630198],1610612760.0,OKC,,,,,,,,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,
511,PT00M06.40S,2024-04-04T01:28:28.6Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1628369,,,1610612738,92,83,2024-04-04T01:28:28Z,4990000,False,,,0,,J. Tatum Free Throw 1 of 2 (23 PTS),[1628369],1610612738.0,BOS,,,,,,,,,,Made,Tatum,J. Tatum,,,,,,,,,,23.0,,,,,,,,
512,PT00M06.40S,2024-04-04T01:28:44.5Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1628369,,,1610612738,93,83,2024-04-04T01:28:44Z,5000000,False,,,0,,J. Tatum Free Throw 2 of 2 (24 PTS),[1628369],1610612738.0,BOS,,,,,,,,,,Made,Tatum,J. Tatum,,,,,,,,,,24.0,,,,,,,,
