actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal
20,PT11M29.00S,2024-01-06T00:11:49.2Z,1,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,0,0,2024-01-06T00:11:49Z,200000,False,,,0,,MISS J. Tatum Free Throw 1 of 2,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
21,PT11M29.00S,2024-01-06T00:11:49.2Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,0,0,2024-01-06T00:11:49Z,210000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,
22,PT11M29.00S,2024-01-06T00:12:04.6Z,1,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,1,0,2024-01-06T00:12:04Z,220000,False,,,0,,J. Tatum Free Throw 2 of 2 (1 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,Made,,,,,,,,,,,,1.0,,,
23,PT11M14.00S,2024-01-06T00:12:22.4Z,1,REGULAR,foul,offensive,[],1631323,,,1610612762,1,0,2024-01-06T00:12:34Z,230000,False,,,0,,S. Fontecchio charge offensive FOUL (1 PF),"[1631323, 1627759]",1610612762.0,UTA,charge,,,Fontecchio,S. Fontecchio,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,203591.0,1.0,0.0,Brown,1627759.0,,,,
25,PT11M14.00S,2024-01-06T00:12:22.4Z,1,REGULAR,turnover,offensive foul,[],1631323,,,1610612762,1,0,2024-01-06T00:12:22Z,250000,False,,,0,,S. Fontecchio offensive foul TURNOVER (1 TO),[1631323],1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,In The Paint (Non-RA),0-8 Center,1.0,,,,,,,,,,,203591.0,,,,,,,,
26,PT11M04.00S,2024-01-06T00:12:53.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628401,32.933639947437584,24.264705882352942,1610612738,4,0,2024-01-06T00:12:59Z,260000,False,129.0,257.0,1,left,D. White 28' 3PT  (3 PTS) (J. Tatum 1 AST),"[1628401, 1628369]",1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Right Center,,,,28.75,Made,,,,,,,,,,,,3.0,J. Tatum,1628369.0,1.0
28,PT10M51.00S,2024-01-06T00:13:05.7Z,1,REGULAR,3pt,Jump Shot,[],1628374,76.82325886990802,7.107843137254902,1610612762,4,0,2024-01-06T00:13:12Z,280000,False,-214.0,165.0,1,right,MISS L. Markkanen 27' 3PT,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Left Center,,,,27.09,Missed,,,,,,,,,,,,,,,
29,PT10M49.00S,2024-01-06T00:13:07.7Z,1,REGULAR,rebound,defensive,[],204001,,,1610612738,4,0,2024-01-06T00:13:12Z,290000,False,,,0,,K. Porzingis REBOUND (Off:0 Def:2),[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Left Center,,,,,,,,28.0,2.0,2.0,0.0,,,,,,,,,
30,PT10M34.00S,2024-01-06T00:13:23.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],204001,10.463206307490145,44.11764705882353,1610612738,6,0,2024-01-06T00:13:29Z,300000,False,29.0,46.0,1,left,K. Porzingis cutting Layup (2 PTS) (J. Tatum 2 AST),"[204001, 1628369]",1610612738.0,BOS,cutting,,,Porzingis,K. Porzingis,,,,,In The Paint (Non-RA),0-8 Center,,,,5.45,Made,,,,,,,,,,,,2.0,J. Tatum,1628369.0,2.0
32,PT10M22.00S,2024-01-06T00:13:34.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631323,91.40932982917214,50.73529411764706,1610612762,6,0,2024-01-06T00:13:39Z,320000,False,4.0,28.0,1,right,MISS S. Fontecchio driving Layup,[1631323],1610612762.0,UTA,driving,,,Fontecchio,S. Fontecchio,,,,,Restricted Area,0-8 Center,,,,2.85,Missed,,,,,,,,,,,,,,,
33,PT10M21.00S,2024-01-06T00:13:35.7Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,6,0,2024-01-06T00:13:39Z,330000,False,,,0,,J. Brown REBOUND (Off:0 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,,,,,32.0,1.0,1.0,0.0,,,,,,,,,
34,PT10M13.00S,2024-01-06T00:13:44.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],201950,7.966491458607096,49.50980392156863,1610612738,8,0,2024-01-06T00:13:49Z,340000,False,2.0,22.0,1,left,J. Holiday driving DUNK (2 PTS),[201950],1610612738.0,BOS,driving,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,,,,2.25,Made,,,,,,,,,,,,2.0,,,
35,PT10M00.00S,2024-01-06T00:13:56.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627739,93.51182654402102,57.107843137254896,1610612762,8,0,2024-01-06T00:14:02Z,350000,False,36.0,8.0,1,right,MISS K. Dunn turnaround Shot,[1627739],1610612762.0,UTA,turnaround,,,Dunn,K. Dunn,,,,,Restricted Area,0-8 Center,,,,3.65,Missed,,,,,,,,,,,,,,,
36,PT09M58.00S,2024-01-06T00:13:58.9Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,8,0,2024-01-06T00:14:02Z,360000,False,,,0,,J. Tatum REBOUND (Off:0 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,,,,,35.0,1.0,1.0,0.0,,,,,,,,,
41,PT09M42.00S,2024-01-06T00:14:31.3Z,1,REGULAR,2pt,Jump Shot,[],1627759,21.76412614980289,53.67647058823529,1610612738,10,0,2024-01-06T00:15:09Z,410000,False,-18.0,152.0,1,left,J. Brown 15' turnaround fadeaway Jump Shot (2 PTS),[1627759],1610612738.0,BOS,turnaround fadeaway,,,Brown,J. Brown,,,,,Mid-Range,8-16 Center,,,,15.32,Made,,,,,,,,,,,,2.0,,,
42,PT09M28.00S,2024-01-06T00:14:45.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629012,93.9060446780552,55.63725490196079,1610612762,10,0,2024-01-06T00:14:49Z,420000,False,28.0,5.0,1,right,MISS C. Sexton driving Layup,[1629012],1610612762.0,UTA,driving,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,,,,2.86,Missed,,,,,,,,,,,,,,,
43,PT09M26.00S,2024-01-06T00:14:47.1Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,10,0,2024-01-06T00:14:49Z,430000,False,,,0,,J. Tatum REBOUND (Off:0 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,,,,,42.0,2.0,2.0,0.0,,,,,,,,,
44,PT09M22.00S,2024-01-06T00:14:50.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201950,8.886333771353483,2.450980392156863,1610612738,10,0,2024-01-06T00:16:13Z,440000,False,238.0,31.0,1,left,MISS J. Holiday running 3PT,[201950],1610612738.0,BOS,running,,,Holiday,J. Holiday,,,,,Right Corner 3,24+ Right,,,,23.97,Missed,,,,,,,,,,,,,,,
45,PT09M19.00S,2024-01-06T00:14:53.6Z,1,REGULAR,rebound,defensive,[],1627739,,,1610612762,10,0,2024-01-06T00:14:57Z,450000,False,,,0,,K. Dunn REBOUND (Off:0 Def:1),[1627739],1610612762.0,UTA,,,,Dunn,K. Dunn,,,,,Right Corner 3,24+ Right,,,,,,,,44.0,1.0,1.0,0.0,,,,,,,,,
46,PT09M17.00S,2024-01-06T00:14:56.9Z,1,REGULAR,foul,personal,['2freethrow'],204001,,,1610612762,10,0,2024-01-06T00:15:13Z,460000,False,,,0,,K. Porzingis shooting personal FOUL (1 PF) (Sexton 2 FT),"[204001, 1629012]",1610612738.0,BOS,shooting,,,Porzingis,K. Porzingis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,1627534.0,1.0,0.0,Sexton,1629012.0,,,,
48,PT09M17.00S,2024-01-06T00:15:25.4Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1629012,,,1610612762,10,1,2024-01-06T00:15:25Z,480000,False,,,0,,C. Sexton Free Throw 1 of 2 (1 PTS),[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,Made,,,,,,,,,,,,1.0,,,
49,PT09M17.00S,2024-01-06T00:15:25.4Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1629012,,,1610612762,10,2,2024-01-06T00:16:53Z,490000,False,,,0,,C. Sexton Free Throw 2 of 2 (2 PTS),[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,Made,,,,,,,,,,,,2.0,,,
50,PT09M04.00S,2024-01-06T00:15:54.2Z,1,REGULAR,3pt,Jump Shot,[],1628369,33.065045992115635,29.166666666666668,1610612738,10,2,2024-01-06T00:15:59Z,500000,False,104.0,258.0,1,left,MISS J. Tatum 27' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,,27.85,Missed,,,,,,,,,,,,,,,
51,PT09M01.00S,2024-01-06T00:15:57.2Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612762,10,2,2024-01-06T00:15:59Z,510000,False,,,0,,J. Collins REBOUND (Off:0 Def:1),[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Right Center,,,,,,,,50.0,1.0,1.0,0.0,,,,,,,,,
52,PT08M55.00S,2024-01-06T00:16:03.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629012,79.188567674113,6.372549019607843,1610612762,10,2,2024-01-06T00:17:51Z,520000,False,-218.0,143.0,1,right,MISS C. Sexton 26' running 3PT,[1629012],1610612762.0,UTA,running,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Left Center,,,,26.09,Missed,,,,,,,,,,,,,,,
53,PT08M53.00S,2024-01-06T00:16:05.0Z,1,REGULAR,rebound,defensive,[],1628401,,,1610612738,10,2,2024-01-06T00:16:07Z,530000,False,,,0,,D. White REBOUND (Off:0 Def:1),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Left Center,,,,,,,,52.0,1.0,1.0,0.0,,,,,,,,,
54,PT08M45.00S,2024-01-06T00:16:13.9Z,1,REGULAR,3pt,Jump Shot,[],204001,30.831143232588698,22.794117647058822,1610612738,10,2,2024-01-06T00:16:27Z,540000,False,136.0,237.0,1,left,MISS K. Porzingis 27' 3PT,[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Right Center,,,,27.35,Missed,,,,,,,,,,,,,,,
55,PT08M42.00S,2024-01-06T00:16:16.9Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612762,10,2,2024-01-06T00:16:27Z,550000,False,,,0,,J. Collins REBOUND (Off:0 Def:2),[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Right Center,,,,,,,,54.0,2.0,2.0,0.0,,,,,,,,,
56,PT08M29.00S,2024-01-06T00:16:28.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628381,88.38699080157687,35.78431372549019,1610612762,10,2,2024-01-06T00:16:36Z,560000,False,-71.0,57.0,1,right,MISS J. Collins 9' turnaround Shot,[1628381],1610612762.0,UTA,turnaround,,,Collins,J. Collins,,,,,In The Paint (Non-RA),8-16 Left,,,,9.09,Missed,,,,,,,,,,,,,,,
57,PT08M27.00S,2024-01-06T00:16:30.9Z,1,REGULAR,rebound,defensive,[],1628401,,,1610612738,10,2,2024-01-06T00:16:36Z,570000,False,,,0,,D. White REBOUND (Off:0 Def:2),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,56.0,2.0,2.0,0.0,,,,,,,,,
58,PT08M23.00S,2024-01-06T00:16:38.0Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627759,9.017739816031538,53.431372549019606,1610612738,12,2,2024-01-06T00:17:01Z,580000,False,-17.0,32.0,1,left,J. Brown running reverse Layup (4 PTS),[1627759],1610612738.0,BOS,running reverse,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,3.66,Made,,,,,,,,,,,,4.0,,,
59,PT08M21.00S,2024-01-06T00:16:46.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,12,2,2024-01-06T00:16:46Z,590000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT08M21.00S,2024-01-06T00:19:02.5Z,1,REGULAR,substitution,out,[],1628381,,,1610612762,12,2,2024-01-06T00:19:26Z,600000,False,,,0,,SUB out: J. Collins,[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT08M21.00S,2024-01-06T00:19:02.5Z,1,REGULAR,substitution,in,[],1631117,,,1610612762,12,2,2024-01-06T00:19:26Z,610000,False,,,0,,SUB in: W. Kessler,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT07M59.00S,2024-01-06T00:19:54.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628374,93.64323258869908,48.03921568627451,1610612762,12,4,2024-01-06T00:20:00Z,620000,False,-10.0,7.0,1,right,L. Markkanen driving DUNK (2 PTS) (K. Dunn 1 AST),"[1628374, 1627739]",1610612762.0,UTA,driving,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,,,,1.22,Made,,,,,,,,,,,,2.0,K. Dunn,1627739.0,1.0
64,PT07M49.00S,2024-01-06T00:20:04.9Z,1,REGULAR,2pt,Jump Shot,[],1628369,20.844283837056505,36.76470588235294,1610612738,12,4,2024-01-06T00:20:15Z,640000,False,66.0,143.0,1,left,MISS J. Tatum 15' turnaround fadeaway Shot,[1628369],1610612738.0,BOS,turnaround fadeaway,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Center,,,,15.79,Missed,,,,,,,,,,,,,,,
65,PT07M46.00S,2024-01-06T00:20:07.9Z,1,REGULAR,rebound,defensive,[],1629012,,,1610612762,12,4,2024-01-06T00:20:15Z,650000,False,,,0,,C. Sexton REBOUND (Off:0 Def:1),[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,Mid-Range,8-16 Center,,,,,,,,64.0,1.0,1.0,0.0,,,,,,,,,
66,PT07M37.00S,2024-01-06T00:20:15.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629012,90.75229960578186,47.549019607843135,1610612762,12,6,2024-01-06T00:20:20Z,660000,False,-12.0,34.0,1,right,C. Sexton driving Layup (4 PTS) (S. Fontecchio 1 AST),"[1629012, 1631323]",1610612762.0,UTA,driving,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,,,,3.65,Made,,,,,,,,,,,,4.0,S. Fontecchio,1631323.0,1.0
67,PT07M28.00S,2024-01-06T00:20:25.5Z,1,REGULAR,3pt,Jump Shot,[],1628369,11.12023653088042,3.1862745098039214,1610612738,15,6,2024-01-06T00:20:31Z,670000,False,234.0,52.0,1,left,J. Tatum 3PT  (4 PTS) (K. Porzingis 1 AST),"[1628369, 204001]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Right Corner 3,24+ Right,,,,23.98,Made,,,,,,,,,,,,4.0,K. Porzingis,204001.0,1.0
69,PT07M07.00S,2024-01-06T00:20:46.8Z,1,REGULAR,3pt,Jump Shot,[],1631323,83.13074901445466,3.1862745098039214,1610612762,15,6,2024-01-06T00:20:52Z,690000,False,-234.0,106.0,1,right,MISS S. Fontecchio 25' 3PT,[1631323],1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,Above the Break 3,24+ Left Center,,,,25.7,Missed,,,,,,,,,,,,,,,
70,PT07M03.00S,2024-01-06T00:20:50.8Z,1,REGULAR,rebound,offensive,[],1627739,,,1610612762,15,6,2024-01-06T00:58:27Z,700000,False,,,0,,K. Dunn REBOUND (Off:1 Def:1),[1627739],1610612762.0,UTA,,,,Dunn,K. Dunn,,,,,Above the Break 3,24+ Left Center,,,,,,,,69.0,2.0,1.0,1.0,,,,,,,,,
71,PT06M59.00S,2024-01-06T00:20:54.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629012,94.1688567674113,45.09803921568628,1610612762,15,8,2024-01-06T00:23:36Z,710000,False,-25.0,2.0,1,right,C. Sexton cutting Layup (6 PTS) (L. Markkanen 1 AST),"[1629012, 1628374]",1610612762.0,UTA,cutting,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,,,,2.46,Made,,,,,,,,,,,,6.0,L. Markkanen,1628374.0,1.0
73,PT06M44.00S,2024-01-06T00:21:13.4Z,1,REGULAR,foul,personal,[],1629012,,,1610612738,15,8,2024-01-06T00:21:21Z,730000,False,,,0,,C. Sexton personal FOUL (1 PF),"[1629012, 1628369]",1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1627534.0,1.0,0.0,Tatum,1628369.0,,,,
75,PT06M44.00S,2024-01-06T00:21:20.8Z,1,REGULAR,substitution,out,[],1628369,,,1610612738,15,8,2024-01-06T00:21:35Z,750000,False,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M44.00S,2024-01-06T00:21:20.8Z,1,REGULAR,substitution,out,[],201950,,,1610612738,15,8,2024-01-06T00:21:35Z,760000,False,,,0,,SUB out: J. Holiday,[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M44.00S,2024-01-06T00:21:20.8Z,1,REGULAR,substitution,out,[],1629012,,,1610612738,15,8,2024-01-06T00:21:35Z,770000,False,,,0,,SUB out: C. Sexton,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M44.00S,2024-01-06T00:21:20.8Z,1,REGULAR,substitution,out,[],1627739,,,1610612738,15,8,2024-01-06T00:21:35Z,780000,False,,,0,,SUB out: K. Dunn,[1627739],1610612762.0,UTA,,,,Dunn,K. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M44.00S,2024-01-06T00:21:20.8Z,1,REGULAR,substitution,in,[],1630573,,,1610612738,15,8,2024-01-06T00:21:35Z,790000,False,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M44.00S,2024-01-06T00:21:20.8Z,1,REGULAR,substitution,in,[],1629052,,,1610612738,15,8,2024-01-06T00:21:35Z,800000,False,,,0,,SUB in: O. Brissett,[1629052],1610612738.0,BOS,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT06M44.00S,2024-01-06T00:21:20.8Z,1,REGULAR,substitution,in,[],203903,,,1610612738,15,8,2024-01-06T00:21:35Z,810000,False,,,0,,SUB in: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT06M44.00S,2024-01-06T00:21:20.8Z,1,REGULAR,substitution,in,[],1641718,,,1610612738,15,8,2024-01-06T00:21:35Z,820000,False,,,0,,SUB in: K. George,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT06M44.00S,2024-01-06T00:21:41.8Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612738,15,8,2024-01-06T00:21:47Z,830000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,1627534.0,,,,,,,,
84,PT06M41.00S,2024-01-06T00:21:48.0Z,1,REGULAR,3pt,Jump Shot,[],1627759,24.917871222076215,90.68627450980392,1610612738,15,8,2024-01-06T00:21:55Z,840000,False,-203.0,182.0,1,left,MISS J. Brown 27' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,,,,27.27,Missed,,,,,,,,,,,,,,,
85,PT06M37.00S,2024-01-06T00:21:52.0Z,1,REGULAR,rebound,defensive,[],203903,,,1610612762,15,8,2024-01-06T00:21:55Z,850000,False,,,0,,J. Clarkson REBOUND (Off:0 Def:1),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Left Center,,,,,,,,84.0,1.0,1.0,0.0,,,,,,,,,
