actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,pointsTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,turnoverTotal,stealPlayerName,stealPersonId,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
340,PT10M02.00S,2023-12-09T01:55:57.5Z,3,REGULAR,3pt,Jump Shot,[],1628978,92.9862023653088,95.83333333333334,1610612752,77,70,2023-12-09T01:56:04Z,3360000,False,229.0,13.0,1,right,D. DiVincenzo 3PT  (6 PTS) (R. Barrett 3 AST),"[1628978, 1629628]",1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Right Corner 3,24+ Right,22.96,Made,,6.0,,,,R. Barrett,1629628.0,3.0,,,,,,,,,,
342,PT09M52.00S,2023-12-09T01:56:19.2Z,3,REGULAR,foul,personal,[],1628973,,,1610612738,77,70,2023-12-09T01:56:35Z,3380000,False,,,0,,J. Brunson personal FOUL (1 PF),"[1628973, 204001]",1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,1151.0,1.0,0.0,,,,Porzingis,204001.0,,
344,PT09M44.00S,2023-12-09T01:56:40.4Z,3,REGULAR,2pt,Jump Shot,[],1627759,12.352168199737187,70.36611519607843,1610612738,79,70,2023-12-09T01:56:48Z,3400000,False,-102.0,64.0,1,left,J. Brown 12' fadeaway bank Jump Shot (7 PTS),[1627759],1610612738.0,BOS,fadeaway bank,,,Brown,J. Brown,,,,,Mid-Range,8-16 Left,12.0,Made,,7.0,,,,,,,,,,,,,,,,
346,PT09M30.00S,2023-12-09T01:56:53.3Z,3,REGULAR,3pt,Jump Shot,[],1628973,67.49342969776609,35.294117647058826,1610612752,79,70,2023-12-09T01:56:59Z,3420000,False,-74.0,253.0,1,right,MISS J. Brunson 26' pullup 3PT,[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Center,26.36,Missed,,,,,,,,,,,,,,,,,,
347,PT09M29.00S,2023-12-09T01:56:54.3Z,3,REGULAR,rebound,defensive,[],1628401,,,1610612738,79,70,2023-12-09T01:56:59Z,3430000,False,,,0,,D. White REBOUND (Off:1 Def:1),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Center,,,346.0,,2.0,1.0,1.0,,,,,,,,,,,,,
348,PT09M23.00S,2023-12-09T01:57:04.0Z,3,REGULAR,foul,personal,['2freethrow'],1628392,,,1610612738,79,70,2023-12-09T01:57:22Z,3440000,False,,,0,,I. Hartenstein shooting personal FOUL (3 PF) (Porzingis 2 FT),"[1628392, 204001]",1610612752.0,NYK,shooting,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1626301.0,3.0,0.0,,,,Porzingis,204001.0,,
350,PT09M23.00S,2023-12-09T01:57:32.0Z,3,REGULAR,freethrow,1 of 2,[],204001,,,1610612738,80,70,2023-12-09T01:57:32Z,3460000,False,,,0,,K. Porzingis Free Throw 1 of 2 (20 PTS),[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,,,,Made,,20.0,,,,,,,,,,,,,,,,
351,PT09M23.00S,2023-12-09T01:57:49.9Z,3,REGULAR,freethrow,2 of 2,[],204001,,,1610612738,81,70,2023-12-09T01:57:49Z,3470000,False,,,0,,K. Porzingis Free Throw 2 of 2 (21 PTS),[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,,,,Made,,21.0,,,,,,,,,,,,,,,,
352,PT09M06.00S,2023-12-09T01:58:10.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,91.27792378449409,38.970588235294116,1610612752,81,70,2023-12-09T01:58:20Z,3480000,False,-55.0,29.0,1,right,MISS R. Barrett 6' driving Layup,[1629628],1610612752.0,NYK,driving,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),0-8 Center,6.25,Missed,,,,,,,,,,,,,,,,,,
353,PT09M05.00S,2023-12-09T01:58:13.9Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612738,81,70,2023-12-09T01:58:13Z,3490000,False,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,352.0,,,,,,,,,,,,,,,,,
354,PT09M05.00S,2023-12-09T01:58:16.3Z,3,REGULAR,foul,personal,[],1628392,,,1610612738,81,70,2023-12-09T01:58:27Z,3500000,False,,,0,,I. Hartenstein loose ball personal FOUL (4 PF),"[1628392, 204001]",1610612752.0,NYK,loose ball,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1626301.0,4.0,0.0,,,,Porzingis,204001.0,,
356,PT08M48.00S,2023-12-09T01:58:44.2Z,3,REGULAR,turnover,bad pass,[],1627759,,,1610612738,81,70,2023-12-09T01:58:48Z,3520000,False,,,0,,J. Brown bad pass TURNOVER (1 TO),"[1627759, 1628973]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,1.0,Brunson,1628973.0,,,,
357,PT08M48.00S,2023-12-09T01:58:44.2Z,3,REGULAR,steal,,[],1628973,,,1610612752,81,70,2023-12-09T01:59:44Z,3530000,False,,,0,,J. Brunson STEAL (1 STL),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
358,PT08M46.00S,2023-12-09T01:58:47.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628973,92.9862023653088,50.98039215686274,1610612752,81,72,2023-12-09T01:58:51Z,3540000,False,5.0,13.0,1,right,J. Brunson running Layup (12 PTS) (I. Hartenstein 3 AST),"[1628973, 1628392]",1610612752.0,NYK,running,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,1.43,Made,,12.0,,,,I. Hartenstein,1628392.0,3.0,,,,,,,,,,
360,PT08M24.00S,2023-12-09T01:59:09.0Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628401,9.280551905387648,47.794117647058826,1610612738,83,72,2023-12-09T01:59:12Z,3560000,False,11.0,35.0,1,left,D. White driving DUNK (18 PTS),[1628401],1610612738.0,BOS,driving,,,White,D. White,,,,,Restricted Area,0-8 Center,3.64,Made,,18.0,,,,,,,,,,,,,,,,
361,PT08M17.00S,2023-12-09T01:59:19.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,83,72,2023-12-09T01:59:19Z,3570000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,PT08M17.00S,2023-12-09T02:01:42.2Z,3,REGULAR,substitution,out,[],1628392,,,1610612752,83,72,2023-12-09T02:01:50Z,3580000,False,,,0,,SUB out: I. Hartenstein,[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
363,PT08M17.00S,2023-12-09T02:01:42.2Z,3,REGULAR,substitution,in,[],1629011,,,1610612752,83,72,2023-12-09T02:01:50Z,3590000,False,,,0,,SUB in: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
364,PT08M09.00S,2023-12-09T02:02:18.5Z,3,REGULAR,3pt,Jump Shot,[],1628978,77.4802890932983,7.107843137254902,1610612752,83,72,2023-12-09T02:02:24Z,3600000,False,-214.0,159.0,1,right,MISS D. DiVincenzo 26' 3PT,[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Left Center,26.71,Missed,,,,,,,,,,,,,,,,,,
365,PT08M06.00S,2023-12-09T02:02:21.5Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,83,72,2023-12-09T02:02:24Z,3610000,False,,,0,,J. Tatum REBOUND (Off:0 Def:6),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,,,364.0,,6.0,6.0,0.0,,,,,,,,,,,,,
366,PT07M57.00S,2023-12-09T02:02:29.7Z,3,REGULAR,3pt,Jump Shot,[],204001,34.247700394218136,53.67647058823529,1610612738,83,72,2023-12-09T02:02:34Z,3620000,False,-18.0,269.0,1,left,MISS K. Porzingis 27' 3PT,[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Center,27.0,Missed,,,,,,,,,,,,,,,,,,
367,PT07M55.00S,2023-12-09T02:02:31.7Z,3,REGULAR,rebound,defensive,[],1628978,,,1610612752,83,72,2023-12-09T02:02:34Z,3630000,False,,,0,,D. DiVincenzo REBOUND (Off:0 Def:3),[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Center,,,366.0,,3.0,3.0,0.0,,,,,,,,,,,,,
368,PT07M49.00S,2023-12-09T02:02:38.3Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629628,73.66951379763469,83.33333333333334,1610612752,83,75,2023-12-09T02:02:44Z,3640000,False,167.0,195.0,1,right,R. Barrett 25' 3PT  (15 PTS) (D. DiVincenzo 1 AST),"[1629628, 1628978]",1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Right Center,25.65,Made,,15.0,,,,D. DiVincenzo,1628978.0,1.0,,,,,,,,,,
370,PT07M26.00S,2023-12-09T02:03:01.6Z,3,REGULAR,3pt,Jump Shot,[],201950,12.171484888304862,3.1862745098039214,1610612738,86,75,2023-12-09T02:03:05Z,3660000,False,234.0,62.0,1,left,J. Holiday 24' 3PT  (14 PTS) (K. Porzingis 1 AST),"[201950, 204001]",1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Right Corner 3,24+ Right,24.21,Made,,14.0,,,,K. Porzingis,204001.0,1.0,,,,,,,,,,
372,PT07M05.00S,2023-12-09T02:03:21.8Z,3,REGULAR,3pt,Jump Shot,[],1628973,75.64060446780552,11.27450980392157,1610612752,86,75,2023-12-09T02:06:13Z,3680000,False,-194.0,176.0,1,right,MISS J. Brunson 26' 3PT,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Left Center,26.2,Missed,,,,,,,,,,,,,,,,,,
373,PT07M04.00S,2023-12-09T02:03:22.8Z,3,REGULAR,rebound,offensive,[],1629011,,,1610612752,86,75,2023-12-09T02:03:35Z,3690000,False,,,0,,M. Robinson REBOUND (Off:4 Def:3),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Above the Break 3,24+ Left Center,,,372.0,,7.0,3.0,4.0,,,,,,,,,,,,,
374,PT07M04.00S,2023-12-09T02:03:28.8Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629011,94.40999984741211,50.0,1610612752,86,75,2023-12-09T02:03:59Z,3700000,False,0.0,0.0,1,right,MISS M. Robinson tip Layup,[1629011],1610612752.0,NYK,tip,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
375,PT07M03.00S,2023-12-09T02:03:29.8Z,3,REGULAR,rebound,offensive,[],1629628,,,1610612752,86,75,2023-12-09T02:06:12Z,3710000,False,,,0,,R. Barrett REBOUND (Off:1 Def:2),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,,,374.0,,3.0,2.0,1.0,,,,,,,,,,,,,
376,PT07M01.00S,2023-12-09T02:03:32.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629628,93.11760840998686,48.28431372549019,1610612752,86,77,2023-12-09T02:04:07Z,3720000,False,-9.0,12.0,1,right,R. Barrett putback Layup (17 PTS),[1629628],1610612752.0,NYK,putback,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,1.49,Made,,17.0,,,,,,,,,,,,,,,,
377,PT06M51.00S,2023-12-09T02:03:42.6Z,3,REGULAR,3pt,Jump Shot,[],1628401,24.129434954007884,10.294117647058822,1610612738,89,77,2023-12-09T02:04:22Z,3730000,False,199.0,174.0,1,left,D. White 26' 3PT  (21 PTS) (J. Brown 4 AST),"[1628401, 1627759]",1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Right Center,26.42,Made,,21.0,,,,J. Brown,1627759.0,4.0,,,,,,,,,,
379,PT06M37.00S,2023-12-09T02:03:52.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203944,90.75229960578186,39.21568627450981,1610612752,89,77,2023-12-09T02:08:37Z,3750000,False,-54.0,34.0,1,right,MISS J. Randle 6' cutting Layup - blocked,"[203944, 1628401]",1610612752.0,NYK,cutting,,,Randle,J. Randle,,,,,In The Paint (Non-RA),0-8 Center,6.39,Missed,,,,,,,,,,,,,,,,,White,1628401.0
380,PT06M37.00S,2023-12-09T02:03:52.3Z,3,REGULAR,block,,[],1628401,,,1610612752,89,77,2023-12-09T02:03:57Z,3760000,False,,,0,,D. White BLOCK (1 BLK),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
381,PT06M37.00S,2023-12-09T02:03:52.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612752,89,77,2023-12-09T02:04:26Z,3770000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,379.0,,,,,,,,,,,,,,,,,
383,PT06M37.00S,2023-12-09T02:04:00.4Z,3,REGULAR,substitution,out,[],204001,,,1610612752,89,77,2023-12-09T02:04:05Z,3790000,False,,,0,,SUB out: K. Porzingis,[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,,
384,PT06M37.00S,2023-12-09T02:04:00.4Z,3,REGULAR,substitution,in,[],201143,,,1610612752,89,77,2023-12-09T02:04:05Z,3800000,False,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
385,PT06M33.00S,2023-12-09T02:04:12.1Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1628973,81.8166885676741,22.058823529411764,1610612752,89,79,2023-12-09T02:08:57Z,3810000,False,-140.0,118.0,1,right,J. Brunson 18' pullup Jump Shot (14 PTS) (M. Robinson 2 AST),"[1628973, 1629011]",1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Mid-Range,16-24 Left Center,18.31,Made,,14.0,,,,M. Robinson,1629011.0,2.0,,,,,,,,,,
386,PT06M20.00S,2023-12-09T02:04:24.8Z,3,REGULAR,3pt,Jump Shot,[],1628401,31.225361366622867,78.92156862745098,1610612738,92,79,2023-12-09T02:04:34Z,3820000,False,-145.0,241.0,1,left,D. White 28' 3PT pullup (24 PTS),[1628401],1610612738.0,BOS,pullup,,,White,D. White,,,,,Above the Break 3,24+ Left Center,28.11,Made,,24.0,,,,,,,,,,,,,,,,
387,PT06M04.00S,2023-12-09T02:04:40.5Z,3,REGULAR,turnover,bad pass,[],1628978,,,1610612752,92,79,2023-12-09T02:04:44Z,3830000,False,,,0,,D. DiVincenzo bad pass TURNOVER (1 TO),"[1628978, 201950]",1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,1.0,Holiday,201950.0,,,,
388,PT06M04.00S,2023-12-09T02:04:40.5Z,3,REGULAR,steal,,[],201950,,,1610612738,92,79,2023-12-09T02:04:42Z,3840000,False,,,0,,J. Holiday STEAL (1 STL),[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
390,PT06M02.00S,2023-12-09T02:04:43.7Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628369,9.017739816031538,50.0,1610612738,94,79,2023-12-09T02:04:51Z,3850000,False,0.0,32.0,1,left,J. Tatum running DUNK (14 PTS) (D. White 1 AST),"[1628369, 1628401]",1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,3.23,Made,,14.0,,,,D. White,1628401.0,1.0,,,,,,,,,,
392,PT06M02.00S,2023-12-09T02:04:49.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,94,79,2023-12-09T02:04:49Z,3870000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,PT05M48.00S,2023-12-09T02:07:56.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203944,88.64980289093299,45.588235294117645,1610612752,94,79,2023-12-09T02:08:01Z,3880000,False,-22.0,54.0,1,right,MISS J. Randle driving Layup - blocked,"[203944, 201950]",1610612752.0,NYK,driving,,,Randle,J. Randle,,,,,In The Paint (Non-RA),0-8 Center,5.85,Missed,,,,,,,,,,,,,,,,,Holiday,201950.0
394,PT05M48.00S,2023-12-09T02:07:56.3Z,3,REGULAR,block,,[],201950,,,1610612752,94,79,2023-12-09T02:07:58Z,3890000,False,,,0,,J. Holiday BLOCK (1 BLK),[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
395,PT05M46.00S,2023-12-09T02:07:58.3Z,3,REGULAR,rebound,defensive,[],201950,,,1610612738,94,79,2023-12-09T02:08:01Z,3900000,False,,,0,,J. Holiday REBOUND (Off:0 Def:4),[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),0-8 Center,,,393.0,,4.0,4.0,0.0,,,,,,,,,,,,,
396,PT05M44.00S,2023-12-09T02:08:00.8Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1627759,9.149145860709593,50.0,1610612738,96,79,2023-12-09T02:08:06Z,3910000,False,0.0,34.0,1,left,J. Brown running DUNK (9 PTS) (D. White 2 AST),"[1627759, 1628401]",1610612738.0,BOS,running,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,3.35,Made,,9.0,,,,D. White,1628401.0,2.0,,,,,,,,,,
398,PT05M35.00S,2023-12-09T02:08:12.6Z,3,REGULAR,foul,personal,[],1627759,,,1610612752,96,79,2023-12-09T02:08:25Z,3930000,False,,,0,,J. Brown personal FOUL (3 PF),"[1627759, 1629628]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,200834.0,3.0,0.0,,,,Barrett,1629628.0,,
400,PT05M35.00S,2023-12-09T02:08:26.7Z,3,REGULAR,substitution,out,[],1629628,,,1610612752,96,79,2023-12-09T02:08:29Z,3950000,False,,,0,,SUB out: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
401,PT05M35.00S,2023-12-09T02:08:26.7Z,3,REGULAR,substitution,in,[],1628404,,,1610612752,96,79,2023-12-09T02:08:29Z,3960000,False,,,0,,SUB in: J. Hart,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
402,PT05M34.00S,2023-12-09T02:08:47.1Z,3,REGULAR,turnover,out-of-bounds,[],1629011,,,1610612752,96,79,2023-12-09T02:09:15Z,3970000,False,,,0,,M. Robinson lost ball out-of-bounds TURNOVER (1 TO),[1629011],1610612752.0,NYK,lost ball,,,Robinson,M. Robinson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,1151.0,,,1.0,,,,,,
404,PT05M20.00S,2023-12-09T02:09:53.4Z,3,REGULAR,foul,personal,[],1628973,,,1610612738,96,79,2023-12-09T02:10:04Z,3990000,False,,,0,,J. Brunson personal FOUL (2 PF),"[1628973, 1628369]",1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Mid-Range,8-16 Center,,,,,,,,,,,200834.0,2.0,0.0,,,,Tatum,1628369.0,,
406,PT05M10.00S,2023-12-09T02:10:21.6Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1627759,31.35676741130092,25.49019607843137,1610612738,99,79,2023-12-09T02:10:26Z,4010000,False,123.0,242.0,1,left,J. Brown 27' 3PT step back (12 PTS),[1627759],1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,27.15,Made,,12.0,,,,,,,,,,,,,,,,
407,PT04M58.00S,2023-12-09T02:10:33.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628973,93.24901445466492,57.35294117647059,1610612752,99,81,2023-12-09T02:10:36Z,4020000,False,37.0,11.0,1,right,J. Brunson driving Layup (16 PTS),[1628973],1610612752.0,NYK,driving,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,3.84,Made,,16.0,,,,,,,,,,,,,,,,
411,PT04M54.00S,2023-12-09T02:10:51.9Z,3,REGULAR,turnover,out-of-bounds,[],1627759,,,1610612738,99,81,2023-12-09T02:12:26Z,4035000,False,,,0,,J. Brown lost ball out-of-bounds TURNOVER (2 TO),[1627759],1610612738.0,BOS,lost ball,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,200834.0,,,2.0,,,,,,
409,PT04M54.00S,2023-12-09T02:11:03.6Z,3,REGULAR,timeout,challenge,['team'],0,,,1610612752,99,81,2023-12-09T02:12:37Z,4040000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT04M54.00S,2023-12-09T02:12:14.5Z,3,REGULAR,substitution,out,[],1628978,,,1610612752,99,81,2023-12-09T02:12:18Z,4060000,False,,,0,,SUB out: D. DiVincenzo,[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
413,PT04M54.00S,2023-12-09T02:12:14.5Z,3,REGULAR,substitution,in,[],1630193,,,1610612752,99,81,2023-12-09T02:12:18Z,4070000,False,,,0,,SUB in: I. Quickley,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT04M54.00S,2023-12-09T02:12:24.7Z,3,REGULAR,substitution,out,[],1627759,,,1610612752,99,81,2023-12-09T02:12:29Z,4080000,False,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT04M54.00S,2023-12-09T02:12:24.7Z,3,REGULAR,substitution,in,[],1628436,,,1610612752,99,81,2023-12-09T02:12:29Z,4090000,False,,,0,,SUB in: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT04M42.00S,2023-12-09T02:12:39.4Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628404,93.11760840998686,96.07843137254902,1610612752,99,81,2023-12-09T02:12:46Z,4100000,False,230.0,12.0,1,right,MISS J. Hart 3PT,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Right Corner 3,24+ Right,23.07,Missed,,,,,,,,,,,,,,,,,,
417,PT04M41.00S,2023-12-09T02:12:40.4Z,3,REGULAR,rebound,offensive,[],1629011,,,1610612752,99,81,2023-12-09T02:12:46Z,4110000,False,,,0,,M. Robinson REBOUND (Off:5 Def:3),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Right Corner 3,24+ Right,,,416.0,,8.0,3.0,5.0,,,,,,,,,,,,,
418,PT04M26.00S,2023-12-09T02:12:59.4Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612752,99,81,2023-12-09T02:13:05Z,4120000,False,,,0,,NYK shot clock Team TURNOVER,[],1610612752.0,NYK,,,,,,,,,,Mid-Range,16-24 Right,,,,,,,,,,,1151.0,,,,,,,,,
419,PT04M15.00S,2023-12-09T02:13:19.6Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628369,31.35676741130092,25.98039215686275,1610612738,99,81,2023-12-09T02:18:39Z,4130000,False,120.0,242.0,1,left,MISS J. Tatum 27' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,27.04,Missed,,,,,,,,,,,,,,,,,,
420,PT04M11.00S,2023-12-09T02:13:23.6Z,3,REGULAR,rebound,defensive,[],1628404,,,1610612752,99,81,2023-12-09T02:13:26Z,4140000,False,,,0,,J. Hart REBOUND (Off:0 Def:1),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Right Center,,,419.0,,1.0,1.0,0.0,,,,,,,,,,,,,
421,PT03M52.00S,2023-12-09T02:13:43.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630193,86.02168199737189,55.63725490196079,1610612752,99,81,2023-12-09T02:13:48Z,4150000,False,28.0,79.0,1,right,MISS I. Quickley 8' driving floating Shot - blocked,"[1630193, 1628401]",1610612752.0,NYK,driving floating,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),8-16 Center,8.38,Missed,,,,,,,,,,,,,,,,,White,1628401.0
422,PT03M52.00S,2023-12-09T02:13:43.1Z,3,REGULAR,block,,[],1628401,,,1610612752,99,81,2023-12-09T02:13:45Z,4160000,False,,,0,,D. White BLOCK (2 BLK),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
423,PT03M50.00S,2023-12-09T02:13:45.1Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,99,81,2023-12-09T02:13:48Z,4170000,False,,,0,,A. Horford REBOUND (Off:1 Def:4),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),8-16 Center,,,421.0,,5.0,4.0,1.0,,,,,,,,,,,,,
424,PT03M34.00S,2023-12-09T02:14:01.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,9.017739816031538,50.98039215686274,1610612738,101,81,2023-12-09T02:14:04Z,4180000,False,-5.0,32.0,1,left,J. Tatum driving finger roll Layup (16 PTS) (A. Horford 2 AST),"[1628369, 201143]",1610612738.0,BOS,driving finger roll,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,3.27,Made,,16.0,,,,A. Horford,201143.0,2.0,,,,,,,,,,
426,PT03M28.00S,2023-12-09T02:14:10.7Z,3,REGULAR,foul,personal,['2freethrow'],1628401,,,1610612752,101,81,2023-12-09T02:14:17Z,4200000,False,,,0,,D. White shooting personal FOUL (2 PF) (Brunson 2 FT),"[1628401, 1628973]",1610612738.0,BOS,shooting,,,White,D. White,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,200834.0,2.0,0.0,,,,Brunson,1628973.0,,
428,PT03M28.00S,2023-12-09T02:14:46.8Z,3,REGULAR,freethrow,1 of 2,[],1628973,,,1610612752,101,82,2023-12-09T02:14:46Z,4220000,False,,,0,,J. Brunson Free Throw 1 of 2 (17 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,Made,,17.0,,,,,,,,,,,,,,,,
