actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
527,PT06M59.00S,2025-03-15T23:57:43.5Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],204001,66.83639947437582,47.30392156862745,1610612738,92,100,2025-03-15T23:57:49Z,5120000,False,-13.0,259.0,1,right,K. Porziņģis 25' 3PT  (22 PTS) (B. Scheierman 1 AST),"[204001, 1631248]",1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,Above the Break 3,24+ Center,25.96,Made,,,,,22.0,,B. Scheierman,1631248.0,1.0,,,,,,,,,
531,PT06M43.00S,2025-03-15T23:57:59.8Z,4,REGULAR,3pt,Jump Shot,[],1630592,8.492115637319317,3.9215686274509802,1610612751,95,100,2025-03-15T23:58:05Z,5140000,False,230.0,27.0,1,left,J. Wilson 3PT  (15 PTS) (T. Martin 6 AST),"[1630592, 1631213]",1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Right Corner 3,24+ Right,23.2,Made,,,,,15.0,,T. Martin,1631213.0,6.0,,,,,,,,,
533,PT06M24.00S,2025-03-15T23:58:18.3Z,4,REGULAR,2pt,Jump Shot,[],201950,81.68528252299606,29.411764705882355,1610612738,95,102,2025-03-15T23:58:22Z,5160000,False,-103.0,120.0,1,right,J. Holiday 15' pullup Jump Shot (11 PTS),[201950],1610612738.0,BOS,pullup,,,Holiday,J. Holiday,,,,,Mid-Range,8-16 Left,15.78,Made,,,,,11.0,,,,,,,,,,,,,
534,PT06M16.00S,2025-03-15T23:58:30.0Z,4,REGULAR,foul,offensive,['inpenalty'],1629661,,,1610612751,95,102,2025-03-16T00:02:55Z,5170000,False,,,0,,C. Johnson offensive FOUL (1 PF),"[1629661, 201950]",1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Mid-Range,16-24 Right Center,,,,,,,,1630886.0,,,,,,,1.0,0.0,Holiday,201950.0,,
536,PT06M16.00S,2025-03-15T23:58:30.0Z,4,REGULAR,turnover,offensive foul,[],1629661,,,1610612751,95,102,2025-03-15T23:58:30Z,5190000,False,,,0,,C. Johnson offensive foul TURNOVER (4 TO),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Mid-Range,16-24 Right Center,,,,,,,,1630886.0,,,,,,4.0,,,,,,
537,PT06M16.00S,2025-03-15T23:58:47.7Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,95,102,2025-03-15T23:58:47Z,5200000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,PT06M16.00S,2025-03-15T23:58:54.0Z,4,REGULAR,substitution,out,[],1631213,,,1610612738,95,102,2025-03-16T00:01:20Z,5210000,False,,,0,,SUB out: T. Martin,[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
539,PT06M16.00S,2025-03-15T23:58:54.0Z,4,REGULAR,substitution,out,[],1631248,,,1610612738,95,102,2025-03-16T00:01:20Z,5220000,False,,,0,,SUB out: B. Scheierman,[1631248],1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,,,,,,,,,,,,,,,,,,,,,,
540,PT06M16.00S,2025-03-15T23:58:54.0Z,4,REGULAR,substitution,in,[],1626156,,,1610612738,95,102,2025-03-16T00:01:20Z,5230000,False,,,0,,SUB in: D. Russell,[1626156],1610612751.0,BKN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
541,PT06M16.00S,2025-03-15T23:58:54.0Z,4,REGULAR,substitution,in,[],1628369,,,1610612738,95,102,2025-03-16T00:01:20Z,5240000,False,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
542,PT05M59.00S,2025-03-16T00:01:53.1Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630202,94.30026281208936,96.56862745098039,1610612738,95,105,2025-03-16T00:02:00Z,5250000,False,233.0,1.0,1,right,P. Pritchard 3PT  (16 PTS) (J. Holiday 11 AST),"[1630202, 201950]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Right Corner 3,24+ Right,23.28,Made,,,,,16.0,,J. Holiday,201950.0,11.0,,,,,,,,,
544,PT05M43.00S,2025-03-16T00:02:10.3Z,4,REGULAR,3pt,Jump Shot,[],1630592,27.677398160315374,18.627450980392158,1610612751,95,105,2025-03-16T00:02:30Z,5270000,False,157.0,208.0,1,left,MISS J. Wilson 26' 3PT,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Above the Break 3,24+ Right Center,26.03,Missed,,,,,,,,,,,,,,,,,,
545,PT05M40.00S,2025-03-16T00:02:13.3Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612751,95,105,2025-03-16T00:02:30Z,5280000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Above the Break 3,24+ Right Center,,,544.0,,,,,,,,,,,,,,,,,
547,PT05M40.00S,2025-03-16T00:02:26.2Z,4,REGULAR,substitution,out,[],1630592,,,1610612751,95,105,2025-03-16T00:02:39Z,5300000,False,,,0,,SUB out: J. Wilson,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,
548,PT05M40.00S,2025-03-16T00:02:26.2Z,4,REGULAR,substitution,in,[],1630533,,,1610612751,95,105,2025-03-16T00:02:39Z,5310000,False,,,0,,SUB in: Z. Williams,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
549,PT05M31.00S,2025-03-16T00:02:54.2Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630533,23.99802890932983,14.705882352941178,1610612751,98,105,2025-03-16T00:02:59Z,5320000,False,176.0,173.0,1,left,Z. Williams 24' 3PT  (11 PTS) (C. Johnson 5 AST),"[1630533, 1629661]",1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Above the Break 3,24+ Right Center,24.72,Made,,,,,11.0,,C. Johnson,1629661.0,5.0,,,,,,,,,
551,PT05M04.00S,2025-03-16T00:03:21.0Z,4,REGULAR,3pt,Jump Shot,[],204001,68.41327201051249,21.323529411764707,1610612738,98,105,2025-03-16T00:03:28Z,5340000,False,-143.0,244.0,1,right,MISS K. Porziņģis 28' 3PT,[204001],1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,Above the Break 3,24+ Left Center,28.34,Missed,,,,,,,,,,,,,,,,,,
552,PT05M02.00S,2025-03-16T00:03:23.0Z,4,REGULAR,rebound,offensive,[],201950,,,1610612738,98,105,2025-03-16T00:03:28Z,5350000,False,,,0,,J. Holiday REBOUND (Off:3 Def:1),[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Left Center,,,551.0,4.0,1.0,3.0,,,,,,,,,,,,,,
553,PT04M59.00S,2025-03-16T00:03:25.8Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],204001,67.23061760840999,27.941176470588236,1610612738,98,105,2025-03-16T00:03:33Z,5360000,False,-110.0,256.0,1,right,MISS K. Porziņģis 27' 3PT,[204001],1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,Above the Break 3,24+ Left Center,27.83,Missed,,,,,,,,,,,,,,,,,,
554,PT04M59.00S,2025-03-16T00:03:25.8Z,4,REGULAR,rebound,offensive,[],1628436,,,1610612738,98,105,2025-03-16T00:05:20Z,5370000,False,,,0,,L. Kornet REBOUND (Off:5 Def:2),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Above the Break 3,24+ Left Center,,,553.0,7.0,2.0,5.0,,,,,,,,,,,,,,
555,PT04M53.00S,2025-03-16T00:03:31.4Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",204001,93.11760840998686,49.754901960784316,1610612738,98,107,2025-03-16T00:04:59Z,5380000,False,-1.0,12.0,1,right,K. Porziņģis cutting DUNK (24 PTS) (J. Tatum 8 AST),"[204001, 1628369]",1610612738.0,BOS,cutting,,,Porziņģis,K. Porziņģis,,,,,Restricted Area,0-8 Center,1.23,Made,,,,,24.0,,J. Tatum,1628369.0,8.0,,,,,,,,,
557,PT04M40.00S,2025-03-16T00:03:44.4Z,4,REGULAR,3pt,Jump Shot,[],1630533,27.414586070959263,79.65686274509804,1610612751,98,107,2025-03-16T00:03:49Z,5400000,False,-148.0,205.0,1,left,MISS Z. Williams 25' 3PT,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Above the Break 3,24+ Left Center,25.32,Missed,,,,,,,,,,,,,,,,,,
558,PT04M37.00S,2025-03-16T00:03:47.6Z,4,REGULAR,rebound,offensive,[],1630549,,,1610612751,98,107,2025-03-16T00:03:47Z,5410000,False,,,0,,D. Sharpe REBOUND (Off:6 Def:6),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Above the Break 3,24+ Left Center,,,557.0,12.0,6.0,6.0,,,,,,,,,,,,,,
559,PT04M36.00S,2025-03-16T00:03:49.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630549,8.623521681997373,49.01960784313725,1610612751,98,107,2025-03-16T00:03:56Z,5420000,False,5.0,29.0,1,left,MISS D. Sharpe putback Layup,[1630549],1610612751.0,BKN,putback,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,2.9,Missed,,,,,,,,,,,,,,,,,,
560,PT04M32.00S,2025-03-16T00:03:52.5Z,4,REGULAR,rebound,offensive,[],1630549,,,1610612751,98,107,2025-03-16T00:03:52Z,5430000,False,,,0,,D. Sharpe REBOUND (Off:7 Def:6),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,,,559.0,13.0,6.0,7.0,,,,,,,,,,,,,,
561,PT04M32.00S,2025-03-16T00:03:52.5Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630549,5.590000152587891,50.0,1610612751,98,107,2025-03-16T00:09:54Z,5440000,False,0.0,0.0,1,left,MISS D. Sharpe tip Layup,[1630549],1610612751.0,BKN,tip,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
562,PT04M32.00S,2025-03-16T00:03:52.5Z,4,REGULAR,rebound,defensive,[],1628436,,,1610612738,98,107,2025-03-16T00:09:54Z,5450000,False,,,0,,L. Kornet REBOUND (Off:5 Def:3),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,,,561.0,8.0,3.0,5.0,,,,,,,,,,,,,,
563,PT04M23.00S,2025-03-16T00:04:02.8Z,4,REGULAR,turnover,bad pass,[],1628369,,,1610612738,98,107,2025-03-16T00:04:09Z,5460000,False,,,0,,J. Tatum bad pass TURNOVER (2 TO),"[1628369, 1626156]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,2.0,,,,,Russell,1626156.0
564,PT04M23.00S,2025-03-16T00:04:02.8Z,4,REGULAR,steal,,[],1626156,,,1610612751,98,107,2025-03-16T00:04:04Z,5470000,False,,,0,,D. Russell STEAL (1 STL),[1626156],1610612751.0,BKN,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
565,PT04M20.00S,2025-03-16T00:04:06.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629661,6.783837056504599,48.28431372549019,1610612751,100,107,2025-03-16T00:04:29Z,5480000,False,9.0,11.0,1,left,C. Johnson running Layup (17 PTS) (D. Russell 5 AST),"[1629661, 1626156]",1610612751.0,BKN,running,,,Johnson,C. Johnson,,,,,Restricted Area,0-8 Center,1.42,Made,,,,,17.0,,D. Russell,1626156.0,5.0,,,,,,,,,
567,PT04M20.00S,2025-03-16T00:04:09.7Z,4,REGULAR,foul,personal,['1freethrow'],1628369,,,1610612751,100,107,2025-03-16T00:04:17Z,5500000,False,,,0,,J. Tatum shooting personal FOUL (3 PF) (Johnson 1 FT),"[1628369, 1629661]",1610612738.0,BOS,shooting,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,,,,,202027.0,,,,,,,3.0,0.0,Johnson,1629661.0,,
569,PT04M20.00S,2025-03-16T00:04:39.4Z,4,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1629661,,,1610612751,101,107,2025-03-16T00:04:39Z,5520000,False,,,0,,C. Johnson Free Throw 1 of 1 (18 PTS),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,Made,,,,,18.0,,,,,,,,,,,,,
570,PT03M59.00S,2025-03-16T00:05:04.3Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630533,,,1610612738,101,107,2025-03-16T00:05:21Z,5530000,False,,,0,,Z. Williams shooting personal FOUL (1 PF) (Tatum 2 FT),"[1630533, 1628369]",1610612751.0,BKN,shooting,,,Williams,Z. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,202027.0,,,,,,,1.0,0.0,Tatum,1628369.0,,
572,PT03M59.00S,2025-03-16T00:05:34.3Z,4,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,101,108,2025-03-16T00:05:34Z,5550000,False,,,0,,J. Tatum Free Throw 1 of 2 (19 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,,,,19.0,,,,,,,,,,,,,
573,PT03M59.00S,2025-03-16T00:05:51.8Z,4,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,101,109,2025-03-16T00:05:51Z,5560000,False,,,0,,J. Tatum Free Throw 2 of 2 (20 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,,,,20.0,,,,,,,,,,,,,
574,PT03M48.00S,2025-03-16T00:06:06.2Z,4,REGULAR,2pt,Jump Shot,[],1629661,22.421156373193167,29.166666666666668,1610612751,101,109,2025-03-16T00:06:11Z,5570000,False,104.0,158.0,1,left,MISS C. Johnson 18' pullup Shot,[1629661],1610612751.0,BKN,pullup,,,Johnson,C. Johnson,,,,,Mid-Range,16-24 Right Center,18.95,Missed,,,,,,,,,,,,,,,,,,
575,PT03M44.00S,2025-03-16T00:06:10.2Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,101,109,2025-03-16T00:06:11Z,5580000,False,,,0,,J. Tatum REBOUND (Off:0 Def:8),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Right Center,,,574.0,8.0,8.0,0.0,,,,,,,,,,,,,,
576,PT03M32.00S,2025-03-16T00:06:21.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201950,92.46057818659659,59.80392156862745,1610612738,101,109,2025-03-16T00:07:49Z,5590000,False,49.0,18.0,1,right,MISS J. Holiday driving floating Shot,[201950],1610612738.0,BOS,driving floating,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),0-8 Center,5.23,Missed,,,,,,,,,,,,,,,,,,
577,PT03M27.00S,2025-03-16T00:06:26.2Z,4,REGULAR,rebound,defensive,[],1630533,,,1610612751,101,109,2025-03-16T00:12:19Z,5600000,False,,,0,,Z. Williams REBOUND (Off:1 Def:4),[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,576.0,5.0,4.0,1.0,,,,,,,,,,,,,,
580,PT03M22.00S,2025-03-16T00:06:31.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630533,6.1268068331143235,44.11764705882353,1610612751,101,109,2025-03-16T00:10:14Z,5630000,False,29.0,5.0,1,left,MISS Z. Williams driving Layup - blocked,"[1630533, 1628436]",1610612751.0,BKN,driving,,,Williams,Z. Williams,,,,,Restricted Area,0-8 Center,2.98,Missed,,,,,,,,,,Kornet,1628436.0,,,,,,,
581,PT03M22.00S,2025-03-16T00:06:31.7Z,4,REGULAR,block,,[],1628436,,,1610612751,101,109,2025-03-16T00:06:34Z,5640000,False,,,0,,L. Kornet BLOCK (2 BLK),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
582,PT03M19.00S,2025-03-16T00:06:34.7Z,4,REGULAR,rebound,offensive,[],1630549,,,1610612751,101,109,2025-03-16T00:06:58Z,5650000,False,,,0,,D. Sharpe REBOUND (Off:8 Def:6),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,,,580.0,14.0,6.0,8.0,,,,,,,,,,,,,,
583,PT03M05.00S,2025-03-16T00:06:48.5Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629661,20.581471747700395,11.76470588235294,1610612751,101,109,2025-03-16T00:12:49Z,5660000,False,191.0,141.0,1,left,MISS C. Johnson pullup 3PT,[1629661],1610612751.0,BKN,pullup,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Right Center,23.76,Missed,,,,,,,,,,,,,,,,,,
585,PT03M01.00S,2025-03-16T00:06:52.5Z,4,REGULAR,rebound,defensive,[],1630202,,,1610612738,101,109,2025-03-16T00:07:00Z,5670000,False,,,0,,P. Pritchard REBOUND (Off:1 Def:4),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Right Center,,,583.0,5.0,4.0,1.0,,,,,,,,,,,,,,
587,PT02M51.00S,2025-03-16T00:07:14.2Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,101,109,2025-03-16T00:07:14Z,5690000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,PT02M51.00S,2025-03-16T00:07:17.5Z,4,REGULAR,substitution,out,[],1628436,,,1610612738,101,109,2025-03-16T00:09:43Z,5700000,False,,,0,,SUB out: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
589,PT02M51.00S,2025-03-16T00:07:17.5Z,4,REGULAR,substitution,in,[],1630573,,,1610612738,101,109,2025-03-16T00:09:43Z,5710000,False,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
590,PT02M44.00S,2025-03-16T00:10:09.7Z,4,REGULAR,3pt,Jump Shot,[],1630202,68.15045992115637,19.362745098039216,1610612738,101,112,2025-03-16T00:10:17Z,5720000,False,-153.0,247.0,1,right,P. Pritchard 29' 3PT  (19 PTS) (J. Holiday 12 AST),"[1630202, 201950]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Left Center,29.06,Made,,,,,19.0,,J. Holiday,201950.0,12.0,,,,,,,,,
592,PT02M27.00S,2025-03-16T00:10:30.2Z,4,REGULAR,foul,personal,[],1630573,,,1610612751,101,112,2025-03-16T00:10:54Z,5740000,False,,,0,,S. Hauser personal FOUL (1 PF),"[1630573, 1630533]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Mid-Range,16-24 Right Center,,,,,,,,202026.0,,,,,,,1.0,0.0,Williams,1630533.0,,
594,PT02M19.00S,2025-03-16T00:10:52.8Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1630549,10.726018396846255,50.0,1610612751,103,112,2025-03-16T00:10:57Z,5760000,False,0.0,48.0,1,left,D. Sharpe Hook (9 PTS) (C. Johnson 6 AST),"[1630549, 1629661]",1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,In The Paint (Non-RA),0-8 Center,4.83,Made,,,,,9.0,,C. Johnson,1629661.0,6.0,,,,,,,,,
596,PT01M55.00S,2025-03-16T00:11:16.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,90.62089356110381,50.73529411764706,1610612738,103,112,2025-03-16T00:11:21Z,5780000,False,4.0,36.0,1,right,MISS J. Tatum driving Layup,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,3.59,Missed,,,,,,,,,,,,,,,,,,
597,PT01M53.00S,2025-03-16T00:11:18.5Z,4,REGULAR,rebound,defensive,[],1629661,,,1610612751,103,112,2025-03-16T00:11:21Z,5790000,False,,,0,,C. Johnson REBOUND (Off:2 Def:7),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Restricted Area,0-8 Center,,,596.0,9.0,7.0,2.0,,,,,,,,,,,,,,
598,PT01M40.00S,2025-03-16T00:11:32.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630549,9.674770039421814,49.01960784313725,1610612751,103,112,2025-03-16T00:11:37Z,5800000,False,5.0,38.0,1,left,MISS D. Sharpe driving Layup - blocked,"[1630549, 201950]",1610612751.0,BKN,driving,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,3.87,Missed,,,,,,,,,,Holiday,201950.0,,,,,,,
599,PT01M40.00S,2025-03-16T00:11:32.0Z,4,REGULAR,block,,[],201950,,,1610612751,103,112,2025-03-16T00:11:34Z,5810000,False,,,0,,J. Holiday BLOCK (2 BLK),[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
600,PT01M37.00S,2025-03-16T00:11:35.0Z,4,REGULAR,rebound,offensive,[],1630549,,,1610612751,103,112,2025-03-16T00:11:37Z,5820000,False,,,0,,D. Sharpe REBOUND (Off:9 Def:6),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,,,598.0,15.0,6.0,9.0,,,,,,,,,,,,,,
601,PT01M36.00S,2025-03-16T00:11:36.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630549,9.017739816031538,51.9607843137255,1610612751,103,112,2025-03-16T00:11:40Z,5830000,False,-10.0,32.0,1,left,MISS D. Sharpe putback Layup,[1630549],1610612751.0,BKN,putback,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,3.38,Missed,,,,,,,,,,,,,,,,,,
602,PT01M36.00S,2025-03-16T00:11:36.0Z,4,REGULAR,rebound,offensive,[],1630549,,,1610612751,103,112,2025-03-16T00:11:40Z,5840000,False,,,0,,D. Sharpe REBOUND (Off:10 Def:6),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,,,601.0,16.0,6.0,10.0,,,,,,,,,,,,,,
603,PT01M32.00S,2025-03-16T00:11:39.6Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630533,32.53942181340342,69.85294117647058,1610612751,103,112,2025-03-16T00:11:43Z,5850000,False,-99.0,253.0,1,left,MISS Z. Williams 27' 3PT,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Above the Break 3,24+ Left Center,27.22,Missed,,,,,,,,,,,,,,,,,,
604,PT01M31.00S,2025-03-16T00:11:41.9Z,4,REGULAR,rebound,offensive,[],1629661,,,1610612751,103,112,2025-03-16T00:11:41Z,5860000,False,,,0,,C. Johnson REBOUND (Off:3 Def:7),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Left Center,,,603.0,10.0,7.0,3.0,,,,,,,,,,,,,,
605,PT01M31.00S,2025-03-16T00:11:51.9Z,4,REGULAR,timeout,full,['team'],0,,,1610612751,103,112,2025-03-16T00:11:51Z,5870000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,PT01M26.00S,2025-03-16T00:13:40.3Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],1629661,25.706307490144546,23.52941176470588,1610612751,105,112,2025-03-16T00:13:50Z,5880000,False,132.0,189.0,1,left,C. Johnson 23' step back Jump Shot (20 PTS) (D. Russell 6 AST),"[1629661, 1626156]",1610612751.0,BKN,step back,,,Johnson,C. Johnson,,,,,Mid-Range,16-24 Right Center,23.08,Made,,,,,20.0,,D. Russell,1626156.0,6.0,,,,,,,,,
609,PT01M03.00S,2025-03-16T00:15:21.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630202,93.64323258869908,56.61764705882353,1610612738,105,112,2025-03-16T00:15:40Z,5910000,False,33.0,7.0,1,right,MISS P. Pritchard driving reverse Layup - blocked,"[1630202, 1629661]",1610612738.0,BOS,driving reverse,,,Pritchard,P. Pritchard,,,,,Restricted Area,0-8 Center,3.39,Missed,,,,,,,,,,Johnson,1629661.0,,,,,,,
610,PT01M03.00S,2025-03-16T00:15:21.6Z,4,REGULAR,block,,[],1629661,,,1610612738,105,112,2025-03-16T00:15:26Z,5920000,False,,,0,,C. Johnson BLOCK (1 BLK),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
611,PT01M02.00S,2025-03-16T00:15:22.6Z,4,REGULAR,rebound,offensive,[],1630202,,,1610612738,105,112,2025-03-16T00:15:40Z,5930000,False,,,0,,P. Pritchard REBOUND (Off:2 Def:4),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Restricted Area,0-8 Center,,,609.0,6.0,4.0,2.0,,,,,,,,,,,,,,
612,PT01M02.00S,2025-03-16T00:15:28.6Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612738,105,112,2025-03-16T00:15:45Z,5940000,False,,,0,,BOS shot clock Team TURNOVER,[],1610612738.0,BOS,,,,,,,,,,Mid-Range,16-24 Right,,,,,,,,202027.0,,,,,,,,,,,,
613,PT00M56.90S,2025-03-16T00:15:39.1Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630533,27.94021024967148,22.30392156862745,1610612751,108,112,2025-03-16T00:15:46Z,5950000,False,138.0,210.0,1,left,Z. Williams 25' 3PT  (14 PTS) (D. Russell 7 AST),"[1630533, 1626156]",1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Above the Break 3,24+ Right Center,25.16,Made,,,,,14.0,,D. Russell,1626156.0,7.0,,,,,,,,,
615,PT00M33.10S,2025-03-16T00:16:07.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201950,87.99277266754271,50.0,1610612738,108,112,2025-03-16T00:16:11Z,5970000,False,0.0,60.0,1,right,MISS J. Holiday 6' driving floating Shot,[201950],1610612738.0,BOS,driving floating,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),0-8 Center,6.04,Missed,,,,,,,,,,,,,,,,,,
616,PT00M31.60S,2025-03-16T00:16:09.3Z,4,REGULAR,rebound,offensive,[],201950,,,1610612738,108,112,2025-03-16T00:16:09Z,5980000,False,,,0,,J. Holiday REBOUND (Off:4 Def:1),[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),0-8 Center,,,615.0,5.0,1.0,4.0,,,,,,,,,,,,,,
