actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,officialId,playerName,playerNameI,descriptor,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
265,PT02M27.00S,2025-01-07T01:30:12.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631097,92.46057818659659,54.41176470588235,1610612754,39,48,2025-01-07T01:30:34Z,2560000,False,22.0,18.0,1,right,B. Mathurin driving Layup (11 PTS),[1631097],1610612754.0,IND,,Mathurin,B. Mathurin,driving,Restricted Area,0-8 Center,2.88,Made,,,,,,,,,11.0,,,,,,,,
266,PT02M15.00S,2025-01-07T01:30:24.6Z,2,REGULAR,turnover,lost ball,[],1631213,,,1610612751,39,48,2025-01-07T01:40:25Z,2570000,False,,,0,,T. Martin lost ball TURNOVER (1 TO),"[1631213, 1626167]",1610612751.0,BKN,,Martin,T. Martin,,Restricted Area,0-8 Center,,,,,,,,,,,,1.0,,,,,,Turner,1626167.0
267,PT02M15.00S,2025-01-07T01:30:24.6Z,2,REGULAR,steal,,[],1626167,,,1610612754,39,48,2025-01-07T01:30:28Z,2580000,False,,,0,,M. Turner STEAL (1 STL),[1626167],1610612754.0,IND,,Turner,M. Turner,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
268,PT02M11.00S,2025-01-07T01:30:31.3Z,2,REGULAR,foul,personal,['2freethrow'],1630533,,,1610612754,39,48,2025-01-07T01:30:50Z,2590000,False,,,0,,Z. Williams shooting personal FOUL (1 PF) (Haliburton 2 FT),"[1630533, 1630169]",1610612751.0,BKN,203591.0,Williams,Z. Williams,shooting,In The Paint (Non-RA),0-8 Center,,,,,,,1.0,0.0,Haliburton,1630169.0,,,,,,,,,
270,PT02M11.00S,2025-01-07T01:31:00.0Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1630169,,,1610612754,39,49,2025-01-07T01:34:36Z,2610000,False,,,0,,T. Haliburton Free Throw 1 of 2 (4 PTS),[1630169],1610612754.0,IND,,Haliburton,T. Haliburton,,,,,Made,,,,,,,,,4.0,,,,,,,,
271,PT02M11.00S,2025-01-07T01:31:00.9Z,2,REGULAR,substitution,out,[],1630167,,,1610612754,39,49,2025-01-07T01:31:07Z,2620000,False,,,0,,SUB out: O. Toppin,[1630167],1610612754.0,IND,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,
272,PT02M11.00S,2025-01-07T01:31:00.9Z,2,REGULAR,substitution,in,[],1627783,,,1610612754,39,49,2025-01-07T01:31:07Z,2630000,False,,,0,,SUB in: P. Siakam,[1627783],1610612754.0,IND,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,
273,PT02M11.00S,2025-01-07T01:31:00.0Z,2,REGULAR,freethrow,2 of 2,"['fromturnover', 'fastbreak']",1630169,,,1610612754,39,50,2025-01-07T01:34:36Z,2640000,False,,,0,,T. Haliburton Free Throw 2 of 2 (5 PTS),[1630169],1610612754.0,IND,,Haliburton,T. Haliburton,,,,,Made,,,,,,,,,5.0,,,,,,,,
274,PT01M54.00S,2025-01-07T01:31:32.9Z,2,REGULAR,3pt,Jump Shot,[],1630533,32.40801576872536,47.549019607843135,1610612751,39,50,2025-01-07T01:35:17Z,2650000,False,12.0,252.0,1,left,MISS Z. Williams 25' step back 3PT,[1630533],1610612751.0,BKN,,Williams,Z. Williams,step back,Above the Break 3,24+ Center,25.24,Missed,,,,,,,,,,,,,,,,,
275,PT01M53.00S,2025-01-07T01:31:33.9Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612754,39,50,2025-01-07T01:31:39Z,2660000,False,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,Above the Break 3,24+ Center,,,274.0,,,,,,,,,,,,,,,,
277,PT01M40.00S,2025-01-07T01:32:03.5Z,2,REGULAR,turnover,out-of-bounds,[],1629614,,,1610612754,39,50,2025-01-07T01:32:07Z,2680000,False,,,0,,A. Nembhard lost ball out-of-bounds TURNOVER (1 TO),[1629614],1610612754.0,IND,1627541.0,Nembhard,A. Nembhard,lost ball,Above the Break 3,24+ Left Center,,,,,,,,,,,,1.0,,,,,,,
278,PT01M24.00S,2025-01-07T01:32:26.9Z,2,REGULAR,turnover,lost ball,[],1631213,,,1610612751,39,50,2025-01-07T01:33:08Z,2690000,False,,,0,,T. Martin lost ball TURNOVER (2 TO),"[1631213, 1626167]",1610612751.0,BKN,,Martin,T. Martin,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,2.0,,,,,,Turner,1626167.0
279,PT01M24.00S,2025-01-07T01:32:26.9Z,2,REGULAR,steal,,[],1626167,,,1610612754,39,50,2025-01-07T01:32:31Z,2700000,False,,,0,,M. Turner STEAL (2 STL),[1626167],1610612754.0,IND,,Turner,M. Turner,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,
280,PT01M12.00S,2025-01-07T01:32:39.1Z,2,REGULAR,turnover,bad pass,[],1631097,,,1610612754,39,50,2025-01-07T01:32:42Z,2710000,False,,,0,,B. Mathurin bad pass TURNOVER (2 TO),"[1631097, 1631213]",1610612754.0,IND,,Mathurin,B. Mathurin,,Above the Break 3,24+ Left Center,,,,,,,,,,,,2.0,,,,,,Martin,1631213.0
281,PT01M12.00S,2025-01-07T01:32:39.1Z,2,REGULAR,steal,,[],1631213,,,1610612751,39,50,2025-01-07T01:32:41Z,2720000,False,,,0,,T. Martin STEAL (1 STL),[1631213],1610612751.0,BKN,,Martin,T. Martin,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,
282,PT01M02.00S,2025-01-07T01:32:49.2Z,2,REGULAR,turnover,bad pass,[],1630553,,,1610612751,39,50,2025-01-07T01:32:57Z,2730000,False,,,0,,K. Johnson bad pass TURNOVER (4 TO),"[1630553, 1626167]",1610612751.0,BKN,,Johnson,K. Johnson,,Mid-Range,16-24 Left Center,,,,,,,,,,,,4.0,,,,,,Turner,1626167.0
283,PT01M02.00S,2025-01-07T01:32:49.2Z,2,REGULAR,steal,,[],1626167,,,1610612754,39,50,2025-01-07T01:32:52Z,2740000,False,,,0,,M. Turner STEAL (3 STL),[1626167],1610612754.0,IND,,Turner,M. Turner,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,
284,PT00M44.30S,2025-01-07T01:33:07.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630169,94.1688567674113,3.431372549019608,1610612754,39,53,2025-01-07T01:37:13Z,2750000,False,-233.0,2.0,1,right,T. Haliburton 3PT  (8 PTS) (B. Mathurin 1 AST),"[1630169, 1631097]",1610612754.0,IND,,Haliburton,T. Haliburton,,Left Corner 3,24+ Left,23.28,Made,,,,,,,,,8.0,,B. Mathurin,1631097.0,1.0,,,,
286,PT00M28.30S,2025-01-07T01:33:25.6Z,2,REGULAR,3pt,Jump Shot,[],1631213,19.92444152431012,7.598039215686274,1610612751,39,53,2025-01-07T01:33:31Z,2770000,False,212.0,135.0,1,left,MISS T. Martin 25' step back 3PT,[1631213],1610612751.0,BKN,,Martin,T. Martin,step back,Above the Break 3,24+ Right Center,25.12,Missed,,,,,,,,,,,,,,,,,
287,PT00M25.80S,2025-01-07T01:33:28.1Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612754,39,53,2025-01-07T01:33:31Z,2780000,False,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,Above the Break 3,24+ Right Center,,,286.0,,,,,,,,,,,,,,,,
289,PT00M07.70S,2025-01-07T01:33:56.0Z,2,REGULAR,foul,personal,['2freethrow'],1630553,,,1610612754,39,53,2025-01-07T01:34:05Z,2800000,False,,,0,,K. Johnson shooting personal FOUL (1 PF) (Haliburton 2 FT),"[1630553, 1630169]",1610612751.0,BKN,2002.0,Johnson,K. Johnson,shooting,In The Paint (Non-RA),0-8 Center,,,,,,,1.0,0.0,Haliburton,1630169.0,,,,,,,,,
291,PT00M07.70S,2025-01-07T01:34:24.6Z,2,REGULAR,freethrow,1 of 2,[],1630169,,,1610612754,39,54,2025-01-07T01:34:24Z,2820000,False,,,0,,T. Haliburton Free Throw 1 of 2 (9 PTS),[1630169],1610612754.0,IND,,Haliburton,T. Haliburton,,,,,Made,,,,,,,,,9.0,,,,,,,,
292,PT00M07.70S,2025-01-07T01:34:31.5Z,2,REGULAR,substitution,out,[],1629614,,,1610612754,39,54,2025-01-07T01:34:36Z,2830000,False,,,0,,SUB out: A. Nembhard,[1629614],1610612754.0,IND,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,
293,PT00M07.70S,2025-01-07T01:34:31.5Z,2,REGULAR,substitution,in,[],1641767,,,1610612754,39,54,2025-01-07T01:34:36Z,2840000,False,,,0,,SUB in: B. Sheppard,[1641767],1610612754.0,IND,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,,,,,,,
294,PT00M07.70S,2025-01-07T01:34:47.7Z,2,REGULAR,freethrow,2 of 2,[],1630169,,,1610612754,39,55,2025-01-07T01:34:47Z,2850000,False,,,0,,T. Haliburton Free Throw 2 of 2 (10 PTS),[1630169],1610612754.0,IND,,Haliburton,T. Haliburton,,,,,Made,,,,,,,,,10.0,,,,,,,,
295,PT00M03.00S,2025-01-07T01:34:58.1Z,2,REGULAR,foul,personal,[],1630169,,,1610612751,39,55,2025-01-07T01:35:08Z,2860000,False,,,0,,T. Haliburton personal FOUL (2 PF),"[1630169, 1631213]",1610612754.0,IND,203591.0,Haliburton,T. Haliburton,,Mid-Range,16-24 Right Center,,,,,,,2.0,0.0,Martin,1631213.0,,,,,,,,,
297,PT00M00.90S,2025-01-07T01:35:25.6Z,2,REGULAR,2pt,Jump Shot,[],1631213,3.393971747700391,11.251531862745097,1610612751,39,55,2025-01-07T01:40:11Z,2880000,False,194.0,-21.0,1,left,MISS T. Martin 19' Jump Shot,[1631213],1610612751.0,BKN,,Martin,T. Martin,,Mid-Range,16-24 Right,19.48,Missed,,,,,,,,,,,,,,,,,
298,PT00M00.90S,2025-01-07T01:35:25.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612751,39,55,2025-01-07T01:35:31Z,2890000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,Right Corner 3,24+ Right,,,297.0,,,,,,,,,,,,,,,,
299,PT00M00.00S,2025-01-07T01:35:29.1Z,2,REGULAR,period,end,[],0,,,1610612751,39,55,2025-01-07T01:35:29Z,2900000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT12M00.00S,2025-01-07T01:50:06.3Z,3,REGULAR,substitution,out,['startperiod'],1641767,,,1610612751,39,55,2025-01-07T01:50:39Z,2910000,False,,,0,,SUB out: B. Sheppard,[1641767],1610612754.0,IND,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,,,,,,,
301,PT12M00.00S,2025-01-07T01:50:06.3Z,3,REGULAR,substitution,in,['startperiod'],1629614,,,1610612751,39,55,2025-01-07T01:50:39Z,2920000,False,,,0,,SUB in: A. Nembhard,[1629614],1610612754.0,IND,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,
302,PT12M00.00S,2025-01-07T01:50:49.0Z,3,REGULAR,period,start,[],0,,,1610612754,39,55,2025-01-07T01:50:49Z,2930000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT11M46.00S,2025-01-07T01:51:02.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631097,5.601182654402102,54.41176470588235,1610612754,39,55,2025-01-07T01:51:07Z,2940000,False,-22.0,0.0,1,left,MISS B. Mathurin driving Layup,[1631097],1610612754.0,IND,,Mathurin,B. Mathurin,driving,Restricted Area,0-8 Center,2.21,Missed,,,,,,,,,,,,,,,,,
304,PT11M43.00S,2025-01-07T01:51:05.8Z,3,REGULAR,rebound,defensive,[],1630533,,,1610612751,39,55,2025-01-07T01:51:07Z,2950000,False,,,0,,Z. Williams REBOUND (Off:0 Def:5),[1630533],1610612751.0,BKN,,Williams,Z. Williams,,Restricted Area,0-8 Center,,,303.0,5.0,5.0,0.0,,,,,,,,,,,,,
305,PT11M34.00S,2025-01-07T01:51:13.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631213,91.80354796320631,49.01960784313725,1610612751,39,55,2025-01-07T01:51:20Z,2960000,False,-5.0,25.0,1,right,MISS T. Martin driving Layup,[1631213],1610612751.0,BKN,,Martin,T. Martin,driving,Restricted Area,0-8 Center,2.5,Missed,,,,,,,,,,,,,,,,,
306,PT11M32.00S,2025-01-07T01:51:15.3Z,3,REGULAR,rebound,defensive,[],1626167,,,1610612754,39,55,2025-01-07T01:51:20Z,2970000,False,,,0,,M. Turner REBOUND (Off:2 Def:2),[1626167],1610612754.0,IND,,Turner,M. Turner,,Restricted Area,0-8 Center,,,305.0,4.0,2.0,2.0,,,,,,,,,,,,,
307,PT11M26.00S,2025-01-07T01:51:21.3Z,3,REGULAR,3pt,Jump Shot,[],1631097,18.2161629434954,95.09803921568627,1610612754,39,58,2025-01-07T01:51:30Z,2980000,False,-225.0,119.0,1,left,B. Mathurin 25' 3PT  (14 PTS) (T. Haliburton 4 AST),"[1631097, 1630169]",1610612754.0,IND,,Mathurin,B. Mathurin,,Above the Break 3,24+ Left Center,25.48,Made,,,,,,,,,14.0,,T. Haliburton,1630169.0,4.0,,,,
309,PT11M07.00S,2025-01-07T01:51:41.5Z,3,REGULAR,turnover,lost ball,[],1629651,,,1610612751,39,58,2025-01-07T01:51:47Z,3000000,False,,,0,,N. Claxton lost ball TURNOVER (1 TO),"[1629651, 1629614]",1610612751.0,BKN,,Claxton,N. Claxton,,Mid-Range,16-24 Left,,,,,,,,,,,,1.0,,,,,,Nembhard,1629614.0
310,PT11M07.00S,2025-01-07T01:51:41.5Z,3,REGULAR,steal,,[],1629614,,,1610612754,39,58,2025-01-07T01:53:47Z,3010000,False,,,0,,A. Nembhard STEAL (1 STL),[1629614],1610612754.0,IND,,Nembhard,A. Nembhard,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,
311,PT10M59.00S,2025-01-07T01:51:49.2Z,3,REGULAR,turnover,bad pass,[],1631097,,,1610612754,39,58,2025-01-07T01:54:47Z,3020000,False,,,0,,B. Mathurin bad pass TURNOVER (3 TO),"[1631097, 1630553]",1610612754.0,IND,,Mathurin,B. Mathurin,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,3.0,,,,,,Johnson,1630553.0
312,PT10M59.00S,2025-01-07T01:51:49.2Z,3,REGULAR,steal,,[],1630553,,,1610612751,39,58,2025-01-07T01:51:51Z,3030000,False,,,0,,K. Johnson STEAL (3 STL),[1630553],1610612751.0,BKN,,Johnson,K. Johnson,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,
313,PT10M55.00S,2025-01-07T01:51:52.9Z,3,REGULAR,turnover,bad pass,[],1630533,,,1610612751,39,58,2025-01-07T01:51:57Z,3040000,False,,,0,,Z. Williams bad pass TURNOVER (1 TO),"[1630533, 1630169]",1610612751.0,BKN,,Williams,Z. Williams,,Mid-Range,8-16 Left,,,,,,,,,,,,1.0,,,,,,Haliburton,1630169.0
314,PT10M55.00S,2025-01-07T01:51:52.9Z,3,REGULAR,steal,,[],1630169,,,1610612754,39,58,2025-01-07T01:51:55Z,3050000,False,,,0,,T. Haliburton STEAL (1 STL),[1630169],1610612754.0,IND,,Haliburton,T. Haliburton,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,
315,PT10M54.00S,2025-01-07T01:51:57.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627783,5.863994743758213,50.245098039215684,1610612754,39,60,2025-01-07T01:52:04Z,3060000,False,-1.0,3.0,1,left,P. Siakam running Layup (10 PTS) (T. Haliburton 5 AST),"[1627783, 1630169]",1610612754.0,IND,,Siakam,P. Siakam,running,Restricted Area,0-8 Center,0.29,Made,,,,,,,,,10.0,,T. Haliburton,1630169.0,5.0,,,,
317,PT10M54.00S,2025-01-07T01:52:00.9Z,3,REGULAR,foul,personal,['1freethrow'],1630553,,,1610612754,39,60,2025-01-07T01:52:10Z,3080000,False,,,0,,K. Johnson shooting personal FOUL (2 PF) (Siakam 1 FT),"[1630553, 1627783]",1610612751.0,BKN,2002.0,Johnson,K. Johnson,shooting,Restricted Area,0-8 Center,,,,,,,2.0,0.0,Siakam,1627783.0,,,,,,,,,
319,PT10M54.00S,2025-01-07T01:52:14.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,39,60,2025-01-07T01:52:23Z,3100000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT10M54.00S,2025-01-07T01:55:19.4Z,3,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1627783,,,1610612754,39,61,2025-01-07T01:55:19Z,3110000,False,,,0,,P. Siakam Free Throw 1 of 1 (11 PTS),[1627783],1610612754.0,IND,,Siakam,P. Siakam,,,,,Made,,,,,,,,,11.0,,,,,,,,
321,PT10M28.00S,2025-01-07T01:55:45.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629651,87.46714848883047,45.34313725490196,1610612751,41,61,2025-01-07T01:55:49Z,3120000,False,-23.0,65.0,1,right,N. Claxton 6' floating Jump Shot (2 PTS) (N. Clowney 1 AST),"[1629651, 1641730]",1610612751.0,BKN,,Claxton,N. Claxton,floating,In The Paint (Non-RA),0-8 Center,6.93,Made,,,,,,,,,2.0,,N. Clowney,1641730.0,1.0,,,,
323,PT10M18.00S,2025-01-07T01:55:56.4Z,3,REGULAR,3pt,Jump Shot,[],1630169,31.750985545335087,34.068627450980394,1610612754,41,64,2025-01-07T01:56:17Z,3140000,False,80.0,246.0,1,left,T. Haliburton 25' 3PT step back (13 PTS) (M. Turner 1 AST),"[1630169, 1626167]",1610612754.0,IND,,Haliburton,T. Haliburton,step back,Above the Break 3,24+ Center,25.86,Made,,,,,,,,,13.0,,M. Turner,1626167.0,1.0,,,,
324,PT10M03.00S,2025-01-07T01:56:12.1Z,3,REGULAR,turnover,bad pass,[],1631213,,,1610612751,41,64,2025-01-07T01:56:20Z,3150000,False,,,0,,T. Martin bad pass TURNOVER (3 TO),"[1631213, 1629614]",1610612751.0,BKN,,Martin,T. Martin,,Above the Break 3,24+ Center,,,,,,,,,,,,3.0,,,,,,Nembhard,1629614.0
325,PT10M03.00S,2025-01-07T01:56:12.1Z,3,REGULAR,steal,,[],1629614,,,1610612754,41,64,2025-01-07T01:56:14Z,3160000,False,,,0,,A. Nembhard STEAL (2 STL),[1629614],1610612754.0,IND,,Nembhard,A. Nembhard,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,
327,PT10M00.00S,2025-01-07T01:56:17.4Z,3,REGULAR,foul,personal,['2freethrow'],1630553,,,1610612754,41,64,2025-01-07T01:56:33Z,3170000,False,,,0,,K. Johnson shooting personal FOUL (3 PF) (Mathurin 2 FT),"[1630553, 1631097]",1610612751.0,BKN,203591.0,Johnson,K. Johnson,shooting,Restricted Area,0-8 Center,,,,,,,3.0,0.0,Mathurin,1631097.0,,,,,,,,,
329,PT10M00.00S,2025-01-07T01:56:55.9Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1631097,,,1610612754,41,64,2025-01-07T01:56:55Z,3190000,False,,,0,,MISS B. Mathurin Free Throw 1 of 2,[1631097],1610612754.0,IND,,Mathurin,B. Mathurin,,,,,Missed,,,,,,,,,,,,,,,,,
330,PT10M00.00S,2025-01-07T01:56:55.9Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612754,41,64,2025-01-07T01:56:55Z,3200000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,329.0,,,,,,,,,,,,,,,,
331,PT10M00.00S,2025-01-07T01:57:16.8Z,3,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1631097,,,1610612754,41,65,2025-01-07T01:57:16Z,3210000,False,,,0,,B. Mathurin Free Throw 2 of 2 (15 PTS),[1631097],1610612754.0,IND,,Mathurin,B. Mathurin,,,,,Made,,,,,,,,,15.0,,,,,,,,
332,PT09M54.00S,2025-01-07T01:57:27.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630553,92.85479632063075,49.50980392156863,1610612751,41,65,2025-01-07T01:57:37Z,3220000,False,-2.0,15.0,1,right,MISS K. Johnson driving Layup - blocked,"[1630553, 1626167]",1610612751.0,BKN,,Johnson,K. Johnson,driving,Restricted Area,0-8 Center,1.49,Missed,,,,,,,,,,,,,,Turner,1626167.0,,
333,PT09M54.00S,2025-01-07T01:57:27.1Z,3,REGULAR,block,,[],1626167,,,1610612751,41,65,2025-01-07T01:57:29Z,3230000,False,,,0,,M. Turner BLOCK (1 BLK),[1626167],1610612754.0,IND,,Turner,M. Turner,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
334,PT09M51.00S,2025-01-07T01:57:30.1Z,3,REGULAR,rebound,defensive,[],1629614,,,1610612754,41,65,2025-01-07T01:57:37Z,3240000,False,,,0,,A. Nembhard REBOUND (Off:0 Def:4),[1629614],1610612754.0,IND,,Nembhard,A. Nembhard,,Restricted Area,0-8 Center,,,332.0,4.0,4.0,0.0,,,,,,,,,,,,,
335,PT09M49.00S,2025-01-07T01:57:32.6Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1631097,25.969119579500656,18.137254901960784,1610612754,41,65,2025-01-07T01:57:46Z,3250000,False,159.0,192.0,1,left,MISS B. Mathurin 24' running pullup 3PT,[1631097],1610612754.0,IND,,Mathurin,B. Mathurin,running pullup,Above the Break 3,24+ Right Center,24.92,Missed,,,,,,,,,,,,,,,,,
336,PT09M45.00S,2025-01-07T01:57:36.6Z,3,REGULAR,rebound,defensive,[],1630533,,,1610612751,41,65,2025-01-07T01:57:46Z,3260000,False,,,0,,Z. Williams REBOUND (Off:0 Def:6),[1630533],1610612751.0,BKN,,Williams,Z. Williams,,Above the Break 3,24+ Right Center,,,335.0,6.0,6.0,0.0,,,,,,,,,,,,,
337,PT09M36.00S,2025-01-07T01:57:44.9Z,3,REGULAR,3pt,Jump Shot,[],1641730,93.51182654402102,2.696078431372549,1610612751,44,65,2025-01-07T01:57:49Z,3270000,False,-237.0,8.0,1,right,N. Clowney 3PT  (6 PTS) (Z. Williams 2 AST),"[1641730, 1630533]",1610612751.0,BKN,,Clowney,N. Clowney,,Left Corner 3,24+ Left,23.67,Made,,,,,,,,,6.0,,Z. Williams,1630533.0,2.0,,,,
339,PT09M25.00S,2025-01-07T01:57:56.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,6.389618922470433,50.49019607843137,1610612754,44,67,2025-01-07T01:58:02Z,3290000,False,-2.0,8.0,1,left,P. Siakam Layup (13 PTS) (A. Nembhard 3 AST),"[1627783, 1629614]",1610612754.0,IND,,Siakam,P. Siakam,,Restricted Area,0-8 Center,0.8,Made,,,,,,,,,13.0,,A. Nembhard,1629614.0,3.0,,,,
341,PT09M06.00S,2025-01-07T01:58:15.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1641730,92.72339027595268,56.127450980392155,1610612751,44,67,2025-01-07T01:58:21Z,3310000,False,31.0,16.0,1,right,MISS N. Clowney driving finger roll Layup,[1641730],1610612751.0,BKN,,Clowney,N. Clowney,driving finger roll,Restricted Area,0-8 Center,3.45,Missed,,,,,,,,,,,,,,,,,
342,PT09M06.00S,2025-01-07T01:58:19.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612751,44,67,2025-01-07T01:58:19Z,3320000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,Restricted Area,0-8 Center,,,341.0,,,,,,,,,,,,,,,,
343,PT09M06.00S,2025-01-07T01:58:19.8Z,3,REGULAR,foul,personal,[],1627783,,,1610612751,44,67,2025-01-07T01:58:34Z,3330000,False,,,0,,P. Siakam loose ball personal FOUL (1 PF),"[1627783, 1629651]",1610612754.0,IND,203591.0,Siakam,P. Siakam,loose ball,Restricted Area,0-8 Center,,,,,,,1.0,0.0,Claxton,1629651.0,,,,,,,,,
345,PT09M06.00S,2025-01-07T01:58:33.8Z,3,REGULAR,substitution,out,[],1630553,,,1610612751,44,67,2025-01-07T01:58:36Z,3350000,False,,,0,,SUB out: K. Johnson,[1630553],1610612751.0,BKN,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,
346,PT09M06.00S,2025-01-07T01:58:33.8Z,3,REGULAR,substitution,in,[],1630592,,,1610612751,44,67,2025-01-07T01:58:36Z,3360000,False,,,0,,SUB in: J. Wilson,[1630592],1610612751.0,BKN,,Wilson,J. Wilson,,,,,,,,,,,,,,,,,,,,,,
347,PT09M04.00S,2025-01-07T01:58:41.4Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629651,70.51576872536137,72.54901960784314,1610612751,44,67,2025-01-07T01:58:48Z,3370000,False,113.0,225.0,1,right,MISS N. Claxton 25' 3PT,[1629651],1610612751.0,BKN,,Claxton,N. Claxton,,Above the Break 3,24+ Right Center,25.14,Missed,,,,,,,,,,,,,,,,,
348,PT09M00.00S,2025-01-07T01:58:45.4Z,3,REGULAR,rebound,offensive,[],1630592,,,1610612751,44,67,2025-01-07T01:58:48Z,3380000,False,,,0,,J. Wilson REBOUND (Off:4 Def:0),[1630592],1610612751.0,BKN,,Wilson,J. Wilson,,Above the Break 3,24+ Right Center,,,347.0,4.0,0.0,4.0,,,,,,,,,,,,,
349,PT08M59.00S,2025-01-07T01:58:46.6Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630592,88.38699080157687,51.225490196078425,1610612751,46,67,2025-01-07T01:59:04Z,3390000,False,6.0,57.0,1,right,J. Wilson turnaround Jump Shot (6 PTS),[1630592],1610612751.0,BKN,,Wilson,J. Wilson,turnaround,In The Paint (Non-RA),0-8 Center,5.7,Made,,,,,,,,,6.0,,,,,,,,
350,PT08M36.00S,2025-01-07T01:59:08.6Z,3,REGULAR,3pt,Jump Shot,[],1627783,31.09395532194481,65.44117647058823,1610612754,46,67,2025-01-07T01:59:17Z,3400000,False,-77.0,240.0,1,left,MISS P. Siakam 25' 3PT,[1627783],1610612754.0,IND,,Siakam,P. Siakam,,Above the Break 3,24+ Center,25.19,Missed,,,,,,,,,,,,,,,,,
351,PT08M33.00S,2025-01-07T01:59:11.6Z,3,REGULAR,rebound,defensive,[],1641730,,,1610612751,46,67,2025-01-07T01:59:17Z,3410000,False,,,0,,N. Clowney REBOUND (Off:0 Def:2),[1641730],1610612751.0,BKN,,Clowney,N. Clowney,,Above the Break 3,24+ Center,,,350.0,2.0,2.0,0.0,,,,,,,,,,,,,
352,PT08M30.00S,2025-01-07T01:59:17.7Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1641730,93.64323258869908,54.41176470588235,1610612751,48,67,2025-01-07T02:01:10Z,3420000,False,22.0,7.0,1,right,N. Clowney driving finger roll Layup (8 PTS),[1641730],1610612751.0,BKN,,Clowney,N. Clowney,driving finger roll,Restricted Area,0-8 Center,2.33,Made,,,,,,,,,8.0,,,,,,,,
