actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
16,PT10M31.00S,2024-12-17T00:42:32.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627827,15.325229960578188,65.19607843137256,1610612751,7,0,2024-12-17T00:42:35Z,160000,False,-76.0,92.0,1,left,D. Finney-Smith 11' fadeaway Jump Shot (2 PTS),[1627827],1610612751.0,BKN,fadeaway,,,Finney-Smith,D. Finney-Smith,,,,,In The Paint (Non-RA),8-16 Left,,,,11.9,Made,2.0,,,,,,,,,,,,,,
17,PT10M07.00S,2024-12-17T00:42:57.1Z,1,REGULAR,2pt,Jump Shot,[],1629636,79.97700394218134,71.81372549019608,1610612739,7,2,2024-12-17T00:43:06Z,170000,False,109.0,136.0,1,right,D. Garland 17' pullup Jump Shot (2 PTS),[1629636],1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,Mid-Range,16-24 Right Center,,,,17.41,Made,2.0,,,,,,,,,,,,,,
18,PT10M07.00S,2024-12-17T00:43:00.7Z,1,REGULAR,foul,personal,['1freethrow'],1630553,,,1610612739,7,2,2024-12-17T00:43:09Z,180000,False,,,0,,K. Johnson shooting personal FOUL (1 PF) (Garland 1 FT),"[1630553, 1629636]",1610612751.0,BKN,shooting,,,Johnson,K. Johnson,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,1626302.0,1.0,0.0,Garland,1629636.0,,
20,PT10M07.00S,2024-12-17T00:43:27.5Z,1,REGULAR,freethrow,1 of 1,[],1629636,,,1610612739,7,3,2024-12-17T00:43:27Z,200000,False,,,0,,D. Garland Free Throw 1 of 1 (3 PTS),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
21,PT09M53.00S,2024-12-17T00:43:45.4Z,1,REGULAR,turnover,out-of-bounds,[],1627732,,,1610612751,7,3,2024-12-17T00:43:50Z,210000,False,,,0,,B. Simmons lost ball out-of-bounds TURNOVER (1 TO),[1627732],1610612751.0,BKN,lost ball,,,Simmons,B. Simmons,,,,,Restricted Area,0-8 Center,1.0,,,,,,,,,,,,,1626302.0,,,,,,
22,PT09M37.00S,2024-12-17T00:44:03.5Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1628386,89.56964520367937,45.83333333333333,1610612739,7,5,2024-12-17T00:44:08Z,220000,False,-21.0,46.0,1,right,J. Allen turnaround Hook (2 PTS) (D. Mitchell 1 AST),"[1628386, 1628378]",1610612739.0,CLE,turnaround,,,Allen,J. Allen,,,,,In The Paint (Non-RA),0-8 Center,,,,5.0,Made,2.0,,,,,D. Mitchell,1628378.0,1.0,,,,,,,
24,PT09M27.00S,2024-12-17T00:44:13.0Z,1,REGULAR,3pt,Jump Shot,[],1630553,26.10052562417871,13.480392156862745,1610612751,7,5,2024-12-17T00:44:17Z,240000,False,183.0,193.0,1,left,MISS K. Johnson 26' 3PT,[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Right Center,,,,26.55,Missed,,,,,,,,,,,,,,,
25,PT09M25.00S,2024-12-17T00:44:15.0Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,7,5,2024-12-17T00:44:17Z,250000,False,,,0,,E. Mobley REBOUND (Off:0 Def:1),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Right Center,,,,,,,24.0,1.0,1.0,0.0,,,,,,,,,,
26,PT09M17.00S,2024-12-17T00:44:23.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630596,93.77463863337714,55.63725490196079,1610612739,7,5,2024-12-17T00:44:28Z,260000,False,28.0,6.0,1,right,MISS E. Mobley driving Layup,[1630596],1610612739.0,CLE,driving,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,,2.88,Missed,,,,,,,,,,,,,,,
27,PT09M15.00S,2024-12-17T00:44:25.7Z,1,REGULAR,rebound,defensive,[],1630553,,,1610612751,7,5,2024-12-17T00:44:28Z,270000,False,,,0,,K. Johnson REBOUND (Off:0 Def:1),[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,26.0,1.0,1.0,0.0,,,,,,,,,,
28,PT08M57.00S,2024-12-17T00:44:44.3Z,1,REGULAR,3pt,Jump Shot,[],1629661,32.40801576872536,62.745098039215684,1610612751,10,5,2024-12-17T00:44:49Z,280000,False,-64.0,252.0,1,left,C. Johnson 26' 3PT  (6 PTS) (N. Claxton 1 AST),"[1629661, 1629651]",1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Center,,,,26.0,Made,6.0,,,,,N. Claxton,1629651.0,1.0,,,,,,,
30,PT08M41.00S,2024-12-17T00:44:59.6Z,1,REGULAR,3pt,Jump Shot,[],1628378,68.28186596583443,25.49019607843137,1610612739,10,5,2024-12-17T00:45:02Z,300000,False,-123.0,246.0,1,right,MISS D. Mitchell 27' 3PT,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,,,,27.45,Missed,,,,,,,,,,,,,,,
31,PT08M38.00S,2024-12-17T00:45:02.6Z,1,REGULAR,rebound,defensive,[],1627732,,,1610612751,10,5,2024-12-17T00:45:02Z,310000,False,,,0,,B. Simmons REBOUND (Off:0 Def:2),[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Above the Break 3,24+ Left Center,,,,,,,30.0,2.0,2.0,0.0,,,,,,,,,,
32,PT08M30.00S,2024-12-17T00:45:10.6Z,1,REGULAR,2pt,Jump Shot,[],1629651,20.97568988173456,48.529411764705884,1610612751,10,5,2024-12-17T00:45:17Z,320000,False,7.0,145.0,1,left,MISS N. Claxton 14' floating Shot,[1629651],1610612751.0,BKN,floating,,,Claxton,N. Claxton,,,,,Mid-Range,8-16 Center,,,,14.49,Missed,,,,,,,,,,,,,,,
33,PT08M30.00S,2024-12-17T00:45:10.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612739,10,5,2024-12-17T00:45:17Z,330000,False,,,0,,TEAM defensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,Mid-Range,8-16 Center,,,,,,,32.0,,,,,,,,,,,,,
35,PT08M18.00S,2024-12-17T00:45:35.9Z,1,REGULAR,turnover,bad pass,[],1629636,,,1610612739,10,5,2024-12-17T00:45:40Z,350000,False,,,0,,D. Garland bad pass TURNOVER (2 TO),"[1629636, 1629651]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,Above the Break 3,24+ Right Center,2.0,Claxton,1629651.0,,,,,,,,,,,,,,,,,
36,PT08M18.00S,2024-12-17T00:45:35.9Z,1,REGULAR,steal,,[],1629651,,,1610612751,10,5,2024-12-17T00:45:37Z,360000,False,,,0,,N. Claxton STEAL (1 STL),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
37,PT08M14.00S,2024-12-17T00:45:38.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629651,6.258212877792378,49.26470588235294,1610612751,12,5,2024-12-17T00:45:43Z,370000,False,4.0,6.0,1,left,N. Claxton running DUNK (2 PTS),[1629651],1610612751.0,BKN,running,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,0.73,Made,2.0,,,,,,,,,,,,,,
38,PT07M58.00S,2024-12-17T00:45:54.3Z,1,REGULAR,2pt,Jump Shot,[],1628378,79.188567674113,61.51960784313726,1610612739,12,7,2024-12-17T00:45:58Z,380000,False,58.0,143.0,1,right,D. Mitchell 15' turnaround Jump Shot (2 PTS),[1628378],1610612739.0,CLE,turnaround,,,Mitchell,D. Mitchell,,,,,Mid-Range,8-16 Center,,,,15.43,Made,2.0,,,,,,,,,,,,,,
39,PT07M37.00S,2024-12-17T00:46:16.5Z,1,REGULAR,turnover,bad pass,[],1629661,,,1610612751,12,7,2024-12-17T00:46:23Z,390000,False,,,0,,C. Johnson bad pass TURNOVER (1 TO),"[1629661, 1628378]",1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Mid-Range,16-24 Left,1.0,Mitchell,1628378.0,,,,,,,,,,,,,,,,,
40,PT07M37.00S,2024-12-17T00:46:16.5Z,1,REGULAR,steal,,[],1628378,,,1610612739,12,7,2024-12-17T00:53:03Z,400000,False,,,0,,D. Mitchell STEAL (1 STL),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
41,PT07M27.00S,2024-12-17T00:46:29.4Z,1,REGULAR,foul,personal,[],1629651,,,1610612739,12,7,2024-12-17T00:46:41Z,410000,False,,,0,,N. Claxton personal FOUL (1 PF),"[1629651, 1628378]",1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,202058.0,1.0,0.0,Mitchell,1628378.0,,
43,PT07M25.00S,2024-12-17T00:46:51.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630171,93.24901445466492,94.6078431372549,1610612739,12,10,2024-12-17T00:46:56Z,430000,False,223.0,11.0,1,right,I. Okoro 3PT  (3 PTS) (D. Mitchell 2 AST),"[1630171, 1628378]",1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Right Corner 3,24+ Right,,,,22.33,Made,3.0,,,,,D. Mitchell,1628378.0,2.0,,,,,,,
45,PT07M09.00S,2024-12-17T00:47:09.6Z,1,REGULAR,foul,personal,['2freethrow'],1630596,,,1610612751,12,10,2024-12-17T00:47:16Z,450000,False,,,0,,E. Mobley shooting personal FOUL (1 PF) (Johnson 2 FT),"[1630596, 1629661]",1610612739.0,CLE,shooting,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,202058.0,1.0,0.0,Johnson,1629661.0,,
47,PT07M09.00S,2024-12-17T00:47:39.3Z,1,REGULAR,freethrow,1 of 2,[],1629661,,,1610612751,12,10,2024-12-17T00:47:39Z,470000,False,,,0,,MISS C. Johnson Free Throw 1 of 2,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
48,PT07M09.00S,2024-12-17T00:47:39.3Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612751,12,10,2024-12-17T00:47:39Z,480000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,47.0,,,,,,,,,,,,,
49,PT07M09.00S,2024-12-17T00:47:39.8Z,1,REGULAR,substitution,out,[],1630596,,,1610612751,12,10,2024-12-17T00:47:45Z,490000,False,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PT07M09.00S,2024-12-17T00:47:39.8Z,1,REGULAR,substitution,out,[],1628378,,,1610612751,12,10,2024-12-17T00:47:45Z,500000,False,,,0,,SUB out: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT07M09.00S,2024-12-17T00:47:39.8Z,1,REGULAR,substitution,in,[],1627747,,,1610612751,12,10,2024-12-17T00:47:45Z,510000,False,,,0,,SUB in: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT07M09.00S,2024-12-17T00:47:39.8Z,1,REGULAR,substitution,in,[],1627777,,,1610612751,12,10,2024-12-17T00:47:45Z,520000,False,,,0,,SUB in: G. Niang,[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT07M09.00S,2024-12-17T00:48:06.0Z,1,REGULAR,freethrow,2 of 2,[],1629661,,,1610612751,13,10,2024-12-17T00:48:06Z,530000,False,,,0,,C. Johnson Free Throw 2 of 2 (7 PTS),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,,
54,PT06M45.00S,2024-12-17T00:48:31.7Z,1,REGULAR,2pt,Jump Shot,[],1629636,82.47371879106439,29.166666666666668,1610612739,13,12,2024-12-17T01:47:28Z,540000,False,-104.0,112.0,1,right,D. Garland 15' driving floating Jump Shot (5 PTS) (C. LeVert 1 AST),"[1629636, 1627747]",1610612739.0,CLE,driving floating,,,Garland,D. Garland,,,,,Mid-Range,8-16 Left,,,,15.31,Made,5.0,,,,,C. LeVert,1627747.0,1.0,,,,,,,
55,PT06M36.00S,2024-12-17T00:48:40.6Z,1,REGULAR,turnover,lost ball,[],1630553,,,1610612751,13,12,2024-12-17T00:48:48Z,550000,False,,,0,,K. Johnson lost ball TURNOVER (1 TO),"[1630553, 1627747]",1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Left Center,1.0,LeVert,1627747.0,,,,,,,,,,,,,,,,,
56,PT06M36.00S,2024-12-17T00:48:40.6Z,1,REGULAR,steal,,[],1627747,,,1610612739,13,12,2024-12-17T00:53:14Z,560000,False,,,0,,C. LeVert STEAL (1 STL),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
57,PT06M31.00S,2024-12-17T00:48:45.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627747,92.9862023653088,50.0,1610612739,13,12,2024-12-17T00:48:52Z,570000,False,0.0,13.0,1,right,MISS C. LeVert running Layup,[1627747],1610612739.0,CLE,running,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,,,,1.34,Missed,,,,,,,,,,,,,,,
58,PT06M31.00S,2024-12-17T00:48:47.2Z,1,REGULAR,rebound,offensive,[],1628386,,,1610612739,13,12,2024-12-17T00:48:47Z,580000,False,,,0,,J. Allen REBOUND (Off:1 Def:0),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,,,57.0,1.0,0.0,1.0,,,,,,,,,,
59,PT06M31.00S,2024-12-17T00:48:48.8Z,1,REGULAR,foul,personal,['2freethrow'],1630553,,,1610612739,13,12,2024-12-17T00:49:00Z,590000,False,,,0,,K. Johnson shooting personal FOUL (2 PF) (Allen 2 FT),"[1630553, 1628386]",1610612751.0,BKN,shooting,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,202058.0,2.0,0.0,Allen,1628386.0,,
61,PT06M31.00S,2024-12-17T00:49:04.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,13,12,2024-12-17T00:49:04Z,610000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M31.00S,2024-12-17T00:49:11.3Z,1,REGULAR,substitution,out,[],1630553,,,1610612739,13,12,2024-12-17T00:52:01Z,620000,False,,,0,,SUB out: K. Johnson,[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M31.00S,2024-12-17T00:49:11.3Z,1,REGULAR,substitution,in,[],1630592,,,1610612739,13,12,2024-12-17T00:52:01Z,630000,False,,,0,,SUB in: J. Wilson,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M31.00S,2024-12-17T00:52:09.1Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance', 'fastbreak']",1628386,,,1610612739,13,13,2024-12-17T00:52:09Z,640000,False,,,0,,J. Allen Free Throw 1 of 2 (3 PTS),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
65,PT06M31.00S,2024-12-17T00:52:23.0Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover', '2ndchance']",1628386,,,1610612739,13,14,2024-12-17T00:52:23Z,650000,False,,,0,,J. Allen Free Throw 2 of 2 (4 PTS),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,
66,PT06M08.00S,2024-12-17T00:52:49.3Z,1,REGULAR,3pt,Jump Shot,[],1629661,17.427726675427067,93.38235294117648,1610612751,13,14,2024-12-17T00:52:56Z,660000,False,-217.0,111.0,1,left,MISS C. Johnson 24' 3PT,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Left Center,,,,24.38,Missed,,,,,,,,,,,,,,,
67,PT06M05.00S,2024-12-17T00:52:52.3Z,1,REGULAR,rebound,defensive,[],1627777,,,1610612739,13,14,2024-12-17T00:52:56Z,670000,False,,,0,,G. Niang REBOUND (Off:0 Def:1),[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Left Center,,,,,,,66.0,1.0,1.0,0.0,,,,,,,,,,
68,PT05M57.00S,2024-12-17T00:53:00.5Z,1,REGULAR,turnover,bad pass,[],1629636,,,1610612739,13,14,2024-12-17T00:53:07Z,680000,False,,,0,,D. Garland bad pass TURNOVER (3 TO),"[1629636, 1630592]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,Mid-Range,16-24 Right Center,3.0,Wilson,1630592.0,,,,,,,,,,,,,,,,,
69,PT05M57.00S,2024-12-17T00:53:00.5Z,1,REGULAR,steal,,[],1630592,,,1610612751,13,14,2024-12-17T00:53:01Z,690000,False,,,0,,J. Wilson STEAL (1 STL),[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
70,PT05M54.00S,2024-12-17T00:53:04.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627827,5.469776609724048,47.549019607843135,1610612751,15,14,2024-12-17T00:53:14Z,700000,False,12.0,-1.0,1,left,D. Finney-Smith running Layup (4 PTS) (B. Simmons 2 AST),"[1627827, 1627732]",1610612751.0,BKN,running,,,Finney-Smith,D. Finney-Smith,,,,,Restricted Area,0-8 Center,,,,1.23,Made,4.0,,,,,B. Simmons,1627732.0,2.0,,,,,,,
72,PT05M34.00S,2024-12-17T00:53:22.9Z,1,REGULAR,3pt,Jump Shot,[],1627777,93.64323258869908,94.6078431372549,1610612739,15,17,2024-12-17T00:53:28Z,720000,False,223.0,7.0,1,right,G. Niang 3PT  (3 PTS) (D. Garland 1 AST),"[1627777, 1629636]",1610612739.0,CLE,,,,Niang,G. Niang,,,,,Right Corner 3,24+ Right,,,,22.31,Made,3.0,,,,,D. Garland,1629636.0,1.0,,,,,,,
74,PT05M09.00S,2024-12-17T00:53:47.9Z,1,REGULAR,turnover,lost ball,[],1627732,,,1610612751,15,17,2024-12-17T01:00:33Z,740000,False,,,0,,B. Simmons lost ball TURNOVER (2 TO),"[1627732, 1629636]",1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Above the Break 3,24+ Center,2.0,Garland,1629636.0,,,,,,,,,,,,,,,,,
75,PT05M09.00S,2024-12-17T00:53:47.9Z,1,REGULAR,steal,,[],1629636,,,1610612739,15,17,2024-12-17T00:53:49Z,750000,False,,,0,,D. Garland STEAL (1 STL),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
76,PT04M52.00S,2024-12-17T00:54:06.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630171,92.59198423127464,52.69607843137255,1610612739,15,19,2024-12-17T00:54:10Z,760000,False,13.0,17.0,1,right,I. Okoro driving Layup (5 PTS) (C. LeVert 2 AST),"[1630171, 1627747]",1610612739.0,CLE,driving,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,,,,2.18,Made,5.0,,,,,C. LeVert,1627747.0,2.0,,,,,,,
78,PT04M26.00S,2024-12-17T00:54:30.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629651,13.091327201051248,53.431372549019606,1610612751,15,19,2024-12-17T00:54:36Z,780000,False,-17.0,71.0,1,left,MISS N. Claxton 7' turnaround fadeaway Shot,[1629651],1610612751.0,BKN,turnaround fadeaway,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,,,,7.27,Missed,,,,,,,,,,,,,,,
79,PT04M25.00S,2024-12-17T00:54:31.9Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,15,19,2024-12-17T00:54:36Z,790000,False,,,0,,J. Allen REBOUND (Off:1 Def:1),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,78.0,2.0,1.0,1.0,,,,,,,,,,
80,PT04M07.00S,2024-12-17T00:54:50.1Z,1,REGULAR,3pt,Jump Shot,[],1629636,65.39093298291722,26.47058823529412,1610612739,15,22,2024-12-17T00:54:57Z,800000,False,-118.0,273.0,1,right,D. Garland 29' 3PT step back (8 PTS),[1629636],1610612739.0,CLE,step back,,,Garland,D. Garland,,,,,Above the Break 3,24+ Left Center,,,,29.71,Made,8.0,,,,,,,,,,,,,,
81,PT03M48.00S,2024-12-17T00:55:09.2Z,1,REGULAR,turnover,bad pass,[],1627732,,,1610612751,15,22,2024-12-17T00:55:17Z,810000,False,,,0,,B. Simmons bad pass TURNOVER (3 TO),"[1627732, 1627747]",1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Mid-Range,16-24 Left Center,3.0,LeVert,1627747.0,,,,,,,,,,,,,,,,,
82,PT03M48.00S,2024-12-17T00:55:09.2Z,1,REGULAR,steal,,[],1627747,,,1610612739,15,22,2024-12-17T00:55:11Z,820000,False,,,0,,C. LeVert STEAL (2 STL),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
