actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
342,PT11M20.00S,2025-01-22T01:51:47.9Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629651,5.732588699080158,49.754901960784316,1610612751,53,62,2025-01-22T01:51:51Z,3360000,False,1.0,1.0,1,left,N. Claxton DUNK (4 PTS) (D. Russell 7 AST),"[1629651, 1626156]",1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,0.18,Made,4.0,D. Russell,1626156.0,7.0,,,,,,,,,,,,
344,PT10M56.00S,2025-01-22T01:52:11.1Z,3,REGULAR,turnover,bad pass,[],1626157,,,1610612752,53,62,2025-01-22T01:52:22Z,3380000,False,,,0,,K. Towns bad pass TURNOVER (2 TO),"[1626157, 1629651]",1610612752.0,NYK,,,,Towns,K. Towns,,,,,In The Paint (Non-RA),8-16 Center,,2.0,,,,,,,,,,,,,,,,,Claxton,1629651.0
345,PT10M56.00S,2025-01-22T01:52:11.1Z,3,REGULAR,steal,,[],1629651,,,1610612751,53,62,2025-01-22T01:52:13Z,3390000,False,,,0,,N. Claxton STEAL (1 STL),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
346,PT10M51.00S,2025-01-22T01:52:16.1Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629661,30.699737187910642,16.666666666666664,1610612751,53,62,2025-01-22T01:53:12Z,3400000,False,167.0,236.0,1,left,MISS C. Johnson 28' running 3PT,[1629661],1610612751.0,BKN,running,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Right Center,,,28.9,Missed,,,,,,,,,,,,,,,,
347,PT10M45.00S,2025-01-22T01:52:22.1Z,3,REGULAR,rebound,offensive,[],1641730,,,1610612751,53,62,2025-01-22T01:52:46Z,3410000,False,,,0,,N. Clowney REBOUND (Off:1 Def:3),[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,346.0,4.0,3.0,1.0,,,,,,
348,PT10M42.00S,2025-01-22T01:52:24.9Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1626156,24.52365308804205,85.04901960784314,1610612751,53,62,2025-01-22T01:53:01Z,3420000,False,-175.0,178.0,1,left,MISS D. Russell 24' 3PT,[1626156],1610612751.0,BKN,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Left Center,,,24.98,Missed,,,,,,,,,,,,,,,,
349,PT10M42.00S,2025-01-22T01:52:24.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612751,53,62,2025-01-22T01:53:01Z,3430000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,348.0,,,,,,,,,
351,PT10M28.00S,2025-01-22T01:53:00.4Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1626156,32.276609724047304,50.245098039215684,1610612751,53,62,2025-01-22T01:53:05Z,3450000,False,-1.0,251.0,1,left,MISS D. Russell 25' 3PT,[1626156],1610612751.0,BKN,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Center,,,25.09,Missed,,,,,,,,,,,,,,,,
352,PT10M28.00S,2025-01-22T01:53:00.4Z,3,REGULAR,rebound,offensive,[],1641730,,,1610612751,53,62,2025-01-22T01:53:05Z,3460000,False,,,0,,N. Clowney REBOUND (Off:2 Def:3),[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Above the Break 3,24+ Center,,,,,,,,,,,351.0,5.0,3.0,2.0,,,,,,
353,PT10M23.00S,2025-01-22T01:53:05.3Z,3,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1641730,5.590000152587891,50.0,1610612751,55,62,2025-01-22T01:53:09Z,3470000,False,0.0,0.0,1,left,N. Clowney tip DUNK (10 PTS),[1641730],1610612751.0,BKN,tip,,,Clowney,N. Clowney,,,,,Restricted Area,0-8 Center,,,0.0,Made,10.0,,,,,,,,,,,,,,,
354,PT09M58.00S,2025-01-22T01:53:30.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628969,95.22010512483574,44.6078431372549,1610612752,55,62,2025-01-22T01:54:52Z,3480000,False,-27.0,-8.0,1,right,MISS M. Bridges driving Layup,[1628969],1610612752.0,NYK,driving,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,2.8,Missed,,,,,,,,,,,,,,,,
355,PT09M57.00S,2025-01-22T01:53:31.3Z,3,REGULAR,rebound,offensive,[],1626157,,,1610612752,55,62,2025-01-22T01:53:38Z,3490000,False,,,0,,K. Towns REBOUND (Off:3 Def:6),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,,,,,,,,,354.0,9.0,6.0,3.0,,,,,,
356,PT09M55.00S,2025-01-22T01:53:33.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626157,93.11760840998686,49.26470588235294,1610612752,55,64,2025-01-22T01:53:45Z,3500000,False,-4.0,12.0,1,right,K. Towns putback Layup (16 PTS),[1626157],1610612752.0,NYK,putback,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,1.27,Made,16.0,,,,,,,,,,,,,,,
357,PT09M42.00S,2025-01-22T01:53:45.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641730,8.229303547963205,59.31372549019608,1610612751,55,64,2025-01-22T01:54:24Z,3510000,False,-47.0,25.0,1,left,MISS N. Clowney pullup Shot,[1641730],1610612751.0,BKN,pullup,,,Clowney,N. Clowney,,,,,In The Paint (Non-RA),0-8 Center,,,5.28,Missed,,,,,,,,,,,,,,,,
358,PT09M38.00S,2025-01-22T01:53:49.9Z,3,REGULAR,rebound,offensive,[],1629651,,,1610612751,55,64,2025-01-22T01:53:50Z,3520000,False,,,0,,N. Claxton REBOUND (Off:2 Def:2),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,357.0,4.0,2.0,2.0,,,,,,
359,PT09M38.00S,2025-01-22T01:53:50.1Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629651,5.590000152587891,50.0,1610612751,57,64,2025-01-22T01:54:27Z,3530000,False,0.0,0.0,1,left,N. Claxton putback Layup (6 PTS),[1629651],1610612751.0,BKN,putback,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,0.0,Made,6.0,,,,,,,,,,,,,,,
360,PT09M29.00S,2025-01-22T01:53:59.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,79.71419185282524,46.81372549019608,1610612752,57,64,2025-01-22T01:54:07Z,3540000,False,-16.0,138.0,1,right,MISS J. Brunson 13' pullup Shot,[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Center,,,13.91,Missed,,,,,,,,,,,,,,,,
361,PT09M29.00S,2025-01-22T01:53:59.7Z,3,REGULAR,rebound,offensive,[],1626157,,,1610612752,57,64,2025-01-22T01:54:07Z,3550000,False,,,0,,K. Towns REBOUND (Off:4 Def:6),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,360.0,10.0,6.0,4.0,,,,,,
362,PT09M23.00S,2025-01-22T01:54:05.3Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1626157,94.40999984741211,50.0,1610612752,57,66,2025-01-22T01:54:38Z,3560000,False,0.0,0.0,1,right,K. Towns tip Layup (18 PTS),[1626157],1610612752.0,NYK,tip,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,0.0,Made,18.0,,,,,,,,,,,,,,,
363,PT09M05.00S,2025-01-22T01:54:24.5Z,3,REGULAR,2pt,Jump Shot,[],1629661,29.6484888304862,46.568627450980394,1610612751,59,66,2025-01-22T01:56:57Z,3570000,False,17.0,226.0,1,left,C. Johnson 22' pullup Jump Shot (14 PTS),[1629661],1610612751.0,BKN,pullup,,,Johnson,C. Johnson,,,,,Mid-Range,16-24 Center,,,22.69,Made,14.0,,,,,,,,,,,,,,,
364,PT08M49.00S,2025-01-22T01:54:39.6Z,3,REGULAR,3pt,Jump Shot,[],1628969,96.92838370565046,94.11764705882352,1610612752,59,66,2025-01-22T01:54:44Z,3580000,False,221.0,-24.0,1,right,MISS M. Bridges 3PT,[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Right Corner 3,24+ Right,,,22.19,Missed,,,,,,,,,,,,,,,,
365,PT08M46.00S,2025-01-22T01:54:42.6Z,3,REGULAR,rebound,defensive,[],1629661,,,1610612751,59,66,2025-01-22T01:54:44Z,3590000,False,,,0,,C. Johnson REBOUND (Off:0 Def:2),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Right Corner 3,24+ Right,,,,,,,,,,,364.0,2.0,2.0,0.0,,,,,,
366,PT08M45.00S,2025-01-22T01:54:47.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630553,5.732588699080158,47.05882352941176,1610612751,59,66,2025-01-22T01:55:38Z,3600000,False,15.0,1.0,1,left,MISS K. Johnson driving Layup,[1630553],1610612751.0,BKN,driving,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,1.48,Missed,,,,,,,,,,,,,,,,
367,PT08M42.00S,2025-01-22T01:54:50.9Z,3,REGULAR,rebound,offensive,[],1629651,,,1610612751,59,66,2025-01-22T01:56:16Z,3610000,False,,,0,,N. Claxton REBOUND (Off:3 Def:2),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,366.0,5.0,2.0,3.0,,,,,,
379,PT08M41.00S,2025-01-22T01:54:50.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629651,7.966491458607096,48.28431372549019,1610612751,59,66,2025-01-22T01:56:23Z,3615000,False,9.0,22.0,1,left,MISS N. Claxton putback Layup,[1629651],1610612751.0,BKN,putback,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,2.4,Missed,,,,,,,,,,,,,,,,
380,PT08M41.00S,2025-01-22T01:54:50.2Z,3,REGULAR,rebound,offensive,[],1641730,,,1610612751,59,66,2025-01-22T01:57:10Z,3617500,False,,,0,,N. Clowney REBOUND (Off:3 Def:3),[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Restricted Area,0-8 Center,,,,,,,,,,,379.0,6.0,3.0,3.0,,,,,,
368,PT08M37.00S,2025-01-22T01:54:52.6Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1626156,11.645860709592641,48.03921568627451,1610612751,59,66,2025-01-22T01:56:11Z,3620000,False,10.0,57.0,1,left,MISS D. Russell floating Shot,[1626156],1610612751.0,BKN,floating,,,Russell,D. Russell,,,,,In The Paint (Non-RA),0-8 Center,,,5.78,Missed,,,,,,,,,,,,,,,,
369,PT08M37.00S,2025-01-22T01:54:52.6Z,3,REGULAR,rebound,offensive,[],1629651,,,1610612751,59,66,2025-01-22T01:55:20Z,3630000,False,,,0,,N. Claxton REBOUND (Off:4 Def:2),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,368.0,6.0,2.0,4.0,,,,,,
372,PT08M37.00S,2025-01-22T01:55:02.9Z,3,REGULAR,foul,personal,['2freethrow'],1628404,,,1610612751,59,66,2025-01-22T01:55:14Z,3660000,False,,,0,,J. Hart shooting personal FOUL (1 PF) (Claxton 2 FT),"[1628404, 1629651]",1610612752.0,NYK,shooting,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,200834.0,,,,,,,,,,,,,,1.0,0.0,Claxton,1629651.0,,
374,PT08M37.00S,2025-01-22T01:55:38.4Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1629651,,,1610612751,59,66,2025-01-22T01:55:38Z,3680000,False,,,0,,MISS N. Claxton Free Throw 1 of 2,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
375,PT08M37.00S,2025-01-22T01:55:38.4Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612751,59,66,2025-01-22T01:55:38Z,3690000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,374.0,,,,,,,,,
376,PT08M37.00S,2025-01-22T01:55:58.4Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1629651,,,1610612751,59,66,2025-01-22T01:55:58Z,3700000,False,,,0,,MISS N. Claxton Free Throw 2 of 2,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
377,PT08M35.00S,2025-01-22T01:55:59.3Z,3,REGULAR,rebound,defensive,[],1626157,,,1610612752,59,66,2025-01-22T01:55:59Z,3710000,False,,,0,,K. Towns REBOUND (Off:4 Def:7),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,376.0,11.0,7.0,4.0,,,,,,
378,PT08M24.00S,2025-01-22T01:56:09.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,83.26215505913272,48.529411764705884,1610612752,59,66,2025-01-22T01:56:47Z,3720000,False,-7.0,105.0,1,right,MISS J. Brunson 10' turnaround fadeaway Shot,[1628973],1610612752.0,NYK,turnaround fadeaway,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Center,,,10.51,Missed,,,,,,,,,,,,,,,,
381,PT08M20.00S,2025-01-22T01:56:13.1Z,3,REGULAR,rebound,defensive,[],1629651,,,1610612751,59,66,2025-01-22T01:56:13Z,3730000,False,,,0,,N. Claxton REBOUND (Off:4 Def:3),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,378.0,7.0,3.0,4.0,,,,,,
382,PT08M16.00S,2025-01-22T01:56:18.0Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629651,8.229303547963205,49.50980392156863,1610612751,59,66,2025-01-22T01:56:38Z,3740000,False,2.0,25.0,1,left,MISS N. Claxton running finger roll Layup,[1629651],1610612751.0,BKN,running finger roll,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,2.5,Missed,,,,,,,,,,,,,,,,
383,PT08M13.00S,2025-01-22T01:56:21.0Z,3,REGULAR,rebound,offensive,[],1629651,,,1610612751,59,66,2025-01-22T01:56:38Z,3750000,False,,,0,,N. Claxton REBOUND (Off:5 Def:3),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,382.0,8.0,3.0,5.0,,,,,,
384,PT08M12.00S,2025-01-22T01:56:22.7Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1626156,33.327858081471746,47.794117647058826,1610612751,62,66,2025-01-22T01:56:36Z,3760000,False,11.0,261.0,1,left,D. Russell 26' 3PT  (15 PTS) (N. Claxton 1 AST),"[1626156, 1629651]",1610612751.0,BKN,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Center,,,26.1,Made,15.0,N. Claxton,1629651.0,1.0,,,,,,,,,,,,
386,PT08M12.00S,2025-01-22T01:56:27.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,62,66,2025-01-22T01:56:27Z,3780000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,PT07M49.00S,2025-01-22T02:00:17.1Z,3,REGULAR,3pt,Jump Shot,[],1628973,74.85216819973719,83.08823529411765,1610612752,62,66,2025-01-22T02:00:38Z,3790000,False,165.0,184.0,1,right,MISS J. Brunson 24' 3PT - blocked,"[1628973, 1629661]",1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Right Center,,,24.73,Missed,,,,,Johnson,1629661.0,,,,,,,,,,
388,PT07M49.00S,2025-01-22T02:00:17.1Z,3,REGULAR,block,,[],1629661,,,1610612752,62,66,2025-01-22T02:00:22Z,3800000,False,,,0,,C. Johnson BLOCK (1 BLK),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
389,PT07M48.00S,2025-01-22T02:00:18.1Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612752,62,66,2025-01-22T02:00:38Z,3810000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,387.0,,,,,,,,,
390,PT07M48.00S,2025-01-22T02:00:24.0Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612752,62,66,2025-01-22T02:00:40Z,3820000,False,,,0,,NYK shot clock Team TURNOVER,[],1610612752.0,NYK,,,,,,,,,,In The Paint (Non-RA),8-16 Center,200834.0,,,,,,,,,,,,,,,,,,,
391,PT07M33.00S,2025-01-22T02:00:39.4Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1626156,31.882391590013142,54.90196078431373,1610612751,62,66,2025-01-22T02:01:24Z,3830000,False,-25.0,247.0,1,left,MISS D. Russell 24' pullup 3PT,[1626156],1610612751.0,BKN,pullup,,,Russell,D. Russell,,,,,Above the Break 3,24+ Center,,,24.84,Missed,,,,,,,,,,,,,,,,
392,PT07M28.00S,2025-01-22T02:00:44.4Z,3,REGULAR,rebound,defensive,[],1628384,,,1610612752,62,66,2025-01-22T02:00:45Z,3840000,False,,,0,,O. Anunoby REBOUND (Off:2 Def:1),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Center,,,,,,,,,,,391.0,3.0,1.0,2.0,,,,,,
393,PT07M20.00S,2025-01-22T02:00:52.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,94.03745072273325,54.65686274509803,1610612752,62,68,2025-01-22T02:02:02Z,3850000,False,23.0,4.0,1,right,K. Towns cutting Layup (20 PTS) (O. Anunoby 2 AST),"[1626157, 1628384]",1610612752.0,NYK,cutting,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,2.36,Made,20.0,O. Anunoby,1628384.0,2.0,,,,,,,,,,,,
395,PT07M03.00S,2025-01-22T02:01:08.5Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629651,20.318659658344284,57.35294117647059,1610612751,64,68,2025-01-22T02:07:16Z,3870000,False,-37.0,138.0,1,left,N. Claxton 14' alley-oop DUNK (8 PTS) (D. Russell 8 AST),"[1629651, 1626156]",1610612751.0,BKN,alley-oop,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),8-16 Center,,,14.33,Made,8.0,D. Russell,1626156.0,8.0,,,,,,,,,,,,
397,PT06M43.00S,2025-01-22T02:01:28.5Z,3,REGULAR,3pt,Jump Shot,[],1626157,67.7562417871222,35.294117647058826,1610612752,64,68,2025-01-22T02:01:32Z,3890000,False,-74.0,251.0,1,right,MISS K. Towns 26' 3PT,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Center,,,26.12,Missed,,,,,,,,,,,,,,,,
398,PT06M40.00S,2025-01-22T02:01:31.5Z,3,REGULAR,rebound,defensive,[],1629661,,,1610612751,64,68,2025-01-22T02:01:32Z,3900000,False,,,0,,C. Johnson REBOUND (Off:0 Def:3),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Center,,,,,,,,,,,397.0,3.0,3.0,0.0,,,,,,
399,PT06M36.00S,2025-01-22T02:01:38.7Z,3,REGULAR,turnover,lost ball,[],1626156,,,1610612751,64,68,2025-01-22T02:02:24Z,3910000,False,,,0,,D. Russell lost ball TURNOVER (1 TO),"[1626156, 1628969]",1610612751.0,BKN,,,,Russell,D. Russell,,,,,Mid-Range,8-16 Left,,1.0,,,,,,,,,,,,,,,,,Bridges,1628969.0
404,PT06M36.00S,2025-01-22T02:01:38.7Z,3,REGULAR,steal,,[],1628969,,,1610612752,64,68,2025-01-22T02:02:24Z,3915000,False,,,0,,M. Bridges STEAL (1 STL),[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
427,PT06M36.00S,2025-01-22T02:01:51.8Z,3,REGULAR,foul,personal,[],1626156,,,1610612752,64,68,2025-01-22T02:07:16Z,3917500,False,,,0,,D. Russell loose ball personal FOUL (4 PF),"[1626156, 1628969]",1610612751.0,BKN,loose ball,,,Russell,D. Russell,,,,,Above the Break 3,24+ Left Center,101284.0,,,,,,,,,,,,,,4.0,0.0,Bridges,1628969.0,,
400,PT06M36.00S,2025-01-22T02:02:05.0Z,3,REGULAR,substitution,out,[],1626156,,,1610612752,64,68,2025-01-22T02:02:19Z,3920000,False,,,0,,SUB out: D. Russell,[1626156],1610612751.0,BKN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
401,PT06M36.00S,2025-01-22T02:02:05.0Z,3,REGULAR,substitution,out,[],1630553,,,1610612752,64,68,2025-01-22T02:02:19Z,3930000,False,,,0,,SUB out: K. Johnson,[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
402,PT06M36.00S,2025-01-22T02:02:05.0Z,3,REGULAR,substitution,in,[],1631213,,,1610612752,64,68,2025-01-22T02:02:19Z,3940000,False,,,0,,SUB in: T. Martin,[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
403,PT06M36.00S,2025-01-22T02:02:05.0Z,3,REGULAR,substitution,in,[],1630592,,,1610612752,64,68,2025-01-22T02:02:19Z,3950000,False,,,0,,SUB in: J. Wilson,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT06M25.00S,2025-01-22T02:02:38.2Z,3,REGULAR,foul,personal,[],1629661,,,1610612752,64,68,2025-01-22T03:24:38Z,3960000,False,,,0,,C. Johnson personal FOUL (2 PF),"[1629661, 1628404]",1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Right Center,202901.0,,,,,,,,,,,,,,2.0,0.0,Hart,1628404.0,,
407,PT06M13.00S,2025-01-22T02:02:58.4Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1628973,81.8166885676741,29.166666666666668,1610612752,64,70,2025-01-22T02:08:35Z,3980000,False,-104.0,118.0,1,right,J. Brunson 15' step back Jump Shot (9 PTS),[1628973],1610612752.0,NYK,step back,,,Brunson,J. Brunson,,,,,Mid-Range,8-16 Left,,,15.77,Made,9.0,,,,,,,,,,,,,,,
408,PT05M50.00S,2025-01-22T02:03:22.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629661,6.1268068331143235,45.588235294117645,1610612751,64,70,2025-01-22T02:03:32Z,3990000,False,22.0,5.0,1,left,MISS C. Johnson driving Layup,[1629661],1610612751.0,BKN,driving,,,Johnson,C. Johnson,,,,,Restricted Area,0-8 Center,,,2.27,Missed,,,,,,,,,,,,,,,,
409,PT05M50.00S,2025-01-22T02:03:22.2Z,3,REGULAR,rebound,defensive,[],1628969,,,1610612752,64,70,2025-01-22T02:03:32Z,4000000,False,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,,,,,,,,408.0,1.0,1.0,0.0,,,,,,
410,PT05M41.00S,2025-01-22T02:03:31.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628384,93.77463863337714,53.18627450980392,1610612752,64,72,2025-01-22T02:03:37Z,4010000,False,16.0,6.0,1,right,O. Anunoby reverse Layup (14 PTS) (J. Hart 6 AST),"[1628384, 1628404]",1610612752.0,NYK,reverse,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,,,1.7,Made,14.0,J. Hart,1628404.0,6.0,,,,,,,,,,,,
412,PT05M18.00S,2025-01-22T02:03:54.2Z,3,REGULAR,turnover,bad pass,[],1631213,,,1610612751,64,72,2025-01-22T02:03:58Z,4030000,False,,,0,,T. Martin bad pass TURNOVER (2 TO),"[1631213, 1626157]",1610612751.0,BKN,,,,Martin,T. Martin,,,,,In The Paint (Non-RA),0-8 Center,,2.0,,,,,,,,,,,,,,,,,Towns,1626157.0
413,PT05M18.00S,2025-01-22T02:03:54.2Z,3,REGULAR,steal,,[],1626157,,,1610612752,64,72,2025-01-22T02:03:55Z,4040000,False,,,0,,K. Towns STEAL (3 STL),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
414,PT05M14.00S,2025-01-22T02:03:58.3Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628969,92.9862023653088,47.30392156862745,1610612752,64,72,2025-01-22T03:29:15Z,4050000,False,-13.0,13.0,1,right,MISS M. Bridges running Layup - blocked,"[1628969, 1641730]",1610612752.0,NYK,running,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,1.9,Missed,,,,,Clowney,1641730.0,,,,,,,,,,
415,PT05M14.00S,2025-01-22T02:03:58.3Z,3,REGULAR,block,,[],1641730,,,1610612752,64,72,2025-01-22T02:04:01Z,4060000,False,,,0,,N. Clowney BLOCK (2 BLK),[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
416,PT05M08.00S,2025-01-22T02:04:04.3Z,3,REGULAR,rebound,defensive,[],1629651,,,1610612751,64,72,2025-01-22T02:04:04Z,4070000,False,,,0,,N. Claxton REBOUND (Off:5 Def:4),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,414.0,9.0,4.0,5.0,,,,,,
417,PT05M06.00S,2025-01-22T02:04:05.7Z,3,REGULAR,turnover,lost ball,[],1629651,,,1610612751,64,72,2025-01-22T02:04:10Z,4080000,False,,,0,,N. Claxton lost ball TURNOVER (2 TO),"[1629651, 1628384]",1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Mid-Range,16-24 Left Center,,2.0,,,,,,,,,,,,,,,,,Anunoby,1628384.0
418,PT05M06.00S,2025-01-22T02:04:05.7Z,3,REGULAR,steal,,[],1628384,,,1610612752,64,72,2025-01-22T02:04:07Z,4090000,False,,,0,,O. Anunoby STEAL (1 STL),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
