actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
169,PT11M18.00S,2025-01-22T01:05:58.1Z,2,REGULAR,turnover,bad pass,[],1631213,,,1610612751,26,26,2025-01-22T01:06:02Z,1640000,False,,,0,,T. Martin bad pass TURNOVER (1 TO),"[1631213, 1626157]",1610612751.0,BKN,,,,Martin,T. Martin,,,,,In The Paint (Non-RA),0-8 Center,,1.0,,,,,,,,,,,,,,,,,Towns,1626157.0
170,PT11M18.00S,2025-01-22T01:05:58.1Z,2,REGULAR,steal,,[],1626157,,,1610612752,26,26,2025-01-22T01:06:44Z,1650000,False,,,0,,K. Towns STEAL (1 STL),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
171,PT11M14.00S,2025-01-22T01:06:02.3Z,2,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1630540,27.151773981603156,18.38235294117647,1610612752,26,29,2025-01-22T01:07:07Z,1660000,False,158.0,203.0,1,left,M. McBride 25' 3PT running pullup (3 PTS) (C. Payne 1 AST),"[1630540, 1626166]",1610612752.0,NYK,running pullup,,,McBride,M. McBride,,,,,Above the Break 3,24+ Right Center,,,25.71,Made,3.0,C. Payne,1626166.0,1.0,,,,,,,,,,,,
173,PT10M59.00S,2025-01-22T01:06:21.0Z,2,REGULAR,foul,offensive,[],1630592,,,1610612751,26,29,2025-01-22T01:06:54Z,1680000,False,,,0,,J. Wilson offensive FOUL (1 PF),"[1630592, 1626166]",1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,In The Paint (Non-RA),8-16 Left,200834.0,,,,,,,,,,,,,,1.0,0.0,Payne,1626166.0,,
175,PT10M59.00S,2025-01-22T01:06:21.0Z,2,REGULAR,turnover,offensive foul,[],1630592,,,1610612751,26,29,2025-01-22T01:06:21Z,1700000,False,,,0,,J. Wilson offensive foul TURNOVER (1 TO),[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,In The Paint (Non-RA),8-16 Left,200834.0,1.0,,,,,,,,,,,,,,,,,,
176,PT10M39.00S,2025-01-22T01:06:48.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630173,4.944152431011826,94.6078431372549,1610612752,26,32,2025-01-22T01:06:56Z,1710000,False,-223.0,-6.0,1,left,P. Achiuwa 3PT  (5 PTS) (M. McBride 1 AST),"[1630173, 1630540]",1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,Left Corner 3,24+ Left,,,22.31,Made,5.0,M. McBride,1630540.0,1.0,,,,,,,,,,,,
178,PT10M16.00S,2025-01-22T01:07:11.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629661,92.46057818659659,57.107843137254896,1610612751,28,32,2025-01-22T01:07:25Z,1730000,False,36.0,18.0,1,right,C. Johnson driving Layup (9 PTS),[1629661],1610612751.0,BKN,driving,,,Johnson,C. Johnson,,,,,Restricted Area,0-8 Center,,,4.0,Made,9.0,,,,,,,,,,,,,,,
179,PT09M53.00S,2025-01-22T01:07:34.6Z,2,REGULAR,3pt,Jump Shot,[],1630173,4.5499342969776615,96.81372549019608,1610612752,28,32,2025-01-22T01:07:40Z,1740000,False,-234.0,-10.0,1,left,MISS P. Achiuwa 3PT,[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,Left Corner 3,24+ Left,,,23.43,Missed,,,,,,,,,,,,,,,,
180,PT09M48.00S,2025-01-22T01:07:39.6Z,2,REGULAR,rebound,defensive,[],1631213,,,1610612751,28,32,2025-01-22T01:07:40Z,1750000,False,,,0,,T. Martin REBOUND (Off:0 Def:3),[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,Left Corner 3,24+ Left,,,,,,,,,,,179.0,3.0,3.0,0.0,,,,,,
181,PT09M38.00S,2025-01-22T01:07:53.2Z,2,REGULAR,turnover,traveling,[],1629651,,,1610612751,28,32,2025-01-22T01:08:53Z,1760000,False,,,0,,N. Claxton traveling TURNOVER (1 TO),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),8-16 Left,200834.0,1.0,,,,,,,,,,,,,,,,,,
182,PT09M23.00S,2025-01-22T01:08:13.8Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630173,5.995400788436268,53.92156862745098,1610612752,28,34,2025-01-22T01:08:19Z,1770000,False,-20.0,4.0,1,left,P. Achiuwa cutting DUNK (7 PTS) (C. Payne 2 AST),"[1630173, 1626166]",1610612752.0,NYK,cutting,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,2.0,Made,7.0,C. Payne,1626166.0,2.0,,,,,,,,,,,,
184,PT09M10.00S,2025-01-22T01:08:27.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630592,92.9862023653088,46.32352941176471,1610612751,28,34,2025-01-22T01:08:33Z,1790000,False,-18.0,13.0,1,right,MISS J. Wilson driving Layup,[1630592],1610612751.0,BKN,driving,,,Wilson,J. Wilson,,,,,Restricted Area,0-8 Center,,,2.28,Missed,,,,,,,,,,,,,,,,
185,PT09M07.00S,2025-01-22T01:08:30.1Z,2,REGULAR,rebound,offensive,[],1629651,,,1610612751,28,34,2025-01-22T01:15:37Z,1800000,False,,,0,,N. Claxton REBOUND (Off:1 Def:1),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,184.0,2.0,1.0,1.0,,,,,,
186,PT09M07.00S,2025-01-22T01:08:38.6Z,2,REGULAR,foul,personal,[],1626166,,,1610612751,28,34,2025-01-22T01:08:46Z,1810000,False,,,0,,C. Payne personal FOUL (1 PF),"[1626166, 1631213]",1610612752.0,NYK,,,,Payne,C. Payne,,,,,In The Paint (Non-RA),8-16 Center,200834.0,,,,,,,,,,,,,,1.0,0.0,Martin,1631213.0,,
188,PT09M02.00S,2025-01-22T01:09:03.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629661,67.36202365308804,59.31372549019608,1610612751,28,34,2025-01-22T01:09:09Z,1830000,False,47.0,254.0,1,right,MISS C. Johnson 25' 3PT,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Center,,,25.85,Missed,,,,,,,,,,,,,,,,
189,PT08M59.00S,2025-01-22T01:09:06.9Z,2,REGULAR,rebound,defensive,[],1626157,,,1610612752,28,34,2025-01-22T01:09:09Z,1840000,False,,,0,,K. Towns REBOUND (Off:1 Def:5),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Center,,,,,,,,,,,188.0,6.0,5.0,1.0,,,,,,
190,PT08M51.00S,2025-01-22T01:09:16.8Z,2,REGULAR,2pt,Jump Shot,[],1630540,29.911300919842315,51.71568627450981,1610612752,28,36,2025-01-22T01:09:54Z,1850000,False,-9.0,229.0,1,left,M. McBride 22' pullup Jump Shot (5 PTS),[1630540],1610612752.0,NYK,pullup,,,McBride,M. McBride,,,,,Mid-Range,16-24 Center,,,22.89,Made,5.0,,,,,,,,,,,,,,,
191,PT08M50.00S,2025-01-22T01:09:22.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,28,36,2025-01-22T01:09:22Z,1860000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT08M50.00S,2025-01-22T01:09:48.4Z,2,REGULAR,substitution,out,[],1631213,,,1610612751,28,36,2025-01-22T01:12:39Z,1870000,False,,,0,,SUB out: T. Martin,[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT08M50.00S,2025-01-22T01:09:48.4Z,2,REGULAR,substitution,in,[],1626156,,,1610612751,28,36,2025-01-22T01:12:39Z,1880000,False,,,0,,SUB in: D. Russell,[1626156],1610612751.0,BKN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT08M32.00S,2025-01-22T01:13:03.3Z,2,REGULAR,2pt,Jump Shot,[],1629661,75.1149802890933,41.17647058823529,1610612751,28,36,2025-01-22T01:13:12Z,1890000,False,-44.0,181.0,1,right,MISS C. Johnson 18' pullup Shot,[1629661],1610612751.0,BKN,pullup,,,Johnson,C. Johnson,,,,,Mid-Range,16-24 Center,,,18.67,Missed,,,,,,,,,,,,,,,,
195,PT08M30.00S,2025-01-22T01:13:05.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612751,28,36,2025-01-22T01:13:12Z,1900000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Mid-Range,16-24 Center,,,,,,,,,,,194.0,,,,,,,,,
196,PT08M30.00S,2025-01-22T01:13:10.5Z,2,REGULAR,foul,personal,[],1629013,,,1610612751,28,36,2025-01-22T01:13:18Z,1910000,False,,,0,,L. Shamet loose ball personal FOUL (1 PF),"[1629013, 1629651]",1610612752.0,NYK,loose ball,,,Shamet,L. Shamet,,,,,Mid-Range,8-16 Right,202901.0,,,,,,,,,,,,,,1.0,0.0,Claxton,1629651.0,,
198,PT08M30.00S,2025-01-22T01:13:16.9Z,2,REGULAR,substitution,out,[],1630540,,,1610612751,28,36,2025-01-22T01:13:20Z,1930000,False,,,0,,SUB out: M. McBride,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT08M30.00S,2025-01-22T01:13:16.9Z,2,REGULAR,substitution,in,[],1628969,,,1610612751,28,36,2025-01-22T01:13:20Z,1940000,False,,,0,,SUB in: M. Bridges,[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT08M30.00S,2025-01-22T01:13:16.9Z,2,REGULAR,substitution,out,[],1630173,,,1610612751,28,36,2025-01-22T01:13:32Z,1950000,False,,,0,,SUB out: P. Achiuwa,[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT08M30.00S,2025-01-22T01:13:16.9Z,2,REGULAR,substitution,in,[],1628404,,,1610612751,28,36,2025-01-22T01:13:32Z,1960000,False,,,0,,SUB in: J. Hart,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT08M22.00S,2025-01-22T01:13:46.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1626156,69.99014454664915,68.38235294117648,1610612751,31,36,2025-01-22T01:13:51Z,1970000,False,92.0,230.0,1,right,D. Russell 24' 3PT pullup (8 PTS),[1626156],1610612751.0,BKN,pullup,,,Russell,D. Russell,,,,,Above the Break 3,24+ Right Center,,,24.73,Made,8.0,,,,,,,,,,,,,,,
203,PT08M04.00S,2025-01-22T01:14:04.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626157,11.777266754270697,55.63725490196079,1610612752,31,38,2025-01-22T01:14:08Z,1980000,False,-28.0,58.0,1,left,K. Towns 6' driving floating Jump Shot (6 PTS) (C. Payne 3 AST),"[1626157, 1626166]",1610612752.0,NYK,driving floating,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,,,6.47,Made,6.0,C. Payne,1626166.0,3.0,,,,,,,,,,,,
205,PT07M52.00S,2025-01-22T01:14:17.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641787,84.97043363994744,59.068627450980394,1610612751,31,38,2025-01-22T01:14:21Z,2000000,False,45.0,89.0,1,right,MISS T. Evbuomwan 9' pullup Shot,[1641787],1610612751.0,BKN,pullup,,,Evbuomwan,T. Evbuomwan,,,,,In The Paint (Non-RA),8-16 Center,,,9.97,Missed,,,,,,,,,,,,,,,,
206,PT07M49.00S,2025-01-22T01:14:20.0Z,2,REGULAR,rebound,defensive,[],1628404,,,1610612752,31,38,2025-01-22T01:14:21Z,2010000,False,,,0,,J. Hart REBOUND (Off:1 Def:5),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,205.0,6.0,5.0,1.0,,,,,,
207,PT07M44.00S,2025-01-22T01:14:27.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,8.623521681997373,55.14705882352941,1610612752,31,40,2025-01-22T01:14:32Z,2020000,False,-26.0,29.0,1,left,K. Towns driving Layup (8 PTS) (J. Hart 5 AST),"[1626157, 1628404]",1610612752.0,NYK,driving,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,3.85,Made,8.0,J. Hart,1628404.0,5.0,,,,,,,,,,,,
209,PT07M44.00S,2025-01-22T01:14:31.3Z,2,REGULAR,foul,personal,['1freethrow'],1629651,,,1610612752,31,40,2025-01-22T01:15:18Z,2040000,False,,,0,,N. Claxton shooting personal FOUL (1 PF) (Towns 1 FT),"[1629651, 1626157]",1610612751.0,BKN,shooting,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,202901.0,,,,,,,,,,,,,,1.0,0.0,Towns,1626157.0,,
211,PT07M44.00S,2025-01-22T01:14:40.1Z,2,REGULAR,substitution,out,[],1629661,,,1610612752,31,40,2025-01-22T01:15:16Z,2060000,False,,,0,,SUB out: C. Johnson,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT07M44.00S,2025-01-22T01:14:40.1Z,2,REGULAR,substitution,out,[],1629651,,,1610612752,31,40,2025-01-22T01:15:16Z,2070000,False,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT07M44.00S,2025-01-22T01:14:40.1Z,2,REGULAR,substitution,out,[],1626166,,,1610612752,31,40,2025-01-22T01:15:16Z,2080000,False,,,0,,SUB out: C. Payne,[1626166],1610612752.0,NYK,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT07M44.00S,2025-01-22T01:14:40.1Z,2,REGULAR,substitution,out,[],1629013,,,1610612752,31,40,2025-01-22T01:15:16Z,2090000,False,,,0,,SUB out: L. Shamet,[1629013],1610612752.0,NYK,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT07M44.00S,2025-01-22T01:14:40.1Z,2,REGULAR,substitution,in,[],1630549,,,1610612752,31,40,2025-01-22T01:15:16Z,2100000,False,,,0,,SUB in: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT07M44.00S,2025-01-22T01:14:40.1Z,2,REGULAR,substitution,in,[],1641730,,,1610612752,31,40,2025-01-22T01:15:16Z,2110000,False,,,0,,SUB in: N. Clowney,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT07M44.00S,2025-01-22T01:14:40.1Z,2,REGULAR,substitution,in,[],1628973,,,1610612752,31,40,2025-01-22T01:15:16Z,2120000,False,,,0,,SUB in: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT07M44.00S,2025-01-22T01:14:40.1Z,2,REGULAR,substitution,in,[],1628384,,,1610612752,31,40,2025-01-22T01:15:16Z,2130000,False,,,0,,SUB in: O. Anunoby,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT07M44.00S,2025-01-22T01:15:19.2Z,2,REGULAR,freethrow,1 of 1,[],1626157,,,1610612752,31,41,2025-01-22T01:15:19Z,2140000,False,,,0,,K. Towns Free Throw 1 of 1 (9 PTS),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,,,Made,9.0,,,,,,,,,,,,,,,
220,PT07M29.00S,2025-01-22T01:15:33.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626156,83.65637319316689,40.44117647058824,1610612751,31,41,2025-01-22T01:17:37Z,2150000,False,-48.0,101.0,1,right,MISS D. Russell 11' driving floating Shot,[1626156],1610612751.0,BKN,driving floating,,,Russell,D. Russell,,,,,In The Paint (Non-RA),8-16 Center,,,11.18,Missed,,,,,,,,,,,,,,,,
221,PT07M28.00S,2025-01-22T01:15:34.2Z,2,REGULAR,rebound,offensive,[],1630549,,,1610612751,31,41,2025-01-22T01:17:37Z,2160000,False,,,0,,D. Sharpe REBOUND (Off:1 Def:1),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,220.0,2.0,1.0,1.0,,,,,,
222,PT07M28.00S,2025-01-22T01:15:37.4Z,2,REGULAR,foul,personal,['2freethrow'],1628384,,,1610612751,31,41,2025-01-22T01:15:42Z,2170000,False,,,0,,O. Anunoby shooting personal FOUL (1 PF) (Sharpe 2 FT),"[1628384, 1630549]",1610612752.0,NYK,shooting,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),0-8 Center,200834.0,,,,,,,,,,,,,,1.0,0.0,Sharpe,1630549.0,,
224,PT07M28.00S,2025-01-22T01:16:01.9Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1630549,,,1610612751,32,41,2025-01-22T01:16:01Z,2190000,False,,,0,,D. Sharpe Free Throw 1 of 2 (3 PTS),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,,
225,PT07M28.00S,2025-01-22T01:16:23.1Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1630549,,,1610612751,33,41,2025-01-22T01:16:23Z,2200000,False,,,0,,D. Sharpe Free Throw 2 of 2 (4 PTS),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,,
226,PT07M15.00S,2025-01-22T01:16:39.1Z,2,REGULAR,3pt,Jump Shot,[],1628969,9.017739816031538,4.6568627450980395,1610612752,33,44,2025-01-22T01:16:43Z,2210000,False,227.0,32.0,1,left,M. Bridges 3PT  (8 PTS) (J. Brunson 1 AST),"[1628969, 1628973]",1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Right Corner 3,24+ Right,,,22.9,Made,8.0,J. Brunson,1628973.0,1.0,,,,,,,,,,,,
228,PT06M59.00S,2025-01-22T01:16:54.4Z,2,REGULAR,turnover,bad pass,[],1630592,,,1610612751,33,44,2025-01-22T01:16:58Z,2230000,False,,,0,,J. Wilson bad pass TURNOVER (2 TO),"[1630592, 1628404]",1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Mid-Range,16-24 Right Center,,2.0,,,,,,,,,,,,,,,,,Hart,1628404.0
229,PT06M59.00S,2025-01-22T01:16:54.4Z,2,REGULAR,steal,,[],1628404,,,1610612752,33,44,2025-01-22T01:16:56Z,2240000,False,,,0,,J. Hart STEAL (2 STL),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
230,PT06M52.00S,2025-01-22T01:17:01.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628969,7.966491458607096,43.13725490196079,1610612752,33,44,2025-01-22T01:17:05Z,2250000,False,34.0,22.0,1,left,MISS M. Bridges driving Layup - blocked,"[1628969, 1630549]",1610612752.0,NYK,driving,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,4.1,Missed,,,,,Sharpe,1630549.0,,,,,,,,,,
231,PT06M52.00S,2025-01-22T01:17:01.7Z,2,REGULAR,block,,[],1630549,,,1610612752,33,44,2025-01-22T01:17:04Z,2260000,False,,,0,,D. Sharpe BLOCK (2 BLK),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
232,PT06M49.00S,2025-01-22T01:17:04.7Z,2,REGULAR,rebound,defensive,[],1630592,,,1610612751,33,44,2025-01-22T01:17:05Z,2270000,False,,,0,,J. Wilson REBOUND (Off:0 Def:3),[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,230.0,3.0,3.0,0.0,,,,,,
233,PT06M48.00S,2025-01-22T01:17:06.6Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1641730,93.51182654402102,50.73529411764706,1610612751,35,44,2025-01-22T01:17:13Z,2280000,False,4.0,8.0,1,right,N. Clowney running DUNK (5 PTS) (D. Russell 3 AST),"[1641730, 1626156]",1610612751.0,BKN,running,,,Clowney,N. Clowney,,,,,Restricted Area,0-8 Center,,,0.93,Made,5.0,D. Russell,1626156.0,3.0,,,,,,,,,,,,
235,PT06M32.00S,2025-01-22T01:17:24.6Z,2,REGULAR,turnover,out-of-bounds,[],1628404,,,1610612752,35,44,2025-01-22T01:17:37Z,2300000,False,,,0,,J. Hart bad pass out-of-bounds TURNOVER (1 TO),[1628404],1610612752.0,NYK,bad pass,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,200834.0,1.0,,,,,,,,,,,,,,,,,,
236,PT06M15.00S,2025-01-22T01:17:44.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1641787,95.48291721419186,94.85294117647058,1610612751,35,44,2025-01-22T01:17:48Z,2310000,False,224.0,-10.0,1,right,MISS T. Evbuomwan 3PT,[1641787],1610612751.0,BKN,,,,Evbuomwan,T. Evbuomwan,,,,,Right Corner 3,24+ Right,,,22.45,Missed,,,,,,,,,,,,,,,,
237,PT06M13.00S,2025-01-22T01:17:46.7Z,2,REGULAR,rebound,defensive,[],1628973,,,1610612752,35,44,2025-01-22T01:17:48Z,2320000,False,,,0,,J. Brunson REBOUND (Off:0 Def:1),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Right Corner 3,24+ Right,,,,,,,,,,,236.0,1.0,1.0,0.0,,,,,,
238,PT06M04.00S,2025-01-22T01:17:57.8Z,2,REGULAR,foul,personal,['2freethrow'],1630592,,,1610612752,35,44,2025-01-22T01:18:11Z,2330000,False,,,0,,J. Wilson shooting personal FOUL (2 PF) (Anunoby 2 FT),"[1630592, 1628384]",1610612751.0,BKN,shooting,,,Wilson,J. Wilson,,,,,Restricted Area,0-8 Center,200834.0,,,,,,,,,,,,,,2.0,0.0,Anunoby,1628384.0,,
240,PT06M04.00S,2025-01-22T01:18:22.5Z,2,REGULAR,freethrow,1 of 2,[],1628384,,,1610612752,35,45,2025-01-22T01:18:22Z,2350000,False,,,0,,O. Anunoby Free Throw 1 of 2 (6 PTS),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,,Made,6.0,,,,,,,,,,,,,,,
242,PT06M04.00S,2025-01-22T01:18:23.0Z,2,REGULAR,substitution,in,[],1630553,,,1610612752,35,45,2025-01-22T01:18:30Z,2370000,False,,,0,,SUB in: K. Johnson,[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT06M04.00S,2025-01-22T01:18:23.0Z,2,REGULAR,substitution,out,[],1641787,,,1610612752,35,45,2025-01-22T01:19:30Z,2375000,False,,,0,,SUB out: T. Evbuomwan,[1641787],1610612751.0,BKN,,,,Evbuomwan,T. Evbuomwan,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT06M04.00S,2025-01-22T01:18:47.7Z,2,REGULAR,freethrow,2 of 2,[],1628384,,,1610612752,35,46,2025-01-22T01:18:47Z,2380000,False,,,0,,O. Anunoby Free Throw 2 of 2 (7 PTS),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,,Made,7.0,,,,,,,,,,,,,,,
244,PT05M48.00S,2025-01-22T01:19:07.1Z,2,REGULAR,3pt,Jump Shot,[],1626156,65.78515111695138,44.6078431372549,1610612751,35,46,2025-01-22T01:20:45Z,2390000,False,-27.0,269.0,1,right,MISS D. Russell 27' step back 3PT,[1626156],1610612751.0,BKN,step back,,,Russell,D. Russell,,,,,Above the Break 3,24+ Center,,,27.05,Missed,,,,,,,,,,,,,,,,
245,PT05M43.00S,2025-01-22T01:19:12.1Z,2,REGULAR,rebound,defensive,[],1628973,,,1610612752,35,46,2025-01-22T01:19:53Z,2400000,False,,,0,,J. Brunson REBOUND (Off:0 Def:2),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Center,,,,,,,,,,,244.0,2.0,2.0,0.0,,,,,,
246,PT05M43.00S,2025-01-22T01:19:15.0Z,2,REGULAR,foul,personal,['2freethrow'],1626156,,,1610612752,35,46,2025-01-22T01:19:30Z,2410000,False,,,0,,D. Russell shooting personal FOUL (2 PF) (Bridges 2 FT),"[1626156, 1628969]",1610612751.0,BKN,shooting,,,Russell,D. Russell,,,,,Restricted Area,0-8 Center,101284.0,,,,,,,,,,,,,,2.0,0.0,Bridges,1628969.0,,
249,PT05M43.00S,2025-01-22T01:19:44.2Z,2,REGULAR,freethrow,1 of 2,[],1628969,,,1610612752,35,47,2025-01-22T01:19:44Z,2430000,False,,,0,,M. Bridges Free Throw 1 of 2 (9 PTS),[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,,,,,,Made,9.0,,,,,,,,,,,,,,,
250,PT05M43.00S,2025-01-22T01:20:00.0Z,2,REGULAR,freethrow,2 of 2,[],1628969,,,1610612752,35,48,2025-01-22T01:20:00Z,2440000,False,,,0,,M. Bridges Free Throw 2 of 2 (10 PTS),[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,,,,,,Made,10.0,,,,,,,,,,,,,,,
251,PT05M35.00S,2025-01-22T01:20:12.2Z,2,REGULAR,foul,personal,['2freethrow'],1626157,,,1610612751,35,48,2025-01-22T01:20:21Z,2450000,False,,,0,,K. Towns shooting personal FOUL (2 PF) (Russell 2 FT),"[1626157, 1626156]",1610612752.0,NYK,shooting,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,101284.0,,,,,,,,,,,,,,2.0,0.0,Russell,1626156.0,,
253,PT05M35.00S,2025-01-22T01:20:34.7Z,2,REGULAR,freethrow,1 of 2,[],1626156,,,1610612751,36,48,2025-01-22T01:20:34Z,2470000,False,,,0,,D. Russell Free Throw 1 of 2 (9 PTS),[1626156],1610612751.0,BKN,,,,Russell,D. Russell,,,,,,,,,,Made,9.0,,,,,,,,,,,,,,,
254,PT05M35.00S,2025-01-22T01:20:47.9Z,2,REGULAR,freethrow,2 of 2,[],1626156,,,1610612751,37,48,2025-01-22T01:20:47Z,2480000,False,,,0,,D. Russell Free Throw 2 of 2 (10 PTS),[1626156],1610612751.0,BKN,,,,Russell,D. Russell,,,,,,,,,,Made,10.0,,,,,,,,,,,,,,,
