actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
344,PT09M24.00S,2025-04-04T00:57:45.6Z,3,REGULAR,foul,personal,[],1630162,,,1610612751,45,55,2025-04-04T00:57:53Z,3370000,False,,,0,,A. Edwards personal FOUL (2 PF),"[1630162, 1626156]",1610612750.0,MIN,,,,,,,Above the Break 3,24+ Left Center,,,Edwards,A. Edwards,,,,,,,,,,,,1626300.0,2.0,0.0,Russell,1626156.0,,,
346,PT09M17.00S,2025-04-04T00:58:06.1Z,3,REGULAR,3pt,Jump Shot,[],1626156,68.80749014454665,69.11764705882352,1610612751,45,55,2025-04-04T00:58:17Z,3390000,False,96.0,241.0,1,right,MISS D. Russell 25' pullup 3PT,[1626156],1610612751.0,BKN,pullup,,,,,,Above the Break 3,24+ Right Center,25.9,Missed,Russell,D. Russell,,,,,,,,,,,,,,,,,,,
347,PT09M11.00S,2025-04-04T00:58:11.6Z,3,REGULAR,rebound,offensive,[],1641721,,,1610612751,45,55,2025-04-04T00:58:11Z,3400000,False,,,0,,M. Lewis REBOUND (Off:1 Def:2),[1641721],1610612751.0,BKN,,,,,,,Above the Break 3,24+ Right Center,,,Lewis,M. Lewis,346.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
348,PT09M06.00S,2025-04-04T00:58:16.5Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630570,76.2976346911958,14.215686274509803,1610612751,45,55,2025-04-04T00:58:21Z,3410000,False,-179.0,170.0,1,right,MISS T. Watford 24' 3PT,[1630570],1610612751.0,BKN,,,,,,,Above the Break 3,24+ Left Center,24.7,Missed,Watford,T. Watford,,,,,,,,,,,,,,,,,,,
349,PT09M05.00S,2025-04-04T00:58:17.5Z,3,REGULAR,rebound,defensive,[],203497,,,1610612750,45,55,2025-04-04T00:58:45Z,3420000,False,,,0,,R. Gobert REBOUND (Off:4 Def:11),[203497],1610612750.0,MIN,,,,,,,Above the Break 3,24+ Left Center,,,Gobert,R. Gobert,348.0,15.0,11.0,4.0,,,,,,,,,,,,,,,
350,PT08M47.00S,2025-04-04T00:58:37.3Z,3,REGULAR,foul,personal,['2freethrow'],1626156,,,1610612750,45,55,2025-04-04T00:58:53Z,3430000,False,,,0,,D. Russell shooting personal FOUL (2 PF) (Gobert 2 FT),"[1626156, 203497]",1610612751.0,BKN,shooting,,,,,,Restricted Area,0-8 Center,,,Russell,D. Russell,,,,,,,,,,,,200832.0,2.0,0.0,Gobert,203497.0,,,
352,PT08M47.00S,2025-04-04T00:59:12.8Z,3,REGULAR,freethrow,1 of 2,[],203497,,,1610612750,45,55,2025-04-04T00:59:12Z,3450000,False,,,0,,MISS R. Gobert Free Throw 1 of 2,[203497],1610612750.0,MIN,,,,,,,,,,Missed,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,
353,PT08M47.00S,2025-04-04T00:59:12.8Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612750,45,55,2025-04-04T00:59:12Z,3460000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,352.0,,,,,,,,,,,,,,,,,,
354,PT08M47.00S,2025-04-04T00:59:41.1Z,3,REGULAR,freethrow,2 of 2,[],203497,,,1610612750,45,56,2025-04-04T00:59:41Z,3470000,False,,,0,,R. Gobert Free Throw 2 of 2 (13 PTS),[203497],1610612750.0,MIN,,,,,,,,,,Made,Gobert,R. Gobert,,,,,13.0,,,,,,,,,,,,,,
355,PT08M33.00S,2025-04-04T00:59:55.8Z,3,REGULAR,2pt,Jump Shot,[],1626156,78.13731931668858,28.676470588235293,1610612751,45,56,2025-04-04T01:00:13Z,3480000,False,-107.0,153.0,1,right,MISS D. Russell 18' Jump Shot,[1626156],1610612751.0,BKN,,,,,,,Mid-Range,16-24 Left Center,18.65,Missed,Russell,D. Russell,,,,,,,,,,,,,,,,,,,
356,PT08M30.00S,2025-04-04T00:59:58.8Z,3,REGULAR,rebound,defensive,[],203944,,,1610612750,45,56,2025-04-04T01:00:01Z,3490000,False,,,0,,J. Randle REBOUND (Off:1 Def:5),[203944],1610612750.0,MIN,,,,,,,Mid-Range,16-24 Left Center,,,Randle,J. Randle,355.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
357,PT08M21.00S,2025-04-04T01:00:08.2Z,3,REGULAR,3pt,Jump Shot,[],1630183,27.414586070959263,76.7156862745098,1610612750,45,56,2025-04-04T01:00:12Z,3500000,False,-134.0,205.0,1,left,MISS J. McDaniels 24' pullup 3PT,[1630183],1610612750.0,MIN,pullup,,,,,,Above the Break 3,24+ Left Center,24.49,Missed,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,
358,PT08M17.00S,2025-04-04T01:00:12.2Z,3,REGULAR,rebound,defensive,[],1629651,,,1610612751,45,56,2025-04-04T01:00:12Z,3510000,False,,,0,,N. Claxton REBOUND (Off:0 Def:5),[1629651],1610612751.0,BKN,,,,,,,Above the Break 3,24+ Left Center,,,Claxton,N. Claxton,357.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
359,PT08M09.00S,2025-04-04T01:00:20.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630570,93.77463863337714,54.65686274509803,1610612751,47,56,2025-04-04T01:00:41Z,3520000,False,23.0,6.0,1,right,T. Watford driving reverse Layup (5 PTS) (N. Claxton 4 AST),"[1630570, 1629651]",1610612751.0,BKN,driving reverse,,,,,,Restricted Area,0-8 Center,2.41,Made,Watford,T. Watford,,,,,5.0,N. Claxton,1629651.0,4.0,,,,,,,,,,,
361,PT08M08.00S,2025-04-04T01:00:25.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,47,56,2025-04-04T01:00:25Z,3540000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,PT07M55.00S,2025-04-04T01:03:36.1Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203497,6.521024967148489,50.0,1610612750,47,58,2025-04-04T01:03:57Z,3550000,False,0.0,9.0,1,left,R. Gobert driving DUNK (15 PTS) (M. Conley 5 AST),"[203497, 201144]",1610612750.0,MIN,driving,,,,,,Restricted Area,0-8 Center,0.88,Made,Gobert,R. Gobert,,,,,15.0,M. Conley,201144.0,5.0,,,,,,,,,,,
364,PT07M36.00S,2025-04-04T01:03:54.1Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1629651,91.01511169513797,38.72549019607843,1610612751,49,58,2025-04-04T01:04:14Z,3570000,False,-56.0,32.0,1,right,N. Claxton 6' turnaround Hook (14 PTS),[1629651],1610612751.0,BKN,turnaround,,,,,,In The Paint (Non-RA),0-8 Center,6.48,Made,Claxton,N. Claxton,,,,,14.0,,,,,,,,,,,,,,
365,PT07M25.00S,2025-04-04T01:04:05.5Z,3,REGULAR,turnover,bad pass,[],201144,,,1610612750,49,58,2025-04-04T01:04:17Z,3580000,False,,,0,,M. Conley bad pass TURNOVER (1 TO),"[201144, 1629651]",1610612750.0,MIN,,,,,,,Above the Break 3,24+ Center,,,Conley,M. Conley,,,,,,,,,1.0,Claxton,1629651.0,,,,,,,,
366,PT07M25.00S,2025-04-04T01:04:05.5Z,3,REGULAR,steal,,[],1629651,,,1610612751,49,58,2025-04-04T01:06:15Z,3590000,False,,,0,,N. Claxton STEAL (2 STL),[1629651],1610612751.0,BKN,,,,,,,Above the Break 3,24+ Center,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,
367,PT07M20.00S,2025-04-04T01:04:16.2Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629651,91.93495400788436,46.568627450980394,1610612751,51,58,2025-04-04T01:04:46Z,3600000,False,-17.0,23.0,1,right,N. Claxton driving DUNK (16 PTS),[1629651],1610612751.0,BKN,driving,,,,,,Restricted Area,0-8 Center,2.9,Made,Claxton,N. Claxton,,,,,16.0,,,,,,,,,,,,,,
368,PT07M03.00S,2025-04-04T01:04:27.2Z,3,REGULAR,3pt,Jump Shot,[],1630162,4.681340341655716,97.30392156862744,1610612750,51,61,2025-04-04T01:04:32Z,3610000,False,-237.0,-8.0,1,left,A. Edwards 3PT  (18 PTS) (J. McDaniels 2 AST),"[1630162, 1630183]",1610612750.0,MIN,,,,,,,Left Corner 3,24+ Left,23.67,Made,Edwards,A. Edwards,,,,,18.0,J. McDaniels,1630183.0,2.0,,,,,,,,,,,
370,PT06M40.00S,2025-04-04T01:04:51.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630570,95.6143232588699,46.07843137254902,1610612751,51,61,2025-04-04T01:04:55Z,3630000,False,-20.0,-11.0,1,right,MISS T. Watford driving finger roll Layup - blocked,"[1630570, 1630183]",1610612751.0,BKN,driving finger roll,,,,,,Restricted Area,0-8 Center,2.26,Missed,Watford,T. Watford,,,,,,,,,,,,,,,,,McDaniels,1630183.0,
371,PT06M40.00S,2025-04-04T01:04:51.3Z,3,REGULAR,block,,[],1630183,,,1610612751,51,61,2025-04-04T01:04:53Z,3640000,False,,,0,,J. McDaniels BLOCK (2 BLK),[1630183],1610612750.0,MIN,,,,,,,Restricted Area,0-8 Center,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,
372,PT06M40.00S,2025-04-04T01:04:51.3Z,3,REGULAR,rebound,offensive,[],1630570,,,1610612751,51,61,2025-04-04T01:05:37Z,3650000,False,,,0,,T. Watford REBOUND (Off:2 Def:1),[1630570],1610612751.0,BKN,,,,,,,Restricted Area,0-8 Center,,,Watford,T. Watford,370.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
373,PT06M34.00S,2025-04-04T01:04:56.3Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630570,87.99277266754271,55.63725490196079,1610612751,53,61,2025-04-04T01:05:57Z,3660000,False,28.0,60.0,1,right,T. Watford 6' driving floating Jump Shot (7 PTS),[1630570],1610612751.0,BKN,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,6.67,Made,Watford,T. Watford,,,,,7.0,,,,,,,,,,,,,,
374,PT06M23.00S,2025-04-04T01:05:07.6Z,3,REGULAR,3pt,Jump Shot,[],201144,33.459264126149804,48.03921568627451,1610612750,53,61,2025-04-04T01:06:13Z,3670000,False,10.0,262.0,1,left,MISS M. Conley 26' pullup 3PT,[201144],1610612750.0,MIN,pullup,,,,,,Above the Break 3,24+ Center,26.22,Missed,Conley,M. Conley,,,,,,,,,,,,,,,,,,,
375,PT06M23.00S,2025-04-04T01:05:07.6Z,3,REGULAR,rebound,defensive,[],1630570,,,1610612751,53,61,2025-04-04T01:05:11Z,3680000,False,,,0,,T. Watford REBOUND (Off:2 Def:2),[1630570],1610612751.0,BKN,,,,,,,Above the Break 3,24+ Center,,,Watford,T. Watford,374.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
376,PT06M09.00S,2025-04-04T01:05:22.0Z,3,REGULAR,turnover,bad pass,[],1630570,,,1610612751,53,61,2025-04-04T01:05:29Z,3690000,False,,,0,,T. Watford bad pass TURNOVER (2 TO),"[1630570, 1630183]",1610612751.0,BKN,,,,,,,Mid-Range,16-24 Left,,,Watford,T. Watford,,,,,,,,,2.0,McDaniels,1630183.0,,,,,,,,
377,PT06M09.00S,2025-04-04T01:05:22.0Z,3,REGULAR,steal,,[],1630183,,,1610612750,53,61,2025-04-04T01:05:24Z,3700000,False,,,0,,J. McDaniels STEAL (1 STL),[1630183],1610612750.0,MIN,,,,,,,Mid-Range,16-24 Left,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,
378,PT06M03.00S,2025-04-04T01:05:28.4Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630183,7.046649145860711,48.28431372549019,1610612750,53,63,2025-04-04T01:06:42Z,3710000,False,9.0,14.0,1,left,J. McDaniels running finger roll Layup (6 PTS),[1630183],1610612750.0,MIN,running finger roll,,,,,,Restricted Area,0-8 Center,1.62,Made,McDaniels,J. McDaniels,,,,,6.0,,,,,,,,,,,,,,
379,PT06M03.00S,2025-04-04T01:05:37.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,53,63,2025-04-04T01:05:41Z,3720000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,PT06M03.00S,2025-04-04T01:06:19.5Z,3,REGULAR,substitution,out,[],201144,,,1610612751,53,63,2025-04-04T01:08:05Z,3730000,False,,,0,,SUB out: M. Conley,[201144],1610612750.0,MIN,,,,,,,,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,
381,PT06M03.00S,2025-04-04T01:06:19.5Z,3,REGULAR,substitution,out,[],203944,,,1610612751,53,63,2025-04-04T01:08:05Z,3740000,False,,,0,,SUB out: J. Randle,[203944],1610612750.0,MIN,,,,,,,,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,
382,PT06M03.00S,2025-04-04T01:06:19.5Z,3,REGULAR,substitution,in,[],1628978,,,1610612751,53,63,2025-04-04T01:08:05Z,3750000,False,,,0,,SUB in: D. DiVincenzo,[1628978],1610612750.0,MIN,,,,,,,,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,
383,PT06M03.00S,2025-04-04T01:06:19.5Z,3,REGULAR,substitution,in,[],1629675,,,1610612751,53,63,2025-04-04T01:08:05Z,3760000,False,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,,,,,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,
384,PT05M48.00S,2025-04-04T01:08:49.1Z,3,REGULAR,foul,personal,[],1628978,,,1610612751,53,63,2025-04-04T01:09:02Z,3770000,False,,,0,,D. DiVincenzo personal FOUL (2 PF),"[1628978, 1630553]",1610612750.0,MIN,,,,,,,Mid-Range,8-16 Left,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,1626300.0,2.0,0.0,Johnson,1630553.0,,,
386,PT05M41.00S,2025-04-04T01:09:12.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630570,93.51182654402102,54.65686274509803,1610612751,55,63,2025-04-04T01:09:16Z,3790000,False,23.0,8.0,1,right,T. Watford driving Layup (9 PTS) (N. Claxton 5 AST),"[1630570, 1629651]",1610612751.0,BKN,driving,,,,,,Restricted Area,0-8 Center,2.48,Made,Watford,T. Watford,,,,,9.0,N. Claxton,1629651.0,5.0,,,,,,,,,,,
389,PT05M28.00S,2025-04-04T01:09:29.2Z,3,REGULAR,substitution,out,[],1626156,,,1610612750,55,63,2025-04-04T01:09:39Z,3820000,False,,,0,,SUB out: D. Russell,[1626156],1610612751.0,BKN,,,,,,,,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,
390,PT05M28.00S,2025-04-04T01:09:29.2Z,3,REGULAR,substitution,out,[],1630570,,,1610612750,55,63,2025-04-04T01:09:39Z,3830000,False,,,0,,SUB out: T. Watford,[1630570],1610612751.0,BKN,,,,,,,,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,
391,PT05M28.00S,2025-04-04T01:09:29.2Z,3,REGULAR,substitution,out,[],1629651,,,1610612750,55,63,2025-04-04T01:09:39Z,3840000,False,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,,,,,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,
392,PT05M28.00S,2025-04-04T01:09:29.2Z,3,REGULAR,substitution,out,[],1630553,,,1610612750,55,63,2025-04-04T01:09:39Z,3850000,False,,,0,,SUB out: K. Johnson,[1630553],1610612751.0,BKN,,,,,,,,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,
393,PT05M28.00S,2025-04-04T01:09:29.2Z,3,REGULAR,substitution,in,[],1641727,,,1610612750,55,63,2025-04-04T01:09:39Z,3860000,False,,,0,,SUB in: D. Whitehead,[1641727],1610612751.0,BKN,,,,,,,,,,,Whitehead,D. Whitehead,,,,,,,,,,,,,,,,,,,
394,PT05M28.00S,2025-04-04T01:09:29.2Z,3,REGULAR,substitution,in,[],1641736,,,1610612750,55,63,2025-04-04T01:09:39Z,3870000,False,,,0,,SUB in: R. Beekman,[1641736],1610612751.0,BKN,,,,,,,,,,,Beekman,R. Beekman,,,,,,,,,,,,,,,,,,,
395,PT05M28.00S,2025-04-04T01:09:29.2Z,3,REGULAR,substitution,in,[],1641787,,,1610612750,55,63,2025-04-04T01:09:39Z,3880000,False,,,0,,SUB in: T. Evbuomwan,[1641787],1610612751.0,BKN,,,,,,,,,,,Evbuomwan,T. Evbuomwan,,,,,,,,,,,,,,,,,,,
396,PT05M28.00S,2025-04-04T01:09:29.2Z,3,REGULAR,substitution,in,[],1631166,,,1610612750,55,63,2025-04-04T01:09:39Z,3890000,False,,,0,,SUB in: D. Timme,[1631166],1610612751.0,BKN,,,,,,,,,,,Timme,D. Timme,,,,,,,,,,,,,,,,,,,
397,PT05M15.00S,2025-04-04T01:10:03.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628978,9.017739816031538,35.78431372549019,1610612750,55,65,2025-04-04T01:10:19Z,3900000,False,71.0,32.0,1,left,D. DiVincenzo 7' driving floating Jump Shot (2 PTS),[1628978],1610612750.0,MIN,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,7.81,Made,DiVincenzo,D. DiVincenzo,,,,,2.0,,,,,,,,,,,,,,
398,PT04M48.00S,2025-04-04T01:10:31.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631166,93.11760840998686,51.9607843137255,1610612751,55,65,2025-04-04T01:10:53Z,3910000,False,10.0,12.0,1,right,MISS D. Timme cutting Layup,[1631166],1610612751.0,BKN,cutting,,,,,,Restricted Area,0-8 Center,1.56,Missed,Timme,D. Timme,,,,,,,,,,,,,,,,,,,
399,PT04M44.00S,2025-04-04T01:10:35.3Z,3,REGULAR,rebound,defensive,[],1630162,,,1610612750,55,65,2025-04-04T01:12:19Z,3920000,False,,,0,,A. Edwards REBOUND (Off:1 Def:3),[1630162],1610612750.0,MIN,,,,,,,Restricted Area,0-8 Center,,,Edwards,A. Edwards,398.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
400,PT04M41.00S,2025-04-04T01:10:37.4Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630183,7.046649145860711,46.32352941176471,1610612750,55,67,2025-04-04T01:10:44Z,3930000,False,18.0,14.0,1,left,J. McDaniels running DUNK (8 PTS) (N. Reid 2 AST),"[1630183, 1629675]",1610612750.0,MIN,running,,,,,,Restricted Area,0-8 Center,2.29,Made,McDaniels,J. McDaniels,,,,,8.0,N. Reid,1629675.0,2.0,,,,,,,,,,,
402,PT04M30.00S,2025-04-04T01:10:52.1Z,3,REGULAR,foul,personal,[],1630162,,,1610612751,55,67,2025-04-04T01:11:00Z,3950000,False,,,0,,A. Edwards personal FOUL (3 PF),"[1630162, 1641787]",1610612750.0,MIN,,,,,,,In The Paint (Non-RA),8-16 Center,,,Edwards,A. Edwards,,,,,,,,,,,,1626300.0,3.0,0.0,Evbuomwan,1641787.0,,,
404,PT04M21.00S,2025-04-04T01:11:22.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1641787,93.64323258869908,47.30392156862745,1610612751,57,67,2025-04-04T01:11:58Z,3970000,False,-13.0,7.0,1,right,T. Evbuomwan driving finger roll Layup (8 PTS) (D. Timme 1 AST),"[1641787, 1631166]",1610612751.0,BKN,driving finger roll,,,,,,Restricted Area,0-8 Center,1.53,Made,Evbuomwan,T. Evbuomwan,,,,,8.0,D. Timme,1631166.0,1.0,,,,,,,,,,,
406,PT04M01.00S,2025-04-04T01:11:40.9Z,3,REGULAR,3pt,Jump Shot,[],1628978,26.757555847568987,18.872549019607842,1610612750,57,67,2025-04-04T01:11:46Z,3990000,False,156.0,199.0,1,left,MISS D. DiVincenzo 25' 3PT,[1628978],1610612750.0,MIN,,,,,,,Above the Break 3,24+ Right Center,25.26,Missed,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,
407,PT03M57.00S,2025-04-04T01:11:44.9Z,3,REGULAR,rebound,defensive,[],1641727,,,1610612751,57,67,2025-04-04T01:11:46Z,4000000,False,,,0,,D. Whitehead REBOUND (Off:0 Def:2),[1641727],1610612751.0,BKN,,,,,,,Above the Break 3,24+ Right Center,,,Whitehead,D. Whitehead,406.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
408,PT03M50.00S,2025-04-04T01:11:51.7Z,3,REGULAR,3pt,Jump Shot,[],1641721,74.19513797634691,84.06862745098039,1610612751,57,67,2025-04-04T01:11:55Z,4010000,False,170.0,190.0,1,right,MISS M. Lewis 25' 3PT,[1641721],1610612751.0,BKN,,,,,,,Above the Break 3,24+ Right Center,25.52,Missed,Lewis,M. Lewis,,,,,,,,,,,,,,,,,,,
409,PT03M48.00S,2025-04-04T01:11:53.7Z,3,REGULAR,rebound,defensive,[],203497,,,1610612750,57,67,2025-04-04T01:11:55Z,4020000,False,,,0,,R. Gobert REBOUND (Off:4 Def:12),[203497],1610612750.0,MIN,,,,,,,Above the Break 3,24+ Right Center,,,Gobert,R. Gobert,408.0,16.0,12.0,4.0,,,,,,,,,,,,,,,
410,PT03M32.00S,2025-04-04T01:12:10.6Z,3,REGULAR,3pt,Jump Shot,[],1629675,8.360709592641262,4.6568627450980395,1610612750,57,67,2025-04-04T01:12:15Z,4030000,False,227.0,26.0,1,left,MISS N. Reid 3PT,[1629675],1610612750.0,MIN,,,,,,,Right Corner 3,24+ Right,22.82,Missed,Reid,N. Reid,,,,,,,,,,,,,,,,,,,
411,PT03M29.00S,2025-04-04T01:12:13.6Z,3,REGULAR,rebound,defensive,[],1641721,,,1610612751,57,67,2025-04-04T01:12:15Z,4040000,False,,,0,,M. Lewis REBOUND (Off:1 Def:3),[1641721],1610612751.0,BKN,,,,,,,Right Corner 3,24+ Right,,,Lewis,M. Lewis,410.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
412,PT03M24.00S,2025-04-04T01:12:18.8Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1641727,95.3515111695138,96.56862745098039,1610612751,60,67,2025-04-04T01:12:23Z,4050000,False,233.0,-9.0,1,right,D. Whitehead 3PT running (6 PTS) (M. Lewis 1 AST),"[1641727, 1641721]",1610612751.0,BKN,running,,,,,,Right Corner 3,24+ Right,23.3,Made,Whitehead,D. Whitehead,,,,,6.0,M. Lewis,1641721.0,1.0,,,,,,,,,,,
414,PT02M59.00S,2025-04-04T01:12:44.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629675,11.777266754270697,50.245098039215684,1610612750,60,69,2025-04-04T01:13:08Z,4070000,False,-1.0,58.0,1,left,N. Reid driving floating Jump Shot (11 PTS) (A. Edwards 2 AST),"[1629675, 1630162]",1610612750.0,MIN,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,5.82,Made,Reid,N. Reid,,,,,11.0,A. Edwards,1630162.0,2.0,,,,,,,,,,,
416,PT02M47.00S,2025-04-04T01:12:55.6Z,3,REGULAR,2pt,Jump Shot,[],1641736,83.26215505913272,16.176470588235293,1610612751,60,69,2025-04-04T01:13:05Z,4090000,False,-169.0,105.0,1,right,MISS R. Beekman 19' Jump Shot,[1641736],1610612751.0,BKN,,,,,,,Mid-Range,16-24 Left,19.89,Missed,Beekman,R. Beekman,,,,,,,,,,,,,,,,,,,
417,PT02M43.00S,2025-04-04T01:12:59.6Z,3,REGULAR,rebound,defensive,[],1630183,,,1610612750,60,69,2025-04-04T01:13:05Z,4100000,False,,,0,,J. McDaniels REBOUND (Off:1 Def:3),[1630183],1610612750.0,MIN,,,,,,,Mid-Range,16-24 Left,,,McDaniels,J. McDaniels,416.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
418,PT02M43.00S,2025-04-04T01:13:03.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,60,69,2025-04-04T01:13:03Z,4110000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,PT02M43.00S,2025-04-04T01:13:08.2Z,3,REGULAR,substitution,out,[],1641721,,,1610612750,60,69,2025-04-04T01:14:35Z,4120000,False,,,0,,SUB out: M. Lewis,[1641721],1610612751.0,BKN,,,,,,,,,,,Lewis,M. Lewis,,,,,,,,,,,,,,,,,,,
420,PT02M43.00S,2025-04-04T01:13:08.2Z,3,REGULAR,substitution,out,[],1630162,,,1610612750,60,69,2025-04-04T01:14:35Z,4130000,False,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,,,,,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,
421,PT02M43.00S,2025-04-04T01:13:08.2Z,3,REGULAR,substitution,out,[],203497,,,1610612750,60,69,2025-04-04T01:14:35Z,4140000,False,,,0,,SUB out: R. Gobert,[203497],1610612750.0,MIN,,,,,,,,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,
422,PT02M43.00S,2025-04-04T01:13:08.2Z,3,REGULAR,substitution,in,[],1630623,,,1610612750,60,69,2025-04-04T01:14:35Z,4150000,False,,,0,,SUB in: T. Etienne,[1630623],1610612751.0,BKN,,,,,,,,,,,Etienne,T. Etienne,,,,,,,,,,,,,,,,,,,
423,PT02M43.00S,2025-04-04T01:13:08.2Z,3,REGULAR,substitution,in,[],203944,,,1610612750,60,69,2025-04-04T01:14:35Z,4160000,False,,,0,,SUB in: J. Randle,[203944],1610612750.0,MIN,,,,,,,,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,
424,PT02M43.00S,2025-04-04T01:13:08.2Z,3,REGULAR,substitution,in,[],1629638,,,1610612750,60,69,2025-04-04T01:14:35Z,4170000,False,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612750.0,MIN,,,,,,,,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,
425,PT02M31.00S,2025-04-04T01:14:56.1Z,3,REGULAR,turnover,bad pass,[],1630183,,,1610612750,60,69,2025-04-04T01:15:01Z,4180000,False,,,0,,J. McDaniels bad pass TURNOVER (1 TO),"[1630183, 1641736]",1610612750.0,MIN,,,,,,,Mid-Range,16-24 Right Center,,,McDaniels,J. McDaniels,,,,,,,,,1.0,Beekman,1641736.0,,,,,,,,
426,PT02M31.00S,2025-04-04T01:14:56.1Z,3,REGULAR,steal,,[],1641736,,,1610612751,60,69,2025-04-04T01:14:58Z,4190000,False,,,0,,R. Beekman STEAL (3 STL),[1641736],1610612751.0,BKN,,,,,,,Mid-Range,16-24 Right Center,,,Beekman,R. Beekman,,,,,,,,,,,,,,,,,,,
