actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
18,PT10M51.00S,2024-12-08T20:43:58.8Z,1,REGULAR,turnover,out-of-bounds,[],1627752,,,1610612749,0,1,2024-12-08T20:44:06Z,180000,False,,,0,,T. Prince bad pass out-of-bounds TURNOVER (1 TO),[1627752],1610612749.0,MIL,bad pass,,,Prince,T. Prince,,,,,Mid-Range,16-24 Right,,,,,,,202007.0,,,,,,1.0,,,,,,,
19,PT10M39.00S,2024-12-08T20:44:26.5Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1629651,16.113666228646515,52.94117647058824,1610612751,0,1,2024-12-08T20:44:31Z,190000,False,-15.0,99.0,1,left,MISS N. Claxton 10' turnaround Hook,[1629651],1610612751.0,BKN,turnaround,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),8-16 Center,10.01,Missed,,,,,,,,,,,,,,,,,,
20,PT10M35.00S,2024-12-08T20:44:30.5Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,0,1,2024-12-08T20:44:31Z,200000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:2),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),8-16 Center,,,19.0,2.0,2.0,0.0,,,,,,,,,,,,,,
21,PT10M21.00S,2024-12-08T20:44:45.3Z,1,REGULAR,foul,personal,['3freethrow'],203471,,,1610612749,0,1,2024-12-08T20:44:54Z,210000,False,,,0,,D. Schröder shooting personal FOUL (1 PF) (Lillard 3 FT),"[203471, 203081]",1610612751.0,BKN,shooting,,,Schröder,D. Schröder,,,,,Right Corner 3,24+ Right,,,,,,,2530.0,1.0,0.0,Lillard,203081.0,,,,,,,,,
23,PT10M21.00S,2024-12-08T20:44:57.6Z,1,REGULAR,foul,technical,['1freethrow'],1629661,,,1610612749,0,1,2024-12-08T20:45:07Z,230000,False,,,0,,C. Johnson technical FOUL (1 Tech),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,202007.0,0.0,1.0,,,,,,,,,,,
24,PT10M21.00S,2024-12-08T20:45:18.1Z,1,REGULAR,freethrow,1 of 1,[],203081,,,1610612749,0,2,2024-12-08T20:45:18Z,240000,False,,,0,,D. Lillard technical Free Throw 1 of 1 (1 PTS),[203081],1610612749.0,MIL,technical,,,Lillard,D. Lillard,,,,,,,,Made,,,,,,,,,,1.0,,,,,,,,
25,PT10M21.00S,2024-12-08T20:45:44.9Z,1,REGULAR,freethrow,1 of 3,[],203081,,,1610612749,0,2,2024-12-08T20:45:45Z,250000,False,,,0,,MISS D. Lillard Free Throw 1 of 3,[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
26,PT10M21.00S,2024-12-08T20:45:44.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612749,0,2,2024-12-08T20:45:45Z,260000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,
27,PT10M21.00S,2024-12-08T20:45:59.0Z,1,REGULAR,freethrow,2 of 3,[],203081,,,1610612749,0,3,2024-12-08T20:45:59Z,270000,False,,,0,,D. Lillard Free Throw 2 of 3 (2 PTS),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,Made,,,,,,,,,,2.0,,,,,,,,
28,PT10M21.00S,2024-12-08T20:46:13.2Z,1,REGULAR,freethrow,3 of 3,[],203081,,,1610612749,0,4,2024-12-08T20:46:13Z,280000,False,,,0,,D. Lillard Free Throw 3 of 3 (3 PTS),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,Made,,,,,,,,,,3.0,,,,,,,,
29,PT10M10.00S,2024-12-08T20:46:25.3Z,1,REGULAR,3pt,Jump Shot,[],1630553,8.229303547963205,2.696078431372549,1610612751,3,4,2024-12-08T20:46:30Z,290000,False,237.0,25.0,1,left,K. Johnson 3PT  (3 PTS) (D. Schröder 1 AST),"[1630553, 203471]",1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,Right Corner 3,24+ Right,23.78,Made,,,,,,,,,,3.0,,D. Schröder,203471.0,1.0,,,,
32,PT09M45.00S,2024-12-08T20:47:11.4Z,1,REGULAR,turnover,bad pass,[],203081,,,1610612749,3,4,2024-12-08T20:47:17Z,320000,False,,,0,,D. Lillard bad pass TURNOVER (1 TO),"[203081, 1630553]",1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,1.0,,,,Johnson,1630553.0,,
33,PT09M45.00S,2024-12-08T20:47:11.4Z,1,REGULAR,steal,,[],1630553,,,1610612751,3,4,2024-12-08T20:47:13Z,330000,False,,,0,,K. Johnson STEAL (1 STL),[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
34,PT09M42.00S,2024-12-08T20:47:15.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630553,5.995400788436268,48.28431372549019,1610612751,3,4,2024-12-08T20:47:20Z,340000,False,9.0,4.0,1,left,MISS K. Johnson running Layup,[1630553],1610612751.0,BKN,running,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,0.94,Missed,,,,,,,,,,,,,,,,,,
35,PT09M40.00S,2024-12-08T20:47:17.0Z,1,REGULAR,rebound,defensive,[],1627752,,,1610612749,3,4,2024-12-08T20:47:17Z,350000,False,,,0,,T. Prince REBOUND (Off:0 Def:1),[1627752],1610612749.0,MIL,,,,Prince,T. Prince,,,,,Restricted Area,0-8 Center,,,34.0,1.0,1.0,0.0,,,,,,,,,,,,,,
37,PT09M22.00S,2024-12-08T20:47:53.6Z,1,REGULAR,3pt,Jump Shot,[],1641748,71.82982917214193,19.852941176470587,1610612749,3,4,2024-12-08T20:47:59Z,370000,False,-151.0,212.0,1,right,MISS A. Jackson Jr. 26' 3PT,[1641748],1610612749.0,MIL,,,,Jackson Jr.,A. Jackson Jr.,,,,,Above the Break 3,24+ Left Center,26.03,Missed,,,,,,,,,,,,,,,,,,
38,PT09M19.00S,2024-12-08T20:47:56.6Z,1,REGULAR,rebound,defensive,[],1627827,,,1610612751,3,4,2024-12-08T20:47:59Z,380000,False,,,0,,D. Finney-Smith REBOUND (Off:0 Def:1),[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Above the Break 3,24+ Left Center,,,37.0,1.0,1.0,0.0,,,,,,,,,,,,,,
39,PT08M58.00S,2024-12-08T20:48:18.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629661,5.732588699080158,54.90196078431373,1610612751,3,4,2024-12-08T20:48:22Z,390000,False,-25.0,1.0,1,left,MISS C. Johnson driving reverse Layup - blocked,"[1629661, 203507]",1610612751.0,BKN,driving reverse,,,Johnson,C. Johnson,,,,,Restricted Area,0-8 Center,2.45,Missed,,,,,,,,,,,,,,,,,Antetokounmpo,203507.0
40,PT08M58.00S,2024-12-08T20:48:18.1Z,1,REGULAR,block,,[],203507,,,1610612751,3,4,2024-12-08T20:48:20Z,400000,False,,,0,,G. Antetokounmpo BLOCK (1 BLK),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
41,PT08M55.00S,2024-12-08T20:48:21.1Z,1,REGULAR,rebound,defensive,[],203081,,,1610612749,3,4,2024-12-08T20:48:22Z,410000,False,,,0,,D. Lillard REBOUND (Off:0 Def:1),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,,,39.0,1.0,1.0,0.0,,,,,,,,,,,,,,
42,PT08M49.00S,2024-12-08T20:48:27.0Z,1,REGULAR,turnover,bad pass,[],203081,,,1610612749,3,4,2024-12-08T20:48:30Z,420000,False,,,0,,D. Lillard bad pass TURNOVER (2 TO),"[203081, 1629651]",1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2.0,,,,Claxton,1629651.0,,
43,PT08M49.00S,2024-12-08T20:48:27.0Z,1,REGULAR,steal,,[],1629651,,,1610612751,3,4,2024-12-08T20:48:28Z,430000,False,,,0,,N. Claxton STEAL (1 STL),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
44,PT08M44.00S,2024-12-08T20:48:32.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627827,6.258212877792378,45.83333333333333,1610612751,3,4,2024-12-08T20:48:41Z,440000,False,21.0,6.0,1,left,MISS D. Finney-Smith running Layup,[1627827],1610612751.0,BKN,running,,,Finney-Smith,D. Finney-Smith,,,,,Restricted Area,0-8 Center,2.17,Missed,,,,,,,,,,,,,,,,,,
45,PT08M44.00S,2024-12-08T20:48:36.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612751,3,4,2024-12-08T20:48:36Z,450000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Restricted Area,0-8 Center,,,44.0,,,,,,,,,,,,,,,,,
46,PT08M44.00S,2024-12-08T20:48:44.8Z,1,REGULAR,foul,personal,[],1641748,,,1610612751,3,4,2024-12-08T20:49:00Z,460000,False,,,0,,A. Jackson Jr. loose ball personal FOUL (1 PF),"[1641748, 1629661]",1610612749.0,MIL,loose ball,,,Jackson Jr.,A. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2530.0,1.0,0.0,Johnson,1629661.0,,,,,,,,,
48,PT08M36.00S,2024-12-08T20:49:07.3Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630553,28.597240473061763,75.98039215686273,1610612751,3,4,2024-12-08T20:49:12Z,480000,False,-130.0,216.0,1,left,MISS K. Johnson 25' 3PT,[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Left Center,25.23,Missed,,,,,,,,,,,,,,,,,,
49,PT08M33.00S,2024-12-08T20:49:10.3Z,1,REGULAR,rebound,defensive,[],201572,,,1610612749,3,4,2024-12-08T20:49:12Z,490000,False,,,0,,B. Lopez REBOUND (Off:0 Def:1),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Left Center,,,48.0,1.0,1.0,0.0,,,,,,,,,,,,,,
50,PT08M24.00S,2024-12-08T20:49:19.2Z,1,REGULAR,3pt,Jump Shot,[],1627752,73.14388961892247,18.38235294117647,1610612749,3,4,2024-12-08T20:49:24Z,500000,False,-158.0,200.0,1,right,MISS T. Prince 25' pullup 3PT,[1627752],1610612749.0,MIL,pullup,,,Prince,T. Prince,,,,,Above the Break 3,24+ Left Center,25.49,Missed,,,,,,,,,,,,,,,,,,
51,PT08M20.00S,2024-12-08T20:49:23.2Z,1,REGULAR,rebound,defensive,[],1629651,,,1610612751,3,4,2024-12-08T20:49:24Z,510000,False,,,0,,N. Claxton REBOUND (Off:1 Def:1),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Left Center,,,50.0,2.0,1.0,1.0,,,,,,,,,,,,,,
52,PT08M13.00S,2024-12-08T20:49:33.3Z,1,REGULAR,foul,personal,[],1627752,,,1610612751,3,4,2024-12-08T20:49:41Z,520000,False,,,0,,T. Prince personal FOUL (1 PF),"[1627752, 1630553]",1610612749.0,MIL,,,,Prince,T. Prince,,,,,Mid-Range,16-24 Right Center,,,,,,,202007.0,1.0,0.0,Johnson,1630553.0,,,,,,,,,
54,PT08M08.00S,2024-12-08T20:50:02.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629651,6.1268068331143235,50.0,1610612751,5,4,2024-12-08T20:50:08Z,540000,False,0.0,5.0,1,left,N. Claxton driving DUNK (2 PTS),[1629651],1610612751.0,BKN,driving,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,0.51,Made,,,,,,,,,,2.0,,,,,,,,
55,PT07M51.00S,2024-12-08T20:50:18.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203507,93.11760840998686,47.30392156862745,1610612749,5,6,2024-12-08T20:50:22Z,550000,False,-13.0,12.0,1,right,G. Antetokounmpo driving Layup (2 PTS),[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,1.82,Made,,,,,,,,,,2.0,,,,,,,,
56,PT07M43.00S,2024-12-08T20:50:28.6Z,1,REGULAR,foul,personal,[],1627752,,,1610612751,5,6,2024-12-08T20:50:43Z,560000,False,,,0,,T. Prince personal FOUL (2 PF),"[1627752, 203471]",1610612749.0,MIL,,,,Prince,T. Prince,,,,,Mid-Range,8-16 Left,,,,,,,2005.0,2.0,0.0,Schröder,203471.0,,,,,,,,,
58,PT07M43.00S,2024-12-08T20:50:45.4Z,1,REGULAR,substitution,out,[],1627752,,,1610612751,5,6,2024-12-08T20:50:54Z,580000,False,,,0,,SUB out: T. Prince,[1627752],1610612749.0,MIL,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT07M43.00S,2024-12-08T20:50:45.4Z,1,REGULAR,substitution,in,[],1631260,,,1610612751,5,6,2024-12-08T20:50:54Z,590000,False,,,0,,SUB in: A. Green,[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT07M33.00S,2024-12-08T20:51:10.3Z,1,REGULAR,foul,personal,['2freethrow'],1631260,,,1610612751,5,6,2024-12-08T20:51:16Z,600000,False,,,0,,A. Green shooting personal FOUL (1 PF) (Claxton 2 FT),"[1631260, 1629651]",1610612749.0,MIL,shooting,,,Green,A. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2530.0,1.0,0.0,Claxton,1629651.0,,,,,,,,,
62,PT07M33.00S,2024-12-08T20:51:33.8Z,1,REGULAR,freethrow,1 of 2,[],1629651,,,1610612751,6,6,2024-12-08T20:51:33Z,620000,False,,,0,,N. Claxton Free Throw 1 of 2 (3 PTS),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,Made,,,,,,,,,,3.0,,,,,,,,
63,PT07M33.00S,2024-12-08T20:51:51.8Z,1,REGULAR,freethrow,2 of 2,[],1629651,,,1610612751,7,6,2024-12-08T20:51:51Z,630000,False,,,0,,N. Claxton Free Throw 2 of 2 (4 PTS),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,Made,,,,,,,,,,4.0,,,,,,,,
64,PT07M13.00S,2024-12-08T20:52:12.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203507,90.22667542706965,48.28431372549019,1610612749,7,8,2024-12-08T20:52:16Z,640000,False,-9.0,39.0,1,right,G. Antetokounmpo driving finger roll Layup (4 PTS),[203507],1610612749.0,MIL,driving finger roll,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,4.03,Made,,,,,,,,,,4.0,,,,,,,,
65,PT07M00.00S,2024-12-08T20:52:25.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203471,18.478975032851512,39.705882352941174,1610612751,9,8,2024-12-08T20:52:31Z,650000,False,51.0,121.0,1,left,D. Schröder 13' pullup Jump Shot (2 PTS),[203471],1610612751.0,BKN,pullup,,,Schröder,D. Schröder,,,,,In The Paint (Non-RA),8-16 Center,13.17,Made,,,,,,,,,,2.0,,,,,,,,
66,PT06M35.00S,2024-12-08T20:52:50.4Z,1,REGULAR,3pt,Jump Shot,[],1641748,95.22010512483574,94.36274509803921,1610612749,9,11,2024-12-08T20:52:55Z,660000,False,222.0,-8.0,1,right,A. Jackson Jr. 3PT  (3 PTS) (D. Lillard 1 AST),"[1641748, 203081]",1610612749.0,MIL,,,,Jackson Jr.,A. Jackson Jr.,,,,,Right Corner 3,24+ Right,22.19,Made,,,,,,,,,,3.0,,D. Lillard,203081.0,1.0,,,,
68,PT06M12.00S,2024-12-08T20:53:13.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629661,17.559132720105126,36.029411764705884,1610612751,9,11,2024-12-08T20:53:19Z,680000,False,70.0,113.0,1,left,MISS C. Johnson 13' step back Shot,[1629661],1610612751.0,BKN,step back,,,Johnson,C. Johnson,,,,,In The Paint (Non-RA),8-16 Right,13.25,Missed,,,,,,,,,,,,,,,,,,
69,PT06M09.00S,2024-12-08T20:53:16.2Z,1,REGULAR,rebound,defensive,[],203081,,,1610612749,9,11,2024-12-08T20:53:19Z,690000,False,,,0,,D. Lillard REBOUND (Off:0 Def:2),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,In The Paint (Non-RA),8-16 Right,,,68.0,2.0,2.0,0.0,,,,,,,,,,,,,,
70,PT06M07.00S,2024-12-08T20:53:22.6Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",203507,87.07293035479631,37.5,1610612749,9,13,2024-12-08T20:54:27Z,700000,False,-62.0,69.0,1,right,G. Antetokounmpo 9' driving floating Jump Shot (6 PTS) (D. Lillard 2 AST),"[203507, 203081]",1610612749.0,MIL,driving floating,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),8-16 Left,9.31,Made,,,,,,,,,,6.0,,D. Lillard,203081.0,2.0,,,,
72,PT06M07.00S,2024-12-08T20:53:25.3Z,1,REGULAR,foul,personal,['1freethrow'],1627827,,,1610612749,9,13,2024-12-08T20:53:37Z,720000,False,,,0,,D. Finney-Smith shooting personal FOUL (1 PF) (Antetokounmpo 1 FT),"[1627827, 203507]",1610612751.0,BKN,shooting,,,Finney-Smith,D. Finney-Smith,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,2530.0,1.0,0.0,Antetokounmpo,203507.0,,,,,,,,,
74,PT06M07.00S,2024-12-08T20:53:35.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,9,13,2024-12-08T20:54:27Z,740000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M07.00S,2024-12-08T20:55:56.1Z,1,REGULAR,substitution,out,[],1629651,,,1610612749,9,13,2024-12-08T20:56:22Z,750000,False,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M07.00S,2024-12-08T20:55:56.1Z,1,REGULAR,substitution,out,[],1630553,,,1610612749,9,13,2024-12-08T20:56:22Z,760000,False,,,0,,SUB out: K. Johnson,[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M07.00S,2024-12-08T20:55:56.1Z,1,REGULAR,substitution,in,[],1630592,,,1610612749,9,13,2024-12-08T20:56:22Z,770000,False,,,0,,SUB in: J. Wilson,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M07.00S,2024-12-08T20:55:56.1Z,1,REGULAR,substitution,in,[],1627732,,,1610612749,9,13,2024-12-08T20:56:22Z,780000,False,,,0,,SUB in: B. Simmons,[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M07.00S,2024-12-08T20:56:52.2Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],203507,,,1610612749,9,14,2024-12-08T20:56:52Z,790000,False,,,0,,G. Antetokounmpo Free Throw 1 of 1 (7 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Made,,,,,,,,,,7.0,,,,,,,,
80,PT05M44.00S,2024-12-08T20:57:18.6Z,1,REGULAR,3pt,Jump Shot,[],203471,27.151773981603156,78.67647058823529,1610612751,12,14,2024-12-08T20:57:26Z,800000,False,-143.0,203.0,1,left,D. Schröder 24' 3PT  (5 PTS) (J. Wilson 1 AST),"[203471, 1630592]",1610612751.0,BKN,,,,Schröder,D. Schröder,,,,,Above the Break 3,24+ Left Center,24.83,Made,,,,,,,,,,5.0,,J. Wilson,1630592.0,1.0,,,,
82,PT05M18.00S,2024-12-08T20:57:44.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203507,92.9862023653088,46.568627450980394,1610612749,12,16,2024-12-08T20:58:17Z,820000,False,-17.0,13.0,1,right,G. Antetokounmpo driving DUNK (9 PTS) (D. Lillard 3 AST),"[203507, 203081]",1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,2.18,Made,,,,,,,,,,9.0,,D. Lillard,203081.0,3.0,,,,
84,PT05M05.00S,2024-12-08T20:57:56.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203471,8.492115637319317,42.64705882352941,1610612751,14,16,2024-12-08T20:59:26Z,840000,False,37.0,27.0,1,left,D. Schröder driving Layup (7 PTS) (J. Wilson 2 AST),"[203471, 1630592]",1610612751.0,BKN,driving,,,Schröder,D. Schröder,,,,,In The Paint (Non-RA),0-8 Center,4.58,Made,,,,,,,,,,7.0,,J. Wilson,1630592.0,2.0,,,,
85,PT05M00.00S,2024-12-08T20:58:06.3Z,1,REGULAR,foul,offensive,[],201572,,,1610612749,14,16,2024-12-08T20:58:11Z,850000,False,,,0,,B. Lopez offensive FOUL (1 PF),"[201572, 1630592]",1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,2530.0,1.0,0.0,Wilson,1630592.0,,,,,,,,,
87,PT05M00.00S,2024-12-08T20:58:06.3Z,1,REGULAR,turnover,offensive foul,[],201572,,,1610612749,14,16,2024-12-08T20:58:06Z,870000,False,,,0,,B. Lopez offensive foul TURNOVER (1 TO),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,2530.0,,,,,,1.0,,,,,,,
