actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
259,PT04M22.00S,2025-03-01T01:23:49.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630165,19.267411300919843,46.568627450980394,1610612751,37,50,2025-03-01T01:30:22Z,2540000,False,17.0,129.0,1,left,MISS K. Hayes 12' turnaround fadeaway Shot,[1630165],1610612751.0,BKN,turnaround fadeaway,,,Hayes,K. Hayes,,,,,In The Paint (Non-RA),8-16 Center,,,12.97,Missed,,,,,,,,,,,,,,,,
260,PT04M17.00S,2025-03-01T01:23:54.9Z,2,REGULAR,rebound,defensive,[],1631101,,,1610612757,37,50,2025-03-01T01:23:55Z,2550000,False,,,0,,S. Sharpe REBOUND (Off:0 Def:2),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,259.0,2.0,2.0,0.0,,,,,,
261,PT04M14.00S,2025-03-01T01:23:57.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1631101,66.3107752956636,45.34313725490196,1610612757,37,50,2025-03-01T01:30:55Z,2560000,False,-23.0,264.0,1,right,MISS S. Sharpe 26' running pullup 3PT,[1631101],1610612757.0,POR,running pullup,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Center,,,26.52,Missed,,,,,,,,,,,,,,,,
262,PT04M11.00S,2025-03-01T01:24:00.2Z,2,REGULAR,rebound,offensive,[],1642270,,,1610612757,37,50,2025-03-01T01:30:55Z,2570000,False,,,0,,D. Clingan REBOUND (Off:1 Def:1),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Above the Break 3,24+ Center,,,,,,,,,,,261.0,2.0,1.0,1.0,,,,,,
263,PT04M10.00S,2025-03-01T01:24:01.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629014,75.1149802890933,84.80392156862744,1610612757,37,53,2025-03-01T01:24:05Z,2580000,False,174.0,181.0,1,right,A. Simons 25' 3PT  (10 PTS) (D. Clingan 1 AST),"[1629014, 1642270]",1610612757.0,POR,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Right Center,,,25.14,Made,10.0,D. Clingan,1642270.0,1.0,,,,,,,,,,,,
265,PT03M56.00S,2025-03-01T01:24:15.3Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629651,6.389618922470433,50.0,1610612751,39,53,2025-03-01T02:20:11Z,2600000,False,0.0,8.0,1,left,N. Claxton cutting DUNK (8 PTS) (C. Johnson 3 AST),"[1629651, 1629661]",1610612751.0,BKN,cutting,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,0.76,Made,8.0,C. Johnson,1629661.0,3.0,,,,,,,,,,,,
267,PT03M40.00S,2025-03-01T01:24:31.5Z,2,REGULAR,3pt,Jump Shot,[],1630703,66.5735873850197,52.20588235294118,1610612757,39,53,2025-03-01T01:24:36Z,2620000,False,11.0,262.0,1,right,MISS S. Henderson 26' pullup 3PT,[1630703],1610612757.0,POR,pullup,,,Henderson,S. Henderson,,,,,Above the Break 3,24+ Center,,,26.19,Missed,,,,,,,,,,,,,,,,
268,PT03M36.00S,2025-03-01T01:24:35.5Z,2,REGULAR,rebound,defensive,[],1629661,,,1610612751,39,53,2025-03-01T01:24:36Z,2630000,False,,,0,,C. Johnson REBOUND (Off:1 Def:1),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Center,,,,,,,,,,,267.0,2.0,1.0,1.0,,,,,,
269,PT03M35.00S,2025-03-01T01:24:38.5Z,2,REGULAR,foul,personal,['2freethrow'],1631101,,,1610612751,39,53,2025-03-01T01:24:50Z,2640000,False,,,0,,S. Sharpe shooting personal FOUL (1 PF) (Johnson 2 FT),"[1631101, 1629661]",1610612757.0,POR,shooting,,,Sharpe,S. Sharpe,,,,,In The Paint (Non-RA),0-8 Center,1179.0,,,,,,,,,,,,,,1.0,0.0,Johnson,1629661.0,,
271,PT03M35.00S,2025-03-01T01:25:14.7Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1629661,,,1610612751,40,53,2025-03-01T01:25:14Z,2660000,False,,,0,,C. Johnson Free Throw 1 of 2 (3 PTS),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,,
272,PT03M35.00S,2025-03-01T01:25:15.5Z,2,REGULAR,substitution,out,[],1629651,,,1610612751,40,53,2025-03-01T01:25:21Z,2670000,False,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT03M35.00S,2025-03-01T01:25:15.5Z,2,REGULAR,substitution,out,[],1630703,,,1610612751,40,53,2025-03-01T01:25:21Z,2680000,False,,,0,,SUB out: S. Henderson,[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT03M35.00S,2025-03-01T01:25:15.5Z,2,REGULAR,substitution,in,[],1630549,,,1610612751,40,53,2025-03-01T01:25:21Z,2690000,False,,,0,,SUB in: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT03M35.00S,2025-03-01T01:25:15.5Z,2,REGULAR,substitution,in,[],1631200,,,1610612751,40,53,2025-03-01T01:25:21Z,2700000,False,,,0,,SUB in: K. Murray,[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT03M35.00S,2025-03-01T01:25:32.8Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1629661,,,1610612751,41,53,2025-03-01T01:25:32Z,2710000,False,,,0,,C. Johnson Free Throw 2 of 2 (4 PTS),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,,
277,PT03M17.00S,2025-03-01T01:25:54.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641739,91.93495400788436,50.0,1610612757,41,55,2025-03-01T01:31:58Z,2720000,False,0.0,23.0,1,right,T. Camara driving reverse Layup (12 PTS) (A. Simons 2 AST),"[1641739, 1629014]",1610612757.0,POR,driving reverse,,,Camara,T. Camara,,,,,Restricted Area,0-8 Center,,,2.33,Made,12.0,A. Simons,1629014.0,2.0,,,,,,,,,,,,
279,PT02M59.00S,2025-03-01T01:26:16.9Z,2,REGULAR,foul,offensive,[],1630570,,,1610612751,41,55,2025-03-01T01:26:36Z,2740000,False,,,0,,T. Watford offensive FOUL (2 PF),"[1630570, 1631101]",1610612751.0,BKN,,,,Watford,T. Watford,,,,,In The Paint (Non-RA),8-16 Center,202035.0,,,,,,,,,,,,,,2.0,0.0,Sharpe,1631101.0,,
281,PT02M59.00S,2025-03-01T01:26:16.9Z,2,REGULAR,turnover,offensive foul,[],1630570,,,1610612751,41,55,2025-03-01T01:26:16Z,2760000,False,,,0,,T. Watford offensive foul TURNOVER (1 TO),[1630570],1610612751.0,BKN,,,,Watford,T. Watford,,,,,In The Paint (Non-RA),8-16 Center,202035.0,1.0,,,,,,,,,,,,,,,,,,
282,PT02M59.00S,2025-03-01T01:26:38.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,41,55,2025-03-01T01:26:38Z,2770000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT02M59.00S,2025-03-01T01:27:44.5Z,2,REGULAR,substitution,out,[],1630570,,,1610612757,41,55,2025-03-01T01:28:56Z,2780000,False,,,0,,SUB out: T. Watford,[1630570],1610612751.0,BKN,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT02M59.00S,2025-03-01T01:27:44.5Z,2,REGULAR,substitution,in,[],1630533,,,1610612757,41,55,2025-03-01T01:28:56Z,2790000,False,,,0,,SUB in: Z. Williams,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT02M38.00S,2025-03-01T01:29:37.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1631200,69.20170827858082,71.07843137254902,1610612757,41,55,2025-03-01T01:29:42Z,2800000,False,105.0,237.0,1,right,MISS K. Murray 25' 3PT,[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Right Center,,,25.94,Missed,,,,,,,,,,,,,,,,
286,PT02M36.00S,2025-03-01T01:29:39.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612757,41,55,2025-03-01T01:29:42Z,2810000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,285.0,,,,,,,,,
288,PT02M31.00S,2025-03-01T01:30:02.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1642270,93.24901445466492,46.32352941176471,1610612757,41,57,2025-03-01T01:30:10Z,2830000,False,-18.0,11.0,1,right,D. Clingan reverse Layup (4 PTS) (S. Sharpe 3 AST),"[1642270, 1631101]",1610612757.0,POR,reverse,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,,,2.14,Made,4.0,S. Sharpe,1631101.0,3.0,,,,,,,,,,,,
290,PT02M31.00S,2025-03-01T01:30:09.8Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630549,,,1610612757,41,57,2025-03-01T01:30:19Z,2850000,False,,,0,,D. Sharpe shooting personal FOUL (2 PF) (Clingan 1 FT),"[1630549, 1642270]",1610612751.0,BKN,shooting,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,1179.0,,,,,,,,,,,,,,2.0,0.0,Clingan,1642270.0,,
292,PT02M31.00S,2025-03-01T01:30:32.6Z,2,REGULAR,freethrow,1 of 1,"['fromturnover', '2ndchance']",1642270,,,1610612757,41,57,2025-03-01T01:30:35Z,2870000,False,,,0,,MISS D. Clingan Free Throw 1 of 1,[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
293,PT02M28.00S,2025-03-01T01:30:35.6Z,2,REGULAR,rebound,defensive,[],1630549,,,1610612751,41,57,2025-03-01T01:30:35Z,2880000,False,,,0,,D. Sharpe REBOUND (Off:2 Def:1),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,292.0,3.0,1.0,2.0,,,,,,
294,PT02M09.00S,2025-03-01T01:30:53.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630553,11.908672798948752,46.81372549019608,1610612751,41,57,2025-03-01T01:30:58Z,2890000,False,16.0,59.0,1,left,MISS K. Johnson 6' driving Layup,[1630553],1610612751.0,BKN,driving,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,6.15,Missed,,,,,,,,,,,,,,,,
295,PT02M07.00S,2025-03-01T01:30:56.3Z,2,REGULAR,rebound,offensive,[],1630553,,,1610612751,41,57,2025-03-01T01:30:56Z,2900000,False,,,0,,K. Johnson REBOUND (Off:2 Def:0),[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,294.0,2.0,0.0,2.0,,,,,,
298,PT02M00.00S,2025-03-01T01:31:53.4Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1630553,7.835085413929041,11.76470588235294,1610612751,43,57,2025-03-01T01:32:03Z,2930000,False,191.0,21.0,1,left,K. Johnson 19' Jump Shot (7 PTS) (C. Johnson 4 AST),"[1630553, 1629661]",1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,Mid-Range,16-24 Right,,,19.24,Made,7.0,C. Johnson,1629661.0,4.0,,,,,,,,,,,,
300,PT01M44.00S,2025-03-01T01:32:09.9Z,2,REGULAR,3pt,Jump Shot,[],1641739,70.90998685939553,22.54901960784314,1610612757,43,60,2025-03-01T01:32:14Z,2950000,False,-137.0,221.0,1,right,T. Camara 26' 3PT  (15 PTS) (A. Simons 3 AST),"[1641739, 1629014]",1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Left Center,,,26.01,Made,15.0,A. Simons,1629014.0,3.0,,,,,,,,,,,,
302,PT01M30.00S,2025-03-01T01:32:25.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631101,,,1610612751,43,60,2025-03-01T01:32:46Z,2970000,False,,,0,,S. Sharpe shooting personal FOUL (2 PF) (Hayes 2 FT),"[1631101, 1630165]",1610612757.0,POR,shooting,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,1179.0,,,,,,,,,,,,,,2.0,0.0,Hayes,1630165.0,,
304,PT01M30.00S,2025-03-01T01:32:56.2Z,2,REGULAR,freethrow,1 of 2,[],1630165,,,1610612751,44,60,2025-03-01T01:32:56Z,2990000,False,,,0,,K. Hayes Free Throw 1 of 2 (3 PTS),[1630165],1610612751.0,BKN,,,,Hayes,K. Hayes,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,,
305,PT01M30.00S,2025-03-01T01:33:12.1Z,2,REGULAR,freethrow,2 of 2,[],1630165,,,1610612751,45,60,2025-03-01T01:33:12Z,3000000,False,,,0,,K. Hayes Free Throw 2 of 2 (4 PTS),[1630165],1610612751.0,BKN,,,,Hayes,K. Hayes,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,,
306,PT01M18.00S,2025-03-01T01:33:26.5Z,2,REGULAR,turnover,bad pass,[],1631101,,,1610612757,45,60,2025-03-01T01:33:32Z,3010000,False,,,0,,S. Sharpe bad pass TURNOVER (3 TO),"[1631101, 1629661]",1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,In The Paint (Non-RA),8-16 Center,,3.0,,,,,,,Johnson,1629661.0,,,,,,,,,,
307,PT01M18.00S,2025-03-01T01:33:26.5Z,2,REGULAR,steal,,[],1629661,,,1610612751,45,60,2025-03-01T01:33:28Z,3020000,False,,,0,,C. Johnson STEAL (1 STL),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
308,PT01M14.00S,2025-03-01T01:33:30.3Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629661,7.5722733245729295,50.98039215686274,1610612751,47,60,2025-03-01T01:33:36Z,3030000,False,-5.0,19.0,1,left,C. Johnson running DUNK (6 PTS),[1629661],1610612751.0,BKN,running,,,Johnson,C. Johnson,,,,,Restricted Area,0-8 Center,,,1.93,Made,6.0,,,,,,,,,,,,,,,
309,PT01M05.00S,2025-03-01T01:33:40.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629014,92.85479632063075,44.36274509803921,1610612757,47,62,2025-03-01T01:36:00Z,3040000,False,-28.0,15.0,1,right,A. Simons driving Layup (12 PTS),[1629014],1610612757.0,POR,driving,,,Simons,A. Simons,,,,,Restricted Area,0-8 Center,,,3.18,Made,12.0,,,,,,,,,,,,,,,
310,PT00M39.40S,2025-03-01T01:34:05.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630549,11.251642575558476,38.23529411764706,1610612751,47,62,2025-03-01T01:36:08Z,3050000,False,59.0,53.0,1,left,MISS D. Sharpe 7' driving floating Shot,[1630549],1610612751.0,BKN,driving floating,,,Sharpe,D. Sharpe,,,,,In The Paint (Non-RA),0-8 Center,,,7.94,Missed,,,,,,,,,,,,,,,,
311,PT00M36.90S,2025-03-01T01:34:07.8Z,2,REGULAR,rebound,offensive,[],1630549,,,1610612751,47,62,2025-03-01T01:34:31Z,3060000,False,,,0,,D. Sharpe REBOUND (Off:3 Def:1),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,310.0,4.0,1.0,3.0,,,,,,
312,PT00M36.10S,2025-03-01T01:34:09.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630553,31.488173455978973,66.66666666666666,1610612751,47,62,2025-03-01T01:34:15Z,3070000,False,-83.0,243.0,1,left,MISS K. Johnson 25' 3PT,[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Left Center,,,25.74,Missed,,,,,,,,,,,,,,,,
313,PT00M36.10S,2025-03-01T01:34:09.7Z,2,REGULAR,rebound,offensive,[],1630165,,,1610612751,47,62,2025-03-01T01:34:15Z,3080000,False,,,0,,K. Hayes REBOUND (Off:1 Def:0),[1630165],1610612751.0,BKN,,,,Hayes,K. Hayes,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,312.0,1.0,0.0,1.0,,,,,,
314,PT00M26.10S,2025-03-01T01:34:22.5Z,2,REGULAR,turnover,out-of-bounds,[],1630553,,,1610612751,47,62,2025-03-01T01:34:27Z,3090000,False,,,0,,K. Johnson lost ball out-of-bounds TURNOVER (3 TO),[1630553],1610612751.0,BKN,lost ball,,,Johnson,K. Johnson,,,,,Mid-Range,8-16 Left,202035.0,3.0,,,,,,,,,,,,,,,,,,
315,PT00M12.90S,2025-03-01T01:34:49.0Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1642270,94.03745072273325,49.50980392156863,1610612757,47,64,2025-03-01T01:34:52Z,3100000,False,-2.0,4.0,1,right,D. Clingan cutting DUNK (6 PTS) (K. Murray 1 AST),"[1642270, 1631200]",1610612757.0,POR,cutting,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,,,0.43,Made,6.0,K. Murray,1631200.0,1.0,,,,,,,,,,,,
317,PT00M00.00S,2025-03-01T01:35:11.0Z,2,REGULAR,period,end,[],0,,,1610612751,47,64,2025-03-01T01:35:11Z,3120000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT12M00.00S,2025-03-01T01:49:07.2Z,3,REGULAR,substitution,out,['startperiod'],1630549,,,1610612751,47,64,2025-03-01T01:49:59Z,3130000,False,,,0,,SUB out: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT12M00.00S,2025-03-01T01:49:07.2Z,3,REGULAR,substitution,out,['startperiod'],1630553,,,1610612751,47,64,2025-03-01T01:49:59Z,3140000,False,,,0,,SUB out: K. Johnson,[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT12M00.00S,2025-03-01T01:49:07.2Z,3,REGULAR,substitution,in,['startperiod'],1630560,,,1610612751,47,64,2025-03-01T01:49:59Z,3150000,False,,,0,,SUB in: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT12M00.00S,2025-03-01T01:49:07.2Z,3,REGULAR,substitution,in,['startperiod'],1629651,,,1610612751,47,64,2025-03-01T01:49:59Z,3160000,False,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT12M00.00S,2025-03-01T01:50:26.4Z,3,REGULAR,period,start,[],0,,,1610612757,47,64,2025-03-01T01:50:26Z,3170000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT11M42.00S,2025-03-01T01:50:43.5Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1631200,9.543363994743759,49.754901960784316,1610612757,47,66,2025-03-01T01:50:47Z,3180000,False,1.0,37.0,1,left,K. Murray Hook (4 PTS) (S. Sharpe 4 AST),"[1631200, 1631101]",1610612757.0,POR,,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,,,3.72,Made,4.0,S. Sharpe,1631101.0,4.0,,,,,,,,,,,,
325,PT11M24.00S,2025-03-01T01:51:02.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630533,86.41590013140605,41.66666666666667,1610612751,47,66,2025-03-01T01:53:01Z,3200000,False,-42.0,75.0,1,right,MISS Z. Williams 8' driving floating Shot,[1630533],1610612751.0,BKN,driving floating,,,Williams,Z. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,8.6,Missed,,,,,,,,,,,,,,,,
326,PT11M22.00S,2025-03-01T01:51:04.5Z,3,REGULAR,rebound,defensive,[],1642270,,,1610612757,47,66,2025-03-01T01:53:01Z,3210000,False,,,0,,D. Clingan REBOUND (Off:1 Def:2),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,325.0,3.0,2.0,1.0,,,,,,
329,PT11M08.00S,2025-03-01T01:51:17.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631200,6.389618922470433,52.20588235294118,1610612757,47,68,2025-03-01T01:51:26Z,3240000,False,-11.0,8.0,1,left,K. Murray driving Layup (6 PTS) (A. Simons 4 AST),"[1631200, 1629014]",1610612757.0,POR,driving,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,,,1.34,Made,6.0,A. Simons,1629014.0,4.0,,,,,,,,,,,,
331,PT10M59.00S,2025-03-01T01:51:26.2Z,3,REGULAR,3pt,Jump Shot,[],1629661,89.56964520367937,93.87254901960785,1610612751,50,68,2025-03-01T01:51:44Z,3260000,False,219.0,46.0,1,right,C. Johnson 3PT  (9 PTS) (K. Hayes 1 AST),"[1629661, 1630165]",1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Right Corner 3,24+ Right,,,22.41,Made,9.0,K. Hayes,1630165.0,1.0,,,,,,,,,,,,
332,PT10M46.00S,2025-03-01T01:51:38.7Z,3,REGULAR,3pt,Jump Shot,[],1631200,5.469776609724048,4.6568627450980395,1610612757,50,71,2025-03-01T01:51:46Z,3270000,False,227.0,-1.0,1,left,K. Murray 3PT  (9 PTS) (A. Simons 5 AST),"[1631200, 1629014]",1610612757.0,POR,,,,Murray,K. Murray,,,,,Right Corner 3,24+ Right,,,22.67,Made,9.0,A. Simons,1629014.0,5.0,,,,,,,,,,,,
334,PT10M25.00S,2025-03-01T01:51:59.6Z,3,REGULAR,3pt,Jump Shot,[],1630560,65.91655716162943,55.14705882352941,1610612751,50,71,2025-03-01T01:54:46Z,3290000,False,26.0,268.0,1,right,MISS C. Thomas 26' pullup 3PT,[1630560],1610612751.0,BKN,pullup,,,Thomas,C. Thomas,,,,,Above the Break 3,24+ Center,,,26.91,Missed,,,,,,,,,,,,,,,,
335,PT10M23.00S,2025-03-01T01:52:01.6Z,3,REGULAR,rebound,offensive,[],1629651,,,1610612751,50,71,2025-03-01T01:52:04Z,3300000,False,,,0,,N. Claxton REBOUND (Off:2 Def:2),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Center,,,,,,,,,,,334.0,4.0,2.0,2.0,,,,,,
336,PT10M23.00S,2025-03-01T01:52:04.8Z,3,REGULAR,foul,personal,['2freethrow'],1642270,,,1610612751,50,71,2025-03-01T01:52:22Z,3310000,False,,,0,,D. Clingan shooting personal FOUL (1 PF) (Claxton 2 FT),"[1642270, 1629651]",1610612757.0,POR,shooting,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,202035.0,,,,,,,,,,,,,,1.0,0.0,Claxton,1629651.0,,
339,PT10M23.00S,2025-03-01T01:52:34.6Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1629651,,,1610612751,51,71,2025-03-01T01:52:34Z,3330000,False,,,0,,N. Claxton Free Throw 1 of 2 (9 PTS),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,Made,9.0,,,,,,,,,,,,,,,
340,PT10M23.00S,2025-03-01T01:52:36.7Z,3,REGULAR,substitution,out,[],1630533,,,1610612751,51,71,2025-03-01T01:52:41Z,3340000,False,,,0,,SUB out: Z. Williams,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT10M23.00S,2025-03-01T01:52:36.7Z,3,REGULAR,substitution,in,[],1630553,,,1610612751,51,71,2025-03-01T01:52:41Z,3350000,False,,,0,,SUB in: K. Johnson,[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT10M23.00S,2025-03-01T01:52:57.3Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1629651,,,1610612751,52,71,2025-03-01T01:52:57Z,3360000,False,,,0,,N. Claxton Free Throw 2 of 2 (10 PTS),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,Made,10.0,,,,,,,,,,,,,,,
343,PT10M10.00S,2025-03-01T01:53:14.7Z,3,REGULAR,2pt,Jump Shot,[],1631101,23.73521681997372,44.36274509803921,1610612757,52,71,2025-03-01T01:53:19Z,3370000,False,28.0,171.0,1,left,MISS S. Sharpe 17' step back Shot,[1631101],1610612757.0,POR,step back,,,Sharpe,S. Sharpe,,,,,Mid-Range,16-24 Center,,,17.29,Missed,,,,,,,,,,,,,,,,
344,PT10M06.00S,2025-03-01T01:53:18.7Z,3,REGULAR,rebound,defensive,[],1629661,,,1610612751,52,71,2025-03-01T01:54:52Z,3380000,False,,,0,,C. Johnson REBOUND (Off:1 Def:2),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Mid-Range,16-24 Center,,,,,,,,,,,343.0,3.0,2.0,1.0,,,,,,
345,PT10M00.00S,2025-03-01T01:53:26.5Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629651,94.1688567674113,47.30392156862745,1610612751,54,71,2025-03-01T01:53:31Z,3390000,False,-13.0,2.0,1,right,N. Claxton alley-oop DUNK (12 PTS) (K. Hayes 2 AST),"[1629651, 1630165]",1610612751.0,BKN,alley-oop,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,1.37,Made,12.0,K. Hayes,1630165.0,2.0,,,,,,,,,,,,
347,PT10M00.00S,2025-03-01T01:53:30.3Z,3,REGULAR,foul,personal,['1freethrow'],1642270,,,1610612751,54,71,2025-03-01T01:53:39Z,3410000,False,,,0,,D. Clingan shooting personal FOUL (2 PF) (Claxton 1 FT),"[1642270, 1629651]",1610612757.0,POR,shooting,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,200834.0,,,,,,,,,,,,,,2.0,0.0,Claxton,1629651.0,,
349,PT10M00.00S,2025-03-01T01:54:03.2Z,3,REGULAR,freethrow,1 of 1,[],1629651,,,1610612751,55,71,2025-03-01T01:54:03Z,3430000,False,,,0,,N. Claxton Free Throw 1 of 1 (13 PTS),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,Made,13.0,,,,,,,,,,,,,,,
