actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,officialId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
247,PT04M03.00S,2025-01-23T01:25:14.8Z,2,REGULAR,3pt,Jump Shot,[],1626164,87.25361366622865,96.05545343137256,1610612756,34,39,2025-01-23T01:27:50Z,2460000,False,230.0,67.0,1,right,MISS D. Booker step back 3PT,[1626164],1610612756.0,PHX,step back,,,Booker,D. Booker,,,,,Right Corner 3,24+ Right,23.99,Missed,,,,,,,,,,,,,,,,,,
248,PT04M01.00S,2025-01-23T01:25:16.8Z,2,REGULAR,rebound,defensive,[],1641727,,,1610612751,34,39,2025-01-23T01:27:50Z,2470000,False,,,0,,D. Whitehead REBOUND (Off:0 Def:1),[1641727],1610612751.0,BKN,,,,Whitehead,D. Whitehead,,,,,Right Corner 3,24+ Right,,,247.0,,1.0,1.0,0.0,,,,,,,,,,,,,
249,PT03M51.00S,2025-01-23T01:25:27.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641727,13.140604467805517,53.16329656862745,1610612751,36,39,2025-01-23T01:28:08Z,2480000,False,-16.0,71.0,1,left,D. Whitehead 7' driving finger roll Layup (11 PTS),[1641727],1610612751.0,BKN,driving finger roll,,,Whitehead,D. Whitehead,,,,,In The Paint (Non-RA),0-8 Center,7.27,Made,,,,,,11.0,,,,,,,,,,,,
250,PT03M51.00S,2025-01-23T01:25:30.4Z,2,REGULAR,foul,personal,['1freethrow'],203486,,,1610612751,36,39,2025-01-23T01:28:18Z,2490000,False,,,0,,M. Plumlee shooting personal FOUL (1 PF) (Whitehead 1 FT),"[203486, 1641727]",1610612756.0,PHX,shooting,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),0-8 Center,,,,1627962.0,,,,,,,,,,,,,1.0,0.0,Whitehead,1641727.0
252,PT03M51.00S,2025-01-23T01:25:37.5Z,2,REGULAR,substitution,out,[],1630549,,,1610612751,36,39,2025-01-23T01:25:49Z,2510000,False,,,0,,SUB out: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT03M51.00S,2025-01-23T01:25:37.5Z,2,REGULAR,substitution,out,[],1630592,,,1610612751,36,39,2025-01-23T01:25:49Z,2520000,False,,,0,,SUB out: J. Wilson,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT03M51.00S,2025-01-23T01:25:37.5Z,2,REGULAR,substitution,in,[],1629651,,,1610612751,36,39,2025-01-23T01:25:49Z,2530000,False,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT03M51.00S,2025-01-23T01:25:37.5Z,2,REGULAR,substitution,in,[],1641730,,,1610612751,36,39,2025-01-23T01:25:49Z,2540000,False,,,0,,SUB in: N. Clowney,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT03M51.00S,2025-01-23T01:26:07.9Z,2,REGULAR,freethrow,1 of 1,[],1641727,,,1610612751,36,39,2025-01-23T01:26:13Z,2550000,False,,,0,,MISS D. Whitehead Free Throw 1 of 1,[1641727],1610612751.0,BKN,,,,Whitehead,D. Whitehead,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
257,PT03M50.00S,2025-01-23T01:26:08.9Z,2,REGULAR,rebound,defensive,[],1626145,,,1610612756,36,39,2025-01-23T01:28:42Z,2560000,False,,,0,,T. Jones REBOUND (Off:0 Def:2),[1626145],1610612756.0,PHX,,,,Jones,T. Jones,,,,,,,,,256.0,,2.0,2.0,0.0,,,,,,,,,,,,,
258,PT03M39.00S,2025-01-23T01:26:22.7Z,2,REGULAR,foul,personal,[],1629651,,,1610612756,36,39,2025-01-23T01:28:53Z,2570000,False,,,0,,N. Claxton personal FOUL (1 PF),"[1629651, 201142]",1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Mid-Range,16-24 Right Center,,,,1627962.0,,,,,,,,,,,,,1.0,0.0,Durant,201142.0
260,PT03M34.00S,2025-01-23T01:26:43.4Z,2,REGULAR,3pt,Jump Shot,[],1642346,95.3515111695138,95.58823529411765,1610612756,36,39,2025-01-23T01:29:07Z,2590000,False,228.0,-9.0,1,right,MISS R. Dunn 3PT,[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,Right Corner 3,24+ Right,22.81,Missed,,,,,,,,,,,,,,,,,,
261,PT03M32.00S,2025-01-23T01:26:45.4Z,2,REGULAR,rebound,offensive,[],203486,,,1610612756,36,39,2025-01-23T01:29:07Z,2600000,False,,,0,,M. Plumlee REBOUND (Off:1 Def:3),[203486],1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,Right Corner 3,24+ Right,,,260.0,,4.0,3.0,1.0,,,,,,,,,,,,,
262,PT03M25.00S,2025-01-23T01:26:51.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1626145,89.04402102496715,94.85294117647058,1610612756,36,42,2025-01-23T01:29:39Z,2610000,False,224.0,50.0,1,right,T. Jones 3PT  (6 PTS),[1626145],1610612756.0,PHX,,,,Jones,T. Jones,,,,,Right Corner 3,24+ Right,22.99,Made,,,,,,6.0,,,,,,,,,,,,
263,PT03M07.00S,2025-01-23T01:27:11.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629651,8.278580814717472,55.28875612745098,1610612751,38,42,2025-01-23T01:29:55Z,2620000,False,-26.0,25.0,1,left,N. Claxton alley-oop Layup (2 PTS) (K. Johnson 1 AST),"[1629651, 1630553]",1610612751.0,BKN,alley-oop,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,3.66,Made,,,,,,2.0,K. Johnson,1630553.0,1.0,,,,,,,,,
265,PT02M59.00S,2025-01-23T01:27:18.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626164,89.61892247043365,55.06280637254902,1610612756,38,44,2025-01-23T01:30:11Z,2640000,False,25.0,45.0,1,right,D. Booker driving Layup (9 PTS) (T. Jones 4 AST),"[1626164, 1626145]",1610612756.0,PHX,driving,,,Booker,D. Booker,,,,,In The Paint (Non-RA),0-8 Center,5.17,Made,,,,,,9.0,T. Jones,1626145.0,4.0,,,,,,,,,
267,PT02M37.00S,2025-01-23T01:27:41.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630553,13.272010512483575,44.63082107843137,1610612751,38,44,2025-01-23T01:30:43Z,2660000,False,27.0,72.0,1,left,MISS K. Johnson 7' driving Layup,[1630553],1610612751.0,BKN,driving,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,7.71,Missed,,,,,,,,,,,,,,,,,,
268,PT02M35.00S,2025-01-23T01:27:43.5Z,2,REGULAR,rebound,offensive,[],1629651,,,1610612751,38,44,2025-01-23T01:30:43Z,2670000,False,,,0,,N. Claxton REBOUND (Off:2 Def:6),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,,,267.0,,8.0,6.0,2.0,,,,,,,,,,,,,
269,PT02M34.00S,2025-01-23T01:27:45.4Z,2,REGULAR,turnover,bad pass,[],1641730,,,1610612751,38,44,2025-01-23T01:30:58Z,2680000,False,,,0,,N. Clowney bad pass TURNOVER (2 TO),"[1641730, 1626145]",1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,2.0,Jones,1626145.0,,,,
270,PT02M34.00S,2025-01-23T01:27:45.4Z,2,REGULAR,steal,,[],1626145,,,1610612756,38,44,2025-01-23T01:27:47Z,2690000,False,,,0,,T. Jones STEAL (1 STL),[1626145],1610612756.0,PHX,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
271,PT02M31.00S,2025-01-23T01:27:48.8Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1626145,88.83048620236531,56.7172181372549,1610612756,38,46,2025-01-23T01:31:10Z,2700000,False,34.0,52.0,1,right,T. Jones 6' running Layup (8 PTS),[1626145],1610612756.0,PHX,running,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,6.23,Made,,,,,,8.0,,,,,,,,,,,,
272,PT02M30.00S,2025-01-23T01:27:53.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,38,46,2025-01-23T01:27:53Z,2710000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT02M30.00S,2025-01-23T01:27:56.2Z,2,REGULAR,substitution,out,[],1641727,,,1610612751,38,46,2025-01-23T01:29:25Z,2720000,False,,,0,,SUB out: D. Whitehead,[1641727],1610612751.0,BKN,,,,Whitehead,D. Whitehead,,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT02M30.00S,2025-01-23T01:27:56.2Z,2,REGULAR,substitution,out,[],1642346,,,1610612751,38,46,2025-01-23T01:29:25Z,2730000,False,,,0,,SUB out: R. Dunn,[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT02M30.00S,2025-01-23T01:27:56.2Z,2,REGULAR,substitution,out,[],1626164,,,1610612751,38,46,2025-01-23T01:29:25Z,2740000,False,,,0,,SUB out: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT02M30.00S,2025-01-23T01:27:56.2Z,2,REGULAR,substitution,in,[],1641787,,,1610612751,38,46,2025-01-23T01:29:25Z,2750000,False,,,0,,SUB in: T. Evbuomwan,[1641787],1610612751.0,BKN,,,,Evbuomwan,T. Evbuomwan,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT02M30.00S,2025-01-23T01:27:56.2Z,2,REGULAR,substitution,in,[],1628960,,,1610612751,38,46,2025-01-23T01:29:25Z,2760000,False,,,0,,SUB in: G. Allen,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT02M30.00S,2025-01-23T01:27:56.2Z,2,REGULAR,substitution,in,[],1626220,,,1610612751,38,46,2025-01-23T01:29:25Z,2770000,False,,,0,,SUB in: R. O'Neale,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT02M30.00S,2025-01-23T01:29:32.3Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612751,38,46,2025-01-23T01:29:38Z,2780000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612756.0,PHX,,,,,,,,,,,,,,,1830.0,,,,,,,,,,,,,,,,
280,PT02M09.00S,2025-01-23T01:29:59.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641730,17.0335085413929,41.66666666666667,1610612751,38,46,2025-01-23T01:31:34Z,2790000,False,42.0,108.0,1,left,MISS N. Clowney 11' driving floating Shot,[1641730],1610612751.0,BKN,driving floating,,,Clowney,N. Clowney,,,,,In The Paint (Non-RA),8-16 Center,11.54,Missed,,,,,,,,,,,,,,,,,,
281,PT02M08.00S,2025-01-23T01:30:00.5Z,2,REGULAR,rebound,defensive,[],201142,,,1610612756,38,46,2025-01-23T01:31:34Z,2800000,False,,,0,,K. Durant REBOUND (Off:1 Def:4),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,,,280.0,,5.0,4.0,1.0,,,,,,,,,,,,,
282,PT01M46.00S,2025-01-23T01:30:21.1Z,2,REGULAR,3pt,Jump Shot,[],1628960,91.93495400788436,94.6078431372549,1610612756,38,49,2025-01-23T01:30:25Z,2810000,False,223.0,23.0,1,right,G. Allen 3PT  (8 PTS) (K. Durant 2 AST),"[1628960, 201142]",1610612756.0,PHX,,,,Allen,G. Allen,,,,,Right Corner 3,24+ Right,22.42,Made,,,,,,8.0,K. Durant,201142.0,2.0,,,,,,,,,
284,PT01M36.00S,2025-01-23T01:30:33.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641736,12.483574244415237,58.739276960784316,1610612751,38,49,2025-01-23T01:36:43Z,2830000,False,-44.0,65.0,1,left,MISS R. Beekman 7' driving Layup,[1641736],1610612751.0,BKN,driving,,,Beekman,R. Beekman,,,,,In The Paint (Non-RA),0-8 Center,7.82,Missed,,,,,,,,,,,,,,,,,,
285,PT01M34.00S,2025-01-23T01:30:35.8Z,2,REGULAR,rebound,defensive,[],1626220,,,1610612756,38,49,2025-01-23T01:36:43Z,2840000,False,,,0,,R. O'Neale REBOUND (Off:0 Def:2),[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,In The Paint (Non-RA),0-8 Center,,,284.0,,2.0,2.0,0.0,,,,,,,,,,,,,
286,PT01M24.00S,2025-01-23T01:30:44.7Z,2,REGULAR,3pt,Jump Shot,[],1626145,70.72314388961892,77.69990808823529,1610612756,38,49,2025-01-23T01:32:59Z,2850000,False,138.0,223.0,1,right,MISS T. Jones 26' 3PT,[1626145],1610612756.0,PHX,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Right Center,26.23,Missed,,,,,,,,,,,,,,,,,,
287,PT01M21.00S,2025-01-23T01:30:47.7Z,2,REGULAR,rebound,defensive,[],1629651,,,1610612751,38,49,2025-01-23T01:32:59Z,2860000,False,,,0,,N. Claxton REBOUND (Off:2 Def:7),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Right Center,,,286.0,,9.0,7.0,2.0,,,,,,,,,,,,,
288,PT01M10.00S,2025-01-23T01:30:58.1Z,2,REGULAR,3pt,Jump Shot,[],1641787,7.88436268068331,4.8789828431372655,1610612751,38,49,2025-01-23T01:33:27Z,2870000,False,226.0,22.0,1,left,MISS T. Evbuomwan 3PT,[1641787],1610612751.0,BKN,,,,Evbuomwan,T. Evbuomwan,,,,,Right Corner 3,24+ Right,22.66,Missed,,,,,,,,,,,,,,,,,,
289,PT01M08.00S,2025-01-23T01:31:00.1Z,2,REGULAR,rebound,offensive,[],1629651,,,1610612751,38,49,2025-01-23T01:33:27Z,2880000,False,,,0,,N. Claxton REBOUND (Off:3 Def:7),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Right Corner 3,24+ Right,,,288.0,,10.0,7.0,3.0,,,,,,,,,,,,,
290,PT01M05.00S,2025-01-23T01:31:03.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630553,26.806833114323254,82.8201593137255,1610612751,41,49,2025-01-23T01:33:40Z,2890000,False,-164.0,199.0,1,left,K. Johnson 25' 3PT  (7 PTS) (N. Claxton 1 AST),"[1630553, 1629651]",1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Left Center,25.83,Made,,,,,,7.0,N. Claxton,1629651.0,1.0,,,,,,,,,
292,PT00M49.90S,2025-01-23T01:31:18.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201142,91.32720105124835,49.934895833333336,1610612756,41,51,2025-01-23T01:34:11Z,2910000,False,0.0,29.0,1,right,K. Durant cutting Layup (16 PTS) (M. Plumlee 1 AST),"[201142, 203486]",1610612756.0,PHX,cutting,,,Durant,K. Durant,,,,,Restricted Area,0-8 Center,2.9,Made,,,,,,16.0,M. Plumlee,203486.0,1.0,,,,,,,,,
294,PT00M36.60S,2025-01-23T01:31:36.1Z,2,REGULAR,violation,kicked ball,[],203486,,,1610612751,41,51,2025-01-23T01:31:43Z,2930000,False,,,0,,M. Plumlee kicked ball VIOLATION,[203486],1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,,,,,,1627964.0,,,,,,,,,,,,,,,,
295,PT00M36.60S,2025-01-23T01:31:42.8Z,2,REGULAR,substitution,out,[],1641736,,,1610612751,41,51,2025-01-23T01:31:48Z,2940000,False,,,0,,SUB out: R. Beekman,[1641736],1610612751.0,BKN,,,,Beekman,R. Beekman,,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT00M36.60S,2025-01-23T01:31:42.8Z,2,REGULAR,substitution,in,[],1631213,,,1610612751,41,51,2025-01-23T01:31:48Z,2950000,False,,,0,,SUB in: T. Martin,[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
297,PT00M29.30S,2025-01-23T01:32:05.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626220,,,1610612751,41,51,2025-01-23T01:35:11Z,2960000,False,,,0,,R. O'Neale personal FOUL (1 PF) (Clowney 2 FT),"[1626220, 1641730]",1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Mid-Range,16-24 Center,,,,1830.0,,,,,,,,,,,,,1.0,0.0,Clowney,1641730.0
299,PT00M29.30S,2025-01-23T01:32:36.8Z,2,REGULAR,freethrow,1 of 2,[],1641730,,,1610612751,41,51,2025-01-23T01:32:36Z,2980000,False,,,0,,MISS N. Clowney Free Throw 1 of 2,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
300,PT00M29.30S,2025-01-23T01:32:36.8Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612751,41,51,2025-01-23T01:32:36Z,2990000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,299.0,,,,,,,,,,,,,,,,,
301,PT00M29.30S,2025-01-23T01:32:52.4Z,2,REGULAR,freethrow,2 of 2,[],1641730,,,1610612751,42,51,2025-01-23T01:32:52Z,3000000,False,,,0,,N. Clowney Free Throw 2 of 2 (4 PTS),[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,,,,Made,,,,,,4.0,,,,,,,,,,,,
302,PT00M06.90S,2025-01-23T01:33:18.4Z,2,REGULAR,3pt,Jump Shot,[],1626145,70.25295663600527,24.264705882352942,1610612756,42,51,2025-01-23T01:36:01Z,3010000,False,-129.0,227.0,1,right,MISS T. Jones 26' 3PT,[1626145],1610612756.0,PHX,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Left Center,26.1,Missed,,,,,,,,,,,,,,,,,,
303,PT00M05.00S,2025-01-23T01:33:20.3Z,2,REGULAR,rebound,offensive,[],1628960,,,1610612756,42,51,2025-01-23T01:48:06Z,3020000,False,,,0,,G. Allen REBOUND (Off:1 Def:1),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,Above the Break 3,24+ Left Center,,,302.0,,2.0,1.0,1.0,,,,,,,,,,,,,
304,PT00M02.00S,2025-01-23T01:33:23.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],201142,67.9862023653088,63.48039215686275,1610612756,42,54,2025-01-23T01:36:16Z,3030000,False,67.0,248.0,1,right,K. Durant 25' 3PT  (19 PTS) (G. Allen 3 AST),"[201142, 1628960]",1610612756.0,PHX,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Center,25.74,Made,,,,,,19.0,G. Allen,1628960.0,3.0,,,,,,,,,
305,PT00M00.00S,2025-01-23T01:33:30.1Z,2,REGULAR,period,end,[],0,,,1610612751,42,54,2025-01-23T01:33:30Z,3040000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT12M00.00S,2025-01-23T01:48:00.3Z,3,REGULAR,substitution,out,['startperiod'],1641787,,,1610612751,42,54,2025-01-23T01:48:40Z,3050000,False,,,0,,SUB out: T. Evbuomwan,[1641787],1610612751.0,BKN,,,,Evbuomwan,T. Evbuomwan,,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT12M00.00S,2025-01-23T01:48:00.3Z,3,REGULAR,substitution,out,['startperiod'],1626220,,,1610612751,42,54,2025-01-23T01:48:40Z,3060000,False,,,0,,SUB out: R. O'Neale,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT12M00.00S,2025-01-23T01:48:00.3Z,3,REGULAR,substitution,out,['startperiod'],1628960,,,1610612751,42,54,2025-01-23T01:48:40Z,3070000,False,,,0,,SUB out: G. Allen,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT12M00.00S,2025-01-23T01:48:00.3Z,3,REGULAR,substitution,out,['startperiod'],203486,,,1610612751,42,54,2025-01-23T01:48:40Z,3080000,False,,,0,,SUB out: M. Plumlee,[203486],1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT12M00.00S,2025-01-23T01:48:00.3Z,3,REGULAR,substitution,in,['startperiod'],1630592,,,1610612751,42,54,2025-01-23T01:48:40Z,3090000,False,,,0,,SUB in: J. Wilson,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT12M00.00S,2025-01-23T01:48:00.3Z,3,REGULAR,substitution,in,['startperiod'],1630208,,,1610612751,42,54,2025-01-23T01:48:40Z,3100000,False,,,0,,SUB in: N. Richards,[1630208],1610612756.0,PHX,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT12M00.00S,2025-01-23T01:48:00.3Z,3,REGULAR,substitution,in,['startperiod'],1642346,,,1610612751,42,54,2025-01-23T01:48:40Z,3110000,False,,,0,,SUB in: R. Dunn,[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT12M00.00S,2025-01-23T01:48:00.3Z,3,REGULAR,substitution,in,['startperiod'],1626164,,,1610612751,42,54,2025-01-23T01:48:40Z,3120000,False,,,0,,SUB in: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT12M00.00S,2025-01-23T01:48:39.5Z,3,REGULAR,period,start,[],0,,,1610612756,42,54,2025-01-23T01:48:40Z,3130000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT11M42.00S,2025-01-23T01:48:58.1Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],201142,11.038107752956634,56.22702205882353,1610612756,42,56,2025-01-23T01:49:20Z,3140000,False,-31.0,51.0,1,left,K. Durant 6' driving DUNK (21 PTS) (R. Dunn 1 AST),"[201142, 1642346]",1610612756.0,PHX,driving,,,Durant,K. Durant,,,,,In The Paint (Non-RA),0-8 Center,6.0,Made,,,,,,21.0,R. Dunn,1642346.0,1.0,,,,,,,,,
318,PT11M20.00S,2025-01-23T01:49:22.2Z,3,REGULAR,turnover,out-of-bounds,[],1629651,,,1610612751,42,56,2025-01-23T01:58:23Z,3160000,False,,,0,,N. Claxton bad pass out-of-bounds TURNOVER (1 TO),[1629651],1610612751.0,BKN,bad pass,,,Claxton,N. Claxton,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,1.0,,,,,,
319,PT11M05.00S,2025-01-23T01:49:42.1Z,3,REGULAR,foul,personal,['2freethrow'],1630553,,,1610612756,42,56,2025-01-23T01:50:21Z,3170000,False,,,0,,K. Johnson shooting personal FOUL (1 PF) (Richards 2 FT),"[1630553, 1630208]",1610612751.0,BKN,shooting,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,,1627962.0,,,,,,,,,,,,,1.0,0.0,Richards,1630208.0
321,PT11M05.00S,2025-01-23T01:50:07.4Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1630208,,,1610612756,42,57,2025-01-23T01:50:07Z,3190000,False,,,0,,N. Richards Free Throw 1 of 2 (3 PTS),[1630208],1610612756.0,PHX,,,,Richards,N. Richards,,,,,,,,Made,,,,,,3.0,,,,,,,,,,,,
322,PT11M05.00S,2025-01-23T01:50:29.0Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1630208,,,1610612756,42,58,2025-01-23T01:50:29Z,3200000,False,,,0,,N. Richards Free Throw 2 of 2 (4 PTS),[1630208],1610612756.0,PHX,,,,Richards,N. Richards,,,,,,,,Made,,,,,,4.0,,,,,,,,,,,,
323,PT10M45.00S,2025-01-23T01:50:52.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630553,90.80157687253613,43.14108455882353,1610612751,44,58,2025-01-23T01:51:36Z,3210000,False,-34.0,34.0,1,right,K. Johnson driving finger roll Layup (9 PTS) (J. Wilson 2 AST),"[1630553, 1630592]",1610612751.0,BKN,driving finger roll,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,4.83,Made,,,,,,9.0,J. Wilson,1630592.0,2.0,,,,,,,,,
324,PT10M27.00S,2025-01-23T01:51:10.1Z,3,REGULAR,3pt,Jump Shot,[],1626145,17.47700394218134,96.54564950980392,1610612756,44,58,2025-01-23T01:51:56Z,3220000,False,-233.0,112.0,1,left,MISS T. Jones 25' 3PT,[1626145],1610612756.0,PHX,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Left Center,25.82,Missed,,,,,,,,,,,,,,,,,,
325,PT10M25.00S,2025-01-23T01:51:12.1Z,3,REGULAR,rebound,defensive,[],1630553,,,1610612751,44,58,2025-01-23T01:51:56Z,3230000,False,,,0,,K. Johnson REBOUND (Off:1 Def:2),[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Left Center,,,324.0,,3.0,2.0,1.0,,,,,,,,,,,,,
327,PT10M11.00S,2025-01-23T01:51:25.6Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1629651,91.45860709592641,43.359375,1610612751,46,58,2025-01-23T01:52:21Z,3240000,False,-33.0,28.0,1,right,N. Claxton driving bank Hook (4 PTS),[1629651],1610612751.0,BKN,driving bank,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,4.33,Made,,,,,,4.0,,,,,,,,,,,,
328,PT09M56.00S,2025-01-23T01:51:40.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642346,16.95137976346912,50.83486519607843,1610612756,46,60,2025-01-23T01:53:40Z,3250000,False,-4.0,107.0,1,left,R. Dunn 10' driving floating Jump Shot (4 PTS) (T. Jones 5 AST),"[1642346, 1626145]",1610612756.0,PHX,driving floating,,,Dunn,R. Dunn,,,,,In The Paint (Non-RA),8-16 Center,10.69,Made,,,,,,4.0,T. Jones,1626145.0,5.0,,,,,,,,,
330,PT09M31.00S,2025-01-23T01:52:05.7Z,3,REGULAR,3pt,Jump Shot,[],1641730,78.2420335085414,8.555453431372555,1610612751,46,60,2025-01-23T01:54:00Z,3270000,False,-207.0,152.0,1,right,MISS N. Clowney 25' 3PT,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Above the Break 3,24+ Left Center,25.7,Missed,,,,,,,,,,,,,,,,,,
