actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
16,PT11M02.00S,2024-11-05T01:02:21.6Z,1,REGULAR,rebound,defensive,[],1629630,,,1610612763,0,0,2024-11-05T01:02:23Z,160000,False,,,0,,J. Morant REBOUND (Off:0 Def:1),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,Above the Break 3,24+ Right Center,,,,,,15.0,1.0,1.0,0.0,,,,,,,,,,,
17,PT10M55.00S,2024-11-05T01:02:28.2Z,1,REGULAR,3pt,Jump Shot,[],1629630,66.96780551905388,46.32352941176471,1610612763,0,3,2024-11-05T01:02:32Z,170000,False,-18.0,258.0,1,right,J. Morant 25' 3PT  (3 PTS) (J. Wells 1 AST),"[1629630, 1642377]",1610612763.0,MEM,,,,Morant,J. Morant,,,,,Above the Break 3,24+ Center,,,,25.87,Made,,,,,,,,,,3.0,J. Wells,1642377.0,1.0,,
19,PT10M29.00S,2024-11-05T01:02:55.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630560,5.863994743758213,46.81372549019608,1610612751,2,3,2024-11-05T01:03:03Z,190000,False,16.0,3.0,1,left,C. Thomas driving Layup (2 PTS) (N. Claxton 1 AST),"[1630560, 1629651]",1610612751.0,BKN,driving,,,Thomas,C. Thomas,,,,,Restricted Area,0-8 Center,,,,1.61,Made,,,,,,,,,,2.0,N. Claxton,1629651.0,1.0,,
21,PT10M29.00S,2024-11-05T01:02:58.8Z,1,REGULAR,foul,personal,['1freethrow'],1641744,,,1610612751,2,3,2024-11-05T01:03:10Z,210000,False,,,0,,Z. Edey shooting personal FOUL (1 PF) (Thomas 1 FT),"[1641744, 1630560]",1610612763.0,MEM,shooting,,,Edey,Z. Edey,,,,,Restricted Area,0-8 Center,,,,,,,,,,1627962.0,1.0,0.0,Thomas,1630560.0,,,,,,
23,PT10M29.00S,2024-11-05T01:03:32.4Z,1,REGULAR,freethrow,1 of 1,[],1630560,,,1610612751,3,3,2024-11-05T01:03:32Z,230000,False,,,0,,C. Thomas Free Throw 1 of 1 (3 PTS),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,Made,,,,,,,,,,3.0,,,,,
24,PT10M12.00S,2024-11-05T01:03:50.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1642377,84.97043363994744,49.26470588235294,1610612763,3,5,2024-11-05T01:04:00Z,240000,False,-4.0,89.0,1,right,J. Wells 8' driving Hook (2 PTS) (S. Aldama 1 AST),"[1642377, 1630583]",1610612763.0,MEM,driving,,,Wells,J. Wells,,,,,In The Paint (Non-RA),8-16 Center,,,,8.89,Made,,,,,,,,,,2.0,S. Aldama,1630583.0,1.0,,
26,PT09M55.00S,2024-11-05T01:04:07.8Z,1,REGULAR,3pt,Jump Shot,[],1627827,13.485545335085414,4.411764705882353,1610612751,3,5,2024-11-05T01:04:13Z,260000,False,228.0,74.0,1,left,MISS D. Finney-Smith 3PT,[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Right Corner 3,24+ Right,,,,23.97,Missed,,,,,,,,,,,,,,,
27,PT09M52.00S,2024-11-05T01:04:10.8Z,1,REGULAR,rebound,defensive,[],1641744,,,1610612763,3,5,2024-11-05T01:04:13Z,270000,False,,,0,,Z. Edey REBOUND (Off:0 Def:2),[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,Right Corner 3,24+ Right,,,,,,26.0,2.0,2.0,0.0,,,,,,,,,,,
28,PT09M46.00S,2024-11-05T01:04:17.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630583,92.72339027595268,49.26470588235294,1610612763,3,7,2024-11-05T01:04:22Z,280000,False,-4.0,16.0,1,right,S. Aldama driving finger roll Layup (2 PTS) (J. Morant 1 AST),"[1630583, 1629630]",1610612763.0,MEM,driving finger roll,,,Aldama,S. Aldama,,,,,Restricted Area,0-8 Center,,,,1.63,Made,,,,,,,,,,2.0,J. Morant,1629630.0,1.0,,
30,PT09M29.00S,2024-11-05T01:04:33.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630560,7.703679369250986,60.78431372549019,1610612751,3,7,2024-11-05T01:04:41Z,300000,False,-54.0,20.0,1,left,MISS C. Thomas driving floating Shot,[1630560],1610612751.0,BKN,driving floating,,,Thomas,C. Thomas,,,,,In The Paint (Non-RA),0-8 Center,,,,5.75,Missed,,,,,,,,,,,,,,,
31,PT09M25.00S,2024-11-05T01:04:37.9Z,1,REGULAR,rebound,offensive,[],1629651,,,1610612751,3,7,2024-11-05T01:04:41Z,310000,False,,,0,,N. Claxton REBOUND (Off:1 Def:0),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,30.0,1.0,0.0,1.0,,,,,,,,,,,
32,PT09M24.00S,2024-11-05T01:04:39.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629661,26.363337713534822,18.38235294117647,1610612751,6,7,2024-11-05T01:04:43Z,320000,False,158.0,195.0,1,left,C. Johnson 25' 3PT  (3 PTS) (N. Claxton 2 AST),"[1629661, 1629651]",1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Right Center,,,,25.13,Made,,,,,,,,,,3.0,N. Claxton,1629651.0,2.0,,
34,PT09M14.00S,2024-11-05T01:04:48.7Z,1,REGULAR,3pt,Jump Shot,[],1630583,94.82588699080158,4.166666666666666,1610612763,6,7,2024-11-05T01:04:54Z,340000,False,-229.0,-4.0,1,right,MISS S. Aldama 3PT,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Left Corner 3,24+ Left,,,,22.92,Missed,,,,,,,,,,,,,,,
35,PT09M09.00S,2024-11-05T01:04:53.7Z,1,REGULAR,rebound,defensive,[],1630560,,,1610612751,6,7,2024-11-05T01:04:54Z,350000,False,,,0,,C. Thomas REBOUND (Off:0 Def:1),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,Left Corner 3,24+ Left,,,,,,34.0,1.0,1.0,0.0,,,,,,,,,,,
36,PT09M05.00S,2024-11-05T01:04:57.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627827,8.09789750328515,4.166666666666666,1610612751,6,7,2024-11-05T01:05:04Z,360000,False,229.0,24.0,1,left,MISS D. Finney-Smith running 3PT,[1627827],1610612751.0,BKN,running,,,Finney-Smith,D. Finney-Smith,,,,,Right Corner 3,24+ Right,,,,23.04,Missed,,,,,,,,,,,,,,,
37,PT09M02.00S,2024-11-05T01:05:00.4Z,1,REGULAR,rebound,defensive,[],1642377,,,1610612763,6,7,2024-11-05T01:05:04Z,370000,False,,,0,,J. Wells REBOUND (Off:0 Def:1),[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,Right Corner 3,24+ Right,,,,,,36.0,1.0,1.0,0.0,,,,,,,,,,,
38,PT08M53.00S,2024-11-05T01:05:10.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641744,93.38042049934296,48.529411764705884,1610612763,6,9,2024-11-05T01:05:19Z,380000,False,-7.0,10.0,1,right,Z. Edey alley-oop DUNK (2 PTS) (J. Morant 2 AST),"[1641744, 1629630]",1610612763.0,MEM,alley-oop,,,Edey,Z. Edey,,,,,Restricted Area,0-8 Center,,,,1.22,Made,,,,,,,,,,2.0,J. Morant,1629630.0,2.0,,
40,PT08M29.00S,2024-11-05T01:05:33.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629651,7.30946123521682,53.92156862745098,1610612751,6,9,2024-11-05T01:05:38Z,400000,False,-20.0,16.0,1,left,MISS N. Claxton driving Layup,[1629651],1610612751.0,BKN,driving,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,2.54,Missed,,,,,,,,,,,,,,,
41,PT08M27.00S,2024-11-05T01:05:35.6Z,1,REGULAR,rebound,offensive,[],1627827,,,1610612751,6,9,2024-11-05T01:05:35Z,410000,False,,,0,,D. Finney-Smith REBOUND (Off:1 Def:0),[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Restricted Area,0-8 Center,,,,,,40.0,1.0,0.0,1.0,,,,,,,,,,,
42,PT08M18.00S,2024-11-05T01:05:44.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630560,7.966491458607096,45.83333333333333,1610612751,6,9,2024-11-05T01:05:50Z,420000,False,21.0,22.0,1,left,MISS C. Thomas driving Layup - blocked,"[1630560, 1641744]",1610612751.0,BKN,driving,,,Thomas,C. Thomas,,,,,Restricted Area,0-8 Center,,,,3.06,Missed,,,,,,,,,,,,,,Edey,1641744.0
43,PT08M18.00S,2024-11-05T01:05:44.7Z,1,REGULAR,block,,[],1641744,,,1610612751,6,9,2024-11-05T01:05:47Z,430000,False,,,0,,Z. Edey BLOCK (1 BLK),[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
44,PT08M17.00S,2024-11-05T01:05:45.7Z,1,REGULAR,rebound,defensive,[],1629630,,,1610612763,6,9,2024-11-05T01:05:50Z,440000,False,,,0,,J. Morant REBOUND (Off:0 Def:2),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,,,,,,42.0,2.0,2.0,0.0,,,,,,,,,,,
45,PT08M17.00S,2024-11-05T01:05:54.3Z,1,REGULAR,foul,personal,[],1627827,,,1610612763,6,9,2024-11-05T01:06:22Z,450000,False,,,0,,D. Finney-Smith personal FOUL (1 PF),"[1627827, 1629630]",1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Above the Break 3,24+ Center,,,,,,,,,,1628172.0,1.0,0.0,Morant,1629630.0,,,,,,
47,PT08M09.00S,2024-11-05T01:06:17.4Z,1,REGULAR,foul,personal,[],1627827,,,1610612763,6,9,2024-11-05T01:06:26Z,470000,False,,,0,,D. Finney-Smith personal FOUL (2 PF),"[1627827, 1628991]",1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,1627962.0,2.0,0.0,Jackson Jr.,1628991.0,,,,,,
49,PT08M09.00S,2024-11-05T01:06:32.2Z,1,REGULAR,substitution,out,[],1627827,,,1610612763,6,9,2024-11-05T01:06:44Z,490000,False,,,0,,SUB out: D. Finney-Smith,[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PT08M09.00S,2024-11-05T01:06:32.2Z,1,REGULAR,substitution,in,[],1630592,,,1610612763,6,9,2024-11-05T01:06:44Z,500000,False,,,0,,SUB in: J. Wilson,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT08M02.00S,2024-11-05T01:06:59.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641744,92.85479632063075,50.98039215686274,1610612763,6,11,2024-11-05T01:07:08Z,510000,False,5.0,15.0,1,right,Z. Edey driving DUNK (4 PTS) (J. Wells 2 AST),"[1641744, 1642377]",1610612763.0,MEM,driving,,,Edey,Z. Edey,,,,,Restricted Area,0-8 Center,,,,1.55,Made,,,,,,,,,,4.0,J. Wells,1642377.0,2.0,,
53,PT07M50.00S,2024-11-05T01:07:14.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203471,8.754927726675426,39.21568627450981,1610612751,8,11,2024-11-05T01:07:21Z,530000,False,54.0,30.0,1,left,D. Schröder 6' driving floating Jump Shot (2 PTS),[203471],1610612751.0,BKN,driving floating,,,Schröder,D. Schröder,,,,,In The Paint (Non-RA),0-8 Center,,,,6.16,Made,,,,,,,,,,2.0,,,,,
54,PT07M50.00S,2024-11-05T01:07:17.4Z,1,REGULAR,foul,personal,['1freethrow'],1642377,,,1610612751,8,11,2024-11-05T01:07:36Z,540000,False,,,0,,J. Wells shooting personal FOUL (1 PF) (Schröder 1 FT),"[1642377, 203471]",1610612763.0,MEM,shooting,,,Wells,J. Wells,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1628172.0,1.0,0.0,Schröder,203471.0,,,,,,
56,PT07M50.00S,2024-11-05T01:07:23.2Z,1,REGULAR,substitution,out,[],1642377,,,1610612751,8,11,2024-11-05T01:08:13Z,560000,False,,,0,,SUB out: J. Wells,[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M50.00S,2024-11-05T01:07:23.2Z,1,REGULAR,substitution,out,[],1628991,,,1610612751,8,11,2024-11-05T01:08:13Z,570000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT07M50.00S,2024-11-05T01:07:23.2Z,1,REGULAR,substitution,in,[],1630590,,,1610612751,8,11,2024-11-05T01:08:13Z,580000,False,,,0,,SUB in: S. Pippen Jr.,[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT07M50.00S,2024-11-05T01:07:23.2Z,1,REGULAR,substitution,in,[],1631222,,,1610612751,8,11,2024-11-05T01:08:13Z,590000,False,,,0,,SUB in: J. LaRavia,[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT07M50.00S,2024-11-05T01:07:52.4Z,1,REGULAR,freethrow,1 of 1,[],203471,,,1610612751,9,11,2024-11-05T01:07:52Z,600000,False,,,0,,D. Schröder Free Throw 1 of 1 (3 PTS),[203471],1610612751.0,BKN,,,,Schröder,D. Schröder,,,,,,,,,,,Made,,,,,,,,,,3.0,,,,,
61,PT07M36.00S,2024-11-05T01:08:08.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,85.10183968462549,47.05882352941176,1610612763,9,11,2024-11-05T01:08:24Z,610000,False,-15.0,88.0,1,right,MISS J. Morant 8' driving floating Shot,[1629630],1610612763.0,MEM,driving floating,,,Morant,J. Morant,,,,,In The Paint (Non-RA),8-16 Center,,,,8.87,Missed,,,,,,,,,,,,,,,
62,PT07M31.00S,2024-11-05T01:08:13.6Z,1,REGULAR,rebound,offensive,[],1641744,,,1610612763,9,11,2024-11-05T01:08:24Z,620000,False,,,0,,Z. Edey REBOUND (Off:1 Def:2),[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,In The Paint (Non-RA),8-16 Center,,,,,,61.0,3.0,2.0,1.0,,,,,,,,,,,
338,PT07M31.00S,2024-11-05T01:08:23.0Z,1,REGULAR,turnover,lost ball,[],1641744,,,1610612763,9,11,2024-11-05T02:09:05Z,625000,False,,,0,,Z. Edey lost ball TURNOVER (1 TO),"[1641744, 1629651]",1610612763.0,MEM,,,,Edey,Z. Edey,,,,,Restricted Area,0-8 Center,1.0,Claxton,1629651.0,,,,,,,,,,,,,,,,,
339,PT07M31.00S,2024-11-05T01:08:23.0Z,1,REGULAR,steal,,[],1629651,,,1610612751,9,11,2024-11-05T02:08:46Z,627500,False,,,0,,N. Claxton STEAL (1 STL),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
63,PT07M31.00S,2024-11-05T01:08:37.5Z,1,REGULAR,jumpball,recovered,[],1629661,,,1610612751,9,11,2024-11-05T02:08:46Z,630000,False,,,0,,Jump Ball N. Claxton vs. Z. Edey: Tip to C. Johnson,"[1629661, 1629651, 1641744]",1610612751.0,BKN,heldball,C. Johnson,1629661.0,Johnson,C. Johnson,Claxton,1629651.0,Edey,1641744.0,,,,,,,,,,,,,,,,,,,,,,
68,PT07M18.00S,2024-11-05T01:08:47.1Z,1,REGULAR,turnover,bad pass,[],203471,,,1610612751,9,11,2024-11-05T01:08:52Z,680000,False,,,0,,D. Schröder bad pass TURNOVER (1 TO),"[203471, 1631222]",1610612751.0,BKN,,,,Schröder,D. Schröder,,,,,In The Paint (Non-RA),8-16 Right,1.0,LaRavia,1631222.0,,,,,,,,,,,,,,,,,
69,PT07M18.00S,2024-11-05T01:08:47.1Z,1,REGULAR,steal,,[],1631222,,,1610612763,9,11,2024-11-05T01:08:49Z,690000,False,,,0,,J. LaRavia STEAL (1 STL),[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
70,PT07M09.00S,2024-11-05T01:08:59.3Z,1,REGULAR,foul,personal,['2freethrow'],1630592,,,1610612763,9,11,2024-11-05T01:09:10Z,700000,False,,,0,,J. Wilson shooting personal FOUL (1 PF) (Edey 2 FT),"[1630592, 1641744]",1610612751.0,BKN,shooting,,,Wilson,J. Wilson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1628172.0,1.0,0.0,Edey,1641744.0,,,,,,
72,PT07M09.00S,2024-11-05T01:09:27.4Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1641744,,,1610612763,9,11,2024-11-05T01:09:52Z,720000,False,,,0,,MISS Z. Edey Free Throw 1 of 2,[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
73,PT07M09.00S,2024-11-05T01:09:27.4Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612763,9,11,2024-11-05T01:09:52Z,730000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,72.0,,,,,,,,,,,,,,
74,PT07M09.00S,2024-11-05T01:09:28.2Z,1,REGULAR,substitution,out,[],203471,,,1610612763,9,11,2024-11-05T01:09:34Z,740000,False,,,0,,SUB out: D. Schröder,[203471],1610612751.0,BKN,,,,Schröder,D. Schröder,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT07M09.00S,2024-11-05T01:09:28.2Z,1,REGULAR,substitution,in,[],1630553,,,1610612763,9,11,2024-11-05T01:09:34Z,750000,False,,,0,,SUB in: K. Johnson,[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT07M09.00S,2024-11-05T01:09:27.4Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1641744,,,1610612763,9,11,2024-11-05T01:09:52Z,760000,False,,,0,,MISS Z. Edey Free Throw 2 of 2,[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
77,PT07M06.00S,2024-11-05T01:09:30.4Z,1,REGULAR,rebound,defensive,[],1629651,,,1610612751,9,11,2024-11-05T01:09:52Z,770000,False,,,0,,N. Claxton REBOUND (Off:1 Def:1),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,76.0,2.0,1.0,1.0,,,,,,,,,,,
78,PT06M46.00S,2024-11-05T01:10:09.5Z,1,REGULAR,3pt,Jump Shot,[],1630592,30.305519053876477,69.11764705882352,1610612751,9,11,2024-11-05T01:10:14Z,780000,False,-96.0,232.0,1,left,MISS J. Wilson 25' 3PT,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Above the Break 3,24+ Left Center,,,,25.13,Missed,,,,,,,,,,,,,,,
79,PT06M43.00S,2024-11-05T01:10:12.5Z,1,REGULAR,rebound,defensive,[],1631222,,,1610612763,9,11,2024-11-05T01:10:14Z,790000,False,,,0,,J. LaRavia REBOUND (Off:0 Def:1),[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,Above the Break 3,24+ Left Center,,,,,,78.0,1.0,1.0,0.0,,,,,,,,,,,
80,PT06M38.00S,2024-11-05T01:10:18.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629630,92.85479632063075,45.83333333333333,1610612763,9,13,2024-11-05T01:10:27Z,800000,False,-21.0,15.0,1,right,J. Morant running reverse Layup (5 PTS),[1629630],1610612763.0,MEM,running reverse,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,,,,2.55,Made,,,,,,,,,,5.0,,,,,
81,PT06M15.00S,2024-11-05T01:10:40.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630553,6.1268068331143235,51.225490196078425,1610612751,9,13,2024-11-05T01:10:45Z,810000,False,-6.0,5.0,1,left,MISS K. Johnson driving Layup - blocked,"[1630553, 1641744]",1610612751.0,BKN,driving,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,,0.8,Missed,,,,,,,,,,,,,,Edey,1641744.0
82,PT06M15.00S,2024-11-05T01:10:40.1Z,1,REGULAR,block,,[],1641744,,,1610612751,9,13,2024-11-05T01:10:42Z,820000,False,,,0,,Z. Edey BLOCK (2 BLK),[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
83,PT06M11.00S,2024-11-05T01:10:44.1Z,1,REGULAR,rebound,offensive,[],1629651,,,1610612751,9,13,2024-11-05T01:10:45Z,830000,False,,,0,,N. Claxton REBOUND (Off:2 Def:1),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,,,81.0,3.0,1.0,2.0,,,,,,,,,,,
84,PT06M10.00S,2024-11-05T01:10:47.1Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1629651,4.812746386333772,71.32352941176471,1610612751,11,13,2024-11-05T01:10:59Z,840000,False,-107.0,-7.0,1,left,N. Claxton 10' Jump Shot (2 PTS),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Mid-Range,8-16 Left,,,,10.68,Made,,,,,,,,,,2.0,,,,,
85,PT05M50.00S,2024-11-05T01:11:05.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1641744,83.78777923784494,45.588235294117645,1610612763,11,15,2024-11-05T01:11:10Z,850000,False,-22.0,100.0,1,right,Z. Edey 10' turnaround Hook (6 PTS),[1641744],1610612763.0,MEM,turnaround,,,Edey,Z. Edey,,,,,In The Paint (Non-RA),8-16 Center,,,,10.23,Made,,,,,,,,,,6.0,,,,,
86,PT05M49.00S,2024-11-05T01:11:12.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,11,15,2024-11-05T01:11:12Z,860000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
