actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotDistance,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
448,PT06M25.00S,2025-03-16T23:42:09.7Z,3,REGULAR,substitution,in,[],1630570,,,1610612751,70,77,2025-03-16T23:45:12Z,4360000,False,,,0,,SUB in: T. Watford,[1630570],1610612751.0,BKN,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT06M25.00S,2025-03-16T23:42:09.7Z,3,REGULAR,substitution,in,[],1630249,,,1610612751,70,77,2025-03-16T23:45:12Z,4370000,False,,,0,,SUB in: V. Krejčí,[1630249],1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,,,,,,,,,,,,,,,,,,,,,,
450,PT06M25.00S,2025-03-16T23:42:09.7Z,3,REGULAR,substitution,in,[],1627777,,,1610612751,70,77,2025-03-16T23:45:12Z,4380000,False,,,0,,SUB in: G. Niang,[1627777],1610612737.0,ATL,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
451,PT06M22.00S,2025-03-16T23:45:26.9Z,3,REGULAR,foul,personal,[],1630249,,,1610612751,70,77,2025-03-16T23:45:35Z,4390000,False,,,0,,V. Krejčí personal FOUL (3 PF),"[1630249, 1630570]",1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,Mid-Range,8-16 Left,,,,204058.0,3.0,0.0,Watford,1630570.0,,,,,,,,,,,,
453,PT06M08.00S,2025-03-16T23:45:58.5Z,3,REGULAR,2pt,Jump Shot,[],1629661,5.995400788436268,81.12745098039215,1610612751,70,77,2025-03-16T23:46:04Z,4410000,False,-156.0,4.0,1,left,MISS C. Johnson 15' turnaround Shot,[1629661],1610612751.0,BKN,turnaround,,,Johnson,C. Johnson,,,,,Mid-Range,8-16 Left,,,,,,,,,Missed,,,,,15.56,,,,,,
454,PT06M04.00S,2025-03-16T23:46:02.5Z,3,REGULAR,rebound,defensive,[],1630700,,,1610612737,70,77,2025-03-16T23:46:04Z,4420000,False,,,0,,D. Daniels REBOUND (Off:1 Def:2),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Mid-Range,8-16 Left,,,,,,,,,,453.0,3.0,2.0,1.0,,,,,,,
455,PT05M42.00S,2025-03-16T23:46:24.7Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1642258,90.62089356110381,43.872549019607845,1610612737,70,79,2025-03-16T23:46:31Z,4430000,False,-31.0,36.0,1,right,Z. Risacher turnaround Hook (16 PTS),[1642258],1610612737.0,ATL,turnaround,,,Risacher,Z. Risacher,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,Made,,,,,4.7,16.0,,,,,
456,PT05M29.00S,2025-03-16T23:46:36.6Z,3,REGULAR,3pt,Jump Shot,[],1631213,29.38567674113009,79.65686274509804,1610612751,73,79,2025-03-16T23:46:43Z,4440000,False,-148.0,224.0,1,left,T. Martin 26' 3PT step back (14 PTS) (T. Watford 2 AST),"[1631213, 1630570]",1610612751.0,BKN,step back,,,Martin,T. Martin,,,,,Above the Break 3,24+ Left Center,,,,,,,,,Made,,,,,26.84,14.0,T. Watford,1630570.0,2.0,,
458,PT05M17.00S,2025-03-16T23:46:48.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630168,86.15308804204993,50.49019607843137,1610612737,73,81,2025-03-16T23:46:52Z,4460000,False,2.0,78.0,1,right,O. Okongwu 7' floating Jump Shot (14 PTS) (D. Daniels 7 AST),"[1630168, 1630700]",1610612737.0,ATL,floating,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,Made,,,,,7.77,14.0,D. Daniels,1630700.0,7.0,,
460,PT05M01.00S,2025-03-16T23:47:05.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629651,7.178055190538765,57.107843137254896,1610612751,75,81,2025-03-16T23:47:09Z,4480000,False,-36.0,15.0,1,left,N. Claxton driving Layup (4 PTS) (T. Watford 3 AST),"[1629651, 1630570]",1610612751.0,BKN,driving,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,,,,,,Made,,,,,3.85,4.0,T. Watford,1630570.0,3.0,,
461,PT04M53.00S,2025-03-16T23:47:13.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630700,93.11760840998686,46.32352941176471,1610612737,75,83,2025-03-16T23:47:16Z,4490000,False,-18.0,12.0,1,right,D. Daniels driving finger roll Layup (12 PTS),[1630700],1610612737.0,ATL,driving finger roll,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,,,,,,,,,Made,,,,,2.21,12.0,,,,,
462,PT04M44.00S,2025-03-16T23:47:24.2Z,3,REGULAR,foul,personal,['2freethrow'],1627777,,,1610612751,75,83,2025-03-16T23:47:38Z,4500000,False,,,0,,G. Niang shooting personal FOUL (3 PF) (Johnson 2 FT),"[1627777, 1629661]",1610612737.0,ATL,shooting,,,Niang,G. Niang,,,,,In The Paint (Non-RA),0-8 Center,,,,1627962.0,3.0,0.0,Johnson,1629661.0,,,,,,,,,,,,
464,PT04M44.00S,2025-03-16T23:48:04.8Z,3,REGULAR,freethrow,1 of 2,[],1629661,,,1610612751,76,83,2025-03-16T23:48:04Z,4520000,False,,,0,,C. Johnson Free Throw 1 of 2 (16 PTS),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,Made,,,,,,16.0,,,,,
465,PT04M44.00S,2025-03-16T23:48:05.5Z,3,REGULAR,substitution,out,[],1630592,,,1610612751,76,83,2025-03-16T23:48:20Z,4530000,False,,,0,,SUB out: J. Wilson,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,
466,PT04M44.00S,2025-03-16T23:48:05.5Z,3,REGULAR,substitution,out,[],1629651,,,1610612751,76,83,2025-03-16T23:48:20Z,4540000,False,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
467,PT04M44.00S,2025-03-16T23:48:05.5Z,3,REGULAR,substitution,out,[],1642258,,,1610612751,76,83,2025-03-16T23:48:20Z,4550000,False,,,0,,SUB out: Z. Risacher,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,,,,,,,,,
468,PT04M44.00S,2025-03-16T23:48:05.5Z,3,REGULAR,substitution,out,[],1630168,,,1610612751,76,83,2025-03-16T23:48:20Z,4560000,False,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
469,PT04M44.00S,2025-03-16T23:48:05.5Z,3,REGULAR,substitution,in,[],1630549,,,1610612751,76,83,2025-03-16T23:48:20Z,4570000,False,,,0,,SUB in: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT04M44.00S,2025-03-16T23:48:05.5Z,3,REGULAR,substitution,in,[],1641721,,,1610612751,76,83,2025-03-16T23:48:20Z,4580000,False,,,0,,SUB in: M. Lewis,[1641721],1610612751.0,BKN,,,,Lewis,M. Lewis,,,,,,,,,,,,,,,,,,,,,,,,,,
471,PT04M44.00S,2025-03-16T23:48:05.5Z,3,REGULAR,substitution,in,[],1631230,,,1610612751,76,83,2025-03-16T23:48:20Z,4590000,False,,,0,,SUB in: D. Barlow,[1631230],1610612737.0,ATL,,,,Barlow,D. Barlow,,,,,,,,,,,,,,,,,,,,,,,,,,
472,PT04M44.00S,2025-03-16T23:48:05.5Z,3,REGULAR,substitution,in,[],1629611,,,1610612751,76,83,2025-03-16T23:48:20Z,4600000,False,,,0,,SUB in: T. Mann,[1629611],1610612737.0,ATL,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
473,PT04M44.00S,2025-03-16T23:48:27.8Z,3,REGULAR,freethrow,2 of 2,[],1629661,,,1610612751,77,83,2025-03-16T23:48:27Z,4610000,False,,,0,,C. Johnson Free Throw 2 of 2 (17 PTS),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,Made,,,,,,17.0,,,,,
474,PT04M28.00S,2025-03-16T23:48:44.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630700,91.93495400788436,58.57843137254902,1610612737,77,83,2025-03-16T23:48:49Z,4620000,False,43.0,23.0,1,right,MISS D. Daniels driving Layup,[1630700],1610612737.0,ATL,driving,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,Missed,,,,,4.88,,,,,,
475,PT04M26.00S,2025-03-16T23:48:46.4Z,3,REGULAR,rebound,defensive,[],1630549,,,1610612751,77,83,2025-03-16T23:48:49Z,4630000,False,,,0,,D. Sharpe REBOUND (Off:0 Def:3),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,474.0,3.0,3.0,0.0,,,,,,,
476,PT04M21.00S,2025-03-16T23:48:52.6Z,3,REGULAR,turnover,bad pass,[],1630570,,,1610612751,77,83,2025-03-16T23:49:07Z,4640000,False,,,0,,T. Watford bad pass TURNOVER (4 TO),"[1630570, 1627777]",1610612751.0,BKN,,,,Watford,T. Watford,,,,,In The Paint (Non-RA),0-8 Center,4.0,Niang,1627777.0,,,,,,,,,,,,,,,,,
477,PT04M21.00S,2025-03-16T23:48:52.6Z,3,REGULAR,steal,,[],1627777,,,1610612737,77,83,2025-03-16T23:48:56Z,4650000,False,,,0,,G. Niang STEAL (1 STL),[1627777],1610612737.0,ATL,,,,Niang,G. Niang,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
478,PT04M21.00S,2025-03-16T23:48:57.1Z,3,REGULAR,foul,technical,['1freethrow'],1630700,,,1610612737,77,83,2025-03-16T23:49:20Z,4660000,False,,,0,,D. Daniels technical FOUL (1 Tech),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),8-16 Center,,,,1627962.0,0.0,1.0,,,,,,,,,,,,,,
479,PT04M21.00S,2025-03-16T23:49:28.6Z,3,REGULAR,freethrow,1 of 1,[],1629661,,,1610612737,78,83,2025-03-16T23:49:28Z,4670000,False,,,0,,C. Johnson technical Free Throw 1 of 1 (18 PTS),[1629661],1610612751.0,BKN,technical,,,Johnson,C. Johnson,,,,,,,,,,,,,,,Made,,,,,,18.0,,,,,
480,PT04M21.00S,2025-03-16T23:49:33.7Z,3,REGULAR,violation,delay-of-game,['team'],0,,,1610612737,78,83,2025-03-16T23:49:46Z,4680000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612737.0,ATL,,,,,,,,,,,,,,,1627962.0,,,,,,,,,,,,,,,,
481,PT04M21.00S,2025-03-16T23:49:39.6Z,3,REGULAR,substitution,out,[],1629661,,,1610612737,78,83,2025-03-16T23:49:41Z,4690000,False,,,0,,SUB out: C. Johnson,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
482,PT04M21.00S,2025-03-16T23:49:39.6Z,3,REGULAR,substitution,in,[],1641736,,,1610612737,78,83,2025-03-16T23:49:41Z,4700000,False,,,0,,SUB in: R. Beekman,[1641736],1610612751.0,BKN,,,,Beekman,R. Beekman,,,,,,,,,,,,,,,,,,,,,,,,,,
495,PT04M21.00S,2025-03-16T23:49:39.6Z,3,REGULAR,substitution,out,[],1631213,,,1610612737,78,83,2025-03-16T23:51:34Z,4705000,False,,,0,,SUB out: T. Martin,[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
496,PT04M21.00S,2025-03-16T23:49:39.6Z,3,REGULAR,substitution,in,[],1630553,,,1610612737,78,83,2025-03-16T23:51:34Z,4707500,False,,,0,,SUB in: K. Johnson,[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
483,PT04M08.00S,2025-03-16T23:50:09.1Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1627777,78.53153745072274,91.66666666666666,1610612737,78,83,2025-03-16T23:50:17Z,4710000,False,208.0,149.0,1,right,MISS G. Niang 25' 3PT,[1627777],1610612737.0,ATL,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Right Center,,,,,,,,,Missed,,,,,25.63,,,,,,
484,PT04M03.00S,2025-03-16T23:50:14.1Z,3,REGULAR,rebound,defensive,[],1641721,,,1610612751,78,83,2025-03-16T23:50:17Z,4720000,False,,,0,,M. Lewis REBOUND (Off:0 Def:1),[1641721],1610612751.0,BKN,,,,Lewis,M. Lewis,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,483.0,1.0,1.0,0.0,,,,,,,
485,PT03M49.00S,2025-03-16T23:50:28.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630549,13.61695137976347,47.30392156862745,1610612751,78,83,2025-03-16T23:50:56Z,4730000,False,13.0,75.0,1,left,MISS D. Sharpe 7' floating Shot,[1630549],1610612751.0,BKN,floating,,,Sharpe,D. Sharpe,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,Missed,,,,,7.67,,,,,,
486,PT03M46.00S,2025-03-16T23:50:31.8Z,3,REGULAR,rebound,offensive,[],1641736,,,1610612751,78,83,2025-03-16T23:50:34Z,4740000,False,,,0,,R. Beekman REBOUND (Off:1 Def:1),[1641736],1610612751.0,BKN,,,,Beekman,R. Beekman,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,485.0,2.0,1.0,1.0,,,,,,,
487,PT03M35.00S,2025-03-16T23:50:42.3Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1641721,32.670827858081466,47.549019607843135,1610612751,78,83,2025-03-16T23:51:40Z,4750000,False,12.0,255.0,1,left,MISS M. Lewis 25' step back 3PT,[1641721],1610612751.0,BKN,step back,,,Lewis,M. Lewis,,,,,Above the Break 3,24+ Center,,,,,,,,,Missed,,,,,25.49,,,,,,
488,PT03M32.00S,2025-03-16T23:50:45.3Z,3,REGULAR,rebound,defensive,[],1630700,,,1610612737,78,83,2025-03-16T23:50:47Z,4760000,False,,,0,,D. Daniels REBOUND (Off:1 Def:3),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Center,,,,,,,,,,487.0,4.0,3.0,1.0,,,,,,,
489,PT03M25.00S,2025-03-16T23:50:53.3Z,3,REGULAR,3pt,Jump Shot,[],1630249,68.41327201051249,69.6078431372549,1610612737,78,86,2025-03-16T23:50:58Z,4770000,False,98.0,244.0,1,right,V. Krejčí 26' 3PT  (6 PTS) (D. Barlow 1 AST),"[1630249, 1631230]",1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,Above the Break 3,24+ Right Center,,,,,,,,,Made,,,,,26.33,6.0,D. Barlow,1631230.0,1.0,,
491,PT02M59.00S,2025-03-16T23:51:17.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630553,7.835085413929041,58.08823529411765,1610612751,78,86,2025-03-16T23:51:26Z,4790000,False,-40.0,21.0,1,left,MISS K. Johnson driving Layup - blocked,"[1630553, 1631230]",1610612751.0,BKN,driving,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,Missed,,,,,4.56,,,,,Barlow,1631230.0
492,PT02M59.00S,2025-03-16T23:51:17.7Z,3,REGULAR,block,,[],1631230,,,1610612751,78,86,2025-03-16T23:51:20Z,4800000,False,,,0,,D. Barlow BLOCK (2 BLK),[1631230],1610612737.0,ATL,,,,Barlow,D. Barlow,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
493,PT02M57.00S,2025-03-16T23:51:19.7Z,3,REGULAR,rebound,defensive,[],1631230,,,1610612737,78,86,2025-03-16T23:51:48Z,4810000,False,,,0,,D. Barlow REBOUND (Off:0 Def:1),[1631230],1610612737.0,ATL,,,,Barlow,D. Barlow,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,491.0,1.0,1.0,0.0,,,,,,,
497,PT02M55.00S,2025-03-16T23:51:47.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,78,86,2025-03-16T23:51:47Z,4830000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,PT02M55.00S,2025-03-16T23:53:50.0Z,3,REGULAR,substitution,out,[],1630700,,,1610612737,78,86,2025-03-16T23:54:07Z,4840000,False,,,0,,SUB out: D. Daniels,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
500,PT02M55.00S,2025-03-16T23:53:50.0Z,3,REGULAR,substitution,in,[],1629027,,,1610612737,78,86,2025-03-16T23:54:07Z,4850000,False,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT02M52.00S,2025-03-16T23:54:34.9Z,3,REGULAR,turnover,bad pass,[],1629027,,,1610612737,78,86,2025-03-16T23:54:38Z,4860000,False,,,0,,T. Young bad pass TURNOVER (3 TO),"[1629027, 1630553]",1610612737.0,ATL,,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Center,3.0,Johnson,1630553.0,,,,,,,,,,,,,,,,,
502,PT02M52.00S,2025-03-16T23:54:34.9Z,3,REGULAR,steal,,[],1630553,,,1610612751,78,86,2025-03-16T23:54:36Z,4870000,False,,,0,,K. Johnson STEAL (1 STL),[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
503,PT02M46.00S,2025-03-16T23:54:40.6Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630553,19.398817345597898,92.8921568627451,1610612751,78,86,2025-03-16T23:55:10Z,4880000,False,-214.0,130.0,1,left,MISS K. Johnson 25' running 3PT,[1630553],1610612751.0,BKN,running,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,Missed,,,,,25.07,,,,,,
504,PT02M43.00S,2025-03-16T23:54:43.7Z,3,REGULAR,rebound,offensive,[],1641736,,,1610612751,78,86,2025-03-16T23:54:43Z,4890000,False,,,0,,R. Beekman REBOUND (Off:2 Def:1),[1641736],1610612751.0,BKN,,,,Beekman,R. Beekman,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,503.0,3.0,1.0,2.0,,,,,,,
505,PT02M40.00S,2025-03-16T23:54:47.3Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1641721,11.777266754270697,3.9215686274509802,1610612751,81,86,2025-03-16T23:55:41Z,4900000,False,230.0,58.0,1,left,M. Lewis 3PT pullup (7 PTS) (T. Watford 4 AST),"[1641721, 1630570]",1610612751.0,BKN,pullup,,,Lewis,M. Lewis,,,,,Right Corner 3,24+ Right,,,,,,,,,Made,,,,,23.76,7.0,T. Watford,1630570.0,4.0,,
506,PT02M28.00S,2025-03-16T23:54:59.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631230,90.88370565045992,54.41176470588235,1610612737,81,86,2025-03-16T23:56:20Z,4910000,False,22.0,33.0,1,right,MISS D. Barlow alley-oop Layup - blocked,"[1631230, 1630570]",1610612737.0,ATL,alley-oop,,,Barlow,D. Barlow,,,,,Restricted Area,0-8 Center,,,,,,,,,Missed,,,,,3.99,,,,,Watford,1630570.0
508,PT02M28.00S,2025-03-16T23:54:59.2Z,3,REGULAR,block,,[],1630570,,,1610612737,81,86,2025-03-16T23:55:01Z,4920000,False,,,0,,T. Watford BLOCK (1 BLK),[1630570],1610612751.0,BKN,,,,Watford,T. Watford,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
509,PT02M24.00S,2025-03-16T23:55:03.2Z,3,REGULAR,rebound,offensive,[],1627777,,,1610612737,81,86,2025-03-16T23:55:04Z,4930000,False,,,0,,G. Niang REBOUND (Off:2 Def:2),[1627777],1610612737.0,ATL,,,,Niang,G. Niang,,,,,Restricted Area,0-8 Center,,,,,,,,,,506.0,4.0,2.0,2.0,,,,,,,
510,PT02M23.00S,2025-03-16T23:55:03.9Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1627777,91.14651773981603,27.941176470588236,1610612737,81,86,2025-03-16T23:56:38Z,4940000,False,-110.0,31.0,1,right,MISS G. Niang 11' driving floating Shot,[1627777],1610612737.0,ATL,driving floating,,,Niang,G. Niang,,,,,Mid-Range,8-16 Left,,,,,,,,,Missed,,,,,11.45,,,,,,
511,PT02M23.00S,2025-03-16T23:55:06.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612737,81,86,2025-03-16T23:55:06Z,4950000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Mid-Range,8-16 Left,,,,,,,,,,510.0,,,,,,,,,,
513,PT02M13.00S,2025-03-16T23:55:28.5Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629027,69.33311432325887,70.58823529411765,1610612737,81,86,2025-03-16T23:55:35Z,4970000,False,103.0,236.0,1,right,MISS T. Young 25' step back 3PT,[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,Above the Break 3,24+ Right Center,,,,,,,,,Missed,,,,,25.73,,,,,,
514,PT02M13.00S,2025-03-16T23:55:28.5Z,3,REGULAR,rebound,defensive,[],1630549,,,1610612751,81,86,2025-03-16T23:55:35Z,4980000,False,,,0,,D. Sharpe REBOUND (Off:0 Def:4),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,513.0,4.0,4.0,0.0,,,,,,,
515,PT01M58.00S,2025-03-16T23:55:42.7Z,3,REGULAR,3pt,Jump Shot,[],1630553,29.122864651773984,20.588235294117645,1610612751,81,86,2025-03-16T23:55:52Z,4990000,False,147.0,221.0,1,left,MISS K. Johnson 26' 3PT,[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,Missed,,,,,26.57,,,,,,
516,PT01M56.00S,2025-03-16T23:55:44.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612751,81,86,2025-03-16T23:55:52Z,5000000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,515.0,,,,,,,,,,
518,PT01M45.00S,2025-03-16T23:56:11.8Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630553,8.623521681997373,95.58823529411765,1610612751,84,86,2025-03-16T23:56:15Z,5020000,False,-228.0,29.0,1,left,K. Johnson 3PT  (12 PTS) (T. Watford 5 AST),"[1630553, 1630570]",1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,Left Corner 3,24+ Left,,,,,,,,,Made,,,,,22.97,12.0,T. Watford,1630570.0,5.0,,
520,PT01M36.00S,2025-03-16T23:56:23.9Z,3,REGULAR,foul,personal,[],1630549,,,1610612737,84,86,2025-03-16T23:56:32Z,5040000,False,,,0,,D. Sharpe personal FOUL (2 PF),"[1630549, 1629027]",1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Mid-Range,16-24 Center,,,,1627962.0,2.0,0.0,Young,1629027.0,,,,,,,,,,,,
522,PT01M26.00S,2025-03-16T23:56:50.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,86.81011826544021,54.90196078431373,1610612737,84,88,2025-03-16T23:56:58Z,5060000,False,25.0,71.0,1,right,T. Young 7' driving floating Jump Shot (19 PTS) (D. Barlow 2 AST),"[1629027, 1631230]",1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,Made,,,,,7.56,19.0,D. Barlow,1631230.0,2.0,,
524,PT01M11.00S,2025-03-16T23:57:05.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630570,8.754927726675426,46.568627450980394,1610612751,84,88,2025-03-16T23:57:12Z,5080000,False,17.0,30.0,1,left,MISS T. Watford driving Layup - blocked,"[1630570, 1631230]",1610612751.0,BKN,driving,,,Watford,T. Watford,,,,,Restricted Area,0-8 Center,,,,,,,,,Missed,,,,,3.44,,,,,Barlow,1631230.0
534,PT01M11.00S,2025-03-16T23:57:05.3Z,3,REGULAR,block,,[],1631230,,,1610612751,84,88,2025-03-16T23:57:42Z,5085000,False,,,0,,D. Barlow BLOCK (3 BLK),[1631230],1610612737.0,ATL,,,,Barlow,D. Barlow,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
525,PT01M07.00S,2025-03-16T23:57:09.3Z,3,REGULAR,rebound,defensive,[],1629027,,,1610612737,84,88,2025-03-16T23:58:01Z,5090000,False,,,0,,T. Young REBOUND (Off:0 Def:2),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Restricted Area,0-8 Center,,,,,,,,,,524.0,2.0,2.0,0.0,,,,,,,
528,PT01M03.00S,2025-03-16T23:57:13.0Z,3,REGULAR,turnover,bad pass,[],1629027,,,1610612737,84,88,2025-03-16T23:57:16Z,5120000,False,,,0,,T. Young bad pass TURNOVER (4 TO),"[1629027, 1641721]",1610612737.0,ATL,,,,Young,T. Young,,,,,Above the Break 3,24+ Center,4.0,Lewis,1641721.0,,,,,,,,,,,,,,,,,
529,PT01M03.00S,2025-03-16T23:57:13.0Z,3,REGULAR,steal,,[],1641721,,,1610612751,84,88,2025-03-16T23:57:14Z,5130000,False,,,0,,M. Lewis STEAL (2 STL),[1641721],1610612751.0,BKN,,,,Lewis,M. Lewis,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
530,PT01M01.00S,2025-03-16T23:57:15.8Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630570,4.812746386333772,51.225490196078425,1610612751,86,88,2025-03-16T23:57:20Z,5140000,False,-6.0,-7.0,1,left,T. Watford running DUNK (13 PTS) (M. Lewis 1 AST),"[1630570, 1641721]",1610612751.0,BKN,running,,,Watford,T. Watford,,,,,Restricted Area,0-8 Center,,,,,,,,,Made,,,,,0.95,13.0,M. Lewis,1641721.0,1.0,,
532,PT00M50.00S,2025-03-16T23:57:31.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629611,92.06636005256242,52.20588235294118,1610612737,86,90,2025-03-16T23:59:26Z,5160000,False,11.0,22.0,1,right,T. Mann driving finger roll Layup (11 PTS) (G. Niang 1 AST),"[1629611, 1627777]",1610612737.0,ATL,driving finger roll,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,,,,,,,,,Made,,,,,2.47,11.0,G. Niang,1627777.0,1.0,,
