actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
17,PT10M15.00S,2025-02-13T00:43:10.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629651,93.38042049934296,42.40196078431372,1610612751,6,0,2025-02-13T00:46:28Z,170000,False,-38.0,10.0,1,right,N. Claxton driving Layup (4 PTS) (C. Johnson 1 AST),"[1629651, 1629661]",1610612751.0,BKN,driving,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,3.92,Made,4.0,,,,,C. Johnson,1629661.0,1.0,,,,,,,,,,
19,PT10M07.00S,2025-02-13T00:43:18.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1626162,6.915243101182654,49.26470588235294,1610612755,6,2,2025-02-13T00:43:22Z,190000,False,4.0,13.0,1,left,K. Oubre Jr. driving DUNK (2 PTS) (J. Butler 1 AST),"[1626162, 1630215]",1610612755.0,PHI,driving,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,1.3,Made,2.0,,,,,J. Butler,1630215.0,1.0,,,,,,,,,,
21,PT09M50.00S,2025-02-13T00:43:35.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629651,90.88370565045992,40.44117647058824,1610612751,6,2,2025-02-13T00:47:49Z,210000,False,-48.0,33.0,1,right,MISS N. Claxton driving Layup - blocked,"[1629651, 202331]",1610612751.0,BKN,driving,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,5.82,Missed,,,,,,,,,George,202331.0,,,,,,,,
22,PT09M50.00S,2025-02-13T00:43:35.8Z,1,REGULAR,block,,[],202331,,,1610612751,6,2,2025-02-13T00:43:37Z,220000,False,,,0,,P. George BLOCK (1 BLK),[202331],1610612755.0,PHI,,,,George,P. George,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
23,PT09M49.00S,2025-02-13T00:43:36.8Z,1,REGULAR,rebound,defensive,[],202331,,,1610612755,6,2,2025-02-13T00:47:49Z,230000,False,,,0,,P. George REBOUND (Off:0 Def:1),[202331],1610612755.0,PHI,,,,George,P. George,,,,,In The Paint (Non-RA),0-8 Center,,,,21.0,1.0,1.0,0.0,,,,,,,,,,,,,
24,PT09M46.00S,2025-02-13T00:43:40.8Z,1,REGULAR,foul,personal,['2freethrow'],1630533,,,1610612755,6,2,2025-02-13T00:44:01Z,240000,False,,,0,,Z. Williams shooting personal FOUL (1 PF) (Oubre Jr. 2 FT),"[1630533, 1626162]",1610612751.0,BKN,shooting,,,Williams,Z. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,200833.0,1.0,0.0,Oubre Jr.,1626162.0,,,
26,PT09M46.00S,2025-02-13T00:44:12.3Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1626162,,,1610612755,6,3,2025-02-13T00:44:12Z,260000,False,,,0,,K. Oubre Jr. Free Throw 1 of 2 (3 PTS),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
27,PT09M46.00S,2025-02-13T00:44:30.8Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1626162,,,1610612755,6,4,2025-02-13T00:44:30Z,270000,False,,,0,,K. Oubre Jr. Free Throw 2 of 2 (4 PTS),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
28,PT09M23.00S,2025-02-13T00:44:57.3Z,1,REGULAR,2pt,Jump Shot,[],1630553,90.88370565045992,81.86274509803921,1610612751,6,4,2025-02-13T00:45:19Z,280000,False,159.0,33.0,1,right,MISS K. Johnson 16' Jump Shot,[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,Mid-Range,16-24 Right,16.27,Missed,,,,,,,,,,,,,,,,,,
29,PT09M22.00S,2025-02-13T00:44:58.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612751,6,4,2025-02-13T00:45:19Z,290000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Mid-Range,16-24 Right,,,,28.0,,,,,,,,,,,,,,,,
30,PT09M22.00S,2025-02-13T00:45:00.5Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612751,6,4,2025-02-13T00:45:05Z,300000,False,,,0,,BKN shot clock Team TURNOVER,[],1610612751.0,BKN,,,,,,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,200833.0,,,,,,,
31,PT09M12.00S,2025-02-13T00:45:18.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],202331,22.683968462549277,87.99019607843137,1610612755,6,4,2025-02-13T00:45:22Z,310000,False,-190.0,161.0,1,left,MISS P. George 24' 3PT,[202331],1610612755.0,PHI,,,,George,P. George,,,,,Above the Break 3,24+ Left Center,24.88,Missed,,,,,,,,,,,,,,,,,,
32,PT09M09.00S,2025-02-13T00:45:21.7Z,1,REGULAR,rebound,offensive,[],1627824,,,1610612755,6,4,2025-02-13T00:45:21Z,320000,False,,,0,,G. Yabusele REBOUND (Off:1 Def:0),[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,Above the Break 3,24+ Left Center,,,,31.0,1.0,0.0,1.0,,,,,,,,,,,,,
33,PT09M00.00S,2025-02-13T00:45:31.4Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1629656,23.078186596583443,52.20588235294118,1610612755,6,4,2025-02-13T00:45:36Z,330000,False,-11.0,164.0,1,left,MISS Q. Grimes 16' pullup Shot,[1629656],1610612755.0,PHI,pullup,,,Grimes,Q. Grimes,,,,,Mid-Range,16-24 Center,16.48,Missed,,,,,,,,,,,,,,,,,,
34,PT08M56.00S,2025-02-13T00:45:35.4Z,1,REGULAR,rebound,defensive,[],1629661,,,1610612751,6,4,2025-02-13T00:45:36Z,340000,False,,,0,,C. Johnson REBOUND (Off:0 Def:2),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Mid-Range,16-24 Center,,,,33.0,2.0,2.0,0.0,,,,,,,,,,,,,
35,PT08M46.00S,2025-02-13T00:45:44.5Z,1,REGULAR,3pt,Jump Shot,[],1630553,76.69185282522996,88.48039215686273,1610612751,6,4,2025-02-13T00:45:48Z,350000,False,192.0,167.0,1,right,MISS K. Johnson 25' 3PT,[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Right Center,25.45,Missed,,,,,,,,,,,,,,,,,,
36,PT08M42.00S,2025-02-13T00:45:48.5Z,1,REGULAR,rebound,defensive,[],1627824,,,1610612755,6,4,2025-02-13T00:45:48Z,360000,False,,,0,,G. Yabusele REBOUND (Off:1 Def:1),[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,Above the Break 3,24+ Right Center,,,,35.0,2.0,1.0,1.0,,,,,,,,,,,,,
37,PT08M35.00S,2025-02-13T00:45:55.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629656,5.863994743758213,49.26470588235294,1610612755,6,6,2025-02-13T00:46:00Z,370000,False,4.0,3.0,1,left,Q. Grimes driving DUNK (2 PTS) (G. Yabusele 1 AST),"[1629656, 1627824]",1610612755.0,PHI,driving,,,Grimes,Q. Grimes,,,,,Restricted Area,0-8 Center,0.45,Made,2.0,,,,,G. Yabusele,1627824.0,1.0,,,,,,,,,,
39,PT08M16.00S,2025-02-13T00:46:14.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626156,92.72339027595268,52.20588235294118,1610612751,8,6,2025-02-13T00:46:19Z,390000,False,11.0,16.0,1,right,D. Russell driving Layup (4 PTS),[1626156],1610612751.0,BKN,driving,,,Russell,D. Russell,,,,,Restricted Area,0-8 Center,1.93,Made,4.0,,,,,,,,,,,,,,,,,
40,PT08M03.00S,2025-02-13T00:46:27.9Z,1,REGULAR,3pt,Jump Shot,[],1629656,8.754927726675426,5.637254901960785,1610612755,8,9,2025-02-13T00:46:32Z,400000,False,222.0,30.0,1,left,Q. Grimes 3PT  (5 PTS) (J. Butler 2 AST),"[1629656, 1630215]",1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,Right Corner 3,24+ Right,22.38,Made,5.0,,,,,J. Butler,1630215.0,2.0,,,,,,,,,,
42,PT08M03.00S,2025-02-13T00:46:32.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,8,9,2025-02-13T00:46:32Z,420000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,PT07M39.00S,2025-02-13T00:50:06.1Z,1,REGULAR,turnover,bad pass,[],1626156,,,1610612751,8,9,2025-02-13T00:50:12Z,430000,False,,,0,,D. Russell bad pass TURNOVER (1 TO),"[1626156, 202331]",1610612751.0,BKN,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,1.0,George,202331.0
44,PT07M39.00S,2025-02-13T00:50:06.1Z,1,REGULAR,steal,,[],202331,,,1610612755,8,9,2025-02-13T00:50:07Z,440000,False,,,0,,P. George STEAL (1 STL),[202331],1610612755.0,PHI,,,,George,P. George,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
45,PT07M35.00S,2025-02-13T00:50:10.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629656,7.5722733245729295,49.50980392156863,1610612755,8,11,2025-02-13T00:50:15Z,450000,False,2.0,19.0,1,left,Q. Grimes running DUNK (7 PTS) (P. George 1 AST),"[1629656, 202331]",1610612755.0,PHI,running,,,Grimes,Q. Grimes,,,,,Restricted Area,0-8 Center,1.89,Made,7.0,,,,,P. George,202331.0,1.0,,,,,,,,,,
47,PT07M26.00S,2025-02-13T00:50:19.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629661,93.64323258869908,56.372549019607845,1610612751,8,11,2025-02-13T00:50:24Z,470000,False,32.0,7.0,1,right,MISS C. Johnson driving finger roll Layup,[1629661],1610612751.0,BKN,driving finger roll,,,Johnson,C. Johnson,,,,,Restricted Area,0-8 Center,3.27,Missed,,,,,,,,,,,,,,,,,,
48,PT07M24.00S,2025-02-13T00:50:21.0Z,1,REGULAR,rebound,offensive,[],1629651,,,1610612751,8,11,2025-02-13T00:50:24Z,480000,False,,,0,,N. Claxton REBOUND (Off:2 Def:0),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,47.0,2.0,0.0,2.0,,,,,,,,,,,,,
49,PT07M24.00S,2025-02-13T00:50:21.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629651,94.40999984741211,50.0,1610612751,8,11,2025-02-13T00:50:21Z,490000,False,0.0,0.0,1,right,MISS N. Claxton tip Layup,[1629651],1610612751.0,BKN,tip,,,Claxton,N. Claxton,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
50,PT07M22.00S,2025-02-13T00:50:23.3Z,1,REGULAR,rebound,offensive,[],1629651,,,1610612751,8,11,2025-02-13T00:50:23Z,500000,False,,,0,,N. Claxton REBOUND (Off:3 Def:0),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Mid-Range,8-16 Left,,,,49.0,3.0,0.0,3.0,,,,,,,,,,,,,
51,PT07M14.00S,2025-02-13T00:50:31.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1626156,68.41327201051249,65.93137254901961,1610612751,11,11,2025-02-13T00:50:36Z,510000,False,80.0,244.0,1,right,D. Russell 25' 3PT step back (7 PTS),[1626156],1610612751.0,BKN,step back,,,Russell,D. Russell,,,,,Above the Break 3,24+ Center,25.71,Made,7.0,,,,,,,,,,,,,,,,,
52,PT06M56.00S,2025-02-13T00:50:48.4Z,1,REGULAR,3pt,Jump Shot,[],1627824,29.25427069645204,17.892156862745097,1610612755,11,14,2025-02-13T00:50:52Z,520000,False,161.0,222.0,1,left,G. Yabusele 27' 3PT  (3 PTS) (J. Butler 3 AST),"[1627824, 1630215]",1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,Above the Break 3,24+ Right Center,27.43,Made,3.0,,,,,J. Butler,1630215.0,3.0,,,,,,,,,,
54,PT06M37.00S,2025-02-13T00:51:08.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626156,88.78120893561103,50.73529411764706,1610612751,13,14,2025-02-13T00:51:12Z,540000,False,4.0,53.0,1,right,D. Russell driving floating Jump Shot (9 PTS),[1626156],1610612751.0,BKN,driving floating,,,Russell,D. Russell,,,,,In The Paint (Non-RA),0-8 Center,5.31,Made,9.0,,,,,,,,,,,,,,,,,
55,PT06M21.00S,2025-02-13T00:51:23.7Z,1,REGULAR,3pt,Jump Shot,[],1630215,27.94021024967148,16.666666666666664,1610612755,13,14,2025-02-13T00:51:28Z,550000,False,167.0,210.0,1,left,MISS J. Butler 26' step back 3PT,[1630215],1610612755.0,PHI,step back,,,Butler,J. Butler,,,,,Above the Break 3,24+ Right Center,26.82,Missed,,,,,,,,,,,,,,,,,,
56,PT06M20.00S,2025-02-13T00:51:24.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612755,13,14,2025-02-13T00:51:28Z,560000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Above the Break 3,24+ Right Center,,,,55.0,,,,,,,,,,,,,,,,
58,PT06M20.00S,2025-02-13T00:51:43.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,13,14,2025-02-13T00:51:43Z,580000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M20.00S,2025-02-13T00:53:09.9Z,1,REGULAR,substitution,out,[],1626162,,,1610612755,13,14,2025-02-13T00:54:34Z,600000,False,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M20.00S,2025-02-13T00:53:09.9Z,1,REGULAR,substitution,out,[],1627824,,,1610612755,13,14,2025-02-13T00:54:34Z,610000,False,,,0,,SUB out: G. Yabusele,[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M20.00S,2025-02-13T00:53:09.9Z,1,REGULAR,substitution,in,[],203083,,,1610612755,13,14,2025-02-13T00:54:34Z,620000,False,,,0,,SUB in: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M20.00S,2025-02-13T00:53:09.9Z,1,REGULAR,substitution,in,[],1642348,,,1610612755,13,14,2025-02-13T00:54:34Z,630000,False,,,0,,SUB in: J. Edwards,[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M06.00S,2025-02-13T00:56:22.8Z,1,REGULAR,jumpball,recovered,[],1629651,,,1610612755,13,14,2025-02-13T00:56:38Z,650000,False,,,0,,Jump Ball D. Russell vs. J. Butler: Tip to N. Claxton,"[1629651, 1626156, 1630215]",1610612751.0,BKN,heldball,N. Claxton,1629651.0,Claxton,N. Claxton,Russell,1626156.0,Butler,1630215.0,,,,,,,,,,,,,,,,,,,,,,
68,PT06M03.00S,2025-02-13T00:56:22.8Z,1,REGULAR,turnover,lost ball,[],1630215,,,1610612755,13,14,2025-02-13T00:56:22Z,680000,False,,,0,,J. Butler lost ball TURNOVER (1 TO),"[1630215, 1626156]",1610612755.0,PHI,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,1.0,Russell,1626156.0
69,PT06M03.00S,2025-02-13T00:56:22.8Z,1,REGULAR,steal,,[],1626156,,,1610612751,13,14,2025-02-13T00:56:22Z,690000,False,,,0,,D. Russell STEAL (1 STL),[1626156],1610612751.0,BKN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT05M41.00S,2025-02-13T00:56:45.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626156,90.75229960578186,95.34313725490196,1610612751,16,14,2025-02-13T00:56:57Z,700000,False,227.0,34.0,1,right,D. Russell 3PT  (12 PTS) (Z. Williams 1 AST),"[1626156, 1630533]",1610612751.0,BKN,,,,Russell,D. Russell,,,,,Right Corner 3,24+ Right,22.93,Made,12.0,,,,,Z. Williams,1630533.0,1.0,,,,,,,,,,
72,PT05M29.00S,2025-02-13T00:56:57.9Z,1,REGULAR,3pt,Jump Shot,[],202331,34.11629434954008,51.71568627450981,1610612755,16,14,2025-02-13T00:57:02Z,720000,False,-9.0,268.0,1,left,MISS P. George 26' 3PT,[202331],1610612755.0,PHI,,,,George,P. George,,,,,Above the Break 3,24+ Center,26.83,Missed,,,,,,,,,,,,,,,,,,
73,PT05M26.00S,2025-02-13T00:57:00.9Z,1,REGULAR,rebound,defensive,[],1626156,,,1610612751,16,14,2025-02-13T00:57:02Z,730000,False,,,0,,D. Russell REBOUND (Off:0 Def:1),[1626156],1610612751.0,BKN,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Center,,,,72.0,1.0,1.0,0.0,,,,,,,,,,,,,
74,PT05M21.00S,2025-02-13T00:57:05.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626156,72.35545335085413,13.23529411764706,1610612751,16,14,2025-02-13T00:57:10Z,740000,False,-184.0,207.0,1,right,MISS D. Russell 27' running pullup 3PT,[1626156],1610612751.0,BKN,running pullup,,,Russell,D. Russell,,,,,Above the Break 3,24+ Left Center,27.71,Missed,,,,,,,,,,,,,,,,,,
75,PT05M20.00S,2025-02-13T00:57:06.3Z,1,REGULAR,rebound,defensive,[],1629656,,,1610612755,16,14,2025-02-13T00:57:54Z,750000,False,,,0,,Q. Grimes REBOUND (Off:0 Def:1),[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Left Center,,,,74.0,1.0,1.0,0.0,,,,,,,,,,,,,
76,PT05M16.00S,2025-02-13T00:57:13.1Z,1,REGULAR,foul,personal,['2freethrow'],1630553,,,1610612755,16,14,2025-02-13T00:57:22Z,760000,False,,,0,,K. Johnson shooting personal FOUL (1 PF) (Grimes 2 FT),"[1630553, 1629656]",1610612751.0,BKN,shooting,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,200833.0,1.0,0.0,Grimes,1629656.0,,,
78,PT05M16.00S,2025-02-13T00:57:39.9Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1629656,,,1610612755,16,15,2025-02-13T00:58:09Z,780000,False,,,0,,Q. Grimes Free Throw 1 of 2 (8 PTS),[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
79,PT05M16.00S,2025-02-13T00:57:40.4Z,1,REGULAR,substitution,out,[],1630533,,,1610612755,16,15,2025-02-13T00:57:48Z,790000,False,,,0,,SUB out: Z. Williams,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M16.00S,2025-02-13T00:57:40.4Z,1,REGULAR,substitution,out,[],1630553,,,1610612755,16,15,2025-02-13T00:57:48Z,800000,False,,,0,,SUB out: K. Johnson,[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M16.00S,2025-02-13T00:57:40.4Z,1,REGULAR,substitution,out,[],1630215,,,1610612755,16,15,2025-02-13T00:57:48Z,810000,False,,,0,,SUB out: J. Butler,[1630215],1610612755.0,PHI,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M16.00S,2025-02-13T00:57:40.4Z,1,REGULAR,substitution,in,[],1630592,,,1610612755,16,15,2025-02-13T00:57:48Z,820000,False,,,0,,SUB in: J. Wilson,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M16.00S,2025-02-13T00:57:40.4Z,1,REGULAR,substitution,in,[],1630570,,,1610612755,16,15,2025-02-13T00:57:48Z,830000,False,,,0,,SUB in: T. Watford,[1630570],1610612751.0,BKN,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M16.00S,2025-02-13T00:57:40.4Z,1,REGULAR,substitution,in,[],1630288,,,1610612755,16,15,2025-02-13T00:57:48Z,840000,False,,,0,,SUB in: J. Dowtin Jr.,[1630288],1610612755.0,PHI,,,,Dowtin Jr.,J. Dowtin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M16.00S,2025-02-13T00:57:39.9Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1629656,,,1610612755,16,16,2025-02-13T00:58:09Z,850000,False,,,0,,Q. Grimes Free Throw 2 of 2 (9 PTS),[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
86,PT05M03.00S,2025-02-13T00:58:26.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626156,93.11760840998686,41.911764705882355,1610612751,18,16,2025-02-13T00:58:30Z,860000,False,-40.0,12.0,1,right,D. Russell driving Layup (14 PTS) (N. Claxton 1 AST),"[1626156, 1629651]",1610612751.0,BKN,driving,,,Russell,D. Russell,,,,,Restricted Area,0-8 Center,4.22,Made,14.0,,,,,N. Claxton,1629651.0,1.0,,,,,,,,,,
87,PT04M38.00S,2025-02-13T00:58:51.1Z,1,REGULAR,2pt,Jump Shot,[],203083,8.492115637319317,31.61764705882353,1610612755,18,18,2025-02-13T01:00:54Z,870000,False,92.0,27.0,1,left,A. Drummond 9' floating Jump Shot (2 PTS) (P. George 2 AST),"[203083, 202331]",1610612755.0,PHI,floating,,,Drummond,A. Drummond,,,,,Mid-Range,8-16 Right,9.59,Made,2.0,,,,,P. George,202331.0,2.0,,,,,,,,,,
