actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,jumpBallRecoverdPersonId
18,PT10M43.00S,2023-11-29T03:17:09.1Z,1,REGULAR,rebound,defensive,[],202691,,,1610612744,3,4,2023-11-29T03:17:18Z,180000,False,,,0,,K. Thompson REBOUND (Off:0 Def:1),[202691],1610612744.0,GSW,,,,,,,Right Corner 3,24+ Right,,,,Thompson,K. Thompson,,,,17.0,1.0,1.0,0.0,,,,,,,,,,,
19,PT10M31.00S,2023-11-29T03:17:22.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203110,11.645860709592641,48.529411764705884,1610612744,3,4,2023-11-29T03:17:31Z,190000,False,7.0,57.0,1,left,MISS D. Green turnaround Hook,[203110],1610612744.0,GSW,turnaround,,,,,,In The Paint (Non-RA),0-8 Center,5.75,Missed,,Green,D. Green,,,,,,,,,,,,,,,,,,
20,PT10M26.00S,2023-11-29T03:17:25.7Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,3,4,2023-11-29T03:17:25Z,200000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:1),[1627734],1610612758.0,SAC,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Sabonis,D. Sabonis,,,,19.0,1.0,1.0,0.0,,,,,,,,,,,
21,PT10M20.00S,2023-11-29T03:17:32.2Z,1,REGULAR,3pt,Jump Shot,[],1628368,75.90341655716163,87.25490196078431,1610612758,3,4,2023-11-29T03:18:46Z,210000,False,186.0,174.0,1,right,MISS D. Fox 25' step back 3PT,[1628368],1610612758.0,SAC,step back,,,,,,Above the Break 3,24+ Right Center,25.49,Missed,,Fox,D. Fox,,,,,,,,,,,,,,,,,,
22,PT10M16.00S,2023-11-29T03:17:36.2Z,1,REGULAR,rebound,defensive,[],201939,,,1610612744,3,4,2023-11-29T03:17:42Z,220000,False,,,0,,S. Curry REBOUND (Off:1 Def:1),[201939],1610612744.0,GSW,,,,,,,Above the Break 3,24+ Right Center,,,,Curry,S. Curry,,,,21.0,2.0,1.0,1.0,,,,,,,,,,,
23,PT10M03.00S,2023-11-29T03:17:49.7Z,1,REGULAR,3pt,Jump Shot,[],202691,9.674770039421814,97.54901960784314,1610612744,3,4,2023-11-29T03:17:55Z,230000,False,-238.0,38.0,1,left,MISS K. Thompson 24' 3PT,[202691],1610612744.0,GSW,,,,,,,Left Corner 3,24+ Left,24.08,Missed,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,
24,PT09M59.00S,2023-11-29T03:17:53.7Z,1,REGULAR,rebound,offensive,[],201939,,,1610612744,3,4,2023-11-29T03:17:55Z,240000,False,,,0,,S. Curry REBOUND (Off:2 Def:1),[201939],1610612744.0,GSW,,,,,,,Left Corner 3,24+ Left,,,,Curry,S. Curry,,,,23.0,3.0,1.0,2.0,,,,,,,,,,,
27,PT09M47.00S,2023-11-29T03:18:34.6Z,1,REGULAR,turnover,lost ball,[],203110,,,1610612744,3,4,2023-11-29T03:20:06Z,270000,False,,,0,,D. Green lost ball TURNOVER (1 TO),"[203110, 1628368]",1610612744.0,GSW,,,,,,,Above the Break 3,24+ Center,,,,Green,D. Green,,,,,,,,1.0,Fox,1628368.0,,,,,,,,
28,PT09M47.00S,2023-11-29T03:18:34.6Z,1,REGULAR,steal,,[],1628368,,,1610612758,3,4,2023-11-29T03:18:36Z,280000,False,,,0,,D. Fox STEAL (1 STL),[1628368],1610612758.0,SAC,,,,,,,Above the Break 3,24+ Center,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,
29,PT09M44.00S,2023-11-29T03:18:37.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630537,88.38699080157687,55.14705882352941,1610612758,3,4,2023-11-29T03:18:52Z,290000,False,26.0,57.0,1,right,MISS C. Duarte 6' running Layup - blocked,"[1630537, 203110]",1610612758.0,SAC,running,,,,,,In The Paint (Non-RA),0-8 Center,6.23,Missed,,Duarte,C. Duarte,,,,,,,,,,,Green,203110.0,,,,,,
30,PT09M44.00S,2023-11-29T03:18:37.8Z,1,REGULAR,block,,[],203110,,,1610612758,3,4,2023-11-29T03:18:40Z,300000,False,,,0,,D. Green BLOCK (1 BLK),[203110],1610612744.0,GSW,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Green,D. Green,,,,,,,,,,,,,,,,,,
31,PT09M41.00S,2023-11-29T03:18:40.8Z,1,REGULAR,rebound,defensive,[],202691,,,1610612744,3,4,2023-11-29T03:18:40Z,310000,False,,,0,,K. Thompson REBOUND (Off:0 Def:2),[202691],1610612744.0,GSW,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Thompson,K. Thompson,,,,29.0,2.0,2.0,0.0,,,,,,,,,,,
32,PT09M37.00S,2023-11-29T03:18:45.6Z,1,REGULAR,3pt,Jump Shot,[],203952,25.04927726675427,83.33333333333334,1610612744,3,7,2023-11-29T03:21:11Z,320000,False,-167.0,183.0,1,left,A. Wiggins 24' 3PT pullup (3 PTS),[203952],1610612744.0,GSW,pullup,,,,,,Above the Break 3,24+ Left Center,24.75,Made,3.0,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,
33,PT09M18.00S,2023-11-29T03:19:04.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630537,91.67214191852825,48.77450980392157,1610612758,5,7,2023-11-29T03:19:11Z,330000,False,-6.0,26.0,1,right,C. Duarte cutting Layup (2 PTS) (D. Sabonis 2 AST),"[1630537, 1627734]",1610612758.0,SAC,cutting,,,,,,Restricted Area,0-8 Center,2.65,Made,2.0,Duarte,C. Duarte,D. Sabonis,1627734.0,2.0,,,,,,,,,,,,,,,
35,PT09M00.00S,2023-11-29T03:19:23.4Z,1,REGULAR,turnover,bad pass,[],203110,,,1610612744,5,7,2023-11-29T03:19:36Z,350000,False,,,0,,D. Green bad pass TURNOVER (2 TO),"[203110, 1630537]",1610612744.0,GSW,,,,,,,Above the Break 3,24+ Right Center,,,,Green,D. Green,,,,,,,,2.0,Duarte,1630537.0,,,,,,,,
36,PT09M00.00S,2023-11-29T03:19:23.4Z,1,REGULAR,steal,,[],1630537,,,1610612758,5,7,2023-11-29T03:19:25Z,360000,False,,,0,,C. Duarte STEAL (1 STL),[1630537],1610612758.0,SAC,,,,,,,Above the Break 3,24+ Right Center,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,
37,PT08M54.00S,2023-11-29T03:19:28.4Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1628989,77.21747700394218,89.2156862745098,1610612758,8,7,2023-11-29T03:22:44Z,370000,False,196.0,162.0,1,right,K. Huerter 25' 3PT running pullup (6 PTS) (H. Barnes 1 AST),"[1628989, 203084]",1610612758.0,SAC,running pullup,,,,,,Above the Break 3,24+ Right Center,25.42,Made,6.0,Huerter,K. Huerter,H. Barnes,203084.0,1.0,,,,,,,,,,,,,,,
39,PT08M36.00S,2023-11-29T03:19:45.9Z,1,REGULAR,3pt,Jump Shot,[],202691,31.882391590013142,34.80392156862745,1610612744,8,10,2023-11-29T03:19:55Z,390000,False,76.0,247.0,1,left,K. Thompson 25' 3PT  (5 PTS) (D. Green 2 AST),"[202691, 203110]",1610612744.0,GSW,,,,,,,Above the Break 3,24+ Center,25.86,Made,5.0,Thompson,K. Thompson,D. Green,203110.0,2.0,,,,,,,,,,,,,,,
41,PT08M16.00S,2023-11-29T03:20:07.0Z,1,REGULAR,3pt,Jump Shot,[],203084,91.67214191852825,4.6568627450980395,1610612758,8,10,2023-11-29T03:20:13Z,410000,False,-227.0,26.0,1,right,MISS H. Barnes 3PT,[203084],1610612758.0,SAC,,,,,,,Left Corner 3,24+ Left,22.82,Missed,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,
42,PT08M13.00S,2023-11-29T03:20:10.0Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,8,10,2023-11-29T03:20:13Z,420000,False,,,0,,K. Looney REBOUND (Off:0 Def:1),[1626172],1610612744.0,GSW,,,,,,,Left Corner 3,24+ Left,,,,Looney,K. Looney,,,,41.0,1.0,1.0,0.0,,,,,,,,,,,
43,PT07M59.00S,2023-11-29T03:20:23.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203952,7.046649145860711,58.333333333333336,1610612744,8,12,2023-11-29T03:20:32Z,430000,False,-42.0,14.0,1,left,A. Wiggins bank Jump Shot (5 PTS),[203952],1610612744.0,GSW,bank,,,,,,In The Paint (Non-RA),0-8 Center,4.39,Made,5.0,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,
44,PT07M52.00S,2023-11-29T03:20:30.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,82.21090670170827,62.00980392156863,1610612758,10,12,2023-11-29T03:20:39Z,440000,False,60.0,115.0,1,right,D. Fox 12' driving floating Jump Shot (2 PTS),[1628368],1610612758.0,SAC,driving floating,,,,,,In The Paint (Non-RA),8-16 Center,12.94,Made,2.0,Fox,D. Fox,,,,,,,,,,,,,,,,,,
45,PT07M42.00S,2023-11-29T03:20:40.1Z,1,REGULAR,3pt,Jump Shot,[],201939,23.99802890932983,87.5,1610612744,10,15,2023-11-29T03:23:44Z,450000,False,-188.0,173.0,1,left,S. Curry 25' 3PT step back (5 PTS),[201939],1610612744.0,GSW,step back,,,,,,Above the Break 3,24+ Left Center,25.52,Made,5.0,Curry,S. Curry,,,,,,,,,,,,,,,,,,
46,PT07M34.00S,2023-11-29T03:20:48.3Z,1,REGULAR,3pt,Jump Shot,[],1628989,68.54467805519053,66.17647058823529,1610612758,10,15,2023-11-29T03:20:56Z,460000,False,81.0,243.0,1,right,MISS K. Huerter 25' step back 3PT,[1628989],1610612758.0,SAC,step back,,,,,,Above the Break 3,24+ Right Center,25.63,Missed,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,
47,PT07M30.00S,2023-11-29T03:20:52.3Z,1,REGULAR,rebound,defensive,[],202691,,,1610612744,10,15,2023-11-29T03:20:56Z,470000,False,,,0,,K. Thompson REBOUND (Off:0 Def:3),[202691],1610612744.0,GSW,,,,,,,Above the Break 3,24+ Right Center,,,,Thompson,K. Thompson,,,,46.0,3.0,3.0,0.0,,,,,,,,,,,
48,PT07M18.00S,2023-11-29T03:21:04.5Z,1,REGULAR,3pt,Jump Shot,[],203110,30.56833114323259,72.05882352941177,1610612744,10,18,2023-11-29T03:21:09Z,480000,False,-110.0,235.0,1,left,D. Green 25' 3PT  (3 PTS) (S. Curry 1 AST),"[203110, 201939]",1610612744.0,GSW,,,,,,,Above the Break 3,24+ Left Center,25.94,Made,3.0,Green,D. Green,S. Curry,201939.0,1.0,,,,,,,,,,,,,,,
50,PT07M07.00S,2023-11-29T03:21:15.0Z,1,REGULAR,3pt,Jump Shot,[],1627734,70.90998685939553,25.49019607843137,1610612758,10,18,2023-11-29T03:21:21Z,500000,False,-123.0,221.0,1,right,MISS D. Sabonis 25' 3PT,[1627734],1610612758.0,SAC,,,,,,,Above the Break 3,24+ Left Center,25.26,Missed,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,
51,PT07M04.00S,2023-11-29T03:21:18.0Z,1,REGULAR,rebound,defensive,[],203952,,,1610612744,10,18,2023-11-29T03:21:21Z,510000,False,,,0,,A. Wiggins REBOUND (Off:0 Def:1),[203952],1610612744.0,GSW,,,,,,,Above the Break 3,24+ Left Center,,,,Wiggins,A. Wiggins,,,,50.0,1.0,1.0,0.0,,,,,,,,,,,
52,PT06M57.00S,2023-11-29T03:21:25.6Z,1,REGULAR,2pt,Jump Shot,[],201939,22.026938239159,33.57843137254902,1610612744,10,18,2023-11-29T03:28:29Z,520000,False,82.0,155.0,1,left,MISS S. Curry 17' pullup Shot,[201939],1610612744.0,GSW,pullup,,,,,,Mid-Range,16-24 Right Center,17.5,Missed,,Curry,S. Curry,,,,,,,,,,,,,,,,,,
53,PT06M53.00S,2023-11-29T03:21:29.6Z,1,REGULAR,rebound,defensive,[],203084,,,1610612758,10,18,2023-11-29T03:28:52Z,530000,False,,,0,,H. Barnes REBOUND (Off:0 Def:1),[203084],1610612758.0,SAC,,,,,,,Mid-Range,16-24 Right Center,,,,Barnes,H. Barnes,,,,52.0,1.0,1.0,0.0,,,,,,,,,,,
54,PT06M50.00S,2023-11-29T03:21:32.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628368,71.30420499342969,20.588235294117645,1610612758,10,18,2023-11-29T03:21:45Z,540000,False,-147.0,217.0,1,right,MISS D. Fox 26' pullup 3PT - blocked,"[1628368, 203110]",1610612758.0,SAC,pullup,,,,,,Above the Break 3,24+ Left Center,26.23,Missed,,Fox,D. Fox,,,,,,,,,,,Green,203110.0,,,,,,
55,PT06M50.00S,2023-11-29T03:21:32.6Z,1,REGULAR,block,,[],203110,,,1610612758,10,18,2023-11-29T03:21:36Z,550000,False,,,0,,D. Green BLOCK (2 BLK),[203110],1610612744.0,GSW,,,,,,,Above the Break 3,24+ Left Center,,,,Green,D. Green,,,,,,,,,,,,,,,,,,
56,PT06M50.00S,2023-11-29T03:21:32.6Z,1,REGULAR,rebound,defensive,[],202691,,,1610612744,10,18,2023-11-29T03:21:45Z,560000,False,,,0,,K. Thompson REBOUND (Off:0 Def:4),[202691],1610612744.0,GSW,,,,,,,Above the Break 3,24+ Left Center,,,,Thompson,K. Thompson,,,,54.0,4.0,4.0,0.0,,,,,,,,,,,
57,PT06M43.00S,2023-11-29T03:21:39.9Z,1,REGULAR,turnover,lost ball,[],203952,,,1610612744,10,18,2023-11-29T03:21:50Z,570000,False,,,0,,A. Wiggins lost ball TURNOVER (1 TO),"[203952, 1630537]",1610612744.0,GSW,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Wiggins,A. Wiggins,,,,,,,,1.0,Duarte,1630537.0,,,,,,,,
58,PT06M43.00S,2023-11-29T03:21:39.9Z,1,REGULAR,steal,,[],1630537,,,1610612758,10,18,2023-11-29T03:35:30Z,580000,False,,,0,,C. Duarte STEAL (2 STL),[1630537],1610612758.0,SAC,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,
59,PT06M36.00S,2023-11-29T03:21:47.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203084,69.33311432325887,27.941176470588236,1610612758,13,18,2023-11-29T03:21:56Z,590000,False,-110.0,236.0,1,right,H. Barnes 26' 3PT step back (3 PTS),[203084],1610612758.0,SAC,step back,,,,,,Above the Break 3,24+ Left Center,26.03,Made,3.0,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,
60,PT06M16.00S,2023-11-29T03:22:05.8Z,1,REGULAR,2pt,Jump Shot,[],201939,16.245072273324574,70.58823529411765,1610612744,13,18,2023-11-29T03:22:14Z,600000,False,-103.0,100.0,1,left,MISS S. Curry 14' Jump Shot - blocked,"[201939, 203084]",1610612744.0,GSW,,,,,,,Mid-Range,8-16 Left,14.36,Missed,,Curry,S. Curry,,,,,,,,,,,Barnes,203084.0,,,,,,
61,PT06M16.00S,2023-11-29T03:22:05.8Z,1,REGULAR,block,,[],203084,,,1610612744,13,18,2023-11-29T03:22:08Z,610000,False,,,0,,H. Barnes BLOCK (1 BLK),[203084],1610612758.0,SAC,,,,,,,Mid-Range,8-16 Left,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,
62,PT06M13.00S,2023-11-29T03:22:08.8Z,1,REGULAR,rebound,offensive,[],201939,,,1610612744,13,18,2023-11-29T03:22:14Z,620000,False,,,0,,S. Curry REBOUND (Off:3 Def:1),[201939],1610612744.0,GSW,,,,,,,Mid-Range,8-16 Left,,,,Curry,S. Curry,,,,60.0,4.0,1.0,3.0,,,,,,,,,,,
63,PT06M11.00S,2023-11-29T03:22:10.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203952,8.754927726675426,96.32352941176471,1610612744,13,18,2023-11-29T03:22:19Z,630000,False,-232.0,30.0,1,left,MISS A. Wiggins 3PT,[203952],1610612744.0,GSW,,,,,,,Left Corner 3,24+ Left,23.35,Missed,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,
64,PT06M09.00S,2023-11-29T03:22:13.4Z,1,REGULAR,rebound,defensive,[],1628989,,,1610612758,13,18,2023-11-29T03:22:13Z,640000,False,,,0,,K. Huerter REBOUND (Off:0 Def:1),[1628989],1610612758.0,SAC,,,,,,,Left Corner 3,24+ Left,,,,Huerter,K. Huerter,,,,63.0,1.0,1.0,0.0,,,,,,,,,,,
65,PT05M58.00S,2023-11-29T03:22:24.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627734,83.13074901445466,44.6078431372549,1610612758,13,18,2023-11-29T03:22:31Z,650000,False,-27.0,106.0,1,right,MISS D. Sabonis 10' Hook,[1627734],1610612758.0,SAC,,,,,,,In The Paint (Non-RA),8-16 Center,10.95,Missed,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,
66,PT05M55.00S,2023-11-29T03:22:27.6Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,13,18,2023-11-29T03:22:31Z,660000,False,,,0,,K. Looney REBOUND (Off:0 Def:2),[1626172],1610612744.0,GSW,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Looney,K. Looney,,,,65.0,2.0,2.0,0.0,,,,,,,,,,,
67,PT05M48.00S,2023-11-29T03:22:35.7Z,1,REGULAR,foul,personal,['3freethrow'],1630537,,,1610612744,13,18,2023-11-29T03:22:53Z,670000,False,,,0,,C. Duarte shooting personal FOUL (1 PF) (Curry 3 FT),"[1630537, 201939]",1610612758.0,SAC,shooting,,,,,,Above the Break 3,24+ Left Center,,,,Duarte,C. Duarte,,,,,,,,,,,,,203591.0,1.0,0.0,Curry,201939.0,
69,PT05M48.00S,2023-11-29T03:22:51.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,13,18,2023-11-29T03:22:51Z,690000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M48.00S,2023-11-29T03:23:32.9Z,1,REGULAR,substitution,out,[],203084,,,1610612744,13,18,2023-11-29T03:26:38Z,695000,False,,,0,,SUB out: H. Barnes,[203084],1610612758.0,SAC,,,,,,,,,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,
73,PT05M48.00S,2023-11-29T03:23:32.9Z,1,REGULAR,substitution,out,[],1628989,,,1610612744,13,18,2023-11-29T03:26:38Z,697500,False,,,0,,SUB out: K. Huerter,[1628989],1610612758.0,SAC,,,,,,,,,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,
74,PT05M48.00S,2023-11-29T03:23:32.9Z,1,REGULAR,substitution,out,[],1628368,,,1610612744,13,18,2023-11-29T03:26:38Z,698750,False,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,,,,,,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,
75,PT05M48.00S,2023-11-29T03:23:32.9Z,1,REGULAR,substitution,out,[],202691,,,1610612744,13,18,2023-11-29T03:26:38Z,699375,False,,,0,,SUB out: K. Thompson,[202691],1610612744.0,GSW,,,,,,,,,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,
76,PT05M48.00S,2023-11-29T03:23:32.9Z,1,REGULAR,substitution,out,[],203110,,,1610612744,13,18,2023-11-29T03:26:38Z,699687,False,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,,,,,,,,,Green,D. Green,,,,,,,,,,,,,,,,,,
77,PT05M48.00S,2023-11-29T03:23:32.9Z,1,REGULAR,substitution,in,[],1626168,,,1610612744,13,18,2023-11-29T03:26:38Z,699843,False,,,0,,SUB in: T. Lyles,[1626168],1610612758.0,SAC,,,,,,,,,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,
78,PT05M48.00S,2023-11-29T03:23:32.9Z,1,REGULAR,substitution,in,[],1630558,,,1610612744,13,18,2023-11-29T03:26:38Z,699921,False,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,,,,,,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,
79,PT05M48.00S,2023-11-29T03:23:32.9Z,1,REGULAR,substitution,in,[],1628370,,,1610612744,13,18,2023-11-29T03:26:38Z,699960,False,,,0,,SUB in: M. Monk,[1628370],1610612758.0,SAC,,,,,,,,,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,
80,PT05M48.00S,2023-11-29T03:23:32.9Z,1,REGULAR,substitution,in,[],203967,,,1610612744,13,18,2023-11-29T03:26:38Z,699980,False,,,0,,SUB in: D. Saric,[203967],1610612744.0,GSW,,,,,,,,,,,,Saric,D. Saric,,,,,,,,,,,,,,,,,,
81,PT05M48.00S,2023-11-29T03:23:32.9Z,1,REGULAR,substitution,in,[],1627780,,,1610612744,13,18,2023-11-29T03:26:38Z,699990,False,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,,,,,,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,
71,PT05M48.00S,2023-11-29T03:26:36.0Z,1,REGULAR,freethrow,1 of 3,[],201939,,,1610612744,13,19,2023-11-29T03:28:04Z,710000,False,,,0,,S. Curry Free Throw 1 of 3 (6 PTS),[201939],1610612744.0,GSW,,,,,,,,,,Made,6.0,Curry,S. Curry,,,,,,,,,,,,,,,,,,
82,PT05M48.00S,2023-11-29T03:26:36.0Z,1,REGULAR,freethrow,2 of 3,[],201939,,,1610612744,13,20,2023-11-29T03:28:04Z,720000,False,,,0,,S. Curry Free Throw 2 of 3 (7 PTS),[201939],1610612744.0,GSW,,,,,,,,,,Made,7.0,Curry,S. Curry,,,,,,,,,,,,,,,,,,
83,PT05M48.00S,2023-11-29T03:26:36.0Z,1,REGULAR,freethrow,3 of 3,[],201939,,,1610612744,13,21,2023-11-29T03:28:04Z,730000,False,,,0,,S. Curry Free Throw 3 of 3 (8 PTS),[201939],1610612744.0,GSW,,,,,,,,,,Made,8.0,Curry,S. Curry,,,,,,,,,,,,,,,,,,
