actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
437,PT05M22.00S,2024-03-30T03:34:04.6Z,3,REGULAR,substitution,out,[],1629023,,,1610612742,68,60,2024-03-30T03:34:21Z,4160000,False,,,0,,SUB out: P. Washington,[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT05M22.00S,2024-03-30T03:34:04.6Z,3,REGULAR,substitution,in,[],1630558,,,1610612742,68,60,2024-03-30T03:34:21Z,4170000,False,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT05M22.00S,2024-03-30T03:34:04.6Z,3,REGULAR,substitution,in,[],1630556,,,1610612742,68,60,2024-03-30T03:34:21Z,4180000,False,,,0,,SUB in: K. Edwards,[1630556],1610612758.0,SAC,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT05M22.00S,2024-03-30T03:34:04.6Z,3,REGULAR,substitution,in,[],1628467,,,1610612742,68,60,2024-03-30T03:34:21Z,4190000,False,,,0,,SUB in: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT05M22.00S,2024-03-30T03:34:29.9Z,3,REGULAR,freethrow,2 of 2,[],1641726,,,1610612742,68,61,2024-03-30T03:34:30Z,4200000,False,,,0,,D. Lively II Free Throw 2 of 2 (10 PTS),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
442,PT05M06.00S,2024-03-30T03:34:47.6Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1627734,92.19776609724047,49.754901960784316,1610612758,70,61,2024-03-30T03:44:01Z,4210000,False,-1.0,21.0,1,right,D. Sabonis driving DUNK (13 PTS) (H. Barnes 2 AST),"[1627734, 203084]",1610612758.0,SAC,driving,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,2.08,Made,13.0,,,,H. Barnes,203084.0,2.0,,,,,,,,,,,
443,PT04M38.00S,2024-03-30T03:35:15.2Z,3,REGULAR,2pt,Jump Shot,[],203501,16.113666228646515,20.098039215686274,1610612742,70,61,2024-03-30T03:44:46Z,4220000,False,150.0,99.0,1,left,MISS T. Hardaway Jr. 17' pullup Shot,[203501],1610612742.0,DAL,pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Mid-Range,16-24 Right,17.93,Missed,,,,,,,,,,,,,,,,,,
444,PT04M38.00S,2024-03-30T03:35:15.2Z,3,REGULAR,rebound,offensive,[],1641726,,,1610612742,70,61,2024-03-30T03:35:28Z,4230000,False,,,0,,D. Lively II REBOUND (Off:3 Def:5),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,Mid-Range,16-24 Right,,,,,,,,,,,443.0,8.0,5.0,3.0,,,,,,
445,PT04M34.00S,2024-03-30T03:35:18.9Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1628467,27.94021024967148,18.137254901960784,1610612742,70,64,2024-03-30T03:35:31Z,4240000,False,159.0,210.0,1,left,M. Kleber 26' 3PT  (3 PTS) (D. Lively II 2 AST),"[1628467, 1641726]",1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,Above the Break 3,24+ Right Center,26.37,Made,3.0,,,,D. Lively II,1641726.0,2.0,,,,,,,,,,,
447,PT04M22.00S,2024-03-30T03:35:31.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203084,91.80354796320631,58.57843137254902,1610612758,70,64,2024-03-30T03:35:34Z,4260000,False,43.0,25.0,1,right,MISS H. Barnes fadeaway Shot,[203084],1610612758.0,SAC,fadeaway,,,Barnes,H. Barnes,,,,,In The Paint (Non-RA),0-8 Center,4.94,Missed,,,,,,,,,,,,,,,,,,
448,PT04M20.00S,2024-03-30T03:35:33.1Z,3,REGULAR,rebound,defensive,[],1641726,,,1610612742,70,64,2024-03-30T03:35:34Z,4270000,False,,,0,,D. Lively II REBOUND (Off:3 Def:6),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,447.0,9.0,6.0,3.0,,,,,,
449,PT04M15.00S,2024-03-30T03:35:41.8Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630556,,,1610612742,70,64,2024-03-30T03:36:08Z,4280000,False,,,0,,K. Edwards shooting personal FOUL (1 PF) (Doncic 2 FT),"[1630556, 1629029]",1610612758.0,SAC,shooting,,,Edwards,K. Edwards,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1662.0,,,,,1.0,0.0,Doncic,1629029.0,,
451,PT04M15.00S,2024-03-30T03:36:09.3Z,3,REGULAR,freethrow,1 of 2,[],1629029,,,1610612742,70,65,2024-03-30T03:36:09Z,4300000,False,,,0,,L. Doncic Free Throw 1 of 2 (16 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
452,PT04M15.00S,2024-03-30T03:36:25.9Z,3,REGULAR,freethrow,2 of 2,[],1629029,,,1610612742,70,66,2024-03-30T03:36:25Z,4310000,False,,,0,,L. Doncic Free Throw 2 of 2 (17 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
454,PT04M06.00S,2024-03-30T03:36:41.6Z,3,REGULAR,foul,personal,[],203957,,,1610612758,70,66,2024-03-30T03:47:07Z,4320000,False,,,0,,D. Exum personal FOUL (3 PF),"[203957, 1630558]",1610612742.0,DAL,,,,Exum,D. Exum,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,202035.0,,,,,3.0,0.0,Mitchell,1630558.0,,
456,PT04M06.00S,2024-03-30T03:36:57.0Z,3,REGULAR,substitution,out,[],203084,,,1610612758,70,66,2024-03-30T03:37:00Z,4340000,False,,,0,,SUB out: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
457,PT04M06.00S,2024-03-30T03:36:57.0Z,3,REGULAR,substitution,in,[],1631165,,,1610612758,70,66,2024-03-30T03:37:00Z,4350000,False,,,0,,SUB in: K. Ellis,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT04M06.00S,2024-03-30T03:37:05.5Z,3,REGULAR,substitution,out,[],1629029,,,1610612758,70,66,2024-03-30T03:37:09Z,4360000,False,,,0,,SUB out: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT04M06.00S,2024-03-30T03:37:05.5Z,3,REGULAR,substitution,in,[],202681,,,1610612758,70,66,2024-03-30T03:37:09Z,4370000,False,,,0,,SUB in: K. Irving,[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT03M59.00S,2024-03-30T03:37:23.7Z,3,REGULAR,3pt,Jump Shot,[],1630556,73.14388961892247,81.61764705882352,1610612758,73,66,2024-03-30T03:37:44Z,4380000,False,158.0,200.0,1,right,K. Edwards 25' 3PT  (3 PTS) (K. Murray 1 AST),"[1630556, 1631099]",1610612758.0,SAC,,,,Edwards,K. Edwards,,,,,Above the Break 3,24+ Right Center,25.49,Made,3.0,,,,K. Murray,1631099.0,1.0,,,,,,,,,,,
462,PT03M43.00S,2024-03-30T03:37:39.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203501,11.383048620236531,53.92156862745098,1610612742,73,66,2024-03-30T03:37:47Z,4400000,False,-20.0,55.0,1,left,MISS T. Hardaway Jr. floating Shot,[203501],1610612742.0,DAL,floating,,,Hardaway Jr.,T. Hardaway Jr.,,,,,In The Paint (Non-RA),0-8 Center,5.79,Missed,,,,,,,,,,,,,,,,,,
463,PT03M43.00S,2024-03-30T03:37:39.9Z,3,REGULAR,rebound,defensive,[],1627734,,,1610612758,73,66,2024-03-30T03:37:47Z,4410000,False,,,0,,D. Sabonis REBOUND (Off:1 Def:9),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,462.0,10.0,9.0,1.0,,,,,,
464,PT03M38.00S,2024-03-30T03:37:44.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630558,93.64323258869908,53.67647058823529,1610612758,75,66,2024-03-30T03:37:50Z,4420000,False,18.0,7.0,1,right,D. Mitchell running Layup (6 PTS) (D. Sabonis 9 AST),"[1630558, 1627734]",1610612758.0,SAC,running,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,1.98,Made,6.0,,,,D. Sabonis,1627734.0,9.0,,,,,,,,,,,
466,PT03M17.00S,2024-03-30T03:38:10.9Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631099,,,1610612742,75,66,2024-03-30T03:38:31Z,4440000,False,,,0,,K. Murray personal FOUL (4 PF) (Exum 2 FT),"[1631099, 203957]",1610612758.0,SAC,,,,Murray,K. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1627962.0,,,,,4.0,0.0,Exum,203957.0,,
468,PT03M17.00S,2024-03-30T03:38:38.8Z,3,REGULAR,freethrow,1 of 2,[],203957,,,1610612742,75,67,2024-03-30T03:38:38Z,4460000,False,,,0,,D. Exum Free Throw 1 of 2 (1 PTS),[203957],1610612742.0,DAL,,,,Exum,D. Exum,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
469,PT03M17.00S,2024-03-30T03:38:42.4Z,3,REGULAR,substitution,out,[],1631099,,,1610612742,75,67,2024-03-30T03:38:47Z,4470000,False,,,0,,SUB out: K. Murray,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT03M17.00S,2024-03-30T03:38:42.4Z,3,REGULAR,substitution,in,[],1630537,,,1610612742,75,67,2024-03-30T03:38:47Z,4480000,False,,,0,,SUB in: C. Duarte,[1630537],1610612758.0,SAC,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,
471,PT03M17.00S,2024-03-30T03:39:01.7Z,3,REGULAR,freethrow,2 of 2,[],203957,,,1610612742,75,68,2024-03-30T03:39:01Z,4490000,False,,,0,,D. Exum Free Throw 2 of 2 (2 PTS),[203957],1610612742.0,DAL,,,,Exum,D. Exum,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
472,PT03M03.00S,2024-03-30T03:39:21.8Z,3,REGULAR,foul,offensive,['inpenalty'],1627734,,,1610612758,75,68,2024-03-30T03:39:37Z,4500000,False,,,0,,D. Sabonis offensive FOUL (4 PF),"[1627734, 202681]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,1662.0,,,,,4.0,0.0,Irving,202681.0,,
474,PT03M03.00S,2024-03-30T03:39:21.8Z,3,REGULAR,turnover,offensive foul,[],1627734,,,1610612758,75,68,2024-03-30T03:39:21Z,4520000,False,,,0,,D. Sabonis offensive foul TURNOVER (4 TO),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Mid-Range,16-24 Right Center,,,,4.0,,,,,,1662.0,,,,,,,,,,
475,PT02M50.00S,2024-03-30T03:39:53.6Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1641726,15.193823915900131,53.431372549019606,1610612742,75,68,2024-03-30T03:48:43Z,4530000,False,-17.0,90.0,1,left,MISS D. Lively II 9' floating Shot,[1641726],1610612742.0,DAL,floating,,,Lively II,D. Lively II,,,,,In The Paint (Non-RA),8-16 Center,9.19,Missed,,,,,,,,,,,,,,,,,,
476,PT02M49.00S,2024-03-30T03:39:54.6Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612758,75,68,2024-03-30T03:40:01Z,4540000,False,,,0,,TEAM defensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,475.0,,,,,,,,,
478,PT02M49.00S,2024-03-30T03:40:06.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,75,68,2024-03-30T03:40:06Z,4560000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,PT02M49.00S,2024-03-30T03:42:36.2Z,3,REGULAR,substitution,out,[],1627734,,,1610612758,75,68,2024-03-30T03:42:55Z,4570000,False,,,0,,SUB out: D. Sabonis,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT02M49.00S,2024-03-30T03:42:36.2Z,3,REGULAR,substitution,out,[],1630537,,,1610612758,75,68,2024-03-30T03:42:55Z,4580000,False,,,0,,SUB out: C. Duarte,[1630537],1610612758.0,SAC,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT02M49.00S,2024-03-30T03:42:36.2Z,3,REGULAR,substitution,out,[],203957,,,1610612758,75,68,2024-03-30T03:42:55Z,4590000,False,,,0,,SUB out: D. Exum,[203957],1610612742.0,DAL,,,,Exum,D. Exum,,,,,,,,,,,,,,,,,,,,,,,,,,
482,PT02M49.00S,2024-03-30T03:42:36.2Z,3,REGULAR,substitution,out,[],1641726,,,1610612758,75,68,2024-03-30T03:42:55Z,4600000,False,,,0,,SUB out: D. Lively II,[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,,,,,,,,,,,,,,,,,,,,,,
483,PT02M49.00S,2024-03-30T03:42:36.2Z,3,REGULAR,substitution,in,[],1628368,,,1610612758,75,68,2024-03-30T03:42:55Z,4610000,False,,,0,,SUB in: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
484,PT02M49.00S,2024-03-30T03:42:36.2Z,3,REGULAR,substitution,in,[],203458,,,1610612758,75,68,2024-03-30T03:42:55Z,4620000,False,,,0,,SUB in: A. Len,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,,,
485,PT02M49.00S,2024-03-30T03:42:36.2Z,3,REGULAR,substitution,in,[],1629655,,,1610612758,75,68,2024-03-30T03:42:55Z,4630000,False,,,0,,SUB in: D. Gafford,[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
486,PT02M49.00S,2024-03-30T03:42:36.2Z,3,REGULAR,substitution,in,[],1629029,,,1610612758,75,68,2024-03-30T03:42:55Z,4640000,False,,,0,,SUB in: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,,
487,PT02M33.00S,2024-03-30T03:43:11.1Z,3,REGULAR,3pt,Jump Shot,[],1630556,91.40932982917214,3.9215686274509802,1610612758,78,68,2024-03-30T03:43:18Z,4650000,False,-230.0,28.0,1,right,K. Edwards 3PT  (6 PTS) (D. Mitchell 1 AST),"[1630556, 1630558]",1610612758.0,SAC,,,,Edwards,K. Edwards,,,,,Left Corner 3,24+ Left,23.21,Made,6.0,,,,D. Mitchell,1630558.0,1.0,,,,,,,,,,,
489,PT02M15.00S,2024-03-30T03:43:29.4Z,3,REGULAR,turnover,lost ball,[],1629029,,,1610612742,78,68,2024-03-30T03:43:34Z,4670000,False,,,0,,L. Doncic lost ball TURNOVER (4 TO),"[1629029, 1630556]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Mid-Range,16-24 Left Center,,,,4.0,Edwards,1630556.0,,,,,,,,,,,,,,
490,PT02M15.00S,2024-03-30T03:43:29.4Z,3,REGULAR,steal,,[],1630556,,,1610612758,78,68,2024-03-30T03:43:31Z,4680000,False,,,0,,K. Edwards STEAL (1 STL),[1630556],1610612758.0,SAC,,,,Edwards,K. Edwards,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
491,PT02M11.00S,2024-03-30T03:43:33.6Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628368,93.11760840998686,46.07843137254902,1610612758,80,68,2024-03-30T03:50:23Z,4690000,False,-20.0,12.0,1,right,D. Fox alley-oop Layup (17 PTS) (D. Mitchell 2 AST),"[1628368, 1630558]",1610612758.0,SAC,alley-oop,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,2.31,Made,17.0,,,,D. Mitchell,1630558.0,2.0,,,,,,,,,,,
493,PT01M49.00S,2024-03-30T03:43:55.0Z,3,REGULAR,3pt,Jump Shot,[],1628467,7.178055190538765,3.1862745098039214,1610612742,80,71,2024-03-30T03:44:00Z,4710000,False,234.0,15.0,1,left,M. Kleber 3PT  (6 PTS) (L. Doncic 8 AST),"[1628467, 1629029]",1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,Right Corner 3,24+ Right,23.46,Made,6.0,,,,L. Doncic,1629029.0,8.0,,,,,,,,,,,
496,PT01M25.00S,2024-03-30T03:44:19.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630558,84.83902759526939,51.225490196078425,1610612758,82,71,2024-03-30T03:44:25Z,4730000,False,6.0,90.0,1,right,D. Mitchell 9' floating Jump Shot (8 PTS) (A. Len 1 AST),"[1630558, 203458]",1610612758.0,SAC,floating,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),8-16 Center,9.02,Made,8.0,,,,A. Len,203458.0,1.0,,,,,,,,,,,
498,PT01M10.00S,2024-03-30T03:44:34.5Z,3,REGULAR,turnover,bad pass,[],1629029,,,1610612742,82,71,2024-03-30T03:44:38Z,4750000,False,,,0,,L. Doncic bad pass TURNOVER (5 TO),"[1629029, 1630558]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Mid-Range,16-24 Center,,,,5.0,Mitchell,1630558.0,,,,,,,,,,,,,,
499,PT01M10.00S,2024-03-30T03:44:34.5Z,3,REGULAR,steal,,[],1630558,,,1610612758,82,71,2024-03-30T03:44:36Z,4760000,False,,,0,,D. Mitchell STEAL (1 STL),[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
500,PT01M07.00S,2024-03-30T03:44:42.4Z,3,REGULAR,turnover,out-of-bounds,[],1631165,,,1610612758,82,71,2024-03-30T03:44:47Z,4770000,False,,,0,,K. Ellis lost ball out-of-bounds TURNOVER (2 TO),[1631165],1610612758.0,SAC,lost ball,,,Ellis,K. Ellis,,,,,Restricted Area,0-8 Center,,,,2.0,,,,,,1627962.0,,,,,,,,,,
501,PT00M58.50S,2024-03-30T03:44:58.7Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630556,,,1610612742,82,71,2024-03-30T03:45:07Z,4780000,False,,,0,,K. Edwards shooting personal FOUL (2 PF) (Doncic 2 FT),"[1630556, 1629029]",1610612758.0,SAC,shooting,,,Edwards,K. Edwards,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,1627962.0,,,,,2.0,0.0,Doncic,1629029.0,,
503,PT00M58.50S,2024-03-30T03:45:27.2Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1629029,,,1610612742,82,72,2024-03-30T03:45:27Z,4800000,False,,,0,,L. Doncic Free Throw 1 of 2 (18 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,Made,18.0,,,,,,,,,,,,,,,,,
504,PT00M58.50S,2024-03-30T03:45:31.5Z,3,REGULAR,substitution,out,[],202681,,,1610612742,82,72,2024-03-30T03:45:46Z,4810000,False,,,0,,SUB out: K. Irving,[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
505,PT00M58.50S,2024-03-30T03:45:31.5Z,3,REGULAR,substitution,in,[],1627884,,,1610612742,82,72,2024-03-30T03:45:46Z,4820000,False,,,0,,SUB in: D. Jones Jr.,[1627884],1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
506,PT00M58.50S,2024-03-30T03:45:49.2Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1629029,,,1610612742,82,73,2024-03-30T03:45:49Z,4830000,False,,,0,,L. Doncic Free Throw 2 of 2 (19 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,Made,19.0,,,,,,,,,,,,,,,,,
507,PT00M39.00S,2024-03-30T03:46:13.9Z,3,REGULAR,turnover,out-of-bounds,[],1628368,,,1610612758,82,73,2024-03-30T03:46:18Z,4840000,False,,,0,,D. Fox lost ball out-of-bounds TURNOVER (1 TO),[1628368],1610612758.0,SAC,lost ball,,,Fox,D. Fox,,,,,Mid-Range,8-16 Left,,,,1.0,,,,,,1627962.0,,,,,,,,,,
509,PT00M31.10S,2024-03-30T03:47:31.0Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629029,35.167542706964525,43.627450980392155,1610612742,82,73,2024-03-30T03:52:38Z,4860000,False,32.0,278.0,1,left,MISS L. Doncic 27' pullup 3PT,[1629029],1610612742.0,DAL,pullup,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Center,27.99,Missed,,,,,,,,,,,,,,,,,,
510,PT00M28.40S,2024-03-30T03:47:33.7Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612758,82,73,2024-03-30T03:47:37Z,4870000,False,,,0,,TEAM defensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,509.0,,,,,,,,,
512,PT00M10.10S,2024-03-30T03:48:00.6Z,3,REGULAR,2pt,Jump Shot,[],1628368,81.2910643889619,28.186274509803923,1610612758,82,73,2024-03-30T03:48:07Z,4890000,False,-109.0,123.0,1,right,MISS D. Fox 16' pullup Shot,[1628368],1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,Mid-Range,16-24 Left Center,16.47,Missed,,,,,,,,,,,,,,,,,,
513,PT00M04.70S,2024-03-30T03:48:06.1Z,3,REGULAR,rebound,offensive,[],1630556,,,1610612758,82,73,2024-03-30T03:48:06Z,4900000,False,,,0,,K. Edwards REBOUND (Off:1 Def:0),[1630556],1610612758.0,SAC,,,,Edwards,K. Edwards,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,512.0,1.0,0.0,1.0,,,,,,
514,PT00M02.70S,2024-03-30T03:48:08.0Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1631165,73.80091984231275,15.931372549019606,1610612758,82,73,2024-03-30T03:48:14Z,4910000,False,-170.0,194.0,1,right,MISS K. Ellis 25' 3PT,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,Above the Break 3,24+ Left Center,25.8,Missed,,,,,,,,,,,,,,,,,,
515,PT00M02.70S,2024-03-30T03:48:08.0Z,3,REGULAR,rebound,defensive,[],1629029,,,1610612742,82,73,2024-03-30T03:48:14Z,4920000,False,,,0,,L. Doncic REBOUND (Off:0 Def:6),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,514.0,6.0,6.0,0.0,,,,,,
516,PT00M00.00S,2024-03-30T03:48:17.0Z,3,REGULAR,period,end,[],0,,,1610612742,82,73,2024-03-30T03:48:17Z,4930000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,PT12M00.00S,2024-03-30T03:50:21.9Z,4,REGULAR,substitution,out,['startperiod'],1630558,,,1610612742,82,73,2024-03-30T03:51:02Z,4940000,False,,,0,,SUB out: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
518,PT12M00.00S,2024-03-30T03:50:21.9Z,4,REGULAR,substitution,out,['startperiod'],203501,,,1610612742,82,73,2024-03-30T03:51:02Z,4950000,False,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
519,PT12M00.00S,2024-03-30T03:50:21.9Z,4,REGULAR,substitution,out,['startperiod'],1629655,,,1610612742,82,73,2024-03-30T03:51:02Z,4960000,False,,,0,,SUB out: D. Gafford,[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
520,PT12M00.00S,2024-03-30T03:50:21.9Z,4,REGULAR,substitution,out,['startperiod'],1628467,,,1610612742,82,73,2024-03-30T03:51:02Z,4970000,False,,,0,,SUB out: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,,
521,PT12M00.00S,2024-03-30T03:50:21.9Z,4,REGULAR,substitution,in,['startperiod'],203084,,,1610612742,82,73,2024-03-30T03:51:02Z,4980000,False,,,0,,SUB in: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
522,PT12M00.00S,2024-03-30T03:50:21.9Z,4,REGULAR,substitution,in,['startperiod'],202681,,,1610612742,82,73,2024-03-30T03:51:02Z,4990000,False,,,0,,SUB in: K. Irving,[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
523,PT12M00.00S,2024-03-30T03:50:21.9Z,4,REGULAR,substitution,in,['startperiod'],1641726,,,1610612742,82,73,2024-03-30T03:51:02Z,5000000,False,,,0,,SUB in: D. Lively II,[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,,,,,,,,,,,,,,,,,,,,,,
524,PT12M00.00S,2024-03-30T03:50:21.9Z,4,REGULAR,substitution,in,['startperiod'],1629023,,,1610612742,82,73,2024-03-30T03:51:02Z,5010000,False,,,0,,SUB in: P. Washington,[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
525,PT12M00.00S,2024-03-30T03:51:05.1Z,4,REGULAR,period,start,[],0,,,1610612758,82,73,2024-03-30T03:51:05Z,5020000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,PT11M42.00S,2024-03-30T03:51:22.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,83.26215505913272,40.19607843137255,1610612758,84,73,2024-03-30T03:51:52Z,5030000,False,-49.0,105.0,1,right,D. Fox 11' floating Jump Shot (19 PTS),[1628368],1610612758.0,SAC,floating,,,Fox,D. Fox,,,,,In The Paint (Non-RA),8-16 Center,11.57,Made,19.0,,,,,,,,,,,,,,,,,
