actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
488,PT02M44.00S,2023-10-30T02:48:21.5Z,3,REGULAR,rebound,offensive,[],203076,,,1610612747,82,77,2023-10-30T02:48:38Z,4710000,False,,,0,,A. Davis REBOUND (Off:5 Def:7),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,487.0,12.0,7.0,5.0,,,,,,,,,,
489,PT02M44.00S,2023-10-30T02:48:35.2Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627734,,,1610612747,82,77,2023-10-30T02:48:55Z,4720000,False,,,0,,D. Sabonis shooting personal FOUL (4 PF) (Davis 2 FT),"[1627734, 203076]",1610612758.0,SAC,shooting,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1151.0,4.0,0.0,Davis,203076.0
491,PT02M44.00S,2023-10-30T02:48:57.2Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],203076,,,1610612747,82,78,2023-10-30T02:48:57Z,4740000,False,,,0,,A. Davis Free Throw 1 of 2 (23 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,Made,23.0,,,,,,,,,,,,,,
492,PT02M44.00S,2023-10-30T02:48:58.1Z,3,REGULAR,substitution,out,[],1627734,,,1610612747,82,78,2023-10-30T02:49:00Z,4750000,False,,,0,,SUB out: D. Sabonis,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,,
493,PT02M44.00S,2023-10-30T02:48:58.1Z,3,REGULAR,substitution,in,[],201580,,,1610612747,82,78,2023-10-30T02:49:00Z,4760000,False,,,0,,SUB in: J. McGee,[201580],1610612758.0,SAC,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,,
494,PT02M44.00S,2023-10-30T02:49:24.1Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],203076,,,1610612747,82,79,2023-10-30T02:49:24Z,4770000,False,,,0,,A. Davis Free Throw 2 of 2 (24 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,Made,24.0,,,,,,,,,,,,,,
495,PT02M18.00S,2023-10-30T02:49:51.4Z,3,REGULAR,2pt,Jump Shot,[],1628370,86.15308804204993,71.07843137254902,1610612758,82,79,2023-10-30T02:49:54Z,4780000,False,105.0,78.0,1,right,MISS M. Monk 13' floating Shot,[1628370],1610612758.0,SAC,floating,,,Monk,M. Monk,,,,,Mid-Range,8-16 Right,,,,13.09,Missed,,,,,,,,,,,,,,,
496,PT02M16.00S,2023-10-30T02:49:53.4Z,3,REGULAR,rebound,defensive,[],203076,,,1610612747,82,79,2023-10-30T02:49:54Z,4790000,False,,,0,,A. Davis REBOUND (Off:5 Def:8),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Mid-Range,8-16 Right,,,,,,,495.0,13.0,8.0,5.0,,,,,,,,,,
497,PT02M08.00S,2023-10-30T02:50:01.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203076,8.09789750328515,55.88235294117647,1610612747,82,79,2023-10-30T02:52:04Z,4800000,False,-29.0,24.0,1,left,MISS A. Davis driving Layup,[203076],1610612747.0,LAL,driving,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,3.77,Missed,,,,,,,,,,,,,,,
498,PT02M08.00S,2023-10-30T02:50:01.3Z,3,REGULAR,rebound,defensive,[],1628426,,,1610612758,82,79,2023-10-30T02:50:09Z,4810000,False,,,0,,A. Vezenkov REBOUND (Off:0 Def:4),[1628426],1610612758.0,SAC,,,,Vezenkov,A. Vezenkov,,,,,Restricted Area,0-8 Center,,,,,,,497.0,4.0,4.0,0.0,,,,,,,,,,
499,PT02M08.00S,2023-10-30T02:50:08.6Z,3,REGULAR,foul,personal,[],203076,,,1610612758,82,79,2023-10-30T02:50:40Z,4820000,False,,,0,,A. Davis personal FOUL (3 PF),"[203076, 1628426]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1204.0,3.0,0.0,Vezenkov,1628426.0
501,PT02M08.00S,2023-10-30T02:50:29.9Z,3,REGULAR,substitution,out,[],203076,,,1610612758,82,79,2023-10-30T02:50:37Z,4840000,False,,,0,,SUB out: A. Davis,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
502,PT02M08.00S,2023-10-30T02:50:29.9Z,3,REGULAR,substitution,in,[],1629637,,,1610612758,82,79,2023-10-30T02:50:37Z,4850000,False,,,0,,SUB in: J. Hayes,[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
503,PT01M56.00S,2023-10-30T02:50:50.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629216,,,1610612758,82,79,2023-10-30T02:50:59Z,4860000,False,,,0,,G. Vincent shooting personal FOUL (1 PF) (Monk 2 FT),"[1629216, 1628370]",1610612747.0,LAL,shooting,,,Vincent,G. Vincent,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,2714.0,1.0,0.0,Monk,1628370.0
505,PT01M56.00S,2023-10-30T02:51:14.6Z,3,REGULAR,freethrow,1 of 2,[],1628370,,,1610612758,83,79,2023-10-30T02:51:41Z,4880000,False,,,0,,M. Monk Free Throw 1 of 2 (11 PTS),[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,Made,11.0,,,,,,,,,,,,,,
506,PT01M56.00S,2023-10-30T02:51:14.6Z,3,REGULAR,freethrow,2 of 2,[],1628370,,,1610612758,83,79,2023-10-30T02:51:41Z,4890000,False,,,0,,MISS M. Monk Free Throw 2 of 2,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
507,PT01M54.00S,2023-10-30T02:51:16.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612758,83,79,2023-10-30T02:51:41Z,4900000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,506.0,,,,,,,,,,,,,
509,PT01M45.00S,2023-10-30T02:51:59.9Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",201580,90.75229960578186,43.38235294117647,1610612758,85,79,2023-10-30T02:52:03Z,4920000,False,-33.0,34.0,1,right,J. McGee Hook (4 PTS),[201580],1610612758.0,SAC,,,,McGee,J. McGee,,,,,In The Paint (Non-RA),0-8 Center,,,,4.77,Made,4.0,,,,,,,,,,,,,,
511,PT01M37.00S,2023-10-30T02:52:09.6Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630558,,,1610612747,85,79,2023-10-30T02:52:18Z,4940000,False,,,0,,D. Mitchell personal FOUL (4 PF) (Hayes 2 FT),"[1630558, 1629637]",1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,1151.0,4.0,0.0,Hayes,1629637.0
513,PT01M37.00S,2023-10-30T02:52:39.9Z,3,REGULAR,freethrow,1 of 2,[],1629637,,,1610612747,85,80,2023-10-30T02:52:39Z,4960000,False,,,0,,J. Hayes Free Throw 1 of 2 (3 PTS),[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
514,PT01M37.00S,2023-10-30T02:52:58.0Z,3,REGULAR,freethrow,2 of 2,[],1629637,,,1610612747,85,81,2023-10-30T02:52:58Z,4970000,False,,,0,,J. Hayes Free Throw 2 of 2 (4 PTS),[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,
515,PT01M25.00S,2023-10-30T02:53:12.4Z,3,REGULAR,3pt,Jump Shot,[],1628426,74.45795006570303,14.460784313725492,1610612758,85,81,2023-10-30T02:53:16Z,4980000,False,-178.0,188.0,1,right,MISS A. Vezenkov 25' 3PT,[1628426],1610612758.0,SAC,,,,Vezenkov,A. Vezenkov,,,,,Above the Break 3,24+ Left Center,,,,25.84,Missed,,,,,,,,,,,,,,,
516,PT01M22.00S,2023-10-30T02:53:15.4Z,3,REGULAR,rebound,defensive,[],2544,,,1610612747,85,81,2023-10-30T02:53:16Z,4990000,False,,,0,,L. James REBOUND (Off:0 Def:6),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Left Center,,,,,,,515.0,6.0,6.0,0.0,,,,,,,,,,
517,PT01M09.00S,2023-10-30T02:53:28.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],2544,14.799605781865965,48.77450980392157,1610612747,85,81,2023-10-30T02:53:33Z,5000000,False,6.0,87.0,1,left,MISS L. James 8' turnaround Shot,[2544],1610612747.0,LAL,turnaround,,,James,L. James,,,,,In The Paint (Non-RA),8-16 Center,,,,8.68,Missed,,,,,,,,,,,,,,,
518,PT01M07.00S,2023-10-30T02:53:30.4Z,3,REGULAR,rebound,defensive,[],1628370,,,1610612758,85,81,2023-10-30T02:53:33Z,5010000,False,,,0,,M. Monk REBOUND (Off:1 Def:2),[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,517.0,3.0,2.0,1.0,,,,,,,,,,
519,PT00M56.30S,2023-10-30T02:53:41.9Z,3,REGULAR,3pt,Jump Shot,[],1628370,90.75229960578186,96.07843137254902,1610612758,85,81,2023-10-30T02:54:41Z,5020000,False,230.0,34.0,1,right,MISS M. Monk pullup 3PT,[1628370],1610612758.0,SAC,pullup,,,Monk,M. Monk,,,,,Right Corner 3,24+ Right,,,,23.3,Missed,,,,,,,,,,,,,,,
520,PT00M52.90S,2023-10-30T02:53:45.4Z,3,REGULAR,rebound,defensive,[],2544,,,1610612747,85,81,2023-10-30T02:53:45Z,5030000,False,,,0,,L. James REBOUND (Off:0 Def:7),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Right Corner 3,24+ Right,,,,,,,519.0,7.0,7.0,0.0,,,,,,,,,,
521,PT00M52.40S,2023-10-30T02:53:48.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630537,,,1610612747,85,81,2023-10-30T02:54:06Z,5040000,False,,,0,,C. Duarte shooting personal FOUL (3 PF) (Hachimura 2 FT),"[1630537, 1629060]",1610612758.0,SAC,shooting,,,Duarte,C. Duarte,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1151.0,3.0,0.0,Hachimura,1629060.0
523,PT00M52.40S,2023-10-30T02:54:14.1Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1629060,,,1610612747,85,82,2023-10-30T02:55:16Z,5060000,False,,,0,,R. Hachimura Free Throw 1 of 2 (2 PTS),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,
524,PT00M52.40S,2023-10-30T02:54:14.1Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1629060,,,1610612747,85,83,2023-10-30T02:55:16Z,5070000,False,,,0,,R. Hachimura Free Throw 2 of 2 (3 PTS),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
525,PT00M33.40S,2023-10-30T02:54:52.1Z,3,REGULAR,2pt,Jump Shot,[],1630558,76.69185282522996,49.754901960784316,1610612758,87,83,2023-10-30T02:54:56Z,5080000,False,-1.0,167.0,1,right,D. Mitchell 16' pullup Jump Shot (5 PTS),[1630558],1610612758.0,SAC,pullup,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Center,,,,16.66,Made,5.0,,,,,,,,,,,,,,
526,PT00M21.30S,2023-10-30T02:55:05.7Z,3,REGULAR,2pt,Jump Shot,[],1626156,22.946780551905388,43.13725490196079,1610612747,87,83,2023-10-30T02:55:10Z,5090000,False,34.0,163.0,1,left,MISS D. Russell 16' pullup Shot,[1626156],1610612747.0,LAL,pullup,,,Russell,D. Russell,,,,,Mid-Range,16-24 Center,,,,16.68,Missed,,,,,,,,,,,,,,,
527,PT00M19.00S,2023-10-30T02:55:08.2Z,3,REGULAR,rebound,defensive,[],1630537,,,1610612758,87,83,2023-10-30T02:55:08Z,5100000,False,,,0,,C. Duarte REBOUND (Off:0 Def:2),[1630537],1610612758.0,SAC,,,,Duarte,C. Duarte,,,,,Mid-Range,16-24 Center,,,,,,,526.0,2.0,2.0,0.0,,,,,,,,,,
528,PT00M02.20S,2023-10-30T02:55:24.9Z,3,REGULAR,3pt,Jump Shot,[],1630537,92.72339027595268,96.56862745098039,1610612758,87,83,2023-10-30T02:55:30Z,5110000,False,233.0,16.0,1,right,MISS C. Duarte 3PT,[1630537],1610612758.0,SAC,,,,Duarte,C. Duarte,,,,,Right Corner 3,24+ Right,,,,23.33,Missed,,,,,,,,,,,,,,,
529,PT00M02.20S,2023-10-30T02:55:24.9Z,3,REGULAR,rebound,defensive,[],1629637,,,1610612747,87,83,2023-10-30T02:55:30Z,5120000,False,,,0,,J. Hayes REBOUND (Off:0 Def:1),[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,Right Corner 3,24+ Right,,,,,,,528.0,1.0,1.0,0.0,,,,,,,,,,
530,PT00M00.00S,2023-10-30T02:55:38.2Z,3,REGULAR,period,end,[],0,,,1610612747,87,83,2023-10-30T02:55:38Z,5130000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,PT12M00.00S,2023-10-30T02:58:18.5Z,4,REGULAR,period,start,[],0,,,1610612747,87,83,2023-10-30T02:58:18Z,5140000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,PT11M50.00S,2023-10-30T02:58:30.7Z,4,REGULAR,turnover,traveling,[],2544,,,1610612747,87,83,2023-10-30T02:58:40Z,5150000,False,,,0,,L. James traveling TURNOVER (4 TO),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Restricted Area,0-8 Center,4.0,,,,,,,,,,,,,,,1151.0,,,,
533,PT11M31.00S,2023-10-30T02:59:01.8Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630537,78.79434954007884,91.42156862745098,1610612758,87,83,2023-10-30T02:59:10Z,5160000,False,207.0,147.0,1,right,MISS C. Duarte 25' 3PT,[1630537],1610612758.0,SAC,,,,Duarte,C. Duarte,,,,,Above the Break 3,24+ Right Center,,,,25.39,Missed,,,,,,,,,,,,,,,
534,PT11M30.00S,2023-10-30T02:59:02.8Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612747,87,83,2023-10-30T02:59:10Z,5170000,False,,,0,,TEAM defensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,533.0,,,,,,,,,,,,,
536,PT11M19.00S,2023-10-30T02:59:19.0Z,4,REGULAR,3pt,Jump Shot,[],1629060,5.469776609724048,2.2058823529411766,1610612747,87,86,2023-10-30T02:59:24Z,5190000,False,239.0,-1.0,1,left,R. Hachimura 3PT  (6 PTS) (D. Russell 5 AST),"[1629060, 1626156]",1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Right Corner 3,24+ Right,,,,23.9,Made,6.0,,,,,,,D. Russell,1626156.0,5.0,,,,,
538,PT11M01.00S,2023-10-30T02:59:38.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628426,92.59198423127464,48.77450980392157,1610612758,89,86,2023-10-30T02:59:45Z,5210000,False,-6.0,17.0,1,right,A. Vezenkov cutting Layup (10 PTS) (M. Monk 2 AST),"[1628426, 1628370]",1610612758.0,SAC,cutting,,,Vezenkov,A. Vezenkov,,,,,Restricted Area,0-8 Center,,,,1.82,Made,10.0,,,,,,,M. Monk,1628370.0,2.0,,,,,
540,PT11M01.00S,2023-10-30T02:59:41.4Z,4,REGULAR,foul,personal,['1freethrow'],1629637,,,1610612758,89,86,2023-10-30T02:59:52Z,5230000,False,,,0,,J. Hayes shooting personal FOUL (1 PF) (Vezenkov 1 FT),"[1629637, 1628426]",1610612747.0,LAL,shooting,,,Hayes,J. Hayes,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1204.0,1.0,0.0,Vezenkov,1628426.0
542,PT11M01.00S,2023-10-30T02:59:54.7Z,4,REGULAR,substitution,out,[],1630537,,,1610612758,89,86,2023-10-30T03:00:56Z,5250000,False,,,0,,SUB out: C. Duarte,[1630537],1610612758.0,SAC,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,
543,PT11M01.00S,2023-10-30T02:59:54.7Z,4,REGULAR,substitution,in,[],203084,,,1610612758,89,86,2023-10-30T03:00:56Z,5260000,False,,,0,,SUB in: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
544,PT11M01.00S,2023-10-30T03:00:20.5Z,4,REGULAR,freethrow,1 of 1,[],1628426,,,1610612758,90,86,2023-10-30T03:00:20Z,5270000,False,,,0,,A. Vezenkov Free Throw 1 of 1 (11 PTS),[1628426],1610612758.0,SAC,,,,Vezenkov,A. Vezenkov,,,,,,,,,,,Made,11.0,,,,,,,,,,,,,,
545,PT10M54.00S,2023-10-30T03:00:31.7Z,4,REGULAR,2pt,Jump Shot,[],1626156,21.76412614980289,51.470588235294116,1610612747,90,88,2023-10-30T03:01:21Z,5280000,False,-7.0,152.0,1,left,D. Russell 15' pullup Jump Shot (7 PTS),[1626156],1610612747.0,LAL,pullup,,,Russell,D. Russell,,,,,Mid-Range,8-16 Center,,,,15.23,Made,7.0,,,,,,,,,,,,,,
546,PT10M28.00S,2023-10-30T03:00:54.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628426,85.23324572930355,46.32352941176471,1610612758,90,88,2023-10-30T03:00:59Z,5290000,False,-18.0,86.0,1,right,MISS A. Vezenkov 8' Jump Shot,[1628426],1610612758.0,SAC,,,,Vezenkov,A. Vezenkov,,,,,In The Paint (Non-RA),8-16 Center,,,,8.82,Missed,,,,,,,,,,,,,,,
547,PT10M26.00S,2023-10-30T03:00:56.8Z,4,REGULAR,rebound,defensive,[],2544,,,1610612747,90,88,2023-10-30T03:00:56Z,5300000,False,,,0,,L. James REBOUND (Off:0 Def:8),[2544],1610612747.0,LAL,,,,James,L. James,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,546.0,8.0,8.0,0.0,,,,,,,,,,
548,PT10M24.00S,2023-10-30T03:01:00.6Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1629060,26.888961892247043,18.38235294117647,1610612747,90,91,2023-10-30T03:02:50Z,5310000,False,158.0,200.0,1,left,R. Hachimura 25' 3PT running (9 PTS) (L. James 6 AST),"[1629060, 2544]",1610612747.0,LAL,running,,,Hachimura,R. Hachimura,,,,,Above the Break 3,24+ Right Center,,,,25.52,Made,9.0,,,,,,,L. James,2544.0,6.0,,,,,
550,PT10M24.00S,2023-10-30T03:01:10.2Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,90,91,2023-10-30T03:01:10Z,5330000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,PT10M24.00S,2023-10-30T03:03:06.0Z,4,REGULAR,substitution,out,[],201580,,,1610612758,90,91,2023-10-30T03:03:40Z,5340000,False,,,0,,SUB out: J. McGee,[201580],1610612758.0,SAC,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,,
552,PT10M24.00S,2023-10-30T03:03:06.0Z,4,REGULAR,substitution,out,[],1628426,,,1610612758,90,91,2023-10-30T03:03:40Z,5350000,False,,,0,,SUB out: A. Vezenkov,[1628426],1610612758.0,SAC,,,,Vezenkov,A. Vezenkov,,,,,,,,,,,,,,,,,,,,,,,,,,
553,PT10M24.00S,2023-10-30T03:03:06.0Z,4,REGULAR,substitution,out,[],1630558,,,1610612758,90,91,2023-10-30T03:03:40Z,5360000,False,,,0,,SUB out: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
554,PT10M24.00S,2023-10-30T03:03:06.0Z,4,REGULAR,substitution,in,[],1628368,,,1610612758,90,91,2023-10-30T03:03:40Z,5370000,False,,,0,,SUB in: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
555,PT10M24.00S,2023-10-30T03:03:06.0Z,4,REGULAR,substitution,in,[],1628989,,,1610612758,90,91,2023-10-30T03:03:40Z,5380000,False,,,0,,SUB in: K. Huerter,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
556,PT10M24.00S,2023-10-30T03:03:06.0Z,4,REGULAR,substitution,in,[],1627734,,,1610612758,90,91,2023-10-30T03:03:40Z,5390000,False,,,0,,SUB in: D. Sabonis,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,,
557,PT10M12.00S,2023-10-30T03:04:12.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628370,88.78120893561103,62.745098039215684,1610612758,90,91,2023-10-30T03:06:32Z,5400000,False,64.0,53.0,1,right,MISS M. Monk 8' driving Layup,[1628370],1610612758.0,SAC,driving,,,Monk,M. Monk,,,,,In The Paint (Non-RA),8-16 Right,,,,8.29,Missed,,,,,,,,,,,,,,,
558,PT10M09.00S,2023-10-30T03:04:15.6Z,4,REGULAR,rebound,defensive,[],1629637,,,1610612747,90,91,2023-10-30T03:06:12Z,5410000,False,,,0,,J. Hayes REBOUND (Off:0 Def:2),[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,557.0,2.0,2.0,0.0,,,,,,,,,,
560,PT09M46.00S,2023-10-30T03:04:34.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],2544,7.5722733245729295,51.470588235294116,1610612747,90,93,2023-10-30T03:04:38Z,5420000,False,-7.0,19.0,1,left,L. James driving Layup (13 PTS),[2544],1610612747.0,LAL,driving,,,James,L. James,,,,,Restricted Area,0-8 Center,,,,2.01,Made,13.0,,,,,,,,,,,,,,
561,PT09M33.00S,2023-10-30T03:04:47.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628368,90.22667542706965,41.911764705882355,1610612758,92,93,2023-10-30T03:04:50Z,5430000,False,-40.0,39.0,1,right,D. Fox driving Layup (26 PTS),[1628368],1610612758.0,SAC,driving,,,Fox,D. Fox,,,,,In The Paint (Non-RA),0-8 Center,,,,5.64,Made,26.0,,,,,,,,,,,,,,
562,PT09M16.00S,2023-10-30T03:05:04.1Z,4,REGULAR,2pt,Jump Shot,[],1629060,21.632720105124836,26.47058823529412,1610612747,92,95,2023-10-30T03:05:07Z,5440000,False,118.0,151.0,1,left,R. Hachimura 19' pullup Jump Shot (11 PTS) (D. Russell 6 AST),"[1629060, 1626156]",1610612747.0,LAL,pullup,,,Hachimura,R. Hachimura,,,,,Mid-Range,16-24 Right Center,,,,19.12,Made,11.0,,,,,,,D. Russell,1626156.0,6.0,,,,,
564,PT08M59.00S,2023-10-30T03:05:21.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203084,87.72996057818659,49.26470588235294,1610612758,92,95,2023-10-30T03:05:30Z,5460000,False,-4.0,63.0,1,right,MISS H. Barnes 6' floating Shot,[203084],1610612758.0,SAC,floating,,,Barnes,H. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,,6.29,Missed,,,,,,,,,,,,,,,
565,PT08M56.00S,2023-10-30T03:05:24.3Z,4,REGULAR,rebound,defensive,[],1629060,,,1610612747,92,95,2023-10-30T03:05:30Z,5470000,False,,,0,,R. Hachimura REBOUND (Off:2 Def:4),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,564.0,6.0,4.0,2.0,,,,,,,,,,
566,PT08M49.00S,2023-10-30T03:05:31.0Z,4,REGULAR,3pt,Jump Shot,[],1629060,26.888961892247043,18.137254901960784,1610612747,92,95,2023-10-30T03:05:40Z,5480000,False,159.0,200.0,1,left,MISS R. Hachimura 25' 3PT,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Above the Break 3,24+ Right Center,,,,25.59,Missed,,,,,,,,,,,,,,,
567,PT08M45.00S,2023-10-30T03:05:35.0Z,4,REGULAR,rebound,defensive,[],1627734,,,1610612758,92,95,2023-10-30T03:05:40Z,5490000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:12),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Right Center,,,,,,,566.0,12.0,12.0,0.0,,,,,,,,,,
568,PT08M37.00S,2023-10-30T03:05:43.6Z,4,REGULAR,turnover,bad pass,[],1628370,,,1610612758,92,95,2023-10-30T03:05:49Z,5500000,False,,,0,,M. Monk bad pass TURNOVER (2 TO),"[1628370, 1629216]",1610612758.0,SAC,,,,Monk,M. Monk,,,,,In The Paint (Non-RA),8-16 Center,2.0,Vincent,1629216.0,,,,,,,,,,,,,,,,,
569,PT08M37.00S,2023-10-30T03:05:43.6Z,4,REGULAR,steal,,[],1629216,,,1610612747,92,95,2023-10-30T03:05:45Z,5510000,False,,,0,,G. Vincent STEAL (1 STL),[1629216],1610612747.0,LAL,,,,Vincent,G. Vincent,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
570,PT08M32.00S,2023-10-30T03:05:48.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626156,7.966491458607096,50.49019607843137,1610612747,92,97,2023-10-30T03:05:55Z,5520000,False,-2.0,22.0,1,left,D. Russell running Layup (9 PTS) (L. James 7 AST),"[1626156, 2544]",1610612747.0,LAL,running,,,Russell,D. Russell,,,,,Restricted Area,0-8 Center,,,,2.25,Made,9.0,,,,,,,L. James,2544.0,7.0,,,,,
572,PT08M31.00S,2023-10-30T03:05:54.9Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,92,97,2023-10-30T03:05:54Z,5540000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,PT08M31.00S,2023-10-30T03:07:33.4Z,4,REGULAR,substitution,out,[],1628370,,,1610612758,92,97,2023-10-30T03:08:37Z,5550000,False,,,0,,SUB out: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
575,PT08M31.00S,2023-10-30T03:07:33.4Z,4,REGULAR,substitution,out,[],1629637,,,1610612758,92,97,2023-10-30T03:08:37Z,5560000,False,,,0,,SUB out: J. Hayes,[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
