actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
24,PT09M55.00S,2023-12-06T00:38:11.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203114,7.30946123521682,50.49019607843137,1610612749,2,6,2023-12-06T00:38:53Z,240000,False,-2.0,16.0,1,left,MISS K. Middleton driving floating bank Shot,[203114],1610612749.0,MIL,driving floating bank,,,Middleton,K. Middleton,,,,,Restricted Area,0-8 Center,1.64,Missed,,,,,,,,,,,,,,,,,,
25,PT09M53.00S,2023-12-06T00:38:13.8Z,1,REGULAR,rebound,offensive,[],203507,,,1610612749,2,6,2023-12-06T00:38:53Z,250000,False,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:0),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,24.0,1.0,0.0,1.0,,,,,,,,,,,,,,
26,PT09M53.00S,2023-12-06T00:38:18.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203507,5.590000152587891,50.0,1610612749,4,6,2023-12-06T00:39:48Z,260000,False,0.0,0.0,1,left,G. Antetokounmpo tip Layup (4 PTS),[203507],1610612749.0,MIL,tip,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,,,4.0,,,,,,,,,
28,PT09M36.00S,2023-12-06T00:38:42.5Z,1,REGULAR,2pt,Jump Shot,[],203944,79.58278580814718,66.42156862745098,1610612752,4,8,2023-12-06T00:40:43Z,280000,False,82.0,139.0,1,right,J. Randle 16' step back Jump Shot (2 PTS) (M. Robinson 2 AST),"[203944, 1629011]",1610612752.0,NYK,step back,,,Randle,J. Randle,,,,,Mid-Range,16-24 Right Center,16.18,Made,,,,,,,,,2.0,M. Robinson,1629011.0,2.0,,,,,,
29,PT09M11.00S,2023-12-06T00:39:07.6Z,1,REGULAR,2pt,Jump Shot,[],203081,4.812746386333772,71.07843137254902,1610612749,4,8,2023-12-06T00:39:12Z,290000,False,-105.0,-7.0,1,left,MISS D. Lillard 10' step back Shot,[203081],1610612749.0,MIL,step back,,,Lillard,D. Lillard,,,,,Mid-Range,8-16 Left,10.57,Missed,,,,,,,,,,,,,,,,,,
30,PT09M08.00S,2023-12-06T00:39:10.6Z,1,REGULAR,rebound,defensive,[],1629011,,,1610612752,4,8,2023-12-06T00:39:12Z,300000,False,,,0,,M. Robinson REBOUND (Off:0 Def:1),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Mid-Range,8-16 Left,,,29.0,1.0,1.0,0.0,,,,,,,,,,,,,,
31,PT09M05.00S,2023-12-06T00:39:13.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628973,68.67608409986859,64.95098039215686,1610612752,4,8,2023-12-06T00:39:21Z,310000,False,75.0,242.0,1,right,MISS J. Brunson 25' running pullup 3PT,[1628973],1610612752.0,NYK,running pullup,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Center,25.32,Missed,,,,,,,,,,,,,,,,,,
32,PT09M01.00S,2023-12-06T00:39:17.7Z,1,REGULAR,rebound,defensive,[],201572,,,1610612749,4,8,2023-12-06T00:39:21Z,320000,False,,,0,,B. Lopez REBOUND (Off:0 Def:2),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Center,,,31.0,2.0,2.0,0.0,,,,,,,,,,,,,,
33,PT08M47.00S,2023-12-06T00:39:30.5Z,1,REGULAR,3pt,Jump Shot,[],1627736,12.352168199737187,95.61121323529412,1610612749,7,8,2023-12-06T00:39:40Z,330000,False,-228.0,64.0,1,left,M. Beasley 3PT  (3 PTS) (K. Middleton 2 AST),"[1627736, 203114]",1610612749.0,MIL,,,,Beasley,M. Beasley,,,,,Left Corner 3,24+ Left,23.68,Made,,,,,,,,,3.0,K. Middleton,203114.0,2.0,,,,,,
35,PT08M24.00S,2023-12-06T00:39:54.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,94.03745072273325,48.77450980392157,1610612752,7,8,2023-12-06T00:40:05Z,350000,False,-6.0,4.0,1,right,MISS R. Barrett driving reverse Layup,[1629628],1610612752.0,NYK,driving reverse,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,0.7,Missed,,,,,,,,,,,,,,,,,,
36,PT08M21.00S,2023-12-06T00:39:57.1Z,1,REGULAR,rebound,offensive,[],1629011,,,1610612752,7,8,2023-12-06T00:40:05Z,360000,False,,,0,,M. Robinson REBOUND (Off:1 Def:1),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,,,35.0,2.0,1.0,1.0,,,,,,,,,,,,,,
37,PT08M20.00S,2023-12-06T00:39:57.9Z,1,REGULAR,turnover,lost ball,[],1629011,,,1610612752,7,8,2023-12-06T00:40:08Z,370000,False,,,0,,M. Robinson lost ball TURNOVER (1 TO),"[1629011, 203081]",1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,,,,,,,,1.0,Lillard,203081.0,,,,,,,,,,
38,PT08M20.00S,2023-12-06T00:39:57.9Z,1,REGULAR,steal,,[],203081,,,1610612749,7,8,2023-12-06T00:40:00Z,380000,False,,,0,,D. Lillard STEAL (1 STL),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
39,PT08M15.00S,2023-12-06T00:40:02.9Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203507,6.652431011826544,50.73529411764706,1610612749,9,8,2023-12-06T00:40:52Z,390000,False,-4.0,10.0,1,left,G. Antetokounmpo running Layup (6 PTS) (D. Lillard 1 AST),"[203507, 203081]",1610612749.0,MIL,running,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,1.07,Made,,,,,,,,,6.0,D. Lillard,203081.0,1.0,,,,,,
41,PT07M56.00S,2023-12-06T00:40:27.4Z,1,REGULAR,foul,personal,[],203114,,,1610612752,9,8,2023-12-06T00:41:01Z,410000,False,,,0,,K. Middleton personal FOUL (1 PF),"[203114, 1629628]",1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,Mid-Range,16-24 Center,,,,,,,1627541.0,,,,,,,,1.0,0.0,Barrett,1629628.0,,
43,PT07M44.00S,2023-12-06T00:41:11.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629011,93.77463863337714,50.0,1610612752,9,10,2023-12-06T00:41:16Z,430000,False,0.0,6.0,1,right,M. Robinson DUNK (2 PTS) (J. Randle 1 AST),"[1629011, 203944]",1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,0.6,Made,,,,,,,,,2.0,J. Randle,203944.0,1.0,,,,,,
45,PT07M27.00S,2023-12-06T00:41:29.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203507,6.915243101182654,50.245098039215684,1610612749,11,10,2023-12-06T00:41:33Z,450000,False,-1.0,13.0,1,left,G. Antetokounmpo cutting DUNK (8 PTS) (B. Lopez 1 AST),"[203507, 201572]",1610612749.0,MIL,cutting,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,1.26,Made,,,,,,,,,8.0,B. Lopez,201572.0,1.0,,,,,,
47,PT07M10.00S,2023-12-06T00:41:45.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629628,83.13074901445466,49.754901960784316,1610612752,11,10,2023-12-06T00:43:12Z,470000,False,-1.0,106.0,1,right,MISS R. Barrett 10' floating Shot,[1629628],1610612752.0,NYK,floating,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),8-16 Center,10.61,Missed,,,,,,,,,,,,,,,,,,
48,PT07M08.00S,2023-12-06T00:41:47.0Z,1,REGULAR,rebound,offensive,[],1629628,,,1610612752,11,10,2023-12-06T00:41:50Z,480000,False,,,0,,R. Barrett REBOUND (Off:1 Def:1),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),8-16 Center,,,47.0,2.0,1.0,1.0,,,,,,,,,,,,,,
49,PT07M07.00S,2023-12-06T00:41:48.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629628,92.46057818659659,50.0,1610612752,11,12,2023-12-06T00:43:23Z,490000,False,0.0,18.0,1,right,R. Barrett floating Jump Shot (4 PTS),[1629628],1610612752.0,NYK,floating,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,1.84,Made,,,,,,,,,4.0,,,,,,,,,
50,PT07M01.00S,2023-12-06T00:41:57.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203507,8.886333771353483,49.50980392156863,1610612749,11,12,2023-12-06T00:43:05Z,500000,False,2.0,31.0,1,left,MISS G. Antetokounmpo Layup - blocked,"[203507, 1629011]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,3.11,Missed,,,,,,,,,,,,,,,,,Robinson,1629011.0
51,PT07M01.00S,2023-12-06T00:41:57.9Z,1,REGULAR,block,,[],1629011,,,1610612749,11,12,2023-12-06T00:42:01Z,510000,False,,,0,,M. Robinson BLOCK (1 BLK),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
52,PT06M59.00S,2023-12-06T00:41:59.9Z,1,REGULAR,rebound,offensive,[],203507,,,1610612749,11,12,2023-12-06T00:43:05Z,520000,False,,,0,,G. Antetokounmpo REBOUND (Off:2 Def:0),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,50.0,2.0,0.0,2.0,,,,,,,,,,,,,,
53,PT06M58.00S,2023-12-06T00:42:06.4Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203507,5.590000152587891,50.0,1610612749,13,12,2023-12-06T00:43:16Z,530000,False,0.0,0.0,1,left,G. Antetokounmpo putback Layup (10 PTS),[203507],1610612749.0,MIL,putback,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,,,10.0,,,,,,,,,
54,PT06M40.00S,2023-12-06T00:42:15.1Z,1,REGULAR,3pt,Jump Shot,[],1628973,71.04139290407359,78.18627450980392,1610612752,13,12,2023-12-06T00:42:29Z,540000,False,141.0,220.0,1,right,MISS J. Brunson 26' pullup 3PT,[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Right Center,26.1,Missed,,,,,,,,,,,,,,,,,,
55,PT06M37.00S,2023-12-06T00:42:18.1Z,1,REGULAR,rebound,defensive,[],201572,,,1610612749,13,12,2023-12-06T00:42:20Z,550000,False,,,0,,B. Lopez REBOUND (Off:0 Def:3),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Right Center,,,54.0,3.0,3.0,0.0,,,,,,,,,,,,,,
56,PT06M33.00S,2023-12-06T00:42:27.5Z,1,REGULAR,foul,personal,[],1629656,,,1610612749,13,12,2023-12-06T00:42:33Z,560000,False,,,0,,Q. Grimes personal FOUL (1 PF),"[1629656, 203114]",1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1627541.0,,,,,,,,1.0,0.0,Middleton,203114.0,,
58,PT06M33.00S,2023-12-06T00:42:41.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,13,12,2023-12-06T00:42:41Z,580000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M33.00S,2023-12-06T00:44:54.4Z,1,REGULAR,substitution,out,[],203507,,,1610612749,13,12,2023-12-06T00:45:24Z,590000,False,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M33.00S,2023-12-06T00:44:54.4Z,1,REGULAR,substitution,in,[],1626171,,,1610612749,13,12,2023-12-06T00:45:24Z,600000,False,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M24.00S,2023-12-06T00:46:06.2Z,1,REGULAR,3pt,Jump Shot,[],1627736,20.05584756898817,5.392156862745098,1610612749,13,12,2023-12-06T00:46:11Z,610000,False,223.0,136.0,1,left,MISS M. Beasley 26' 3PT,[1627736],1610612749.0,MIL,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Right Center,26.12,Missed,,,,,,,,,,,,,,,,,,
63,PT06M20.00S,2023-12-06T00:46:09.6Z,1,REGULAR,rebound,defensive,[],1629628,,,1610612752,13,12,2023-12-06T00:46:09Z,620000,False,,,0,,R. Barrett REBOUND (Off:1 Def:2),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Right Center,,,62.0,3.0,2.0,1.0,,,,,,,,,,,,,,
64,PT06M13.00S,2023-12-06T00:46:16.3Z,1,REGULAR,2pt,Jump Shot,[],203944,80.1084099868594,66.17647058823529,1610612752,13,14,2023-12-06T00:46:41Z,630000,False,81.0,134.0,1,right,J. Randle 15' step back Jump Shot (4 PTS) (R. Barrett 1 AST),"[203944, 1629628]",1610612752.0,NYK,step back,,,Randle,J. Randle,,,,,Mid-Range,8-16 Right,15.7,Made,,,,,,,,,4.0,R. Barrett,1629628.0,1.0,,,,,,
66,PT05M59.00S,2023-12-06T00:46:31.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201572,17.608409986859396,44.221047794117645,1610612749,15,14,2023-12-06T00:46:43Z,650000,False,29.0,113.0,1,left,B. Lopez 11' floating Jump Shot (2 PTS) (K. Middleton 3 AST),"[201572, 203114]",1610612749.0,MIL,floating,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),8-16 Center,11.66,Made,,,,,,,,,2.0,K. Middleton,203114.0,3.0,,,,,,
68,PT05M46.00S,2023-12-06T00:46:44.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,79.71419185282524,55.63725490196079,1610612752,15,14,2023-12-06T00:46:48Z,670000,False,28.0,138.0,1,right,MISS J. Brunson 14' pullup Shot,[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Center,14.1,Missed,,,,,,,,,,,,,,,,,,
69,PT05M43.00S,2023-12-06T00:46:47.2Z,1,REGULAR,rebound,defensive,[],203081,,,1610612749,15,14,2023-12-06T00:46:48Z,680000,False,,,0,,D. Lillard REBOUND (Off:0 Def:1),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,In The Paint (Non-RA),8-16 Center,,,68.0,1.0,1.0,0.0,,,,,,,,,,,,,,
70,PT05M36.00S,2023-12-06T00:46:54.1Z,1,REGULAR,turnover,lost ball,[],203081,,,1610612749,15,14,2023-12-06T00:47:05Z,690000,False,,,0,,D. Lillard lost ball TURNOVER (2 TO),"[203081, 1629656]",1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,Mid-Range,8-16 Center,,,,,,,,2.0,Grimes,1629656.0,,,,,,,,,,
71,PT05M36.00S,2023-12-06T00:46:54.1Z,1,REGULAR,steal,,[],1629656,,,1610612752,15,14,2023-12-06T00:46:56Z,700000,False,,,0,,Q. Grimes STEAL (1 STL),[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
72,PT05M25.00S,2023-12-06T00:47:05.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203944,82.9993429697766,43.13725490196079,1610612752,15,16,2023-12-06T00:47:11Z,710000,False,-34.0,107.0,1,right,J. Randle 11' turnaround Jump Shot (6 PTS),[203944],1610612752.0,NYK,turnaround,,,Randle,J. Randle,,,,,In The Paint (Non-RA),8-16 Center,11.26,Made,,,,,,,,,6.0,,,,,,,,,
73,PT05M11.00S,2023-12-06T00:47:19.2Z,1,REGULAR,2pt,Jump Shot,[],203114,7.440867279894875,83.08823529411765,1610612749,15,16,2023-12-06T00:47:27Z,720000,False,-165.0,17.0,1,left,MISS K. Middleton 16' Jump Shot,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,Mid-Range,16-24 Left,16.63,Missed,,,,,,,,,,,,,,,,,,
74,PT05M08.00S,2023-12-06T00:47:21.7Z,1,REGULAR,rebound,offensive,[],1626171,,,1610612749,15,16,2023-12-06T00:47:21Z,730000,False,,,0,,B. Portis REBOUND (Off:1 Def:0),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Mid-Range,16-24 Left,,,73.0,1.0,0.0,1.0,,,,,,,,,,,,,,
75,PT05M07.00S,2023-12-06T00:47:23.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626171,6.783837056504599,47.30392156862745,1610612749,15,16,2023-12-06T00:47:30Z,740000,False,13.0,11.0,1,left,MISS B. Portis driving reverse Layup,[1626171],1610612749.0,MIL,driving reverse,,,Portis,B. Portis,,,,,Restricted Area,0-8 Center,1.76,Missed,,,,,,,,,,,,,,,,,,
76,PT05M03.00S,2023-12-06T00:47:27.1Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,15,16,2023-12-06T00:47:30Z,750000,False,,,0,,J. Randle REBOUND (Off:0 Def:1),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,,,75.0,1.0,1.0,0.0,,,,,,,,,,,,,,
77,PT04M59.00S,2023-12-06T00:47:33.1Z,1,REGULAR,2pt,Layup,[],1629628,72.53613666228647,67.5015318627451,1610612752,15,18,2023-12-06T00:49:41Z,760000,False,88.0,206.0,1,right,R. Barrett 22' driving Layup (6 PTS) (J. Randle 2 AST),"[1629628, 203944]",1610612752.0,NYK,driving,,,Barrett,R. Barrett,,,,,Mid-Range,16-24 Right Center,22.35,Made,,,,,,,,,6.0,J. Randle,203944.0,2.0,,,,,,
79,PT04M58.00S,2023-12-06T00:47:39.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,15,18,2023-12-06T00:47:39Z,780000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT04M58.00S,2023-12-06T00:50:05.7Z,1,REGULAR,substitution,out,[],1627736,,,1610612749,15,18,2023-12-06T00:50:38Z,790000,False,,,0,,SUB out: M. Beasley,[1627736],1610612749.0,MIL,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT04M58.00S,2023-12-06T00:50:05.7Z,1,REGULAR,substitution,out,[],203114,,,1610612749,15,18,2023-12-06T00:50:38Z,800000,False,,,0,,SUB out: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT04M58.00S,2023-12-06T00:50:05.7Z,1,REGULAR,substitution,out,[],203944,,,1610612749,15,18,2023-12-06T00:50:38Z,810000,False,,,0,,SUB out: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT04M58.00S,2023-12-06T00:50:05.7Z,1,REGULAR,substitution,in,[],1630699,,,1610612749,15,18,2023-12-06T00:50:38Z,820000,False,,,0,,SUB in: M. Beauchamp,[1630699],1610612749.0,MIL,,,,Beauchamp,M. Beauchamp,,,,,,,,,,,,,,,,,,,,,,,,,,
