actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
16,PT10M47.00S,2024-03-24T23:12:42.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631114,5.863994743758213,49.50980392156863,1610612760,2,4,2024-03-24T23:12:47Z,160000,False,2.0,3.0,1,left,J. Williams cutting Layup (2 PTS) (J. Giddey 1 AST),"[1631114, 1630581]",1610612760.0,OKC,cutting,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,0.36,Made,2.0,J. Giddey,1630581.0,1.0,,,,,,,,,,,,,,
18,PT10M37.00S,2024-03-24T23:12:53.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203081,92.06636005256242,44.6078431372549,1610612749,2,4,2024-03-24T23:13:00Z,180000,False,-27.0,22.0,1,right,MISS D. Lillard driving Layup,[203081],1610612749.0,MIL,driving,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,3.49,Missed,,,,,,,,,,,,,,,,,,
19,PT10M35.00S,2024-03-24T23:12:55.1Z,1,REGULAR,rebound,defensive,[],1629652,,,1610612760,2,4,2024-03-24T23:13:00Z,190000,False,,,0,,L. Dort REBOUND (Off:0 Def:1),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,,,,,,,,18.0,1.0,1.0,0.0,,,,,,,,,
20,PT10M31.00S,2024-03-24T23:12:59.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1631114,8.754927726675426,97.30392156862744,1610612760,2,4,2024-03-24T23:13:05Z,200000,False,-237.0,30.0,1,left,MISS J. Williams running 3PT,[1631114],1610612760.0,OKC,running,,,Williams,J. Williams,,,,,Left Corner 3,24+ Left,23.84,Missed,,,,,,,,,,,,,,,,,,
21,PT10M28.00S,2024-03-24T23:13:02.1Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,2,4,2024-03-24T23:13:05Z,210000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:2),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Left Corner 3,24+ Left,,,,,,,,20.0,2.0,2.0,0.0,,,,,,,,,
22,PT10M21.00S,2024-03-24T23:13:08.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203507,89.56964520367937,53.431372549019606,1610612749,4,4,2024-03-24T23:13:13Z,220000,False,17.0,46.0,1,right,G. Antetokounmpo alley-oop DUNK (2 PTS) (K. Middleton 2 AST),"[203507, 203114]",1610612749.0,MIL,alley-oop,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),0-8 Center,4.86,Made,2.0,K. Middleton,203114.0,2.0,,,,,,,,,,,,,,
24,PT10M08.00S,2024-03-24T23:13:21.9Z,1,REGULAR,2pt,Jump Shot,[],1631096,23.866622864651774,40.19607843137255,1610612760,4,4,2024-03-24T23:13:31Z,240000,False,49.0,172.0,1,left,MISS C. Holmgren 17' turnaround Shot,[1631096],1610612760.0,OKC,turnaround,,,Holmgren,C. Holmgren,,,,,Mid-Range,16-24 Center,17.87,Missed,,,,,,,,,,,,,,,,,,
25,PT10M05.00S,2024-03-24T23:13:25.1Z,1,REGULAR,rebound,defensive,[],203114,,,1610612749,4,4,2024-03-24T23:13:25Z,250000,False,,,0,,K. Middleton REBOUND (Off:0 Def:1),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,Mid-Range,16-24 Center,,,,,,,,24.0,1.0,1.0,0.0,,,,,,,,,
26,PT10M03.00S,2024-03-24T23:13:33.1Z,1,REGULAR,turnover,out-of-bounds,[],1627736,,,1610612749,4,4,2024-03-24T23:13:42Z,260000,False,,,0,,M. Beasley step out-of-bounds TURNOVER (1 TO),[1627736],1610612749.0,MIL,step,,,Beasley,M. Beasley,,,,,Mid-Range,16-24 Left,,,,,,,202007.0,,,,,1.0,,,,,,,,
27,PT09M47.00S,2024-03-24T23:13:56.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629652,31.225361366622867,25.245098039215684,1610612760,4,4,2024-03-24T23:14:04Z,270000,False,124.0,241.0,1,left,MISS L. Dort 27' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Right Center,27.09,Missed,,,,,,,,,,,,,,,,,,
28,PT09M43.00S,2024-03-24T23:14:00.8Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,4,4,2024-03-24T23:14:04Z,280000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:3),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Right Center,,,,,,,,27.0,3.0,3.0,0.0,,,,,,,,,
29,PT09M38.00S,2024-03-24T23:14:08.0Z,1,REGULAR,turnover,out-of-bounds,[],203114,,,1610612749,4,4,2024-03-24T23:14:14Z,290000,False,,,0,,K. Middleton bad pass out-of-bounds TURNOVER (2 TO),[203114],1610612749.0,MIL,bad pass,,,Middleton,K. Middleton,,,,,Mid-Range,16-24 Center,,,,,,,201245.0,,,,,2.0,,,,,,,,
30,PT09M30.00S,2024-03-24T23:14:28.1Z,1,REGULAR,foul,personal,[],1627736,,,1610612760,4,4,2024-03-24T23:14:37Z,300000,False,,,0,,M. Beasley personal FOUL (1 PF),"[1627736, 1628983]",1610612749.0,MIL,,,,Beasley,M. Beasley,,,,,Mid-Range,16-24 Left Center,,,,,,,101284.0,,,,,,1.0,0.0,Gilgeous-Alexander,1628983.0,,,,
33,PT09M19.00S,2024-03-24T23:15:11.3Z,1,REGULAR,foul,personal,[],203114,,,1610612760,4,4,2024-03-24T23:15:18Z,330000,False,,,0,,K. Middleton personal FOUL (1 PF),"[203114, 1631114]",1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,101284.0,,,,,,1.0,0.0,Williams,1631114.0,,,,
35,PT09M16.00S,2024-03-24T23:15:31.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631114,27.677398160315374,16.666666666666664,1610612760,4,4,2024-03-24T23:15:40Z,350000,False,167.0,208.0,1,left,MISS J. Williams 26' 3PT,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Right Center,26.63,Missed,,,,,,,,,,,,,,,,,,
36,PT09M13.00S,2024-03-24T23:15:34.7Z,1,REGULAR,rebound,defensive,[],203081,,,1610612749,4,4,2024-03-24T23:15:40Z,360000,False,,,0,,D. Lillard REBOUND (Off:0 Def:1),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Right Center,,,,,,,,35.0,1.0,1.0,0.0,,,,,,,,,
37,PT08M58.00S,2024-03-24T23:15:50.2Z,1,REGULAR,3pt,Jump Shot,[],203114,71.17279894875165,18.627450980392158,1610612749,4,4,2024-03-24T23:16:01Z,370000,False,-157.0,218.0,1,right,MISS K. Middleton 26' 3PT,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,Above the Break 3,24+ Left Center,26.9,Missed,,,,,,,,,,,,,,,,,,
38,PT08M56.00S,2024-03-24T23:15:52.5Z,1,REGULAR,rebound,offensive,[],203507,,,1610612749,4,4,2024-03-24T23:15:52Z,380000,False,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:3),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Left Center,,,,,,,,37.0,4.0,3.0,1.0,,,,,,,,,
39,PT08M53.00S,2024-03-24T23:15:55.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203081,69.99014454664915,69.85294117647058,1610612749,4,4,2024-03-24T23:17:09Z,390000,False,99.0,230.0,1,right,MISS D. Lillard 25' step back 3PT,[203081],1610612749.0,MIL,step back,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Right Center,25.02,Missed,,,,,,,,,,,,,,,,,,
40,PT08M47.00S,2024-03-24T23:16:01.1Z,1,REGULAR,rebound,offensive,[],203507,,,1610612749,4,4,2024-03-24T23:16:05Z,400000,False,,,0,,G. Antetokounmpo REBOUND (Off:2 Def:3),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Left Center,,,,,,,,39.0,5.0,3.0,2.0,,,,,,,,,
41,PT08M47.00S,2024-03-24T23:16:01.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203507,92.59198423127464,50.49019607843137,1610612749,6,4,2024-03-24T23:16:11Z,410000,False,2.0,17.0,1,right,G. Antetokounmpo driving DUNK (4 PTS),[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,1.73,Made,4.0,,,,,,,,,,,,,,,,,
42,PT08M39.00S,2024-03-24T23:16:12.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,9.017739816031538,50.49019607843137,1610612760,6,6,2024-03-24T23:16:37Z,420000,False,-2.0,32.0,1,left,S. Gilgeous-Alexander driving Layup (2 PTS),[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,3.24,Made,2.0,,,,,,,,,,,,,,,,,
43,PT08M39.00S,2024-03-24T23:16:15.1Z,1,REGULAR,foul,personal,['1freethrow'],203081,,,1610612760,6,6,2024-03-24T23:16:26Z,430000,False,,,0,,D. Lillard shooting personal FOUL (1 PF) (Gilgeous-Alexander 1 FT),"[203081, 1628983]",1610612749.0,MIL,shooting,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,,,,,,,201245.0,,,,,,1.0,0.0,Gilgeous-Alexander,1628983.0,,,,
45,PT08M39.00S,2024-03-24T23:16:32.0Z,1,REGULAR,freethrow,1 of 1,[],1628983,,,1610612760,6,7,2024-03-24T23:16:32Z,450000,False,,,0,,S. Gilgeous-Alexander Free Throw 1 of 1 (3 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
46,PT08M33.00S,2024-03-24T23:16:46.5Z,1,REGULAR,foul,personal,[],1630581,,,1610612749,6,7,2024-03-24T23:16:54Z,460000,False,,,0,,J. Giddey personal FOUL (1 PF),"[1630581, 1627736]",1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Left Center,,,,,,,202007.0,,,,,,1.0,0.0,Beasley,1627736.0,,,,
48,PT08M23.00S,2024-03-24T23:17:08.0Z,1,REGULAR,2pt,Jump Shot,[],201572,94.43166885676742,76.7156862745098,1610612749,6,7,2024-03-24T23:20:15Z,480000,False,134.0,0.0,1,right,MISS B. Lopez 13' step back Shot,[201572],1610612749.0,MIL,step back,,,Lopez,B. Lopez,,,,,Mid-Range,8-16 Right,13.36,Missed,,,,,,,,,,,,,,,,,,
49,PT08M20.00S,2024-03-24T23:17:11.0Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612760,6,7,2024-03-24T23:17:14Z,490000,False,,,0,,J. Giddey REBOUND (Off:0 Def:2),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Mid-Range,8-16 Right,,,,,,,,48.0,2.0,2.0,0.0,,,,,,,,,
50,PT08M05.00S,2024-03-24T23:17:25.3Z,1,REGULAR,3pt,Jump Shot,[],1630581,19.136005256241788,5.147058823529411,1610612760,6,10,2024-03-24T23:17:37Z,500000,False,224.0,127.0,1,left,J. Giddey 25' 3PT  (5 PTS) (J. Williams 1 AST),"[1630581, 1631114]",1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Right Center,25.8,Made,5.0,J. Williams,1631114.0,1.0,,,,,,,,,,,,,,
52,PT07M54.00S,2024-03-24T23:17:36.3Z,1,REGULAR,3pt,Jump Shot,[],201572,70.77858081471747,75.0,1610612749,9,10,2024-03-24T23:17:41Z,520000,False,125.0,222.0,1,right,B. Lopez 25' 3PT  (5 PTS) (K. Middleton 3 AST),"[201572, 203114]",1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Right Center,25.49,Made,5.0,K. Middleton,203114.0,3.0,,,,,,,,,,,,,,
54,PT07M32.00S,2024-03-24T23:17:58.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,19.793035479632064,61.51960784313726,1610612760,9,12,2024-03-24T23:19:39Z,540000,False,-58.0,134.0,1,left,S. Gilgeous-Alexander 14' pullup Jump Shot (5 PTS) (J. Williams 2 AST),"[1628983, 1631114]",1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Center,14.55,Made,5.0,J. Williams,1631114.0,2.0,,,,,,,,,,,,,,
56,PT07M23.00S,2024-03-24T23:18:07.5Z,1,REGULAR,turnover,lost ball,[],203114,,,1610612749,9,12,2024-03-24T23:18:14Z,560000,False,,,0,,K. Middleton lost ball TURNOVER (3 TO),"[203114, 1628983]",1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,3.0,,,,,Gilgeous-Alexander,1628983.0,,
57,PT07M23.00S,2024-03-24T23:18:07.5Z,1,REGULAR,steal,,[],1628983,,,1610612760,9,12,2024-03-24T23:18:10Z,570000,False,,,0,,S. Gilgeous-Alexander STEAL (1 STL),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
58,PT07M18.00S,2024-03-24T23:18:14.3Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630581,7.178055190538765,95.83333333333334,1610612760,9,15,2024-03-24T23:18:20Z,580000,False,-229.0,15.0,1,left,J. Giddey 3PT running (8 PTS) (S. Gilgeous-Alexander 1 AST),"[1630581, 1628983]",1610612760.0,OKC,running,,,Giddey,J. Giddey,,,,,Left Corner 3,24+ Left,22.97,Made,8.0,S. Gilgeous-Alexander,1628983.0,1.0,,,,,,,,,,,,,,
60,PT07M18.00S,2024-03-24T23:18:19.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,9,15,2024-03-24T23:18:19Z,600000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT07M18.00S,2024-03-24T23:20:44.5Z,1,REGULAR,substitution,out,[],203507,,,1610612749,9,15,2024-03-24T23:21:05Z,610000,False,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT07M18.00S,2024-03-24T23:20:44.5Z,1,REGULAR,substitution,in,[],1626171,,,1610612749,9,15,2024-03-24T23:21:05Z,620000,False,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT07M00.00S,2024-03-24T23:21:27.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203114,80.1084099868594,37.5,1610612749,9,15,2024-03-24T23:22:06Z,630000,False,-62.0,134.0,1,right,MISS K. Middleton 14' fadeaway Shot - blocked,"[203114, 1628983]",1610612749.0,MIL,fadeaway,,,Middleton,K. Middleton,,,,,In The Paint (Non-RA),8-16 Center,14.83,Missed,,,,,,,,,,,,,,,,,Gilgeous-Alexander,1628983.0
64,PT07M00.00S,2024-03-24T23:21:27.9Z,1,REGULAR,block,,[],1628983,,,1610612749,9,15,2024-03-24T23:21:32Z,640000,False,,,0,,S. Gilgeous-Alexander BLOCK (1 BLK),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
65,PT06M55.00S,2024-03-24T23:21:32.9Z,1,REGULAR,rebound,defensive,[],1631096,,,1610612760,9,15,2024-03-24T23:21:34Z,650000,False,,,0,,C. Holmgren REBOUND (Off:0 Def:1),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,63.0,1.0,1.0,0.0,,,,,,,,,
66,PT06M47.00S,2024-03-24T23:21:40.5Z,1,REGULAR,2pt,Jump Shot,[],1629652,21.895532194480946,62.254901960784316,1610612760,9,17,2024-03-24T23:21:45Z,660000,False,-61.0,153.0,1,left,L. Dort 16' pullup Jump Shot (2 PTS) (J. Giddey 2 AST),"[1629652, 1630581]",1610612760.0,OKC,pullup,,,Dort,L. Dort,,,,,Mid-Range,16-24 Left Center,16.51,Made,2.0,J. Giddey,1630581.0,2.0,,,,,,,,,,,,,,
68,PT06M37.00S,2024-03-24T23:21:51.2Z,1,REGULAR,2pt,Jump Shot,[],203081,75.64060446780552,42.15686274509804,1610612749,11,17,2024-03-24T23:21:56Z,680000,False,-39.0,176.0,1,right,D. Lillard 18' step back Jump Shot (2 PTS),[203081],1610612749.0,MIL,step back,,,Lillard,D. Lillard,,,,,Mid-Range,16-24 Center,18.08,Made,2.0,,,,,,,,,,,,,,,,,
69,PT06M21.00S,2024-03-24T23:22:07.0Z,1,REGULAR,3pt,Jump Shot,[],1629652,32.276609724047304,68.38235294117648,1610612760,11,17,2024-03-24T23:22:14Z,690000,False,-92.0,251.0,1,left,MISS L. Dort 26' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Left Center,26.72,Missed,,,,,,,,,,,,,,,,,,
70,PT06M19.00S,2024-03-24T23:22:09.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612749,11,17,2024-03-24T23:22:14Z,700000,False,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,69.0,,,,,,,,,,,,
72,PT06M07.00S,2024-03-24T23:22:33.9Z,1,REGULAR,foul,personal,[],1631114,,,1610612749,11,17,2024-03-24T23:22:48Z,720000,False,,,0,,J. Williams personal FOUL (1 PF),"[1631114, 203081]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,Mid-Range,16-24 Left Center,,,,,,,202007.0,,,,,,1.0,0.0,Lillard,203081.0,,,,
74,PT06M07.00S,2024-03-24T23:22:47.2Z,1,REGULAR,substitution,out,[],1630581,,,1610612749,11,17,2024-03-24T23:22:55Z,740000,False,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M07.00S,2024-03-24T23:22:47.2Z,1,REGULAR,substitution,in,[],202330,,,1610612749,11,17,2024-03-24T23:22:55Z,750000,False,,,0,,SUB in: G. Hayward,[202330],1610612760.0,OKC,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M07.00S,2024-03-24T23:23:03.3Z,1,REGULAR,substitution,out,[],1631096,,,1610612749,11,17,2024-03-24T23:23:07Z,760000,False,,,0,,SUB out: C. Holmgren,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M07.00S,2024-03-24T23:23:03.3Z,1,REGULAR,substitution,in,[],1631119,,,1610612749,11,17,2024-03-24T23:23:07Z,770000,False,,,0,,SUB in: J. Williams,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M57.00S,2024-03-24T23:23:15.6Z,1,REGULAR,2pt,Jump Shot,[],203114,89.88173455978975,7.8661151960784315,1610612749,13,17,2024-03-24T23:23:30Z,780000,False,-211.0,43.0,1,right,K. Middleton 21' pullup Jump Shot (2 PTS) (D. Lillard 1 AST),"[203114, 203081]",1610612749.0,MIL,pullup,,,Middleton,K. Middleton,,,,,Mid-Range,16-24 Left,21.5,Made,2.0,D. Lillard,203081.0,1.0,,,,,,,,,,,,,,
80,PT05M37.00S,2024-03-24T23:23:36.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631114,6.915243101182654,51.71568627450981,1610612760,13,19,2024-03-24T23:23:40Z,800000,False,-9.0,13.0,1,left,J. Williams driving finger roll Layup (4 PTS),[1631114],1610612760.0,OKC,driving finger roll,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,1.52,Made,4.0,,,,,,,,,,,,,,,,,
81,PT05M29.00S,2024-03-24T23:23:44.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203114,88.51839684625493,36.029411764705884,1610612749,13,19,2024-03-24T23:25:10Z,810000,False,-70.0,55.0,1,right,MISS K. Middleton 8' driving floating Shot,[203114],1610612749.0,MIL,driving floating,,,Middleton,K. Middleton,,,,,In The Paint (Non-RA),8-16 Left,8.92,Missed,,,,,,,,,,,,,,,,,,
82,PT05M27.00S,2024-03-24T23:23:46.3Z,1,REGULAR,rebound,offensive,[],203114,,,1610612749,13,19,2024-03-24T23:24:29Z,820000,False,,,0,,K. Middleton REBOUND (Off:1 Def:1),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,81.0,2.0,1.0,1.0,,,,,,,,,
83,PT05M25.00S,2024-03-24T23:23:48.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201572,66.83639947437582,47.30392156862745,1610612749,13,19,2024-03-24T23:24:16Z,830000,False,-13.0,259.0,1,right,MISS B. Lopez 25' 3PT,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Center,25.96,Missed,,,,,,,,,,,,,,,,,,
84,PT05M24.00S,2024-03-24T23:23:49.3Z,1,REGULAR,rebound,offensive,[],1626171,,,1610612749,13,19,2024-03-24T23:24:16Z,840000,False,,,0,,B. Portis REBOUND (Off:1 Def:0),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Center,,,,,,,,83.0,1.0,0.0,1.0,,,,,,,,,
