actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
18,PT10M19.00S,2024-03-15T00:13:05.1Z,1,REGULAR,3pt,Jump Shot,[],201976,30.436925098554536,74.01960784313727,1610612749,6,6,2024-03-15T00:13:10Z,180000,False,-120.0,234.0,1,left,P. Beverley 26' 3PT  (3 PTS) (B. Lopez 1 AST),"[201976, 201572]",1610612749.0,MIL,,,,Beverley,P. Beverley,,,,,Above the Break 3,24+ Left Center,26.27,Made,3.0,,,,B. Lopez,201572.0,1.0,,,,,,,,,,,
20,PT10M04.00S,2024-03-15T00:13:20.9Z,1,REGULAR,2pt,Layup,[],1630178,79.45137976346912,57.84313725490197,1610612755,6,6,2024-03-15T00:13:29Z,200000,False,39.0,141.0,1,right,MISS T. Maxey 14' driving Layup - blocked,"[1630178, 201976]",1610612755.0,PHI,driving,,,Maxey,T. Maxey,,,,,Mid-Range,8-16 Center,14.61,Missed,,,,,,,,,,,,,,,,,Beverley,201976.0
21,PT10M04.00S,2024-03-15T00:13:20.9Z,1,REGULAR,block,,[],201976,,,1610612755,6,6,2024-03-15T00:15:21Z,210000,False,,,0,,P. Beverley BLOCK (1 BLK),[201976],1610612749.0,MIL,,,,Beverley,P. Beverley,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
22,PT10M00.00S,2024-03-15T00:13:24.9Z,1,REGULAR,rebound,defensive,[],203109,,,1610612749,6,6,2024-03-15T00:13:29Z,220000,False,,,0,,J. Crowder REBOUND (Off:0 Def:1),[203109],1610612749.0,MIL,,,,Crowder,J. Crowder,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,20.0,1.0,1.0,0.0,,
23,PT09M53.00S,2024-03-15T00:13:31.5Z,1,REGULAR,3pt,Jump Shot,[],203081,24.52365308804205,89.4607843137255,1610612749,9,6,2024-03-15T00:15:21Z,230000,False,-197.0,178.0,1,left,D. Lillard 26' 3PT pullup (3 PTS) (G. Antetokounmpo 2 AST),"[203081, 203507]",1610612749.0,MIL,pullup,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,26.57,Made,3.0,,,,G. Antetokounmpo,203507.0,2.0,,,,,,,,,,,
25,PT09M33.00S,2024-03-15T00:13:50.8Z,1,REGULAR,2pt,Jump Shot,[],1626162,79.45137976346912,68.62745098039215,1610612755,9,6,2024-03-15T00:13:56Z,250000,False,93.0,141.0,1,right,MISS K. Oubre Jr. 16' pullup Shot,[1626162],1610612755.0,PHI,pullup,,,Oubre Jr.,K. Oubre Jr.,,,,,Mid-Range,16-24 Right Center,16.87,Missed,,,,,,,,,,,,,,,,,,
26,PT09M30.00S,2024-03-15T00:13:53.8Z,1,REGULAR,rebound,defensive,[],203081,,,1610612749,9,6,2024-03-15T00:13:56Z,260000,False,,,0,,D. Lillard REBOUND (Off:0 Def:1),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,25.0,1.0,1.0,0.0,,
27,PT09M24.00S,2024-03-15T00:14:01.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203507,6.521024967148489,52.69607843137255,1610612749,11,6,2024-03-15T00:14:06Z,270000,False,-13.0,9.0,1,left,G. Antetokounmpo driving DUNK (2 PTS),[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,1.61,Made,2.0,,,,,,,,,,,,,,,,,
28,PT09M01.00S,2024-03-15T00:14:23.1Z,1,REGULAR,3pt,Jump Shot,[],1628964,73.40670170827858,13.725490196078432,1610612755,11,9,2024-03-15T00:14:28Z,280000,False,-181.0,197.0,1,right,M. Bamba 26' 3PT  (3 PTS) (T. Harris 1 AST),"[1628964, 202699]",1610612755.0,PHI,,,,Bamba,M. Bamba,,,,,Above the Break 3,24+ Left Center,26.82,Made,3.0,,,,T. Harris,202699.0,1.0,,,,,,,,,,,
30,PT08M47.00S,2024-03-15T00:14:37.9Z,1,REGULAR,3pt,Jump Shot,[],203081,28.597240473061763,80.63725490196079,1610612749,14,9,2024-03-15T00:14:42Z,300000,False,-153.0,216.0,1,left,D. Lillard 26' 3PT  (6 PTS) (G. Antetokounmpo 3 AST),"[203081, 203507]",1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,26.51,Made,6.0,,,,G. Antetokounmpo,203507.0,3.0,,,,,,,,,,,
32,PT08M17.00S,2024-03-15T00:15:07.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],200768,80.6340341655716,64.4607843137255,1610612755,14,11,2024-03-15T00:15:12Z,320000,False,72.0,130.0,1,right,K. Lowry 14' fadeaway Jump Shot (2 PTS),[200768],1610612755.0,PHI,fadeaway,,,Lowry,K. Lowry,,,,,In The Paint (Non-RA),8-16 Center,14.83,Made,2.0,,,,,,,,,,,,,,,,,
33,PT08M00.00S,2024-03-15T00:15:24.2Z,1,REGULAR,3pt,Jump Shot,[],201572,33.465423784494085,49.712775735294116,1610612749,14,11,2024-03-15T00:15:30Z,330000,False,1.0,262.0,1,left,MISS B. Lopez 26' 3PT,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Center,26.21,Missed,,,,,,,,,,,,,,,,,,
34,PT07M57.00S,2024-03-15T00:15:27.2Z,1,REGULAR,rebound,defensive,[],202699,,,1610612755,14,11,2024-03-15T00:15:30Z,340000,False,,,0,,T. Harris REBOUND (Off:0 Def:1),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,33.0,1.0,1.0,0.0,,
35,PT07M45.00S,2024-03-15T00:15:43.7Z,1,REGULAR,foul,personal,[],201572,,,1610612755,14,11,2024-03-15T00:15:59Z,350000,False,,,0,,B. Lopez personal FOUL (1 PF),"[201572, 202699]",1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1627962.0,1.0,0.0,Harris,202699.0,,,,,,
37,PT07M34.00S,2024-03-15T00:16:14.3Z,1,REGULAR,turnover,bad pass,[],200768,,,1610612755,14,11,2024-03-15T00:16:26Z,370000,False,,,0,,K. Lowry bad pass TURNOVER (1 TO),"[200768, 203507]",1610612755.0,PHI,,,,Lowry,K. Lowry,,,,,Mid-Range,16-24 Right Center,,,,1.0,Antetokounmpo,203507.0,,,,,,,,,,,,,,
38,PT07M34.00S,2024-03-15T00:16:14.3Z,1,REGULAR,steal,,[],203507,,,1610612749,14,11,2024-03-15T00:16:16Z,380000,False,,,0,,G. Antetokounmpo STEAL (1 STL),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
39,PT07M28.00S,2024-03-15T00:16:19.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203507,7.5722733245729295,52.20588235294118,1610612749,14,11,2024-03-15T00:16:31Z,390000,False,-11.0,19.0,1,left,MISS G. Antetokounmpo running Layup,[203507],1610612749.0,MIL,running,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,2.17,Missed,,,,,,,,,,,,,,,,,,
40,PT07M24.00S,2024-03-15T00:16:23.1Z,1,REGULAR,rebound,offensive,[],203081,,,1610612749,14,11,2024-03-15T00:16:23Z,400000,False,,,0,,D. Lillard REBOUND (Off:1 Def:1),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,39.0,2.0,1.0,1.0,,
42,PT07M22.00S,2024-03-15T00:16:50.5Z,1,REGULAR,violation,kicked ball,[],1630178,,,1610612749,14,11,2024-03-15T00:16:56Z,420000,False,,,0,,T. Maxey kicked ball VIOLATION,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,1627962.0,,,,,,,,,,
43,PT07M18.00S,2024-03-15T00:17:02.6Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",203081,26.648735216819976,79.43474264705883,1610612749,14,11,2024-03-15T00:17:09Z,430000,False,-147.0,198.0,1,left,MISS D. Lillard 24' 3PT,[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,24.67,Missed,,,,,,,,,,,,,,,,,,
44,PT07M15.00S,2024-03-15T00:17:05.6Z,1,REGULAR,rebound,defensive,[],1628964,,,1610612755,14,11,2024-03-15T00:17:09Z,440000,False,,,0,,M. Bamba REBOUND (Off:0 Def:1),[1628964],1610612755.0,PHI,,,,Bamba,M. Bamba,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,43.0,1.0,1.0,0.0,,
45,PT07M05.00S,2024-03-15T00:17:18.1Z,1,REGULAR,turnover,out-of-bounds,[],1630178,,,1610612755,14,11,2024-03-15T00:17:24Z,450000,False,,,0,,T. Maxey bad pass out-of-bounds TURNOVER (1 TO),[1630178],1610612755.0,PHI,bad pass,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,,,,1.0,,,,,,2002.0,,,,,,,,,,
46,PT06M50.00S,2024-03-15T00:17:35.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201976,8.754927726675426,96.07843137254902,1610612749,14,11,2024-03-15T00:17:40Z,460000,False,-230.0,30.0,1,left,MISS P. Beverley 3PT,[201976],1610612749.0,MIL,,,,Beverley,P. Beverley,,,,,Left Corner 3,24+ Left,23.23,Missed,,,,,,,,,,,,,,,,,,
47,PT06M47.00S,2024-03-15T00:17:38.7Z,1,REGULAR,rebound,defensive,[],1628964,,,1610612755,14,11,2024-03-15T00:17:40Z,470000,False,,,0,,M. Bamba REBOUND (Off:0 Def:2),[1628964],1610612755.0,PHI,,,,Bamba,M. Bamba,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,46.0,2.0,2.0,0.0,,
48,PT06M36.00S,2024-03-15T00:17:49.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],200768,92.85479632063075,51.9607843137255,1610612755,14,13,2024-03-15T00:17:59Z,480000,False,10.0,15.0,1,right,K. Lowry cutting finger roll Layup (4 PTS) (T. Harris 2 AST),"[200768, 202699]",1610612755.0,PHI,cutting finger roll,,,Lowry,K. Lowry,,,,,Restricted Area,0-8 Center,1.77,Made,4.0,,,,T. Harris,202699.0,2.0,,,,,,,,,,,
50,PT06M18.00S,2024-03-15T00:18:07.0Z,1,REGULAR,3pt,Jump Shot,[],203109,33.98488830486202,39.705882352941174,1610612749,14,13,2024-03-15T00:18:11Z,500000,False,51.0,267.0,1,left,MISS J. Crowder 27' 3PT,[203109],1610612749.0,MIL,,,,Crowder,J. Crowder,,,,,Above the Break 3,24+ Center,27.19,Missed,,,,,,,,,,,,,,,,,,
51,PT06M15.00S,2024-03-15T00:18:10.0Z,1,REGULAR,rebound,defensive,[],202699,,,1610612755,14,13,2024-03-15T00:18:11Z,510000,False,,,0,,T. Harris REBOUND (Off:0 Def:2),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,50.0,2.0,2.0,0.0,,
52,PT06M02.00S,2024-03-15T00:18:23.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626162,88.38699080157687,40.19607843137255,1610612755,14,15,2024-03-15T00:18:28Z,520000,False,-49.0,57.0,1,right,K. Oubre Jr. 7' driving floating Jump Shot (2 PTS),[1626162],1610612755.0,PHI,driving floating,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),0-8 Center,7.49,Made,2.0,,,,,,,,,,,,,,,,,
53,PT05M55.00S,2024-03-15T00:18:33.2Z,1,REGULAR,turnover,out-of-bounds,[],203507,,,1610612749,14,15,2024-03-15T00:18:40Z,530000,False,,,0,,G. Antetokounmpo lost ball out-of-bounds TURNOVER (1 TO),[203507],1610612749.0,MIL,lost ball,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,8-16 Left,,,,1.0,,,,,,1627962.0,,,,,,,,,,
54,PT05M55.00S,2024-03-15T00:18:40.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,14,15,2024-03-15T00:18:40Z,540000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT05M55.00S,2024-03-15T00:20:54.3Z,1,REGULAR,substitution,out,[],203507,,,1610612755,14,15,2024-03-15T00:21:28Z,550000,False,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT05M55.00S,2024-03-15T00:20:54.3Z,1,REGULAR,substitution,in,[],1626171,,,1610612755,14,15,2024-03-15T00:21:28Z,560000,False,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT05M38.00S,2024-03-15T00:21:56.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626162,95.0886990801577,95.58823529411765,1610612755,14,15,2024-03-15T00:22:01Z,570000,False,228.0,-6.0,1,right,MISS K. Oubre Jr. 3PT,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Right Corner 3,24+ Right,22.8,Missed,,,,,,,,,,,,,,,,,,
58,PT05M34.00S,2024-03-15T00:22:00.7Z,1,REGULAR,rebound,defensive,[],203081,,,1610612749,14,15,2024-03-15T00:22:01Z,580000,False,,,0,,D. Lillard REBOUND (Off:1 Def:2),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,57.0,3.0,2.0,1.0,,
59,PT05M28.00S,2024-03-15T00:22:06.4Z,1,REGULAR,3pt,Jump Shot,[],201572,28.25435282522996,75.26807598039215,1610612749,17,15,2024-03-15T00:22:15Z,590000,False,-126.0,213.0,1,left,B. Lopez 24' 3PT  (6 PTS) (D. Lillard 1 AST),"[201572, 203081]",1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Left Center,24.77,Made,6.0,,,,D. Lillard,203081.0,1.0,,,,,,,,,,,
61,PT05M18.00S,2024-03-15T00:22:16.4Z,1,REGULAR,2pt,Jump Shot,[],200768,89.56964520367937,71.56862745098039,1610612755,17,17,2024-03-15T00:22:20Z,610000,False,108.0,46.0,1,right,K. Lowry 11' driving floating bank Jump Shot (6 PTS),[200768],1610612755.0,PHI,driving floating bank,,,Lowry,K. Lowry,,,,,Mid-Range,8-16 Right,11.7,Made,6.0,,,,,,,,,,,,,,,,,
62,PT04M56.00S,2024-03-15T00:22:38.0Z,1,REGULAR,3pt,Jump Shot,[],201572,36.48776281208936,53.94454656862745,1610612749,17,17,2024-03-15T00:22:45Z,620000,False,-20.0,290.0,1,left,MISS B. Lopez 29' 3PT,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Center,29.12,Missed,,,,,,,,,,,,,,,,,,
63,PT04M53.00S,2024-03-15T00:22:41.0Z,1,REGULAR,rebound,defensive,[],202699,,,1610612755,17,17,2024-03-15T00:22:45Z,630000,False,,,0,,T. Harris REBOUND (Off:0 Def:3),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,62.0,3.0,3.0,0.0,,
64,PT04M45.00S,2024-03-15T00:22:51.9Z,1,REGULAR,foul,personal,['2freethrow'],201976,,,1610612755,17,17,2024-03-15T00:23:07Z,640000,False,,,0,,P. Beverley shooting personal FOUL (1 PF) (Harris 2 FT),"[201976, 202699]",1610612749.0,MIL,shooting,,,Beverley,P. Beverley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,202058.0,1.0,0.0,Harris,202699.0,,,,,,
66,PT04M45.00S,2024-03-15T00:23:25.9Z,1,REGULAR,freethrow,1 of 2,[],202699,,,1610612755,17,18,2024-03-15T00:23:25Z,660000,False,,,0,,T. Harris Free Throw 1 of 2 (1 PTS),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
67,PT04M45.00S,2024-03-15T00:23:27.0Z,1,REGULAR,substitution,out,[],201976,,,1610612755,17,18,2024-03-15T00:23:42Z,670000,False,,,0,,SUB out: P. Beverley,[201976],1610612749.0,MIL,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT04M45.00S,2024-03-15T00:23:27.0Z,1,REGULAR,substitution,out,[],1628964,,,1610612755,17,18,2024-03-15T00:23:42Z,680000,False,,,0,,SUB out: M. Bamba,[1628964],1610612755.0,PHI,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT04M45.00S,2024-03-15T00:23:27.0Z,1,REGULAR,substitution,out,[],1626162,,,1610612755,17,18,2024-03-15T00:23:42Z,690000,False,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT04M45.00S,2024-03-15T00:23:27.0Z,1,REGULAR,substitution,in,[],1626192,,,1610612755,17,18,2024-03-15T00:23:42Z,700000,False,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT04M45.00S,2024-03-15T00:23:27.0Z,1,REGULAR,substitution,in,[],1630194,,,1610612755,17,18,2024-03-15T00:23:42Z,710000,False,,,0,,SUB in: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT04M45.00S,2024-03-15T00:23:27.0Z,1,REGULAR,substitution,in,[],201587,,,1610612755,17,18,2024-03-15T00:23:42Z,720000,False,,,0,,SUB in: N. Batum,[201587],1610612755.0,PHI,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT04M45.00S,2024-03-15T00:23:51.4Z,1,REGULAR,freethrow,2 of 2,[],202699,,,1610612755,17,19,2024-03-15T00:23:51Z,730000,False,,,0,,T. Harris Free Throw 2 of 2 (2 PTS),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
74,PT04M28.00S,2024-03-15T00:24:09.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203109,8.754927726675426,42.8921568627451,1610612749,17,19,2024-03-15T00:24:13Z,740000,False,36.0,30.0,1,left,MISS J. Crowder driving floating Shot,[203109],1610612749.0,MIL,driving floating,,,Crowder,J. Crowder,,,,,In The Paint (Non-RA),0-8 Center,4.63,Missed,,,,,,,,,,,,,,,,,,
75,PT04M25.00S,2024-03-15T00:24:11.9Z,1,REGULAR,rebound,defensive,[],1630194,,,1610612755,17,19,2024-03-15T00:24:11Z,750000,False,,,0,,P. Reed REBOUND (Off:0 Def:1),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,74.0,1.0,1.0,0.0,,
76,PT04M21.00S,2024-03-15T00:24:15.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201587,94.03745072273325,2.941176470588235,1610612755,17,19,2024-03-15T00:24:22Z,760000,False,-235.0,4.0,1,right,MISS N. Batum running 3PT,[201587],1610612755.0,PHI,running,,,Batum,N. Batum,,,,,Left Corner 3,24+ Left,23.53,Missed,,,,,,,,,,,,,,,,,,
77,PT04M18.00S,2024-03-15T00:24:18.8Z,1,REGULAR,rebound,defensive,[],1626192,,,1610612749,17,19,2024-03-15T00:24:22Z,770000,False,,,0,,P. Connaughton REBOUND (Off:0 Def:1),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,76.0,1.0,1.0,0.0,,
78,PT04M13.00S,2024-03-15T00:24:24.2Z,1,REGULAR,3pt,Jump Shot,[],1626171,32.53942181340342,31.372549019607842,1610612749,17,19,2024-03-15T00:24:40Z,780000,False,93.0,253.0,1,left,MISS B. Portis 27' 3PT,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Right Center,27.0,Missed,,,,,,,,,,,,,,,,,,
79,PT04M09.00S,2024-03-15T00:24:28.5Z,1,REGULAR,rebound,offensive,[],203109,,,1610612749,17,19,2024-03-15T00:24:28Z,790000,False,,,0,,J. Crowder REBOUND (Off:1 Def:1),[203109],1610612749.0,MIL,,,,Crowder,J. Crowder,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,78.0,2.0,1.0,1.0,,
80,PT04M05.00S,2024-03-15T00:24:33.5Z,1,REGULAR,turnover,out-of-bounds,[],201572,,,1610612749,17,19,2024-03-15T00:24:49Z,800000,False,,,0,,B. Lopez bad pass out-of-bounds TURNOVER (1 TO),[201572],1610612749.0,MIL,bad pass,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Right Center,,,,1.0,,,,,,202058.0,,,,,,,,,,
81,PT04M05.00S,2024-03-15T00:24:38.9Z,1,REGULAR,substitution,out,[],203109,,,1610612755,17,19,2024-03-15T00:24:43Z,810000,False,,,0,,SUB out: J. Crowder,[203109],1610612749.0,MIL,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT04M05.00S,2024-03-15T00:24:38.9Z,1,REGULAR,substitution,in,[],1631260,,,1610612755,17,19,2024-03-15T00:24:43Z,820000,False,,,0,,SUB in: A. Green,[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT03M52.00S,2024-03-15T00:25:01.2Z,1,REGULAR,turnover,lost ball,[],1630178,,,1610612755,17,19,2024-03-15T00:25:07Z,830000,False,,,0,,T. Maxey lost ball TURNOVER (2 TO),"[1630178, 1626171]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,,,,2.0,Portis,1626171.0,,,,,,,,,,,,,,
