actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
20,PT10M31.00S,2024-04-04T00:13:09.2Z,1,REGULAR,turnover,out-of-bounds,[],1628379,,,1610612763,5,2,2024-04-04T00:13:18Z,200000,False,,,0,,L. Kennard bad pass out-of-bounds TURNOVER (2 TO),[1628379],1610612763.0,MEM,bad pass,,,Kennard,L. Kennard,,,,,Mid-Range,16-24 Right,2.0,,,,,,,,,,200833.0,,,,,,,,,
21,PT10M15.00S,2024-04-04T00:13:27.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203109,87.07293035479631,59.068627450980394,1610612749,5,2,2024-04-04T00:13:41Z,210000,False,45.0,69.0,1,right,MISS J. Crowder 8' driving floating Shot,[203109],1610612749.0,MIL,driving floating,,,Crowder,J. Crowder,,,,,In The Paint (Non-RA),8-16 Right,,,,8.25,Missed,,,,,,,,,,,,,,,
22,PT10M13.00S,2024-04-04T00:13:29.9Z,1,REGULAR,rebound,defensive,[],1630590,,,1610612763,5,2,2024-04-04T00:13:41Z,220000,False,,,0,,S. Pippen Jr. REBOUND (Off:0 Def:1),[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,In The Paint (Non-RA),8-16 Right,,,,,,21.0,,,,,,,,,,1.0,1.0,0.0,,
23,PT10M04.00S,2024-04-04T00:13:38.4Z,1,REGULAR,3pt,Jump Shot,[],1628991,31.28285151116951,69.140625,1610612763,5,2,2024-04-04T00:13:46Z,230000,False,-96.0,242.0,1,left,MISS J. Jackson Jr. 25' 3PT,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Left Center,,,,25.99,Missed,,,,,,,,,,,,,,,
24,PT10M04.00S,2024-04-04T00:13:38.4Z,1,REGULAR,rebound,defensive,[],201572,,,1610612749,5,2,2024-04-04T00:13:46Z,240000,False,,,0,,B. Lopez REBOUND (Off:0 Def:1),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Left Center,,,,,,23.0,,,,,,,,,,1.0,1.0,0.0,,
25,PT09M53.00S,2024-04-04T00:13:49.0Z,1,REGULAR,3pt,Jump Shot,[],203109,88.64980289093299,3.431372549019608,1610612749,5,2,2024-04-04T00:13:54Z,250000,False,-233.0,54.0,1,right,MISS J. Crowder 3PT,[203109],1610612749.0,MIL,,,,Crowder,J. Crowder,,,,,Left Corner 3,24+ Left,,,,23.9,Missed,,,,,,,,,,,,,,,
26,PT09M51.00S,2024-04-04T00:13:51.0Z,1,REGULAR,rebound,defensive,[],1641998,,,1610612763,5,2,2024-04-04T00:13:54Z,260000,False,,,0,,T. Jemison REBOUND (Off:0 Def:1),[1641998],1610612763.0,MEM,,,,Jemison,T. Jemison,,,,,Left Corner 3,24+ Left,,,,,,25.0,,,,,,,,,,1.0,1.0,0.0,,
27,PT09M42.00S,2024-04-04T00:14:01.9Z,1,REGULAR,turnover,backcourt,[],1630590,,,1610612763,5,2,2024-04-04T00:14:09Z,270000,False,,,0,,S. Pippen Jr. backcourt TURNOVER (1 TO),[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,Mid-Range,8-16 Left,1.0,,,,,,,,,,202035.0,,,,,,,,,
28,PT09M38.00S,2024-04-04T00:14:17.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'defensivegoaltending']",203507,93.64323258869908,50.98039215686274,1610612749,7,2,2024-04-04T00:14:39Z,280000,False,5.0,7.0,1,right,G. Antetokounmpo driving finger roll Layup (2 PTS) (M. Beasley 1 AST),"[203507, 1627736]",1610612749.0,MIL,driving finger roll,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,0.88,Made,,2.0,M. Beasley,1627736.0,1.0,,,,,,,,,,
30,PT09M38.00S,2024-04-04T00:14:21.5Z,1,REGULAR,violation,defensive goaltending,[],1641713,,,1610612749,7,2,2024-04-04T00:14:39Z,300000,False,,,0,,G. Jackson defensive goaltending VIOLATION,[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,,,,,,,,,,,,202026.0,,,,,,,,,
31,PT09M14.00S,2024-04-04T00:14:51.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628991,6.258212877792378,51.470588235294116,1610612763,7,4,2024-04-04T00:14:58Z,310000,False,-7.0,6.0,1,left,J. Jackson Jr. driving Layup (4 PTS),[1628991],1610612763.0,MEM,driving,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,,,,0.97,Made,,4.0,,,,,,,,,,,,,
32,PT08M58.00S,2024-04-04T00:15:07.1Z,1,REGULAR,3pt,Jump Shot,[],1627736,69.20170827858082,69.6078431372549,1610612749,10,4,2024-04-04T00:15:13Z,320000,False,98.0,237.0,1,right,M. Beasley 25' 3PT  (3 PTS) (P. Connaughton 1 AST),"[1627736, 1626192]",1610612749.0,MIL,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Right Center,,,,25.65,Made,,3.0,P. Connaughton,1626192.0,1.0,,,,,,,,,,
34,PT08M43.00S,2024-04-04T00:15:25.2Z,1,REGULAR,foul,personal,['2freethrow'],203507,,,1610612763,10,4,2024-04-04T00:15:46Z,340000,False,,,0,,G. Antetokounmpo shooting personal FOUL (1 PF) (Jackson Jr. 2 FT),"[203507, 1628991]",1610612749.0,MIL,shooting,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,200833.0,1.0,0.0,Jackson Jr.,1628991.0,,,,,
36,PT08M43.00S,2024-04-04T00:15:50.8Z,1,REGULAR,freethrow,1 of 2,[],1628991,,,1610612763,10,5,2024-04-04T00:15:50Z,360000,False,,,0,,J. Jackson Jr. Free Throw 1 of 2 (5 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,Made,,5.0,,,,,,,,,,,,,
37,PT08M43.00S,2024-04-04T00:16:06.3Z,1,REGULAR,freethrow,2 of 2,[],1628991,,,1610612763,10,6,2024-04-04T00:16:06Z,370000,False,,,0,,J. Jackson Jr. Free Throw 2 of 2 (6 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,Made,,6.0,,,,,,,,,,,,,
38,PT08M31.00S,2024-04-04T00:16:20.2Z,1,REGULAR,3pt,Jump Shot,[],1627736,71.69842312746385,79.90196078431373,1610612749,10,6,2024-04-04T00:16:28Z,380000,False,150.0,214.0,1,right,MISS M. Beasley 26' 3PT,[1627736],1610612749.0,MIL,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Right Center,,,,26.06,Missed,,,,,,,,,,,,,,,
39,PT08M27.00S,2024-04-04T00:16:24.2Z,1,REGULAR,rebound,defensive,[],1641713,,,1610612763,10,6,2024-04-04T00:16:28Z,390000,False,,,0,,G. Jackson REBOUND (Off:0 Def:1),[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,Above the Break 3,24+ Right Center,,,,,,38.0,,,,,,,,,,1.0,1.0,0.0,,
40,PT08M14.00S,2024-04-04T00:16:36.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1641998,15.111695137976348,49.41023284313725,1610612763,10,8,2024-04-04T00:16:46Z,400000,False,3.0,90.0,1,left,T. Jemison 8' Hook (2 PTS) (S. Pippen Jr. 1 AST),"[1641998, 1630590]",1610612763.0,MEM,,,,Jemison,T. Jemison,,,,,In The Paint (Non-RA),8-16 Center,,,,8.95,Made,,2.0,S. Pippen Jr.,1630590.0,1.0,,,,,,,,,,
42,PT08M03.00S,2024-04-04T00:16:47.0Z,1,REGULAR,3pt,Jump Shot,[],203507,74.32654402102497,11.029411764705882,1610612749,10,8,2024-04-04T00:17:49Z,420000,False,-195.0,189.0,1,right,MISS G. Antetokounmpo 27' pullup 3PT,[203507],1610612749.0,MIL,pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Left Center,,,,27.14,Missed,,,,,,,,,,,,,,,
43,PT08M02.00S,2024-04-04T00:16:48.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612763,10,8,2024-04-04T00:16:53Z,430000,False,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,42.0,,,,,,,,,,,,,,
45,PT07M43.00S,2024-04-04T00:17:16.8Z,1,REGULAR,2pt,Jump Shot,[],1641998,24.26084099868594,50.245098039215684,1610612763,10,8,2024-04-04T00:18:12Z,450000,False,-1.0,176.0,1,left,MISS T. Jemison 17' pullup Shot,[1641998],1610612763.0,MEM,pullup,,,Jemison,T. Jemison,,,,,Mid-Range,16-24 Center,,,,17.56,Missed,,,,,,,,,,,,,,,
46,PT07M40.00S,2024-04-04T00:17:19.8Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,10,8,2024-04-04T00:17:25Z,460000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:1),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,16-24 Center,,,,,,45.0,,,,,,,,,,1.0,1.0,0.0,,
47,PT07M35.00S,2024-04-04T00:17:24.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203109,66.96780551905388,32.84313725490196,1610612749,10,8,2024-04-04T00:17:30Z,470000,False,-86.0,258.0,1,right,MISS J. Crowder 27' running 3PT,[203109],1610612749.0,MIL,running,,,Crowder,J. Crowder,,,,,Above the Break 3,24+ Left Center,,,,27.19,Missed,,,,,,,,,,,,,,,
48,PT07M33.00S,2024-04-04T00:17:26.7Z,1,REGULAR,rebound,defensive,[],1641713,,,1610612763,10,8,2024-04-04T00:17:30Z,480000,False,,,0,,G. Jackson REBOUND (Off:0 Def:2),[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,Above the Break 3,24+ Left Center,,,,,,47.0,,,,,,,,,,2.0,2.0,0.0,,
49,PT07M26.00S,2024-04-04T00:17:34.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641998,6.783837056504599,50.49019607843137,1610612763,10,8,2024-04-04T00:17:44Z,490000,False,-2.0,11.0,1,left,MISS T. Jemison cutting DUNK - blocked,"[1641998, 203507]",1610612763.0,MEM,cutting,,,Jemison,T. Jemison,,,,,Restricted Area,0-8 Center,,,,1.16,Missed,,,,,,,,,,,,,,Antetokounmpo,203507.0
50,PT07M26.00S,2024-04-04T00:17:34.1Z,1,REGULAR,block,,[],203507,,,1610612763,10,8,2024-04-04T00:17:38Z,500000,False,,,0,,G. Antetokounmpo BLOCK (1 BLK),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
51,PT07M22.00S,2024-04-04T00:17:38.1Z,1,REGULAR,rebound,defensive,[],203109,,,1610612749,10,8,2024-04-04T00:17:44Z,510000,False,,,0,,J. Crowder REBOUND (Off:0 Def:1),[203109],1610612749.0,MIL,,,,Crowder,J. Crowder,,,,,Restricted Area,0-8 Center,,,,,,49.0,,,,,,,,,,1.0,1.0,0.0,,
52,PT07M22.00S,2024-04-04T00:17:41.6Z,1,REGULAR,foul,personal,['2freethrow'],1641713,,,1610612749,10,8,2024-04-04T00:18:01Z,520000,False,,,0,,G. Jackson shooting personal FOUL (1 PF) (Crowder 2 FT),"[1641713, 203109]",1610612763.0,MEM,shooting,,,Jackson,G. Jackson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,200833.0,1.0,0.0,Crowder,203109.0,,,,,
54,PT07M22.00S,2024-04-04T00:18:04.1Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],203109,,,1610612749,11,8,2024-04-04T00:18:27Z,540000,False,,,0,,J. Crowder Free Throw 1 of 2 (1 PTS),[203109],1610612749.0,MIL,,,,Crowder,J. Crowder,,,,,,,,,,,Made,,1.0,,,,,,,,,,,,,
55,PT07M22.00S,2024-04-04T00:18:04.1Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],203109,,,1610612749,11,8,2024-04-04T00:18:27Z,550000,False,,,0,,MISS J. Crowder Free Throw 2 of 2,[203109],1610612749.0,MIL,,,,Crowder,J. Crowder,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
56,PT07M19.00S,2024-04-04T00:18:07.1Z,1,REGULAR,rebound,defensive,[],1641998,,,1610612763,11,8,2024-04-04T00:18:27Z,560000,False,,,0,,T. Jemison REBOUND (Off:0 Def:2),[1641998],1610612763.0,MEM,,,,Jemison,T. Jemison,,,,,,,,,,,,55.0,,,,,,,,,,2.0,2.0,0.0,,
57,PT07M04.00S,2024-04-04T00:18:41.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630590,7.046649145860711,49.26470588235294,1610612763,11,10,2024-04-04T00:18:46Z,570000,False,4.0,14.0,1,left,S. Pippen Jr. driving finger roll Layup (2 PTS),[1630590],1610612763.0,MEM,driving finger roll,,,Pippen Jr.,S. Pippen Jr.,,,,,Restricted Area,0-8 Center,,,,1.42,Made,,2.0,,,,,,,,,,,,,
58,PT06M47.00S,2024-04-04T00:18:57.9Z,1,REGULAR,2pt,Jump Shot,[],203109,93.38042049934296,32.84313725490196,1610612749,11,10,2024-04-04T00:19:08Z,580000,False,-86.0,10.0,1,right,MISS J. Crowder 8' driving floating Shot,[203109],1610612749.0,MIL,driving floating,,,Crowder,J. Crowder,,,,,Mid-Range,8-16 Left,,,,8.63,Missed,,,,,,,,,,,,,,,
59,PT06M45.00S,2024-04-04T00:18:59.9Z,1,REGULAR,rebound,defensive,[],1628379,,,1610612763,11,10,2024-04-04T00:19:08Z,590000,False,,,0,,L. Kennard REBOUND (Off:0 Def:1),[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,Mid-Range,8-16 Left,,,,,,58.0,,,,,,,,,,1.0,1.0,0.0,,
60,PT06M38.00S,2024-04-04T00:19:07.6Z,1,REGULAR,3pt,Jump Shot,[],1628379,33.327858081471746,47.549019607843135,1610612763,11,13,2024-04-04T00:19:12Z,600000,False,12.0,261.0,1,left,L. Kennard 26' 3PT  (3 PTS),[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Center,,,,26.11,Made,,3.0,,,,,,,,,,,,,
62,PT06M23.00S,2024-04-04T00:19:23.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627736,86.5473061760841,56.86274509803921,1610612749,11,13,2024-04-04T00:21:41Z,620000,False,34.0,74.0,1,right,MISS M. Beasley 8' driving floating Shot,[1627736],1610612749.0,MIL,driving floating,,,Beasley,M. Beasley,,,,,In The Paint (Non-RA),8-16 Center,,,,8.16,Missed,,,,,,,,,,,,,,,
63,PT06M20.00S,2024-04-04T00:19:26.2Z,1,REGULAR,rebound,offensive,[],203109,,,1610612749,11,13,2024-04-04T00:19:28Z,630000,False,,,0,,J. Crowder REBOUND (Off:1 Def:1),[203109],1610612749.0,MIL,,,,Crowder,J. Crowder,,,,,In The Paint (Non-RA),8-16 Center,,,,,,62.0,,,,,,,,,,2.0,1.0,1.0,,
64,PT06M19.00S,2024-04-04T00:19:26.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203109,91.40932982917214,54.41176470588235,1610612749,13,13,2024-04-04T00:19:31Z,640000,False,22.0,28.0,1,right,J. Crowder putback Layup (3 PTS),[203109],1610612749.0,MIL,putback,,,Crowder,J. Crowder,,,,,Restricted Area,0-8 Center,,,,3.59,Made,,3.0,,,,,,,,,,,,,
65,PT05M57.00S,2024-04-04T00:19:48.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1641998,9.674770039421814,37.5,1610612763,13,15,2024-04-04T00:19:53Z,650000,False,62.0,38.0,1,left,T. Jemison 7' turnaround Hook (4 PTS) (L. Kennard 1 AST),"[1641998, 1628379]",1610612763.0,MEM,turnaround,,,Jemison,T. Jemison,,,,,In The Paint (Non-RA),0-8 Center,,,,7.34,Made,,4.0,L. Kennard,1628379.0,1.0,,,,,,,,,,
67,PT05M47.00S,2024-04-04T00:20:00.9Z,1,REGULAR,3pt,Jump Shot,[],201572,72.58336070959264,11.787683823529411,1610612749,16,15,2024-04-04T00:20:08Z,670000,False,-191.0,205.0,1,right,B. Lopez 28' 3PT  (8 PTS) (P. Connaughton 2 AST),"[201572, 1626192]",1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Left Center,,,,28.04,Made,,8.0,P. Connaughton,1626192.0,2.0,,,,,,,,,,
69,PT05M47.00S,2024-04-04T00:20:06.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,16,15,2024-04-04T00:20:06Z,690000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT05M47.00S,2024-04-04T00:22:31.3Z,1,REGULAR,substitution,out,[],203507,,,1610612763,16,15,2024-04-04T00:22:58Z,700000,False,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M47.00S,2024-04-04T00:22:31.3Z,1,REGULAR,substitution,out,[],1630590,,,1610612763,16,15,2024-04-04T00:22:58Z,710000,False,,,0,,SUB out: S. Pippen Jr.,[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M47.00S,2024-04-04T00:22:31.3Z,1,REGULAR,substitution,out,[],1641998,,,1610612763,16,15,2024-04-04T00:22:58Z,720000,False,,,0,,SUB out: T. Jemison,[1641998],1610612763.0,MEM,,,,Jemison,T. Jemison,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M47.00S,2024-04-04T00:22:31.3Z,1,REGULAR,substitution,in,[],1626171,,,1610612763,16,15,2024-04-04T00:22:58Z,730000,False,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M47.00S,2024-04-04T00:22:31.3Z,1,REGULAR,substitution,in,[],1630205,,,1610612763,16,15,2024-04-04T00:22:58Z,740000,False,,,0,,SUB in: L. Stevens,[1630205],1610612763.0,MEM,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M47.00S,2024-04-04T00:22:31.3Z,1,REGULAR,substitution,in,[],1630692,,,1610612763,16,15,2024-04-04T00:22:58Z,750000,False,,,0,,SUB in: J. Goodwin,[1630692],1610612763.0,MEM,,,,Goodwin,J. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M23.00S,2024-04-04T00:23:28.2Z,1,REGULAR,3pt,Jump Shot,[],1641713,4.993429697766097,96.1014093137255,1610612763,16,15,2024-04-04T00:23:36Z,760000,False,-231.0,-6.0,1,left,MISS G. Jackson 3PT,[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,Left Corner 3,24+ Left,,,,23.06,Missed,,,,,,,,,,,,,,,
77,PT05M19.00S,2024-04-04T00:23:32.2Z,1,REGULAR,rebound,defensive,[],1626192,,,1610612749,16,15,2024-04-04T00:23:36Z,770000,False,,,0,,P. Connaughton REBOUND (Off:0 Def:1),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,Left Corner 3,24+ Left,,,,,,76.0,,,,,,,,,,1.0,1.0,0.0,,
78,PT05M10.00S,2024-04-04T00:23:41.5Z,1,REGULAR,3pt,Jump Shot,[],1627736,69.85873850197109,24.509803921568626,1610612749,16,15,2024-04-04T00:25:56Z,780000,False,-127.0,231.0,1,right,MISS M. Beasley 26' pullup 3PT,[1627736],1610612749.0,MIL,pullup,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Left Center,,,,26.37,Missed,,,,,,,,,,,,,,,
79,PT05M07.00S,2024-04-04T00:23:44.5Z,1,REGULAR,rebound,defensive,[],1630205,,,1610612763,16,15,2024-04-04T00:23:46Z,790000,False,,,0,,L. Stevens REBOUND (Off:0 Def:1),[1630205],1610612763.0,MEM,,,,Stevens,L. Stevens,,,,,Above the Break 3,24+ Left Center,,,,,,78.0,,,,,,,,,,1.0,1.0,0.0,,
80,PT05M01.00S,2024-04-04T00:23:53.3Z,1,REGULAR,foul,personal,['2freethrow'],201572,,,1610612763,16,15,2024-04-04T00:24:05Z,800000,False,,,0,,B. Lopez shooting personal FOUL (1 PF) (Jackson Jr. 2 FT),"[201572, 1628991]",1610612749.0,MIL,shooting,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,200833.0,1.0,0.0,Jackson Jr.,1628991.0,,,,,
82,PT05M01.00S,2024-04-04T00:24:16.6Z,1,REGULAR,freethrow,1 of 2,[],1628991,,,1610612763,16,16,2024-04-04T00:24:16Z,820000,False,,,0,,J. Jackson Jr. Free Throw 1 of 2 (7 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,Made,,7.0,,,,,,,,,,,,,
83,PT05M01.00S,2024-04-04T00:24:18.9Z,1,REGULAR,substitution,out,[],1628379,,,1610612763,16,16,2024-04-04T00:24:26Z,830000,False,,,0,,SUB out: L. Kennard,[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M01.00S,2024-04-04T00:24:18.9Z,1,REGULAR,substitution,in,[],1631222,,,1610612763,16,16,2024-04-04T00:24:26Z,840000,False,,,0,,SUB in: J. LaRavia,[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,,,,,,,,,,
