actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
18,PT10M54.00S,2023-12-16T23:13:02.0Z,1,REGULAR,2pt,Jump Shot,[],203081,91.5407358738502,31.61764705882353,1610612749,2,0,2023-12-16T23:13:06Z,180000,False,-92.0,27.0,1,right,MISS D. Lillard 9' turnaround fadeaway Shot,[203081],1610612749.0,MIL,turnaround fadeaway,,,Lillard,D. Lillard,,,,,Mid-Range,8-16 Left,9.58,Missed,,,,,,,,,,,,,,,,,,
19,PT10M51.00S,2023-12-16T23:13:05.0Z,1,REGULAR,rebound,defensive,[],1628963,,,1610612765,2,0,2023-12-16T23:13:06Z,190000,False,,,0,,M. Bagley III REBOUND (Off:0 Def:1),[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,Mid-Range,8-16 Left,,,18.0,1.0,1.0,0.0,,,,,,,,,,,,,,
20,PT10M40.00S,2023-12-16T23:13:15.2Z,1,REGULAR,2pt,Jump Shot,[],1628963,21.23850197109067,63.23529411764706,1610612765,2,0,2023-12-16T23:13:20Z,200000,False,-66.0,147.0,1,left,MISS M. Bagley III 16' floating Shot,[1628963],1610612765.0,DET,floating,,,Bagley III,M. Bagley III,,,,,Mid-Range,16-24 Left Center,16.13,Missed,,,,,,,,,,,,,,,,,,
21,PT10M37.00S,2023-12-16T23:13:18.4Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,2,0,2023-12-16T23:13:18Z,210000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:1),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,16-24 Left Center,,,20.0,1.0,1.0,0.0,,,,,,,,,,,,,,
22,PT10M32.00S,2023-12-16T23:13:24.3Z,1,REGULAR,3pt,Jump Shot,[],203081,80.76544021024968,3.431372549019608,1610612749,2,0,2023-12-16T23:13:41Z,220000,False,-233.0,128.0,1,right,MISS D. Lillard 26' 3PT - blocked,"[203081, 1628963]",1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,26.58,Missed,,,,,Bagley III,1628963.0,,,,,,,,,,,,
23,PT10M32.00S,2023-12-16T23:13:24.3Z,1,REGULAR,block,,[],1628963,,,1610612749,2,0,2023-12-16T23:13:27Z,230000,False,,,0,,M. Bagley III BLOCK (1 BLK),[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
24,PT10M28.00S,2023-12-16T23:13:28.3Z,1,REGULAR,rebound,defensive,[],1630165,,,1610612765,2,0,2023-12-16T23:13:41Z,240000,False,,,0,,K. Hayes REBOUND (Off:0 Def:2),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,Above the Break 3,24+ Left Center,,,22.0,2.0,2.0,0.0,,,,,,,,,,,,,,
25,PT10M23.00S,2023-12-16T23:13:33.2Z,1,REGULAR,3pt,Jump Shot,[],1630595,33.85348226018397,67.15686274509804,1610612765,2,0,2023-12-16T23:13:46Z,250000,False,-86.0,266.0,1,left,MISS C. Cunningham 27' 3PT,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Center,27.92,Missed,,,,,,,,,,,,,,,,,,
26,PT10M20.00S,2023-12-16T23:13:36.2Z,1,REGULAR,rebound,defensive,[],1641748,,,1610612749,2,0,2023-12-16T23:13:46Z,260000,False,,,0,,A. Jackson Jr. REBOUND (Off:0 Def:2),[1641748],1610612749.0,MIL,,,,Jackson Jr.,A. Jackson Jr.,,,,,Above the Break 3,24+ Center,,,25.0,2.0,2.0,0.0,,,,,,,,,,,,,,
27,PT10M11.00S,2023-12-16T23:13:50.0Z,1,REGULAR,foul,personal,[],202711,,,1610612749,2,0,2023-12-16T23:14:15Z,270000,False,,,0,,B. Bogdanovic personal FOUL (1 PF),"[202711, 201572]",1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,1162.0,1.0,0.0,Lopez,201572.0,,,,,,,
29,PT10M01.00S,2023-12-16T23:14:14.2Z,1,REGULAR,3pt,Jump Shot,[],1630699,92.32917214191852,94.85294117647058,1610612749,5,0,2023-12-16T23:14:19Z,290000,False,224.0,20.0,1,right,M. Beauchamp 3PT  (5 PTS) (G. Antetokounmpo 1 AST),"[1630699, 203507]",1610612749.0,MIL,,,,Beauchamp,M. Beauchamp,,,,,Right Corner 3,24+ Right,22.52,Made,,,,,,,,,,,,5.0,G. Antetokounmpo,203507.0,1.0,,,
31,PT09M48.00S,2023-12-16T23:14:27.1Z,1,REGULAR,2pt,Jump Shot,[],1630165,21.50131406044678,40.44117647058824,1610612765,5,0,2023-12-16T23:15:20Z,310000,False,48.0,150.0,1,left,MISS K. Hayes 15' pullup Shot,[1630165],1610612765.0,DET,pullup,,,Hayes,K. Hayes,,,,,Mid-Range,8-16 Center,15.71,Missed,,,,,,,,,,,,,,,,,,
32,PT09M44.00S,2023-12-16T23:14:31.1Z,1,REGULAR,rebound,defensive,[],1630699,,,1610612749,5,0,2023-12-16T23:15:20Z,320000,False,,,0,,M. Beauchamp REBOUND (Off:0 Def:1),[1630699],1610612749.0,MIL,,,,Beauchamp,M. Beauchamp,,,,,Mid-Range,8-16 Center,,,31.0,1.0,1.0,0.0,,,,,,,,,,,,,,
33,PT09M42.00S,2023-12-16T23:14:33.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1641748,91.40932982917214,51.9607843137255,1610612749,5,0,2023-12-16T23:14:43Z,330000,False,10.0,28.0,1,right,MISS A. Jackson Jr. running Layup,[1641748],1610612749.0,MIL,running,,,Jackson Jr.,A. Jackson Jr.,,,,,Restricted Area,0-8 Center,2.99,Missed,,,,,,,,,,,,,,,,,,
34,PT09M38.00S,2023-12-16T23:14:37.1Z,1,REGULAR,rebound,offensive,[],1630699,,,1610612749,5,0,2023-12-16T23:14:43Z,340000,False,,,0,,M. Beauchamp REBOUND (Off:1 Def:1),[1630699],1610612749.0,MIL,,,,Beauchamp,M. Beauchamp,,,,,Restricted Area,0-8 Center,,,33.0,2.0,1.0,1.0,,,,,,,,,,,,,,
35,PT09M38.00S,2023-12-16T23:14:37.1Z,1,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint']",1630699,94.40999984741211,50.0,1610612749,7,0,2023-12-16T23:15:00Z,350000,False,0.0,0.0,1,right,M. Beauchamp tip Layup (7 PTS),[1630699],1610612749.0,MIL,tip,,,Beauchamp,M. Beauchamp,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,,,,,,7.0,,,,,,
36,PT09M27.00S,2023-12-16T23:14:47.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,8.09789750328515,43.627450980392155,1610612765,7,2,2023-12-16T23:14:51Z,360000,False,32.0,24.0,1,left,C. Cunningham cutting Layup (2 PTS) (K. Hayes 1 AST),"[1630595, 1630165]",1610612765.0,DET,cutting,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,3.97,Made,,,,,,,,,,,,2.0,K. Hayes,1630165.0,1.0,,,
38,PT09M13.00S,2023-12-16T23:15:01.6Z,1,REGULAR,3pt,Jump Shot,[],203081,68.28186596583443,27.205882352941174,1610612749,7,2,2023-12-16T23:15:06Z,380000,False,-114.0,246.0,1,right,MISS D. Lillard 27' 3PT,[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,27.09,Missed,,,,,,,,,,,,,,,,,,
39,PT09M11.00S,2023-12-16T23:15:03.6Z,1,REGULAR,rebound,defensive,[],1628963,,,1610612765,7,2,2023-12-16T23:15:06Z,390000,False,,,0,,M. Bagley III REBOUND (Off:0 Def:2),[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,Above the Break 3,24+ Left Center,,,38.0,2.0,2.0,0.0,,,,,,,,,,,,,,
40,PT09M04.00S,2023-12-16T23:15:10.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202711,6.389618922470433,42.40196078431372,1610612765,7,4,2023-12-16T23:17:54Z,400000,False,38.0,8.0,1,left,B. Bogdanovic driving Layup (2 PTS) (K. Hayes 2 AST),"[202711, 1630165]",1610612765.0,DET,driving,,,Bogdanovic,B. Bogdanovic,,,,,Restricted Area,0-8 Center,3.88,Made,,,,,,,,,,,,2.0,K. Hayes,1630165.0,2.0,,,
42,PT08M42.00S,2023-12-16T23:15:33.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203507,89.96386333771353,46.32352941176471,1610612749,7,4,2023-12-16T23:15:40Z,420000,False,-18.0,42.0,1,right,MISS G. Antetokounmpo Hook,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),0-8 Center,4.57,Missed,,,,,,,,,,,,,,,,,,
43,PT08M38.00S,2023-12-16T23:15:37.4Z,1,REGULAR,rebound,defensive,[],1630595,,,1610612765,7,4,2023-12-16T23:15:40Z,430000,False,,,0,,C. Cunningham REBOUND (Off:0 Def:1),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),0-8 Center,,,42.0,1.0,1.0,0.0,,,,,,,,,,,,,,
44,PT08M35.00S,2023-12-16T23:15:40.1Z,1,REGULAR,turnover,lost ball,[],1630595,,,1610612765,7,4,2023-12-16T23:15:46Z,440000,False,,,0,,C. Cunningham lost ball TURNOVER (1 TO),"[1630595, 203507]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,1.0,Antetokounmpo,203507.0
45,PT08M35.00S,2023-12-16T23:15:40.1Z,1,REGULAR,steal,,[],203507,,,1610612749,7,4,2023-12-16T23:15:42Z,450000,False,,,0,,G. Antetokounmpo STEAL (1 STL),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
46,PT08M30.00S,2023-12-16T23:15:44.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641748,93.64323258869908,51.225490196078425,1610612749,9,4,2023-12-16T23:15:50Z,460000,False,6.0,7.0,1,right,A. Jackson Jr. running Layup (2 PTS) (D. Lillard 1 AST),"[1641748, 203081]",1610612749.0,MIL,running,,,Jackson Jr.,A. Jackson Jr.,,,,,Restricted Area,0-8 Center,0.95,Made,,,,,,,,,,,,2.0,D. Lillard,203081.0,1.0,,,
48,PT08M12.00S,2023-12-16T23:16:02.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202711,16.376478318002626,36.51960784313725,1610612765,9,4,2023-12-16T23:16:07Z,480000,False,67.0,101.0,1,left,MISS B. Bogdanovic 12' pullup Shot,[202711],1610612765.0,DET,pullup,,,Bogdanovic,B. Bogdanovic,,,,,In The Paint (Non-RA),8-16 Right,12.18,Missed,,,,,,,,,,,,,,,,,,
49,PT08M09.00S,2023-12-16T23:16:05.7Z,1,REGULAR,rebound,defensive,[],1630699,,,1610612749,9,4,2023-12-16T23:16:05Z,490000,False,,,0,,M. Beauchamp REBOUND (Off:1 Def:2),[1630699],1610612749.0,MIL,,,,Beauchamp,M. Beauchamp,,,,,In The Paint (Non-RA),8-16 Right,,,48.0,3.0,2.0,1.0,,,,,,,,,,,,,,
50,PT08M01.00S,2023-12-16T23:16:13.6Z,1,REGULAR,3pt,Jump Shot,[],201572,68.80749014454665,68.62745098039215,1610612749,12,4,2023-12-16T23:16:19Z,500000,False,93.0,241.0,1,right,B. Lopez 25' 3PT  (3 PTS) (M. Beauchamp 1 AST),"[201572, 1630699]",1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Right Center,25.81,Made,,,,,,,,,,,,3.0,M. Beauchamp,1630699.0,1.0,,,
52,PT07M43.00S,2023-12-16T23:16:31.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630595,12.828515111695138,54.41176470588235,1610612765,12,6,2023-12-16T23:16:35Z,520000,False,-22.0,68.0,1,left,C. Cunningham 7' Hook (4 PTS),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),0-8 Center,7.16,Made,,,,,,,,,,,,4.0,,,,,,
53,PT07M30.00S,2023-12-16T23:16:44.7Z,1,REGULAR,3pt,Jump Shot,[],1641748,95.0886990801577,95.34313725490196,1610612749,15,6,2023-12-16T23:16:49Z,530000,False,227.0,-6.0,1,right,A. Jackson Jr. 3PT  (5 PTS) (B. Lopez 1 AST),"[1641748, 201572]",1610612749.0,MIL,,,,Jackson Jr.,A. Jackson Jr.,,,,,Right Corner 3,24+ Right,22.68,Made,,,,,,,,,,,,5.0,B. Lopez,201572.0,1.0,,,
55,PT07M22.00S,2023-12-16T23:16:52.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202711,8.229303547963205,36.27450980392157,1610612765,15,6,2023-12-16T23:16:57Z,550000,False,69.0,25.0,1,left,MISS B. Bogdanovic 7' pullup Shot,[202711],1610612765.0,DET,pullup,,,Bogdanovic,B. Bogdanovic,,,,,In The Paint (Non-RA),0-8 Center,7.3,Missed,,,,,,,,,,,,,,,,,,
56,PT07M19.00S,2023-12-16T23:16:55.9Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,15,6,2023-12-16T23:16:57Z,560000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:2),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),0-8 Center,,,55.0,2.0,2.0,0.0,,,,,,,,,,,,,,
57,PT07M17.00S,2023-12-16T23:17:00.3Z,1,REGULAR,foul,personal,['2freethrow'],1641709,,,1610612749,15,6,2023-12-16T23:17:21Z,570000,False,,,0,,A. Thompson shooting personal FOUL (1 PF) (Antetokounmpo 2 FT),"[1641709, 203507]",1610612765.0,DET,shooting,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,1626301.0,1.0,0.0,Antetokounmpo,203507.0,,,,,,,
59,PT07M17.00S,2023-12-16T23:17:44.9Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],203507,,,1610612749,16,6,2023-12-16T23:17:44Z,590000,False,,,0,,G. Antetokounmpo Free Throw 1 of 2 (1 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Made,,,,,,,,,,,,1.0,,,,,,
60,PT07M17.00S,2023-12-16T23:18:11.8Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],203507,,,1610612749,17,6,2023-12-16T23:18:11Z,600000,False,,,0,,G. Antetokounmpo Free Throw 2 of 2 (2 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Made,,,,,,,,,,,,2.0,,,,,,
61,PT07M01.00S,2023-12-16T23:18:34.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628963,7.178055190538765,49.50980392156863,1610612765,17,8,2023-12-16T23:18:38Z,610000,False,2.0,15.0,1,left,M. Bagley III cutting Layup (2 PTS) (K. Hayes 3 AST),"[1628963, 1630165]",1610612765.0,DET,cutting,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,1.52,Made,,,,,,,,,,,,2.0,K. Hayes,1630165.0,3.0,,,
63,PT06M55.00S,2023-12-16T23:18:43.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203507,92.46057818659659,52.20588235294118,1610612749,19,8,2023-12-16T23:18:52Z,630000,False,11.0,18.0,1,right,G. Antetokounmpo driving finger roll Layup (4 PTS),[203507],1610612749.0,MIL,driving finger roll,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,2.14,Made,,,,,,,,,,,,4.0,,,,,,
64,PT06M55.00S,2023-12-16T23:18:47.8Z,1,REGULAR,foul,personal,['1freethrow'],1628963,,,1610612749,19,8,2023-12-16T23:19:01Z,640000,False,,,0,,M. Bagley III shooting personal FOUL (1 PF) (Antetokounmpo 1 FT),"[1628963, 203507]",1610612765.0,DET,shooting,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,,,,,,,,,1628487.0,1.0,0.0,Antetokounmpo,203507.0,,,,,,,
66,PT06M55.00S,2023-12-16T23:19:05.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,19,8,2023-12-16T23:22:53Z,660000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M55.00S,2023-12-16T23:21:06.0Z,1,REGULAR,substitution,out,[],1630165,,,1610612749,19,8,2023-12-16T23:22:53Z,670000,False,,,0,,SUB out: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M55.00S,2023-12-16T23:21:06.0Z,1,REGULAR,substitution,out,[],1641709,,,1610612749,19,8,2023-12-16T23:22:53Z,680000,False,,,0,,SUB out: A. Thompson,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M55.00S,2023-12-16T23:21:06.0Z,1,REGULAR,substitution,out,[],1628963,,,1610612749,19,8,2023-12-16T23:22:53Z,690000,False,,,0,,SUB out: M. Bagley III,[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M55.00S,2023-12-16T23:21:06.0Z,1,REGULAR,substitution,in,[],1630587,,,1610612749,19,8,2023-12-16T23:22:53Z,700000,False,,,0,,SUB in: I. Livers,[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M55.00S,2023-12-16T23:21:06.0Z,1,REGULAR,substitution,in,[],1630164,,,1610612749,19,8,2023-12-16T23:22:53Z,710000,False,,,0,,SUB in: J. Wiseman,[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M55.00S,2023-12-16T23:21:06.0Z,1,REGULAR,substitution,in,[],1631093,,,1610612749,19,8,2023-12-16T23:22:53Z,720000,False,,,0,,SUB in: J. Ivey,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M55.00S,2023-12-16T23:22:01.3Z,1,REGULAR,freethrow,1 of 1,[],203507,,,1610612749,20,8,2023-12-16T23:22:01Z,730000,False,,,0,,G. Antetokounmpo Free Throw 1 of 1 (5 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Made,,,,,,,,,,,,5.0,,,,,,
74,PT06M40.00S,2023-12-16T23:22:14.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631093,20.318659658344284,47.794117647058826,1610612765,20,10,2023-12-16T23:22:21Z,740000,False,11.0,138.0,1,left,J. Ivey 13' pullup Jump Shot (2 PTS) (J. Wiseman 1 AST),"[1631093, 1630164]",1610612765.0,DET,pullup,,,Ivey,J. Ivey,,,,,In The Paint (Non-RA),8-16 Center,13.89,Made,,,,,,,,,,,,2.0,J. Wiseman,1630164.0,1.0,,,
76,PT06M23.00S,2023-12-16T23:22:30.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203507,93.38042049934296,50.245098039215684,1610612749,22,10,2023-12-16T23:22:36Z,760000,False,1.0,10.0,1,right,G. Antetokounmpo driving finger roll Layup (7 PTS),[203507],1610612749.0,MIL,driving finger roll,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,0.98,Made,,,,,,,,,,,,7.0,,,,,,
77,PT06M04.00S,2023-12-16T23:22:50.0Z,1,REGULAR,3pt,Jump Shot,[],1630587,9.806176084099869,1.715686274509804,1610612765,22,10,2023-12-16T23:22:55Z,770000,False,241.0,40.0,1,left,MISS I. Livers 24' 3PT,[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,Right Corner 3,24+ Right,24.46,Missed,,,,,,,,,,,,,,,,,,
78,PT06M01.00S,2023-12-16T23:22:53.0Z,1,REGULAR,rebound,defensive,[],1641748,,,1610612749,22,10,2023-12-16T23:22:55Z,780000,False,,,0,,A. Jackson Jr. REBOUND (Off:0 Def:3),[1641748],1610612749.0,MIL,,,,Jackson Jr.,A. Jackson Jr.,,,,,Right Corner 3,24+ Right,,,77.0,3.0,3.0,0.0,,,,,,,,,,,,,,
79,PT05M55.00S,2023-12-16T23:22:59.3Z,1,REGULAR,2pt,Jump Shot,[],203081,78.13731931668858,31.127450980392158,1610612749,24,10,2023-12-16T23:23:12Z,790000,False,-94.0,153.0,1,right,D. Lillard 17' driving floating Jump Shot (2 PTS),[203081],1610612749.0,MIL,driving floating,,,Lillard,D. Lillard,,,,,Mid-Range,16-24 Left Center,17.98,Made,,,,,,,,,,,,2.0,,,,,,
80,PT05M39.00S,2023-12-16T23:23:14.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630595,18.610381077529567,47.30392156862745,1610612765,24,12,2023-12-16T23:23:19Z,800000,False,13.0,122.0,1,left,C. Cunningham 12' step back Jump Shot (6 PTS) (J. Wiseman 2 AST),"[1630595, 1630164]",1610612765.0,DET,step back,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),8-16 Center,12.31,Made,,,,,,,,,,,,6.0,J. Wiseman,1630164.0,2.0,,,
