actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,shotResult,shotActionNumber,shotDistance,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulDrawnPlayerName,foulDrawnPersonId
590,PT09M06.00S,2024-01-27T03:09:47.1Z,4,REGULAR,substitution,in,[],1627745,,,1610612739,79,91,2024-01-27T03:09:54Z,5770000,False,,,0,,SUB in: D. Jones,[1627745],1610612739.0,CLE,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
591,PT09M06.00S,2024-01-27T03:10:07.9Z,4,REGULAR,freethrow,3 of 3,[],1627777,,,1610612739,79,92,2024-01-27T03:10:07Z,5780000,False,,,0,,G. Niang Free Throw 3 of 3 (8 PTS),[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,,,,,,Made,,,,,,,,,,,8.0,,,,,
592,PT08M52.00S,2024-01-27T03:10:26.4Z,4,REGULAR,2pt,Jump Shot,[],203114,86.02168199737189,23.52941176470588,1610612749,79,92,2024-01-27T03:11:00Z,5790000,False,-132.0,79.0,1,right,MISS K. Middleton 15' turnaround fadeaway Shot,[203114],1610612749.0,MIL,turnaround fadeaway,,,Middleton,K. Middleton,,,,,Mid-Range,8-16 Left,,,,Missed,,15.41,,,,,,,,,,,,,,
593,PT08M50.00S,2024-01-27T03:10:28.4Z,4,REGULAR,rebound,offensive,[],201572,,,1610612749,79,92,2024-01-27T03:11:00Z,5800000,False,,,0,,B. Lopez REBOUND (Off:3 Def:6),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Mid-Range,8-16 Left,,,,,592.0,,9.0,6.0,3.0,,,,,,,,,,,
594,PT08M49.00S,2024-01-27T03:10:30.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201572,92.06636005256242,53.431372549019606,1610612749,81,92,2024-01-27T03:11:06Z,5810000,False,17.0,22.0,1,right,B. Lopez putback Layup (7 PTS),[201572],1610612749.0,MIL,putback,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,,Made,,2.8,,,,,,,,,7.0,,,,,
595,PT08M35.00S,2024-01-27T03:10:45.2Z,4,REGULAR,foul,offensive,[],1627745,,,1610612739,81,92,2024-01-27T03:10:54Z,5820000,False,,,0,,D. Jones offensive FOUL (2 PF),"[1627745, 1626192]",1610612739.0,CLE,,,,Jones,D. Jones,,,,,Above the Break 3,24+ Center,1193.0,2.0,0.0,,,,,,,,,,,,,,,,Connaughton,1626192.0
597,PT08M35.00S,2024-01-27T03:10:45.2Z,4,REGULAR,turnover,offensive foul,[],1627745,,,1610612739,81,92,2024-01-27T03:10:45Z,5840000,False,,,0,,D. Jones offensive foul TURNOVER (1 TO),[1627745],1610612739.0,CLE,,,,Jones,D. Jones,,,,,Above the Break 3,24+ Center,1193.0,,,,,,,,,1.0,,,,,,,,,,
598,PT08M30.00S,2024-01-27T03:11:05.5Z,4,REGULAR,foul,personal,['2freethrow'],1630241,,,1610612749,81,92,2024-01-27T03:11:36Z,5850000,False,,,0,,S. Merrill shooting personal FOUL (3 PF) (Payne 2 FT),"[1630241, 1626166]",1610612739.0,CLE,shooting,,,Merrill,S. Merrill,,,,,Mid-Range,16-24 Left Center,1193.0,3.0,0.0,,,,,,,,,,,,,,,,Payne,1626166.0
600,PT08M30.00S,2024-01-27T03:11:37.4Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1626166,,,1610612749,81,92,2024-01-27T03:11:37Z,5870000,False,,,0,,MISS C. Payne Free Throw 1 of 2,[1626166],1610612749.0,MIL,,,,Payne,C. Payne,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
601,PT08M30.00S,2024-01-27T03:11:37.4Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612749,81,92,2024-01-27T03:11:37Z,5880000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,600.0,,,,,,,,,,,,,,,
602,PT08M30.00S,2024-01-27T03:11:39.1Z,4,REGULAR,substitution,out,[],1626192,,,1610612749,81,92,2024-01-27T03:11:57Z,5890000,False,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,,
603,PT08M30.00S,2024-01-27T03:11:39.1Z,4,REGULAR,substitution,out,[],1629622,,,1610612749,81,92,2024-01-27T03:11:57Z,5900000,False,,,0,,SUB out: M. Strus,[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
604,PT08M30.00S,2024-01-27T03:11:39.1Z,4,REGULAR,substitution,in,[],203081,,,1610612749,81,92,2024-01-27T03:11:57Z,5910000,False,,,0,,SUB in: D. Lillard,[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,,
605,PT08M30.00S,2024-01-27T03:11:39.1Z,4,REGULAR,substitution,in,[],1630171,,,1610612749,81,92,2024-01-27T03:11:57Z,5920000,False,,,0,,SUB in: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
606,PT08M30.00S,2024-01-27T03:12:01.8Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1626166,,,1610612749,82,92,2024-01-27T03:12:01Z,5930000,False,,,0,,C. Payne Free Throw 2 of 2 (4 PTS),[1626166],1610612749.0,MIL,,,,Payne,C. Payne,,,,,,,,,,Made,,,,,,,,,,,4.0,,,,,
607,PT08M15.00S,2024-01-27T03:12:19.7Z,4,REGULAR,2pt,Jump Shot,[],1627777,17.821944809461236,71.56862745098039,1610612739,82,94,2024-01-27T03:12:24Z,5940000,False,-108.0,115.0,1,left,G. Niang 15' pullup Jump Shot (10 PTS) (D. Jones 1 AST),"[1627777, 1627745]",1610612739.0,CLE,pullup,,,Niang,G. Niang,,,,,Mid-Range,8-16 Left,,,,Made,,15.76,,,,,,,,,10.0,D. Jones,1627745.0,1.0,,
609,PT08M05.00S,2024-01-27T03:12:31.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626166,82.60512483574244,46.568627450980394,1610612749,82,94,2024-01-27T03:13:11Z,5960000,False,-17.0,111.0,1,right,MISS C. Payne 11' driving floating Shot - blocked,"[1626166, 1627745]",1610612749.0,MIL,driving floating,,,Payne,C. Payne,,,,,In The Paint (Non-RA),8-16 Center,,,,Missed,,11.23,,,,,,,Jones,1627745.0,,,,,,
610,PT08M05.00S,2024-01-27T03:12:31.9Z,4,REGULAR,block,,[],1627745,,,1610612749,82,94,2024-01-27T03:12:36Z,5970000,False,,,0,,D. Jones BLOCK (2 BLK),[1627745],1610612739.0,CLE,,,,Jones,D. Jones,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
611,PT08M02.00S,2024-01-27T03:12:34.9Z,4,REGULAR,rebound,defensive,[],1627747,,,1610612739,82,94,2024-01-27T03:13:11Z,5980000,False,,,0,,C. LeVert REBOUND (Off:1 Def:1),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,In The Paint (Non-RA),8-16 Center,,,,,609.0,,2.0,1.0,1.0,,,,,,,,,,,
612,PT07M54.00S,2024-01-27T03:12:40.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627747,6.258212877792378,49.754901960784316,1610612739,82,96,2024-01-27T03:12:47Z,5990000,False,1.0,6.0,1,left,C. LeVert driving Layup (9 PTS),[1627747],1610612739.0,CLE,driving,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,,,,Made,,0.64,,,,,,,,,9.0,,,,,
613,PT07M41.00S,2024-01-27T03:12:53.3Z,4,REGULAR,2pt,Jump Shot,[],203081,96.92838370565046,71.56862745098039,1610612749,82,96,2024-01-27T03:13:48Z,6000000,False,108.0,-24.0,1,right,MISS D. Lillard 11' pullup Shot,[203081],1610612749.0,MIL,pullup,,,Lillard,D. Lillard,,,,,Mid-Range,8-16 Right,,,,Missed,,11.04,,,,,,,,,,,,,,
614,PT07M38.00S,2024-01-27T03:12:56.3Z,4,REGULAR,rebound,defensive,[],1627747,,,1610612739,82,96,2024-01-27T03:13:01Z,6010000,False,,,0,,C. LeVert REBOUND (Off:1 Def:2),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Mid-Range,8-16 Right,,,,,613.0,,3.0,2.0,1.0,,,,,,,,,,,
615,PT07M28.00S,2024-01-27T03:13:08.0Z,4,REGULAR,3pt,Jump Shot,[],1627747,27.283180026281208,13.23529411764706,1610612739,82,96,2024-01-27T03:14:10Z,6020000,False,184.0,204.0,1,left,MISS C. LeVert 27' step back 3PT,[1627747],1610612739.0,CLE,step back,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Right Center,,,,Missed,,27.46,,,,,,,,,,,,,,
616,PT07M26.00S,2024-01-27T03:13:10.0Z,4,REGULAR,rebound,defensive,[],1626166,,,1610612749,82,96,2024-01-27T03:14:10Z,6030000,False,,,0,,C. Payne REBOUND (Off:0 Def:2),[1626166],1610612749.0,MIL,,,,Payne,C. Payne,,,,,Above the Break 3,24+ Right Center,,,,,615.0,,2.0,2.0,0.0,,,,,,,,,,,
617,PT07M17.00S,2024-01-27T03:13:20.3Z,4,REGULAR,foul,personal,[],1627747,,,1610612749,82,96,2024-01-27T03:13:33Z,6040000,False,,,0,,C. LeVert personal FOUL (4 PF),"[1627747, 203114]",1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,In The Paint (Non-RA),0-8 Center,2002.0,4.0,0.0,,,,,,,,,,,,,,,,Middleton,203114.0
619,PT07M17.00S,2024-01-27T03:13:29.0Z,4,REGULAR,substitution,out,[],1626166,,,1610612749,82,96,2024-01-27T03:13:42Z,6060000,False,,,0,,SUB out: C. Payne,[1626166],1610612749.0,MIL,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,
620,PT07M17.00S,2024-01-27T03:13:29.0Z,4,REGULAR,substitution,out,[],1627747,,,1610612749,82,96,2024-01-27T03:13:42Z,6070000,False,,,0,,SUB out: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
621,PT07M17.00S,2024-01-27T03:13:29.0Z,4,REGULAR,substitution,out,[],1627745,,,1610612749,82,96,2024-01-27T03:13:42Z,6080000,False,,,0,,SUB out: D. Jones,[1627745],1610612739.0,CLE,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
622,PT07M17.00S,2024-01-27T03:13:29.0Z,4,REGULAR,substitution,in,[],203507,,,1610612749,82,96,2024-01-27T03:13:42Z,6090000,False,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
623,PT07M17.00S,2024-01-27T03:13:29.0Z,4,REGULAR,substitution,in,[],1628386,,,1610612749,82,96,2024-01-27T03:13:42Z,6100000,False,,,0,,SUB in: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
624,PT07M17.00S,2024-01-27T03:13:29.0Z,4,REGULAR,substitution,in,[],1628378,,,1610612749,82,96,2024-01-27T03:13:42Z,6110000,False,,,0,,SUB in: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
625,PT07M10.00S,2024-01-27T03:13:52.8Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],203507,88.38699080157687,39.705882352941174,1610612749,84,96,2024-01-27T03:13:57Z,6120000,False,-51.0,57.0,1,right,G. Antetokounmpo 7' turnaround Hook (21 PTS) (D. Lillard 2 AST),"[203507, 203081]",1610612749.0,MIL,turnaround,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),0-8 Center,,,,Made,,7.66,,,,,,,,,21.0,D. Lillard,203081.0,2.0,,
627,PT06M47.00S,2024-01-27T03:14:17.8Z,4,REGULAR,3pt,Jump Shot,[],1628378,27.726675427069647,76.49356617647058,1610612739,84,99,2024-01-27T03:17:31Z,6140000,False,-132.0,208.0,1,left,D. Mitchell 24' 3PT step back (27 PTS),[1628378],1610612739.0,CLE,step back,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,,,,Made,,24.67,,,,,,,,,27.0,,,,,
628,PT06M22.00S,2024-01-27T03:14:40.3Z,4,REGULAR,3pt,Jump Shot,[],203081,69.20170827858082,71.56862745098039,1610612749,84,99,2024-01-27T03:14:44Z,6150000,False,108.0,237.0,1,right,MISS D. Lillard 26' 3PT,[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Right Center,,,,Missed,,26.04,,,,,,,,,,,,,,
629,PT06M20.00S,2024-01-27T03:14:42.3Z,4,REGULAR,rebound,defensive,[],1627777,,,1610612739,84,99,2024-01-27T03:14:44Z,6160000,False,,,0,,G. Niang REBOUND (Off:0 Def:2),[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Right Center,,,,,628.0,,2.0,2.0,0.0,,,,,,,,,,,
630,PT06M04.00S,2024-01-27T03:14:58.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,8.623521681997373,49.26470588235294,1610612739,84,101,2024-01-27T03:15:03Z,6170000,False,4.0,29.0,1,left,D. Mitchell driving finger roll Layup (29 PTS),[1628378],1610612739.0,CLE,driving finger roll,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,,,,Made,,2.88,,,,,,,,,29.0,,,,,
632,PT05M47.00S,2024-01-27T03:15:29.8Z,4,REGULAR,3pt,Jump Shot,[],201572,95.0886990801577,94.85294117647058,1610612749,84,101,2024-01-27T03:16:44Z,6190000,False,224.0,-6.0,1,right,MISS B. Lopez pullup 3PT,[201572],1610612749.0,MIL,pullup,,,Lopez,B. Lopez,,,,,Right Corner 3,24+ Right,,,,Missed,,22.44,,,,,,,,,,,,,,
633,PT05M44.00S,2024-01-27T03:15:32.8Z,4,REGULAR,rebound,defensive,[],1630171,,,1610612739,84,101,2024-01-27T03:15:39Z,6200000,False,,,0,,I. Okoro REBOUND (Off:0 Def:1),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Right Corner 3,24+ Right,,,,,632.0,,1.0,1.0,0.0,,,,,,,,,,,
634,PT05M43.00S,2024-01-27T03:15:39.1Z,4,REGULAR,violation,kicked ball,[],203114,,,1610612739,84,101,2024-01-27T03:15:44Z,6210000,False,,,0,,K. Middleton kicked ball VIOLATION,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,2003.0,,,,,,,,,,,,,,,,,,,
635,PT05M23.00S,2024-01-27T03:16:09.8Z,4,REGULAR,3pt,Jump Shot,[],1628378,37.92706964520368,45.34313725490196,1610612739,84,101,2024-01-27T03:16:14Z,6220000,False,23.0,304.0,1,left,MISS D. Mitchell 30' pullup 3PT,[1628378],1610612739.0,CLE,pullup,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Center,,,,Missed,,30.49,,,,,,,,,,,,,,
636,PT05M20.00S,2024-01-27T03:16:12.8Z,4,REGULAR,rebound,defensive,[],201572,,,1610612749,84,101,2024-01-27T03:16:14Z,6230000,False,,,0,,B. Lopez REBOUND (Off:3 Def:7),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Center,,,,,635.0,,10.0,7.0,3.0,,,,,,,,,,,
637,PT05M17.00S,2024-01-27T03:16:18.3Z,4,REGULAR,foul,personal,['2freethrow'],1628386,,,1610612749,84,101,2024-01-27T03:16:29Z,6240000,False,,,0,,J. Allen shooting personal FOUL (3 PF) (Antetokounmpo 2 FT),"[1628386, 203507]",1610612739.0,CLE,shooting,,,Allen,J. Allen,,,,,In The Paint (Non-RA),8-16 Center,2003.0,3.0,0.0,,,,,,,,,,,,,,,,Antetokounmpo,203507.0
639,PT05M17.00S,2024-01-27T03:17:00.6Z,4,REGULAR,freethrow,1 of 2,[],203507,,,1610612749,85,101,2024-01-27T03:18:03Z,6260000,False,,,0,,G. Antetokounmpo Free Throw 1 of 2 (22 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,Made,,,,,,,,,,,22.0,,,,,
640,PT05M17.00S,2024-01-27T03:17:03.0Z,4,REGULAR,substitution,out,[],203109,,,1610612749,85,101,2024-01-27T03:17:12Z,6270000,False,,,0,,SUB out: J. Crowder,[203109],1610612749.0,MIL,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,,
641,PT05M17.00S,2024-01-27T03:17:03.0Z,4,REGULAR,substitution,out,[],1630241,,,1610612749,85,101,2024-01-27T03:17:12Z,6280000,False,,,0,,SUB out: S. Merrill,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,,,,,,,,,,,,,,,,,,,,,,
642,PT05M17.00S,2024-01-27T03:17:03.0Z,4,REGULAR,substitution,in,[],1627736,,,1610612749,85,101,2024-01-27T03:17:12Z,6290000,False,,,0,,SUB in: M. Beasley,[1627736],1610612749.0,MIL,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
643,PT05M17.00S,2024-01-27T03:17:03.0Z,4,REGULAR,substitution,in,[],1629622,,,1610612749,85,101,2024-01-27T03:17:12Z,6300000,False,,,0,,SUB in: M. Strus,[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
644,PT05M17.00S,2024-01-27T03:17:00.6Z,4,REGULAR,freethrow,2 of 2,[],203507,,,1610612749,85,101,2024-01-27T03:18:03Z,6310000,False,,,0,,MISS G. Antetokounmpo Free Throw 2 of 2,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
645,PT05M14.00S,2024-01-27T03:17:03.6Z,4,REGULAR,rebound,defensive,[],1627777,,,1610612739,85,101,2024-01-27T03:18:03Z,6320000,False,,,0,,G. Niang REBOUND (Off:0 Def:3),[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,,,,,,,644.0,,3.0,3.0,0.0,,,,,,,,,,,
646,PT05M08.00S,2024-01-27T03:17:37.7Z,4,REGULAR,turnover,lost ball,[],1628378,,,1610612739,85,101,2024-01-27T04:44:04Z,6330000,False,,,0,,D. Mitchell lost ball TURNOVER (5 TO),"[1628378, 203081]",1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,5.0,Lillard,203081.0,,,,,,,,
647,PT05M08.00S,2024-01-27T03:17:37.7Z,4,REGULAR,steal,,[],203081,,,1610612749,85,101,2024-01-27T03:17:40Z,6340000,False,,,0,,D. Lillard STEAL (1 STL),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
648,PT04M59.00S,2024-01-27T03:17:46.2Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],203081,93.77463863337714,76.47058823529412,1610612749,85,101,2024-01-27T03:22:14Z,6350000,False,132.0,6.0,1,right,MISS D. Lillard 13' driving floating Shot,[203081],1610612749.0,MIL,driving floating,,,Lillard,D. Lillard,,,,,Mid-Range,8-16 Right,,,,Missed,,13.25,,,,,,,,,,,,,,
649,PT04M56.00S,2024-01-27T03:17:49.2Z,4,REGULAR,rebound,defensive,[],1627777,,,1610612739,85,101,2024-01-27T03:28:16Z,6360000,False,,,0,,G. Niang REBOUND (Off:0 Def:4),[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,Mid-Range,8-16 Right,,,,,648.0,,4.0,4.0,0.0,,,,,,,,,,,
651,PT04M41.00S,2024-01-27T03:18:05.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628386,9.017739816031538,47.05882352941176,1610612739,85,101,2024-01-27T03:18:17Z,6370000,False,15.0,32.0,1,left,MISS J. Allen cutting finger roll Layup,[1628386],1610612739.0,CLE,cutting finger roll,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,Missed,,3.55,,,,,,,,,,,,,,
652,PT04M38.00S,2024-01-27T03:18:08.9Z,4,REGULAR,rebound,defensive,[],203507,,,1610612749,85,101,2024-01-27T03:18:17Z,6380000,False,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:7),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,,651.0,,8.0,7.0,1.0,,,,,,,,,,,
653,PT04M32.00S,2024-01-27T03:18:14.1Z,4,REGULAR,3pt,Jump Shot,[],203114,73.9323258869908,9.068627450980392,1610612749,88,101,2024-01-27T03:20:19Z,6390000,False,-205.0,193.0,1,right,K. Middleton 28' 3PT  (14 PTS) (D. Lillard 3 AST),"[203114, 203081]",1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,Above the Break 3,24+ Left Center,,,,Made,,28.1,,,,,,,,,14.0,D. Lillard,203081.0,3.0,,
655,PT04M32.00S,2024-01-27T03:18:20.3Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,88,101,2024-01-27T03:18:20Z,6410000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,PT04M32.00S,2024-01-27T03:20:49.9Z,4,REGULAR,substitution,out,[],1627777,,,1610612739,88,101,2024-01-27T03:21:10Z,6420000,False,,,0,,SUB out: G. Niang,[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
657,PT04M32.00S,2024-01-27T03:20:49.9Z,4,REGULAR,substitution,in,[],1629731,,,1610612739,88,101,2024-01-27T03:21:10Z,6430000,False,,,0,,SUB in: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
658,PT04M10.00S,2024-01-27T03:21:38.1Z,4,REGULAR,3pt,Jump Shot,[],1629622,29.6484888304862,77.69607843137256,1610612739,88,104,2024-01-27T03:21:45Z,6440000,False,-138.0,226.0,1,left,M. Strus 26' 3PT  (11 PTS) (D. Mitchell 5 AST),"[1629622, 1628378]",1610612739.0,CLE,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Left Center,,,,Made,,26.52,,,,,,,,,11.0,D. Mitchell,1628378.0,5.0,,
660,PT03M59.00S,2024-01-27T03:21:49.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201572,86.33377135348226,49.43321078431372,1610612749,88,104,2024-01-27T03:23:49Z,6460000,False,-3.0,76.0,1,right,MISS B. Lopez 7' floating Shot,[201572],1610612749.0,MIL,floating,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),0-8 Center,,,,Missed,,7.61,,,,,,,,,,,,,,
661,PT03M58.00S,2024-01-27T03:21:50.2Z,4,REGULAR,rebound,offensive,[],201572,,,1610612749,88,104,2024-01-27T03:22:01Z,6470000,False,,,0,,B. Lopez REBOUND (Off:4 Def:7),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),0-8 Center,,,,,660.0,,11.0,7.0,4.0,,,,,,,,,,,
662,PT03M58.00S,2024-01-27T03:21:54.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628386,,,1610612749,88,104,2024-01-27T03:22:36Z,6480000,False,,,0,,J. Allen shooting personal FOUL (4 PF) (Lopez 2 FT),"[1628386, 201572]",1610612739.0,CLE,shooting,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,1193.0,4.0,0.0,,,,,,,,,,,,,,,,Lopez,201572.0
664,PT03M58.00S,2024-01-27T03:22:25.6Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],201572,,,1610612749,89,104,2024-01-27T03:22:25Z,6500000,False,,,0,,B. Lopez Free Throw 1 of 2 (8 PTS),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,Made,,,,,,,,,,,8.0,,,,,
665,PT03M58.00S,2024-01-27T03:22:45.9Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],201572,,,1610612749,90,104,2024-01-27T03:22:45Z,6510000,False,,,0,,B. Lopez Free Throw 2 of 2 (9 PTS),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,Made,,,,,,,,,,,9.0,,,,,
666,PT03M44.00S,2024-01-27T03:23:07.5Z,4,REGULAR,foul,personal,[],1627736,,,1610612739,90,104,2024-01-27T03:23:14Z,6520000,False,,,0,,M. Beasley personal FOUL (4 PF),"[1627736, 1628378]",1610612749.0,MIL,,,,Beasley,M. Beasley,,,,,Mid-Range,16-24 Left Center,2002.0,4.0,0.0,,,,,,,,,,,,,,,,Mitchell,1628378.0
668,PT03M37.00S,2024-01-27T03:23:29.6Z,4,REGULAR,2pt,Jump Shot,[],1628378,23.603810775295663,25.98039215686275,1610612739,90,104,2024-01-27T03:23:34Z,6540000,False,120.0,169.0,1,left,MISS D. Mitchell 20' pullup Shot,[1628378],1610612739.0,CLE,pullup,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Right Center,,,,Missed,,20.77,,,,,,,,,,,,,,
669,PT03M34.00S,2024-01-27T03:23:32.6Z,4,REGULAR,rebound,defensive,[],203081,,,1610612749,90,104,2024-01-27T03:23:34Z,6550000,False,,,0,,D. Lillard REBOUND (Off:0 Def:3),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,Mid-Range,16-24 Right Center,,,,,668.0,,3.0,3.0,0.0,,,,,,,,,,,
670,PT03M29.00S,2024-01-27T03:23:38.2Z,4,REGULAR,3pt,Jump Shot,[],203081,67.23061760840999,54.41176470588235,1610612749,93,104,2024-01-27T03:23:46Z,6560000,False,22.0,256.0,1,right,D. Lillard 25' 3PT step back (20 PTS),[203081],1610612749.0,MIL,step back,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Center,,,,Made,,25.65,,,,,,,,,20.0,,,,,
672,PT03M07.00S,2024-01-27T03:24:03.6Z,4,REGULAR,foul,personal,[],203114,,,1610612739,93,104,2024-01-27T03:24:13Z,6580000,False,,,0,,K. Middleton personal FOUL (3 PF),"[203114, 1629622]",1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,Mid-Range,16-24 Center,1193.0,3.0,0.0,,,,,,,,,,,,,,,,Strus,1629622.0
674,PT03M07.00S,2024-01-27T03:24:19.8Z,4,REGULAR,timeout,full,['team'],0,,,1610612739,93,104,2024-01-27T03:24:19Z,6600000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,PT03M07.00S,2024-01-27T03:25:24.0Z,4,REGULAR,substitution,out,[],1630171,,,1610612739,93,104,2024-01-27T03:25:59Z,6610000,False,,,0,,SUB out: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
