actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
606,PT05M20.00S,2024-04-01T00:07:32.6Z,4,REGULAR,freethrow,1 of 2,[],1630557,,,1610612764,92,107,2024-04-01T00:07:32Z,5920000,False,,,0,,MISS C. Kispert Free Throw 1 of 2,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
607,PT05M20.00S,2024-04-01T00:07:32.6Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612764,92,107,2024-04-01T00:07:32Z,5930000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,606.0,,,,,,,,,,,,,,,,,
608,PT05M20.00S,2024-04-01T00:07:48.7Z,4,REGULAR,freethrow,2 of 2,[],1630557,,,1610612764,93,107,2024-04-01T00:07:48Z,5940000,False,,,0,,C. Kispert Free Throw 2 of 2 (11 PTS),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,Made,,,,,,,,11.0,,,,,,,,,,
609,PT05M03.00S,2024-04-01T00:08:07.5Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1628389,88.91261498028909,63.48039215686274,1610612748,93,107,2024-04-01T00:08:10Z,5950000,False,67.0,52.0,1,right,MISS B. Adebayo 8' turnaround Hook,[1628389],1610612748.0,MIA,turnaround,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Right,8.49,Missed,,,,,,,,,,,,,,,,,,
610,PT05M01.00S,2024-04-01T00:08:09.5Z,4,REGULAR,rebound,defensive,[],1628963,,,1610612764,93,107,2024-04-01T00:08:10Z,5960000,False,,,0,,M. Bagley III REBOUND (Off:3 Def:7),[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,In The Paint (Non-RA),8-16 Right,,,609.0,10.0,7.0,3.0,,,,,,,,,,,,,,
611,PT04M50.00S,2024-04-01T00:08:20.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628963,9.674770039421814,47.05882352941176,1610612764,93,107,2024-04-01T00:08:26Z,5970000,False,15.0,38.0,1,left,MISS M. Bagley III driving Layup,[1628963],1610612764.0,WAS,driving,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,4.11,Missed,,,,,,,,,,,,,,,,,,
612,PT04M47.00S,2024-04-01T00:08:23.8Z,4,REGULAR,rebound,offensive,[],1629673,,,1610612764,93,107,2024-04-01T00:08:26Z,5980000,False,,,0,,J. Poole REBOUND (Off:1 Def:3),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,,,611.0,4.0,3.0,1.0,,,,,,,,,,,,,,
613,PT04M47.00S,2024-04-01T00:08:23.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629673,9.937582128777924,48.03921568627451,1610612764,95,107,2024-04-01T00:12:49Z,5990000,False,10.0,41.0,1,left,J. Poole tip Layup (22 PTS),[1629673],1610612764.0,WAS,tip,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,4.21,Made,,,,,,,,22.0,,,,,,,,,,
615,PT04M29.00S,2024-04-01T00:08:40.8Z,4,REGULAR,3pt,Jump Shot,[],1629130,74.72076215505913,10.049019607843137,1610612748,95,107,2024-04-01T00:13:05Z,6010000,False,-200.0,185.0,1,right,MISS D. Robinson 27' pullup 3PT,[1629130],1610612748.0,MIA,pullup,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Left Center,27.24,Missed,,,,,,,,,,,,,,,,,,
616,PT04M29.00S,2024-04-01T00:08:40.8Z,4,REGULAR,rebound,defensive,[],1630215,,,1610612764,95,107,2024-04-01T00:13:05Z,6020000,False,,,0,,J. Butler REBOUND (Off:0 Def:2),[1630215],1610612764.0,WAS,,,,Butler,J. Butler,,,,,Above the Break 3,24+ Left Center,,,615.0,2.0,2.0,0.0,,,,,,,,,,,,,,
617,PT04M17.00S,2024-04-01T00:08:54.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630215,6.652431011826544,48.03921568627451,1610612764,97,107,2024-04-01T00:13:34Z,6030000,False,10.0,10.0,1,left,J. Butler driving reverse Layup (14 PTS),[1630215],1610612764.0,WAS,driving reverse,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,1.4,Made,,,,,,,,14.0,,,,,,,,,,
618,PT04M17.00S,2024-04-01T00:09:02.0Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,97,107,2024-04-01T00:09:02Z,6040000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,PT04M17.00S,2024-04-01T00:09:03.4Z,4,REGULAR,substitution,out,[],1631262,,,1610612748,97,107,2024-04-01T00:11:42Z,6050000,False,,,0,,SUB out: J. Bernard,[1631262],1610612764.0,WAS,,,,Bernard,J. Bernard,,,,,,,,,,,,,,,,,,,,,,,,,,
620,PT04M17.00S,2024-04-01T00:09:03.4Z,4,REGULAR,substitution,out,[],1626153,,,1610612748,97,107,2024-04-01T00:11:42Z,6060000,False,,,0,,SUB out: D. Wright,[1626153],1610612748.0,MIA,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,
621,PT04M17.00S,2024-04-01T00:09:03.4Z,4,REGULAR,substitution,in,[],1630166,,,1610612748,97,107,2024-04-01T00:11:42Z,6070000,False,,,0,,SUB in: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
622,PT04M17.00S,2024-04-01T00:09:03.4Z,4,REGULAR,substitution,in,[],1626179,,,1610612748,97,107,2024-04-01T00:11:42Z,6080000,False,,,0,,SUB in: T. Rozier,[1626179],1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,
623,PT04M06.00S,2024-04-01T00:12:08.8Z,4,REGULAR,foul,personal,[],1628963,,,1610612748,97,107,2024-04-01T00:12:17Z,6090000,False,,,0,,M. Bagley III personal FOUL (3 PF),"[1628963, 1628389]",1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,202901.0,3.0,0.0,Adebayo,1628389.0
625,PT03M56.00S,2024-04-01T00:12:36.6Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],202710,91.93495400788436,55.88235294117647,1610612748,97,109,2024-04-01T00:12:42Z,6110000,False,29.0,23.0,1,right,J. Butler cutting DUNK (14 PTS) (B. Adebayo 5 AST),"[202710, 1628389]",1610612748.0,MIA,cutting,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,3.75,Made,,,,,,,,14.0,,,B. Adebayo,1628389.0,5.0,,,,,
627,PT03M47.00S,2024-04-01T00:12:45.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629673,6.521024967148489,57.59803921568627,1610612764,97,109,2024-04-01T00:14:08Z,6130000,False,-38.0,9.0,1,left,MISS J. Poole driving floating Shot - blocked,"[1629673, 1629312]",1610612764.0,WAS,driving floating,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,3.9,Missed,,,,,,,,,Highsmith,1629312.0,,,,,,,,
628,PT03M47.00S,2024-04-01T00:12:45.2Z,4,REGULAR,block,,[],1629312,,,1610612764,97,109,2024-04-01T00:12:47Z,6140000,False,,,0,,H. Highsmith BLOCK (1 BLK),[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
629,PT03M45.00S,2024-04-01T00:12:47.2Z,4,REGULAR,rebound,defensive,[],1626179,,,1610612748,97,109,2024-04-01T00:12:50Z,6150000,False,,,0,,T. Rozier REBOUND (Off:0 Def:4),[1626179],1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,,,627.0,4.0,4.0,0.0,,,,,,,,,,,,,,
630,PT03M33.00S,2024-04-01T00:13:01.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202710,93.77463863337714,54.166666666666664,1610612748,97,111,2024-04-01T00:14:41Z,6160000,False,21.0,6.0,1,right,J. Butler driving Layup (16 PTS),[202710],1610612748.0,MIA,driving,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,2.16,Made,,,,,,,,16.0,,,,,,,,,,
631,PT03M33.00S,2024-04-01T00:13:03.4Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630215,,,1610612748,97,111,2024-04-01T00:13:09Z,6170000,False,,,0,,J. Butler shooting personal FOUL (3 PF) (Butler 1 FT),"[1630215, 202710]",1610612764.0,WAS,shooting,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,203593.0,3.0,0.0,Butler,202710.0
633,PT03M33.00S,2024-04-01T00:13:09.8Z,4,REGULAR,substitution,out,[],1628963,,,1610612748,97,111,2024-04-01T00:13:34Z,6190000,False,,,0,,SUB out: M. Bagley III,[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,,
634,PT03M33.00S,2024-04-01T00:13:09.8Z,4,REGULAR,substitution,in,[],1630264,,,1610612748,97,111,2024-04-01T00:13:34Z,6200000,False,,,0,,SUB in: A. Gill,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,,,,,,,,,
635,PT03M33.00S,2024-04-01T00:13:31.5Z,4,REGULAR,timeout,full,['team'],0,,,1610612748,97,111,2024-04-01T00:13:34Z,6210000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,PT03M33.00S,2024-04-01T00:15:09.3Z,4,REGULAR,freethrow,1 of 1,[],202710,,,1610612748,97,112,2024-04-01T00:15:09Z,6220000,False,,,0,,J. Butler Free Throw 1 of 1 (17 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Made,,,,,,,,17.0,,,,,,,,,,
637,PT03M18.00S,2024-04-01T00:15:27.0Z,4,REGULAR,3pt,Jump Shot,[],1630557,34.37910643889619,67.8921568627451,1610612764,97,112,2024-04-01T00:15:31Z,6230000,False,-89.0,271.0,1,left,MISS C. Kispert 28' 3PT,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Left Center,28.51,Missed,,,,,,,,,,,,,,,,,,
638,PT03M14.00S,2024-04-01T00:15:31.0Z,4,REGULAR,rebound,defensive,[],1628389,,,1610612748,97,112,2024-04-01T00:15:31Z,6240000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:10),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Left Center,,,637.0,10.0,10.0,0.0,,,,,,,,,,,,,,
639,PT02M59.00S,2024-04-01T00:15:45.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202710,92.06636005256242,51.470588235294116,1610612748,97,112,2024-04-01T00:15:51Z,6250000,False,7.0,22.0,1,right,MISS J. Butler driving reverse Layup,[202710],1610612748.0,MIA,driving reverse,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,2.33,Missed,,,,,,,,,,,,,,,,,,
640,PT02M58.00S,2024-04-01T00:15:46.7Z,4,REGULAR,rebound,defensive,[],1630166,,,1610612764,97,112,2024-04-01T00:16:11Z,6260000,False,,,0,,D. Avdija REBOUND (Off:0 Def:9),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,,,639.0,9.0,9.0,0.0,,,,,,,,,,,,,,
641,PT02M52.00S,2024-04-01T00:15:52.8Z,4,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1630557,7.703679369250986,51.470588235294116,1610612764,99,112,2024-04-01T00:16:44Z,6270000,False,-7.0,20.0,1,left,C. Kispert driving floating bank Jump Shot (13 PTS) (D. Avdija 6 AST),"[1630557, 1630166]",1610612764.0,WAS,driving floating bank,,,Kispert,C. Kispert,,,,,Restricted Area,0-8 Center,2.12,Made,,,,,,,,13.0,,,D. Avdija,1630166.0,6.0,,,,,
643,PT02M22.00S,2024-04-01T00:16:22.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,87.99277266754271,49.01960784313725,1610612748,99,114,2024-04-01T00:16:28Z,6290000,False,-5.0,60.0,1,right,B. Adebayo 6' fadeaway Jump Shot (22 PTS),[1628389],1610612748.0,MIA,fadeaway,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,6.06,Made,,,,,,,,22.0,,,,,,,,,,
644,PT02M05.00S,2024-04-01T00:16:39.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630264,7.046649145860711,53.67647058823529,1610612764,101,114,2024-04-01T00:17:54Z,6300000,False,-18.0,14.0,1,left,A. Gill cutting Layup (18 PTS) (J. Poole 8 AST),"[1630264, 1629673]",1610612764.0,WAS,cutting,,,Gill,A. Gill,,,,,Restricted Area,0-8 Center,2.29,Made,,,,,,,,18.0,,,J. Poole,1629673.0,8.0,,,,,
646,PT01M42.00S,2024-04-01T00:17:02.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626179,79.84559789750328,36.27450980392157,1610612748,101,116,2024-04-01T00:17:09Z,6320000,False,-69.0,137.0,1,right,T. Rozier 15' step back Jump Shot (27 PTS),[1626179],1610612748.0,MIA,step back,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),8-16 Center,15.32,Made,,,,,,,,27.0,,,,,,,,,,
647,PT01M41.00S,2024-04-01T00:17:08.5Z,4,REGULAR,timeout,full,['team'],0,,,1610612764,101,116,2024-04-01T00:17:08Z,6330000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,PT01M41.00S,2024-04-01T00:18:25.6Z,4,REGULAR,substitution,out,[],1630166,,,1610612764,101,116,2024-04-01T00:18:50Z,6340000,False,,,0,,SUB out: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
649,PT01M41.00S,2024-04-01T00:18:25.6Z,4,REGULAR,substitution,out,[],1629673,,,1610612764,101,116,2024-04-01T00:18:50Z,6350000,False,,,0,,SUB out: J. Poole,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
650,PT01M41.00S,2024-04-01T00:18:25.6Z,4,REGULAR,substitution,out,[],1630557,,,1610612764,101,116,2024-04-01T00:18:50Z,6360000,False,,,0,,SUB out: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
651,PT01M41.00S,2024-04-01T00:18:25.6Z,4,REGULAR,substitution,out,[],1630264,,,1610612764,101,116,2024-04-01T00:18:50Z,6370000,False,,,0,,SUB out: A. Gill,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,,,,,,,,,
652,PT01M41.00S,2024-04-01T00:18:25.6Z,4,REGULAR,substitution,in,[],1641774,,,1610612764,101,116,2024-04-01T00:18:50Z,6380000,False,,,0,,SUB in: T. Vukcevic,[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,,,,,,,,,,,,,,,,,,,,,,
653,PT01M41.00S,2024-04-01T00:18:25.6Z,4,REGULAR,substitution,in,[],1631116,,,1610612764,101,116,2024-04-01T00:18:50Z,6390000,False,,,0,,SUB in: P. Baldwin Jr.,[1631116],1610612764.0,WAS,,,,Baldwin Jr.,P. Baldwin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
654,PT01M41.00S,2024-04-01T00:18:25.6Z,4,REGULAR,substitution,in,[],1631262,,,1610612764,101,116,2024-04-01T00:18:50Z,6400000,False,,,0,,SUB in: J. Bernard,[1631262],1610612764.0,WAS,,,,Bernard,J. Bernard,,,,,,,,,,,,,,,,,,,,,,,,,,
655,PT01M41.00S,2024-04-01T00:18:25.6Z,4,REGULAR,substitution,in,[],1631098,,,1610612764,101,116,2024-04-01T00:18:50Z,6410000,False,,,0,,SUB in: J. Davis,[1631098],1610612764.0,WAS,,,,Davis,J. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
656,PT01M30.00S,2024-04-01T00:18:57.7Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1631262,9.411957950065702,53.92156862745098,1610612764,103,116,2024-04-01T00:19:24Z,6420000,False,-20.0,36.0,1,left,J. Bernard driving bank Hook (2 PTS) (T. Vukcevic 1 AST),"[1631262, 1641774]",1610612764.0,WAS,driving bank,,,Bernard,J. Bernard,,,,,Restricted Area,0-8 Center,4.1,Made,,,,,,,,2.0,,,T. Vukcevic,1641774.0,1.0,,,,,
657,PT01M09.00S,2024-04-01T00:19:23.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628389,90.3580814717477,55.392156862745104,1610612748,103,116,2024-04-01T00:19:27Z,6430000,False,27.0,38.0,1,right,MISS B. Adebayo driving Layup,[1628389],1610612748.0,MIA,driving,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,4.67,Missed,,,,,,,,,,,,,,,,,,
658,PT01M07.00S,2024-04-01T00:19:25.9Z,4,REGULAR,rebound,defensive,[],1631116,,,1610612764,103,116,2024-04-01T00:19:27Z,6440000,False,,,0,,P. Baldwin Jr. REBOUND (Off:0 Def:3),[1631116],1610612764.0,WAS,,,,Baldwin Jr.,P. Baldwin Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,657.0,3.0,3.0,0.0,,,,,,,,,,,,,,
659,PT00M57.20S,2024-04-01T00:19:36.0Z,4,REGULAR,3pt,Jump Shot,[],1631262,24.78646517739816,86.76470588235294,1610612764,106,116,2024-04-01T00:19:40Z,6450000,False,-184.0,180.0,1,left,J. Bernard 25' 3PT  (5 PTS) (T. Vukcevic 2 AST),"[1631262, 1641774]",1610612764.0,WAS,,,,Bernard,J. Bernard,,,,,Above the Break 3,24+ Left Center,25.76,Made,,,,,,,,5.0,,,T. Vukcevic,1641774.0,2.0,,,,,
661,PT00M39.20S,2024-04-01T00:19:57.6Z,4,REGULAR,3pt,Jump Shot,[],1626179,64.73390275952694,46.32352941176471,1610612748,106,116,2024-04-01T00:20:02Z,6470000,False,-18.0,279.0,1,right,MISS T. Rozier 27' step back 3PT,[1626179],1610612748.0,MIA,step back,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Center,27.96,Missed,,,,,,,,,,,,,,,,,,
662,PT00M38.50S,2024-04-01T00:19:58.3Z,4,REGULAR,rebound,defensive,[],1631262,,,1610612764,106,116,2024-04-01T00:20:24Z,6480000,False,,,0,,J. Bernard REBOUND (Off:0 Def:1),[1631262],1610612764.0,WAS,,,,Bernard,J. Bernard,,,,,Above the Break 3,24+ Center,,,661.0,1.0,1.0,0.0,,,,,,,,,,,,,,
663,PT00M32.90S,2024-04-01T00:20:05.4Z,4,REGULAR,foul,personal,['2freethrow'],1629130,,,1610612764,106,116,2024-04-01T00:20:13Z,6490000,False,,,0,,D. Robinson shooting personal FOUL (4 PF) (Bernard 2 FT),"[1629130, 1631262]",1610612748.0,MIA,shooting,,,Robinson,D. Robinson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,203593.0,4.0,0.0,Bernard,1631262.0
665,PT00M32.90S,2024-04-01T00:20:29.5Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],1631262,,,1610612764,106,116,2024-04-01T01:26:35Z,6510000,False,,,0,,MISS J. Bernard Free Throw 1 of 2,[1631262],1610612764.0,WAS,,,,Bernard,J. Bernard,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
666,PT00M32.90S,2024-04-01T00:20:29.5Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612764,106,116,2024-04-01T01:26:35Z,6520000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,665.0,,,,,,,,,,,,,,,,,
667,PT00M32.90S,2024-04-01T00:20:30.4Z,4,REGULAR,substitution,out,[],1628389,,,1610612764,106,116,2024-04-01T00:20:41Z,6530000,False,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
668,PT00M32.90S,2024-04-01T00:20:30.4Z,4,REGULAR,substitution,out,[],202710,,,1610612764,106,116,2024-04-01T00:20:41Z,6540000,False,,,0,,SUB out: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
669,PT00M32.90S,2024-04-01T00:20:30.4Z,4,REGULAR,substitution,out,[],1629312,,,1610612764,106,116,2024-04-01T00:20:41Z,6550000,False,,,0,,SUB out: H. Highsmith,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,,,,,,,,,,
670,PT00M32.90S,2024-04-01T00:20:30.4Z,4,REGULAR,substitution,out,[],1629130,,,1610612764,106,116,2024-04-01T00:20:41Z,6560000,False,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
671,PT00M32.90S,2024-04-01T00:20:30.4Z,4,REGULAR,substitution,in,[],1631214,,,1610612764,106,116,2024-04-01T00:20:41Z,6570000,False,,,0,,SUB in: A. Williams,[1631214],1610612748.0,MIA,,,,Williams,A. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
672,PT00M32.90S,2024-04-01T00:20:30.4Z,4,REGULAR,substitution,in,[],1631288,,,1610612764,106,116,2024-04-01T00:20:41Z,6580000,False,,,0,,SUB in: J. Cain,[1631288],1610612748.0,MIA,,,,Cain,J. Cain,,,,,,,,,,,,,,,,,,,,,,,,,,
673,PT00M32.90S,2024-04-01T00:20:30.4Z,4,REGULAR,substitution,in,[],1631306,,,1610612764,106,116,2024-04-01T00:20:41Z,6590000,False,,,0,,SUB in: C. Swider,[1631306],1610612748.0,MIA,,,,Swider,C. Swider,,,,,,,,,,,,,,,,,,,,,,,,,,
674,PT00M32.90S,2024-04-01T00:20:30.4Z,4,REGULAR,substitution,in,[],1631115,,,1610612764,106,116,2024-04-01T00:20:41Z,6600000,False,,,0,,SUB in: O. Robinson,[1631115],1610612748.0,MIA,,,,Robinson,O. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
675,PT00M32.90S,2024-04-01T00:20:29.5Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],1631262,,,1610612764,107,116,2024-04-01T01:26:35Z,6610000,False,,,0,,J. Bernard Free Throw 2 of 2 (6 PTS),[1631262],1610612764.0,WAS,,,,Bernard,J. Bernard,,,,,,,,Made,,,,,,,,6.0,,,,,,,,,,
676,PT00M12.40S,2024-04-01T00:21:16.3Z,4,REGULAR,3pt,Jump Shot,[],1631288,66.70499342969777,50.73529411764706,1610612748,107,119,2024-04-01T00:21:28Z,6620000,False,4.0,260.0,1,right,J. Cain 26' 3PT pullup (3 PTS),[1631288],1610612748.0,MIA,pullup,,,Cain,J. Cain,,,,,Above the Break 3,24+ Center,26.05,Made,,,,,,,,3.0,,,,,,,,,,
677,PT00M03.70S,2024-04-01T00:21:28.6Z,4,REGULAR,3pt,Jump Shot,[],1631116,33.98488830486202,19.607843137254903,1610612764,107,119,2024-04-01T00:21:33Z,6630000,False,152.0,267.0,1,left,MISS P. Baldwin Jr. 30' 3PT,[1631116],1610612764.0,WAS,,,,Baldwin Jr.,P. Baldwin Jr.,,,,,Above the Break 3,24+ Right Center,30.72,Missed,,,,,,,,,,,,,,,,,,
678,PT00M02.70S,2024-04-01T00:21:29.6Z,4,REGULAR,rebound,defensive,[],1631288,,,1610612748,107,119,2024-04-01T00:22:44Z,6640000,False,,,0,,J. Cain REBOUND (Off:0 Def:1),[1631288],1610612748.0,MIA,,,,Cain,J. Cain,,,,,Above the Break 3,24+ Right Center,,,677.0,1.0,1.0,0.0,,,,,,,,,,,,,,
679,PT00M00.00S,2024-04-01T00:21:33.1Z,4,REGULAR,period,end,[],0,,,1610612748,107,119,2024-04-01T00:21:33Z,6650000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,PT00M00.00S,2024-04-01T00:21:35.0Z,4,REGULAR,game,end,[],0,,,0,107,119,2024-04-01T00:21:35Z,6660000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
