actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
34,PT08M39.00S,2024-02-28T00:15:47.4Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1641764,87.86136662286465,50.98039215686274,1610612744,7,4,2024-02-28T00:15:53Z,340000,False,5.0,62.0,1,right,MISS B. Podziemski 6' driving Hook,[1641764],1610612744.0,GSW,driving,,,Podziemski,B. Podziemski,,,,,In The Paint (Non-RA),0-8 Center,6.18,Missed,,,,,,,,,,,,,,,,,,
35,PT08M37.00S,2024-02-28T00:15:49.4Z,1,REGULAR,rebound,defensive,[],1626145,,,1610612764,7,4,2024-02-28T00:15:53Z,350000,False,,,0,,T. Jones REBOUND (Off:0 Def:1),[1626145],1610612764.0,WAS,,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,34.0,1.0,1.0,0.0,,,,,,,,,,
36,PT08M24.00S,2024-02-28T00:16:03.2Z,1,REGULAR,2pt,Jump Shot,[],1628398,22.158344283837057,60.049019607843135,1610612764,7,4,2024-02-28T00:16:07Z,360000,False,-50.0,156.0,1,left,MISS K. Kuzma 16' turnaround fadeaway Shot,[1628398],1610612764.0,WAS,turnaround fadeaway,,,Kuzma,K. Kuzma,,,,,Mid-Range,16-24 Center,16.37,Missed,,,,,,,,,,,,,,,,,,
37,PT08M22.00S,2024-02-28T00:16:05.2Z,1,REGULAR,rebound,defensive,[],201939,,,1610612744,7,4,2024-02-28T00:16:07Z,370000,False,,,0,,S. Curry REBOUND (Off:0 Def:1),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Mid-Range,16-24 Center,,,,,,,36.0,1.0,1.0,0.0,,,,,,,,,,
38,PT08M14.00S,2024-02-28T00:16:12.9Z,1,REGULAR,3pt,Jump Shot,[],201939,76.5604467805519,91.17647058823529,1610612744,7,4,2024-02-28T00:16:17Z,380000,False,206.0,168.0,1,right,MISS S. Curry 26' step back 3PT,[201939],1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,26.56,Missed,,,,,,,,,,,,,,,,,,
39,PT08M11.00S,2024-02-28T00:16:15.9Z,1,REGULAR,rebound,defensive,[],1626145,,,1610612764,7,4,2024-02-28T00:16:17Z,390000,False,,,0,,T. Jones REBOUND (Off:0 Def:2),[1626145],1610612764.0,WAS,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Right Center,,,,,,,38.0,2.0,2.0,0.0,,,,,,,,,,
40,PT08M07.00S,2024-02-28T00:16:21.8Z,1,REGULAR,turnover,out-of-bounds,[],1628398,,,1610612764,7,4,2024-02-28T00:16:27Z,400000,False,,,0,,K. Kuzma bad pass out-of-bounds TURNOVER (1 TO),[1628398],1610612764.0,WAS,bad pass,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,1627963.0,1.0,,,,,,
41,PT07M54.00S,2024-02-28T00:16:43.5Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1641764,92.85479632063075,77.20588235294117,1610612744,7,4,2024-02-28T00:17:40Z,410000,False,136.0,15.0,1,right,MISS B. Podziemski 13' pullup Shot,[1641764],1610612744.0,GSW,pullup,,,Podziemski,B. Podziemski,,,,,Mid-Range,8-16 Right,13.68,Missed,,,,,,,,,,,,,,,,,,
42,PT07M50.00S,2024-02-28T00:16:47.5Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612764,7,4,2024-02-28T00:16:50Z,420000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:1),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Mid-Range,8-16 Right,,,,,,,41.0,1.0,1.0,0.0,,,,,,,,,,
43,PT07M42.00S,2024-02-28T00:16:54.3Z,1,REGULAR,3pt,Jump Shot,[],1628963,34.90473061760841,41.66666666666667,1610612764,10,4,2024-02-28T00:16:59Z,430000,False,42.0,276.0,1,left,M. Bagley III 27' 3PT  (3 PTS) (L. Shamet 1 AST),"[1628963, 1629013]",1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,Above the Break 3,24+ Center,27.87,Made,3.0,L. Shamet,1629013.0,1.0,,,,,,,,,,,,,,
45,PT07M21.00S,2024-02-28T00:17:15.7Z,1,REGULAR,3pt,Jump Shot,[],203110,66.17936925098554,47.794117647058826,1610612744,10,7,2024-02-28T00:17:20Z,450000,False,-11.0,265.0,1,right,D. Green 26' 3PT  (3 PTS) (J. Kuminga 1 AST),"[203110, 1630228]",1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Center,26.56,Made,3.0,J. Kuminga,1630228.0,1.0,,,,,,,,,,,,,,
47,PT06M54.00S,2024-02-28T00:17:42.6Z,1,REGULAR,2pt,Jump Shot,[],1628398,27.808804204993432,41.66666666666667,1610612764,12,7,2024-02-28T00:17:48Z,470000,False,42.0,209.0,1,left,K. Kuzma 21' turnaround fadeaway Jump Shot (6 PTS),[1628398],1610612764.0,WAS,turnaround fadeaway,,,Kuzma,K. Kuzma,,,,,Mid-Range,16-24 Center,21.3,Made,6.0,,,,,,,,,,,,,,,,,
48,PT06M41.00S,2024-02-28T00:17:56.5Z,1,REGULAR,2pt,Jump Shot,[],1630228,77.34888304862024,51.470588235294116,1610612744,12,9,2024-02-28T00:18:02Z,480000,False,7.0,160.0,1,right,J. Kuminga 16' turnaround fadeaway Jump Shot (6 PTS) (D. Green 2 AST),"[1630228, 203110]",1610612744.0,GSW,turnaround fadeaway,,,Kuminga,J. Kuminga,,,,,Mid-Range,16-24 Center,16.06,Made,6.0,D. Green,203110.0,2.0,,,,,,,,,,,,,,
50,PT06M27.00S,2024-02-28T00:18:10.5Z,1,REGULAR,2pt,Jump Shot,[],1628963,10.726018396846255,73.0392156862745,1610612764,12,9,2024-02-28T00:18:14Z,500000,False,-115.0,48.0,1,left,MISS M. Bagley III 12' floating Shot,[1628963],1610612764.0,WAS,floating,,,Bagley III,M. Bagley III,,,,,Mid-Range,8-16 Left,12.49,Missed,,,,,,,,,,,,,,,,,,
51,PT06M25.00S,2024-02-28T00:18:12.5Z,1,REGULAR,rebound,defensive,[],1641764,,,1610612744,12,9,2024-02-28T00:18:14Z,510000,False,,,0,,B. Podziemski REBOUND (Off:0 Def:1),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Mid-Range,8-16 Left,,,,,,,50.0,1.0,1.0,0.0,,,,,,,,,,
52,PT06M11.00S,2024-02-28T00:18:26.2Z,1,REGULAR,3pt,Jump Shot,[],1641764,70.64717477003943,82.35294117647058,1610612744,12,12,2024-02-28T00:18:30Z,520000,False,162.0,223.0,1,right,B. Podziemski 27' 3PT  (3 PTS) (D. Green 3 AST),"[1641764, 203110]",1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Right Center,27.58,Made,3.0,D. Green,203110.0,3.0,,,,,,,,,,,,,,
54,PT06M09.00S,2024-02-28T00:18:32.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,12,12,2024-02-28T00:18:32Z,540000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT06M09.00S,2024-02-28T00:18:35.9Z,1,REGULAR,substitution,out,[],1629013,,,1610612764,12,12,2024-02-28T00:21:22Z,550000,False,,,0,,SUB out: L. Shamet,[1629013],1610612764.0,WAS,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT06M09.00S,2024-02-28T00:18:35.9Z,1,REGULAR,substitution,out,[],1630228,,,1610612764,12,12,2024-02-28T00:21:22Z,560000,False,,,0,,SUB out: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT06M09.00S,2024-02-28T00:18:35.9Z,1,REGULAR,substitution,out,[],1641764,,,1610612764,12,12,2024-02-28T00:21:22Z,570000,False,,,0,,SUB out: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M09.00S,2024-02-28T00:18:35.9Z,1,REGULAR,substitution,in,[],1629673,,,1610612764,12,12,2024-02-28T00:21:22Z,580000,False,,,0,,SUB in: J. Poole,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M09.00S,2024-02-28T00:18:35.9Z,1,REGULAR,substitution,in,[],202691,,,1610612764,12,12,2024-02-28T00:21:22Z,590000,False,,,0,,SUB in: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M09.00S,2024-02-28T00:18:35.9Z,1,REGULAR,substitution,in,[],1627780,,,1610612764,12,12,2024-02-28T00:21:22Z,600000,False,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT05M51.00S,2024-02-28T00:21:53.3Z,1,REGULAR,3pt,Jump Shot,[],1629673,32.53942181340342,92.40196078431373,1610612764,15,12,2024-02-28T00:21:59Z,610000,False,-212.0,253.0,1,left,J. Poole 33' 3PT step back (3 PTS),[1629673],1610612764.0,WAS,step back,,,Poole,J. Poole,,,,,Above the Break 3,24+ Left Center,33.04,Made,3.0,,,,,,,,,,,,,,,,,
63,PT05M34.00S,2024-02-28T00:22:10.0Z,1,REGULAR,2pt,Jump Shot,[],201939,72.22404730617609,49.754901960784316,1610612744,15,12,2024-02-28T00:22:13Z,630000,False,-1.0,209.0,1,right,MISS S. Curry 20' pullup Shot,[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,Mid-Range,16-24 Center,20.86,Missed,,,,,,,,,,,,,,,,,,
64,PT05M33.00S,2024-02-28T00:22:11.0Z,1,REGULAR,rebound,defensive,[],1629673,,,1610612764,15,12,2024-02-28T00:22:13Z,640000,False,,,0,,J. Poole REBOUND (Off:0 Def:1),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,Mid-Range,16-24 Center,,,,,,,63.0,1.0,1.0,0.0,,,,,,,,,,
65,PT05M26.00S,2024-02-28T00:22:19.3Z,1,REGULAR,2pt,Jump Shot,[],1629673,23.47240473061761,19.11764705882353,1610612764,15,12,2024-02-28T00:22:30Z,650000,False,154.0,168.0,1,left,MISS J. Poole 22' pullup Shot,[1629673],1610612764.0,WAS,pullup,,,Poole,J. Poole,,,,,Mid-Range,16-24 Right Center,22.82,Missed,,,,,,,,,,,,,,,,,,
66,PT05M21.00S,2024-02-28T00:22:24.3Z,1,REGULAR,rebound,offensive,[],1628963,,,1610612764,15,12,2024-02-28T00:23:03Z,660000,False,,,0,,M. Bagley III REBOUND (Off:1 Def:1),[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,Mid-Range,16-24 Right Center,,,,,,,65.0,2.0,1.0,1.0,,,,,,,,,,
67,PT05M17.00S,2024-02-28T00:22:28.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628398,9.411957950065702,41.66666666666667,1610612764,17,12,2024-02-28T00:22:34Z,670000,False,42.0,36.0,1,left,K. Kuzma driving floating Jump Shot (8 PTS) (T. Jones 3 AST),"[1628398, 1626145]",1610612764.0,WAS,driving floating,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,5.51,Made,8.0,T. Jones,1626145.0,3.0,,,,,,,,,,,,,,
69,PT05M05.00S,2024-02-28T00:22:39.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627780,92.72339027595268,53.18627450980392,1610612744,17,12,2024-02-28T01:12:11Z,690000,False,16.0,16.0,1,right,MISS G. Payton II cutting DUNK - blocked,"[1627780, 1628963]",1610612744.0,GSW,cutting,,,Payton II,G. Payton II,,,,,Restricted Area,0-8 Center,2.25,Missed,,,,,,,,,Bagley III,1628963.0,,,,,,,,
70,PT05M05.00S,2024-02-28T00:22:39.1Z,1,REGULAR,block,,[],1628963,,,1610612744,17,12,2024-02-28T00:22:42Z,700000,False,,,0,,M. Bagley III BLOCK (1 BLK),[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
71,PT05M01.00S,2024-02-28T00:22:43.1Z,1,REGULAR,rebound,defensive,[],1630557,,,1610612764,17,12,2024-02-28T00:22:44Z,710000,False,,,0,,C. Kispert REBOUND (Off:0 Def:2),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Restricted Area,0-8 Center,,,,,,,69.0,2.0,2.0,0.0,,,,,,,,,,
72,PT04M59.00S,2024-02-28T00:22:46.0Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629673,7.178055190538765,57.84313725490197,1610612764,19,12,2024-02-28T00:25:45Z,720000,False,-39.0,15.0,1,left,J. Poole running Layup (5 PTS) (T. Jones 4 AST),"[1629673, 1626145]",1610612764.0,WAS,running,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,4.2,Made,5.0,T. Jones,1626145.0,4.0,,,,,,,,,,,,,,
74,PT04M48.00S,2024-02-28T00:22:55.9Z,1,REGULAR,3pt,Jump Shot,[],201939,78.13731931668858,7.598039215686274,1610612744,19,12,2024-02-28T00:22:59Z,740000,False,-212.0,153.0,1,right,MISS S. Curry 26' 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Left Center,26.14,Missed,,,,,,,,,,,,,,,,,,
75,PT04M46.00S,2024-02-28T00:22:57.9Z,1,REGULAR,rebound,defensive,[],1628963,,,1610612764,19,12,2024-02-28T00:22:59Z,750000,False,,,0,,M. Bagley III REBOUND (Off:1 Def:2),[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,Above the Break 3,24+ Left Center,,,,,,,74.0,3.0,2.0,1.0,,,,,,,,,,
76,PT04M42.00S,2024-02-28T00:23:02.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628398,28.07161629434954,18.872549019607842,1610612764,19,12,2024-02-28T00:26:58Z,760000,False,156.0,211.0,1,left,MISS K. Kuzma 26' running pullup 3PT,[1628398],1610612764.0,WAS,running pullup,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Right Center,26.25,Missed,,,,,,,,,,,,,,,,,,
77,PT04M38.00S,2024-02-28T00:23:06.3Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,19,12,2024-02-28T00:23:08Z,770000,False,,,0,,D. Green REBOUND (Off:0 Def:2),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Right Center,,,,,,,76.0,2.0,2.0,0.0,,,,,,,,,,
79,PT04M30.00S,2024-02-28T00:23:18.9Z,1,REGULAR,substitution,out,[],1628963,,,1610612744,19,12,2024-02-28T00:23:30Z,790000,False,,,0,,SUB out: M. Bagley III,[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT04M30.00S,2024-02-28T00:23:18.9Z,1,REGULAR,substitution,out,[],1630541,,,1610612744,19,12,2024-02-28T00:23:30Z,800000,False,,,0,,SUB out: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT04M30.00S,2024-02-28T00:23:18.9Z,1,REGULAR,substitution,out,[],203110,,,1610612744,19,12,2024-02-28T00:23:30Z,810000,False,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT04M30.00S,2024-02-28T00:23:18.9Z,1,REGULAR,substitution,in,[],1626158,,,1610612744,19,12,2024-02-28T00:23:30Z,820000,False,,,0,,SUB in: R. Holmes,[1626158],1610612764.0,WAS,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT04M30.00S,2024-02-28T00:23:18.9Z,1,REGULAR,substitution,in,[],1626172,,,1610612744,19,12,2024-02-28T00:23:30Z,830000,False,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT04M30.00S,2024-02-28T00:23:18.9Z,1,REGULAR,substitution,in,[],101108,,,1610612744,19,12,2024-02-28T00:23:30Z,840000,False,,,0,,SUB in: C. Paul,[101108],1610612744.0,GSW,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,
