actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
17,PT10M30.00S,2024-02-01T00:12:08.5Z,1,REGULAR,foul,personal,[],1630166,,,1610612746,3,3,2024-02-01T00:12:14Z,170000,False,,,0,,D. Avdija loose ball personal FOUL (1 PF),"[1630166, 201935]",1610612764.0,WAS,loose ball,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Center,,,,,,,,,,,1626302.0,1.0,0.0,Harden,201935.0,,,,,
19,PT10M18.00S,2024-02-01T00:12:30.6Z,1,REGULAR,3pt,Jump Shot,[],201935,70.90998685939553,72.79411764705883,1610612746,3,6,2024-02-01T00:12:35Z,190000,False,114.0,221.0,1,right,J. Harden 24' 3PT pullup (6 PTS) (M. Plumlee 1 AST),"[201935, 203486]",1610612746.0,LAC,pullup,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,24.86,Made,6.0,,,,,M. Plumlee,203486.0,1.0,,,,,,,,,,
21,PT09M59.00S,2024-02-01T00:12:49.1Z,1,REGULAR,2pt,Jump Shot,[],1630166,24.26084099868594,33.088235294117645,1610612764,3,6,2024-02-01T00:12:53Z,210000,False,85.0,176.0,1,left,MISS D. Avdija 19' pullup Shot,[1630166],1610612764.0,WAS,pullup,,,Avdija,D. Avdija,,,,,Mid-Range,16-24 Right Center,19.49,Missed,,,,,,,,,,,,,,,,,,
22,PT09M56.00S,2024-02-01T00:12:52.1Z,1,REGULAR,rebound,defensive,[],203486,,,1610612746,3,6,2024-02-01T00:12:53Z,220000,False,,,0,,M. Plumlee REBOUND (Off:0 Def:2),[203486],1610612746.0,LAC,,,,Plumlee,M. Plumlee,,,,,Mid-Range,16-24 Right Center,,,,21.0,2.0,2.0,0.0,,,,,,,,,,,,,
23,PT09M47.00S,2024-02-01T00:13:01.5Z,1,REGULAR,3pt,Jump Shot,[],1629599,77.87450722733246,89.70588235294117,1610612746,3,9,2024-02-01T00:13:08Z,230000,False,199.0,155.0,1,right,A. Coffey 25' 3PT  (3 PTS) (J. Harden 1 AST),"[1629599, 201935]",1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,Above the Break 3,24+ Right Center,25.22,Made,3.0,,,,,J. Harden,201935.0,1.0,,,,,,,,,,
25,PT09M30.00S,2024-02-01T00:13:19.3Z,1,REGULAR,2pt,Jump Shot,[],1626145,14.668199737187912,66.66666666666666,1610612764,3,9,2024-02-01T00:15:41Z,250000,False,-83.0,85.0,1,left,MISS T. Jones 11' driving floating bank Shot,[1626145],1610612764.0,WAS,driving floating bank,,,Jones,T. Jones,,,,,Mid-Range,8-16 Left,11.93,Missed,,,,,,,,,,,,,,,,,,
26,PT09M27.00S,2024-02-01T00:13:22.3Z,1,REGULAR,rebound,offensive,[],1629655,,,1610612764,3,9,2024-02-01T00:15:34Z,260000,False,,,0,,D. Gafford REBOUND (Off:1 Def:0),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,Mid-Range,8-16 Left,,,,25.0,1.0,0.0,1.0,,,,,,,,,,,,,
27,PT09M27.00S,2024-02-01T00:13:21.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629655,6.521024967148489,50.49019607843137,1610612764,5,9,2024-02-01T00:13:31Z,270000,False,-2.0,9.0,1,left,D. Gafford putback DUNK (2 PTS),[1629655],1610612764.0,WAS,putback,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,0.91,Made,2.0,,,,,,,,,,,,,,,,,
29,PT09M13.00S,2024-02-01T00:13:35.5Z,1,REGULAR,3pt,Jump Shot,[],201935,69.72733245729303,20.34313725490196,1610612746,5,9,2024-02-01T00:13:44Z,290000,False,-148.0,232.0,1,right,MISS J. Harden 27' step back 3PT,[201935],1610612746.0,LAC,step back,,,Harden,J. Harden,,,,,Above the Break 3,24+ Left Center,27.54,Missed,,,,,,,,,,,,,,,,,,
30,PT09M11.00S,2024-02-01T00:13:37.5Z,1,REGULAR,rebound,defensive,[],1626145,,,1610612764,5,9,2024-02-01T00:13:44Z,300000,False,,,0,,T. Jones REBOUND (Off:0 Def:1),[1626145],1610612764.0,WAS,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Left Center,,,,29.0,1.0,1.0,0.0,,,,,,,,,,,,,
31,PT09M07.00S,2024-02-01T00:13:42.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628398,7.966491458607096,51.470588235294116,1610612764,7,9,2024-02-01T00:16:58Z,310000,False,-7.0,22.0,1,left,K. Kuzma running Layup (5 PTS) (T. Jones 1 AST),"[1628398, 1626145]",1610612764.0,WAS,running,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,2.36,Made,5.0,,,,,T. Jones,1626145.0,1.0,,,,,,,,,,
33,PT08M55.00S,2024-02-01T00:13:54.5Z,1,REGULAR,3pt,Jump Shot,[],202695,68.01905387647832,27.450980392156865,1610612746,7,9,2024-02-01T00:13:58Z,330000,False,-113.0,248.0,1,right,MISS K. Leonard 27' 3PT,[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Left Center,27.25,Missed,,,,,,,,,,,,,,,,,,
34,PT08M51.00S,2024-02-01T00:13:58.5Z,1,REGULAR,rebound,offensive,[],203486,,,1610612746,7,9,2024-02-01T00:13:58Z,340000,False,,,0,,M. Plumlee REBOUND (Off:1 Def:2),[203486],1610612746.0,LAC,,,,Plumlee,M. Plumlee,,,,,Above the Break 3,24+ Left Center,,,,33.0,3.0,2.0,1.0,,,,,,,,,,,,,
35,PT08M45.00S,2024-02-01T00:14:03.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],202695,72.7496714848883,18.872549019607842,1610612746,7,12,2024-02-01T00:14:07Z,350000,False,-156.0,204.0,1,right,K. Leonard 25' 3PT pullup (3 PTS),[202695],1610612746.0,LAC,pullup,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Left Center,25.63,Made,3.0,,,,,,,,,,,,,,,,,
36,PT08M31.00S,2024-02-01T00:14:18.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628398,16.245072273324574,39.950980392156865,1610612764,9,12,2024-02-01T00:17:39Z,360000,False,50.0,100.0,1,left,K. Kuzma 11' driving floating Jump Shot (7 PTS),[1628398],1610612764.0,WAS,driving floating,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),8-16 Center,11.21,Made,7.0,,,,,,,,,,,,,,,,,
37,PT08M15.00S,2024-02-01T00:14:32.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203486,92.9862023653088,49.26470588235294,1610612746,9,14,2024-02-01T00:18:13Z,370000,False,-4.0,13.0,1,right,M. Plumlee cutting DUNK (2 PTS) (J. Harden 2 AST),"[203486, 201935]",1610612746.0,LAC,cutting,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,1.39,Made,2.0,,,,,J. Harden,201935.0,2.0,,,,,,,,,,
41,PT08M04.00S,2024-02-01T00:14:54.3Z,1,REGULAR,3pt,Jump Shot,[],1630166,5.206964520367937,98.52941176470588,1610612764,12,14,2024-02-01T00:15:00Z,400000,False,-243.0,-4.0,1,left,D. Avdija 24' 3PT  (3 PTS) (D. Gafford 1 AST),"[1630166, 1629655]",1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Left Corner 3,24+ Left,24.26,Made,3.0,,,,,D. Gafford,1629655.0,1.0,,,,,,,,,,
43,PT07M42.00S,2024-02-01T00:15:15.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202695,83.919185282523,58.82352941176471,1610612746,12,16,2024-02-01T00:15:20Z,420000,False,44.0,99.0,1,right,K. Leonard 10' pullup Jump Shot (5 PTS),[202695],1610612746.0,LAC,pullup,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),8-16 Center,10.81,Made,5.0,,,,,,,,,,,,,,,,,
44,PT07M25.00S,2024-02-01T00:15:33.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641731,13.61695137976347,63.725490196078425,1610612764,12,16,2024-02-01T00:15:37Z,430000,False,-69.0,75.0,1,left,MISS B. Coulibaly 10' floating Shot,[1641731],1610612764.0,WAS,floating,,,Coulibaly,B. Coulibaly,,,,,In The Paint (Non-RA),8-16 Left,10.2,Missed,,,,,,,,,,,,,,,,,,
45,PT07M23.00S,2024-02-01T00:15:35.9Z,1,REGULAR,rebound,defensive,[],1629599,,,1610612746,12,16,2024-02-01T00:15:37Z,440000,False,,,0,,A. Coffey REBOUND (Off:0 Def:1),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,In The Paint (Non-RA),8-16 Left,,,,44.0,1.0,1.0,0.0,,,,,,,,,,,,,
46,PT07M11.00S,2024-02-01T00:16:14.8Z,1,REGULAR,jumpball,recovered,[],1630166,,,1610612746,12,16,2024-02-01T00:16:14Z,450000,False,,,0,,Jump Ball D. Gafford vs. J. Harden: Tip to D. Avdija,"[1630166, 1629655, 201935]",1610612764.0,WAS,heldball,D. Avdija,1630166.0,Avdija,D. Avdija,Gafford,1629655.0,Harden,201935.0,,,,,,,,,,,,,,,,,,,,,,
49,PT07M11.00S,2024-02-01T00:16:14.8Z,1,REGULAR,turnover,lost ball,[],201935,,,1610612746,12,16,2024-02-01T00:16:14Z,480000,False,,,0,,J. Harden lost ball TURNOVER (1 TO),"[201935, 1629655]",1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,1.0,Gafford,1629655.0,,
50,PT07M11.00S,2024-02-01T00:16:14.8Z,1,REGULAR,steal,,[],1629655,,,1610612764,12,16,2024-02-01T00:16:14Z,490000,False,,,0,,D. Gafford STEAL (1 STL),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT07M09.00S,2024-02-01T00:16:17.9Z,1,REGULAR,turnover,bad pass,[],1626145,,,1610612764,12,16,2024-02-01T00:16:22Z,500000,False,,,0,,T. Jones bad pass TURNOVER (1 TO),"[1626145, 202695]",1610612764.0,WAS,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,1.0,Leonard,202695.0,,
52,PT07M09.00S,2024-02-01T00:16:17.9Z,1,REGULAR,steal,,[],202695,,,1610612746,12,16,2024-02-01T00:16:19Z,510000,False,,,0,,K. Leonard STEAL (1 STL),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
53,PT07M04.00S,2024-02-01T00:16:22.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629599,93.51182654402102,48.28431372549019,1610612746,12,18,2024-02-01T00:21:03Z,520000,False,-9.0,8.0,1,right,A. Coffey running Layup (5 PTS),[1629599],1610612746.0,LAC,running,,,Coffey,A. Coffey,,,,,Restricted Area,0-8 Center,1.21,Made,5.0,,,,,,,,,,,,,,,,,
55,PT06M59.00S,2024-02-01T00:16:29.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628398,8.360709592641262,59.55882352941176,1610612764,14,18,2024-02-01T00:21:50Z,540000,False,-48.0,26.0,1,left,K. Kuzma driving Layup (9 PTS),[1628398],1610612764.0,WAS,driving,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,5.45,Made,9.0,,,,,,,,,,,,,,,,,
56,PT06M59.00S,2024-02-01T00:16:33.8Z,1,REGULAR,foul,personal,['1freethrow'],202695,,,1610612764,14,18,2024-02-01T00:16:46Z,550000,False,,,0,,K. Leonard shooting personal FOUL (1 PF) (Kuzma 1 FT),"[202695, 1628398]",1610612746.0,LAC,shooting,,,Leonard,K. Leonard,,,,,Restricted Area,0-8 Center,,,,,,,,,,,202037.0,1.0,0.0,Kuzma,1628398.0,,,,,
58,PT06M59.00S,2024-02-01T00:16:53.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,14,18,2024-02-01T00:16:53Z,570000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M59.00S,2024-02-01T00:17:10.7Z,1,REGULAR,substitution,out,[],1630166,,,1610612764,14,18,2024-02-01T00:19:24Z,580000,False,,,0,,SUB out: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M59.00S,2024-02-01T00:17:10.7Z,1,REGULAR,substitution,in,[],1630557,,,1610612764,14,18,2024-02-01T00:19:24Z,590000,False,,,0,,SUB in: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M59.00S,2024-02-01T00:19:57.2Z,1,REGULAR,freethrow,1 of 1,[],1628398,,,1610612764,15,18,2024-02-01T00:19:57Z,600000,False,,,0,,K. Kuzma Free Throw 1 of 1 (10 PTS),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
62,PT06M36.00S,2024-02-01T00:20:24.5Z,1,REGULAR,2pt,Hook,[],202695,91.67214191852825,71.56862745098039,1610612746,15,18,2024-02-01T00:23:28Z,610000,False,108.0,26.0,1,right,MISS K. Leonard 11' driving Hook,[202695],1610612746.0,LAC,driving,,,Leonard,K. Leonard,,,,,Mid-Range,8-16 Right,11.08,Missed,,,,,,,,,,,,,,,,,,
63,PT06M36.00S,2024-02-01T00:20:24.5Z,1,REGULAR,rebound,offensive,[],202695,,,1610612746,15,18,2024-02-01T00:20:28Z,620000,False,,,0,,K. Leonard REBOUND (Off:1 Def:0),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Mid-Range,8-16 Right,,,,62.0,1.0,0.0,1.0,,,,,,,,,,,,,
64,PT06M36.00S,2024-02-01T00:20:28.6Z,1,REGULAR,foul,personal,['2freethrow'],1629655,,,1610612746,15,18,2024-02-01T00:20:33Z,630000,False,,,0,,D. Gafford shooting personal FOUL (1 PF) (Leonard 2 FT),"[1629655, 202695]",1610612764.0,WAS,shooting,,,Gafford,D. Gafford,,,,,Mid-Range,8-16 Right,,,,,,,,,,,1626302.0,1.0,0.0,Leonard,202695.0,,,,,
66,PT06M36.00S,2024-02-01T00:20:53.8Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],202695,,,1610612746,15,19,2024-02-01T00:20:53Z,650000,False,,,0,,K. Leonard Free Throw 1 of 2 (6 PTS),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
67,PT06M36.00S,2024-02-01T00:21:10.6Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],202695,,,1610612746,15,20,2024-02-01T00:21:10Z,660000,False,,,0,,K. Leonard Free Throw 2 of 2 (7 PTS),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
68,PT06M23.00S,2024-02-01T00:21:25.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628398,10.200394218134035,47.05882352941176,1610612764,17,20,2024-02-01T00:23:50Z,670000,False,15.0,43.0,1,left,K. Kuzma driving finger roll Layup (12 PTS),[1628398],1610612764.0,WAS,driving finger roll,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,4.58,Made,12.0,,,,,,,,,,,,,,,,,
69,PT05M57.00S,2024-02-01T00:21:59.1Z,1,REGULAR,foul,personal,['3freethrow'],1626145,,,1610612746,17,20,2024-02-01T00:22:04Z,680000,False,,,0,,T. Jones shooting personal FOUL (1 PF) (Coffey 3 FT),"[1626145, 1629599]",1610612764.0,WAS,shooting,,,Jones,T. Jones,,,,,Left Corner 3,24+ Left,,,,,,,,,,,202037.0,1.0,0.0,Coffey,1629599.0,,,,,
71,PT05M57.00S,2024-02-01T00:22:26.5Z,1,REGULAR,freethrow,1 of 3,[],1629599,,,1610612746,17,21,2024-02-01T00:22:26Z,700000,False,,,0,,A. Coffey Free Throw 1 of 3 (6 PTS),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
72,PT05M57.00S,2024-02-01T00:22:38.1Z,1,REGULAR,freethrow,2 of 3,[],1629599,,,1610612746,17,22,2024-02-01T00:22:38Z,710000,False,,,0,,A. Coffey Free Throw 2 of 3 (7 PTS),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
73,PT05M57.00S,2024-02-01T00:22:51.2Z,1,REGULAR,freethrow,3 of 3,[],1629599,,,1610612746,17,23,2024-02-01T00:22:51Z,720000,False,,,0,,A. Coffey Free Throw 3 of 3 (8 PTS),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
74,PT05M43.00S,2024-02-01T00:23:06.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628398,17.16491458607096,41.911764705882355,1610612764,19,23,2024-02-01T00:24:22Z,730000,False,40.0,109.0,1,left,K. Kuzma 11' driving floating Jump Shot (14 PTS) (D. Gafford 2 AST),"[1628398, 1629655]",1610612764.0,WAS,driving floating,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),8-16 Center,11.62,Made,14.0,,,,,D. Gafford,1629655.0,2.0,,,,,,,,,,
75,PT05M16.00S,2024-02-01T00:23:32.2Z,1,REGULAR,turnover,lost ball,[],201935,,,1610612746,19,23,2024-02-01T00:23:36Z,740000,False,,,0,,J. Harden lost ball TURNOVER (2 TO),"[201935, 1641731]",1610612746.0,LAC,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,2.0,Coulibaly,1641731.0,,
76,PT05M16.00S,2024-02-01T00:23:32.2Z,1,REGULAR,steal,,[],1641731,,,1610612764,19,23,2024-02-01T00:23:34Z,750000,False,,,0,,B. Coulibaly STEAL (1 STL),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
77,PT05M08.00S,2024-02-01T00:23:40.7Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1626145,9.149145860709593,78.92156862745098,1610612764,19,23,2024-02-01T00:23:44Z,760000,False,-145.0,34.0,1,left,MISS T. Jones 14' pullup Shot,[1626145],1610612764.0,WAS,pullup,,,Jones,T. Jones,,,,,Mid-Range,8-16 Left,14.84,Missed,,,,,,,,,,,,,,,,,,
78,PT05M05.00S,2024-02-01T00:23:43.7Z,1,REGULAR,rebound,defensive,[],201935,,,1610612746,19,23,2024-02-01T00:23:44Z,770000,False,,,0,,J. Harden REBOUND (Off:0 Def:1),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Mid-Range,8-16 Left,,,,77.0,1.0,1.0,0.0,,,,,,,,,,,,,
79,PT04M55.00S,2024-02-01T00:23:54.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203486,88.78120893561103,56.127450980392155,1610612746,19,23,2024-02-01T00:23:58Z,780000,False,31.0,53.0,1,right,MISS M. Plumlee 6' cutting Layup,[203486],1610612746.0,LAC,cutting,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),0-8 Center,6.12,Missed,,,,,,,,,,,,,,,,,,
80,PT04M53.00S,2024-02-01T00:23:56.3Z,1,REGULAR,rebound,defensive,[],1629655,,,1610612764,19,23,2024-02-01T00:23:58Z,790000,False,,,0,,D. Gafford REBOUND (Off:1 Def:1),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),0-8 Center,,,,79.0,2.0,1.0,1.0,,,,,,,,,,,,,
81,PT04M48.00S,2024-02-01T00:24:01.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628398,35.43035479632063,51.9607843137255,1610612764,19,23,2024-02-01T00:25:44Z,800000,False,-10.0,281.0,1,left,MISS K. Kuzma 28' running 3PT,[1628398],1610612764.0,WAS,running,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Center,28.07,Missed,,,,,,,,,,,,,,,,,,
82,PT04M44.00S,2024-02-01T00:24:04.1Z,1,REGULAR,rebound,offensive,[],1629655,,,1610612764,19,23,2024-02-01T00:24:04Z,810000,False,,,0,,D. Gafford REBOUND (Off:2 Def:1),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,Above the Break 3,24+ Center,,,,81.0,3.0,1.0,2.0,,,,,,,,,,,,,
83,PT04M44.00S,2024-02-01T00:24:04.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630557,25.706307490144546,10.294117647058822,1610612764,19,23,2024-02-01T00:24:11Z,820000,False,199.0,189.0,1,left,MISS C. Kispert 27' 3PT,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Right Center,27.42,Missed,,,,,,,,,,,,,,,,,,
84,PT04M41.00S,2024-02-01T00:24:07.9Z,1,REGULAR,rebound,offensive,[],1641731,,,1610612764,19,23,2024-02-01T00:24:11Z,830000,False,,,0,,B. Coulibaly REBOUND (Off:1 Def:0),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Above the Break 3,24+ Right Center,,,,83.0,1.0,0.0,1.0,,,,,,,,,,,,,
85,PT04M40.00S,2024-02-01T00:24:08.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641731,6.258212877792378,55.88235294117647,1610612764,21,23,2024-02-01T00:26:19Z,840000,False,-29.0,6.0,1,left,B. Coulibaly putback Layup (2 PTS),[1641731],1610612764.0,WAS,putback,,,Coulibaly,B. Coulibaly,,,,,Restricted Area,0-8 Center,3.01,Made,2.0,,,,,,,,,,,,,,,,,
86,PT04M39.00S,2024-02-01T00:24:13.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,21,23,2024-02-01T00:24:13Z,850000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
