actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,shotDistance,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
271,PT05M54.00S,2024-04-12T23:59:53.5Z,2,REGULAR,foul,personal,[],1630264,,,1610612741,53,50,2024-04-12T23:59:56Z,2600000,False,,,0,,A. Gill personal FOUL (2 PF),"[1630264, 1631207]",1610612764.0,WAS,,,,Gill,A. Gill,,,,,Above the Break 3,24+ Left Center,202026.0,2.0,0.0,Terry,1631207.0,,,,,,,,,,,,,,,
273,PT05M40.00S,2024-04-13T00:00:18.2Z,2,REGULAR,3pt,Jump Shot,[],1641931,67.36202365308804,46.81372549019608,1610612741,53,53,2024-04-13T00:07:01Z,2620000,False,-16.0,254.0,1,right,O. Bitim 25' 3PT step back (5 PTS) (J. Carter 6 AST),"[1641931, 1628975]",1610612741.0,CHI,step back,,,Bitim,O. Bitim,,,,,Above the Break 3,24+ Center,,,,,,Made,,5.0,25.48,,,,J. Carter,1628975.0,6.0,,,,,
275,PT05M40.00S,2024-04-13T00:00:22.4Z,2,REGULAR,foul,personal,['1freethrow'],1630557,,,1610612741,53,53,2024-04-13T00:00:29Z,2640000,False,,,0,,C. Kispert shooting personal FOUL (2 PF) (Bitim 1 FT),"[1630557, 1641931]",1610612764.0,WAS,shooting,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Center,202026.0,2.0,0.0,Bitim,1641931.0,,,,,,,,,,,,,,,
277,PT05M40.00S,2024-04-13T00:00:29.9Z,2,REGULAR,substitution,out,[],1630215,,,1610612741,53,53,2024-04-13T00:00:46Z,2660000,False,,,0,,SUB out: J. Butler,[1630215],1610612764.0,WAS,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT05M40.00S,2024-04-13T00:00:29.9Z,2,REGULAR,substitution,in,[],1630166,,,1610612741,53,53,2024-04-13T00:00:46Z,2670000,False,,,0,,SUB in: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT05M40.00S,2024-04-13T00:00:50.4Z,2,REGULAR,freethrow,1 of 1,[],1641931,,,1610612741,53,54,2024-04-13T00:00:50Z,2680000,False,,,0,,O. Bitim Free Throw 1 of 1 (6 PTS),[1641931],1610612741.0,CHI,,,,Bitim,O. Bitim,,,,,,,,,,,,Made,,6.0,,,,,,,,,,,,
280,PT05M22.00S,2024-04-13T00:01:09.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630166,12.302890932982917,49.754901960784316,1610612764,53,54,2024-04-13T00:07:33Z,2690000,False,1.0,63.0,1,left,MISS D. Avdija 6' turnaround fadeaway Shot,[1630166],1610612764.0,WAS,turnaround fadeaway,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,6.31,,,,,,,,,,,
281,PT05M20.00S,2024-04-13T00:01:11.0Z,2,REGULAR,rebound,defensive,[],1629750,,,1610612741,53,54,2024-04-13T00:01:11Z,2700000,False,,,0,,J. Green REBOUND (Off:2 Def:2),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,280.0,,,4.0,2.0,2.0,,,,,,,,
282,PT05M09.00S,2024-04-13T00:01:21.3Z,2,REGULAR,2pt,Jump Shot,[],1628975,77.4802890932983,50.245098039215684,1610612741,53,54,2024-04-13T00:08:00Z,2710000,False,1.0,159.0,1,right,MISS J. Carter 15' step back Shot,[1628975],1610612741.0,CHI,step back,,,Carter,J. Carter,,,,,Mid-Range,8-16 Center,,,,,,Missed,,,15.92,,,,,,,,,,,
283,PT05M06.00S,2024-04-13T00:01:24.3Z,2,REGULAR,rebound,defensive,[],1630557,,,1610612764,53,54,2024-04-13T00:01:26Z,2720000,False,,,0,,C. Kispert REBOUND (Off:0 Def:2),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Mid-Range,8-16 Center,,,,,,,282.0,,,2.0,2.0,0.0,,,,,,,,
284,PT04M52.00S,2024-04-13T00:01:39.2Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630557,6.783837056504599,39.705882352941174,1610612764,53,54,2024-04-13T00:01:47Z,2730000,False,51.0,11.0,1,left,MISS C. Kispert Hook,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,5.27,,,,,,,,,,,
285,PT04M48.00S,2024-04-13T00:01:43.2Z,2,REGULAR,rebound,defensive,[],1628470,,,1610612741,53,54,2024-04-13T00:01:47Z,2740000,False,,,0,,T. Craig REBOUND (Off:0 Def:3),[1628470],1610612741.0,CHI,,,,Craig,T. Craig,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,284.0,,,3.0,3.0,0.0,,,,,,,,
286,PT04M40.00S,2024-04-13T00:01:51.1Z,2,REGULAR,2pt,Jump Shot,[],1641931,71.43561103810775,46.81372549019608,1610612741,53,54,2024-04-13T00:01:56Z,2750000,False,-16.0,216.0,1,right,MISS O. Bitim 21' pullup Shot,[1641931],1610612741.0,CHI,pullup,,,Bitim,O. Bitim,,,,,Mid-Range,16-24 Center,,,,,,Missed,,,21.66,,,,,,,,,,,
287,PT04M37.00S,2024-04-13T00:01:54.1Z,2,REGULAR,rebound,defensive,[],1630166,,,1610612764,53,54,2024-04-13T00:01:56Z,2760000,False,,,0,,D. Avdija REBOUND (Off:0 Def:5),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Mid-Range,16-24 Center,,,,,,,286.0,,,5.0,5.0,0.0,,,,,,,,
288,PT04M32.00S,2024-04-13T00:01:59.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1631116,17.821944809461236,5.147058823529411,1610612764,53,54,2024-04-13T00:08:40Z,2770000,False,224.0,115.0,1,left,MISS P. Baldwin Jr. 25' running 3PT,[1631116],1610612764.0,WAS,running,,,Baldwin Jr.,P. Baldwin Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,25.21,,,,,,,,,,,
289,PT04M29.00S,2024-04-13T00:02:02.4Z,2,REGULAR,rebound,defensive,[],1629750,,,1610612741,53,54,2024-04-13T00:02:14Z,2780000,False,,,0,,J. Green REBOUND (Off:2 Def:3),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,,,,,,,288.0,,,5.0,3.0,2.0,,,,,,,,
290,PT04M20.00S,2024-04-13T00:02:10.8Z,2,REGULAR,3pt,Jump Shot,[],1629750,95.22010512483574,96.07843137254902,1610612741,53,57,2024-04-13T00:02:31Z,2790000,False,230.0,-8.0,1,right,J. Green 3PT  (20 PTS) (D. Terry 6 AST),"[1629750, 1631207]",1610612741.0,CHI,,,,Green,J. Green,,,,,Right Corner 3,24+ Right,,,,,,Made,,20.0,23.05,,,,D. Terry,1631207.0,6.0,,,,,
292,PT03M59.00S,2024-04-13T00:02:34.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,5.601182654402102,42.15686274509804,1610612764,55,57,2024-04-13T00:09:28Z,2810000,False,39.0,0.0,1,left,D. Avdija cutting Layup (12 PTS) (C. Kispert 3 AST),"[1630166, 1630557]",1610612764.0,WAS,cutting,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,,,,,,Made,,12.0,3.92,,,,C. Kispert,1630557.0,3.0,,,,,
294,PT03M59.00S,2024-04-13T00:02:36.6Z,2,REGULAR,foul,personal,['1freethrow'],1631207,,,1610612764,55,57,2024-04-13T00:03:09Z,2830000,False,,,0,,D. Terry shooting personal FOUL (3 PF) (Avdija 1 FT),"[1631207, 1630166]",1610612741.0,CHI,shooting,,,Terry,D. Terry,,,,,Restricted Area,0-8 Center,202026.0,3.0,0.0,Avdija,1630166.0,,,,,,,,,,,,,,,
296,PT03M59.00S,2024-04-13T00:02:50.2Z,2,REGULAR,substitution,out,[],1629750,,,1610612764,55,57,2024-04-13T00:03:09Z,2850000,False,,,0,,SUB out: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
297,PT03M59.00S,2024-04-13T00:02:50.2Z,2,REGULAR,substitution,in,[],1629632,,,1610612764,55,57,2024-04-13T00:03:09Z,2860000,False,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT03M59.00S,2024-04-13T00:03:12.0Z,2,REGULAR,freethrow,1 of 1,[],1630166,,,1610612764,55,57,2024-04-13T00:03:19Z,2870000,False,,,0,,MISS D. Avdija Free Throw 1 of 1,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
299,PT03M59.00S,2024-04-13T00:03:12.0Z,2,REGULAR,rebound,defensive,[],1628470,,,1610612741,55,57,2024-04-13T00:03:19Z,2880000,False,,,0,,T. Craig REBOUND (Off:0 Def:4),[1628470],1610612741.0,CHI,,,,Craig,T. Craig,,,,,,,,,,,,,298.0,,,4.0,4.0,0.0,,,,,,,,
300,PT03M43.00S,2024-04-13T00:03:22.0Z,2,REGULAR,3pt,Jump Shot,[],1631207,76.16622864651774,9.068627450980392,1610612741,55,57,2024-04-13T00:03:29Z,2890000,False,-205.0,172.0,1,right,MISS D. Terry 26' 3PT,[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,26.7,,,,,,,,,,,
301,PT03M41.00S,2024-04-13T00:03:24.4Z,2,REGULAR,rebound,defensive,[],1631116,,,1610612764,55,57,2024-04-13T00:03:24Z,2900000,False,,,0,,P. Baldwin Jr. REBOUND (Off:0 Def:6),[1631116],1610612764.0,WAS,,,,Baldwin Jr.,P. Baldwin Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,300.0,,,6.0,6.0,0.0,,,,,,,,
302,PT03M38.00S,2024-04-13T00:03:26.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630557,24.78646517739816,89.95098039215686,1610612764,58,57,2024-04-13T00:11:06Z,2910000,False,-200.0,180.0,1,left,C. Kispert 26' 3PT running (9 PTS) (P. Baldwin Jr. 2 AST),"[1630557, 1631116]",1610612764.0,WAS,running,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Left Center,,,,,,Made,,9.0,26.93,,,,P. Baldwin Jr.,1631116.0,2.0,,,,,
304,PT03M12.00S,2024-04-13T00:03:53.9Z,2,REGULAR,2pt,Jump Shot,[],1628975,88.38699080157687,85.29411764705883,1610612741,58,59,2024-04-13T00:03:58Z,2930000,False,176.0,57.0,1,right,J. Carter 18' pullup Jump Shot (7 PTS),[1628975],1610612741.0,CHI,pullup,,,Carter,J. Carter,,,,,Mid-Range,16-24 Right,,,,,,Made,,7.0,18.54,,,,,,,,,,,
305,PT03M00.00S,2024-04-13T00:04:05.0Z,2,REGULAR,3pt,Jump Shot,[],1630557,23.209592641261498,92.15686274509804,1610612764,58,59,2024-04-13T00:04:10Z,2940000,False,-211.0,166.0,1,left,MISS C. Kispert 26' 3PT,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,26.81,,,,,,,,,,,
306,PT02M59.00S,2024-04-13T00:04:06.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612764,58,59,2024-04-13T00:04:10Z,2950000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,305.0,,,,,,,,,,,,,
307,PT02M59.00S,2024-04-13T00:04:11.3Z,2,REGULAR,foul,personal,[],1631207,,,1610612764,58,59,2024-04-13T00:04:18Z,2960000,False,,,0,,D. Terry loose ball personal FOUL (4 PF),"[1631207, 1630264]",1610612741.0,CHI,loose ball,,,Terry,D. Terry,,,,,Restricted Area,0-8 Center,201245.0,4.0,0.0,Gill,1630264.0,,,,,,,,,,,,,,,
309,PT02M59.00S,2024-04-13T00:04:17.6Z,2,REGULAR,substitution,out,[],1630264,,,1610612764,58,59,2024-04-13T00:04:29Z,2980000,False,,,0,,SUB out: A. Gill,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT02M59.00S,2024-04-13T00:04:17.6Z,2,REGULAR,substitution,out,[],1631207,,,1610612764,58,59,2024-04-13T00:04:29Z,2990000,False,,,0,,SUB out: D. Terry,[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT02M59.00S,2024-04-13T00:04:17.6Z,2,REGULAR,substitution,in,[],1641774,,,1610612764,58,59,2024-04-13T00:04:29Z,3000000,False,,,0,,SUB in: T. Vukcevic,[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT02M59.00S,2024-04-13T00:04:17.6Z,2,REGULAR,substitution,in,[],1641766,,,1610612764,58,59,2024-04-13T00:04:29Z,3010000,False,,,0,,SUB in: A. Sanogo,[1641766],1610612741.0,CHI,,,,Sanogo,A. Sanogo,,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT02M53.00S,2024-04-13T00:04:48.2Z,2,REGULAR,turnover,bad pass,[],1630166,,,1610612764,58,59,2024-04-13T00:04:51Z,3020000,False,,,0,,D. Avdija bad pass TURNOVER (2 TO),"[1630166, 1628470]",1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,2.0,Craig,1628470.0
314,PT02M53.00S,2024-04-13T00:04:48.2Z,2,REGULAR,steal,,[],1628470,,,1610612741,58,59,2024-04-13T00:04:50Z,3030000,False,,,0,,T. Craig STEAL (1 STL),[1628470],1610612741.0,CHI,,,,Craig,T. Craig,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
315,PT02M43.00S,2024-04-13T00:04:57.8Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1629632,91.14651773981603,74.50980392156863,1610612741,58,61,2024-04-13T00:12:22Z,3040000,False,123.0,31.0,1,right,C. White 12' fadeaway bank Jump Shot (8 PTS),[1629632],1610612741.0,CHI,fadeaway bank,,,White,C. White,,,,,Mid-Range,8-16 Right,,,,,,Made,,8.0,12.63,,,,,,,,,,,
316,PT02M19.00S,2024-04-13T00:05:22.4Z,2,REGULAR,3pt,Jump Shot,[],1631098,22.421156373193167,6.127450980392156,1610612764,58,61,2024-04-13T00:05:35Z,3050000,False,219.0,158.0,1,left,MISS J. Davis 27' 3PT,[1631098],1610612764.0,WAS,,,,Davis,J. Davis,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,27.05,,,,,,,,,,,
317,PT02M19.00S,2024-04-13T00:05:22.4Z,2,REGULAR,rebound,defensive,[],1628470,,,1610612741,58,61,2024-04-13T00:05:35Z,3060000,False,,,0,,T. Craig REBOUND (Off:0 Def:5),[1628470],1610612741.0,CHI,,,,Craig,T. Craig,,,,,Above the Break 3,24+ Right Center,,,,,,,316.0,,,5.0,5.0,0.0,,,,,,,,
318,PT02M04.00S,2024-04-13T00:05:37.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641766,94.1688567674113,44.36274509803921,1610612741,58,63,2024-04-13T00:05:40Z,3070000,False,-28.0,2.0,1,right,A. Sanogo Layup (6 PTS) (J. Carter 7 AST),"[1641766, 1628975]",1610612741.0,CHI,,,,Sanogo,A. Sanogo,,,,,Restricted Area,0-8 Center,,,,,,Made,,6.0,2.83,,,,J. Carter,1628975.0,7.0,,,,,
320,PT01M50.00S,2024-04-13T00:05:51.0Z,2,REGULAR,3pt,Jump Shot,[],1641774,35.43035479632063,50.49019607843137,1610612764,58,63,2024-04-13T00:05:57Z,3090000,False,-2.0,281.0,1,left,MISS T. Vukcevic 28' 3PT,[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,28.05,,,,,,,,,,,
321,PT01M49.00S,2024-04-13T00:05:52.0Z,2,REGULAR,rebound,offensive,[],1630557,,,1610612764,58,63,2024-04-13T00:19:42Z,3100000,False,,,0,,C. Kispert REBOUND (Off:1 Def:2),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Center,,,,,,,320.0,,,3.0,2.0,1.0,,,,,,,,
348,PT01M48.00S,2024-04-13T00:05:57.4Z,2,REGULAR,turnover,bad pass,[],1630557,,,1610612764,58,63,2024-04-13T00:19:25Z,3105000,False,,,0,,C. Kispert bad pass TURNOVER (2 TO),"[1630557, 1629632]",1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,2.0,White,1629632.0
349,PT01M48.00S,2024-04-13T00:05:57.4Z,2,REGULAR,steal,,[],1629632,,,1610612741,58,63,2024-04-13T00:19:25Z,3107500,False,,,0,,C. White STEAL (1 STL),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
322,PT01M40.00S,2024-04-13T00:06:03.8Z,2,REGULAR,turnover,out-of-bounds,[],1628470,,,1610612741,58,63,2024-04-13T00:06:17Z,3110000,False,,,0,,T. Craig bad pass out-of-bounds TURNOVER (1 TO),[1628470],1610612741.0,CHI,bad pass,,,Craig,T. Craig,,,,,In The Paint (Non-RA),0-8 Center,201245.0,,,,,,,,,,,,,,,,,1.0,,
323,PT01M23.00S,2024-04-13T00:06:36.2Z,2,REGULAR,foul,personal,[],1628470,,,1610612764,58,63,2024-04-13T00:06:44Z,3120000,False,,,0,,T. Craig personal FOUL (1 PF),"[1628470, 1630166]",1610612741.0,CHI,,,,Craig,T. Craig,,,,,In The Paint (Non-RA),8-16 Center,201245.0,1.0,0.0,Avdija,1630166.0,,,,,,,,,,,,,,,
325,PT01M16.00S,2024-04-13T00:07:00.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630166,29.517082785808146,17.892156862745097,1610612764,58,63,2024-04-13T00:07:04Z,3140000,False,161.0,225.0,1,left,MISS D. Avdija 27' 3PT,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,27.64,,,,,,,,,,,
326,PT01M14.00S,2024-04-13T00:07:02.4Z,2,REGULAR,rebound,defensive,[],1641931,,,1610612741,58,63,2024-04-13T00:07:04Z,3150000,False,,,0,,O. Bitim REBOUND (Off:0 Def:1),[1641931],1610612741.0,CHI,,,,Bitim,O. Bitim,,,,,Above the Break 3,24+ Right Center,,,,,,,325.0,,,1.0,1.0,0.0,,,,,,,,
327,PT01M04.00S,2024-04-13T00:07:12.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629632,93.11760840998686,54.65686274509803,1610612741,58,65,2024-04-13T00:07:16Z,3160000,False,23.0,12.0,1,right,C. White driving Layup (10 PTS),[1629632],1610612741.0,CHI,driving,,,White,C. White,,,,,Restricted Area,0-8 Center,,,,,,Made,,10.0,2.63,,,,,,,,,,,
328,PT00M50.50S,2024-04-13T00:07:26.5Z,2,REGULAR,3pt,Jump Shot,[],1631098,35.167542706964525,51.470588235294116,1610612764,61,65,2024-04-13T00:08:12Z,3170000,False,-7.0,278.0,1,left,J. Davis 27' 3PT  (11 PTS) (D. Avdija 4 AST),"[1631098, 1630166]",1610612764.0,WAS,,,,Davis,J. Davis,,,,,Above the Break 3,24+ Center,,,,,,Made,,11.0,27.82,,,,D. Avdija,1630166.0,4.0,,,,,
330,PT00M30.10S,2024-04-13T00:07:50.8Z,2,REGULAR,3pt,Jump Shot,[],1641931,87.33574244415243,1.2254901960784315,1610612741,61,65,2024-04-13T00:14:16Z,3190000,False,-244.0,67.0,1,right,MISS O. Bitim 25' step back 3PT,[1641931],1610612741.0,CHI,step back,,,Bitim,O. Bitim,,,,,Left Corner 3,24+ Left,,,,,,Missed,,,25.28,,,,,,,,,,,
331,PT00M30.10S,2024-04-13T00:07:50.8Z,2,REGULAR,rebound,offensive,[],1629632,,,1610612741,61,65,2024-04-13T00:08:15Z,3200000,False,,,0,,C. White REBOUND (Off:2 Def:2),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Left Corner 3,24+ Left,,,,,,,330.0,,,4.0,2.0,2.0,,,,,,,,
332,PT00M16.00S,2024-04-13T00:08:04.9Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1629632,81.8166885676741,18.38235294117647,1610612741,61,65,2024-04-13T00:08:18Z,3210000,False,-158.0,118.0,1,right,MISS C. White 19' pullup Shot,[1629632],1610612741.0,CHI,pullup,,,White,C. White,,,,,Mid-Range,16-24 Left Center,,,,,,Missed,,,19.75,,,,,,,,,,,
333,PT00M12.60S,2024-04-13T00:08:08.3Z,2,REGULAR,rebound,defensive,[],1631116,,,1610612764,61,65,2024-04-13T00:08:18Z,3220000,False,,,0,,P. Baldwin Jr. REBOUND (Off:0 Def:7),[1631116],1610612764.0,WAS,,,,Baldwin Jr.,P. Baldwin Jr.,,,,,Mid-Range,16-24 Left Center,,,,,,,332.0,,,7.0,7.0,0.0,,,,,,,,
334,PT00M10.60S,2024-04-13T00:08:11.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629632,,,1610612764,61,65,2024-04-13T00:08:43Z,3230000,False,,,0,,C. White shooting personal FOUL (1 PF) (Vukcevic 2 FT),"[1629632, 1641774]",1610612741.0,CHI,shooting,,,White,C. White,,,,,Restricted Area,0-8 Center,201638.0,1.0,0.0,Vukcevic,1641774.0,,,,,,,,,,,,,,,
336,PT00M10.60S,2024-04-13T00:08:48.0Z,2,REGULAR,freethrow,1 of 2,[],1641774,,,1610612764,62,65,2024-04-13T00:08:48Z,3250000,False,,,0,,T. Vukcevic Free Throw 1 of 2 (12 PTS),[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,,,,,,,,Made,,12.0,,,,,,,,,,,,
337,PT00M10.60S,2024-04-13T00:08:48.8Z,2,REGULAR,substitution,out,[],1631098,,,1610612764,62,65,2024-04-13T00:08:57Z,3260000,False,,,0,,SUB out: J. Davis,[1631098],1610612764.0,WAS,,,,Davis,J. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT00M10.60S,2024-04-13T00:08:48.8Z,2,REGULAR,substitution,out,[],1630557,,,1610612764,62,65,2024-04-13T00:08:57Z,3270000,False,,,0,,SUB out: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT00M10.60S,2024-04-13T00:08:48.8Z,2,REGULAR,substitution,in,[],1630647,,,1610612764,62,65,2024-04-13T00:08:57Z,3280000,False,,,0,,SUB in: E. Omoruyi,[1630647],1610612764.0,WAS,,,,Omoruyi,E. Omoruyi,,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT00M10.60S,2024-04-13T00:08:48.8Z,2,REGULAR,substitution,in,[],1630215,,,1610612764,62,65,2024-04-13T00:08:57Z,3290000,False,,,0,,SUB in: J. Butler,[1630215],1610612764.0,WAS,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT00M10.60S,2024-04-13T00:08:48.0Z,2,REGULAR,freethrow,2 of 2,[],1641774,,,1610612764,62,65,2024-04-13T00:09:17Z,3300000,False,,,0,,MISS T. Vukcevic Free Throw 2 of 2,[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
342,PT00M08.00S,2024-04-13T00:08:50.6Z,2,REGULAR,rebound,defensive,[],1628470,,,1610612741,62,65,2024-04-13T00:09:17Z,3310000,False,,,0,,T. Craig REBOUND (Off:0 Def:6),[1628470],1610612741.0,CHI,,,,Craig,T. Craig,,,,,,,,,,,,,341.0,,,6.0,6.0,0.0,,,,,,,,
343,PT00M00.10S,2024-04-13T00:09:26.3Z,2,REGULAR,2pt,Jump Shot,[],1629632,84.05059132720105,86.02941176470588,1610612741,62,65,2024-04-13T00:15:19Z,3320000,False,180.0,97.0,1,right,MISS C. White 20' step back Shot,[1629632],1610612741.0,CHI,step back,,,White,C. White,,,,,Mid-Range,16-24 Right,,,,,,Missed,,,20.48,,,,,,,,,,,
344,PT00M00.10S,2024-04-13T00:09:26.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612741,62,65,2024-04-13T00:09:32Z,3330000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Mid-Range,16-24 Right,,,,,,,343.0,,,,,,,,,,,,,
345,PT00M00.00S,2024-04-13T00:09:33.5Z,2,REGULAR,period,end,[],0,,,1610612741,62,65,2024-04-13T00:09:33Z,3340000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT12M00.00S,2024-04-13T00:23:59.3Z,3,REGULAR,substitution,out,['startperiod'],1630647,,,1610612741,62,65,2024-04-13T00:24:45Z,3350000,False,,,0,,SUB out: E. Omoruyi,[1630647],1610612764.0,WAS,,,,Omoruyi,E. Omoruyi,,,,,,,,,,,,,,,,,,,,,,,,,,
351,PT12M00.00S,2024-04-13T00:23:59.3Z,3,REGULAR,substitution,out,['startperiod'],1630215,,,1610612741,62,65,2024-04-13T00:24:45Z,3360000,False,,,0,,SUB out: J. Butler,[1630215],1610612764.0,WAS,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT12M00.00S,2024-04-13T00:23:59.3Z,3,REGULAR,substitution,out,['startperiod'],1628975,,,1610612741,62,65,2024-04-13T00:24:45Z,3370000,False,,,0,,SUB out: J. Carter,[1628975],1610612741.0,CHI,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
353,PT12M00.00S,2024-04-13T00:23:59.3Z,3,REGULAR,substitution,out,['startperiod'],1628470,,,1610612741,62,65,2024-04-13T00:24:45Z,3380000,False,,,0,,SUB out: T. Craig,[1628470],1610612741.0,CHI,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,,
354,PT12M00.00S,2024-04-13T00:23:59.3Z,3,REGULAR,substitution,out,['startperiod'],1641931,,,1610612741,62,65,2024-04-13T00:24:45Z,3390000,False,,,0,,SUB out: O. Bitim,[1641931],1610612741.0,CHI,,,,Bitim,O. Bitim,,,,,,,,,,,,,,,,,,,,,,,,,,
355,PT12M00.00S,2024-04-13T00:23:59.3Z,3,REGULAR,substitution,in,['startperiod'],1630557,,,1610612741,62,65,2024-04-13T00:24:45Z,3400000,False,,,0,,SUB in: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
356,PT12M00.00S,2024-04-13T00:23:59.3Z,3,REGULAR,substitution,in,['startperiod'],1631098,,,1610612741,62,65,2024-04-13T00:24:45Z,3410000,False,,,0,,SUB in: J. Davis,[1631098],1610612764.0,WAS,,,,Davis,J. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
