actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotDistance,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
35,PT09M25.00S,2024-02-25T23:15:26.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630596,9.280551905387648,52.20588235294118,1610612739,3,6,2024-02-25T23:15:30Z,350000,False,-11.0,35.0,1,left,E. Mobley cutting DUNK (5 PTS) (J. Allen 1 AST),"[1630596, 1628386]",1610612739.0,CLE,cutting,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,,,,Made,5.0,,,,,3.64,,,J. Allen,1628386.0,1.0,,,
37,PT09M11.00S,2024-02-25T23:15:40.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628398,93.77463863337714,54.90196078431373,1610612764,5,6,2024-02-25T23:15:45Z,370000,False,25.0,6.0,1,right,K. Kuzma driving Layup (2 PTS),[1628398],1610612764.0,WAS,driving,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,,,,,2.52,,,,,,,,
38,PT08M57.00S,2024-02-25T23:15:54.2Z,1,REGULAR,turnover,bad pass,[],1628378,,,1610612739,5,6,2024-02-25T23:15:59Z,380000,False,,,0,,D. Mitchell bad pass TURNOVER (1 TO),"[1628378, 1628398]",1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,1.0,Kuzma,1628398.0
39,PT08M57.00S,2024-02-25T23:15:54.2Z,1,REGULAR,steal,,[],1628398,,,1610612764,5,6,2024-02-25T23:30:11Z,390000,False,,,0,,K. Kuzma STEAL (1 STL),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
40,PT08M53.00S,2024-02-25T23:15:59.1Z,1,REGULAR,turnover,out-of-bounds,[],1628398,,,1610612764,5,6,2024-02-25T23:16:07Z,400000,False,,,0,,K. Kuzma bad pass out-of-bounds TURNOVER (1 TO),[1628398],1610612764.0,WAS,bad pass,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),8-16 Center,200833.0,,,,,,,,,,,,,,,,,1.0,,
41,PT08M36.00S,2024-02-25T23:16:25.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630596,8.623521681997373,46.32352941176471,1610612739,5,8,2024-02-25T23:16:32Z,410000,False,18.0,29.0,1,left,E. Mobley driving Layup (7 PTS) (J. Allen 2 AST),"[1630596, 1628386]",1610612739.0,CLE,driving,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,,,,Made,7.0,,,,,3.4,,,J. Allen,1628386.0,2.0,,,
42,PT08M27.00S,2024-02-25T23:16:37.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628963,94.1688567674113,51.9607843137255,1610612764,7,8,2024-02-25T23:16:43Z,420000,False,10.0,2.0,1,right,M. Bagley III driving Layup (2 PTS) (K. Kuzma 1 AST),"[1628963, 1628398]",1610612764.0,WAS,driving,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,,,,,1.01,,,K. Kuzma,1628398.0,1.0,,,
44,PT08M27.00S,2024-02-25T23:16:39.8Z,1,REGULAR,foul,personal,['1freethrow'],1630596,,,1610612764,7,8,2024-02-25T23:16:48Z,440000,False,,,0,,E. Mobley shooting personal FOUL (1 PF) (Bagley III 1 FT),"[1630596, 1628963]",1610612739.0,CLE,shooting,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,200833.0,1.0,0.0,Bagley III,1628963.0,,,,,,,,,,,,,,,
46,PT08M27.00S,2024-02-25T23:17:12.2Z,1,REGULAR,freethrow,1 of 1,[],1628963,,,1610612764,7,8,2024-02-25T23:17:14Z,460000,False,,,0,,MISS M. Bagley III Free Throw 1 of 1,[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
47,PT08M25.00S,2024-02-25T23:17:14.2Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,7,8,2024-02-25T23:17:14Z,470000,False,,,0,,J. Allen REBOUND (Off:0 Def:2),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,46.0,2.0,2.0,0.0,,,,,,,,,
48,PT08M11.00S,2024-02-25T23:17:26.2Z,1,REGULAR,turnover,bad pass,[],1629636,,,1610612739,7,8,2024-02-25T23:17:30Z,480000,False,,,0,,D. Garland bad pass TURNOVER (1 TO),"[1629636, 1626145]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,1.0,Jones,1626145.0
49,PT08M11.00S,2024-02-25T23:17:26.2Z,1,REGULAR,steal,,[],1626145,,,1610612764,7,8,2024-02-25T23:17:28Z,490000,False,,,0,,T. Jones STEAL (1 STL),[1626145],1610612764.0,WAS,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
50,PT08M07.00S,2024-02-25T23:17:30.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628398,93.77463863337714,45.09803921568628,1610612764,9,8,2024-02-25T23:17:54Z,500000,False,-25.0,6.0,1,right,K. Kuzma running Layup (4 PTS),[1628398],1610612764.0,WAS,running,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,,,,,,Made,4.0,,,,,2.52,,,,,,,,
51,PT07M55.00S,2024-02-25T23:17:44.9Z,1,REGULAR,turnover,out-of-bounds,[],1628378,,,1610612739,9,8,2024-02-25T23:18:01Z,510000,False,,,0,,D. Mitchell bad pass out-of-bounds TURNOVER (2 TO),[1628378],1610612739.0,CLE,bad pass,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,200833.0,,,,,,,,,,,,,,,,,2.0,,
52,PT07M38.00S,2024-02-25T23:18:05.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628398,93.77463863337714,49.50980392156863,1610612764,11,8,2024-02-25T23:18:10Z,520000,False,-2.0,6.0,1,right,K. Kuzma driving Layup (6 PTS) (B. Coulibaly 1 AST),"[1628398, 1641731]",1610612764.0,WAS,driving,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,,,,,,Made,6.0,,,,,0.65,,,B. Coulibaly,1641731.0,1.0,,,
54,PT07M20.00S,2024-02-25T23:18:23.5Z,1,REGULAR,turnover,bad pass,[],1629622,,,1610612739,11,8,2024-02-25T23:18:27Z,540000,False,,,0,,M. Strus bad pass TURNOVER (1 TO),"[1629622, 1629013]",1610612739.0,CLE,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,1.0,Shamet,1629013.0
55,PT07M20.00S,2024-02-25T23:18:23.5Z,1,REGULAR,steal,,[],1629013,,,1610612764,11,8,2024-02-25T23:18:27Z,550000,False,,,0,,L. Shamet STEAL (1 STL),[1629013],1610612764.0,WAS,,,,Shamet,L. Shamet,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
56,PT07M15.00S,2024-02-25T23:18:35.3Z,1,REGULAR,foul,offensive,[],1641731,,,1610612764,11,8,2024-02-25T23:18:47Z,560000,False,,,0,,B. Coulibaly charge offensive FOUL (2 PF),"[1641731, 1629622]",1610612764.0,WAS,charge,,,Coulibaly,B. Coulibaly,,,,,In The Paint (Non-RA),0-8 Center,202041.0,2.0,0.0,Strus,1629622.0,,,,,,,,,,,,,,,
58,PT07M15.00S,2024-02-25T23:18:35.3Z,1,REGULAR,turnover,offensive foul,[],1641731,,,1610612764,11,8,2024-02-25T23:18:35Z,580000,False,,,0,,B. Coulibaly offensive foul TURNOVER (1 TO),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,In The Paint (Non-RA),0-8 Center,202041.0,,,,,,,,,,,,,,,,,1.0,,
59,PT06M59.00S,2024-02-25T23:19:21.9Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1628386,7.178055190538765,43.872549019607845,1610612739,11,10,2024-02-25T23:20:16Z,590000,False,31.0,15.0,1,left,J. Allen driving Hook (2 PTS) (D. Garland 1 AST),"[1628386, 1629636]",1610612739.0,CLE,driving,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,,,,,3.41,,,D. Garland,1629636.0,1.0,,,
61,PT06M49.00S,2024-02-25T23:19:31.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628398,92.85479632063075,53.18627450980392,1610612764,13,10,2024-02-25T23:19:36Z,610000,False,16.0,15.0,1,right,K. Kuzma driving finger roll Layup (8 PTS) (T. Jones 2 AST),"[1628398, 1626145]",1610612764.0,WAS,driving finger roll,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,,,,,,Made,8.0,,,,,2.17,,,T. Jones,1626145.0,2.0,,,
63,PT06M38.00S,2024-02-25T23:19:43.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628386,8.229303547963205,51.470588235294116,1610612739,13,12,2024-02-25T23:20:35Z,630000,False,-7.0,25.0,1,left,J. Allen cutting Layup (4 PTS) (M. Strus 1 AST),"[1628386, 1629622]",1610612739.0,CLE,cutting,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,,Made,4.0,,,,,2.6,,,M. Strus,1629622.0,1.0,,,
65,PT06M23.00S,2024-02-25T23:19:57.8Z,1,REGULAR,3pt,Jump Shot,[],1628398,70.51576872536137,77.94117647058823,1610612764,16,12,2024-02-25T23:20:03Z,650000,False,140.0,225.0,1,right,K. Kuzma 26' 3PT step back (11 PTS) (T. Jones 3 AST),"[1628398, 1626145]",1610612764.0,WAS,step back,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Right Center,,,,,,Made,11.0,,,,,26.46,,,T. Jones,1626145.0,3.0,,,
67,PT06M22.00S,2024-02-25T23:20:05.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,16,12,2024-02-25T23:20:05Z,670000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M22.00S,2024-02-25T23:20:07.2Z,1,REGULAR,substitution,out,[],1641731,,,1610612739,16,12,2024-02-25T23:22:51Z,680000,False,,,0,,SUB out: B. Coulibaly,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M22.00S,2024-02-25T23:20:07.2Z,1,REGULAR,substitution,out,[],1630596,,,1610612739,16,12,2024-02-25T23:22:51Z,690000,False,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M22.00S,2024-02-25T23:20:07.2Z,1,REGULAR,substitution,out,[],1629636,,,1610612739,16,12,2024-02-25T23:22:51Z,700000,False,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M22.00S,2024-02-25T23:20:07.2Z,1,REGULAR,substitution,in,[],1629673,,,1610612739,16,12,2024-02-25T23:22:51Z,710000,False,,,0,,SUB in: J. Poole,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M22.00S,2024-02-25T23:20:07.2Z,1,REGULAR,substitution,in,[],1629731,,,1610612739,16,12,2024-02-25T23:22:51Z,720000,False,,,0,,SUB in: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M22.00S,2024-02-25T23:20:07.2Z,1,REGULAR,substitution,in,[],1627747,,,1610612739,16,12,2024-02-25T23:22:51Z,730000,False,,,0,,SUB in: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M04.00S,2024-02-25T23:23:20.0Z,1,REGULAR,3pt,Jump Shot,[],1629622,4.944152431011826,99.26470588235294,1610612739,16,12,2024-02-25T23:23:24Z,740000,False,-246.0,-6.0,1,left,MISS M. Strus 24' 3PT,[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,Left Corner 3,24+ Left,,,,,,Missed,,,,,,24.64,,,,,,,,
76,PT06M00.00S,2024-02-25T23:23:24.0Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612764,16,12,2024-02-25T23:23:24Z,750000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:1),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Left Corner 3,24+ Left,,,,,,,,75.0,1.0,1.0,0.0,,,,,,,,,
77,PT05M50.00S,2024-02-25T23:23:32.6Z,1,REGULAR,2pt,Jump Shot,[],1629673,80.89684625492772,81.12745098039215,1610612764,18,12,2024-02-25T23:23:36Z,760000,False,156.0,127.0,1,right,J. Poole 20' pullup Jump Shot (2 PTS),[1629673],1610612764.0,WAS,pullup,,,Poole,J. Poole,,,,,Mid-Range,16-24 Right Center,,,,,,Made,2.0,,,,,20.09,,,,,,,,
78,PT05M39.00S,2024-02-25T23:23:44.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,9.280551905387648,40.44117647058824,1610612739,18,12,2024-02-25T23:23:48Z,770000,False,48.0,35.0,1,left,MISS D. Mitchell driving Layup,[1628378],1610612739.0,CLE,driving,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,,,,5.91,,,,,,,,
79,PT05M37.00S,2024-02-25T23:23:46.5Z,1,REGULAR,rebound,defensive,[],1628963,,,1610612764,18,12,2024-02-25T23:23:48Z,780000,False,,,0,,M. Bagley III REBOUND (Off:0 Def:2),[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,78.0,2.0,2.0,0.0,,,,,,,,,
80,PT05M33.00S,2024-02-25T23:23:49.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629673,68.9388961892247,78.18627450980392,1610612764,21,12,2024-02-25T23:24:49Z,790000,False,141.0,239.0,1,right,J. Poole 27' 3PT running (5 PTS) (T. Jones 4 AST),"[1629673, 1626145]",1610612764.0,WAS,running,,,Poole,J. Poole,,,,,Above the Break 3,24+ Right Center,,,,,,Made,5.0,,,,,27.79,,,T. Jones,1626145.0,4.0,,,
82,PT05M05.00S,2024-02-25T23:24:18.8Z,1,REGULAR,2pt,Hook,[],1628386,9.674770039421814,32.84313725490196,1610612739,21,12,2024-02-25T23:24:22Z,810000,False,86.0,38.0,1,left,MISS J. Allen 9' turnaround Hook,[1628386],1610612739.0,CLE,turnaround,,,Allen,J. Allen,,,,,Mid-Range,8-16 Right,,,,,,Missed,,,,,,9.4,,,,,,,,
83,PT05M03.00S,2024-02-25T23:24:21.0Z,1,REGULAR,rebound,defensive,[],1629673,,,1610612764,21,12,2024-02-25T23:24:21Z,820000,False,,,0,,J. Poole REBOUND (Off:0 Def:1),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,Mid-Range,8-16 Right,,,,,,,,82.0,1.0,1.0,0.0,,,,,,,,,
84,PT04M58.00S,2024-02-25T23:24:25.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628398,96.27135348226018,2.450980392156863,1610612764,21,12,2024-02-25T23:25:30Z,830000,False,-238.0,-17.0,1,right,MISS K. Kuzma running 3PT,[1628398],1610612764.0,WAS,running,,,Kuzma,K. Kuzma,,,,,Left Corner 3,24+ Left,,,,,,Missed,,,,,,23.83,,,,,,,,
85,PT04M56.00S,2024-02-25T23:24:27.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612739,21,12,2024-02-25T23:24:33Z,840000,False,,,0,,TEAM defensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,Left Corner 3,24+ Left,,,,,,,,84.0,,,,,,,,,,,,
87,PT04M56.00S,2024-02-25T23:24:32.5Z,1,REGULAR,substitution,out,[],1628963,,,1610612739,21,12,2024-02-25T23:24:38Z,860000,False,,,0,,SUB out: M. Bagley III,[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M56.00S,2024-02-25T23:24:32.5Z,1,REGULAR,substitution,in,[],1626158,,,1610612739,21,12,2024-02-25T23:24:38Z,870000,False,,,0,,SUB in: R. Holmes,[1626158],1610612764.0,WAS,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,,
