actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
264,PT05M51.00S,2024-03-21T23:56:44.3Z,2,REGULAR,steal,,[],1628398,,,1610612764,52,36,2024-03-21T23:56:48Z,2570000,False,,,0,,K. Kuzma STEAL (1 STL),[1628398],1610612764.0,WAS,,,,,,,Mid-Range,16-24 Center,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,
265,PT05M45.00S,2024-03-21T23:56:50.5Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628398,91.5407358738502,43.627450980392155,1610612764,54,36,2024-03-21T23:57:46Z,2580000,False,-32.0,27.0,1,right,K. Kuzma turnaround Jump Shot (18 PTS),[1628398],1610612764.0,WAS,turnaround,,,,,,Restricted Area,0-8 Center,4.18,Made,Kuzma,K. Kuzma,,,,,,,,,,,,18.0,,,,,,
266,PT05M34.00S,2024-03-21T23:57:01.7Z,2,REGULAR,3pt,Jump Shot,[],1628370,18.610381077529567,96.07843137254902,1610612758,54,36,2024-03-21T23:57:09Z,2590000,False,-230.0,122.0,1,left,MISS M. Monk 26' 3PT,[1628370],1610612758.0,SAC,,,,,,,Above the Break 3,24+ Left Center,26.09,Missed,Monk,M. Monk,,,,,,,,,,,,,,,,,,
267,PT05M32.00S,2024-03-21T23:57:03.7Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612764,54,36,2024-03-21T23:57:09Z,2600000,False,,,0,,TEAM defensive REBOUND,[],1610612764.0,WAS,,,,,,,Above the Break 3,24+ Left Center,,,,,266.0,,,,,,,,,,,,,,,,,
269,PT05M32.00S,2024-03-21T23:57:08.6Z,2,REGULAR,substitution,out,[],1630215,,,1610612764,54,36,2024-03-21T23:57:14Z,2620000,False,,,0,,SUB out: J. Butler,[1630215],1610612764.0,WAS,,,,,,,,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,
270,PT05M32.00S,2024-03-21T23:57:08.6Z,2,REGULAR,substitution,out,[],1628398,,,1610612764,54,36,2024-03-21T23:57:14Z,2630000,False,,,0,,SUB out: K. Kuzma,[1628398],1610612764.0,WAS,,,,,,,,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,
271,PT05M32.00S,2024-03-21T23:57:08.6Z,2,REGULAR,substitution,in,[],1630166,,,1610612764,54,36,2024-03-21T23:57:14Z,2640000,False,,,0,,SUB in: D. Avdija,[1630166],1610612764.0,WAS,,,,,,,,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,
272,PT05M32.00S,2024-03-21T23:57:08.6Z,2,REGULAR,substitution,in,[],1629673,,,1610612764,54,36,2024-03-21T23:57:14Z,2650000,False,,,0,,SUB in: J. Poole,[1629673],1610612764.0,WAS,,,,,,,,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,
273,PT05M11.00S,2024-03-21T23:57:47.3Z,2,REGULAR,2pt,Jump Shot,[],1630166,95.48291721419186,71.07843137254902,1610612764,54,36,2024-03-21T23:57:50Z,2660000,False,105.0,-10.0,1,right,MISS D. Avdija 10' pullup Shot,[1630166],1610612764.0,WAS,pullup,,,,,,Mid-Range,8-16 Right,10.59,Missed,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,
274,PT05M09.00S,2024-03-21T23:57:49.3Z,2,REGULAR,rebound,defensive,[],1627734,,,1610612758,54,36,2024-03-21T23:57:50Z,2670000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:2),[1627734],1610612758.0,SAC,,,,,,,Mid-Range,8-16 Right,,,Sabonis,D. Sabonis,273.0,2.0,2.0,0.0,,,,,,,,,,,,,,
275,PT05M05.00S,2024-03-21T23:57:56.0Z,2,REGULAR,foul,offensive,[],1627734,,,1610612758,54,36,2024-03-21T23:58:03Z,2680000,False,,,0,,D. Sabonis charge offensive FOUL (3 PF),"[1627734, 1626158]",1610612758.0,SAC,charge,,,,,,In The Paint (Non-RA),0-8 Center,,,Sabonis,D. Sabonis,,,,,,,2882.0,3.0,0.0,Holmes,1626158.0,,,,,,,
277,PT05M05.00S,2024-03-21T23:57:56.0Z,2,REGULAR,turnover,offensive foul,[],1627734,,,1610612758,54,36,2024-03-21T23:57:56Z,2700000,False,,,0,,D. Sabonis offensive foul TURNOVER (2 TO),[1627734],1610612758.0,SAC,,,,,,,In The Paint (Non-RA),0-8 Center,,,Sabonis,D. Sabonis,,,,,,,2882.0,,,,,,,,,2.0,,
278,PT05M05.00S,2024-03-21T23:58:02.8Z,2,REGULAR,substitution,out,[],1628370,,,1610612764,54,36,2024-03-21T23:58:15Z,2710000,False,,,0,,SUB out: M. Monk,[1628370],1610612758.0,SAC,,,,,,,,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,
279,PT05M05.00S,2024-03-21T23:58:02.8Z,2,REGULAR,substitution,in,[],203084,,,1610612764,54,36,2024-03-21T23:58:15Z,2720000,False,,,0,,SUB in: H. Barnes,[203084],1610612758.0,SAC,,,,,,,,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,
280,PT04M51.00S,2024-03-21T23:58:46.4Z,2,REGULAR,turnover,out-of-bounds,[],1631116,,,1610612764,54,36,2024-03-21T23:58:59Z,2730000,False,,,0,,P. Baldwin Jr. bad pass out-of-bounds TURNOVER (1 TO),[1631116],1610612764.0,WAS,bad pass,,,,,,Above the Break 3,24+ Left Center,,,Baldwin Jr.,P. Baldwin Jr.,,,,,,,1193.0,,,,,,,,,1.0,,
281,PT04M45.00S,2024-03-21T23:58:58.2Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628368,14.536793692509855,48.529411764705884,1610612758,54,36,2024-03-21T23:59:29Z,2740000,False,7.0,84.0,1,left,MISS D. Fox 8' driving floating Shot,[1628368],1610612758.0,SAC,driving floating,,,,,,In The Paint (Non-RA),8-16 Center,8.44,Missed,Fox,D. Fox,,,,,,,,,,,,,,,,,,
282,PT04M44.00S,2024-03-21T23:58:59.2Z,2,REGULAR,rebound,offensive,[],1627734,,,1610612758,54,36,2024-03-21T23:59:29Z,2750000,False,,,0,,D. Sabonis REBOUND (Off:1 Def:2),[1627734],1610612758.0,SAC,,,,,,,In The Paint (Non-RA),8-16 Center,,,Sabonis,D. Sabonis,281.0,3.0,2.0,1.0,,,,,,,,,,,,,,
283,PT04M44.00S,2024-03-21T23:59:03.7Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1627734,5.590000152587891,50.0,1610612758,54,38,2024-03-22T00:00:50Z,2760000,False,0.0,0.0,1,left,D. Sabonis tip Layup (6 PTS),[1627734],1610612758.0,SAC,tip,,,,,,Restricted Area,0-8 Center,0.0,Made,Sabonis,D. Sabonis,,,,,,,,,,,,6.0,,,,,,
284,PT04M32.00S,2024-03-21T23:59:11.4Z,2,REGULAR,3pt,Jump Shot,[],1630557,77.87450722733246,5.392156862745098,1610612764,54,38,2024-03-21T23:59:16Z,2770000,False,-223.0,155.0,1,right,MISS C. Kispert 27' 3PT,[1630557],1610612764.0,WAS,,,,,,,Above the Break 3,24+ Left Center,27.19,Missed,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,
285,PT04M29.00S,2024-03-21T23:59:14.4Z,2,REGULAR,rebound,defensive,[],1631165,,,1610612758,54,38,2024-03-21T23:59:16Z,2780000,False,,,0,,K. Ellis REBOUND (Off:0 Def:1),[1631165],1610612758.0,SAC,,,,,,,Above the Break 3,24+ Left Center,,,Ellis,K. Ellis,284.0,1.0,1.0,0.0,,,,,,,,,,,,,,
286,PT04M20.00S,2024-03-21T23:59:24.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628368,7.440867279894875,46.568627450980394,1610612758,54,40,2024-03-22T00:00:57Z,2790000,False,17.0,17.0,1,left,D. Fox driving Layup (2 PTS),[1628368],1610612758.0,SAC,driving,,,,,,Restricted Area,0-8 Center,2.45,Made,Fox,D. Fox,,,,,,,,,,,,2.0,,,,,,
287,PT04M20.00S,2024-03-21T23:59:29.5Z,2,REGULAR,timeout,full,['team'],0,,,1610612764,54,40,2024-03-21T23:59:32Z,2800000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT04M20.00S,2024-03-21T23:59:34.7Z,2,REGULAR,substitution,out,[],1631116,,,1610612764,54,40,2024-03-22T00:00:47Z,2810000,False,,,0,,SUB out: P. Baldwin Jr.,[1631116],1610612764.0,WAS,,,,,,,,,,,Baldwin Jr.,P. Baldwin Jr.,,,,,,,,,,,,,,,,,,
289,PT04M20.00S,2024-03-21T23:59:34.7Z,2,REGULAR,substitution,in,[],1628398,,,1610612764,54,40,2024-03-22T00:00:47Z,2820000,False,,,0,,SUB in: K. Kuzma,[1628398],1610612764.0,WAS,,,,,,,,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,
290,PT03M56.00S,2024-03-22T00:01:27.6Z,2,REGULAR,3pt,Jump Shot,[],1628398,65.1281208935611,64.70588235294117,1610612764,54,40,2024-03-22T00:01:32Z,2830000,False,74.0,275.0,1,right,MISS K. Kuzma 28' pullup 3PT,[1628398],1610612764.0,WAS,pullup,,,,,,Above the Break 3,24+ Center,28.49,Missed,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,
291,PT03M55.00S,2024-03-22T00:01:28.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612764,54,40,2024-03-22T00:11:42Z,2840000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,Above the Break 3,24+ Center,,,,,290.0,,,,,,,,,,,,,,,,,
344,PT03M55.00S,2024-03-22T00:01:34.8Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612764,54,40,2024-03-22T00:09:30Z,2845000,False,,,0,,WAS shot clock Team TURNOVER,[],1610612764.0,WAS,,,,,,,Mid-Range,8-16 Left,,,,,,,,,,,1193.0,,,,,,,,,,,
293,PT03M36.00S,2024-03-22T00:01:56.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1631165,26.363337713534822,82.84313725490196,1610612758,54,40,2024-03-22T00:09:30Z,2860000,False,-164.0,195.0,1,left,MISS K. Ellis 25' 3PT,[1631165],1610612758.0,SAC,,,,,,,Above the Break 3,24+ Left Center,25.52,Missed,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,
294,PT03M34.00S,2024-03-22T00:01:58.5Z,2,REGULAR,rebound,defensive,[],1630557,,,1610612764,54,40,2024-03-22T00:02:01Z,2870000,False,,,0,,C. Kispert REBOUND (Off:0 Def:1),[1630557],1610612764.0,WAS,,,,,,,Above the Break 3,24+ Left Center,,,Kispert,C. Kispert,293.0,1.0,1.0,0.0,,,,,,,,,,,,,,
295,PT03M24.00S,2024-03-22T00:02:08.6Z,2,REGULAR,3pt,Jump Shot,[],1630557,63.9454664914586,40.68627450980392,1610612764,54,40,2024-03-22T00:02:13Z,2880000,False,-47.0,286.0,1,right,MISS C. Kispert 29' 3PT,[1630557],1610612764.0,WAS,,,,,,,Above the Break 3,24+ Center,29.02,Missed,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,
296,PT03M20.00S,2024-03-22T00:02:12.6Z,2,REGULAR,rebound,defensive,[],1627734,,,1610612758,54,40,2024-03-22T00:05:40Z,2890000,False,,,0,,D. Sabonis REBOUND (Off:1 Def:3),[1627734],1610612758.0,SAC,,,,,,,Above the Break 3,24+ Center,,,Sabonis,D. Sabonis,295.0,4.0,3.0,1.0,,,,,,,,,,,,,,
297,PT03M17.00S,2024-03-22T00:02:17.6Z,2,REGULAR,foul,personal,['2freethrow'],1630166,,,1610612758,54,40,2024-03-22T00:02:29Z,2900000,False,,,0,,D. Avdija shooting personal FOUL (1 PF) (Barnes 2 FT),"[1630166, 203084]",1610612764.0,WAS,shooting,,,,,,Restricted Area,0-8 Center,,,Avdija,D. Avdija,,,,,,,2882.0,1.0,0.0,Barnes,203084.0,,,,,,,
299,PT03M17.00S,2024-03-22T00:02:41.1Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],203084,,,1610612758,54,41,2024-03-22T00:06:00Z,2920000,False,,,0,,H. Barnes Free Throw 1 of 2 (6 PTS),[203084],1610612758.0,SAC,,,,,,,,,,Made,Barnes,H. Barnes,,,,,,,,,,,,6.0,,,,,,
300,PT03M17.00S,2024-03-22T00:02:41.1Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],203084,,,1610612758,54,42,2024-03-22T00:06:00Z,2930000,False,,,0,,H. Barnes Free Throw 2 of 2 (7 PTS),[203084],1610612758.0,SAC,,,,,,,,,,Made,Barnes,H. Barnes,,,,,,,,,,,,7.0,,,,,,
301,PT03M03.00S,2024-03-22T00:03:14.7Z,2,REGULAR,foul,personal,['2freethrow'],203084,,,1610612764,54,42,2024-03-22T00:03:22Z,2940000,False,,,0,,H. Barnes shooting personal FOUL (2 PF) (Kispert 2 FT),"[203084, 1630557]",1610612758.0,SAC,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,Barnes,H. Barnes,,,,,,,1193.0,2.0,0.0,Kispert,1630557.0,,,,,,,
304,PT03M03.00S,2024-03-22T00:03:37.6Z,2,REGULAR,freethrow,1 of 2,[],1630557,,,1610612764,54,42,2024-03-22T00:03:37Z,2960000,False,,,0,,MISS C. Kispert Free Throw 1 of 2,[1630557],1610612764.0,WAS,,,,,,,,,,Missed,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,
305,PT03M03.00S,2024-03-22T00:03:37.6Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612764,54,42,2024-03-22T00:03:37Z,2970000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,304.0,,,,,,,,,,,,,,,,,
306,PT03M03.00S,2024-03-22T00:03:37.6Z,2,REGULAR,freethrow,2 of 2,[],1630557,,,1610612764,54,42,2024-03-22T00:03:57Z,2980000,False,,,0,,MISS C. Kispert Free Throw 2 of 2,[1630557],1610612764.0,WAS,,,,,,,,,,Missed,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,
307,PT03M01.00S,2024-03-22T00:03:39.6Z,2,REGULAR,rebound,defensive,[],1627734,,,1610612758,54,42,2024-03-22T00:03:57Z,2990000,False,,,0,,D. Sabonis REBOUND (Off:1 Def:4),[1627734],1610612758.0,SAC,,,,,,,,,,,Sabonis,D. Sabonis,306.0,5.0,4.0,1.0,,,,,,,,,,,,,,
309,PT02M54.00S,2024-03-22T00:04:03.0Z,2,REGULAR,2pt,Jump Shot,[],1628368,22.158344283837057,69.36274509803921,1610612758,54,44,2024-03-22T00:04:07Z,3000000,False,-97.0,156.0,1,left,D. Fox 18' pullup Jump Shot (4 PTS),[1628368],1610612758.0,SAC,pullup,,,,,,Mid-Range,16-24 Left Center,18.34,Made,Fox,D. Fox,,,,,,,,,,,,4.0,,,,,,
311,PT02M30.00S,2024-03-22T00:04:26.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626158,89.96386333771353,48.03921568627451,1610612764,54,44,2024-03-22T00:04:34Z,3020000,False,-10.0,42.0,1,right,MISS R. Holmes cutting Layup,[1626158],1610612764.0,WAS,cutting,,,,,,Restricted Area,0-8 Center,4.29,Missed,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,
312,PT02M26.00S,2024-03-22T00:04:29.9Z,2,REGULAR,rebound,defensive,[],1627734,,,1610612758,54,44,2024-03-22T00:04:29Z,3030000,False,,,0,,D. Sabonis REBOUND (Off:1 Def:5),[1627734],1610612758.0,SAC,,,,,,,Restricted Area,0-8 Center,,,Sabonis,D. Sabonis,311.0,6.0,5.0,1.0,,,,,,,,,,,,,,
313,PT02M24.00S,2024-03-22T00:04:32.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628368,34.90473061760841,40.44117647058824,1610612758,54,44,2024-03-22T00:08:40Z,3040000,False,48.0,276.0,1,left,MISS D. Fox 27' running 3PT,[1628368],1610612758.0,SAC,running,,,,,,Above the Break 3,24+ Center,27.97,Missed,Fox,D. Fox,,,,,,,,,,,,,,,,,,
314,PT02M24.00S,2024-03-22T00:04:32.0Z,2,REGULAR,rebound,offensive,[],1628368,,,1610612758,54,44,2024-03-22T00:04:38Z,3050000,False,,,0,,D. Fox REBOUND (Off:2 Def:0),[1628368],1610612758.0,SAC,,,,,,,Above the Break 3,24+ Center,,,Fox,D. Fox,313.0,2.0,0.0,2.0,,,,,,,,,,,,,,
315,PT02M20.00S,2024-03-22T00:04:36.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628368,23.866622864651774,13.23529411764706,1610612758,54,47,2024-03-22T00:04:41Z,3060000,False,184.0,172.0,1,left,D. Fox 25' 3PT  (7 PTS),[1628368],1610612758.0,SAC,,,,,,,Above the Break 3,24+ Right Center,25.16,Made,Fox,D. Fox,,,,,,,,,,,,7.0,,,,,,
316,PT02M05.00S,2024-03-22T00:04:54.7Z,2,REGULAR,foul,offensive,[],1626158,,,1610612764,54,47,2024-03-22T00:05:05Z,3070000,False,,,0,,R. Holmes offensive FOUL (2 PF),"[1626158, 1628368]",1610612764.0,WAS,,,,,,,Mid-Range,8-16 Left,,,Holmes,R. Holmes,,,,,,,2882.0,2.0,0.0,Fox,1628368.0,,,,,,,
318,PT02M05.00S,2024-03-22T00:04:54.7Z,2,REGULAR,turnover,offensive foul,[],1626158,,,1610612764,54,47,2024-03-22T00:04:54Z,3090000,False,,,0,,R. Holmes offensive foul TURNOVER (1 TO),[1626158],1610612764.0,WAS,,,,,,,Mid-Range,8-16 Left,,,Holmes,R. Holmes,,,,,,,2882.0,,,,,,,,,1.0,,
319,PT01M57.00S,2024-03-22T00:05:19.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628368,20.97568988173456,92.8921568627451,1610612758,54,50,2024-03-22T00:09:11Z,3100000,False,-214.0,145.0,1,left,D. Fox 25' 3PT step back (10 PTS),[1628368],1610612758.0,SAC,step back,,,,,,Above the Break 3,24+ Left Center,25.87,Made,Fox,D. Fox,,,,,,,,,,,,10.0,,,,,,
320,PT01M40.00S,2024-03-22T00:05:36.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,92.46057818659659,57.107843137254896,1610612764,54,50,2024-03-22T00:05:46Z,3110000,False,36.0,18.0,1,right,MISS D. Avdija cutting Layup - blocked,"[1630166, 203084]",1610612764.0,WAS,cutting,,,,,,Restricted Area,0-8 Center,4.0,Missed,Avdija,D. Avdija,,,,,Barnes,203084.0,,,,,,,,,,,,
321,PT01M40.00S,2024-03-22T00:05:36.6Z,2,REGULAR,block,,[],203084,,,1610612764,54,50,2024-03-22T00:05:38Z,3120000,False,,,0,,H. Barnes BLOCK (1 BLK),[203084],1610612758.0,SAC,,,,,,,Restricted Area,0-8 Center,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,
322,PT01M40.00S,2024-03-22T00:05:36.6Z,2,REGULAR,rebound,defensive,[],1630556,,,1610612758,54,50,2024-03-22T00:05:46Z,3130000,False,,,0,,K. Edwards REBOUND (Off:0 Def:2),[1630556],1610612758.0,SAC,,,,,,,Restricted Area,0-8 Center,,,Edwards,K. Edwards,320.0,2.0,2.0,0.0,,,,,,,,,,,,,,
323,PT01M40.00S,2024-03-22T00:05:43.1Z,2,REGULAR,foul,personal,[],1626158,,,1610612758,54,50,2024-03-22T00:05:51Z,3140000,False,,,0,,R. Holmes personal FOUL (3 PF),"[1626158, 1630556]",1610612764.0,WAS,,,,,,,In The Paint (Non-RA),0-8 Center,,,Holmes,R. Holmes,,,,,,,1627519.0,3.0,0.0,Edwards,1630556.0,,,,,,,
325,PT01M40.00S,2024-03-22T00:05:54.5Z,2,REGULAR,substitution,out,[],1626158,,,1610612758,54,50,2024-03-22T00:06:00Z,3160000,False,,,0,,SUB out: R. Holmes,[1626158],1610612764.0,WAS,,,,,,,,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,
326,PT01M40.00S,2024-03-22T00:05:54.5Z,2,REGULAR,substitution,in,[],1630264,,,1610612758,54,50,2024-03-22T00:06:00Z,3170000,False,,,0,,SUB in: A. Gill,[1630264],1610612764.0,WAS,,,,,,,,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,
327,PT01M32.00S,2024-03-22T00:06:13.2Z,2,REGULAR,3pt,Jump Shot,[],1628368,31.09395532194481,69.36274509803921,1610612758,54,50,2024-03-22T00:06:18Z,3180000,False,-97.0,240.0,1,left,MISS D. Fox 25' step back 3PT,[1628368],1610612758.0,SAC,step back,,,,,,Above the Break 3,24+ Left Center,25.86,Missed,Fox,D. Fox,,,,,,,,,,,,,,,,,,
328,PT01M29.00S,2024-03-22T00:06:16.3Z,2,REGULAR,rebound,offensive,[],1630556,,,1610612758,54,50,2024-03-22T00:06:16Z,3190000,False,,,0,,K. Edwards REBOUND (Off:1 Def:2),[1630556],1610612758.0,SAC,,,,,,,Above the Break 3,24+ Left Center,,,Edwards,K. Edwards,327.0,3.0,2.0,1.0,,,,,,,,,,,,,,
329,PT01M19.00S,2024-03-22T00:06:26.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627734,7.5722733245729295,54.166666666666664,1610612758,54,52,2024-03-22T00:10:33Z,3200000,False,-21.0,19.0,1,left,D. Sabonis driving Layup (8 PTS) (D. Fox 4 AST),"[1627734, 1628368]",1610612758.0,SAC,driving,,,,,,Restricted Area,0-8 Center,2.8,Made,Sabonis,D. Sabonis,,,,,,,,,,,,8.0,D. Fox,1628368.0,4.0,,,
331,PT00M56.60S,2024-03-22T00:06:49.6Z,2,REGULAR,turnover,lost ball,[],1628398,,,1610612764,54,52,2024-03-22T00:06:54Z,3220000,False,,,0,,K. Kuzma lost ball TURNOVER (2 TO),"[1628398, 1630556]",1610612764.0,WAS,,,,,,,Mid-Range,16-24 Right Center,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,2.0,Edwards,1630556.0
332,PT00M56.60S,2024-03-22T00:06:49.6Z,2,REGULAR,steal,,[],1630556,,,1610612758,54,52,2024-03-22T00:06:51Z,3230000,False,,,0,,K. Edwards STEAL (1 STL),[1630556],1610612758.0,SAC,,,,,,,Mid-Range,16-24 Right Center,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,
333,PT00M52.90S,2024-03-22T00:06:56.3Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203084,8.886333771353483,46.07843137254902,1610612758,54,54,2024-03-22T00:07:04Z,3240000,False,20.0,31.0,1,left,H. Barnes running DUNK (9 PTS) (K. Edwards 1 AST),"[203084, 1630556]",1610612758.0,SAC,running,,,,,,Restricted Area,0-8 Center,3.67,Made,Barnes,H. Barnes,,,,,,,,,,,,9.0,K. Edwards,1630556.0,1.0,,,
335,PT00M52.90S,2024-03-22T00:07:03.1Z,2,REGULAR,timeout,full,['team'],0,,,1610612764,54,54,2024-03-22T00:07:03Z,3260000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT00M52.90S,2024-03-22T00:07:54.1Z,2,REGULAR,substitution,out,[],1627734,,,1610612764,54,54,2024-03-22T00:08:22Z,3270000,False,,,0,,SUB out: D. Sabonis,[1627734],1610612758.0,SAC,,,,,,,,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,
337,PT00M52.90S,2024-03-22T00:07:54.1Z,2,REGULAR,substitution,in,[],1631099,,,1610612764,54,54,2024-03-22T00:08:22Z,3280000,False,,,0,,SUB in: K. Murray,[1631099],1610612758.0,SAC,,,,,,,,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,
338,PT00M35.90S,2024-03-22T00:08:52.0Z,2,REGULAR,turnover,bad pass,[],1630264,,,1610612764,54,54,2024-03-22T00:09:15Z,3290000,False,,,0,,A. Gill bad pass TURNOVER (1 TO),"[1630264, 203084]",1610612764.0,WAS,,,,,,,Mid-Range,16-24 Right Center,,,Gill,A. Gill,,,,,,,,,,,,,,,,1.0,Barnes,203084.0
339,PT00M35.90S,2024-03-22T00:08:52.0Z,2,REGULAR,steal,,[],203084,,,1610612758,54,54,2024-03-22T00:08:55Z,3300000,False,,,0,,H. Barnes STEAL (1 STL),[203084],1610612758.0,SAC,,,,,,,Mid-Range,16-24 Right Center,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,
340,PT00M31.20S,2024-03-22T00:08:56.8Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628368,17.821944809461236,42.64705882352941,1610612758,54,54,2024-03-22T00:14:32Z,3310000,False,37.0,115.0,1,left,MISS D. Fox 12' running pullup Shot,[1628368],1610612758.0,SAC,running pullup,,,,,,In The Paint (Non-RA),8-16 Center,12.07,Missed,Fox,D. Fox,,,,,,,,,,,,,,,,,,
341,PT00M26.70S,2024-03-22T00:09:01.3Z,2,REGULAR,rebound,defensive,[],1630166,,,1610612764,54,54,2024-03-22T00:09:01Z,3320000,False,,,0,,D. Avdija REBOUND (Off:0 Def:4),[1630166],1610612764.0,WAS,,,,,,,In The Paint (Non-RA),8-16 Center,,,Avdija,D. Avdija,340.0,4.0,4.0,0.0,,,,,,,,,,,,,,
342,PT00M13.10S,2024-03-22T00:09:17.9Z,2,REGULAR,foul,personal,[],1631165,,,1610612764,54,54,2024-03-22T00:09:22Z,3330000,False,,,0,,K. Ellis personal FOUL (1 PF),"[1631165, 1630166]",1610612758.0,SAC,,,,,,,Mid-Range,16-24 Left Center,,,Ellis,K. Ellis,,,,,,,1193.0,1.0,0.0,Avdija,1630166.0,,,,,,,
345,PT00M13.10S,2024-03-22T00:09:33.2Z,2,REGULAR,substitution,out,[],1628368,,,1610612764,54,54,2024-03-22T00:09:37Z,3350000,False,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,,,,,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,
346,PT00M13.10S,2024-03-22T00:09:33.2Z,2,REGULAR,substitution,in,[],1630558,,,1610612764,54,54,2024-03-22T00:09:37Z,3360000,False,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,,,,,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,
347,PT00M07.60S,2024-03-22T00:09:52.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631165,,,1610612764,54,54,2024-03-22T00:09:59Z,3370000,False,,,0,,K. Ellis personal FOUL (2 PF) (Gill 2 FT),"[1631165, 1630264]",1610612758.0,SAC,,,,,,,Restricted Area,0-8 Center,,,Ellis,K. Ellis,,,,,,,2882.0,2.0,0.0,Gill,1630264.0,,,,,,,
349,PT00M07.60S,2024-03-22T00:10:19.6Z,2,REGULAR,freethrow,1 of 2,[],1630264,,,1610612764,55,54,2024-03-22T00:10:19Z,3390000,False,,,0,,A. Gill Free Throw 1 of 2 (5 PTS),[1630264],1610612764.0,WAS,,,,,,,,,,Made,Gill,A. Gill,,,,,,,,,,,,5.0,,,,,,
