actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
46,PT07M57.00S,2023-12-16T00:16:56.1Z,1,REGULAR,rebound,defensive,[],1630167,,,1610612754,13,8,2023-12-16T00:17:00Z,450000,False,,,0,,O. Toppin REBOUND (Off:0 Def:1),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Mid-Range,16-24 Right Center,,,,,45.0,1.0,1.0,0.0,,,,,,,,,,,,
47,PT07M52.00S,2023-12-16T00:17:01.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626167,32.90078843626807,48.28431372549019,1610612754,13,11,2023-12-16T00:21:27Z,460000,False,9.0,257.0,1,left,M. Turner 25' 3PT running (5 PTS) (T. Haliburton 2 AST),"[1626167, 1630169]",1610612754.0,IND,running,,,Turner,M. Turner,,,,,Above the Break 3,24+ Center,,,25.69,Made,,,,,5.0,T. Haliburton,1630169.0,2.0,,,,,,,,
49,PT07M28.00S,2023-12-16T00:17:30.2Z,1,REGULAR,turnover,5-second-back-to-the-basket,[],1628398,,,1610612764,13,11,2023-12-16T00:17:48Z,480000,False,,,0,,K. Kuzma 5-second-back-to-the-basket TURNOVER (1 TO),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Mid-Range,16-24 Left Center,1627964.0,1.0,,,,,,,,,,,,,,,,,,
50,PT07M19.00S,2023-12-16T00:17:47.0Z,1,REGULAR,turnover,bad pass,[],1630169,,,1610612754,13,11,2023-12-16T00:24:40Z,490000,False,,,0,,T. Haliburton bad pass TURNOVER (3 TO),"[1630169, 1629673]",1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Right Center,,3.0,,,,,,,,,,,,,Poole,1629673.0,,,,
51,PT07M19.00S,2023-12-16T00:17:47.0Z,1,REGULAR,steal,,[],1629673,,,1610612764,13,11,2023-12-16T00:25:20Z,500000,False,,,0,,J. Poole STEAL (1 STL),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
52,PT07M15.00S,2023-12-16T00:17:51.0Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629673,95.58147174770039,52.94117647058824,1610612764,13,11,2023-12-16T00:23:45Z,510000,False,15.0,-11.0,1,right,MISS J. Poole running Layup,[1629673],1610612764.0,WAS,running,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,,,1.84,Missed,,,,,,,,,,,,,,,,
53,PT07M12.00S,2023-12-16T00:17:54.0Z,1,REGULAR,rebound,defensive,[],1627741,,,1610612754,13,11,2023-12-16T00:23:45Z,520000,False,,,0,,B. Hield REBOUND (Off:0 Def:2),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,Restricted Area,0-8 Center,,,,,52.0,2.0,2.0,0.0,,,,,,,,,,,,
54,PT07M09.00S,2023-12-16T00:17:57.0Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1630167,6.8823915900131425,49.754901960784316,1610612754,13,13,2023-12-16T00:26:49Z,530000,False,1.0,12.0,1,left,O. Toppin running alley-oop DUNK (5 PTS) (T. Haliburton 3 AST),"[1630167, 1630169]",1610612754.0,IND,running alley-oop,,,Toppin,O. Toppin,,,,,Restricted Area,0-8 Center,,,1.23,Made,,,,,5.0,T. Haliburton,1630169.0,3.0,,,,,,,,
56,PT06M59.00S,2023-12-16T00:18:06.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628398,86.90867279894876,53.92156862745098,1610612764,13,13,2023-12-16T00:27:29Z,550000,False,20.0,71.0,1,right,MISS K. Kuzma 7' driving floating Shot,[1628398],1610612764.0,WAS,driving floating,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,,,7.33,Missed,,,,,,,,,,,,,,,,
57,PT06M51.00S,2023-12-16T00:18:14.7Z,1,REGULAR,rebound,offensive,[],1629655,,,1610612764,13,13,2023-12-16T00:18:14Z,560000,False,,,0,,D. Gafford REBOUND (Off:1 Def:0),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),0-8 Center,,,,,56.0,1.0,0.0,1.0,,,,,,,,,,,,
58,PT06M51.00S,2023-12-16T00:18:14.7Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1629655,94.40999984741211,50.0,1610612764,13,13,2023-12-16T00:27:59Z,570000,False,0.0,0.0,1,right,MISS D. Gafford tip DUNK,[1629655],1610612764.0,WAS,tip,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,0.0,Missed,,,,,,,,,,,,,,,,
59,PT06M50.00S,2023-12-16T00:18:15.7Z,1,REGULAR,rebound,defensive,[],1630167,,,1610612754,13,13,2023-12-16T00:29:08Z,580000,False,,,0,,O. Toppin REBOUND (Off:0 Def:2),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Restricted Area,0-8 Center,,,,,58.0,2.0,2.0,0.0,,,,,,,,,,,,
60,PT06M48.00S,2023-12-16T00:18:17.5Z,1,REGULAR,3pt,Jump Shot,[],1628971,21.73127463863338,10.049019607843135,1610612754,13,13,2023-12-16T00:19:21Z,590000,False,200.0,152.0,1,left,MISS B. Brown 25' 3PT,[1628971],1610612754.0,IND,,,,Brown,B. Brown,,,,,Above the Break 3,24+ Right Center,,,25.09,Missed,,,,,,,,,,,,,,,,
61,PT06M45.00S,2023-12-16T00:18:20.5Z,1,REGULAR,rebound,offensive,[],1626167,,,1610612754,13,13,2023-12-16T00:19:21Z,600000,False,,,0,,M. Turner REBOUND (Off:1 Def:1),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Right Center,,,,,60.0,2.0,1.0,1.0,,,,,,,,,,,,
62,PT06M45.00S,2023-12-16T00:18:21.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628971,7.145203679369246,50.73529411764706,1610612754,13,15,2023-12-16T00:29:42Z,610000,False,-4.0,15.0,1,left,B. Brown cutting finger roll Layup (2 PTS) (M. Turner 1 AST),"[1628971, 1626167]",1610612754.0,IND,cutting finger roll,,,Brown,B. Brown,,,,,Restricted Area,0-8 Center,,,1.52,Made,,,,,2.0,M. Turner,1626167.0,1.0,,,,,,,,
64,PT06M45.00S,2023-12-16T00:18:25.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,13,15,2023-12-16T00:18:25Z,630000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M45.00S,2023-12-16T00:20:50.1Z,1,REGULAR,substitution,out,[],1629673,,,1610612764,13,15,2023-12-16T00:21:14Z,640000,False,,,0,,SUB out: J. Poole,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M45.00S,2023-12-16T00:20:50.1Z,1,REGULAR,substitution,in,[],1641731,,,1610612764,13,15,2023-12-16T00:21:14Z,650000,False,,,0,,SUB in: B. Coulibaly,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M34.00S,2023-12-16T00:21:32.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626145,79.81274638633377,64.70588235294117,1610612764,15,15,2023-12-16T00:21:39Z,660000,False,74.0,137.0,1,right,T. Jones 15' driving floating Jump Shot (2 PTS),[1626145],1610612764.0,WAS,driving floating,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Center,,,15.57,Made,,,,,2.0,,,,,,,,,,,
69,PT06M23.00S,2023-12-16T00:21:43.6Z,1,REGULAR,turnover,bad pass,[],1627741,,,1610612754,15,15,2023-12-16T00:21:48Z,670000,False,,,0,,B. Hield bad pass TURNOVER (2 TO),"[1627741, 1641731]",1610612754.0,IND,,,,Hield,B. Hield,,,,,In The Paint (Non-RA),0-8 Center,,2.0,,,,,,,,,,,,,Coulibaly,1641731.0,,,,
70,PT06M23.00S,2023-12-16T00:21:43.6Z,1,REGULAR,steal,,[],1641731,,,1610612764,15,15,2023-12-16T00:21:46Z,680000,False,,,0,,B. Coulibaly STEAL (1 STL),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
71,PT06M05.00S,2023-12-16T00:22:00.7Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1630166,91.11366622864652,51.96078431372549,1610612764,15,15,2023-12-16T00:22:05Z,690000,False,10.0,31.0,1,right,MISS D. Avdija turnaround Hook,[1630166],1610612764.0,WAS,turnaround,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,,,3.25,Missed,,,,,,,,,,,,,,,,
72,PT06M02.00S,2023-12-16T00:22:03.3Z,1,REGULAR,rebound,defensive,[],1630167,,,1610612754,15,15,2023-12-16T00:22:03Z,700000,False,,,0,,O. Toppin REBOUND (Off:0 Def:3),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Restricted Area,0-8 Center,,,,,71.0,3.0,3.0,0.0,,,,,,,,,,,,
73,PT05M48.00S,2023-12-16T00:22:17.5Z,1,REGULAR,3pt,Jump Shot,[],1630169,27.11892247043363,86.51960784313725,1610612754,15,15,2023-12-16T00:22:22Z,710000,False,-183.0,202.0,1,left,MISS T. Haliburton 27' 3PT,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Left Center,,,27.26,Missed,,,,,,,,,,,,,,,,
74,PT05M44.00S,2023-12-16T00:22:21.5Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612764,15,15,2023-12-16T00:22:22Z,720000,False,,,0,,D. Avdija REBOUND (Off:0 Def:3),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Left Center,,,,,73.0,3.0,3.0,0.0,,,,,,,,,,,,
75,PT05M35.00S,2023-12-16T00:22:31.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628398,91.37647831800263,45.09803921568627,1610612764,15,15,2023-12-16T00:22:36Z,730000,False,-25.0,29.0,1,right,MISS K. Kuzma driving finger roll Layup,[1628398],1610612764.0,WAS,driving finger roll,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,,,3.77,Missed,,,,,,,,,,,,,,,,
76,PT05M33.00S,2023-12-16T00:22:33.1Z,1,REGULAR,rebound,defensive,[],1628971,,,1610612754,15,15,2023-12-16T00:22:36Z,740000,False,,,0,,B. Brown REBOUND (Off:0 Def:1),[1628971],1610612754.0,IND,,,,Brown,B. Brown,,,,,Restricted Area,0-8 Center,,,,,75.0,1.0,1.0,0.0,,,,,,,,,,,,
77,PT05M28.00S,2023-12-16T00:22:38.3Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1630167,5.962549277266746,49.754901960784316,1610612754,15,17,2023-12-16T00:32:02Z,750000,False,1.0,4.0,1,left,O. Toppin running DUNK (7 PTS) (T. Haliburton 4 AST),"[1630167, 1630169]",1610612754.0,IND,running,,,Toppin,O. Toppin,,,,,Restricted Area,0-8 Center,,,0.37,Made,,,,,7.0,T. Haliburton,1630169.0,4.0,,,,,,,,
79,PT05M11.00S,2023-12-16T00:22:56.5Z,1,REGULAR,foul,personal,['2freethrow'],1627741,,,1610612764,15,17,2023-12-16T00:23:10Z,770000,False,,,0,,B. Hield shooting personal FOUL (1 PF) (Gafford 2 FT),"[1627741, 1629655]",1610612754.0,IND,shooting,,,Hield,B. Hield,,,,,Mid-Range,8-16 Left,1627964.0,,,,,,,,,,,,,,,,1.0,0.0,Gafford,1629655.0
81,PT05M11.00S,2023-12-16T00:23:26.5Z,1,REGULAR,freethrow,1 of 2,[],1629655,,,1610612764,16,17,2023-12-16T00:24:23Z,790000,False,,,0,,D. Gafford Free Throw 1 of 2 (1 PTS),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,Made,,,,,1.0,,,,,,,,,,,
82,PT05M11.00S,2023-12-16T00:23:27.2Z,1,REGULAR,substitution,out,[],1627741,,,1610612764,16,17,2023-12-16T00:23:35Z,800000,False,,,0,,SUB out: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M11.00S,2023-12-16T00:23:27.2Z,1,REGULAR,substitution,out,[],1628971,,,1610612764,16,17,2023-12-16T00:23:35Z,810000,False,,,0,,SUB out: B. Brown,[1628971],1610612754.0,IND,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
