actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
36,PT08M13.00S,2024-02-03T00:16:14.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1630166,94.03745072273325,54.90196078431373,1610612764,9,6,2024-02-03T00:17:49Z,360000,False,25.0,4.0,1,right,D. Avdija driving Layup (2 PTS) (J. Poole 1 AST),"[1630166, 1629673]",1610612764.0,WAS,driving,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,,,,,,,Made,2.0,2.47,,,,,J. Poole,1629673.0,1.0,,,,
37,PT08M13.00S,2024-02-03T00:16:18.0Z,1,REGULAR,violation,defensive goaltending,[],1628389,,,1610612764,9,6,2024-02-03T00:16:30Z,370000,False,,,0,,B. Adebayo defensive goaltending VIOLATION,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,1628951.0,,,,,,,,,,,,,,,,,,,
38,PT08M01.00S,2024-02-03T00:16:30.0Z,1,REGULAR,2pt,Jump Shot,[],1629639,20.581471747700395,38.48039215686275,1610612748,9,6,2024-02-03T00:16:37Z,380000,False,58.0,141.0,1,left,MISS T. Herro 15' floating Shot,[1629639],1610612748.0,MIA,floating,,,Herro,T. Herro,,,,,Mid-Range,8-16 Center,,,,,,,Missed,,15.23,,,,,,,,,,,
39,PT07M58.00S,2024-02-03T00:16:33.0Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612764,9,6,2024-02-03T00:16:37Z,390000,False,,,0,,D. Avdija REBOUND (Off:0 Def:1),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Mid-Range,8-16 Center,,,,,,,,,,38.0,1.0,1.0,0.0,,,,,,,
40,PT07M54.00S,2024-02-03T00:16:37.1Z,1,REGULAR,turnover,bad pass,[],1626145,,,1610612764,9,6,2024-02-03T00:16:43Z,400000,False,,,0,,T. Jones bad pass TURNOVER (1 TO),"[1626145, 202710]",1610612764.0,WAS,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Left Center,,1.0,,,,,,,,,,,,,,,Butler,202710.0,,
41,PT07M54.00S,2024-02-03T00:16:37.1Z,1,REGULAR,steal,,[],202710,,,1610612748,9,6,2024-02-03T00:16:43Z,410000,False,,,0,,J. Butler STEAL (1 STL),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
42,PT07M49.00S,2024-02-03T00:16:43.6Z,1,REGULAR,foul,personal,['2freethrow'],1628398,,,1610612748,9,6,2024-02-03T00:16:53Z,420000,False,,,0,,K. Kuzma shooting personal FOUL (1 PF) (Butler 2 FT),"[1628398, 202710]",1610612764.0,WAS,shooting,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,1162.0,,1.0,0.0,Butler,202710.0,,,,,,,,,,,,,,
44,PT07M49.00S,2024-02-03T00:17:16.0Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",202710,,,1610612748,9,7,2024-02-03T00:22:46Z,440000,False,,,0,,J. Butler Free Throw 1 of 2 (3 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,
47,PT07M49.00S,2024-02-03T00:17:16.0Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', 'fastbreak']",202710,,,1610612748,9,8,2024-02-03T00:22:46Z,460000,False,,,0,,J. Butler Free Throw 2 of 2 (4 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,Made,4.0,,,,,,,,,,,,
48,PT07M32.00S,2024-02-03T00:19:15.2Z,1,REGULAR,2pt,Jump Shot,[],1629673,80.1084099868594,19.607843137254903,1610612764,11,8,2024-02-03T00:19:36Z,470000,False,-152.0,134.0,1,right,J. Poole 20' step back Jump Shot (4 PTS) (T. Jones 2 AST),"[1629673, 1626145]",1610612764.0,WAS,step back,,,Poole,J. Poole,,,,,Mid-Range,16-24 Left Center,,,,,,,Made,4.0,20.3,,,,,T. Jones,1626145.0,2.0,,,,
49,PT07M16.00S,2024-02-03T00:19:31.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628389,6.1268068331143235,51.71568627450981,1610612748,11,10,2024-02-03T00:19:43Z,480000,False,-9.0,5.0,1,left,B. Adebayo alley-oop DUNK (2 PTS) (T. Herro 1 AST),"[1628389, 1629639]",1610612748.0,MIA,alley-oop,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,,,,,Made,2.0,1.0,,,,,T. Herro,1629639.0,1.0,,,,
52,PT06M54.00S,2024-02-03T00:19:52.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,94.56307490144546,48.03921568627451,1610612764,13,10,2024-02-03T00:20:27Z,500000,False,-10.0,-1.0,1,right,D. Avdija driving Layup (4 PTS) (T. Jones 3 AST),"[1630166, 1626145]",1610612764.0,WAS,driving,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,,,,,,,Made,4.0,0.99,,,,,T. Jones,1626145.0,3.0,,,,
54,PT06M46.00S,2024-02-03T00:20:01.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628389,7.966491458607096,48.28431372549019,1610612748,13,12,2024-02-03T00:20:07Z,520000,False,9.0,22.0,1,left,B. Adebayo alley-oop DUNK (4 PTS) (T. Rozier 1 AST),"[1628389, 1626179]",1610612748.0,MIA,alley-oop,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,,,,,Made,4.0,2.4,,,,,T. Rozier,1626179.0,1.0,,,,
56,PT06M46.00S,2024-02-03T00:20:05.8Z,1,REGULAR,foul,personal,['1freethrow'],1629655,,,1610612748,13,12,2024-02-03T00:20:24Z,540000,False,,,0,,D. Gafford shooting personal FOUL (1 PF) (Adebayo 1 FT),"[1629655, 1628389]",1610612764.0,WAS,shooting,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,1628951.0,,1.0,0.0,Adebayo,1628389.0,,,,,,,,,,,,,,
58,PT06M46.00S,2024-02-03T00:20:20.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,13,12,2024-02-03T00:20:20Z,560000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M46.00S,2024-02-03T00:20:27.3Z,1,REGULAR,substitution,out,[],1629655,,,1610612748,13,12,2024-02-03T00:23:04Z,570000,False,,,0,,SUB out: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M46.00S,2024-02-03T00:20:27.3Z,1,REGULAR,substitution,out,[],1629673,,,1610612748,13,12,2024-02-03T00:23:04Z,580000,False,,,0,,SUB out: J. Poole,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M46.00S,2024-02-03T00:20:27.3Z,1,REGULAR,substitution,out,[],1629639,,,1610612748,13,12,2024-02-03T00:23:04Z,590000,False,,,0,,SUB out: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M46.00S,2024-02-03T00:20:27.3Z,1,REGULAR,substitution,in,[],1641731,,,1610612748,13,12,2024-02-03T00:23:04Z,600000,False,,,0,,SUB in: B. Coulibaly,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M46.00S,2024-02-03T00:20:27.3Z,1,REGULAR,substitution,in,[],1630557,,,1610612748,13,12,2024-02-03T00:23:04Z,610000,False,,,0,,SUB in: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M46.00S,2024-02-03T00:20:27.3Z,1,REGULAR,substitution,in,[],1631170,,,1610612748,13,12,2024-02-03T00:23:04Z,620000,False,,,0,,SUB in: J. Jaquez Jr.,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M46.00S,2024-02-03T00:23:32.4Z,1,REGULAR,freethrow,1 of 1,[],1628389,,,1610612748,13,13,2024-02-03T00:23:32Z,630000,False,,,0,,B. Adebayo Free Throw 1 of 1 (5 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,Made,5.0,,,,,,,,,,,,
66,PT06M35.00S,2024-02-03T00:23:46.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628398,94.43166885676742,49.50980392156863,1610612764,15,13,2024-02-03T00:24:12Z,640000,False,-2.0,0.0,1,right,K. Kuzma driving DUNK (7 PTS),[1628398],1610612764.0,WAS,driving,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,,,,,,,Made,7.0,0.25,,,,,,,,,,,
67,PT06M14.00S,2024-02-03T00:24:06.4Z,1,REGULAR,foul,personal,['2freethrow'],1628398,,,1610612748,15,13,2024-02-03T00:42:26Z,650000,False,,,0,,K. Kuzma shooting personal FOUL (2 PF) (Rozier 2 FT),"[1628398, 1626179]",1610612764.0,WAS,shooting,,,Kuzma,K. Kuzma,,,,,Mid-Range,16-24 Left Center,1628480.0,,2.0,0.0,Rozier,1626179.0,,,,,,,,,,,,,,
69,PT06M14.00S,2024-02-03T00:24:40.8Z,1,REGULAR,freethrow,1 of 2,[],1626179,,,1610612748,15,14,2024-02-03T00:42:31Z,670000,False,,,0,,T. Rozier Free Throw 1 of 2 (1 PTS),[1626179],1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,
72,PT06M14.00S,2024-02-03T00:24:40.8Z,1,REGULAR,freethrow,2 of 2,[],1626179,,,1610612748,15,15,2024-02-03T00:42:31Z,700000,False,,,0,,T. Rozier Free Throw 2 of 2 (2 PTS),[1626179],1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,,,,,,,,,Made,2.0,,,,,,,,,,,,
70,PT06M14.00S,2024-02-03T00:24:41.7Z,1,REGULAR,substitution,out,[],1628389,,,1610612764,15,15,2024-02-03T00:42:40Z,705000,False,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M14.00S,2024-02-03T00:24:41.7Z,1,REGULAR,substitution,in,[],201567,,,1610612764,15,15,2024-02-03T00:42:40Z,707500,False,,,0,,SUB in: K. Love,[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M07.00S,2024-02-03T00:25:15.7Z,1,REGULAR,3pt,Jump Shot,[],1630557,89.83245729303549,95.83333333333334,1610612764,18,15,2024-02-03T00:25:21Z,710000,False,229.0,43.0,1,right,C. Kispert 3PT  (3 PTS) (T. Jones 4 AST),"[1630557, 1626145]",1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Right Corner 3,24+ Right,,,,,,,Made,3.0,23.32,,,,,T. Jones,1626145.0,4.0,,,,
75,PT05M55.00S,2024-02-03T00:25:28.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202710,8.492115637319317,45.588235294117645,1610612748,18,15,2024-02-03T00:25:34Z,730000,False,22.0,27.0,1,left,MISS J. Butler driving Layup,[202710],1610612748.0,MIA,driving,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,,,,,,,Missed,,3.51,,,,,,,,,,,
76,PT05M51.00S,2024-02-03T00:25:31.0Z,1,REGULAR,rebound,defensive,[],1630557,,,1610612764,18,15,2024-02-03T00:25:31Z,740000,False,,,0,,C. Kispert REBOUND (Off:0 Def:1),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Restricted Area,0-8 Center,,,,,,,,,,75.0,1.0,1.0,0.0,,,,,,,
77,PT05M33.00S,2024-02-03T00:25:51.2Z,1,REGULAR,foul,personal,['2freethrow'],1629312,,,1610612764,18,15,2024-02-03T00:25:59Z,750000,False,,,0,,H. Highsmith shooting personal FOUL (2 PF) (Jones 2 FT),"[1629312, 1626145]",1610612748.0,MIA,shooting,,,Highsmith,H. Highsmith,,,,,In The Paint (Non-RA),8-16 Center,1162.0,,2.0,0.0,Jones,1626145.0,,,,,,,,,,,,,,
79,PT05M33.00S,2024-02-03T00:26:16.3Z,1,REGULAR,freethrow,1 of 2,[],1626145,,,1610612764,19,15,2024-02-03T00:26:16Z,770000,False,,,0,,T. Jones Free Throw 1 of 2 (1 PTS),[1626145],1610612764.0,WAS,,,,Jones,T. Jones,,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,
80,PT05M33.00S,2024-02-03T00:26:17.4Z,1,REGULAR,substitution,out,[],1629312,,,1610612764,19,15,2024-02-03T00:26:23Z,780000,False,,,0,,SUB out: H. Highsmith,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M33.00S,2024-02-03T00:26:17.4Z,1,REGULAR,substitution,in,[],1628997,,,1610612764,19,15,2024-02-03T00:26:23Z,790000,False,,,0,,SUB in: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M33.00S,2024-02-03T00:26:35.4Z,1,REGULAR,freethrow,2 of 2,[],1626145,,,1610612764,20,15,2024-02-03T00:26:35Z,800000,False,,,0,,T. Jones Free Throw 2 of 2 (2 PTS),[1626145],1610612764.0,WAS,,,,Jones,T. Jones,,,,,,,,,,,,,Made,2.0,,,,,,,,,,,,
83,PT05M22.00S,2024-02-03T00:26:47.0Z,1,REGULAR,2pt,Jump Shot,[],1626179,22.158344283837057,52.450980392156865,1610612748,20,15,2024-02-03T00:26:54Z,810000,False,-12.0,156.0,1,left,MISS T. Rozier 15' step back Shot,[1626179],1610612748.0,MIA,step back,,,Rozier,T. Rozier,,,,,Mid-Range,8-16 Center,,,,,,,Missed,,15.63,,,,,,,,,,,
84,PT05M19.00S,2024-02-03T00:26:50.9Z,1,REGULAR,rebound,offensive,[],201567,,,1610612748,20,15,2024-02-03T00:26:50Z,820000,False,,,0,,K. Love REBOUND (Off:1 Def:0),[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,Mid-Range,8-16 Center,,,,,,,,,,83.0,1.0,0.0,1.0,,,,,,,
85,PT05M19.00S,2024-02-03T00:26:53.8Z,1,REGULAR,foul,personal,['2freethrow'],1630166,,,1610612748,20,15,2024-02-03T00:27:16Z,830000,False,,,0,,D. Avdija shooting personal FOUL (1 PF) (Love 2 FT),"[1630166, 201567]",1610612764.0,WAS,shooting,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,1162.0,,1.0,0.0,Love,201567.0,,,,,,,,,,,,,,
87,PT05M19.00S,2024-02-03T00:27:25.1Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],201567,,,1610612748,20,16,2024-02-03T00:27:25Z,850000,False,,,0,,K. Love Free Throw 1 of 2 (1 PTS),[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,
