actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
27,PT09M26.00S,2024-03-17T22:15:26.8Z,1,REGULAR,turnover,bad pass,[],1628369,,,1610612738,8,10,2024-03-17T22:21:42Z,270000,False,,,0,,J. Tatum bad pass TURNOVER (1 TO),"[1628369, 1630551]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1.0,Champagnie,1630551.0,,
28,PT09M26.00S,2024-03-17T22:15:26.8Z,1,REGULAR,steal,,[],1630551,,,1610612764,8,10,2024-03-17T22:20:53Z,280000,False,,,0,,J. Champagnie STEAL (1 STL),[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
29,PT09M21.00S,2024-03-17T22:15:32.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626158,94.69448094612353,45.588235294117645,1610612764,10,10,2024-03-17T22:15:42Z,290000,False,-22.0,-3.0,1,right,R. Holmes running reverse Layup (2 PTS) (J. Champagnie 1 AST),"[1626158, 1630551]",1610612764.0,WAS,running reverse,,,Holmes,R. Holmes,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,,,,,2.23,J. Champagnie,1630551.0,1.0,,,,,
31,PT09M01.00S,2024-03-17T22:15:51.2Z,1,REGULAR,3pt,Jump Shot,[],1628369,29.6484888304862,18.627450980392158,1610612738,10,13,2024-03-17T22:15:55Z,310000,False,157.0,226.0,1,left,J. Tatum 27' 3PT pullup (7 PTS) (J. Holiday 1 AST),"[1628369, 201950]",1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,,,,Made,7.0,,,,,27.53,J. Holiday,201950.0,1.0,,,,,
34,PT08M46.00S,2024-03-17T22:16:06.6Z,1,REGULAR,3pt,Jump Shot,[],1629673,63.6826544021025,26.47058823529412,1610612764,13,13,2024-03-17T22:16:11Z,330000,False,-118.0,289.0,1,right,J. Poole 31' 3PT  (8 PTS) (C. Kispert 1 AST),"[1629673, 1630557]",1610612764.0,WAS,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Left Center,,,,,,Made,8.0,,,,,31.19,C. Kispert,1630557.0,1.0,,,,,
36,PT08M26.00S,2024-03-17T22:16:26.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201950,9.280551905387648,46.32352941176471,1610612738,13,13,2024-03-17T22:16:32Z,350000,False,18.0,35.0,1,left,MISS J. Holiday Layup - blocked,"[201950, 1631116]",1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,3.93,,,,,,,Baldwin Jr.,1631116.0
37,PT08M26.00S,2024-03-17T22:16:26.1Z,1,REGULAR,block,,[],1631116,,,1610612738,13,13,2024-03-17T22:16:28Z,360000,False,,,0,,P. Baldwin Jr. BLOCK (1 BLK),[1631116],1610612764.0,WAS,,,,Baldwin Jr.,P. Baldwin Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
38,PT08M22.00S,2024-03-17T22:16:30.1Z,1,REGULAR,rebound,defensive,[],1630557,,,1610612764,13,13,2024-03-17T22:16:32Z,370000,False,,,0,,C. Kispert REBOUND (Off:0 Def:1),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Restricted Area,0-8 Center,,,,,,,,36.0,1.0,1.0,0.0,,,,,,,,,
39,PT08M18.00S,2024-03-17T22:16:34.2Z,1,REGULAR,3pt,Jump Shot,[],1629673,66.3107752956636,41.42156862745098,1610612764,13,13,2024-03-17T22:22:36Z,380000,False,-43.0,264.0,1,right,MISS J. Poole 26' pullup 3PT,[1629673],1610612764.0,WAS,pullup,,,Poole,J. Poole,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,,,,26.77,,,,,,,,
40,PT08M18.00S,2024-03-17T22:16:34.2Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,13,13,2024-03-17T22:16:49Z,390000,False,,,0,,J. Tatum REBOUND (Off:0 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,,,,,,,,39.0,3.0,3.0,0.0,,,,,,,,,
41,PT07M58.00S,2024-03-17T22:16:55.2Z,1,REGULAR,turnover,bad pass,[],201950,,,1610612738,13,13,2024-03-17T22:17:00Z,400000,False,,,0,,J. Holiday bad pass TURNOVER (1 TO),"[201950, 1631116]",1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1.0,Baldwin Jr.,1631116.0,,
42,PT07M58.00S,2024-03-17T22:16:55.2Z,1,REGULAR,steal,,[],1631116,,,1610612764,13,13,2024-03-17T22:16:58Z,410000,False,,,0,,P. Baldwin Jr. STEAL (1 STL),[1631116],1610612764.0,WAS,,,,Baldwin Jr.,P. Baldwin Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
43,PT07M53.00S,2024-03-17T22:17:00.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631116,93.51182654402102,50.98039215686274,1610612764,13,13,2024-03-17T22:23:48Z,420000,False,5.0,8.0,1,right,MISS P. Baldwin Jr. running Layup,[1631116],1610612764.0,WAS,running,,,Baldwin Jr.,P. Baldwin Jr.,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,0.98,,,,,,,,
44,PT07M49.00S,2024-03-17T22:17:04.1Z,1,REGULAR,rebound,defensive,[],1630573,,,1610612738,13,13,2024-03-17T22:17:07Z,430000,False,,,0,,S. Hauser REBOUND (Off:0 Def:1),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Restricted Area,0-8 Center,,,,,,,,43.0,1.0,1.0,0.0,,,,,,,,,
45,PT07M48.00S,2024-03-17T22:17:07.1Z,1,REGULAR,foul,personal,[],1630557,,,1610612738,13,13,2024-03-17T22:17:12Z,440000,False,,,0,,C. Kispert personal FOUL (1 PF),"[1630557, 1628369]",1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Mid-Range,16-24 Right Center,1628480.0,1.0,0.0,Tatum,1628369.0,,,,,,,,,,,,,,,
47,PT07M40.00S,2024-03-17T22:17:37.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201950,9.674770039421814,44.6078431372549,1610612738,13,15,2024-03-17T22:17:43Z,460000,False,27.0,38.0,1,left,J. Holiday driving Layup (5 PTS),[201950],1610612738.0,BOS,driving,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,5.0,,,,,4.69,,,,,,,,
48,PT07M23.00S,2024-03-17T22:17:55.2Z,1,REGULAR,turnover,lost ball,[],1629673,,,1610612764,13,15,2024-03-17T22:18:02Z,470000,False,,,0,,J. Poole lost ball TURNOVER (1 TO),"[1629673, 1630573]",1610612764.0,WAS,,,,Poole,J. Poole,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,1.0,Hauser,1630573.0,,
49,PT07M23.00S,2024-03-17T22:17:55.2Z,1,REGULAR,steal,,[],1630573,,,1610612738,13,15,2024-03-17T22:25:37Z,480000,False,,,0,,S. Hauser STEAL (1 STL),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
50,PT07M16.00S,2024-03-17T22:18:02.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628369,27.808804204993432,16.176470588235293,1610612738,13,15,2024-03-17T22:26:12Z,490000,False,169.0,209.0,1,left,MISS J. Tatum 26' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,,26.88,,,,,,,,
51,PT07M11.00S,2024-03-17T22:18:06.9Z,1,REGULAR,rebound,offensive,[],1629052,,,1610612738,13,15,2024-03-17T22:18:06Z,500000,False,,,0,,O. Brissett REBOUND (Off:1 Def:0),[1629052],1610612738.0,BOS,,,,Brissett,O. Brissett,,,,,Above the Break 3,24+ Right Center,,,,,,,,50.0,1.0,0.0,1.0,,,,,,,,,
52,PT07M11.00S,2024-03-17T22:18:09.2Z,1,REGULAR,foul,personal,[],1629673,,,1610612738,13,15,2024-03-17T22:18:32Z,510000,False,,,0,,J. Poole personal FOUL (1 PF),"[1629673, 1629052]",1610612764.0,WAS,,,,Poole,J. Poole,,,,,Mid-Range,8-16 Left,2004.0,1.0,0.0,Brissett,1629052.0,,,,,,,,,,,,,,,
54,PT07M01.00S,2024-03-17T22:18:35.0Z,1,REGULAR,foul,personal,['2freethrow'],1626158,,,1610612738,13,15,2024-03-17T22:18:45Z,530000,False,,,0,,R. Holmes shooting personal FOUL (1 PF) (Brissett 2 FT),"[1626158, 1629052]",1610612764.0,WAS,shooting,,,Holmes,R. Holmes,,,,,In The Paint (Non-RA),0-8 Center,2004.0,1.0,0.0,Brissett,1629052.0,,,,,,,,,,,,,,,
56,PT07M01.00S,2024-03-17T22:19:00.3Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1629052,,,1610612738,13,16,2024-03-17T22:19:00Z,550000,False,,,0,,O. Brissett Free Throw 1 of 2 (1 PTS),[1629052],1610612738.0,BOS,,,,Brissett,O. Brissett,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
57,PT07M01.00S,2024-03-17T22:19:19.0Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1629052,,,1610612738,13,17,2024-03-17T22:19:19Z,560000,False,,,0,,O. Brissett Free Throw 2 of 2 (2 PTS),[1629052],1610612738.0,BOS,,,,Brissett,O. Brissett,,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,
58,PT06M49.00S,2024-03-17T22:19:31.5Z,1,REGULAR,foul,personal,['2freethrow'],1629052,,,1610612764,13,17,2024-03-17T22:19:39Z,570000,False,,,0,,O. Brissett shooting personal FOUL (1 PF) (Champagnie 2 FT),"[1629052, 1630551]",1610612738.0,BOS,shooting,,,Brissett,O. Brissett,,,,,Restricted Area,0-8 Center,1628480.0,1.0,0.0,Champagnie,1630551.0,,,,,,,,,,,,,,,
60,PT06M49.00S,2024-03-17T22:19:43.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,13,17,2024-03-17T22:19:43Z,590000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M49.00S,2024-03-17T22:21:07.3Z,1,REGULAR,substitution,out,[],1630557,,,1610612764,13,17,2024-03-17T22:22:32Z,600000,False,,,0,,SUB out: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M49.00S,2024-03-17T22:21:07.3Z,1,REGULAR,substitution,in,[],1631098,,,1610612764,13,17,2024-03-17T22:22:32Z,610000,False,,,0,,SUB in: J. Davis,[1631098],1610612764.0,WAS,,,,Davis,J. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M49.00S,2024-03-17T22:22:48.3Z,1,REGULAR,freethrow,1 of 2,[],1630551,,,1610612764,14,17,2024-03-17T22:22:48Z,620000,False,,,0,,J. Champagnie Free Throw 1 of 2 (4 PTS),[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,
64,PT06M49.00S,2024-03-17T22:23:03.9Z,1,REGULAR,freethrow,2 of 2,[],1630551,,,1610612764,15,17,2024-03-17T22:23:03Z,630000,False,,,0,,J. Champagnie Free Throw 2 of 2 (5 PTS),[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,
65,PT06M38.00S,2024-03-17T22:23:15.6Z,1,REGULAR,3pt,Jump Shot,[],201143,7.046649145860711,98.2843137254902,1610612738,15,17,2024-03-17T22:23:20Z,640000,False,-241.0,14.0,1,left,MISS A. Horford 24' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Left Corner 3,24+ Left,,,,,,Missed,,,,,,24.18,,,,,,,,
66,PT06M36.00S,2024-03-17T22:23:17.6Z,1,REGULAR,rebound,defensive,[],1626158,,,1610612764,15,17,2024-03-17T22:23:20Z,650000,False,,,0,,R. Holmes REBOUND (Off:0 Def:2),[1626158],1610612764.0,WAS,,,,Holmes,R. Holmes,,,,,Left Corner 3,24+ Left,,,,,,,,65.0,2.0,2.0,0.0,,,,,,,,,
67,PT06M25.00S,2024-03-17T22:23:29.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630551,93.77463863337714,53.67647058823529,1610612764,17,17,2024-03-17T22:23:33Z,660000,False,18.0,6.0,1,right,J. Champagnie driving Layup (7 PTS) (J. Poole 2 AST),"[1630551, 1629673]",1610612764.0,WAS,driving,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,,,,,,Made,7.0,,,,,1.94,J. Poole,1629673.0,2.0,,,,,
69,PT06M03.00S,2024-03-17T22:23:50.7Z,1,REGULAR,3pt,Jump Shot,[],1630573,35.167542706964525,32.35294117647059,1610612738,17,17,2024-03-17T22:28:27Z,680000,False,88.0,278.0,1,left,MISS S. Hauser 29' pullup 3PT,[1630573],1610612738.0,BOS,pullup,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,,,,29.18,,,,,,,,
70,PT06M00.00S,2024-03-17T22:23:53.7Z,1,REGULAR,rebound,offensive,[],201143,,,1610612738,17,17,2024-03-17T22:23:58Z,690000,False,,,0,,A. Horford REBOUND (Off:1 Def:0),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Center,,,,,,,,69.0,1.0,0.0,1.0,,,,,,,,,
71,PT05M58.00S,2024-03-17T22:23:56.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630573,15.719448094612352,96.32352941176471,1610612738,17,20,2024-03-17T22:24:01Z,700000,False,-232.0,95.0,1,left,S. Hauser 25' 3PT  (3 PTS) (A. Horford 1 AST),"[1630573, 201143]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Left Center,,,,,,Made,3.0,,,,,25.04,A. Horford,201143.0,1.0,,,,,
73,PT05M43.00S,2024-03-17T22:24:10.7Z,1,REGULAR,3pt,Jump Shot,[],1631116,84.1819973718791,96.81372549019608,1610612764,17,20,2024-03-17T22:24:16Z,720000,False,234.0,96.0,1,right,MISS P. Baldwin Jr. 25' 3PT,[1631116],1610612764.0,WAS,,,,Baldwin Jr.,P. Baldwin Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,,25.31,,,,,,,,
74,PT05M41.00S,2024-03-17T22:24:12.7Z,1,REGULAR,rebound,defensive,[],1630573,,,1610612738,17,20,2024-03-17T22:24:16Z,730000,False,,,0,,S. Hauser REBOUND (Off:0 Def:2),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Right Center,,,,,,,,73.0,2.0,2.0,0.0,,,,,,,,,
75,PT05M33.00S,2024-03-17T22:24:20.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,8.09789750328515,54.166666666666664,1610612738,17,22,2024-03-17T22:24:25Z,740000,False,-21.0,24.0,1,left,J. Tatum driving Layup (9 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,,,Made,9.0,,,,,3.15,,,,,,,,
76,PT05M28.00S,2024-03-17T22:24:31.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,17,22,2024-03-17T22:24:31Z,750000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M28.00S,2024-03-17T22:26:12.9Z,1,REGULAR,substitution,out,[],1631116,,,1610612764,17,22,2024-03-17T22:27:13Z,760000,False,,,0,,SUB out: P. Baldwin Jr.,[1631116],1610612764.0,WAS,,,,Baldwin Jr.,P. Baldwin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M28.00S,2024-03-17T22:26:12.9Z,1,REGULAR,substitution,out,[],1626158,,,1610612764,17,22,2024-03-17T22:27:13Z,770000,False,,,0,,SUB out: R. Holmes,[1626158],1610612764.0,WAS,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M28.00S,2024-03-17T22:26:12.9Z,1,REGULAR,substitution,out,[],201950,,,1610612764,17,22,2024-03-17T22:27:13Z,780000,False,,,0,,SUB out: J. Holiday,[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M28.00S,2024-03-17T22:26:12.9Z,1,REGULAR,substitution,out,[],1629052,,,1610612764,17,22,2024-03-17T22:27:13Z,790000,False,,,0,,SUB out: O. Brissett,[1629052],1610612738.0,BOS,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M28.00S,2024-03-17T22:26:12.9Z,1,REGULAR,substitution,out,[],1630573,,,1610612764,17,22,2024-03-17T22:27:13Z,800000,False,,,0,,SUB out: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M28.00S,2024-03-17T22:26:12.9Z,1,REGULAR,substitution,in,[],1630264,,,1610612764,17,22,2024-03-17T22:27:13Z,810000,False,,,0,,SUB in: A. Gill,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M28.00S,2024-03-17T22:26:12.9Z,1,REGULAR,substitution,in,[],1630647,,,1610612764,17,22,2024-03-17T22:27:13Z,820000,False,,,0,,SUB in: E. Omoruyi,[1630647],1610612764.0,WAS,,,,Omoruyi,E. Omoruyi,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M28.00S,2024-03-17T22:26:12.9Z,1,REGULAR,substitution,in,[],1630202,,,1610612764,17,22,2024-03-17T22:27:13Z,830000,False,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M28.00S,2024-03-17T22:26:12.9Z,1,REGULAR,substitution,in,[],1628436,,,1610612764,17,22,2024-03-17T22:27:13Z,840000,False,,,0,,SUB in: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M28.00S,2024-03-17T22:26:12.9Z,1,REGULAR,substitution,in,[],1629004,,,1610612764,17,22,2024-03-17T22:27:13Z,850000,False,,,0,,SUB in: S. Mykhailiuk,[1629004],1610612738.0,BOS,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,,,
