actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
33,PT09M13.00S,2023-11-16T00:15:46.9Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629029,14.931011826544022,61.274509803921575,1610612742,9,12,2023-11-16T00:16:35Z,330000,False,-56.0,88.0,1,left,L. Doncic 10' running Jump Shot (7 PTS),[1629029],1610612742.0,DAL,running,,,,,,In The Paint (Non-RA),8-16 Left,10.44,Made,Doncic,L. Doncic,,,,,,,,,,7.0,,,,,,,,
34,PT09M13.00S,2023-11-16T00:15:52.0Z,1,REGULAR,foul,personal,['1freethrow'],1629673,,,1610612742,9,12,2023-11-16T00:16:17Z,340000,False,,,0,,J. Poole shooting personal FOUL (2 PF) (Doncic 1 FT),"[1629673, 1629029]",1610612764.0,WAS,shooting,,,,,,In The Paint (Non-RA),8-16 Center,,,Poole,J. Poole,,,,,1199.0,2.0,0.0,Doncic,1629029.0,,,,,,,,,
36,PT09M13.00S,2023-11-16T00:16:17.8Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],1629029,,,1610612742,9,13,2023-11-16T00:16:17Z,360000,False,,,0,,L. Doncic Free Throw 1 of 1 (8 PTS),[1629029],1610612742.0,DAL,,,,,,,,,,Made,Doncic,L. Doncic,,,,,,,,,,8.0,,,,,,,,
37,PT09M01.00S,2023-11-16T00:16:32.5Z,1,REGULAR,foul,personal,[],1629029,,,1610612764,9,13,2023-11-16T00:16:39Z,370000,False,,,0,,L. Doncic personal FOUL (1 PF),"[1629029, 1630166]",1610612742.0,DAL,,,,,,,Mid-Range,8-16 Right,,,Doncic,L. Doncic,,,,,1199.0,1.0,0.0,Avdija,1630166.0,,,,,,,,,
39,PT08M54.00S,2023-11-16T00:17:00.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629655,93.51182654402102,46.568627450980394,1610612764,11,13,2023-11-16T00:17:07Z,390000,False,-17.0,8.0,1,right,D. Gafford alley-oop DUNK (2 PTS) (D. Avdija 1 AST),"[1629655, 1630166]",1610612764.0,WAS,alley-oop,,,,,,Restricted Area,0-8 Center,1.92,Made,Gafford,D. Gafford,,,,,,,,,,2.0,D. Avdija,1630166.0,1.0,,,,,
41,PT08M37.00S,2023-11-16T00:17:16.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627884,8.886333771353483,47.05882352941176,1610612742,11,15,2023-11-16T00:17:20Z,410000,False,15.0,31.0,1,left,D. Jones Jr. driving Layup (5 PTS) (L. Doncic 2 AST),"[1627884, 1629029]",1610612742.0,DAL,driving,,,,,,Restricted Area,0-8 Center,3.43,Made,Jones Jr.,D. Jones Jr.,,,,,,,,,,5.0,L. Doncic,1629029.0,2.0,,,,,
43,PT08M24.00S,2023-11-16T00:17:32.4Z,1,REGULAR,turnover,traveling,[],1628398,,,1610612764,11,15,2023-11-16T00:17:38Z,430000,False,,,0,,K. Kuzma traveling TURNOVER (1 TO),[1628398],1610612764.0,WAS,,,,,,,Mid-Range,16-24 Right Center,,,Kuzma,K. Kuzma,,,,,1199.0,,,,,,,,,1.0,,,,
44,PT08M15.00S,2023-11-16T00:17:49.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627884,7.752956636005257,5.4151348039215685,1610612742,11,18,2023-11-16T00:18:22Z,440000,False,223.0,20.0,1,left,D. Jones Jr. 3PT  (8 PTS) (L. Doncic 3 AST),"[1627884, 1629029]",1610612742.0,DAL,,,,,,,Right Corner 3,24+ Right,22.38,Made,Jones Jr.,D. Jones Jr.,,,,,,,,,,8.0,L. Doncic,1629029.0,3.0,,,,,
46,PT08M12.00S,2023-11-16T00:17:55.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,11,18,2023-11-16T00:17:55Z,460000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,PT07M55.00S,2023-11-16T00:21:07.6Z,1,REGULAR,2pt,Jump Shot,[],1628398,88.91261498028909,72.30392156862744,1610612764,11,18,2023-11-16T00:21:11Z,470000,False,112.0,52.0,1,right,MISS K. Kuzma 12' turnaround fadeaway Shot,[1628398],1610612764.0,WAS,turnaround fadeaway,,,,,,Mid-Range,8-16 Right,12.29,Missed,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,
48,PT07M53.00S,2023-11-16T00:21:09.6Z,1,REGULAR,rebound,defensive,[],1627884,,,1610612742,11,18,2023-11-16T00:21:11Z,480000,False,,,0,,D. Jones Jr. REBOUND (Off:0 Def:1),[1627884],1610612742.0,DAL,,,,,,,Mid-Range,8-16 Right,,,Jones Jr.,D. Jones Jr.,47.0,1.0,1.0,0.0,,,,,,,,,,,,,,
49,PT07M40.00S,2023-11-16T00:21:23.5Z,1,REGULAR,3pt,Jump Shot,[],1629029,31.488173455978973,77.94117647058823,1610612742,11,21,2023-11-16T00:21:29Z,490000,False,-140.0,243.0,1,left,L. Doncic 28' 3PT step back (11 PTS),[1629029],1610612742.0,DAL,step back,,,,,,Above the Break 3,24+ Left Center,28.07,Made,Doncic,L. Doncic,,,,,,,,,,11.0,,,,,,,,
50,PT07M22.00S,2023-11-16T00:21:41.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626145,91.80354796320631,63.970588235294116,1610612764,13,21,2023-11-16T00:21:45Z,500000,False,70.0,25.0,1,right,T. Jones 7' driving Layup (6 PTS),[1626145],1610612764.0,WAS,driving,,,,,,In The Paint (Non-RA),0-8 Center,7.41,Made,Jones,T. Jones,,,,,,,,,,6.0,,,,,,,,
51,PT07M05.00S,2023-11-16T00:21:57.4Z,1,REGULAR,3pt,Jump Shot,[],1627884,22.683968462549277,13.480392156862745,1610612742,13,21,2023-11-16T00:22:01Z,510000,False,183.0,161.0,1,left,MISS D. Jones Jr. 24' 3PT,[1627884],1610612742.0,DAL,,,,,,,Above the Break 3,24+ Right Center,24.32,Missed,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,
52,PT07M03.00S,2023-11-16T00:21:59.4Z,1,REGULAR,rebound,defensive,[],1629673,,,1610612764,13,21,2023-11-16T00:22:01Z,520000,False,,,0,,J. Poole REBOUND (Off:0 Def:1),[1629673],1610612764.0,WAS,,,,,,,Above the Break 3,24+ Right Center,,,Poole,J. Poole,51.0,1.0,1.0,0.0,,,,,,,,,,,,,,
53,PT06M51.00S,2023-11-16T00:22:14.0Z,1,REGULAR,foul,personal,['2freethrow'],1630182,,,1610612764,13,21,2023-11-16T00:22:19Z,530000,False,,,0,,J. Green shooting personal FOUL (1 PF) (Poole 2 FT),"[1630182, 1629673]",1610612742.0,DAL,shooting,,,,,,Mid-Range,8-16 Right,,,Green,J. Green,,,,,1630886.0,1.0,0.0,Poole,1629673.0,,,,,,,,,
55,PT06M51.00S,2023-11-16T00:22:40.1Z,1,REGULAR,freethrow,1 of 2,[],1629673,,,1610612764,14,21,2023-11-16T00:22:40Z,550000,False,,,0,,J. Poole Free Throw 1 of 2 (1 PTS),[1629673],1610612764.0,WAS,,,,,,,,,,Made,Poole,J. Poole,,,,,,,,,,1.0,,,,,,,,
56,PT06M51.00S,2023-11-16T00:22:44.3Z,1,REGULAR,substitution,out,[],1627884,,,1610612764,14,21,2023-11-16T00:22:47Z,560000,False,,,0,,SUB out: D. Jones Jr.,[1627884],1610612742.0,DAL,,,,,,,,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,
57,PT06M51.00S,2023-11-16T00:22:44.3Z,1,REGULAR,substitution,in,[],203501,,,1610612764,14,21,2023-11-16T00:22:47Z,570000,False,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,,,,,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,
58,PT06M51.00S,2023-11-16T00:22:48.6Z,1,REGULAR,substitution,out,[],1630166,,,1610612764,14,21,2023-11-16T00:22:52Z,580000,False,,,0,,SUB out: D. Avdija,[1630166],1610612764.0,WAS,,,,,,,,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,
59,PT06M51.00S,2023-11-16T00:22:48.6Z,1,REGULAR,substitution,in,[],1641731,,,1610612764,14,21,2023-11-16T00:22:52Z,590000,False,,,0,,SUB in: B. Coulibaly,[1641731],1610612764.0,WAS,,,,,,,,,,,Coulibaly,B. Coulibaly,,,,,,,,,,,,,,,,,,
60,PT06M51.00S,2023-11-16T00:23:08.5Z,1,REGULAR,freethrow,2 of 2,[],1629673,,,1610612764,15,21,2023-11-16T00:23:08Z,600000,False,,,0,,J. Poole Free Throw 2 of 2 (2 PTS),[1629673],1610612764.0,WAS,,,,,,,,,,Made,Poole,J. Poole,,,,,,,,,,2.0,,,,,,,,
61,PT06M42.00S,2023-11-16T00:23:19.7Z,1,REGULAR,3pt,Jump Shot,[],1629029,36.74441524310118,62.745098039215684,1610612742,15,21,2023-11-16T00:23:24Z,610000,False,-64.0,293.0,1,left,MISS L. Doncic 29' pullup 3PT,[1629029],1610612742.0,DAL,pullup,,,,,,Above the Break 3,24+ Center,29.97,Missed,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,
62,PT06M40.00S,2023-11-16T00:23:22.7Z,1,REGULAR,rebound,offensive,[],1641726,,,1610612742,15,21,2023-11-16T00:23:22Z,620000,False,,,0,,D. Lively II REBOUND (Off:1 Def:1),[1641726],1610612742.0,DAL,,,,,,,Above the Break 3,24+ Center,,,Lively II,D. Lively II,61.0,2.0,1.0,1.0,,,,,,,,,,,,,,
64,PT06M32.00S,2023-11-16T00:23:44.4Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],203501,6.389618922470433,22.058823529411764,1610612742,15,21,2023-11-16T00:23:50Z,640000,False,140.0,8.0,1,left,MISS T. Hardaway Jr. 13' floating Shot,[203501],1610612742.0,DAL,floating,,,,,,Mid-Range,8-16 Right,13.99,Missed,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,
65,PT06M31.00S,2023-11-16T00:23:45.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612742,15,21,2023-11-16T00:23:55Z,650000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,Mid-Range,8-16 Right,,,,,64.0,,,,,,,,,,,,,,,,,
67,PT06M31.00S,2023-11-16T00:24:00.7Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612742,15,21,2023-11-16T00:24:06Z,670000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,1630886.0,,,,,,,,,,,,,
68,PT06M25.00S,2023-11-16T00:24:17.1Z,1,REGULAR,foul,personal,['2freethrow'],1641731,,,1610612742,15,21,2023-11-16T00:24:22Z,680000,False,,,0,,B. Coulibaly shooting personal FOUL (1 PF) (Doncic 2 FT),"[1641731, 1629029]",1610612764.0,WAS,shooting,,,,,,In The Paint (Non-RA),8-16 Left,,,Coulibaly,B. Coulibaly,,,,,1630886.0,1.0,0.0,Doncic,1629029.0,,,,,,,,,
70,PT06M25.00S,2023-11-16T00:24:42.0Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1629029,,,1610612742,15,22,2023-11-16T00:24:42Z,700000,False,,,0,,L. Doncic Free Throw 1 of 2 (12 PTS),[1629029],1610612742.0,DAL,,,,,,,,,,Made,Doncic,L. Doncic,,,,,,,,,,12.0,,,,,,,,
71,PT06M25.00S,2023-11-16T00:24:57.7Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1629029,,,1610612742,15,23,2023-11-16T00:24:57Z,710000,False,,,0,,L. Doncic Free Throw 2 of 2 (13 PTS),[1629029],1610612742.0,DAL,,,,,,,,,,Made,Doncic,L. Doncic,,,,,,,,,,13.0,,,,,,,,
72,PT06M10.00S,2023-11-16T00:25:14.2Z,1,REGULAR,3pt,Jump Shot,[],1629673,72.48685939553219,8.823529411764707,1610612764,15,23,2023-11-16T00:25:18Z,720000,False,-206.0,206.0,1,right,MISS J. Poole 29' 3PT,[1629673],1610612764.0,WAS,,,,,,,Above the Break 3,24+ Left Center,29.13,Missed,Poole,J. Poole,,,,,,,,,,,,,,,,,,
73,PT06M06.00S,2023-11-16T00:25:18.2Z,1,REGULAR,rebound,defensive,[],1641726,,,1610612742,15,23,2023-11-16T00:25:18Z,730000,False,,,0,,D. Lively II REBOUND (Off:1 Def:2),[1641726],1610612742.0,DAL,,,,,,,Above the Break 3,24+ Left Center,,,Lively II,D. Lively II,72.0,3.0,2.0,1.0,,,,,,,,,,,,,,
74,PT06M02.00S,2023-11-16T00:25:22.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203501,5.469776609724048,5.637254901960785,1610612742,15,26,2023-11-16T00:26:18Z,740000,False,222.0,-1.0,1,left,T. Hardaway Jr. 3PT running (3 PTS) (G. Williams 2 AST),"[203501, 1629684]",1610612742.0,DAL,running,,,,,,Right Corner 3,24+ Right,22.18,Made,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,3.0,G. Williams,1629684.0,2.0,,,,,
76,PT05M49.00S,2023-11-16T00:25:37.1Z,1,REGULAR,foul,personal,[],1629029,,,1610612764,15,26,2023-11-16T00:25:43Z,760000,False,,,0,,L. Doncic personal FOUL (2 PF),"[1629029, 1641731]",1610612742.0,DAL,,,,,,,Mid-Range,8-16 Right,,,Doncic,L. Doncic,,,,,1199.0,2.0,0.0,Coulibaly,1641731.0,,,,,,,,,
78,PT05M44.00S,2023-11-16T00:26:02.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626145,83.52496714848883,37.745098039215684,1610612764,17,26,2023-11-16T00:26:05Z,780000,False,-61.0,102.0,1,right,T. Jones 11' floating Jump Shot (8 PTS) (B. Coulibaly 1 AST),"[1626145, 1641731]",1610612764.0,WAS,floating,,,,,,In The Paint (Non-RA),8-16 Center,11.93,Made,Jones,T. Jones,,,,,,,,,,8.0,B. Coulibaly,1641731.0,1.0,,,,,
79,PT05M37.00S,2023-11-16T00:26:10.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",203501,7.178055190538765,46.32352941176471,1610612742,17,28,2023-11-16T00:26:27Z,790000,False,18.0,15.0,1,left,T. Hardaway Jr. driving Layup (5 PTS),[203501],1610612742.0,DAL,driving,,,,,,Restricted Area,0-8 Center,2.37,Made,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,5.0,,,,,,,,
80,PT05M37.00S,2023-11-16T00:26:15.3Z,1,REGULAR,violation,defensive goaltending,[],1629655,,,1610612742,17,28,2023-11-16T00:26:27Z,800000,False,,,0,,D. Gafford defensive goaltending VIOLATION,[1629655],1610612764.0,WAS,,,,,,,,,,,Gafford,D. Gafford,,,,,1199.0,,,,,,,,,,,,,
81,PT05M25.00S,2023-11-16T00:26:29.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628398,90.09526938239159,35.049019607843135,1610612764,17,28,2023-11-16T00:29:01Z,810000,False,-75.0,41.0,1,right,MISS K. Kuzma 8' driving floating bank Shot,[1628398],1610612764.0,WAS,driving floating bank,,,,,,In The Paint (Non-RA),8-16 Left,8.51,Missed,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,
82,PT05M22.00S,2023-11-16T00:26:32.2Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,17,28,2023-11-16T00:26:36Z,820000,False,,,0,,L. Doncic REBOUND (Off:0 Def:1),[1629029],1610612742.0,DAL,,,,,,,In The Paint (Non-RA),8-16 Left,,,Doncic,L. Doncic,81.0,1.0,1.0,0.0,,,,,,,,,,,,,,
83,PT05M07.00S,2023-11-16T00:26:46.7Z,1,REGULAR,3pt,Jump Shot,[],1629029,39.10972404730618,47.30392156862745,1610612742,17,28,2023-11-16T00:26:51Z,830000,False,13.0,315.0,1,left,MISS L. Doncic 31' step back 3PT,[1629029],1610612742.0,DAL,step back,,,,,,Above the Break 3,24+ Center,31.54,Missed,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,
84,PT05M05.00S,2023-11-16T00:26:48.7Z,1,REGULAR,rebound,defensive,[],1626145,,,1610612764,17,28,2023-11-16T00:26:51Z,840000,False,,,0,,T. Jones REBOUND (Off:0 Def:1),[1626145],1610612764.0,WAS,,,,,,,Above the Break 3,24+ Center,,,Jones,T. Jones,83.0,1.0,1.0,0.0,,,,,,,,,,,,,,
85,PT04M57.00S,2023-11-16T00:26:56.6Z,1,REGULAR,2pt,Jump Shot,[],1629673,82.7365308804205,24.019607843137255,1610612764,17,28,2023-11-16T00:27:01Z,850000,False,-130.0,110.0,1,right,MISS J. Poole 17' turnaround Shot,[1629673],1610612764.0,WAS,turnaround,,,,,,Mid-Range,16-24 Left Center,17.01,Missed,Poole,J. Poole,,,,,,,,,,,,,,,,,,
86,PT04M54.00S,2023-11-16T00:26:59.6Z,1,REGULAR,rebound,defensive,[],1630182,,,1610612742,17,28,2023-11-16T00:27:01Z,860000,False,,,0,,J. Green REBOUND (Off:0 Def:1),[1630182],1610612742.0,DAL,,,,,,,Mid-Range,16-24 Left Center,,,Green,J. Green,85.0,1.0,1.0,0.0,,,,,,,,,,,,,,
87,PT04M39.00S,2023-11-16T00:27:15.1Z,1,REGULAR,3pt,Jump Shot,[],1630182,8.623521681997373,4.901960784313726,1610612742,17,28,2023-11-16T00:27:20Z,870000,False,225.0,29.0,1,left,MISS J. Green 3PT,[1630182],1610612742.0,DAL,,,,,,,Right Corner 3,24+ Right,22.73,Missed,Green,J. Green,,,,,,,,,,,,,,,,,,
88,PT04M36.00S,2023-11-16T00:27:18.1Z,1,REGULAR,rebound,offensive,[],1641726,,,1610612742,17,28,2023-11-16T00:27:20Z,880000,False,,,0,,D. Lively II REBOUND (Off:2 Def:2),[1641726],1610612742.0,DAL,,,,,,,Right Corner 3,24+ Right,,,Lively II,D. Lively II,87.0,4.0,2.0,2.0,,,,,,,,,,,,,,
