actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
29,PT09M45.00S,2023-10-28T23:19:31.6Z,1,REGULAR,rebound,defensive,[],1630214,,,1610612763,0,3,2023-10-28T23:19:32Z,290000,False,,,0,,X. Tillman REBOUND (Off:0 Def:1),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,Above the Break 3,24+ Right Center,,,,,,28.0,1.0,1.0,0.0,,,,,,,,,,,
30,PT09M34.00S,2023-10-28T23:19:43.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628991,89.17542706964521,46.81372549019608,1610612763,0,3,2023-10-28T23:19:48Z,300000,False,-16.0,49.0,1,right,MISS J. Jackson Jr. driving Layup,[1628991],1610612763.0,MEM,driving,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,5.18,Missed,,,,,,,,,,,,,,,
31,PT09M29.00S,2023-10-28T23:19:47.5Z,1,REGULAR,rebound,offensive,[],1630217,,,1610612763,0,3,2023-10-28T23:19:47Z,310000,False,,,0,,D. Bane REBOUND (Off:1 Def:0),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,In The Paint (Non-RA),0-8 Center,,,,,,30.0,1.0,0.0,1.0,,,,,,,,,,,
32,PT09M29.00S,2023-10-28T23:19:47.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630217,94.40999984741211,50.0,1610612763,0,5,2023-10-28T23:19:47Z,320000,False,0.0,0.0,1,right,D. Bane tip Layup (2 PTS),[1630217],1610612763.0,MEM,tip,,,Bane,D. Bane,,,,,Mid-Range,8-16 Left,,,,0.0,Made,,,,,,2.0,,,,,,,,,
33,PT09M14.00S,2023-10-28T23:20:03.1Z,1,REGULAR,3pt,Jump Shot,[],1628398,22.683968462549277,89.95098039215686,1610612764,0,5,2023-10-28T23:20:08Z,330000,False,-200.0,161.0,1,left,MISS K. Kuzma 25' 3PT,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Left Center,,,,25.64,Missed,,,,,,,,,,,,,,,
34,PT09M10.00S,2023-10-28T23:20:07.1Z,1,REGULAR,rebound,defensive,[],1630533,,,1610612763,0,5,2023-10-28T23:20:08Z,340000,False,,,0,,Z. Williams REBOUND (Off:0 Def:4),[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,Above the Break 3,24+ Left Center,,,,,,33.0,4.0,4.0,0.0,,,,,,,,,,,
35,PT09M01.00S,2023-10-28T23:20:17.8Z,1,REGULAR,foul,personal,['2freethrow'],1629655,,,1610612763,0,5,2023-10-28T23:20:39Z,350000,False,,,0,,D. Gafford shooting personal FOUL (1 PF) (Jackson Jr. 2 FT),"[1629655, 1628991]",1610612764.0,WAS,shooting,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,1628159.0,,,,,1.0,0.0,Jackson Jr.,1628991.0,,
37,PT09M01.00S,2023-10-28T23:20:45.5Z,1,REGULAR,freethrow,1 of 2,[],1628991,,,1610612763,0,6,2023-10-28T23:20:45Z,370000,False,,,0,,J. Jackson Jr. Free Throw 1 of 2 (1 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,Made,,,,,,1.0,,,,,,,,,
38,PT09M01.00S,2023-10-28T23:21:00.0Z,1,REGULAR,freethrow,2 of 2,[],1628991,,,1610612763,0,7,2023-10-28T23:21:00Z,380000,False,,,0,,J. Jackson Jr. Free Throw 2 of 2 (2 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,Made,,,,,,2.0,,,,,,,,,
39,PT08M47.00S,2023-10-28T23:21:14.4Z,1,REGULAR,3pt,Jump Shot,[],1628398,11.251642575558476,5.637254901960785,1610612764,3,7,2023-10-28T23:21:18Z,390000,False,222.0,53.0,1,left,K. Kuzma 3PT  (3 PTS) (T. Jones 1 AST),"[1628398, 1626145]",1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Right Corner 3,24+ Right,,,,22.81,Made,,,,,,3.0,T. Jones,1626145.0,1.0,,,,,,
41,PT08M32.00S,2023-10-28T23:21:29.5Z,1,REGULAR,3pt,Jump Shot,[],1630533,80.3712220762155,95.09803921568627,1610612763,3,7,2023-10-28T23:21:34Z,410000,False,225.0,132.0,1,right,MISS Z. Williams 26' 3PT,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,Above the Break 3,24+ Right Center,,,,26.13,Missed,,,,,,,,,,,,,,,
42,PT08M29.00S,2023-10-28T23:21:32.5Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612764,3,7,2023-10-28T23:21:34Z,420000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:3),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Right Center,,,,,,41.0,3.0,3.0,0.0,,,,,,,,,,,
43,PT08M22.00S,2023-10-28T23:21:39.7Z,1,REGULAR,3pt,Jump Shot,[],1626145,24.655059132720105,88.72549019607843,1610612764,6,7,2023-10-28T23:21:44Z,430000,False,-194.0,179.0,1,left,T. Jones 26' 3PT  (3 PTS) (K. Kuzma 1 AST),"[1626145, 1628398]",1610612764.0,WAS,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Left Center,,,,26.39,Made,,,,,,3.0,K. Kuzma,1628398.0,1.0,,,,,,
45,PT08M03.00S,2023-10-28T23:21:58.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628991,87.33574244415243,53.67647058823529,1610612763,6,7,2023-10-28T23:22:03Z,450000,False,18.0,67.0,1,right,MISS J. Jackson Jr. 6' driving Layup,[1628991],1610612763.0,MEM,driving,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,6.9,Missed,,,,,,,,,,,,,,,
46,PT08M01.00S,2023-10-28T23:22:00.8Z,1,REGULAR,rebound,defensive,[],1629655,,,1610612764,6,7,2023-10-28T23:22:03Z,460000,False,,,0,,D. Gafford REBOUND (Off:1 Def:1),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,45.0,2.0,1.0,1.0,,,,,,,,,,,
47,PT07M57.00S,2023-10-28T23:22:05.5Z,1,REGULAR,3pt,Jump Shot,[],1628398,30.305519053876477,78.67647058823529,1610612764,6,7,2023-10-28T23:22:11Z,470000,False,-143.0,232.0,1,left,MISS K. Kuzma 27' 3PT,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Left Center,,,,27.31,Missed,,,,,,,,,,,,,,,
48,PT07M53.00S,2023-10-28T23:22:09.5Z,1,REGULAR,rebound,defensive,[],1630533,,,1610612763,6,7,2023-10-28T23:22:11Z,480000,False,,,0,,Z. Williams REBOUND (Off:0 Def:5),[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,Above the Break 3,24+ Left Center,,,,,,47.0,5.0,5.0,0.0,,,,,,,,,,,
49,PT07M46.00S,2023-10-28T23:22:16.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630214,90.48948751642575,62.5,1610612763,6,7,2023-10-28T23:22:25Z,490000,False,62.0,37.0,1,right,MISS X. Tillman 7' driving Layup,[1630214],1610612763.0,MEM,driving,,,Tillman,X. Tillman,,,,,In The Paint (Non-RA),0-8 Center,,,,7.26,Missed,,,,,,,,,,,,,,,
51,PT07M39.00S,2023-10-28T23:22:23.3Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612764,6,7,2023-10-28T23:22:25Z,510000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:4),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,,,,,,49.0,4.0,4.0,0.0,,,,,,,,,,,
52,PT07M39.00S,2023-10-28T23:22:23.2Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1626145,12.434296977660972,42.15686274509804,1610612764,6,7,2023-10-28T23:25:16Z,520000,False,39.0,64.0,1,left,MISS T. Jones 7' running pullup Shot,[1626145],1610612764.0,WAS,running pullup,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,7.54,Missed,,,,,,,,,,,,,,,
53,PT07M39.00S,2023-10-28T23:22:23.2Z,1,REGULAR,rebound,offensive,[],1626145,,,1610612764,6,7,2023-10-28T23:22:30Z,530000,False,,,0,,T. Jones REBOUND (Off:2 Def:0),[1626145],1610612764.0,WAS,,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,52.0,2.0,0.0,2.0,,,,,,,,,,,
54,PT07M32.00S,2023-10-28T23:22:29.8Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1626145,5.590000152587891,50.0,1610612764,6,7,2023-10-28T23:22:35Z,540000,False,0.0,0.0,1,left,MISS T. Jones tip Layup - blocked,"[1626145, 1628991]",1610612764.0,WAS,tip,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,,,,0.0,Missed,,,,,,,,,,,,,,Jackson Jr.,1628991.0
63,PT07M32.00S,2023-10-28T23:22:29.8Z,1,REGULAR,block,,[],1628991,,,1610612764,6,7,2023-10-28T23:23:29Z,545000,False,,,0,,J. Jackson Jr. BLOCK (1 BLK),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
55,PT07M32.00S,2023-10-28T23:22:29.8Z,1,REGULAR,rebound,defensive,[],1630533,,,1610612763,6,7,2023-10-28T23:27:41Z,550000,False,,,0,,Z. Williams REBOUND (Off:0 Def:6),[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,Restricted Area,0-8 Center,,,,,,54.0,6.0,6.0,0.0,,,,,,,,,,,
56,PT07M15.00S,2023-10-28T23:22:46.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628991,93.77463863337714,56.127450980392155,1610612763,6,7,2023-10-28T23:22:58Z,560000,False,31.0,6.0,1,right,MISS J. Jackson Jr. Layup - blocked,"[1628991, 1629655]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,,,,3.12,Missed,,,,,,,,,,,,,,Gafford,1629655.0
57,PT07M15.00S,2023-10-28T23:22:46.6Z,1,REGULAR,block,,[],1629655,,,1610612763,6,7,2023-10-28T23:22:51Z,570000,False,,,0,,D. Gafford BLOCK (1 BLK),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
58,PT07M10.00S,2023-10-28T23:22:51.6Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612764,6,7,2023-10-28T23:22:58Z,580000,False,,,0,,D. Avdija REBOUND (Off:0 Def:1),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,,,,,,56.0,1.0,1.0,0.0,,,,,,,,,,,
59,PT07M07.00S,2023-10-28T23:22:54.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629673,10.463206307490145,96.07843137254902,1610612764,6,7,2023-10-28T23:23:08Z,590000,False,-230.0,46.0,1,left,MISS J. Poole 3PT,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,Left Corner 3,24+ Left,,,,23.49,Missed,,,,,,,,,,,,,,,
60,PT07M05.00S,2023-10-28T23:22:56.2Z,1,REGULAR,rebound,defensive,[],1630214,,,1610612763,6,7,2023-10-28T23:23:08Z,600000,False,,,0,,X. Tillman REBOUND (Off:0 Def:2),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,Left Corner 3,24+ Left,,,,,,59.0,2.0,2.0,0.0,,,,,,,,,,,
61,PT07M03.00S,2023-10-28T23:23:03.6Z,1,REGULAR,foul,personal,[],1629673,,,1610612763,6,7,2023-10-28T23:23:32Z,610000,False,,,0,,J. Poole personal FOUL (1 PF),"[1629673, 1630217]",1610612764.0,WAS,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Center,,,,,,,,,,1628159.0,,,,,1.0,0.0,Bane,1630217.0,,
64,PT06M49.00S,2023-10-28T23:23:36.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630214,84.31340341655716,50.49019607843137,1610612763,6,7,2023-10-28T23:23:41Z,630000,False,2.0,95.0,1,right,MISS X. Tillman 9' floating Shot,[1630214],1610612763.0,MEM,floating,,,Tillman,X. Tillman,,,,,In The Paint (Non-RA),8-16 Center,,,,9.5,Missed,,,,,,,,,,,,,,,
65,PT06M46.00S,2023-10-28T23:23:39.5Z,1,REGULAR,rebound,defensive,[],1629673,,,1610612764,6,7,2023-10-28T23:23:41Z,640000,False,,,0,,J. Poole REBOUND (Off:0 Def:1),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,In The Paint (Non-RA),8-16 Center,,,,,,64.0,1.0,1.0,0.0,,,,,,,,,,,
66,PT06M40.00S,2023-10-28T23:23:48.8Z,1,REGULAR,foul,personal,[],1630217,,,1610612764,6,7,2023-10-28T23:23:59Z,650000,False,,,0,,D. Bane personal FOUL (1 PF),"[1630217, 1628398]",1610612763.0,MEM,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,1626302.0,,,,,1.0,0.0,Kuzma,1628398.0,,
68,PT06M40.00S,2023-10-28T23:24:02.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,6,7,2023-10-28T23:24:02Z,670000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M40.00S,2023-10-28T23:26:19.0Z,1,REGULAR,substitution,out,[],1628398,,,1610612764,6,7,2023-10-28T23:26:43Z,680000,False,,,0,,SUB out: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M40.00S,2023-10-28T23:26:19.0Z,1,REGULAR,substitution,out,[],1628991,,,1610612764,6,7,2023-10-28T23:26:43Z,690000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M40.00S,2023-10-28T23:26:19.0Z,1,REGULAR,substitution,out,[],1630533,,,1610612764,6,7,2023-10-28T23:26:43Z,700000,False,,,0,,SUB out: Z. Williams,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M40.00S,2023-10-28T23:26:19.0Z,1,REGULAR,substitution,in,[],1630557,,,1610612764,6,7,2023-10-28T23:26:43Z,710000,False,,,0,,SUB in: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M40.00S,2023-10-28T23:26:19.0Z,1,REGULAR,substitution,in,[],1631222,,,1610612764,6,7,2023-10-28T23:26:43Z,720000,False,,,0,,SUB in: J. LaRavia,[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M40.00S,2023-10-28T23:26:19.0Z,1,REGULAR,substitution,in,[],1629723,,,1610612764,6,7,2023-10-28T23:26:43Z,730000,False,,,0,,SUB in: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M29.00S,2023-10-28T23:27:07.9Z,1,REGULAR,foul,personal,['2freethrow'],1630214,,,1610612764,6,7,2023-10-28T23:27:16Z,740000,False,,,0,,X. Tillman shooting personal FOUL (1 PF) (Gafford 2 FT),"[1630214, 1629655]",1610612763.0,MEM,shooting,,,Tillman,X. Tillman,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1626302.0,,,,,1.0,0.0,Gafford,1629655.0,,
77,PT06M29.00S,2023-10-28T23:27:42.8Z,1,REGULAR,freethrow,1 of 2,[],1629655,,,1610612764,7,7,2023-10-28T23:27:42Z,760000,False,,,0,,D. Gafford Free Throw 1 of 2 (1 PTS),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,Made,,,,,,1.0,,,,,,,,,
78,PT06M29.00S,2023-10-28T23:27:58.8Z,1,REGULAR,freethrow,2 of 2,[],1629655,,,1610612764,8,7,2023-10-28T23:27:58Z,770000,False,,,0,,D. Gafford Free Throw 2 of 2 (2 PTS),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,Made,,,,,,2.0,,,,,,,,,
