actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
20,PT10M29.00S,2024-02-04T20:44:30.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201142,26.231931668856767,13.23529411764706,1610612756,2,9,2024-02-04T20:45:20Z,200000,False,184.0,194.0,1,left,K. Durant 26' 3PT running pullup (3 PTS) (D. Booker 1 AST),"[201142, 1626164]",1610612756.0,PHX,running pullup,,,Durant,K. Durant,,,,,Above the Break 3,24+ Right Center,,,,,,Made,3.0,26.73,D. Booker,1626164.0,1.0,,,,,,,,,
22,PT10M13.00S,2024-02-04T20:44:46.1Z,1,REGULAR,3pt,Jump Shot,[],1629673,69.46452036793693,13.480392156862745,1610612764,2,9,2024-02-04T20:44:51Z,220000,False,-183.0,235.0,1,right,MISS J. Poole 29' 3PT,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,29.72,,,,,,,,,,,,
23,PT10M11.00S,2024-02-04T20:44:48.1Z,1,REGULAR,rebound,defensive,[],203994,,,1610612756,2,9,2024-02-04T20:44:51Z,230000,False,,,0,,J. Nurkic REBOUND (Off:0 Def:1),[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,22.0,1.0,1.0,0.0,,,,,
24,PT10M05.00S,2024-02-04T20:44:56.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203994,11.777266754270697,37.254901960784316,1610612756,2,11,2024-02-04T20:45:50Z,240000,False,64.0,58.0,1,left,J. Nurkic 8' driving floating Jump Shot (6 PTS) (B. Beal 2 AST),"[203994, 203078]",1610612756.0,PHX,driving floating,,,Nurkic,J. Nurkic,,,,,In The Paint (Non-RA),8-16 Right,,,,,,Made,6.0,8.63,B. Beal,203078.0,2.0,,,,,,,,,
26,PT10M04.00S,2024-02-04T20:45:00.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,2,11,2024-02-04T20:45:00Z,260000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,PT09M48.00S,2024-02-04T20:48:08.8Z,1,REGULAR,3pt,Jump Shot,[],1630166,94.1688567674113,96.81372549019608,1610612764,5,11,2024-02-04T20:48:13Z,270000,False,234.0,2.0,1,right,D. Avdija 3PT  (3 PTS) (T. Jones 2 AST),"[1630166, 1626145]",1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Right Corner 3,24+ Right,,,,,,Made,3.0,23.41,T. Jones,1626145.0,2.0,,,,,,,,,
29,PT09M34.00S,2024-02-04T20:48:25.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203078,8.09789750328515,40.19607843137255,1610612756,5,11,2024-02-04T20:49:34Z,290000,False,49.0,24.0,1,left,MISS B. Beal driving Layup,[203078],1610612756.0,PHX,driving,,,Beal,B. Beal,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,5.44,,,,,,,,,,,,
30,PT09M33.00S,2024-02-04T20:48:26.1Z,1,REGULAR,rebound,offensive,[],203994,,,1610612756,5,11,2024-02-04T20:49:34Z,300000,False,,,0,,J. Nurkic REBOUND (Off:1 Def:1),[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,29.0,2.0,1.0,1.0,,,,,
31,PT09M32.00S,2024-02-04T20:48:29.1Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203994,5.590000152587891,50.0,1610612756,5,13,2024-02-04T20:49:40Z,310000,False,0.0,0.0,1,left,J. Nurkic tip Layup (8 PTS),[203994],1610612756.0,PHX,tip,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,,,,,,Made,8.0,0.0,,,,,,,,,,,,
32,PT09M20.00S,2024-02-04T20:48:36.4Z,1,REGULAR,turnover,bad pass,[],1630166,,,1610612764,5,13,2024-02-04T20:48:40Z,320000,False,,,0,,D. Avdija bad pass TURNOVER (1 TO),"[1630166, 203994]",1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,1.0,Nurkic,203994.0,,
33,PT09M20.00S,2024-02-04T20:48:36.4Z,1,REGULAR,steal,,[],203994,,,1610612756,5,13,2024-02-04T20:48:38Z,330000,False,,,0,,J. Nurkic STEAL (1 STL),[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
34,PT09M16.00S,2024-02-04T20:48:40.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203078,8.754927726675426,51.225490196078425,1610612756,5,13,2024-02-04T20:50:50Z,340000,False,-6.0,30.0,1,left,MISS B. Beal running DUNK,[203078],1610612756.0,PHX,running,,,Beal,B. Beal,,,,,Restricted Area,0-8 Center,,,,,,Missed,,3.04,,,,,,,,,,,,
35,PT09M16.00S,2024-02-04T20:48:40.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612764,5,13,2024-02-04T20:48:45Z,350000,False,,,0,,TEAM defensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,34.0,,,,,,,,
37,PT09M07.00S,2024-02-04T20:48:56.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626145,90.09526938239159,47.794117647058826,1610612764,5,13,2024-02-04T20:48:59Z,370000,False,-11.0,41.0,1,right,MISS T. Jones driving floating Shot,[1626145],1610612764.0,WAS,driving floating,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,,,,,,Missed,,4.21,,,,,,,,,,,,
38,PT09M05.00S,2024-02-04T20:48:58.0Z,1,REGULAR,rebound,defensive,[],1628960,,,1610612756,5,13,2024-02-04T20:54:17Z,380000,False,,,0,,G. Allen REBOUND (Off:0 Def:2),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,37.0,2.0,2.0,0.0,,,,,
39,PT09M02.00S,2024-02-04T20:49:01.6Z,1,REGULAR,foul,personal,['3freethrow'],1629673,,,1610612756,5,13,2024-02-04T20:49:19Z,390000,False,,,0,,J. Poole shooting personal FOUL (1 PF) (Booker 3 FT),"[1629673, 1626164]",1610612764.0,WAS,shooting,,,Poole,J. Poole,,,,,Above the Break 3,24+ Left Center,202049.0,1.0,0.0,Booker,1626164.0,,,,,,,,,,,,,,,
42,PT09M02.00S,2024-02-04T20:50:41.0Z,1,REGULAR,freethrow,1 of 3,[],1626164,,,1610612756,5,14,2024-02-04T20:50:41Z,420000,False,,,0,,D. Booker Free Throw 1 of 3 (3 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
43,PT09M02.00S,2024-02-04T20:50:51.0Z,1,REGULAR,freethrow,2 of 3,[],1626164,,,1610612756,5,15,2024-02-04T20:50:51Z,430000,False,,,0,,D. Booker Free Throw 2 of 3 (4 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,
44,PT09M02.00S,2024-02-04T20:51:01.3Z,1,REGULAR,freethrow,3 of 3,[],1626164,,,1610612756,5,16,2024-02-04T20:51:01Z,440000,False,,,0,,D. Booker Free Throw 3 of 3 (5 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,
46,PT08M51.00S,2024-02-04T20:51:13.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629655,92.32917214191852,56.86274509803921,1610612764,7,16,2024-02-04T20:51:19Z,450000,False,34.0,20.0,1,right,D. Gafford turnaround Hook (4 PTS) (J. Poole 1 AST),"[1629655, 1629673]",1610612764.0,WAS,turnaround,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,,,,Made,4.0,3.95,J. Poole,1629673.0,1.0,,,,,,,,,
48,PT08M44.00S,2024-02-04T20:51:19.9Z,1,REGULAR,3pt,Jump Shot,[],1626164,18.084756898817346,95.34313725490196,1610612756,7,19,2024-02-04T20:51:24Z,470000,False,-227.0,117.0,1,left,D. Booker 25' 3PT  (8 PTS) (B. Beal 3 AST),"[1626164, 203078]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,Above the Break 3,24+ Left Center,,,,,,Made,8.0,25.53,B. Beal,203078.0,3.0,,,,,,,,,
50,PT08M32.00S,2024-02-04T20:51:31.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629673,90.62089356110381,34.55882352941176,1610612764,7,19,2024-02-04T20:51:37Z,490000,False,-77.0,36.0,1,right,MISS J. Poole 8' floating Shot,[1629673],1610612764.0,WAS,floating,,,Poole,J. Poole,,,,,In The Paint (Non-RA),8-16 Left,,,,,,Missed,,8.51,,,,,,,,,,,,
51,PT08M30.00S,2024-02-04T20:51:33.6Z,1,REGULAR,rebound,defensive,[],201142,,,1610612756,7,19,2024-02-04T20:51:37Z,500000,False,,,0,,K. Durant REBOUND (Off:0 Def:2),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,50.0,2.0,2.0,0.0,,,,,
52,PT08M23.00S,2024-02-04T20:51:42.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203994,11.12023653088042,40.44117647058824,1610612756,7,19,2024-02-04T20:54:31Z,510000,False,48.0,52.0,1,left,MISS J. Nurkic 7' driving Layup - blocked,"[203994, 1629655]",1610612756.0,PHX,driving,,,Nurkic,J. Nurkic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,7.06,,,,,,,,,,,Gafford,1629655.0
53,PT08M23.00S,2024-02-04T20:51:42.9Z,1,REGULAR,block,,[],1629655,,,1610612756,7,19,2024-02-04T20:51:45Z,520000,False,,,0,,D. Gafford BLOCK (1 BLK),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
54,PT08M21.00S,2024-02-04T20:51:44.9Z,1,REGULAR,rebound,offensive,[],203994,,,1610612756,7,19,2024-02-04T20:54:31Z,530000,False,,,0,,J. Nurkic REBOUND (Off:2 Def:1),[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,52.0,3.0,1.0,2.0,,,,,
55,PT08M11.00S,2024-02-04T20:51:52.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203994,27.54599211563732,14.950980392156863,1610612756,7,19,2024-02-04T20:51:57Z,540000,False,175.0,206.0,1,left,MISS J. Nurkic 27' 3PT,[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,27.07,,,,,,,,,,,,
56,PT08M09.00S,2024-02-04T20:51:54.4Z,1,REGULAR,rebound,defensive,[],1641731,,,1610612764,7,19,2024-02-04T20:51:57Z,550000,False,,,0,,B. Coulibaly REBOUND (Off:0 Def:1),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,55.0,1.0,1.0,0.0,,,,,
57,PT07M45.00S,2024-02-04T20:52:19.2Z,1,REGULAR,3pt,Jump Shot,[],1626145,65.91655716162943,57.84313725490197,1610612764,7,19,2024-02-04T20:52:25Z,560000,False,39.0,268.0,1,right,MISS T. Jones 27' floating 3PT,[1626145],1610612764.0,WAS,floating,,,Jones,T. Jones,,,,,Above the Break 3,24+ Center,,,,,,Missed,,27.08,,,,,,,,,,,,
58,PT07M42.00S,2024-02-04T20:52:22.1Z,1,REGULAR,rebound,defensive,[],203994,,,1610612756,7,19,2024-02-04T20:52:22Z,570000,False,,,0,,J. Nurkic REBOUND (Off:2 Def:2),[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,57.0,4.0,2.0,2.0,,,,,
60,PT07M25.00S,2024-02-04T20:52:53.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203078,8.492115637319317,39.950980392156865,1610612756,7,21,2024-02-04T20:52:59Z,590000,False,50.0,27.0,1,left,B. Beal driving bank Jump Shot (2 PTS),[203078],1610612756.0,PHX,driving bank,,,Beal,B. Beal,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,2.0,5.71,,,,,,,,,,,,
61,PT07M18.00S,2024-02-04T20:53:01.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,94.03745072273325,49.26470588235294,1610612764,9,21,2024-02-04T20:53:06Z,600000,False,-4.0,4.0,1,right,D. Avdija driving Layup (5 PTS) (T. Jones 3 AST),"[1630166, 1626145]",1610612764.0,WAS,driving,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,,,,,,Made,5.0,0.51,T. Jones,1626145.0,3.0,,,,,,,,,
63,PT07M05.00S,2024-02-04T20:53:13.9Z,1,REGULAR,2pt,Jump Shot,[],201142,20.581471747700395,51.470588235294116,1610612756,9,21,2024-02-04T20:53:18Z,620000,False,-7.0,141.0,1,left,MISS K. Durant 14' pullup Shot,[201142],1610612756.0,PHX,pullup,,,Durant,K. Durant,,,,,Mid-Range,8-16 Center,,,,,,Missed,,14.12,,,,,,,,,,,,
64,PT07M02.00S,2024-02-04T20:53:16.9Z,1,REGULAR,rebound,defensive,[],1629673,,,1610612764,9,21,2024-02-04T20:53:18Z,630000,False,,,0,,J. Poole REBOUND (Off:0 Def:1),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,63.0,1.0,1.0,0.0,,,,,
65,PT06M55.00S,2024-02-04T20:53:24.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629655,89.83245729303549,49.754901960784316,1610612764,11,21,2024-02-04T20:53:34Z,640000,False,-1.0,43.0,1,right,D. Gafford floating Jump Shot (6 PTS) (J. Poole 2 AST),"[1629655, 1629673]",1610612764.0,WAS,floating,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,,,,Made,6.0,4.31,J. Poole,1629673.0,2.0,,,,,,,,,
67,PT06M38.00S,2024-02-04T20:53:41.4Z,1,REGULAR,2pt,Jump Shot,[],203078,25.837713534822605,49.754901960784316,1610612756,11,23,2024-02-04T20:53:45Z,660000,False,1.0,190.0,1,left,B. Beal 19' pullup Jump Shot (4 PTS),[203078],1610612756.0,PHX,pullup,,,Beal,B. Beal,,,,,Mid-Range,16-24 Center,,,,,,Made,4.0,19.04,,,,,,,,,,,,
68,PT06M24.00S,2024-02-04T20:53:58.0Z,1,REGULAR,foul,personal,[],1626164,,,1610612764,11,23,2024-02-04T20:54:09Z,670000,False,,,0,,D. Booker personal FOUL (1 PF),"[1626164, 1630166]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,Mid-Range,8-16 Center,1626301.0,1.0,0.0,Avdija,1630166.0,,,,,,,,,,,,,,,
70,PT06M24.00S,2024-02-04T20:54:05.3Z,1,REGULAR,substitution,out,[],1629673,,,1610612764,11,23,2024-02-04T20:54:08Z,690000,False,,,0,,SUB out: J. Poole,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M24.00S,2024-02-04T20:54:05.3Z,1,REGULAR,substitution,in,[],1630557,,,1610612764,11,23,2024-02-04T20:54:08Z,700000,False,,,0,,SUB in: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M10.00S,2024-02-04T20:54:44.5Z,1,REGULAR,2pt,Jump Shot,[],1630557,93.24901445466492,72.30392156862744,1610612764,13,23,2024-02-04T20:54:49Z,720000,False,112.0,11.0,1,right,C. Kispert 11' pullup Jump Shot (2 PTS),[1630557],1610612764.0,WAS,pullup,,,Kispert,C. Kispert,,,,,Mid-Range,8-16 Right,,,,,,Made,2.0,11.2,,,,,,,,,,,,
74,PT05M58.00S,2024-02-04T20:54:57.0Z,1,REGULAR,3pt,Jump Shot,[],203078,33.459264126149804,34.31372549019608,1610612756,13,26,2024-02-04T20:55:02Z,730000,False,78.0,262.0,1,left,B. Beal 27' 3PT step back (7 PTS) (J. Nurkic 1 AST),"[203078, 203994]",1610612756.0,PHX,step back,,,Beal,B. Beal,,,,,Above the Break 3,24+ Center,,,,,,Made,7.0,27.35,J. Nurkic,203994.0,1.0,,,,,,,,,
76,PT05M42.00S,2024-02-04T20:55:12.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626145,90.88370565045992,39.705882352941174,1610612764,15,26,2024-02-04T20:55:19Z,750000,False,-51.0,33.0,1,right,T. Jones 6' floating Jump Shot (2 PTS) (D. Gafford 1 AST),"[1626145, 1629655]",1610612764.0,WAS,floating,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,2.0,6.13,D. Gafford,1629655.0,1.0,,,,,,,,,
77,PT05M34.00S,2024-02-04T20:55:21.4Z,1,REGULAR,turnover,traveling,[],201142,,,1610612756,15,26,2024-02-04T20:55:29Z,760000,False,,,0,,K. Durant traveling TURNOVER (1 TO),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Center,2002.0,,,,,,,,,,,,,,,1.0,,,,
78,PT05M22.00S,2024-02-04T20:55:41.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630557,72.22404730617609,78.18627450980392,1610612764,15,26,2024-02-04T20:55:46Z,770000,False,141.0,209.0,1,right,MISS C. Kispert 25' pullup 3PT,[1630557],1610612764.0,WAS,pullup,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,25.17,,,,,,,,,,,,
79,PT05M18.00S,2024-02-04T20:55:44.6Z,1,REGULAR,rebound,offensive,[],1629655,,,1610612764,15,26,2024-02-04T20:55:44Z,780000,False,,,0,,D. Gafford REBOUND (Off:1 Def:0),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,78.0,1.0,0.0,1.0,,,,,
80,PT05M11.00S,2024-02-04T20:55:52.1Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1641731,93.9060446780552,96.56862745098039,1610612764,15,26,2024-02-04T20:55:57Z,790000,False,233.0,5.0,1,right,MISS B. Coulibaly 3PT,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Right Corner 3,24+ Right,,,,,,Missed,,23.28,,,,,,,,,,,,
81,PT05M07.00S,2024-02-04T20:55:56.1Z,1,REGULAR,rebound,defensive,[],203994,,,1610612756,15,26,2024-02-04T20:56:01Z,800000,False,,,0,,J. Nurkic REBOUND (Off:2 Def:3),[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,80.0,5.0,3.0,2.0,,,,,
82,PT04M58.00S,2024-02-04T20:56:05.3Z,1,REGULAR,2pt,Jump Shot,[],201142,7.5722733245729295,75.73529411764706,1610612756,15,28,2024-02-04T20:56:11Z,810000,False,-129.0,19.0,1,left,K. Durant 13' turnaround fadeaway Jump Shot (5 PTS),[201142],1610612756.0,PHX,turnaround fadeaway,,,Durant,K. Durant,,,,,Mid-Range,8-16 Left,,,,,,Made,5.0,13.01,,,,,,,,,,,,
83,PT04M47.00S,2024-02-04T20:56:18.3Z,1,REGULAR,turnover,backcourt,[],1630557,,,1610612764,15,28,2024-02-04T20:56:26Z,820000,False,,,0,,C. Kispert backcourt TURNOVER (1 TO),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Center,1626301.0,,,,,,,,,,,,,,,1.0,,,,
84,PT04M38.00S,2024-02-04T20:56:39.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203078,6.783837056504599,57.107843137254896,1610612756,15,30,2024-02-04T20:56:43Z,830000,False,-36.0,11.0,1,left,B. Beal cutting Layup (9 PTS) (J. Nurkic 2 AST),"[203078, 203994]",1610612756.0,PHX,cutting,,,Beal,B. Beal,,,,,Restricted Area,0-8 Center,,,,,,Made,9.0,3.73,J. Nurkic,203994.0,2.0,,,,,,,,,
86,PT04M28.00S,2024-02-04T20:56:48.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626145,91.01511169513797,37.99019607843137,1610612764,17,30,2024-02-04T20:56:53Z,850000,False,-60.0,32.0,1,right,T. Jones 6' driving floating Jump Shot (4 PTS),[1626145],1610612764.0,WAS,driving floating,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,4.0,6.8,,,,,,,,,,,,
87,PT04M09.00S,2024-02-04T20:57:07.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,15.982260183968464,42.40196078431372,1610612756,17,30,2024-02-04T20:57:11Z,860000,False,38.0,98.0,1,left,MISS K. Durant 10' turnaround fadeaway Shot,[201142],1610612756.0,PHX,turnaround fadeaway,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,10.48,,,,,,,,,,,,
