actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
430,PT03M56.00S,2024-01-15T21:37:24.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626145,18.84034165571616,61.76470588235294,1610612764,85,83,2024-01-15T21:37:31Z,4240000,False,-59.0,125.0,1,left,T. Jones 13' driving floating Jump Shot (18 PTS) (D. Gafford 3 AST),"[1626145, 1629655]",1610612764.0,WAS,driving floating,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,18.0,,,,,,13.78,D. Gafford,1629655.0,3.0,,,,
431,PT03M42.00S,2024-01-15T21:37:41.4Z,3,REGULAR,foul,offensive,[],1630191,,,1610612765,85,83,2024-01-15T21:37:52Z,4250000,False,,,0,,I. Stewart charge offensive FOUL (3 PF),"[1630191, 1629655]",1610612765.0,DET,charge,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,1626301.0,3.0,0.0,Gafford,1629655.0,,,,,,,,,,,,,,,
433,PT03M42.00S,2024-01-15T21:37:41.4Z,3,REGULAR,turnover,offensive foul,[],1630191,,,1610612765,85,83,2024-01-15T21:37:41Z,4270000,False,,,0,,I. Stewart offensive foul TURNOVER (3 TO),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,1626301.0,,,,,,,,,,,3.0,,,,,,,,
434,PT03M22.00S,2024-01-15T21:38:17.9Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628398,29.352825229960573,25.490196078431367,1610612764,85,83,2024-01-15T21:38:22Z,4280000,False,123.0,223.0,1,left,MISS K. Kuzma 25' 3PT,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,,,25.48,,,,,,,
435,PT03M19.00S,2024-01-15T21:38:20.9Z,3,REGULAR,rebound,defensive,[],1641709,,,1610612765,85,83,2024-01-15T21:38:22Z,4290000,False,,,0,,A. Thompson REBOUND (Off:0 Def:2),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Right Center,,,,,,,,434.0,2.0,2.0,0.0,,,,,,,,,
436,PT03M10.00S,2024-01-15T21:38:30.7Z,3,REGULAR,2pt,Jump Shot,[],202692,82.83508541392904,68.38235294117646,1610612765,85,85,2024-01-15T21:38:36Z,4300000,False,92.0,109.0,1,right,A. Burks 14' turnaround Jump Shot (22 PTS),[202692],1610612765.0,DET,turnaround,,,Burks,A. Burks,,,,,Mid-Range,8-16 Right,,,,,,Made,22.0,,,,,,14.25,,,,,,,
438,PT02M54.00S,2024-01-15T21:38:45.6Z,3,REGULAR,3pt,Jump Shot,[],1626145,20.154402102496718,95.09803921568627,1610612764,85,85,2024-01-15T21:38:51Z,4310000,False,-225.0,137.0,1,left,MISS T. Jones 26' 3PT,[1626145],1610612764.0,WAS,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,,,,26.39,,,,,,,
439,PT02M51.00S,2024-01-15T21:38:48.6Z,3,REGULAR,rebound,defensive,[],1631105,,,1610612765,85,85,2024-01-15T21:41:27Z,4320000,False,,,0,,J. Duren REBOUND (Off:2 Def:16),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Left Center,,,,,,,,438.0,18.0,16.0,2.0,,,,,,,,,
442,PT02M42.00S,2024-01-15T21:39:00.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630191,94.26741130091985,58.82352941176471,1610612765,85,85,2024-01-15T21:42:52Z,4350000,False,44.0,1.0,1,right,MISS I. Stewart reverse Layup,[1630191],1610612765.0,DET,reverse,,,Stewart,I. Stewart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,,,,,4.41,,,,,,,
443,PT02M40.00S,2024-01-15T21:39:02.8Z,3,REGULAR,rebound,offensive,[],1630191,,,1610612765,85,85,2024-01-15T21:42:52Z,4360000,False,,,0,,I. Stewart REBOUND (Off:2 Def:1),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,442.0,3.0,1.0,2.0,,,,,,,,,
444,PT02M37.00S,2024-01-15T21:39:03.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630191,93.61038107752957,52.205882352941174,1610612765,85,87,2024-01-15T21:43:03Z,4370000,False,11.0,8.0,1,right,I. Stewart putback Layup (9 PTS),[1630191],1610612765.0,DET,putback,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,,,,,,Made,9.0,,,,,,1.34,,,,,,,
445,PT02M37.00S,2024-01-15T21:39:10.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,85,87,2024-01-15T21:39:10Z,4380000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT02M37.00S,2024-01-15T21:39:12.0Z,3,REGULAR,substitution,out,[],1626145,,,1610612764,85,87,2024-01-15T21:41:53Z,4390000,False,,,0,,SUB out: T. Jones,[1626145],1610612764.0,WAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT02M37.00S,2024-01-15T21:39:12.0Z,3,REGULAR,substitution,out,[],1629673,,,1610612764,85,87,2024-01-15T21:41:53Z,4400000,False,,,0,,SUB out: J. Poole,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT02M37.00S,2024-01-15T21:39:12.0Z,3,REGULAR,substitution,out,[],1629655,,,1610612764,85,87,2024-01-15T21:41:53Z,4410000,False,,,0,,SUB out: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT02M37.00S,2024-01-15T21:39:12.0Z,3,REGULAR,substitution,out,[],1628398,,,1610612764,85,87,2024-01-15T21:41:53Z,4420000,False,,,0,,SUB out: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
450,PT02M37.00S,2024-01-15T21:39:12.0Z,3,REGULAR,substitution,out,[],1631105,,,1610612764,85,87,2024-01-15T21:41:53Z,4430000,False,,,0,,SUB out: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
451,PT02M37.00S,2024-01-15T21:39:12.0Z,3,REGULAR,substitution,in,[],1630166,,,1610612764,85,87,2024-01-15T21:41:53Z,4440000,False,,,0,,SUB in: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
452,PT02M37.00S,2024-01-15T21:39:12.0Z,3,REGULAR,substitution,in,[],1626153,,,1610612764,85,87,2024-01-15T21:41:53Z,4450000,False,,,0,,SUB in: D. Wright,[1626153],1610612764.0,WAS,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT02M37.00S,2024-01-15T21:39:12.0Z,3,REGULAR,substitution,in,[],1631116,,,1610612764,85,87,2024-01-15T21:41:53Z,4460000,False,,,0,,SUB in: P. Baldwin Jr.,[1631116],1610612764.0,WAS,,,,Baldwin Jr.,P. Baldwin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT02M37.00S,2024-01-15T21:39:12.0Z,3,REGULAR,substitution,in,[],1630557,,,1610612764,85,87,2024-01-15T21:41:53Z,4470000,False,,,0,,SUB in: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT02M37.00S,2024-01-15T21:39:12.0Z,3,REGULAR,substitution,in,[],1630164,,,1610612764,85,87,2024-01-15T21:41:53Z,4480000,False,,,0,,SUB in: J. Wiseman,[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT02M18.00S,2024-01-15T21:42:25.4Z,3,REGULAR,3pt,Jump Shot,[],1630557,30.404073587385014,16.666666666666657,1610612764,85,87,2024-01-15T21:42:30Z,4490000,False,167.0,233.0,1,left,MISS C. Kispert 28' 3PT,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,,,28.67,,,,,,,
457,PT02M13.00S,2024-01-15T21:42:30.4Z,3,REGULAR,rebound,defensive,[],1641709,,,1610612765,85,87,2024-01-15T21:42:30Z,4500000,False,,,0,,A. Thompson REBOUND (Off:0 Def:3),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Right Center,,,,,,,,456.0,3.0,3.0,0.0,,,,,,,,,
458,PT01M57.00S,2024-01-15T21:42:47.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631093,92.29632063074901,53.92156862745098,1610612765,85,89,2024-01-15T21:42:58Z,4510000,False,20.0,20.0,1,right,J. Ivey driving reverse Layup (17 PTS),[1631093],1610612765.0,DET,driving reverse,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,,,,,,Made,17.0,,,,,,2.79,,,,,,,
459,PT01M57.00S,2024-01-15T21:42:50.5Z,3,REGULAR,foul,personal,['1freethrow'],1641731,,,1610612765,85,89,2024-01-15T21:42:56Z,4520000,False,,,0,,B. Coulibaly shooting personal FOUL (2 PF) (Ivey 1 FT),"[1641731, 1631093]",1610612764.0,WAS,shooting,,,Coulibaly,B. Coulibaly,,,,,Restricted Area,0-8 Center,1628484.0,2.0,0.0,Ivey,1631093.0,,,,,,,,,,,,,,,
461,PT01M57.00S,2024-01-15T21:43:14.2Z,3,REGULAR,freethrow,1 of 1,[],1631093,,,1610612765,85,90,2024-01-15T21:43:14Z,4540000,False,,,0,,J. Ivey Free Throw 1 of 1 (18 PTS),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,,,Made,18.0,,,,,,,,,,,,,
462,PT01M37.00S,2024-01-15T21:43:35.3Z,3,REGULAR,2pt,Jump Shot,[],1626153,21.862680683311424,32.59803921568627,1610612764,85,90,2024-01-15T21:43:40Z,4550000,False,87.0,153.0,1,left,MISS D. Wright 17' pullup Shot,[1626153],1610612764.0,WAS,pullup,,,Wright,D. Wright,,,,,Mid-Range,16-24 Right Center,,,,,,Missed,,,,,,,17.6,,,,,,,
463,PT01M33.00S,2024-01-15T21:43:39.3Z,3,REGULAR,rebound,defensive,[],1631093,,,1610612765,85,90,2024-01-15T21:43:40Z,4560000,False,,,0,,J. Ivey REBOUND (Off:1 Def:4),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Mid-Range,16-24 Right Center,,,,,,,,462.0,5.0,4.0,1.0,,,,,,,,,
464,PT01M16.00S,2024-01-15T21:43:55.8Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1641709,92.16491458607096,43.13725490196079,1610612765,85,92,2024-01-15T21:44:00Z,4570000,False,-34.0,21.0,1,right,A. Thompson driving Hook (10 PTS),[1641709],1610612765.0,DET,driving,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,,,Made,10.0,,,,,,4.03,,,,,,,
465,PT00M59.20S,2024-01-15T21:44:12.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1641731,6.356767411300922,44.85294117647059,1610612764,85,92,2024-01-15T21:44:17Z,4580000,False,26.0,7.0,1,left,MISS B. Coulibaly driving Layup,[1641731],1610612764.0,WAS,driving,,,Coulibaly,B. Coulibaly,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,,2.67,,,,,,,
466,PT00M57.10S,2024-01-15T21:44:15.0Z,3,REGULAR,rebound,defensive,[],1641709,,,1610612765,85,92,2024-01-15T21:44:17Z,4590000,False,,,0,,A. Thompson REBOUND (Off:0 Def:4),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,,,,,465.0,4.0,4.0,0.0,,,,,,,,,
467,PT00M36.50S,2024-01-15T21:44:39.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641709,89.79960578186596,61.27450980392157,1610612765,85,92,2024-01-15T21:45:28Z,4600000,False,56.0,43.0,1,right,MISS A. Thompson 7' floating Shot,[1641709],1610612765.0,DET,floating,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,,,,,7.12,,,,,,,
468,PT00M36.40S,2024-01-15T21:44:39.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612765,85,92,2024-01-15T21:45:28Z,4610000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,467.0,,,,,,,,,,,,
469,PT00M36.20S,2024-01-15T21:44:44.9Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612765,85,92,2024-01-15T21:45:28Z,4620000,False,,,0,,DET shot clock Team TURNOVER,[],1610612765.0,DET,,,,,,,,,,In The Paint (Non-RA),0-8 Center,201246.0,,,,,,,,,,,,,,,,,,,
470,PT00M22.80S,2024-01-15T21:45:10.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626153,6.750985545335084,55.88235294117647,1610612764,87,92,2024-01-15T21:45:33Z,4630000,False,-29.0,11.0,1,left,D. Wright driving reverse Layup (2 PTS),[1626153],1610612764.0,WAS,driving reverse,,,Wright,D. Wright,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,,,,,,3.14,,,,,,,
471,PT00M02.50S,2024-01-15T21:45:32.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202692,89.93101182654402,50.98039215686275,1610612765,87,94,2024-01-15T21:46:22Z,4640000,False,5.0,42.0,1,right,A. Burks driving Layup (24 PTS) (J. Ivey 4 AST),"[202692, 1631093]",1610612765.0,DET,driving,,,Burks,A. Burks,,,,,Restricted Area,0-8 Center,,,,,,Made,24.0,,,,,,4.24,J. Ivey,1631093.0,4.0,,,,
473,PT00M01.00S,2024-01-15T21:45:38.9Z,3,REGULAR,3pt,Jump Shot,[],1626153,37.23718791064389,53.92156862745098,1610612764,87,94,2024-01-15T21:45:51Z,4660000,False,-20.0,298.0,1,left,MISS D. Wright 29' 3PT,[1626153],1610612764.0,WAS,,,,Wright,D. Wright,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,,,,,29.81,,,,,,,
475,PT00M01.00S,2024-01-15T21:45:38.9Z,3,REGULAR,rebound,defensive,[],1631093,,,1610612765,87,94,2024-01-15T21:45:51Z,4680000,False,,,0,,J. Ivey REBOUND (Off:1 Def:5),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Center,,,,,,,,473.0,6.0,5.0,1.0,,,,,,,,,
476,PT00M00.00S,2024-01-15T21:45:53.5Z,3,REGULAR,period,end,[],0,,,1610612765,87,94,2024-01-15T21:45:53Z,4690000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT12M00.00S,2024-01-15T21:45:57.9Z,4,REGULAR,substitution,out,['startperiod'],1641731,,,1610612765,87,94,2024-01-15T21:47:52Z,4700000,False,,,0,,SUB out: B. Coulibaly,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT12M00.00S,2024-01-15T21:45:57.9Z,4,REGULAR,substitution,out,['startperiod'],1631093,,,1610612765,87,94,2024-01-15T21:47:52Z,4710000,False,,,0,,SUB out: J. Ivey,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,,,,,,,
479,PT12M00.00S,2024-01-15T21:45:57.9Z,4,REGULAR,substitution,out,['startperiod'],1630191,,,1610612765,87,94,2024-01-15T21:47:52Z,4720000,False,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT12M00.00S,2024-01-15T21:45:57.9Z,4,REGULAR,substitution,in,['startperiod'],1629013,,,1610612765,87,94,2024-01-15T21:47:52Z,4730000,False,,,0,,SUB in: L. Shamet,[1629013],1610612764.0,WAS,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT12M00.00S,2024-01-15T21:45:57.9Z,4,REGULAR,substitution,in,['startperiod'],203925,,,1610612765,87,94,2024-01-15T21:47:52Z,4740000,False,,,0,,SUB in: J. Harris,[203925],1610612765.0,DET,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
482,PT12M00.00S,2024-01-15T21:45:57.9Z,4,REGULAR,substitution,in,['startperiod'],1631204,,,1610612765,87,94,2024-01-15T21:47:52Z,4750000,False,,,0,,SUB in: M. Sasser,[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,,,,,,,,,,,,,,,,,,,,,,
483,PT12M00.00S,2024-01-15T21:48:15.4Z,4,REGULAR,period,start,[],0,,,1610612764,87,94,2024-01-15T21:48:15Z,4760000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,PT11M40.00S,2024-01-15T21:48:34.5Z,4,REGULAR,3pt,Jump Shot,[],1626153,22.78252299605782,88.23529411764706,1610612764,90,94,2024-01-15T21:48:42Z,4770000,False,-191.0,162.0,1,left,D. Wright 25' 3PT  (5 PTS) (C. Kispert 3 AST),"[1626153, 1630557]",1610612764.0,WAS,,,,Wright,D. Wright,,,,,Above the Break 3,24+ Left Center,,,,,,Made,5.0,,,,,,25.04,C. Kispert,1630557.0,3.0,,,,
486,PT11M32.00S,2024-01-15T21:48:44.2Z,4,REGULAR,foul,personal,[],1629013,,,1610612765,90,94,2024-01-15T21:48:54Z,4790000,False,,,0,,L. Shamet personal FOUL (1 PF),"[1629013, 202692]",1610612764.0,WAS,,,,Shamet,L. Shamet,,,,,Above the Break 3,24+ Left Center,1626301.0,1.0,0.0,Burks,202692.0,,,,,,,,,,,,,,,
488,PT11M32.00S,2024-01-15T21:48:54.4Z,4,REGULAR,substitution,out,[],1630166,,,1610612765,90,94,2024-01-15T21:48:58Z,4810000,False,,,0,,SUB out: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
489,PT11M32.00S,2024-01-15T21:48:54.4Z,4,REGULAR,substitution,in,[],1628398,,,1610612765,90,94,2024-01-15T21:48:58Z,4820000,False,,,0,,SUB in: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
490,PT11M32.00S,2024-01-15T21:49:09.9Z,4,REGULAR,substitution,out,[],203925,,,1610612765,90,94,2024-01-15T21:49:16Z,4830000,False,,,0,,SUB out: J. Harris,[203925],1610612765.0,DET,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
491,PT11M32.00S,2024-01-15T21:49:09.9Z,4,REGULAR,substitution,in,[],1630191,,,1610612765,90,94,2024-01-15T21:49:16Z,4840000,False,,,0,,SUB in: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,
492,PT11M22.00S,2024-01-15T21:49:31.3Z,4,REGULAR,2pt,Jump Shot,[],202692,78.63009198423127,62.745098039215684,1610612765,90,96,2024-01-15T21:49:38Z,4850000,False,64.0,148.0,1,right,A. Burks 16' turnaround Jump Shot (26 PTS),[202692],1610612765.0,DET,turnaround,,,Burks,A. Burks,,,,,Mid-Range,16-24 Right Center,,,,,,Made,26.0,,,,,,16.15,,,,,,,
493,PT11M07.00S,2024-01-15T21:49:45.4Z,4,REGULAR,3pt,Jump Shot,[],1629013,33.163600525624176,53.92156862745098,1610612764,93,96,2024-01-15T21:49:53Z,4860000,False,-20.0,259.0,1,left,L. Shamet 25' 3PT pullup (11 PTS) (P. Baldwin Jr. 1 AST),"[1629013, 1631116]",1610612764.0,WAS,pullup,,,Shamet,L. Shamet,,,,,Above the Break 3,24+ Center,,,,,,Made,11.0,,,,,,25.99,P. Baldwin Jr.,1631116.0,1.0,,,,
496,PT10M36.00S,2024-01-15T21:50:35.5Z,4,REGULAR,2pt,Jump Shot,[],1631204,77.31603153745073,58.57843137254902,1610612765,93,98,2024-01-15T21:50:41Z,4890000,False,43.0,161.0,1,right,M. Sasser 16' pullup Jump Shot (4 PTS),[1631204],1610612765.0,DET,pullup,,,Sasser,M. Sasser,,,,,Mid-Range,16-24 Center,,,,,,Made,4.0,,,,,,16.63,,,,,,,
497,PT10M27.00S,2024-01-15T21:50:44.6Z,4,REGULAR,3pt,Jump Shot,[],1630557,19.8915900131406,93.38235294117646,1610612764,96,98,2024-01-15T21:50:48Z,4900000,False,-217.0,134.0,1,left,C. Kispert 25' 3PT  (5 PTS) (D. Wright 4 AST),"[1630557, 1626153]",1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Left Center,,,,,,Made,5.0,,,,,,25.52,D. Wright,1626153.0,4.0,,,,
499,PT10M16.00S,2024-01-15T21:50:56.1Z,4,REGULAR,2pt,Jump Shot,[],1631204,78.10446780551905,58.33333333333333,1610612765,96,98,2024-01-15T21:51:04Z,4920000,False,42.0,153.0,1,right,MISS M. Sasser 15' driving floating Shot,[1631204],1610612765.0,DET,driving floating,,,Sasser,M. Sasser,,,,,Mid-Range,8-16 Center,,,,,,Missed,,,,,,,15.89,,,,,,,
500,PT10M13.00S,2024-01-15T21:50:59.1Z,4,REGULAR,rebound,defensive,[],1628398,,,1610612764,96,98,2024-01-15T21:51:04Z,4930000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:6),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Mid-Range,8-16 Center,,,,,,,,499.0,6.0,6.0,0.0,,,,,,,,,
501,PT10M06.00S,2024-01-15T21:51:06.7Z,4,REGULAR,3pt,Jump Shot,[],1629013,32.11235216819975,50.49019607843137,1610612764,96,98,2024-01-15T21:51:16Z,4940000,False,-2.0,249.0,1,left,MISS L. Shamet 24' 3PT,[1629013],1610612764.0,WAS,,,,Shamet,L. Shamet,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,,,,,24.94,,,,,,,
502,PT10M05.00S,2024-01-15T21:51:07.7Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612765,96,98,2024-01-15T21:51:16Z,4950000,False,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,501.0,,,,,,,,,,,,
504,PT09M57.00S,2024-01-15T21:51:26.3Z,4,REGULAR,3pt,Jump Shot,[],202692,72.45400788436268,15.931372549019613,1610612765,96,101,2024-01-15T21:51:32Z,4970000,False,-170.0,206.0,1,right,A. Burks 26' 3PT  (29 PTS) (M. Sasser 3 AST),"[202692, 1631204]",1610612765.0,DET,,,,Burks,A. Burks,,,,,Above the Break 3,24+ Left Center,,,,,,Made,29.0,,,,,,26.76,M. Sasser,1631204.0,3.0,,,,
506,PT09M40.00S,2024-01-15T21:51:43.3Z,4,REGULAR,3pt,Jump Shot,[],1628398,26.72470433639947,82.84313725490196,1610612764,96,101,2024-01-15T21:53:08Z,4990000,False,-164.0,199.0,1,left,MISS K. Kuzma 25' pullup 3PT,[1628398],1610612764.0,WAS,pullup,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,,,,25.78,,,,,,,
507,PT09M37.00S,2024-01-15T21:51:46.7Z,4,REGULAR,rebound,defensive,[],1641709,,,1610612765,96,101,2024-01-15T21:51:46Z,5000000,False,,,0,,A. Thompson REBOUND (Off:0 Def:5),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Left Center,,,,,,,,506.0,5.0,5.0,0.0,,,,,,,,,
508,PT09M31.00S,2024-01-15T21:51:52.3Z,4,REGULAR,2pt,Jump Shot,[],1631204,79.54993429697765,33.08823529411765,1610612765,96,101,2024-01-15T21:53:31Z,5010000,False,-85.0,140.0,1,right,MISS M. Sasser 16' step back Shot,[1631204],1610612765.0,DET,step back,,,Sasser,M. Sasser,,,,,Mid-Range,16-24 Left Center,,,,,,Missed,,,,,,,16.33,,,,,,,
509,PT09M29.00S,2024-01-15T21:51:54.3Z,4,REGULAR,rebound,offensive,[],1630164,,,1610612765,96,101,2024-01-15T21:53:31Z,5020000,False,,,0,,J. Wiseman REBOUND (Off:2 Def:3),[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,Mid-Range,16-24 Left Center,,,,,,,,508.0,5.0,3.0,2.0,,,,,,,,,
510,PT09M29.00S,2024-01-15T21:51:57.0Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630164,94.40999984741211,50.0,1610612765,96,103,2024-01-15T21:53:53Z,5030000,False,0.0,0.0,1,right,J. Wiseman putback Layup (6 PTS),[1630164],1610612765.0,DET,putback,,,Wiseman,J. Wiseman,,,,,Restricted Area,0-8 Center,,,,,,Made,6.0,,,,,,0.0,,,,,,,
511,PT09M29.00S,2024-01-15T21:52:01.2Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,96,103,2024-01-15T21:52:01Z,5040000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,PT09M29.00S,2024-01-15T21:52:10.8Z,4,REGULAR,substitution,out,[],1631116,,,1610612764,96,103,2024-01-15T21:54:46Z,5050000,False,,,0,,SUB out: P. Baldwin Jr.,[1631116],1610612764.0,WAS,,,,Baldwin Jr.,P. Baldwin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
513,PT09M29.00S,2024-01-15T21:52:10.8Z,4,REGULAR,substitution,in,[],1641731,,,1610612764,96,103,2024-01-15T21:54:46Z,5060000,False,,,0,,SUB in: B. Coulibaly,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,
514,PT09M29.00S,2024-01-15T21:55:01.7Z,4,REGULAR,substitution,out,[],1630164,,,1610612764,96,103,2024-01-15T21:55:06Z,5070000,False,,,0,,SUB out: J. Wiseman,[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,,,,,,,,,,,,,,,,,,,,,,
515,PT09M29.00S,2024-01-15T21:55:01.7Z,4,REGULAR,substitution,in,[],1628995,,,1610612764,96,103,2024-01-15T21:55:06Z,5080000,False,,,0,,SUB in: K. Knox II,[1628995],1610612765.0,DET,,,,Knox II,K. Knox II,,,,,,,,,,,,,,,,,,,,,,,,,,
