actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
543,PT12M00.00S,2022-01-02T01:24:48.4Z,4,REGULAR,substitution,out,['startperiod'],203918,,,1610612749,96,82,2022-01-02T01:25:32Z,5270000,,,0,,SUB out: R. Hood,[203918],1610612749.0,MIL,,,,Hood,R. Hood,,,,,,,,,,,,,,,,,,,,,,,,
544,PT12M00.00S,2022-01-02T01:24:48.4Z,4,REGULAR,substitution,out,['startperiod'],203107,,,1610612749,96,82,2022-01-02T01:25:32Z,5280000,,,0,,SUB out: T. Satoransky,[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,,,,,,,,
545,PT12M00.00S,2022-01-02T01:24:48.4Z,4,REGULAR,substitution,in,['startperiod'],1626171,,,1610612749,96,82,2022-01-02T01:25:32Z,5290000,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,
546,PT12M00.00S,2022-01-02T01:24:48.4Z,4,REGULAR,substitution,in,['startperiod'],1629670,,,1610612749,96,82,2022-01-02T01:25:32Z,5300000,,,0,,SUB in: J. Nwora,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,
547,PT12M00.00S,2022-01-02T01:24:48.4Z,4,REGULAR,substitution,in,['startperiod'],1628960,,,1610612749,96,82,2022-01-02T01:25:32Z,5310000,,,0,,SUB in: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,
548,PT12M00.00S,2022-01-02T01:24:48.4Z,4,REGULAR,substitution,in,['startperiod'],1628984,,,1610612749,96,82,2022-01-02T01:25:32Z,5320000,,,0,,SUB in: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,
549,PT12M00.00S,2022-01-02T01:25:37.9Z,4,REGULAR,period,start,[],0,,,1610612740,96,82,2022-01-02T01:25:37Z,5330000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,PT11M41.00S,2022-01-02T01:25:56.0Z,4,REGULAR,3pt,Jump Shot,[],1629638,71.43561103810775,18.872549019607842,1610612740,96,82,2022-01-02T01:26:00Z,5340000,-156.0,216.0,1,right,MISS N. Alexander-Walker 26' 3PT,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,26.62,Missed,,,,,,,,,,,,,,,,,,
551,PT11M38.00S,2022-01-02T01:25:59.0Z,4,REGULAR,rebound,defensive,[],1626171,,,1610612749,96,82,2022-01-02T01:26:00Z,5350000,,,0,,B. Portis REBOUND (Off:1 Def:5),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,550.0,6.0,5.0,1.0,,,,,,,,,,,,,,
552,PT11M30.00S,2022-01-02T01:26:06.3Z,4,REGULAR,3pt,Jump Shot,[],1626171,34.510512483574246,47.549019607843135,1610612749,96,82,2022-01-02T01:26:10Z,5360000,12.0,272.0,1,left,MISS B. Portis 27' 3PT,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,27.22,Missed,,,,,,,,,,,,,,,,,,
553,PT11M28.00S,2022-01-02T01:26:08.3Z,4,REGULAR,rebound,defensive,[],1629638,,,1610612740,96,82,2022-01-02T01:26:10Z,5370000,,,0,,N. Alexander-Walker REBOUND (Off:0 Def:3),[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,552.0,3.0,3.0,0.0,,,,,,,,,,,,,,
554,PT11M24.00S,2022-01-02T01:26:15.5Z,4,REGULAR,foul,personal,['2freethrow'],1626171,,,1610612740,96,82,2022-01-02T01:26:27Z,5380000,,,0,,B. Portis shooting personal FOUL (4 PF) (Hayes 2 FT),"[1626171, 1629637]",1610612749.0,MIL,shooting,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,203177.0,4.0,1.0,Hayes,1629637.0
556,PT11M24.00S,2022-01-02T01:26:57.7Z,4,REGULAR,stoppage,blood rule,[],0,,,1610612740,96,82,2022-01-02T01:26:57Z,5400000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,PT11M24.00S,2022-01-02T01:27:57.3Z,4,REGULAR,freethrow,1 of 2,[],1629637,,,1610612740,96,83,2022-01-02T01:27:57Z,5410000,,,0,,J. Hayes Free Throw 1 of 2 (16 PTS),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,Made,,,,,,,,16.0,,,,,,,,,,
558,PT11M24.00S,2022-01-02T01:28:13.2Z,4,REGULAR,freethrow,2 of 2,[],1629637,,,1610612740,96,84,2022-01-02T01:28:13Z,5420000,,,0,,J. Hayes Free Throw 2 of 2 (17 PTS),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,Made,,,,,,,,17.0,,,,,,,,,,
559,PT11M24.00S,2022-01-02T01:28:34.7Z,4,REGULAR,stoppage,blood rule,[],0,,,1610612749,96,84,2022-01-02T01:28:34Z,5430000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,PT11M24.00S,2022-01-02T01:29:03.2Z,4,REGULAR,substitution,out,[],1626171,,,1610612749,96,84,2022-01-02T01:29:26Z,5440000,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,
561,PT11M24.00S,2022-01-02T01:29:03.2Z,4,REGULAR,substitution,in,[],1626192,,,1610612749,96,84,2022-01-02T01:29:26Z,5450000,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,
562,PT11M05.00S,2022-01-02T01:29:58.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203507,6.783837056504599,51.470588235294116,1610612749,98,84,2022-01-02T01:30:03Z,5460000,-7.0,11.0,1,left,G. Antetokounmpo driving reverse Layup (26 PTS),[203507],1610612749.0,MIL,driving reverse,,,Antetokounmpo,G. Antetokounmpo,,,,,1.35,Made,,,,,,,,26.0,,,,,,,,,,
563,PT10M47.00S,2022-01-02T01:30:17.4Z,4,REGULAR,3pt,Jump Shot,[],1629638,66.5735873850197,61.76470588235294,1610612740,98,84,2022-01-02T01:30:22Z,5470000,59.0,262.0,1,right,MISS N. Alexander-Walker 26' 3PT,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,26.82,Missed,,,,,,,,,,,,,,,,,,
564,PT10M43.00S,2022-01-02T01:30:21.4Z,4,REGULAR,rebound,defensive,[],203507,,,1610612749,98,84,2022-01-02T01:30:22Z,5480000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:12),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,563.0,12.0,12.0,0.0,,,,,,,,,,,,,,
565,PT10M37.00S,2022-01-02T01:30:26.8Z,4,REGULAR,3pt,Jump Shot,[],203507,32.670827858081466,26.47058823529412,1610612749,98,84,2022-01-02T01:39:42Z,5490000,118.0,255.0,1,left,MISS G. Antetokounmpo 28' pullup 3PT,[203507],1610612749.0,MIL,pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,28.04,Missed,,,,,,,,,,,,,,,,,,
566,PT10M35.00S,2022-01-02T01:30:31.2Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612749,98,84,2022-01-02T01:30:31Z,5500000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,565.0,,,,,,,,,,,,,,,,,
567,PT10M35.00S,2022-01-02T01:30:33.2Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,98,84,2022-01-02T01:30:33Z,5510000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,PT10M27.00S,2022-01-02T01:31:00.0Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],203507,19.136005256241788,74.01960784313727,1610612749,100,84,2022-01-02T01:31:04Z,5520000,-120.0,127.0,1,left,G. Antetokounmpo 17' pullup Jump Shot (28 PTS),[203507],1610612749.0,MIL,pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,17.51,Made,,,,,,,,28.0,,,,,,,,,,
569,PT10M20.00S,2022-01-02T01:31:10.4Z,4,REGULAR,foul,personal,['2freethrow'],203507,,,1610612740,100,84,2022-01-02T01:31:35Z,5530000,,,0,,G. Antetokounmpo shooting personal FOUL (4 PF) (Hart 2 FT),"[203507, 1628404]",1610612749.0,MIL,shooting,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,200834.0,4.0,1.0,Hart,1628404.0
571,PT10M20.00S,2022-01-02T01:31:38.9Z,4,REGULAR,freethrow,1 of 2,[],1628404,,,1610612740,100,85,2022-01-02T01:32:11Z,5550000,,,0,,J. Hart Free Throw 1 of 2 (8 PTS),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,Made,,,,,,,,8.0,,,,,,,,,,
572,PT10M20.00S,2022-01-02T01:31:49.1Z,4,REGULAR,substitution,out,[],1629637,,,1610612740,100,85,2022-01-02T01:31:54Z,5560000,,,0,,SUB out: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,
573,PT10M20.00S,2022-01-02T01:31:49.1Z,4,REGULAR,substitution,in,[],1630529,,,1610612740,100,85,2022-01-02T01:31:54Z,5570000,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,
574,PT10M20.00S,2022-01-02T01:31:38.9Z,4,REGULAR,freethrow,2 of 2,[],1628404,,,1610612740,100,85,2022-01-02T01:32:11Z,5580000,,,0,,MISS J. Hart Free Throw 2 of 2,[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,Missed,,,,,,,,,,,,,,,,,,
575,PT10M17.00S,2022-01-02T01:31:41.9Z,4,REGULAR,rebound,defensive,[],203507,,,1610612749,100,85,2022-01-02T01:32:11Z,5590000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:13),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,574.0,13.0,13.0,0.0,,,,,,,,,,,,,,
576,PT10M00.00S,2022-01-02T01:32:26.7Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],203507,6.1268068331143235,49.01960784313725,1610612749,102,85,2022-01-02T01:32:33Z,5600000,5.0,5.0,1,left,G. Antetokounmpo driving DUNK (30 PTS),[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,0.71,Made,,,,,,,,30.0,,,,,,,,,,
577,PT09M40.00S,2022-01-02T01:32:46.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628404,91.80354796320631,54.41176470588235,1610612740,102,85,2022-01-02T01:32:53Z,5610000,22.0,25.0,1,right,MISS J. Hart driving Layup,[1628404],1610612740.0,NOP,driving,,,Hart,J. Hart,,,,,3.3,Missed,,,,,,,,,,,,,,,,,,
578,PT09M38.00S,2022-01-02T01:32:48.1Z,4,REGULAR,rebound,defensive,[],1628960,,,1610612749,102,85,2022-01-02T01:32:53Z,5620000,,,0,,G. Allen REBOUND (Off:0 Def:4),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,577.0,4.0,4.0,0.0,,,,,,,,,,,,,,
579,PT09M31.00S,2022-01-02T01:32:55.5Z,4,REGULAR,3pt,Jump Shot,[],1629670,8.886333771353483,95.34313725490196,1610612749,105,85,2022-01-02T01:33:00Z,5630000,-227.0,31.0,1,left,J. Nwora 3PT  (11 PTS) (G. Hill 2 AST),"[1629670, 201588]",1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,22.88,Made,,,,,,,,11.0,G. Hill,201588.0,2.0,,,,,,,
581,PT09M31.00S,2022-01-02T01:33:01.7Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,105,85,2022-01-02T01:33:01Z,5650000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,PT09M31.00S,2022-01-02T01:35:26.9Z,4,REGULAR,substitution,out,[],1629109,,,1610612740,105,85,2022-01-02T01:35:56Z,5660000,,,0,,SUB out: G. Clark,[1629109],1610612740.0,NOP,,,,Clark,G. Clark,,,,,,,,,,,,,,,,,,,,,,,,
583,PT09M31.00S,2022-01-02T01:35:26.9Z,4,REGULAR,substitution,in,[],1626195,,,1610612740,105,85,2022-01-02T01:35:56Z,5670000,,,0,,SUB in: W. Hernangomez,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,
584,PT09M14.00S,2022-01-02T01:36:16.8Z,4,REGULAR,3pt,Jump Shot,[],1629638,68.80749014454665,71.56862745098039,1610612740,105,88,2022-01-02T01:36:22Z,5680000,108.0,241.0,1,right,N. Alexander-Walker 26' 3PT  (13 PTS) (J. Hart 9 AST),"[1629638, 1628404]",1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,26.37,Made,,,,,,,,13.0,J. Hart,1628404.0,9.0,,,,,,,
586,PT09M03.00S,2022-01-02T01:36:28.3Z,4,REGULAR,3pt,Jump Shot,[],1628960,28.86005256241787,81.37254901960785,1610612749,105,88,2022-01-02T01:36:33Z,5700000,-157.0,219.0,1,left,MISS G. Allen 26' 3PT,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,26.92,Missed,,,,,,,,,,,,,,,,,,
587,PT09M00.00S,2022-01-02T01:36:31.3Z,4,REGULAR,rebound,defensive,[],1630529,,,1610612740,105,88,2022-01-02T01:36:33Z,5710000,,,0,,H. Jones REBOUND (Off:2 Def:3),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,586.0,5.0,3.0,2.0,,,,,,,,,,,,,,
588,PT08M55.00S,2022-01-02T01:36:36.0Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1628984,77.08607095926413,6.61764705882353,1610612740,105,91,2022-01-02T01:36:42Z,5720000,-217.0,163.0,1,right,D. Graham 27' 3PT running (13 PTS) (H. Jones 3 AST),"[1628984, 1630529]",1610612740.0,NOP,running,,,Graham,D. Graham,,,,,27.13,Made,,,,,,,,13.0,H. Jones,1630529.0,3.0,,,,,,,
590,PT08M39.00S,2022-01-02T01:36:51.6Z,4,REGULAR,3pt,Jump Shot,[],1626192,9.149145860709593,2.696078431372549,1610612749,108,91,2022-01-02T01:36:56Z,5740000,237.0,34.0,1,left,P. Connaughton 3PT  (6 PTS) (G. Allen 2 AST),"[1626192, 1628960]",1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,23.89,Made,,,,,,,,6.0,G. Allen,1628960.0,2.0,,,,,,,
592,PT08M27.00S,2022-01-02T01:37:10.2Z,4,REGULAR,foul,personal,[],1629670,,,1610612740,108,91,2022-01-02T01:37:20Z,5760000,,,0,,J. Nwora personal FOUL (2 PF),"[1629670, 1629638]",1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,200834.0,2.0,0.0,Alexander-Walker,1629638.0
594,PT08M22.00S,2022-01-02T01:37:31.7Z,4,REGULAR,foul,personal,['2freethrow'],1629670,,,1610612740,108,91,2022-01-02T01:37:44Z,5780000,,,0,,J. Nwora shooting personal FOUL (3 PF) (Hernangomez 2 FT),"[1629670, 1626195]",1610612749.0,MIL,shooting,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,203177.0,3.0,0.0,Hernangomez,1626195.0
596,PT08M22.00S,2022-01-02T01:37:59.1Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,108,91,2022-01-02T01:37:59Z,5800000,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,PT08M22.00S,2022-01-02T01:38:03.5Z,4,REGULAR,instantreplay,challenge,[],0,,,1610612740,108,91,2022-01-02T01:41:03Z,5810000,,,0,,,[],1610612749.0,MIL,support,,,,,,,,,,,,,,,,,,,,,,,,200834.0,,,,
598,PT08M22.00S,2022-01-02T01:41:08.1Z,4,REGULAR,substitution,out,[],201588,,,1610612740,108,91,2022-01-02T01:41:27Z,5820000,,,0,,SUB out: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,
599,PT08M22.00S,2022-01-02T01:41:08.1Z,4,REGULAR,substitution,in,[],201950,,,1610612740,108,91,2022-01-02T01:41:27Z,5830000,,,0,,SUB in: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,
600,PT08M22.00S,2022-01-02T01:41:34.9Z,4,REGULAR,freethrow,1 of 2,[],1626195,,,1610612740,108,92,2022-01-02T01:41:34Z,5840000,,,0,,W. Hernangomez Free Throw 1 of 2 (10 PTS),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,Made,,,,,,,,10.0,,,,,,,,,,
601,PT08M22.00S,2022-01-02T01:41:55.0Z,4,REGULAR,freethrow,2 of 2,[],1626195,,,1610612740,108,93,2022-01-02T01:41:55Z,5850000,,,0,,W. Hernangomez Free Throw 2 of 2 (11 PTS),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,Made,,,,,,,,11.0,,,,,,,,,,
602,PT08M00.00S,2022-01-02T01:42:20.2Z,4,REGULAR,3pt,Jump Shot,[],1626192,34.11629434954008,44.6078431372549,1610612749,111,93,2022-01-02T01:42:24Z,5860000,27.0,268.0,1,left,P. Connaughton 26' 3PT  (9 PTS) (G. Antetokounmpo 8 AST),"[1626192, 203507]",1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,26.96,Made,,,,,,,,9.0,G. Antetokounmpo,203507.0,8.0,,,,,,,
604,PT07M42.00S,2022-01-02T01:42:37.4Z,4,REGULAR,3pt,Jump Shot,[],1630529,86.94152431011827,3.6764705882352944,1610612740,111,96,2022-01-02T01:42:42Z,5880000,-232.0,70.0,1,right,H. Jones 24' 3PT  (12 PTS) (D. Graham 3 AST),"[1630529, 1628984]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,24.2,Made,,,,,,,,12.0,D. Graham,1628984.0,3.0,,,,,,,
606,PT07M25.00S,2022-01-02T01:42:54.5Z,4,REGULAR,3pt,Jump Shot,[],1629670,33.722076215505915,29.901960784313726,1610612749,114,96,2022-01-02T01:42:58Z,5900000,100.0,264.0,1,left,J. Nwora 28' 3PT  (14 PTS) (G. Antetokounmpo 9 AST),"[1629670, 203507]",1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,28.29,Made,,,,,,,,14.0,G. Antetokounmpo,203507.0,9.0,,,,,,,
608,PT07M12.00S,2022-01-02T01:43:18.5Z,4,REGULAR,foul,technical,['1freethrow'],203507,,,1610612740,114,96,2022-01-02T01:43:31Z,5920000,,,0,,G. Antetokounmpo defensive-3-second technical FOUL (2 Tech),[203507],1610612749.0,MIL,defensive-3-second,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,203177.0,4.0,2.0,,
609,PT07M12.00S,2022-01-02T01:43:32.0Z,4,REGULAR,freethrow,1 of 1,[],1628984,,,1610612740,114,97,2022-01-02T01:43:32Z,5930000,,,0,,D. Graham technical Free Throw 1 of 1 (14 PTS),[1628984],1610612740.0,NOP,technical,,,Graham,D. Graham,,,,,,Made,,,,,,,,14.0,,,,,,,,,,
610,PT07M01.00S,2022-01-02T01:43:55.2Z,4,REGULAR,turnover,lost ball,[],1626195,,,1610612740,114,97,2022-01-02T01:44:05Z,5940000,,,0,,W. Hernangomez lost ball TURNOVER (2 TO),"[1626195, 203507]",1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,2.0,Antetokounmpo,203507.0,,,,,,,,,,,
611,PT07M01.00S,2022-01-02T01:43:55.2Z,4,REGULAR,steal,,[],203507,,,1610612749,114,97,2022-01-02T01:45:16Z,5950000,,,0,,G. Antetokounmpo STEAL (2 STL),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,
612,PT06M55.00S,2022-01-02T01:44:01.4Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628960,13.61695137976347,95.34313725490196,1610612749,117,97,2022-01-02T01:44:10Z,5960000,-227.0,75.0,1,left,G. Allen 3PT running (16 PTS) (G. Antetokounmpo 10 AST),"[1628960, 203507]",1610612749.0,MIL,running,,,Allen,G. Allen,,,,,23.89,Made,,,,,,,,16.0,G. Antetokounmpo,203507.0,10.0,,,,,,,
614,PT06M39.00S,2022-01-02T01:44:18.1Z,4,REGULAR,3pt,Jump Shot,[],1629638,71.96123521681997,15.931372549019606,1610612740,117,97,2022-01-02T01:44:23Z,5980000,-170.0,211.0,1,right,MISS N. Alexander-Walker 27' 3PT,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,27.12,Missed,,,,,,,,,,,,,,,,,,
615,PT06M36.00S,2022-01-02T01:44:21.1Z,4,REGULAR,rebound,defensive,[],1629670,,,1610612749,117,97,2022-01-02T01:44:23Z,5990000,,,0,,J. Nwora REBOUND (Off:0 Def:4),[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,614.0,4.0,4.0,0.0,,,,,,,,,,,,,,
616,PT06M29.00S,2022-01-02T01:44:27.2Z,4,REGULAR,3pt,Jump Shot,[],203507,33.722076215505915,30.88235294117647,1610612749,120,97,2022-01-02T01:47:01Z,6000000,96.0,264.0,1,left,G. Antetokounmpo 28' 3PT pullup (33 PTS),[203507],1610612749.0,MIL,pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,28.12,Made,,,,,,,,33.0,,,,,,,,,,
617,PT06M29.00S,2022-01-02T01:44:33.6Z,4,REGULAR,timeout,full,['team'],0,,,1610612740,120,97,2022-01-02T01:44:33Z,6010000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,PT06M29.00S,2022-01-02T01:45:54.0Z,4,REGULAR,substitution,out,[],203507,,,1610612740,120,97,2022-01-02T01:46:13Z,6020000,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,
619,PT06M29.00S,2022-01-02T01:45:54.0Z,4,REGULAR,substitution,out,[],1626195,,,1610612740,120,97,2022-01-02T01:46:13Z,6030000,,,0,,SUB out: W. Hernangomez,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,
620,PT06M29.00S,2022-01-02T01:45:54.0Z,4,REGULAR,substitution,in,[],202326,,,1610612740,120,97,2022-01-02T01:46:13Z,6040000,,,0,,SUB in: D. Cousins,[202326],1610612749.0,MIL,,,,Cousins,D. Cousins,,,,,,,,,,,,,,,,,,,,,,,,
621,PT06M29.00S,2022-01-02T01:45:54.0Z,4,REGULAR,substitution,in,[],1629637,,,1610612740,120,97,2022-01-02T01:46:13Z,6050000,,,0,,SUB in: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,
622,PT06M11.00S,2022-01-02T01:46:27.7Z,4,REGULAR,3pt,Jump Shot,[],1628984,71.43561103810775,22.54901960784314,1610612740,120,97,2022-01-02T01:46:32Z,6060000,-137.0,216.0,1,right,MISS D. Graham 25' 3PT,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,25.59,Missed,,,,,,,,,,,,,,,,,,
623,PT06M09.00S,2022-01-02T01:46:29.7Z,4,REGULAR,rebound,defensive,[],1626192,,,1610612749,120,97,2022-01-02T01:46:32Z,6070000,,,0,,P. Connaughton REBOUND (Off:0 Def:6),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,622.0,6.0,6.0,0.0,,,,,,,,,,,,,,
624,PT06M06.00S,2022-01-02T01:46:33.2Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1629670,25.57490144546649,10.294117647058822,1610612749,120,97,2022-01-02T01:46:38Z,6080000,199.0,188.0,1,left,MISS J. Nwora 27' running 3PT,[1629670],1610612749.0,MIL,running,,,Nwora,J. Nwora,,,,,27.33,Missed,,,,,,,,,,,,,,,,,,
625,PT06M03.00S,2022-01-02T01:46:36.2Z,4,REGULAR,rebound,defensive,[],1629638,,,1610612740,120,97,2022-01-02T01:46:38Z,6090000,,,0,,N. Alexander-Walker REBOUND (Off:0 Def:4),[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,624.0,4.0,4.0,0.0,,,,,,,,,,,,,,
626,PT06M02.00S,2022-01-02T01:46:39.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626192,,,1610612740,120,97,2022-01-02T01:46:53Z,6100000,,,0,,P. Connaughton shooting personal FOUL (1 PF) (Hart 2 FT),"[1626192, 1628404]",1610612749.0,MIL,shooting,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,202053.0,1.0,0.0,Hart,1628404.0
628,PT06M02.00S,2022-01-02T01:47:08.5Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],1628404,,,1610612740,120,97,2022-01-02T01:47:08Z,6120000,,,0,,MISS J. Hart Free Throw 1 of 2,[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,Missed,,,,,,,,,,,,,,,,,,
629,PT06M02.00S,2022-01-02T01:47:08.5Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,120,97,2022-01-02T01:47:08Z,6130000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,628.0,,,,,,,,,,,,,,,,,
630,PT06M02.00S,2022-01-02T01:47:26.2Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],1628404,,,1610612740,120,98,2022-01-02T01:47:26Z,6140000,,,0,,J. Hart Free Throw 2 of 2 (9 PTS),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,Made,,,,,,,,9.0,,,,,,,,,,
631,PT05M46.00S,2022-01-02T01:47:42.5Z,4,REGULAR,3pt,Jump Shot,[],1626192,33.55781865965835,46.32352941176471,1610612749,120,98,2022-01-02T01:49:09Z,6150000,18.0,263.0,1,left,MISS P. Connaughton 26' 3PT,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,26.35,Missed,,,,,,,,,,,,,,,,,,
632,PT05M41.00S,2022-01-02T01:47:47.5Z,4,REGULAR,rebound,defensive,[],1629637,,,1610612740,120,98,2022-01-02T01:51:12Z,6160000,,,0,,J. Hayes REBOUND (Off:1 Def:3),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,631.0,4.0,3.0,1.0,,,,,,,,,,,,,,
